tarih,a_toplam,a_tl_tcmb,a_tl_mev,a_tl_kal,a_tl_kat,a_yp_tcmb,a_yp_mev,a_yp_kal,a_yp_kat,a_tl_mali_mev,a_yp_mali_mev,a_tl_mali_kal,a_yp_mali_kal,a_tl_mali_kat,a_yp_mali_kat,a_takip
2013-07-19,895460475.0,0.0,599385861.0,17639393.0,51686495.0,0.0,183177642.0,17876855.0,3938107.0,8176080.0,1869693.0,2944864.0,2897646.0,6849.0,0.0,25900796.0
2013-07-26,900005585.0,0.0,601529149.0,17791513.0,52120401.0,0.0,185112267.0,17898745.0,4007456.0,8236779.0,1852030.0,2963518.0,2940247.0,6680.0,0.0,25826866.0
2013-08-02,910249545.0,0.0,608375205.0,18188477.0,52612965.0,0.0,186804642.0,18361977.0,4042728.0,8412415.0,2002783.0,3040140.0,3032176.0,6646.0,0.0,26495815.0
2013-08-09,908272768.0,0.0,606989570.0,18082111.0,52448728.0,0.0,186282983.0,18139060.0,4030327.0,8542949.0,1932461.0,3054853.0,3014953.0,6642.0,0.0,26495149.0
2013-08-16,912062158.0,0.0,610171003.0,18112763.0,52322490.0,0.0,187421587.0,17904181.0,4037892.0,8580599.0,1918539.0,3008622.0,3020909.0,6636.0,0.0,26564666.0
2013-08-23,920645907.0,0.0,611543010.0,18349968.0,52458409.0,0.0,193221040.0,18570842.0,4146522.0,8780583.0,2002739.0,3095110.0,3121222.0,6626.0,0.0,26534246.0
2013-08-30,935978558.0,0.0,618420579.0,18617352.0,52844203.0,0.0,199633842.0,19043718.0,4281893.0,9214028.0,1936923.0,3196266.0,3179041.0,6715.0,0.0,26996463.0
2013-09-06,938688900.0,0.0,619287322.0,18780115.0,53023777.0,0.0,201141523.0,19284261.0,4282897.0,8789024.0,2087427.0,3158897.0,3211816.0,9183.0,0.0,27128148.0
2013-09-13,940997618.0,0.0,623432763.0,18644174.0,53037780.0,0.0,198989238.0,19376078.0,4212772.0,9059671.0,1916884.0,3214265.0,3178203.0,9174.0,0.0,27054091.0
2013-09-20,939039439.0,0.0,625072654.0,18781903.0,53176581.0,0.0,194990823.0,19105515.0,4114584.0,9751774.0,1827950.0,3267569.0,3108415.0,8935.0,21160.0,27004771.0
2013-09-27,956996392.0,0.0,632526592.0,19297070.0,53787654.0,0.0,201363839.0,20200847.0,4182064.0,11050098.0,1964039.0,3419865.0,3219340.0,8806.0,21712.0,27113569.0
2013-10-04,952385408.0,0.0,630507520.0,19538821.0,53943430.0,0.0,198487790.0,20578164.0,4124572.0,10729863.0,1895560.0,3306861.0,3216203.0,8731.0,21766.0,27615447.0
2013-10-11,957523179.0,0.0,635943220.0,19111731.0,54610279.0,0.0,197779718.0,20704816.0,3991256.0,10696662.0,2016150.0,3405917.0,3346417.0,9106.0,21390.0,27446782.0
2013-10-18,954792814.0,0.0,633891566.0,19104771.0,54424514.0,0.0,197265255.0,20731715.0,3971828.0,10666244.0,2064168.0,3417299.0,3353006.0,8528.0,21437.0,27465649.0
2013-10-25,956240522.0,0.0,634032073.0,19149566.0,54245856.0,0.0,199549908.0,20819373.0,3851351.0,9689116.0,2060892.0,3347955.0,3332315.0,8354.0,21813.0,27555526.0
2013-11-01,961593428.0,0.0,637415128.0,19378119.0,54477707.0,0.0,201482035.0,21199129.0,3920425.0,9125461.0,2077683.0,3297087.0,3307285.0,8321.0,21636.0,28133275.0
2013-11-08,967405750.0,0.0,638262535.0,19352632.0,54643578.0,0.0,205612132.0,21539098.0,3979914.0,9033369.0,2094829.0,3375992.0,3321663.0,8250.0,21737.0,28151727.0
2013-11-15,973695542.0,0.0,643471004.0,19095625.0,54884479.0,0.0,205456813.0,22329166.0,4003852.0,9371152.0,2312596.0,3236283.0,3302973.0,8246.0,22022.0,28195361.0
2013-11-22,972054620.0,0.0,643037777.0,19005371.0,55166456.0,0.0,203937768.0,22357541.0,3969863.0,9825356.0,2248354.0,3236466.0,3246109.0,8234.0,21734.0,28169697.0
2013-11-29,982108266.0,0.0,650124721.0,19043402.0,55556524.0,0.0,206076221.0,22232529.0,3938796.0,10466762.0,2288200.0,3390727.0,3217190.0,8093.0,21947.0,28439764.0
2013-12-06,985059980.0,0.0,651280432.0,19210897.0,55524774.0,0.0,206701200.0,22810914.0,3940746.0,10161996.0,2819884.0,3330119.0,3271438.0,7978.0,22373.0,28524400.0
2013-12-13,991575484.0,0.0,655600103.0,18972943.0,55661512.0,0.0,209259753.0,23105921.0,4014304.0,10156384.0,2613381.0,3264698.0,3273287.0,8141.0,22407.0,28524236.0
2013-12-20,999306834.0,0.0,656613920.0,19108787.0,56091429.0,0.0,214193558.0,23561657.0,4141092.0,10261571.0,2723508.0,3286239.0,3338356.0,7915.0,22515.0,28553052.0
2013-12-27,1018735495.0,0.0,663502644.0,19288917.0,56272495.0,0.0,222789689.0,24737591.0,4205143.0,11912607.0,2788122.0,3437731.0,3392346.0,7791.0,22957.0,28234719.0
2014-01-03,1018991429.0,0.0,661842117.0,19524902.0,56087794.0,0.0,224017646.0,25177574.0,4332580.0,11546931.0,2767240.0,3388587.0,3459688.0,7717.0,23707.0,28874474.0
2014-01-10,1021469880.0,0.0,665027642.0,19431903.0,55798071.0,0.0,223885967.0,25955219.0,4336294.0,11076848.0,2814887.0,3224639.0,3465547.0,7501.0,23736.0,29133001.0
2014-01-17,1027546285.0,0.0,665349549.0,19405621.0,55565860.0,0.0,228884013.0,26434906.0,4392417.0,11031512.0,2901038.0,3225164.0,3455029.0,7329.0,24005.0,29114961.0
2014-01-24,1045493222.0,0.0,669351001.0,19401370.0,55290386.0,0.0,240299335.0,27799497.0,4517123.0,10945456.0,3189478.0,3375114.0,3609315.0,7303.0,24877.0,29193082.0
2014-01-31,1047493377.0,0.0,678076240.0,19647736.0,55433047.0,0.0,234554913.0,27402237.0,4457448.0,10946390.0,3018768.0,3317624.0,3514408.0,7301.0,24743.0,29745895.0
2014-02-07,1038228836.0,0.0,675318359.0,19749475.0,55091648.0,0.0,229782758.0,27178755.0,4324307.0,10133909.0,2726487.0,3185886.0,3450250.0,7219.0,24212.0,30176116.0
2014-02-14,1039181663.0,0.0,677102209.0,19826879.0,55033989.0,0.0,228468220.0,27582522.0,4264125.0,10239208.0,2656399.0,3109723.0,3406876.0,7370.0,24066.0,29886261.0
2014-02-21,1037908570.0,0.0,675206557.0,20001052.0,54837621.0,0.0,228914484.0,28040302.0,4250186.0,10133106.0,2657497.0,3159927.0,3422275.0,7360.0,24224.0,29916866.0
2014-02-28,1048728722.0,0.0,681582317.0,20255965.0,54888471.0,0.0,232138548.0,28472294.0,4204817.0,11068426.0,2784081.0,3330861.0,3469752.0,7216.0,24446.0,30325050.0
2014-03-07,1046422607.0,0.0,679503534.0,20672823.0,54485359.0,0.0,231146302.0,28527105.0,4143889.0,10380601.0,2962348.0,3188294.0,3495787.0,7105.0,24359.0,30474502.0
2014-03-14,1053569056.0,0.0,682127793.0,20695609.0,54427320.0,0.0,234435840.0,29187975.0,4190574.0,11051106.0,3020649.0,3212894.0,3601549.0,7060.0,24787.0,30350288.0
2014-03-21,1051965665.0,0.0,680574340.0,20712969.0,54360648.0,0.0,234533892.0,29488565.0,4151837.0,10842998.0,2942337.0,3169816.0,3612735.0,6970.0,24662.0,30398073.0
2014-03-28,1054659351.0,0.0,686984034.0,20844271.0,54405946.0,0.0,229822430.0,29252550.0,4091743.0,11949216.0,2793532.0,3246513.0,3590984.0,6842.0,24110.0,30293866.0
2014-04-04,1044640044.0,0.0,687424587.0,20819705.0,54570758.0,0.0,221516146.0,28609107.0,3929582.0,10889466.0,2584354.0,3075480.0,3507214.0,6765.0,23426.0,30646576.0
2014-04-11,1048253759.0,0.0,690879131.0,20804095.0,54537424.0,0.0,221760264.0,28825044.0,3933259.0,10767355.0,2578233.0,3092610.0,3449191.0,6549.0,23297.0,30430021.0
2014-04-18,1048850064.0,0.0,688502710.0,20924670.0,54569144.0,0.0,224071775.0,29288176.0,3943497.0,11074049.0,2719514.0,3116879.0,3462100.0,6375.0,23582.0,30509615.0
2014-04-25,1051456203.0,0.0,690168436.0,20979898.0,54498829.0,0.0,224016372.0,29506653.0,4167897.0,11343817.0,2755153.0,3021668.0,3474367.0,7243.0,23644.0,30443631.0
2014-05-02,1052604065.0,0.0,693952394.0,20996120.0,54648978.0,0.0,222107607.0,29364575.0,4068627.0,10907116.0,2752172.0,2994298.0,3431299.0,7227.0,0.0,31066736.0
2014-05-09,1048797151.0,0.0,694149274.0,20892861.0,54452295.0,0.0,219760097.0,28488928.0,4033029.0,10811738.0,2591140.0,2952121.0,3345427.0,7158.0,0.0,31101708.0
2014-05-16,1056324525.0,0.0,699353159.0,20873560.0,54233573.0,0.0,221276848.0,29202913.0,4011381.0,10793564.0,2827287.0,2912592.0,3362560.0,7129.0,0.0,31088083.0
2014-05-23,1053318567.0,0.0,697439615.0,20681543.0,54424491.0,0.0,220617195.0,28953643.0,4019496.0,10899775.0,2768942.0,2925530.0,3332851.0,7118.0,0.0,31159883.0
2014-05-30,1064531293.0,0.0,704124315.0,21123555.0,55176540.0,0.0,223157158.0,29726282.0,3995152.0,11475560.0,2917690.0,3143284.0,3338742.0,6983.0,0.0,31338050.0
2014-06-06,1062822351.0,0.0,704674222.0,21012284.0,54871466.0,0.0,222264047.0,29297044.0,3995041.0,10566775.0,2780511.0,3061696.0,3365451.0,6871.0,0.0,31572175.0
2014-06-13,1072653963.0,0.0,709249189.0,20999522.0,55259443.0,0.0,226130359.0,29888712.0,4046123.0,10330433.0,2890809.0,2979106.0,3378374.0,6830.0,0.0,31244100.0
2014-06-20,1077369620.0,0.0,708896926.0,21181794.0,55460473.0,0.0,230179512.0,30262718.0,4046807.0,10630426.0,3126499.0,3140135.0,3361081.0,5830.0,0.0,31295171.0
2014-06-27,1090914322.0,0.0,718528301.0,21227024.0,56081520.0,0.0,230686896.0,30289553.0,4088417.0,12953774.0,3116500.0,3292143.0,3336602.0,5717.0,0.0,30915983.0
2014-07-04,1085161337.0,0.0,714705699.0,21386110.0,56758038.0,0.0,230602546.0,30218358.0,4094090.0,11141428.0,2938137.0,2976253.0,3338832.0,5680.0,0.0,31261557.0
2014-07-11,1085589733.0,0.0,715870993.0,21331600.0,56824277.0,0.0,230181910.0,30221051.0,4076531.0,10978385.0,2854741.0,2913208.0,3297127.0,5597.0,0.0,31214044.0
2014-07-18,1087845040.0,0.0,715923689.0,21362298.0,57049095.0,0.0,231438461.0,30399266.0,4074218.0,11082542.0,2859856.0,3016648.0,3241709.0,5420.0,0.0,31176683.0
2014-07-25,1089848076.0,0.0,720318765.0,21386754.0,57324595.0,0.0,228976340.0,30078514.0,4056979.0,11090261.0,2977003.0,3301885.0,3125474.0,5404.0,0.0,31166549.0
2014-08-01,1106371452.0,0.0,729708154.0,21532525.0,57208656.0,0.0,232831740.0,30441462.0,4112927.0,10637548.0,3147197.0,3061273.0,3117069.0,5387.0,0.0,31902559.0
2014-08-08,1102545331.0,0.0,722074972.0,21562094.0,56533235.0,0.0,237082258.0,30753619.0,4099329.0,10483567.0,3218234.0,3065174.0,3159369.0,5317.0,0.0,32369475.0
2014-08-15,1109934160.0,0.0,727244706.0,21584542.0,56793401.0,0.0,238589668.0,30617370.0,4103548.0,10803847.0,3071785.0,2973783.0,3096998.0,5286.0,0.0,32392613.0
2014-08-22,1108641251.0,0.0,724571585.0,21651159.0,56500321.0,0.0,239956622.0,31022121.0,4122618.0,10404411.0,3210992.0,3083822.0,3079174.0,5273.0,0.0,32222160.0
2014-08-29,1117458890.0,0.0,731095998.0,21700243.0,56798611.0,0.0,241402864.0,31542972.0,4154645.0,11658564.0,3067072.0,3202724.0,2998909.0,5134.0,0.0,33056874.0
2014-09-05,1116734576.0,0.0,732517777.0,21685453.0,56410140.0,0.0,239958499.0,31434322.0,3982512.0,10617172.0,3140415.0,3185825.0,2963177.0,5067.0,0.0,33675832.0
2014-09-12,1127279236.0,0.0,736731755.0,21527874.0,56530838.0,0.0,245554322.0,31522888.0,4185975.0,10834087.0,3216647.0,3234657.0,2957924.0,4976.0,0.0,33702701.0
2014-09-19,1131439017.0,0.0,737325833.0,21531452.0,56666600.0,0.0,248342158.0,32102691.0,4274420.0,10816323.0,3398005.0,3080650.0,2963839.0,4917.0,0.0,33638694.0
2014-09-26,1149227961.0,0.0,747812155.0,21467440.0,56924838.0,0.0,253146869.0,32628267.0,4292948.0,12378243.0,3281722.0,3320615.0,2937520.0,4814.0,0.0,33632429.0
2014-10-03,1152048037.0,0.0,749182688.0,21542105.0,57082076.0,0.0,254657755.0,33128067.0,4299665.0,11193798.0,3422843.0,3242937.0,2918289.0,4766.0,0.0,35294358.0
2014-10-10,1152206159.0,0.0,748801087.0,21278856.0,56558110.0,0.0,255770968.0,33107930.0,4299830.0,11360816.0,3403455.0,3053530.0,2819766.0,7347.0,0.0,35361561.0
2014-10-17,1149552980.0,0.0,748448884.0,21211394.0,56533129.0,0.0,254516063.0,32765670.0,4278164.0,11685662.0,3564208.0,2935592.0,2843770.0,7125.0,0.0,35415268.0
2014-10-24,1148820113.0,0.0,748936076.0,21330432.0,56528412.0,0.0,252700128.0,32525542.0,4251446.0,12050661.0,3550522.0,3042936.0,2808832.0,7104.0,0.0,35419037.0
2014-10-31,1154887364.0,0.0,756593413.0,21348464.0,57337765.0,0.0,250739583.0,31970363.0,4205686.0,12896064.0,3264133.0,3166960.0,2726250.0,7077.0,0.0,35995843.0
2014-11-07,1160130797.0,0.0,755033495.0,21226513.0,57184944.0,0.0,257515531.0,33031460.0,4266711.0,11808700.0,3304730.0,3208457.0,2763164.0,7171.0,0.0,36241344.0
2014-11-14,1164289179.0,0.0,758810595.0,21041370.0,57350105.0,0.0,258161615.0,33040493.0,4276209.0,11676270.0,3411811.0,3166710.0,2761611.0,7078.0,0.0,36219965.0
2014-11-21,1162602968.0,0.0,759044148.0,21051656.0,57417122.0,0.0,256088544.0,32598596.0,4287942.0,11656066.0,3654790.0,3253690.0,2726927.0,7155.0,0.0,36197879.0
2014-11-28,1171994063.0,0.0,765619704.0,21035460.0,58013752.0,0.0,257300590.0,32857844.0,4373826.0,12792662.0,3528417.0,3328903.0,2681925.0,6904.0,0.0,36697176.0
2014-12-05,1176651699.0,0.0,766975544.0,21106112.0,58064149.0,0.0,260473477.0,33377369.0,4434060.0,12103477.0,3560348.0,3210697.0,2714476.0,6829.0,0.0,36934833.0
2014-12-12,1188124114.0,0.0,771275162.0,20853821.0,58248643.0,0.0,266396181.0,34290418.0,4553223.0,12593170.0,3570332.0,3144802.0,2749504.0,6853.0,0.0,36701168.0
2014-12-19,1197062572.0,0.0,773494537.0,20878494.0,58480180.0,0.0,270084129.0,35012153.0,4654051.0,14126006.0,3550169.0,3254839.0,2710768.0,6836.0,0.0,36154616.0
2014-12-26,1209005135.0,0.0,782434906.0,20947300.0,58446071.0,0.0,271690424.0,34534866.0,4678357.0,15584269.0,3823153.0,3419439.0,2727645.0,6697.0,0.0,35347468.0
2015-01-02,1206016673.0,0.0,779231911.0,21045046.0,57971705.0,0.0,272316330.0,34795576.0,4641578.0,15038846.0,4251226.0,3475245.0,2730452.0,6678.0,0.0,36015802.0
2015-01-09,1198671784.0,0.0,779598557.0,21067856.0,58113797.0,0.0,266890244.0,33874742.0,4563914.0,13506411.0,4023482.0,3291626.0,2613311.0,7200.0,0.0,35868004.0
2015-01-16,1205849414.0,0.0,785554867.0,20790113.0,58119168.0,0.0,269016999.0,33764485.0,4559598.0,13434202.0,4223230.0,3357297.0,2588094.0,7032.0,0.0,35887360.0
2015-01-23,1204699814.0,0.0,783982120.0,20968245.0,58086184.0,0.0,270425630.0,33403389.0,4675306.0,12945067.0,4263119.0,3144465.0,2604529.0,8044.0,0.0,35963642.0
2015-01-30,1227249366.0,0.0,791831399.0,21047943.0,58189082.0,0.0,281396315.0,34780321.0,4967176.0,14273135.0,4605657.0,3268087.0,2703393.0,8049.0,0.0,36503126.0
2015-02-06,1232973399.0,0.0,792328177.0,21215654.0,58241715.0,0.0,285603393.0,35453163.0,4955897.0,13732454.0,4567959.0,3247481.0,2738642.0,7965.0,0.0,36927194.0
2015-02-13,1243192411.0,0.0,798421644.0,21212867.0,58518399.0,0.0,287642327.0,36022910.0,4967207.0,14743529.0,4663483.0,3191248.0,2763285.0,7902.0,0.0,37221429.0
2015-02-20,1241142297.0,0.0,798684244.0,20873489.0,58329418.0,0.0,286426877.0,35872282.0,5008684.0,14369542.0,4759860.0,3050157.0,2769167.0,7743.0,0.0,36927825.0
2015-02-27,1257262574.0,0.0,806551474.0,20936960.0,58493700.0,0.0,293742804.0,36469805.0,4999177.0,15153473.0,4606572.0,3210967.0,2764422.0,7551.0,0.0,37639752.0
2015-03-06,1271922631.0,0.0,807171968.0,20845206.0,58774402.0,0.0,304794237.0,37629472.0,5218500.0,15006649.0,5238646.0,3247805.0,2885459.0,7801.0,0.0,38025150.0
2015-03-13,1273431455.0,0.0,810609372.0,20799359.0,59105348.0,0.0,302296871.0,37000582.0,5216901.0,15456825.0,5155404.0,3325201.0,2800377.0,8431.0,0.0,38113245.0
2015-03-20,1272884781.0,0.0,811400201.0,20760396.0,59030003.0,0.0,300204863.0,37284201.0,5310613.0,15251109.0,5397765.0,3296484.0,2825205.0,8463.0,0.0,37925846.0
2015-03-27,1287325305.0,0.0,818280129.0,20812257.0,59354198.0,0.0,304712545.0,38041156.0,5500456.0,16815001.0,5508780.0,3399103.0,2854924.0,8337.0,0.0,37388390.0
2015-04-03,1288377504.0,0.0,820996883.0,21104677.0,59914630.0,0.0,302134065.0,38673898.0,5280407.0,16094910.0,5654863.0,3365218.0,2798635.0,8283.0,0.0,38361323.0
2015-04-10,1298833215.0,0.0,827169048.0,21339122.0,60088754.0,0.0,305704891.0,38445288.0,5312558.0,16404439.0,5748588.0,3346586.0,2800808.0,8152.0,0.0,38405537.0
2015-04-17,1310056170.0,0.0,826443748.0,21312575.0,60266972.0,0.0,315265437.0,40120018.0,5604567.0,16187087.0,5975771.0,3311480.0,2909008.0,7850.0,0.0,38469586.0
2015-04-24,1316545705.0,0.0,828459410.0,21327559.0,60080475.0,0.0,319083343.0,40372755.0,5606503.0,16468709.0,6034460.0,3287239.0,2943763.0,7834.0,0.0,38702309.0
2015-05-01,1325335634.0,0.0,838082842.0,21431563.0,60667047.0,0.0,317544516.0,40225064.0,5563350.0,17140899.0,6237498.0,3270455.0,3042795.0,7815.0,0.0,39331344.0
2015-05-08,1326985373.0,0.0,836020578.0,21410122.0,60732384.0,0.0,320265630.0,40869729.0,5618602.0,16539284.0,6466250.0,3003773.0,3008742.0,7706.0,0.0,39213078.0
2015-05-15,1322942373.0,0.0,843368429.0,21416596.0,60820401.0,0.0,310536694.0,39896580.0,5476042.0,16258920.0,6363865.0,2964142.0,2917438.0,7661.0,0.0,39187148.0
2015-05-22,1318213902.0,0.0,841612330.0,21478967.0,60575011.0,0.0,307511625.0,40016381.0,5468524.0,16517037.0,6135722.0,2961441.0,2920745.0,7461.0,0.0,39228204.0
2015-05-29,1336108240.0,0.0,849618735.0,21051637.0,61199766.0,0.0,315085807.0,41214983.0,5591955.0,17601487.0,6395420.0,3025670.0,3126107.0,7784.0,0.0,39802261.0
2015-06-05,1347217506.0,0.0,854185969.0,21574703.0,61707141.0,0.0,319791458.0,42113173.0,5802085.0,16091116.0,6571045.0,2885578.0,3223517.0,404628.0,0.0,40060068.0
2015-06-12,1361369705.0,0.0,858705228.0,21453416.0,61795547.0,0.0,326738251.0,43392055.0,5902781.0,16342497.0,7061176.0,2928771.0,3379806.0,415492.0,0.0,40038286.0
2015-06-19,1359928512.0,0.0,856843558.0,21558236.0,61619811.0,0.0,326215804.0,44043106.0,6170304.0,16351322.0,7024774.0,2954114.0,3449908.0,418437.0,0.0,40074445.0
2015-06-26,1361832244.0,0.0,866587537.0,21629292.0,61172150.0,0.0,320173786.0,43165633.0,6050284.0,16671289.0,6904112.0,3145328.0,3366190.0,465307.0,0.0,40043657.0
2015-07-03,1365523997.0,0.0,865885379.0,21380013.0,61415101.0,0.0,323486216.0,43849792.0,6130971.0,16429032.0,6989945.0,2997701.0,3564559.0,445258.0,0.0,41070979.0
2015-07-10,1365457918.0,0.0,869566904.0,21748629.0,60818623.0,0.0,320573165.0,43601834.0,6088624.0,16011304.0,6948036.0,3061069.0,3553527.0,450145.0,0.0,41116968.0
2015-07-17,1359526091.0,0.0,867496397.0,21681466.0,60790621.0,0.0,317324314.0,43097479.0,6036385.0,15982129.0,6646042.0,3184882.0,3576390.0,472900.0,0.0,41162812.0
2015-07-24,1373502383.0,0.0,868250494.0,21903321.0,60578217.0,0.0,328270108.0,44690741.0,6308896.0,15360141.0,7128765.0,3004970.0,3739109.0,485844.0,0.0,41231884.0
2015-07-31,1398382392.0,0.0,885893855.0,21911995.0,60764582.0,0.0,334363073.0,45483938.0,6445768.0,16049996.0,7205119.0,3174468.0,3861557.0,495817.0,0.0,41657304.0
2015-08-07,1386326334.0,0.0,875464583.0,21666528.0,60481268.0,0.0,333635243.0,45752444.0,6419799.0,15261581.0,7223556.0,2970327.0,3878475.0,501214.0,0.0,41737940.0
2015-08-14,1398952929.0,0.0,877533929.0,21757849.0,60583385.0,0.0,341401278.0,46998608.0,6682282.0,15369038.0,7756249.0,2969921.0,4104282.0,499864.0,0.0,41780481.0
2015-08-21,1415679243.0,0.0,878809428.0,21859866.0,60596959.0,0.0,354172817.0,48740940.0,7034609.0,15158810.0,7972075.0,2909987.0,4264022.0,452718.0,0.0,41867979.0
2015-08-28,1420988429.0,0.0,883689341.0,21842314.0,60530121.0,0.0,352306826.0,49345909.0,6972466.0,16186435.0,8211749.0,2973156.0,4304836.0,498551.0,0.0,42053735.0
2015-09-04,1427937073.0,0.0,884250094.0,21882538.0,60577382.0,0.0,359791643.0,49890065.0,7188095.0,14798295.0,8347871.0,2895576.0,4379195.0,588226.0,0.0,42914324.0
2015-09-11,1444151523.0,0.0,888500389.0,21886476.0,60498166.0,0.0,369487762.0,50857578.0,7361261.0,14978541.0,8709897.0,2928737.0,4485628.0,554066.0,0.0,42966156.0
2015-09-18,1439811803.0,0.0,887550832.0,22228738.0,60847730.0,0.0,365851635.0,50478696.0,7375121.0,14950161.0,8621182.0,3054908.0,4567986.0,562006.0,0.0,42985980.0
2015-09-25,1437654290.0,0.0,885304240.0,22124884.0,60621573.0,0.0,365812302.0,50306606.0,7405836.0,15073460.0,8437922.0,3005899.0,4533369.0,535989.0,0.0,43065818.0
2015-10-02,1436318265.0,0.0,887273198.0,21968382.0,60509936.0,0.0,364409009.0,50285775.0,7396122.0,14428485.0,8382726.0,2961191.0,4518754.0,555933.0,0.0,44085787.0
2015-10-09,1430881716.0,0.0,888890354.0,22092270.0,60685166.0,0.0,358709178.0,48560704.0,7417852.0,14534446.0,8170268.0,2950871.0,4326217.0,562801.0,0.0,44381496.0
2015-10-16,1426851951.0,0.0,890320388.0,22036551.0,60810053.0,0.0,354354739.0,48218023.0,7227442.0,13985873.0,8110502.0,3027193.0,4283177.0,492681.0,0.0,44269946.0
2015-10-23,1421420505.0,0.0,889391264.0,22247641.0,60923298.0,0.0,351046279.0,47593411.0,7245269.0,13694106.0,8002187.0,3003364.0,4203146.0,499654.0,0.0,44330901.0
2015-10-30,1433293486.0,0.0,894699849.0,22474595.0,61368834.0,0.0,355108689.0,48202625.0,7244641.0,14842641.0,7974853.0,3177507.0,4287634.0,481624.0,0.0,44824160.0
2015-11-06,1422806587.0,0.0,890247124.0,22427427.0,61415334.0,0.0,350171723.0,47901812.0,7128122.0,14177626.0,8310126.0,3031022.0,4163109.0,552504.0,0.0,45033219.0
2015-11-13,1421080575.0,0.0,894829305.0,22411484.0,61352035.0,0.0,344880453.0,47509208.0,7122127.0,13760125.0,8071859.0,3109490.0,4158684.0,563479.0,0.0,44996284.0
2015-11-20,1413652182.0,0.0,894002912.0,22531149.0,61437461.0,0.0,338223276.0,47149872.0,7118544.0,14541870.0,7742779.0,3061232.0,4145506.0,543321.0,0.0,45055601.0
2015-11-27,1433212969.0,0.0,902398204.0,22704016.0,61804821.0,0.0,346233179.0,47489653.0,7292965.0,15280463.0,8049340.0,3331398.0,4193723.0,540261.0,0.0,45075419.0
2015-12-04,1428618542.0,0.0,897066157.0,22798146.0,62529168.0,0.0,346663774.0,47175994.0,7225229.0,15365734.0,8231014.0,3111589.0,4235371.0,460137.0,0.0,45751873.0
2015-12-11,1445742120.0,0.0,900453650.0,22701878.0,62133707.0,0.0,357803528.0,48092166.0,7492684.0,16242140.0,8645828.0,3104173.0,4308431.0,404974.0,0.0,45778955.0
2015-12-18,1440100879.0,0.0,899713190.0,22787001.0,62349923.0,0.0,352543938.0,47834934.0,7462633.0,16592128.0,8541674.0,3092945.0,4222832.0,382911.0,0.0,45466225.0
2015-12-25,1444444108.0,0.0,901945699.0,22829620.0,62303472.0,0.0,354309669.0,47748892.0,7466224.0,16918010.0,8831367.0,3201489.0,4295541.0,357889.0,0.0,45852320.0
2016-01-01,1452160856.0,0.0,907975932.0,22818359.0,62910382.0,0.0,353709833.0,47764633.0,7437267.0,18137782.0,9173923.0,3528968.0,4265438.0,356853.0,0.0,47169955.0
2016-01-08,1455414639.0,0.0,901634312.0,22724750.0,63039423.0,0.0,364377189.0,48508550.0,7724787.0,14961139.0,9663234.0,3165539.0,4317978.0,406720.0,0.0,47260446.0
2016-01-15,1468881963.0,0.0,908607983.0,22626278.0,62875273.0,0.0,369649546.0,49215002.0,7814474.0,15202741.0,9862542.0,3138630.0,4372509.0,394620.0,0.0,47362917.0
2016-01-22,1460905291.0,0.0,903945529.0,22638545.0,63188937.0,0.0,366700047.0,48748977.0,7829885.0,14967127.0,9805823.0,3218848.0,4335892.0,403704.0,0.0,47429514.0
2016-01-29,1462789790.0,0.0,911369756.0,22859412.0,63500314.0,0.0,359961558.0,48740095.0,7851571.0,15651951.0,9878398.0,3482570.0,4270685.0,305681.0,0.0,48612100.0
2016-02-05,1459304225.0,0.0,912216891.0,22768498.0,63670734.0,0.0,357494204.0,48390043.0,7647656.0,14478078.0,9709053.0,3299109.0,4243068.0,272875.0,0.0,48945635.0
2016-02-12,1467528819.0,0.0,916172766.0,22659514.0,63866763.0,0.0,361152629.0,48919765.0,7747309.0,14123252.0,10067437.0,3294887.0,4322074.0,175799.0,0.0,49008284.0
2016-02-19,1471029524.0,0.0,915563573.0,23016652.0,64045503.0,0.0,364096490.0,49027926.0,7829064.0,13973899.0,10063425.0,3245409.0,4554552.0,99647.0,0.0,49046640.0
2016-02-26,1474594121.0,0.0,922115678.0,22879663.0,64463593.0,0.0,360910660.0,48446074.0,7819561.0,14552465.0,10009819.0,3425047.0,4487070.0,79587.0,0.0,49227379.0
2016-03-04,1464134568.0,0.0,918144640.0,23136621.0,64521393.0,0.0,355893554.0,47554322.0,7683793.0,14062414.0,9924654.0,3331770.0,4547887.0,109492.0,0.0,50068923.0
2016-03-11,1465869389.0,0.0,921622157.0,23180166.0,64588087.0,0.0,353063494.0,48408801.0,7771606.0,14057550.0,9537728.0,3315459.0,4587973.0,736326.0,28875.0,50162367.0
2016-03-18,1465422679.0,0.0,920219361.0,23302057.0,64763320.0,0.0,353173299.0,49132155.0,7883513.0,14148231.0,9375486.0,3129449.0,4755045.0,751307.0,28558.0,50819241.0
2016-03-25,1468915369.0,0.0,921773235.0,23289818.0,64805559.0,0.0,354214575.0,49414827.0,7955873.0,14341376.0,9766453.0,3153385.0,4822532.0,774799.0,28789.0,50855890.0
2016-04-01,1474109699.0,0.0,928445503.0,23441853.0,64549121.0,0.0,352460217.0,49334581.0,7941429.0,14585502.0,9548083.0,3456071.0,4899772.0,759226.0,28249.0,51087900.0
