tarih,f_ticari_tl,f_ticari_dar,f_ihtiyac,f_konut,f_tasit,f_tuketici,mev_tl,kat_ticari,kat_tuketici,politika,aofm,aofm_kaynak_gun,koridor_alt,koridor_ust,aofm_taban_mn_tl,aofm_gecerli,aofm_ham,makas_kredi_mevduat,spread_politika,spread_aofm,pka_12a,pka_yas_gun,reel_ticari,reel_ticari_yaklasik,reel_tuketici,reel_tuketici_yaklasik,reel_mevduat,reel_mevduat_yaklasik
2013-04-19,10.92,7.58,13.33,9.06,10.23,11.58,6.34,,,,5.46,aynigun,4.0,7.0,12500.0,True,5.46,4.58,,5.46,6.13,18.0,4.513332705172912,4.79,5.135211533025541,5.45,0.19787053613493644,0.20999999999999996
2013-04-26,8.84,5.92,13.44,8.99,10.06,11.63,6.26,,,,5.24,aynigun,4.0,7.0,10500.0,True,5.24,2.58,,3.5999999999999996,6.13,25.0,2.5534721567888496,2.71,5.182323565438618,5.500000000000001,0.12249128427401779,0.1299999999999999
2013-05-03,9.94,7.05,13.37,9.03,10.08,11.49,6.19,,,,5.09,aynigun,4.0,7.0,16000.0,True,5.09,3.749999999999999,,4.85,6.15,2.0,3.570419218087584,3.789999999999999,5.030617051342423,5.34,0.037682524729154565,0.040000000000000036
2013-05-10,10.12,6.88,13.1,8.99,10.29,11.29,6.16,,,,5.04,aynigun,4.0,7.0,18000.0,True,5.04,3.959999999999999,,5.079999999999999,6.15,9.0,3.7399905793688015,3.969999999999999,4.84220442769665,5.139999999999999,0.009420631182277539,0.009999999999999787
2013-05-17,9.39,6.44,12.71,8.79,9.88,10.9,6.03,,,,4.78,aynigun,3.5,6.5,18500.0,True,4.78,3.3600000000000003,,4.61,6.15,16.0,3.0522845030616974,3.24,4.47479981158736,4.75,-0.1130475741874748,-0.1200000000000001
2013-05-24,9.87,7.07,12.31,8.54,9.68,10.67,5.76,,,,4.54,aynigun,3.5,6.5,20200.0,True,4.54,4.109999999999999,,5.329999999999999,6.15,23.0,3.5044747998115744,3.719999999999999,4.25812529439471,4.52,-0.3674046161092792,-0.39000000000000057
2013-05-31,8.09,6.5,11.87,8.48,9.48,10.35,5.59,,,,4.52,aynigun,3.5,6.5,27500.0,True,4.52,2.5,,3.5700000000000003,6.15,30.0,1.8276024493640852,1.9399999999999995,3.9566650965614514,4.199999999999999,-0.5275553462081972,-0.5600000000000005
2013-06-07,8.95,7.22,11.81,8.31,9.57,10.05,5.74,,,,4.76,aynigun,3.5,6.5,30400.0,True,4.76,3.209999999999999,,4.1899999999999995,6.2,6.0,2.5894538606402895,2.749999999999999,3.6252354048964097,3.8500000000000005,-0.4331450094162137,-0.45999999999999996
2013-06-14,9.0,7.29,11.81,8.29,9.71,9.97,5.92,,,,5.1,aynigun,3.5,6.5,27900.0,True,5.1,3.08,,3.9000000000000004,6.2,13.0,2.6365348399246757,2.8,3.549905838041423,3.7700000000000005,-0.26365348399247646,-0.28000000000000025
2013-06-21,9.81,8.28,11.88,8.29,9.67,10.03,6.17,,,,5.66,aynigun,3.5,6.5,30690.0,True,5.66,3.6400000000000006,,4.15,6.2,20.0,3.399246704331449,3.6100000000000003,3.6064030131826685,3.829999999999999,-0.028248587570622874,-0.03000000000000025
2013-06-28,9.27,8.15,11.78,8.3,9.48,9.93,6.72,,,,5.11,aynigun,3.5,6.5,37510.0,True,5.11,2.55,,4.159999999999999,6.2,27.0,2.8907721280602594,3.0699999999999994,3.5122410546139182,3.7299999999999995,0.48964218455742614,0.5199999999999996
2013-07-05,10.51,8.71,12.1,8.49,9.78,10.39,6.63,,,,5.26,aynigun,3.5,6.5,38500.0,True,5.26,3.88,,5.25,6.45,4.0,3.813997181775486,4.06,3.7012682010333586,3.9400000000000004,0.16909347111320194,0.17999999999999972
2013-07-12,10.57,8.93,12.35,8.78,10.21,10.7,6.95,,,,5.55,aynigun,3.5,6.5,39180.0,True,5.55,3.62,,5.0200000000000005,6.45,11.0,3.8703616721465384,4.12,3.9924847346171966,4.249999999999999,0.4697040864255708,0.5
2013-07-19,10.75,9.48,12.6,9.04,10.22,11.13,7.05,,,,5.09,aynigun,3.5,6.5,44219.0,True,5.09,3.7,,5.66,6.45,18.0,4.03945514325974,4.3,4.396430248943162,4.680000000000001,0.5636449037106583,0.5999999999999996
2013-07-26,10.63,9.13,12.81,9.31,10.18,11.46,7.15,,,,5.49,aynigun,3.5,7.25,33629.0,True,5.49,3.4800000000000004,,5.140000000000001,6.45,25.0,3.926726162517613,4.180000000000001,4.706434945984039,5.010000000000001,0.6575857209957681,0.7000000000000002
2013-08-02,11.14,9.76,12.84,9.51,10.26,11.49,7.43,,,,6.46,aynigun,3.5,7.25,42671.0,True,6.46,3.710000000000001,,4.680000000000001,6.45,1.0,4.4058243306716705,4.69,4.734617191169566,5.04,0.9206200093940797,0.9799999999999995
2013-08-09,10.41,8.98,12.93,9.66,10.58,11.73,7.26,,,,6.24,geri_tasima,3.5,7.25,43109.0,True,6.24,3.1500000000000004,,4.17,6.45,8.0,3.720056364490376,3.96,4.96007515265382,5.28,0.7609206200093865,0.8099999999999996
2013-08-16,10.46,9.24,13.03,9.77,10.68,11.86,7.75,,,,6.52,aynigun,3.5,7.25,40470.0,True,6.52,2.710000000000001,,3.9400000000000013,6.45,15.0,3.76702677313292,4.010000000000001,5.082198215124478,5.409999999999999,1.2212306247064264,1.2999999999999998
2013-08-23,11.17,9.93,13.32,9.92,10.78,12.04,7.6,,,,7.45,aynigun,3.5,7.75,41691.0,True,7.45,3.5700000000000003,,3.7199999999999998,6.45,22.0,4.434006575857197,4.72,5.25129168623768,5.589999999999999,1.080319398778773,1.1499999999999995
2013-08-30,11.61,10.7,13.47,10.03,10.69,12.01,7.77,,,,6.62,geri_tasima,3.5,7.75,48407.0,True,6.62,3.84,,4.989999999999999,6.45,29.0,4.847346171911715,5.159999999999999,5.223109441052154,5.56,1.2400187881634661,1.3199999999999994
2013-09-06,11.63,10.2,13.76,10.43,11.41,12.52,7.91,,,,6.32,aynigun,3.5,7.75,49506.0,True,6.32,3.7200000000000006,,5.3100000000000005,6.64,5.0,4.679294823705926,4.990000000000001,5.513878469617395,5.88,1.1909227306826642,1.2700000000000005
2013-09-13,12.04,10.97,13.95,10.7,11.56,12.69,7.82,,,,6.32,aynigun,3.5,7.75,49163.0,True,6.32,4.219999999999999,,5.719999999999999,6.64,12.0,5.063765941485365,5.3999999999999995,5.673293323330841,6.05,1.1065266316579114,1.1800000000000006
2013-09-20,11.29,9.94,14.05,10.91,11.66,12.92,8.08,,,,6.08,aynigun,3.5,7.75,48420.0,True,6.08,3.209999999999999,,5.209999999999999,6.64,19.0,4.3604651162790775,4.6499999999999995,5.888972243060753,6.28,1.3503375843960885,1.4400000000000004
2013-09-27,10.34,9.54,14.0,10.89,11.21,12.85,8.14,,,,6.37,aynigun,3.5,7.75,45700.0,True,6.37,2.1999999999999993,,3.9699999999999998,6.64,26.0,3.4696174043510775,3.7,5.8233308327081845,6.21,1.4066016504125978,1.5000000000000009
2013-10-04,11.55,10.31,13.99,11.0,11.54,12.89,7.88,,,,6.2,aynigun,3.5,7.75,48119.0,True,6.2,3.670000000000001,,5.3500000000000005,6.61,3.0,4.633711659319006,4.94,5.890629396867086,6.28,1.191257855735861,1.2699999999999996
2013-10-11,10.57,9.26,13.97,10.95,11.74,12.88,7.98,,,,6.22,aynigun,3.5,7.75,44510.0,True,6.22,2.59,,4.3500000000000005,6.61,10.0,3.71447331394803,3.96,5.881249413751055,6.2700000000000005,1.2850576868961738,1.37
2013-10-18,10.84,9.59,13.44,10.85,12.13,12.83,7.41,,,,6.07,geri_tasima,3.5,7.75,44623.0,True,6.07,3.4299999999999997,,4.77,6.61,17.0,3.9677328580808524,4.2299999999999995,5.834349498170899,6.22,0.7503986492824355,0.7999999999999998
2013-10-25,10.88,9.62,13.85,10.9,11.84,12.96,7.84,,,,6.22,aynigun,3.5,7.75,38510.0,True,6.22,3.040000000000001,,4.660000000000001,6.61,24.0,4.0052527905449775,4.2700000000000005,5.956289278679283,6.3500000000000005,1.153737923271736,1.2299999999999995
2013-11-01,10.8,9.48,13.9,10.83,11.67,12.84,7.46,,,,6.31,aynigun,3.5,7.75,41363.0,True,6.31,3.3400000000000007,,4.490000000000001,6.74,0.0,3.803635000936878,4.0600000000000005,5.714821060520903,6.1,0.6745362563237878,0.7199999999999998
2013-11-08,11.52,10.06,13.88,10.67,11.8,12.69,7.52,,,,6.34,aynigun,3.5,7.75,42994.0,True,6.34,4.0,,5.18,6.74,7.0,4.478171257260644,4.779999999999999,5.574292673786774,5.949999999999999,0.7307476110174349,0.7799999999999994
2013-11-15,9.79,8.64,13.75,10.58,11.35,12.53,7.67,,,,6.34,aynigun,3.5,7.75,40492.0,True,6.34,2.119999999999999,,3.4499999999999993,6.74,14.0,2.8574105302604735,3.049999999999999,5.424395727937048,5.789999999999999,0.8712759977515638,0.9299999999999997
2013-11-22,11.16,10.0,13.71,10.53,10.86,12.53,7.55,,,,6.6,aynigun,3.5,7.75,41402.0,True,6.6,3.6100000000000003,,4.5600000000000005,6.74,21.0,4.140903129098739,4.42,5.424395727937048,5.789999999999999,0.7588532883642474,0.8099999999999996
2013-11-29,10.89,9.87,13.63,10.51,10.74,12.37,7.69,,,,6.76,aynigun,3.5,7.75,43736.0,True,6.76,3.2,,4.130000000000001,6.74,28.0,3.8879520329773376,4.15,5.274498782087322,5.629999999999999,0.8900131159827573,0.9500000000000002
2013-12-06,11.44,10.11,13.53,10.56,11.04,12.42,7.57,,,,6.65,aynigun,3.5,7.75,42877.5,True,6.65,3.869999999999999,,4.789999999999999,6.74,5.0,4.403222784335781,4.699999999999999,5.321341577665373,5.68,0.7775904065954853,0.8300000000000001
2013-12-13,11.52,10.06,13.65,10.58,11.02,12.48,7.88,,,,6.66,aynigun,3.5,7.75,38725.5,True,6.66,3.6399999999999997,,4.859999999999999,6.74,12.0,4.478171257260644,4.779999999999999,5.37755293235902,5.74,1.0680157391793177,1.1399999999999997
2013-12-20,11.69,10.77,13.39,10.56,10.99,12.34,7.99,,,,7.01,aynigun,3.5,7.75,34748.0,True,7.01,3.6999999999999993,,4.68,6.74,19.0,4.637436762225988,4.949999999999999,5.246393104740488,5.6,1.1710698894510152,1.25
2013-12-27,10.6,9.83,13.72,10.73,10.9,12.58,8.04,,,,7.0,aynigun,3.5,7.75,34229.0,True,7.0,2.5600000000000005,,3.5999999999999996,6.74,26.0,3.616263818624721,3.8599999999999994,5.471238523515076,5.84,1.2179126850290434,1.299999999999999
2014-01-03,12.89,12.06,14.3,10.69,10.71,12.59,8.06,,,,7.17,aynigun,3.5,7.75,38942.0,True,7.17,4.83,,5.720000000000001,7.06,2.0,5.44554455445545,5.830000000000001,5.1653278535400915,5.53,0.9340556697179148,1.0000000000000009
2014-01-10,12.65,11.66,14.92,11.28,13.25,13.56,7.81,,,,7.13,aynigun,3.5,7.75,41469.0,True,7.13,4.840000000000001,,5.5200000000000005,7.06,9.0,5.2213711937231455,5.590000000000001,6.071361853166435,6.500000000000001,0.7005417522884416,0.75
2014-01-17,12.95,11.96,15.17,11.37,13.19,13.7,8.01,,,,7.06,aynigun,3.5,7.75,37164.5,True,7.06,4.9399999999999995,,5.89,7.06,16.0,5.501587894638527,5.89,6.202129646926968,6.64,0.887352886232029,0.9500000000000002
2014-01-24,12.94,12.02,15.2,11.47,13.28,13.8,7.9,,,,7.2,aynigun,3.5,7.75,47285.4,True,7.2,5.039999999999999,,5.739999999999999,7.06,23.0,5.492247337941336,5.88,6.29553521389874,6.740000000000001,0.7846067625630448,0.8400000000000007
2014-01-31,14.81,14.19,15.56,11.69,13.77,13.92,9.2,,,,9.96,aynigun,8.0,12.0,52225.0,True,9.96,5.610000000000001,,4.85,7.06,30.0,7.238931440313823,7.750000000000001,6.407621894264892,6.86,1.9988791331963407,2.1399999999999997
2014-02-07,15.58,14.52,16.62,12.53,15.04,14.96,9.75,,,,10.06,aynigun,8.0,12.0,51141.0,True,10.06,5.83,,5.52,7.21,6.0,7.807107545937875,8.370000000000001,7.228803283275798,7.750000000000001,2.369181979292967,2.54
2014-02-14,15.35,14.43,16.81,13.12,15.16,15.58,10.0,,,,10.02,aynigun,8.0,12.0,45650.0,True,10.02,5.35,,5.33,7.21,13.0,7.592575319466466,8.14,7.807107545937875,8.370000000000001,2.6023691819792916,2.79
2014-02-21,15.75,14.65,16.83,13.12,15.14,15.54,10.03,,,,10.14,aynigun,8.0,12.0,51815.0,True,10.14,5.720000000000001,,5.609999999999999,7.21,20.0,7.965674843764559,8.54,7.769797593508065,8.329999999999998,2.630351646301654,2.8199999999999994
2014-02-28,15.12,14.2,17.05,13.35,15.03,15.75,10.12,,,,10.23,aynigun,8.0,12.0,54493.0,True,10.23,5.0,,4.889999999999999,7.21,27.0,7.378043092995057,7.909999999999999,7.965674843764559,8.54,2.7142990392687194,2.9099999999999993
2014-03-07,15.72,15.02,17.01,13.4,15.34,15.77,10.42,,,,10.21,aynigun,8.0,12.0,56103.9,True,10.21,5.300000000000001,,5.51,7.31,6.0,7.837107445718017,8.41,7.883701425775791,8.46,2.8981455595937122,3.1100000000000003
2014-03-14,15.99,15.04,17.11,13.5,15.2,15.77,10.45,,,,10.19,aynigun,8.0,12.0,48908.3,True,10.19,5.540000000000001,,5.800000000000001,7.31,13.0,8.088714938030005,8.68,7.883701425775791,8.46,2.926101947628368,3.1399999999999997
2014-03-21,16.05,15.31,17.24,13.49,15.16,15.97,10.69,,,,10.22,aynigun,8.0,12.0,46313.3,True,10.22,5.360000000000001,,5.83,7.31,20.0,8.14462771409936,8.740000000000002,8.070077346006887,8.66,3.1497530519057015,3.38
2014-03-28,16.49,15.92,17.23,13.63,15.14,16.05,10.9,,,,10.28,aynigun,8.0,12.0,57260.3,True,10.28,5.589999999999998,,6.209999999999999,7.31,27.0,8.554654738607791,9.18,8.14462771409936,8.740000000000002,3.3454477681483574,3.5900000000000007
2014-04-04,15.95,15.05,17.08,13.65,15.18,16.0,10.73,,,,10.13,aynigun,8.0,12.0,54868.3,True,10.13,5.219999999999999,,5.8199999999999985,7.22,3.0,8.142137660884163,8.73,8.188770751725416,8.780000000000001,3.273642977056501,3.5100000000000007
2014-04-11,14.88,13.77,16.96,13.61,15.07,15.98,10.53,,,,10.01,aynigun,8.0,12.0,46262.3,True,10.01,4.350000000000001,,4.870000000000001,7.22,10.0,7.144189516881183,7.660000000000001,8.17011751538892,8.760000000000002,3.0871106136914683,3.3099999999999996
2014-04-18,14.86,14.0,16.73,13.48,14.75,15.82,10.27,,,,10.05,aynigun,8.0,12.0,47698.3,True,10.05,4.59,,4.809999999999999,7.22,17.0,7.1255362805446865,7.64,8.02089162469688,8.600000000000001,2.8446185413169234,3.05
2014-04-25,14.56,13.63,16.69,13.34,14.64,15.65,10.2,,,,10.05,aynigun,8.0,12.0,46449.3,True,10.05,4.360000000000001,,4.51,7.22,24.0,6.845737735497104,7.340000000000001,7.862339115836603,8.43,2.779332214139152,2.9799999999999995
2014-05-02,14.54,13.6,16.8,13.21,14.49,15.63,10.11,,,,10.0,aynigun,8.0,12.0,51027.2,True,10.0,4.43,,4.539999999999999,7.21,1.0,6.837048782762789,7.329999999999999,7.853744986475131,8.420000000000002,2.7049715511612726,2.8999999999999995
2014-05-09,14.89,14.0,16.81,13.0,14.65,15.5,10.14,,,,10.02,aynigun,8.0,12.0,51507.2,True,10.02,4.75,,4.870000000000001,7.21,8.0,7.163510866523648,7.680000000000001,7.732487641078256,8.29,2.732954015483613,2.9300000000000006
2014-05-16,13.29,12.3,16.73,12.98,14.34,15.45,9.99,,,,10.0,aynigun,8.0,12.0,44026.9,True,10.0,3.299999999999999,,3.289999999999999,7.21,15.0,5.67111276933121,6.079999999999999,7.685850200541,8.239999999999998,2.593041693871845,2.7800000000000002
2014-05-23,14.07,13.18,16.55,12.84,14.16,15.36,9.87,,,,9.76,aynigun,8.0,12.0,44027.0,True,9.76,4.200000000000001,,4.3100000000000005,7.21,22.0,6.3986568417125245,6.86,7.601902807573913,8.149999999999999,2.4811118365823948,2.6599999999999993
2014-05-30,13.97,13.14,16.53,12.69,13.8,15.2,9.67,,,,9.53,aynigun,8.0,12.0,52700.0,True,9.53,4.300000000000001,,4.440000000000001,7.21,29.0,6.30538196063799,6.760000000000001,7.452662997854653,7.989999999999999,2.2945620744333484,2.46
2014-06-06,14.26,13.23,16.43,12.54,13.95,15.02,9.64,,,,9.5,aynigun,8.0,12.0,51000.0,True,9.5,4.619999999999999,,4.76,7.19,5.0,6.595764530273351,7.069999999999999,7.304785894206534,7.829999999999999,2.285660975837289,2.45
2014-06-13,13.86,12.92,16.07,12.34,13.52,14.69,9.6,,,,9.5,aynigun,8.0,12.0,44000.0,True,9.5,4.26,,4.359999999999999,7.19,12.0,6.222595391361141,6.669999999999999,6.996921354603969,7.499999999999999,2.2483440619460726,2.4099999999999993
2014-06-20,13.94,13.09,15.67,12.25,13.22,14.47,9.57,,,,9.5,aynigun,8.0,12.0,42000.0,True,9.5,4.369999999999999,,4.4399999999999995,7.19,19.0,6.297229219143574,6.749999999999999,6.791678328202244,7.28,2.2203563765276435,2.38
2014-06-27,11.95,11.23,15.67,12.02,12.53,14.33,9.52,,,,8.87,aynigun,8.0,12.0,42863.9,True,8.87,2.4299999999999997,,3.08,7.19,26.0,4.440712753055309,4.759999999999999,6.661069129582975,7.14,2.173710234163617,2.329999999999999
2014-07-04,12.82,11.83,15.58,11.75,12.36,14.09,9.14,,,,8.76,aynigun,8.0,12.0,47150.0,True,8.76,3.6799999999999997,,4.0600000000000005,7.27,3.0,5.173860352381854,5.550000000000001,6.357788757341298,6.82,1.7432646592709933,1.870000000000001
2014-07-11,12.98,11.98,15.41,11.53,12.85,13.9,9.02,,,,8.75,aynigun,8.0,12.0,38000.0,True,8.75,3.960000000000001,,4.23,7.27,10.0,5.323016686864923,5.710000000000001,6.180665610142633,6.630000000000001,1.6313974084086968,1.75
2014-07-18,13.09,12.01,15.11,11.32,12.99,13.73,8.88,,,,8.45,aynigun,7.5,12.0,36726.6,True,8.45,4.209999999999999,,4.640000000000001,7.27,17.0,5.425561666822043,5.82,6.022187004754365,6.460000000000001,1.5008856157360029,1.6100000000000012
2014-07-25,12.56,11.63,15.17,11.24,12.94,13.74,8.62,,,,8.25,aynigun,7.5,12.0,38000.0,True,8.25,3.9400000000000013,,4.3100000000000005,7.27,24.0,4.931481308846841,5.290000000000001,6.031509275659541,6.470000000000001,1.2585065722009903,1.3499999999999996
2014-08-01,8.54,7.19,14.96,11.09,12.79,13.86,8.4,,,,8.25,aynigun,7.5,12.0,31000.0,True,8.25,0.1399999999999988,,0.28999999999999915,7.35,0.0,1.1085235211923727,1.1899999999999995,6.064275733581748,6.51,0.9781089892873851,1.0500000000000007
2014-08-08,12.65,11.44,15.03,11.1,12.98,13.65,8.56,,,,8.29,aynigun,7.5,12.0,38900.0,True,8.29,4.09,,4.360000000000001,7.35,7.0,4.937121564974389,5.300000000000001,5.868653935724288,6.300000000000001,1.1271541686073583,1.2100000000000009
2014-08-15,11.68,10.45,15.08,11.06,12.95,13.5,8.55,,,,8.3,aynigun,7.5,12.0,38980.0,True,8.3,3.129999999999999,,3.379999999999999,7.35,14.0,4.033535165347013,4.33,5.728924080111786,6.15,1.1178388448998655,1.200000000000001
2014-08-22,12.93,12.06,15.09,11.01,12.83,13.43,8.56,,,,8.3,aynigun,7.5,12.0,46560.0,True,8.3,4.369999999999999,,4.629999999999999,7.35,21.0,5.197950628784365,5.58,5.663716814159314,6.08,1.1271541686073583,1.2100000000000009
2014-08-29,12.34,11.36,15.22,11.03,12.65,13.47,8.56,,,,8.28,aynigun,7.5,11.25,48507.0,True,8.28,3.7799999999999994,,4.0600000000000005,7.35,28.0,4.648346530041914,4.99,5.7009781089893075,6.120000000000001,1.1271541686073583,1.2100000000000009
2014-09-05,12.94,11.41,15.01,11.02,12.92,13.38,8.46,,,,8.29,aynigun,7.5,11.25,45565.0,True,8.29,4.479999999999999,,4.65,7.44,4.0,5.119136262099766,5.499999999999999,5.528667163067746,5.94,0.9493670886076,1.0200000000000005
2014-09-12,12.74,11.5,14.9,10.94,12.81,13.29,8.59,,,,8.28,aynigun,7.5,11.25,41935.0,True,8.28,4.15,,4.460000000000001,7.44,11.0,4.932985852568872,5.3,5.444899478778842,5.849999999999999,1.0703648548026967,1.1499999999999995
2014-09-19,12.88,11.68,14.8,10.9,12.62,13.23,8.67,,,,8.29,aynigun,7.5,11.25,43595.0,True,8.29,4.210000000000001,,4.590000000000002,7.44,18.0,5.063291139240511,5.44,5.389054355919587,5.79,1.1448250186150366,1.2299999999999995
2014-09-26,10.32,9.39,14.72,10.77,12.51,13.14,8.66,,,,8.61,aynigun,7.5,11.25,36002.0,True,8.61,1.6600000000000001,,1.7100000000000009,7.44,25.0,2.6805658972449686,2.88,5.305286671630682,5.7,1.1355174981384941,1.2199999999999998
2014-10-03,12.68,11.7,14.74,10.72,12.39,12.96,8.7,,,,8.44,aynigun,7.5,11.25,48559.0,True,8.44,3.9800000000000004,,4.24,7.54,2.0,4.779616886739824,5.14,5.039985121815138,5.420000000000001,1.0786684024548965,1.1599999999999993
2014-10-10,12.69,11.62,14.96,10.77,12.66,13.28,8.61,,,,8.49,aynigun,7.5,11.25,41338.0,True,8.49,4.08,,4.199999999999999,7.54,9.0,4.788915752278222,5.1499999999999995,5.337548819044091,5.739999999999999,0.9949786126092652,1.0699999999999994
2014-10-17,13.16,12.0,14.88,10.81,12.63,13.3,8.85,,,,8.47,aynigun,7.5,11.25,38284.0,True,8.47,4.3100000000000005,,4.6899999999999995,7.54,16.0,5.22596243258322,5.62,5.356146550120888,5.760000000000001,1.2181513855309856,1.3099999999999996
2014-10-24,13.14,12.05,15.05,10.69,12.29,13.23,8.85,,,,8.44,aynigun,7.5,11.25,34522.0,True,8.44,4.290000000000001,,4.700000000000001,7.54,23.0,5.207364701506423,5.6000000000000005,5.291054491352076,5.69,1.2181513855309856,1.3099999999999996
2014-10-31,12.72,11.44,14.92,10.77,11.89,13.25,8.78,,,,8.26,aynigun,7.5,11.25,41145.0,True,8.26,3.9400000000000013,,4.460000000000001,7.54,30.0,4.81681234889344,5.180000000000001,5.309652222428873,5.71,1.1530593267621514,1.2399999999999993
2014-11-07,13.3,12.04,14.98,10.94,12.73,13.33,8.84,,,,8.28,aynigun,7.5,11.25,37379.0,True,8.28,4.460000000000001,,5.020000000000001,7.5,6.0,5.395348837209313,5.800000000000001,5.423255813953487,5.83,1.2465116279069877,1.3399999999999999
2014-11-14,13.24,11.86,14.81,10.9,12.45,13.22,8.89,,,,8.28,aynigun,7.5,11.25,34288.0,True,8.28,4.35,,4.960000000000001,7.5,13.0,5.339534883720942,5.74,5.320930232558152,5.720000000000001,1.293023255813952,1.3900000000000006
2014-11-21,12.75,11.61,14.66,10.73,12.23,13.13,8.96,,,,8.34,aynigun,7.5,11.25,41434.0,True,8.34,3.789999999999999,,4.41,7.5,20.0,4.883720930232549,5.25,5.237209302325585,5.630000000000001,1.3581395348837066,1.4600000000000009
2014-11-28,12.84,11.75,14.27,11.08,12.09,13.07,8.96,,,,8.31,aynigun,7.5,11.25,44054.0,True,8.31,3.879999999999999,,4.529999999999999,7.5,27.0,4.967441860465116,5.34,5.181395348837214,5.57,1.3581395348837066,1.4600000000000009
2014-12-05,13.1,11.82,14.63,11.07,12.69,13.21,8.84,,,,8.29,aynigun,7.5,11.25,42628.0,True,8.29,4.26,,4.8100000000000005,7.21,4.0,5.493890495289611,5.89,5.596492864471592,6.000000000000001,1.520380561514778,1.63
2014-12-12,12.61,11.28,14.39,10.99,12.7,13.09,9.04,,,,8.67,aynigun,7.5,11.25,39136.0,True,8.67,3.5700000000000003,,3.9399999999999995,7.21,11.0,5.0368435780244525,5.3999999999999995,5.484563007182164,5.88,1.7069303236638467,1.8299999999999992
2014-12-19,12.86,11.72,14.23,10.96,12.51,13.0,9.23,,,,8.79,aynigun,7.5,11.25,44606.0,True,8.79,3.629999999999999,,4.07,7.21,18.0,5.270030780710755,5.6499999999999995,5.400615614215076,5.79,1.8841525977054463,2.0200000000000005
2014-12-26,11.15,10.05,14.3,11.03,12.5,13.07,9.49,,,,8.48,aynigun,7.5,11.25,36173.0,True,8.48,1.6600000000000001,,2.67,7.21,25.0,3.675030314336336,3.9400000000000004,5.465908030967248,5.86,2.1266672884991955,2.2800000000000002
2015-01-02,13.05,11.8,14.79,10.97,12.33,13.69,9.43,,,,8.52,aynigun,7.5,11.25,42496.0,True,8.52,3.620000000000001,,4.530000000000001,6.81,1.0,5.842149611459613,6.240000000000001,6.441344443404162,6.88,2.452953843273109,2.62
2015-01-09,13.29,11.99,14.96,11.08,13.05,13.89,9.22,,,,8.41,aynigun,7.5,11.25,41694.0,True,8.41,4.0699999999999985,,4.879999999999999,6.81,8.0,6.066847673438813,6.4799999999999995,6.628592828386859,7.080000000000001,2.2563430390412975,2.410000000000001
2015-01-16,11.62,10.09,14.88,11.05,13.06,13.83,9.09,,,,8.42,aynigun,7.5,11.25,37526.0,True,8.42,2.5299999999999994,,3.1999999999999993,6.81,15.0,4.503323658833436,4.81,6.572418312892059,7.0200000000000005,2.134631588802538,2.2800000000000002
2015-01-23,13.15,11.98,14.88,11.02,13.03,13.84,9.04,,,,8.04,aynigun,7.5,11.25,40424.0,True,8.04,4.110000000000001,,5.110000000000001,6.81,22.0,5.935773803950939,6.340000000000001,6.581780732141196,7.03,2.087819492556875,2.2299999999999995
2015-01-30,12.72,11.52,14.81,10.91,13.06,13.77,8.98,,,,7.82,aynigun,7.5,11.25,49164.0,True,7.82,3.74,,4.9,6.81,29.0,5.533189776238179,5.910000000000001,6.5162437973972365,6.96,2.031644977062075,2.170000000000001
2015-02-06,12.99,11.51,14.91,10.85,13.09,13.74,8.88,,,,7.92,aynigun,7.5,11.25,52949.0,True,7.92,4.109999999999999,,5.07,6.69,5.0,5.904958290374007,6.3,6.607929515418509,7.05,2.052675977130014,2.1900000000000004
2015-02-13,12.95,11.5,15.03,10.8,13.1,13.75,9.03,,,,7.95,aynigun,7.5,11.25,47670.0,True,7.95,3.92,,4.999999999999999,6.69,12.0,5.867466491704931,6.259999999999999,6.6173024650857615,7.06,2.19327022213891,2.339999999999999
2015-02-20,13.0,11.5,14.79,10.79,13.1,13.61,9.1,,,,7.93,aynigun,7.5,11.25,56431.0,True,7.93,3.9000000000000004,,5.07,6.69,19.0,5.914331240041237,6.31,6.486081169744118,6.919999999999999,2.2588808698097207,2.4099999999999993
2015-02-27,11.89,10.9,14.83,10.75,12.94,13.54,9.09,,,,7.71,aynigun,7.25,10.75,51581.0,True,7.71,2.8000000000000007,,4.180000000000001,6.69,26.0,4.873933826975363,5.2,6.420470522073307,6.849999999999999,2.2495079201424684,2.3999999999999995
2015-03-06,13.05,11.65,14.73,10.76,12.81,13.44,9.07,,,,7.75,aynigun,7.25,10.75,58531.0,True,7.75,3.9800000000000004,,5.300000000000001,6.78,5.0,5.871886120996428,6.2700000000000005,6.237123056752192,6.659999999999999,2.1445963663607293,2.29
2015-03-13,13.28,11.98,14.71,10.75,12.6,13.22,9.24,,,,7.86,aynigun,7.25,10.75,53092.2,True,7.86,4.039999999999999,,5.419999999999999,6.78,12.0,6.087282262595983,6.499999999999999,6.031091964787416,6.44,2.3038022101517175,2.46
2015-03-20,13.21,11.7,14.61,10.81,12.54,13.23,9.34,,,,7.73,aynigun,7.25,10.75,55056.0,True,7.73,3.870000000000001,,5.48,6.78,19.0,6.0217269151526365,6.430000000000001,6.040457014422174,6.45,2.3974527064993367,2.5599999999999996
