tarih,f_ticari_tl,f_ticari_dar,f_ihtiyac,f_konut,f_tasit,f_tuketici,mev_tl,kat_ticari,kat_tuketici,politika,aofm,aofm_kaynak_gun,koridor_alt,koridor_ust,aofm_taban_mn_tl,aofm_gecerli,aofm_ham,makas_kredi_mevduat,spread_politika,spread_aofm,pka_12a,pka_yas_gun,reel_ticari,reel_ticari_yaklasik,reel_tuketici,reel_tuketici_yaklasik,reel_mevduat,reel_mevduat_yaklasik
2018-06-22,23.57,23.56,23.89,13.11,22.55,19.58,15.9,24.04,14.41,,17.75,aynigun,16.25,19.25,129018.7,True,17.75,7.67,,5.82,10.47,21.0,11.85842310129448,13.1,8.246582782655931,9.109999999999998,4.915361636643434,5.43
2018-06-29,23.54,23.47,23.87,13.14,21.3,19.61,16.21,22.5,15.15,,17.77,aynigun,16.25,19.25,141570.0,True,17.77,7.329999999999998,,5.77,10.47,28.0,11.83126640716936,13.069999999999999,8.273739476781028,9.139999999999999,5.195980809269485,5.74
2018-07-06,23.96,23.74,24.4,13.46,23.55,20.01,15.99,22.78,16.31,,17.75,aynigun,16.25,19.25,129000.0,True,17.75,7.970000000000001,,6.210000000000001,11.07,5.0,11.60529395876475,12.89,8.048978121905105,8.940000000000001,4.429638966417571,4.92
2018-07-13,24.02,23.77,24.88,15.79,24.06,22.43,16.33,24.12,19.99,,17.75,aynigun,16.25,19.25,130180.0,True,17.75,7.690000000000001,,6.27,11.07,12.0,11.659313946160065,12.95,10.227784280183672,11.36,4.735752228324475,5.259999999999998
2018-07-20,24.33,24.2,25.13,18.76,24.36,24.12,16.38,26.21,20.23,,17.75,aynigun,16.25,19.25,127000.0,True,17.75,7.949999999999999,,6.579999999999998,11.07,19.0,11.938417214369323,13.259999999999998,11.749347258485642,13.05,4.780768884487263,5.309999999999999
2018-07-27,21.54,20.96,25.43,19.43,24.37,24.49,16.76,23.56,20.28,,17.75,aynigun,16.25,19.25,130000.0,True,17.75,4.779999999999998,,3.789999999999999,11.07,26.0,9.426487800486182,10.469999999999999,12.082470514090193,13.419999999999998,5.122895471324385,5.690000000000001
2018-08-03,25.07,24.97,25.59,19.97,24.61,24.82,16.45,28.17,19.78,,17.75,aynigun,16.25,19.25,130010.0,True,17.75,8.620000000000001,,7.32,12.96,2.0,10.720609065155816,12.11,10.499291784702546,11.86,3.0895892351274767,3.4899999999999984
2018-08-10,26.06,26.02,26.73,19.99,25.35,25.86,16.83,26.1,20.63,,17.86,aynigun,16.25,19.25,144905.8,True,17.86,9.23,,8.2,12.96,9.0,11.597025495750701,13.099999999999998,11.419971671388108,12.899999999999999,3.4259915014164255,3.8699999999999974
2018-08-17,28.99,29.54,29.9,20.21,26.69,28.17,17.69,30.96,21.85,,19.25,aynigun,16.25,19.25,129954.0,True,19.25,11.299999999999997,,9.739999999999998,12.96,16.0,14.190864022662897,16.029999999999998,13.464943342776214,15.21,4.187322946175653,4.73
2018-08-24,30.52,32.52,31.6,11.64,28.15,31.11,16.64,31.02,23.17,,19.25,geri_tasima,16.25,19.25,136036.0,True,19.25,13.879999999999999,,11.27,12.96,23.0,15.545325779036823,17.56,16.06763456090652,18.15,3.25779036827194,3.6799999999999997
2018-08-31,32.46,34.0,30.29,23.15,26.97,29.82,18.48,32.69,24.23,,19.25,aynigun,16.25,19.25,159417.2,True,19.25,13.98,,13.21,12.96,30.0,17.262747875354112,19.5,14.92563739376771,16.86,4.886685552407943,5.52
2018-09-07,32.81,34.6,33.82,22.77,31.46,32.04,19.41,33.14,26.01,,19.25,aynigun,16.25,19.25,178851.6,True,19.25,13.400000000000002,,13.560000000000002,14.46,6.0,16.031801502708376,18.35,15.359077406954391,17.58,4.3246549012755375,4.949999999999999
2018-09-14,34.54,36.83,35.42,24.25,31.93,33.7,22.16,35.95,25.63,24.0,24.0,aynigun,22.5,24.0,143109.0,True,24.0,12.379999999999999,10.54,10.54,14.46,13.0,17.543246549012736,20.08,16.809365717281132,19.240000000000002,6.727240957539737,7.699999999999999
2018-09-21,35.99,38.33,37.86,25.7,33.85,35.5,24.99,39.21,26.07,24.0,24.06,aynigun,22.5,25.5,166469.9,True,24.06,11.000000000000004,11.990000000000002,11.930000000000003,14.46,20.0,18.8100646514066,21.53,18.381967499563157,21.04,9.199720426349822,10.529999999999998
2018-09-28,36.17,38.19,38.53,28.0,32.52,37.03,23.95,38.64,29.05,24.0,24.01,aynigun,22.5,25.5,162005.0,True,24.01,12.220000000000002,12.170000000000002,12.16,14.46,27.0,18.96732482963479,21.71,19.718679014502882,22.57,8.29110606325354,9.489999999999998
2018-10-05,35.4,37.44,39.03,29.06,33.73,37.79,23.94,36.94,29.52,24.0,24.0,aynigun,22.5,25.5,170300.0,True,24.0,11.459999999999997,11.399999999999999,11.399999999999999,17.03,4.0,15.696829872682216,18.369999999999997,17.739041271468835,20.759999999999998,5.904468939588137,6.91
2018-10-12,36.05,37.6,39.36,28.59,32.74,38.27,24.11,37.86,31.35,24.0,24.0,aynigun,22.5,25.5,148000.0,True,24.0,11.939999999999998,12.049999999999997,12.049999999999997,17.03,11.0,16.252243014611633,19.019999999999996,18.14919251473981,21.240000000000002,6.049730838246581,7.079999999999998
2018-10-19,34.53,36.07,38.72,28.86,31.06,37.71,24.09,38.08,32.09,24.0,24.0,aynigun,22.5,25.5,157000.0,True,24.0,10.440000000000001,10.530000000000001,10.530000000000001,17.03,18.0,14.953430744253593,17.5,17.670682730923694,20.68,6.032641203110289,7.059999999999999
2018-10-26,28.51,28.33,37.77,29.28,33.6,36.96,24.3,36.11,31.48,24.0,24.02,aynigun,22.5,25.5,141570.0,True,24.02,4.210000000000001,4.510000000000002,4.490000000000002,17.03,25.0,9.80945056823035,11.48,17.029821413312817,19.93,6.212082372041339,7.27
2018-11-02,32.36,33.15,37.29,29.05,32.3,36.47,23.28,31.7,30.8,24.0,24.0,aynigun,22.5,25.5,158000.0,True,24.0,9.079999999999998,8.36,8.36,17.38,1.0,12.761969671153505,14.98,16.263417958766404,19.09,5.026409950587851,5.900000000000002
2018-11-09,32.14,32.65,37.13,28.4,32.29,36.2,23.49,33.34,30.58,24.0,24.0,aynigun,22.5,25.5,138000.0,True,24.0,8.650000000000002,8.14,8.14,17.38,8.0,12.574544215368899,14.760000000000002,16.033395808485285,18.820000000000004,5.205316067473187,6.109999999999999
2018-11-16,26.36,25.74,36.24,28.77,31.11,35.35,22.98,31.7,29.68,24.0,24.0,aynigun,22.5,25.5,115000.0,True,24.0,3.379999999999999,2.3599999999999994,2.3599999999999994,17.38,15.0,7.650366331572678,8.98,15.309252002044648,17.970000000000002,4.770829783608788,5.600000000000001
2018-11-23,30.04,30.17,35.13,28.55,30.4,34.4,23.06,30.14,28.07,24.0,24.0,aynigun,22.5,25.5,123000.0,True,24.0,6.98,6.039999999999999,6.039999999999999,17.38,22.0,10.785483046515587,12.66,14.499914806610992,17.02,4.8389844948032,5.68
2018-11-30,28.63,28.43,34.7,28.38,28.04,33.78,23.02,26.57,26.35,24.0,24.0,aynigun,22.5,25.5,133000.0,True,24.0,5.609999999999999,4.629999999999999,4.629999999999999,17.38,29.0,9.584256261714085,11.25,13.971715794854322,16.400000000000002,4.804907139206005,5.640000000000001
2018-12-07,29.29,29.22,34.61,28.02,31.45,34.13,22.0,28.21,25.93,24.0,24.02,aynigun,22.5,25.5,123000.0,True,24.02,7.289999999999999,5.289999999999999,5.27,16.46,6.0,11.016658080027476,12.829999999999998,15.172591447707351,17.67,4.75699811093937,5.539999999999999
2018-12-14,28.87,28.87,34.17,27.84,29.9,33.62,22.23,28.14,25.8,24.0,24.0,aynigun,22.5,25.5,112000.0,True,24.0,6.640000000000001,4.870000000000001,4.870000000000001,16.46,13.0,10.656019234071778,12.41,14.73467284904688,17.159999999999997,4.954490812296064,5.77
2018-12-21,27.81,27.59,33.21,28.04,28.82,32.77,22.24,27.16,24.59,24.0,24.0,aynigun,22.5,25.5,104000.0,True,24.0,5.57,3.8099999999999987,3.8099999999999987,16.46,20.0,9.745835479993126,11.349999999999998,14.004808517946078,16.310000000000002,4.963077451485476,5.779999999999998
2018-12-28,27.23,27.04,32.35,27.39,27.8,31.74,22.51,27.26,25.12,24.0,24.0,aynigun,22.5,25.5,107000.0,True,24.0,4.719999999999999,3.2300000000000004,3.2300000000000004,16.46,27.0,9.247810407006686,10.77,13.12038468143566,15.279999999999998,5.194916709599862,6.050000000000001
2019-01-04,27.62,27.29,32.35,27.7,28.48,31.94,21.71,27.25,24.66,24.0,24.0,aynigun,22.5,25.5,96000.0,True,24.0,5.91,3.620000000000001,3.620000000000001,15.91,3.0,10.102665861444216,11.71,13.829695453368984,16.03,5.003882322491582,5.800000000000001
2019-01-11,25.98,25.32,32.75,26.46,30.67,32.28,21.41,27.59,24.78,24.0,24.0,aynigun,22.5,25.5,97000.0,True,24.0,4.57,1.9800000000000004,1.9800000000000004,15.91,10.0,8.687774997843146,10.07,14.123026486066781,16.37,4.745060823052372,5.5
2019-01-18,26.81,26.49,30.03,25.79,29.76,29.78,20.87,27.86,24.37,24.0,24.0,aynigun,22.5,25.5,89000.0,True,24.0,5.939999999999998,2.8099999999999987,2.8099999999999987,15.91,17.0,9.403847812958332,10.899999999999999,11.966180657406621,13.870000000000001,4.279182124061753,4.960000000000001
2019-01-25,24.7,24.09,28.12,24.93,29.16,27.97,20.6,26.65,24.58,24.0,24.0,aynigun,22.5,25.5,74000.0,True,24.0,4.099999999999998,0.6999999999999993,0.6999999999999993,15.91,24.0,7.583469933569131,8.79,10.404624277456653,12.059999999999999,4.046242774566466,4.690000000000001
2019-02-01,24.45,23.75,26.61,24.65,28.35,26.52,20.28,25.55,24.25,24.0,24.0,aynigun,22.5,25.5,84000.0,True,24.0,4.169999999999998,0.4499999999999993,0.4499999999999993,15.47,0.0,7.776911751970195,8.979999999999999,9.569585173638174,11.049999999999999,4.165584134407219,4.8100000000000005
2019-02-08,24.08,23.33,26.9,23.55,27.27,26.69,20.17,25.21,24.33,24.0,24.0,aynigun,22.5,25.5,82000.0,True,24.0,3.9099999999999966,0.0799999999999983,0.0799999999999983,15.47,7.0,7.456482203169634,8.609999999999998,9.716809560924933,11.22,4.070321295574608,4.700000000000001
2019-02-15,21.28,20.31,26.65,22.26,26.11,26.31,19.83,23.09,22.62,24.0,24.0,aynigun,22.5,25.5,62000.0,True,24.0,1.4500000000000028,-2.719999999999999,-2.719999999999999,15.47,14.0,5.031609941976267,5.8100000000000005,9.387719754048685,10.839999999999998,3.7758725210011113,4.359999999999998
2019-02-22,23.11,22.44,25.51,21.47,25.4,25.18,19.88,22.26,21.92,24.0,24.0,aynigun,22.5,25.5,71000.0,True,24.0,3.2300000000000004,-0.8900000000000006,-0.8900000000000006,15.47,21.0,6.616437169827671,7.639999999999999,8.409110591495628,9.709999999999999,3.8191738113795726,4.409999999999998
2019-03-01,23.09,22.3,24.76,20.71,23.79,24.44,19.63,22.95,20.83,24.0,24.0,aynigun,22.5,25.5,78000.0,True,24.0,3.460000000000001,-0.9100000000000001,-0.9100000000000001,15.24,0.0,6.811870878167303,7.85,7.983339118361665,9.200000000000001,3.8094411662616956,4.389999999999999
2019-03-08,23.01,22.03,23.06,18.55,24.19,22.76,19.43,22.69,20.52,24.0,24.0,aynigun,22.5,25.5,80000.0,True,24.0,3.580000000000002,-0.9899999999999984,-0.9899999999999984,15.24,7.0,6.742450538007616,7.770000000000001,6.52551197500868,7.520000000000001,3.6358903158625333,4.1899999999999995
2019-03-15,21.07,20.12,23.08,17.28,23.85,22.33,19.69,21.76,20.41,24.0,24.0,aynigun,22.5,25.5,85000.0,True,24.0,1.379999999999999,-2.9299999999999997,-2.9299999999999997,15.24,14.0,5.0590072891357085,5.83,6.152377646650464,7.089999999999998,3.8615064213814554,4.450000000000001
2019-03-22,23.11,22.49,23.21,17.15,23.26,22.25,19.62,21.29,19.76,24.0,24.0,aynigun,22.5,25.5,93000.0,True,24.0,3.4899999999999984,-0.8900000000000006,-0.8900000000000006,15.24,21.0,6.829225963207208,7.869999999999999,6.082957306490777,7.01,3.800763623741732,4.380000000000001
2019-03-29,24.33,23.97,23.45,17.1,22.83,22.07,19.9,22.67,19.92,24.0,25.5,aynigun,22.5,25.5,82169.3,True,25.5,4.43,0.3299999999999983,-1.1700000000000017,15.24,28.0,7.887886150642132,9.089999999999998,5.926761541131542,6.83,4.043734814300581,4.659999999999998
2019-04-05,25.35,24.69,24.83,17.12,24.12,22.92,19.81,21.76,20.6,24.0,25.5,aynigun,22.5,25.5,81919.3,True,25.5,5.540000000000003,1.3500000000000014,-0.14999999999999858,15.38,4.0,8.641012307158968,9.97,6.534928063789236,7.540000000000001,3.839486912809842,4.429999999999998
2019-04-12,24.77,24.33,25.41,17.13,24.72,23.88,19.87,23.41,20.28,24.0,24.1,aynigun,22.5,25.5,71700.0,True,24.1,4.899999999999999,0.7699999999999996,0.6699999999999982,15.38,11.0,8.13832553302134,9.389999999999999,7.366961345120471,8.499999999999998,3.8914889928930663,4.49
2019-04-19,26.51,26.26,26.29,17.2,25.64,24.37,21.13,23.8,20.49,24.0,24.0,aynigun,22.5,25.5,67000.0,True,24.0,5.380000000000003,2.5100000000000016,2.5100000000000016,15.38,18.0,9.646385855434204,11.13,7.791644999133296,8.99,4.983532674640334,5.749999999999998
2019-04-26,21.93,20.89,27.21,19.35,25.8,26.12,21.35,24.7,21.02,24.0,24.0,aynigun,22.5,25.5,61000.0,True,24.0,0.5799999999999983,-2.0700000000000003,-2.0700000000000003,15.38,25.0,5.676893742416378,6.549999999999999,9.308372334893411,10.74,5.1742069682787495,5.970000000000001
2019-05-03,26.78,26.42,27.82,19.87,25.8,26.68,21.55,24.48,21.35,24.0,24.0,aynigun,22.5,25.5,79000.0,True,24.0,5.23,2.780000000000001,2.780000000000001,15.48,2.0,9.78524419812954,11.3,9.698649116730152,11.2,5.256321440942147,6.07
2019-05-10,26.79,26.47,28.36,19.85,26.75,26.98,22.17,21.88,21.86,24.0,24.18,aynigun,22.5,25.5,64850.0,True,24.18,4.619999999999997,2.789999999999999,2.6099999999999994,15.48,9.0,9.793903706269491,11.309999999999999,9.958434360928292,11.5,5.793210945618288,6.690000000000001
2019-05-17,25.34,24.86,29.25,19.83,27.85,27.82,22.34,26.25,21.72,24.0,25.5,aynigun,22.5,25.5,79064.0,True,25.5,3.0,1.3399999999999999,-0.16000000000000014,15.48,16.0,8.538275025978525,9.86,10.685833044683068,12.34,5.940422583997229,6.859999999999999
2019-05-24,27.99,28.01,29.99,20.85,29.13,28.89,22.7,27.72,23.13,24.0,24.35,aynigun,22.5,25.5,72746.0,True,24.35,5.289999999999999,3.9899999999999984,3.639999999999997,15.48,23.0,10.83304468306201,12.509999999999998,11.612400415656388,13.41,6.252164877034971,7.219999999999999
2019-05-31,26.87,26.61,29.74,21.86,28.38,28.86,22.72,26.39,22.59,24.0,24.13,aynigun,22.5,25.5,91184.5,True,24.13,4.150000000000002,2.870000000000001,2.740000000000002,15.48,30.0,9.863179771388975,11.39,11.586421891236576,13.379999999999999,6.269483893314853,7.239999999999998
2019-06-07,27.89,27.81,29.22,21.19,30.81,28.95,21.93,26.42,22.16,24.0,24.0,aynigun,22.5,25.5,86000.0,True,24.0,5.960000000000001,3.8900000000000006,3.8900000000000006,14.88,6.0,11.324860724233975,13.01,12.24756267409468,14.069999999999999,6.136838440111414,7.049999999999999
2019-06-14,27.64,27.58,29.66,21.89,29.16,29.08,22.93,26.28,22.77,24.0,24.0,aynigun,22.5,25.5,77000.0,True,24.0,4.710000000000001,3.6400000000000006,3.6400000000000006,14.88,13.0,11.107242339832869,12.76,12.360724233983289,14.199999999999998,7.007311977715869,8.049999999999999
2019-06-21,27.22,27.09,29.1,21.92,27.92,28.42,22.73,27.32,22.86,24.0,23.8,aynigun,22.5,25.5,81094.0,True,23.8,4.489999999999998,3.219999999999999,3.419999999999998,14.88,20.0,10.741643454038986,12.339999999999998,11.78621169916434,13.540000000000001,6.833217270194991,7.85
2019-06-28,27.31,27.27,28.53,22.23,26.83,27.86,22.89,25.81,22.46,24.0,23.86,aynigun,22.5,25.5,91681.0,True,23.86,4.419999999999998,3.3099999999999987,3.4499999999999993,14.88,27.0,10.819986072423383,12.429999999999998,11.298746518105851,12.979999999999999,6.97249303621168,8.01
2019-07-05,26.26,26.22,28.32,21.65,28.14,27.76,22.26,26.9,22.75,24.0,23.87,aynigun,22.5,25.5,81440.0,True,23.87,4.0,2.2600000000000016,2.3900000000000006,13.9,4.0,10.851624231782253,12.360000000000001,12.168568920105361,13.860000000000001,7.339771729587352,8.360000000000001
2019-07-12,25.47,25.31,27.62,21.36,27.67,27.12,21.85,25.98,21.94,24.0,23.89,aynigun,22.5,25.5,83151.0,True,23.89,3.6199999999999974,1.4699999999999989,1.5799999999999983,13.9,11.0,10.158033362598772,11.569999999999999,11.606672519754158,13.22,6.979806848112391,7.950000000000001
2019-07-19,24.04,23.74,26.9,20.74,27.28,26.46,21.69,25.97,22.03,24.0,23.89,aynigun,22.5,25.5,77191.0,True,23.89,2.349999999999998,0.03999999999999915,0.14999999999999858,13.9,18.0,8.902546093064089,10.139999999999999,11.027216856892007,12.56,6.839332748024596,7.790000000000001
2019-07-26,19.79,19.01,26.78,20.49,26.5,26.34,20.09,25.54,21.57,19.75,21.4,aynigun,18.25,21.25,71851.0,True,21.4,-0.3000000000000007,0.03999999999999915,-1.6099999999999994,13.9,25.0,5.171202809482001,5.889999999999999,10.921861281826173,12.44,5.434591747146622,6.1899999999999995
2019-08-02,21.96,21.39,24.84,18.45,24.6,24.41,18.75,22.1,20.79,19.75,19.63,aynigun,18.25,21.25,76113.0,True,19.63,3.210000000000001,2.210000000000001,2.330000000000002,12.77,1.0,8.149330495699214,9.190000000000001,10.321894120776797,11.64,5.302828766515932,5.98
2019-08-09,20.86,20.29,22.65,13.64,23.27,21.35,18.31,22.17,18.86,19.75,19.64,aynigun,18.25,21.25,66091.0,True,19.64,2.5500000000000007,1.1099999999999994,1.2199999999999989,12.77,8.0,7.173893766072559,8.09,7.608406491088071,8.580000000000002,4.912654074665257,5.539999999999999
2019-08-16,15.48,12.91,22.88,12.95,23.63,20.96,17.82,20.85,17.3,19.75,19.59,aynigun,18.25,21.25,40966.0,True,19.59,-2.34,-4.27,-4.109999999999999,12.77,15.0,2.4031213975348242,2.710000000000001,7.2625698324022325,8.190000000000001,4.478141349649722,5.050000000000001
2019-08-23,20.33,19.7,22.69,12.84,21.98,19.83,17.51,20.26,15.43,19.75,19.65,aynigun,18.25,21.25,53382.0,True,19.65,2.8199999999999967,0.5799999999999983,0.6799999999999997,12.77,22.0,6.703910614525155,7.559999999999999,6.260530282876653,7.059999999999999,4.203245544027667,4.740000000000002
2019-08-30,20.07,19.31,22.38,12.88,20.95,19.28,17.01,19.65,15.11,19.75,19.61,geri_tasima,18.25,21.25,62657.0,True,19.61,3.0599999999999987,0.3200000000000003,0.46000000000000085,12.77,29.0,6.473352842067914,7.300000000000001,5.772811918063336,6.510000000000002,3.7598652123791876,4.240000000000002
2019-09-06,20.3,19.45,21.96,12.9,21.38,19.1,16.62,19.25,14.96,19.75,19.59,aynigun,18.25,21.25,58057.0,True,19.59,3.6799999999999997,0.5500000000000007,0.7100000000000009,12.21,5.0,7.20969610551645,8.09,6.140272702967642,6.890000000000001,3.930131004366788,4.41
2019-09-13,18.9,17.99,21.55,12.95,20.8,18.93,15.66,18.19,14.75,16.5,17.47,aynigun,15.0,18.0,52290.0,True,17.47,3.2399999999999984,2.3999999999999986,1.4299999999999997,12.21,12.0,5.9620354692095034,6.689999999999998,5.988771054273223,6.719999999999999,3.0745922823277816,3.4499999999999993
2019-09-20,17.65,16.76,18.54,13.02,19.7,17.57,14.71,16.85,14.02,16.5,16.34,aynigun,15.0,18.0,46495.0,True,16.34,2.9399999999999977,1.1499999999999986,1.3099999999999987,12.21,19.0,4.848052758221177,5.439999999999998,4.776757864717918,5.359999999999999,2.227965421976652,2.5
2019-09-27,15.49,14.71,18.64,13.06,18.86,17.41,14.56,16.62,14.26,16.5,16.29,aynigun,15.0,18.0,39065.0,True,16.29,0.9299999999999997,-1.0099999999999998,-0.7999999999999989,12.21,26.0,2.923090633633363,3.2799999999999994,4.63416807771142,5.199999999999999,2.0942874966580316,2.3499999999999996
2019-10-04,16.89,16.34,18.42,13.11,17.07,17.26,13.83,16.52,14.37,16.5,16.17,aynigun,15.0,18.0,34109.0,True,16.17,3.0600000000000005,0.39000000000000057,0.7199999999999989,11.18,3.0,5.13581579420761,5.710000000000001,5.4686094621335,6.080000000000002,2.383522216225953,2.6500000000000004
2019-10-11,15.48,14.86,18.33,13.12,15.83,17.22,13.68,15.63,14.25,16.5,16.14,aynigun,15.0,18.0,23272.0,True,16.14,1.8000000000000007,-1.0199999999999996,-0.6600000000000001,11.18,10.0,3.8676020867062455,4.300000000000001,5.432631768303664,6.039999999999999,2.248605864364106,2.5
2019-10-18,16.25,15.69,18.26,13.14,15.48,17.11,13.63,15.66,14.19,16.5,16.15,aynigun,15.0,18.0,27522.0,True,16.15,2.619999999999999,-0.25,0.10000000000000142,11.18,17.0,4.560172692930409,5.07,5.333693110271653,5.93,2.2036337470768386,2.450000000000001
2019-10-25,14.81,14.18,18.36,13.1,15.74,17.12,12.9,15.61,13.8,14.0,14.01,aynigun,12.5,15.5,32084.0,True,14.01,1.9100000000000001,0.8100000000000005,0.8000000000000007,11.18,24.0,3.2649757150566616,3.630000000000001,5.342687533729107,5.940000000000001,1.5470408346825115,1.7200000000000006
2019-11-01,15.21,14.36,17.78,13.04,15.27,16.86,12.25,14.55,13.85,14.0,13.84,aynigun,12.5,15.5,43858.0,True,13.84,2.960000000000001,1.2100000000000009,1.370000000000001,10.46,0.0,4.300199167119301,4.75,5.793952562013405,6.399999999999999,1.6204961071881296,1.7899999999999991
2019-11-08,14.5,13.84,17.15,13.01,15.53,16.37,11.93,14.0,13.58,14.0,13.71,aynigun,12.5,15.5,38663.5,True,13.71,2.5700000000000003,0.5,0.7899999999999991,10.46,7.0,3.6574325547709563,4.039999999999999,5.350353068984237,5.91,1.330798479087436,1.4699999999999989
2019-11-15,12.72,11.94,17.03,12.97,15.07,16.25,11.73,13.65,12.81,14.0,13.61,aynigun,12.5,15.5,24526.0,True,13.61,0.9900000000000002,-1.2799999999999994,-0.8899999999999988,10.46,14.0,2.045989498460976,2.26,5.24171645844651,5.789999999999999,1.149737461524536,1.2699999999999996
2019-11-22,13.96,13.11,16.58,12.92,14.64,15.91,11.62,13.61,12.59,14.0,13.61,aynigun,12.5,15.5,28041.0,True,13.61,2.3400000000000016,-0.03999999999999915,0.3500000000000014,10.46,21.0,3.1685678073510637,3.5,4.93391272858954,5.449999999999999,1.0501539018649364,1.1599999999999984
2019-11-29,13.54,12.89,16.39,12.88,14.24,15.74,11.35,13.55,12.53,14.0,13.71,aynigun,12.5,15.5,36540.0,True,13.71,2.1899999999999995,-0.46000000000000085,-0.1700000000000017,10.46,28.0,2.7883396704689423,3.0799999999999983,4.780010863661044,5.279999999999999,0.8057215281549901,0.8899999999999988
2019-12-06,14.06,13.12,16.48,12.78,14.07,15.78,11.17,13.58,12.52,14.0,13.67,aynigun,12.5,15.5,31290.0,True,13.67,2.8900000000000006,0.0600000000000005,0.39000000000000057,10.07,5.0,3.624965930771329,3.99,5.187607885890788,5.709999999999999,0.9993640410647764,1.0999999999999996
2019-12-13,13.86,13.0,16.38,12.68,14.2,15.67,10.77,12.71,12.5,12.0,13.04,aynigun,10.5,13.5,18135.0,True,13.04,3.09,1.8599999999999994,0.8200000000000003,10.07,12.0,3.4432633778504584,3.789999999999999,5.087671481784328,5.6,0.6359589352230355,0.6999999999999993
2019-12-20,13.65,12.66,15.84,12.64,13.54,15.24,10.24,12.03,12.44,12.0,11.47,aynigun,10.5,13.5,10752.0,True,11.47,3.41,1.6500000000000004,2.1799999999999997,10.07,19.0,3.2524756972835522,3.58,4.697010993004458,5.17,0.154447169982741,0.16999999999999993
2019-12-27,12.62,12.03,15.23,12.64,13.17,14.69,10.1,12.57,12.18,12.0,11.34,aynigun,10.5,13.5,15247.0,True,11.34,2.5199999999999996,0.6199999999999992,1.2799999999999994,10.07,26.0,2.3167075497410705,2.549999999999999,4.19732897247207,4.619999999999999,0.027255382938129458,0.02999999999999936
2020-01-03,13.0,12.24,15.18,12.57,13.21,14.77,9.88,11.23,12.11,12.0,11.29,aynigun,10.5,13.5,15492.0,True,11.29,3.119999999999999,1.0,1.7100000000000009,9.54,2.0,3.158663501917114,3.460000000000001,4.774511593938291,5.23,0.31038889903232114,0.34000000000000163
2020-01-10,11.71,11.07,15.46,12.0,14.73,14.9,9.81,11.83,12.23,12.0,11.74,aynigun,10.5,13.5,35304.0,True,11.74,1.9000000000000004,-0.28999999999999915,-0.02999999999999936,9.54,9.0,1.981011502647445,2.1700000000000017,4.893189702391831,5.360000000000001,0.24648530217272757,0.27000000000000135
2020-01-17,11.92,11.26,15.39,11.73,14.68,14.71,9.6,10.94,11.63,11.25,10.46,aynigun,9.75,12.75,16120.0,True,10.46,2.3200000000000003,0.6699999999999999,1.459999999999999,9.54,16.0,2.172722293226226,2.380000000000001,4.719737082344366,5.170000000000002,0.05477451159394686,0.0600000000000005
2020-01-24,11.52,10.97,15.13,11.61,14.08,14.47,9.44,11.41,11.42,11.25,11.12,aynigun,9.75,12.75,9750.0,True,11.12,2.08,0.2699999999999996,0.40000000000000036,9.54,23.0,1.8075588825999578,1.9800000000000004,4.500639035968601,4.9300000000000015,-0.0912908526565559,-0.09999999999999964
2020-01-31,11.14,10.56,14.79,11.5,13.58,14.18,9.45,10.83,11.19,11.25,10.97,aynigun,9.75,12.75,43854.0,True,10.97,1.6900000000000013,-0.10999999999999943,0.16999999999999993,9.54,30.0,1.4606536425050276,1.6000000000000014,4.235895563264558,4.640000000000001,-0.08216176739089809,-0.08999999999999986
2020-02-07,11.25,10.63,14.56,11.54,13.52,14.01,9.22,11.36,11.29,11.25,10.98,aynigun,9.75,12.75,54867.0,True,10.98,2.0299999999999994,0.0,0.2699999999999996,9.61,6.0,1.4962138491013466,1.6400000000000006,4.014232278076801,4.4,-0.3558069519204454,-0.3899999999999988
2020-02-14,11.26,10.62,14.63,11.46,13.14,14.04,9.35,10.99,11.34,11.25,10.86,aynigun,9.75,12.75,34251.0,True,10.86,1.9100000000000001,0.009999999999999787,0.40000000000000036,9.61,13.0,1.5053371042788033,1.6500000000000004,4.041602043609149,4.43,-0.23720463461364139,-0.2599999999999998
2020-02-21,10.97,10.4,14.14,11.38,12.96,13.68,9.24,11.01,11.26,10.75,10.75,aynigun,9.25,12.25,70211.0,True,10.75,1.7300000000000004,0.22000000000000064,0.22000000000000064,9.61,20.0,1.240762704132825,1.3600000000000012,3.713164857221063,4.07,-0.3375604415655542,-0.3699999999999992
2020-02-28,11.46,10.95,14.1,11.32,12.86,13.61,9.34,10.3,11.19,10.75,10.54,aynigun,9.25,12.25,70743.5,True,10.54,2.120000000000001,0.7100000000000009,0.9200000000000017,9.61,27.0,1.68780220782776,1.8500000000000014,3.6493020709789104,4.0,-0.246327889791087,-0.2699999999999996
2020-03-06,11.78,10.99,14.5,11.45,13.42,13.89,9.28,11.14,11.27,10.75,10.55,aynigun,9.25,12.25,87070.0,True,10.55,2.5,1.0299999999999994,1.2299999999999986,9.51,5.0,2.072870057528986,2.2699999999999996,3.9996347365537366,4.380000000000001,-0.21002648159985648,-0.23000000000000043
2020-03-13,11.82,11.25,14.46,11.39,13.27,13.87,9.36,11.35,11.28,10.75,10.56,aynigun,9.25,12.25,87826.0,True,10.56,2.460000000000001,1.0700000000000003,1.2599999999999998,9.51,12.0,2.1093964021550615,2.3100000000000005,3.981371564240721,4.359999999999999,-0.13697379234773877,-0.15000000000000036
