tarih,kredi_ar_13y,enf_6a,enf_3a,enf_yillik
2017-10-01,14.144882493556699,8.321538034998778,12.204167810629652,11.898858044412776
2017-11-01,11.456193438736072,10.211796804364903,15.162824170476783,12.98426048848822
2017-12-01,12.811864663434767,11.72806284766972,14.248636920144374,11.91973752398483
2018-01-01,14.612737151167337,11.508869715616354,10.817880189975916,10.345632960625029
2018-02-01,13.80628511675161,12.397342117805898,9.69826943846124,10.259125694216031
2018-03-01,12.757656917554353,12.584227625554934,10.944065957673256,10.234569512493575
2018-04-01,14.22072113164603,13.803032568908623,16.8685973750613,10.849529479910249
2018-05-01,13.872733068969222,14.372559664699814,19.24602339869692,12.147065371901377
2018-06-01,10.978430776694426,19.251332742775617,28.18063082665143,15.385112044374694
2018-07-01,5.197938226676641,20.4615356042982,24.164932976615884,15.849020060385154
2018-08-01,0.8019310381481869,23.35836787292413,27.61253155916956,17.89642458240328
2018-09-01,-4.239490078339883,37.36604879950003,47.20969339201648,24.518924477408333
2018-10-01,-9.251736529564065,37.86688703029526,53.080890745568695,25.24032458712209
2018-11-01,-12.03488300367609,29.324699820910148,31.05984012247074,21.618795745954777
2018-12-01,-11.471392433551769,21.252375819304746,-0.1279175096546958,20.30176224970528
2019-01-01,-8.721434461917173,20.363548735030925,-5.361251861480021,20.353741482771117
2019-02-01,-3.083626142580578,16.076148695758995,2.805499254762478,19.67163909126528
2019-03-01,4.674258029529808,4.260439327063992,8.841619575953352,19.71291005994027
2019-04-01,10.82561932356364,3.864386521750962,13.989364818624583,19.50230469209131
2019-05-01,9.387925501326059,9.152495437829169,15.891341870541044,18.71160361179558
2019-06-01,3.6038840524015625,10.452521876927644,12.087266217678572,15.720120848609389
2019-07-01,2.5131837361964338,13.099746043038586,12.21707020960454,16.646726646724908
2019-08-01,1.420340874299244,13.634788100330631,11.422172339946137,15.008431661154686
2019-09-01,3.0674237533037276,14.12930682777327,16.20854996759309,9.262102076491718
2019-10-01,4.360808916778936,13.510371308329216,14.818577694893252,8.552844691232675
2019-11-01,8.313052343194261,12.16821787966833,12.919258690400248,10.561848850021535
2019-12-01,11.8559441365723,13.677950926729787,11.202459117713026,11.836092200504943
2020-01-01,12.598760298621272,11.447821160322968,8.176020734105972,12.1536413245267
2020-02-01,14.969754867948925,11.197045195426192,9.501098427285635,12.367384775600977
2020-03-01,19.83995502622196,9.473690573703507,7.77179770045231,11.859189212541231
2020-04-01,30.10205849932859,8.22676020086024,8.277523466728898,10.936699005574834
2020-05-01,49.88911518741252,10.222926927980346,10.94951370408872,11.39001742119772
2020-06-01,52.75648605738673,11.503507510398215,15.364431626895358,12.622392056216402
2020-07-01,49.34101814441807,11.938352577485343,15.72295317237893,11.764144631798423
2020-08-01,36.40698631643994,12.302301105640566,13.671582799891048,11.77040961889888
2020-09-01,26.67834020344127,13.723256417174646,12.105428577445032,11.748314011325856
2020-10-01,14.462055728440912,15.67594862410131,15.628963168212074,11.88962095023638
2020-11-01,10.292001988595938,18.3112563505752,23.14030503026425,14.026300790890222
2020-12-01,9.953570711998537,18.71109670444444,25.70599532596813,14.599319013699176
2021-01-01,8.468928589955418,18.261055655439296,20.95306315592531,14.973681190313547
2021-02-01,4.429597018031855,18.933854528584405,14.871095613657804,15.610910236962528
2021-03-01,6.0485296897950125,18.573149512257658,11.845037691307247,16.19024370949589
2021-04-01,10.99430405768032,17.912100757369707,14.947593241957623,17.140153588092865
2021-05-01,7.895706119398305,14.557229585787358,14.244221144265534,16.59285314175072
2021-06-01,6.881241486319645,16.44323067078952,21.23046537365088,17.525330559410346
2021-07-01,5.04295236553606,19.75628409157062,24.76614059446074,18.951681750492757
2021-08-01,8.27483301482923,19.58866881648835,25.18313456958252,19.25266074508134
2021-09-01,10.96190737191362,20.269750260568543,19.316648526892543,19.582573722674645
2021-10-01,12.36371660459815,21.851935660474275,19.00579879653317,19.89002425891282
2021-11-01,15.948037971637197,28.81248137671333,32.54705128990973,21.31252755477557
2021-12-01,17.290432688277882,60.07416837594679,114.75409926114106,36.08090167750451
2022-01-01,17.532463478996146,84.88614357067534,187.23714667786575,48.69082410620542
2022-02-01,21.657198886505935,99.28014908461348,199.6111752974842,54.43856667956864
2022-03-01,27.157467112648128,115.78375402327316,116.81834554299364,61.14453802711355
2022-04-01,41.30998233582049,136.09645953805014,94.06103580647202,69.97107003092505
2022-05-01,44.430076051891575,133.22215956189268,81.54388152146359,73.49595006178772
2022-06-01,50.502408948829725,99.43798565682602,83.45085155612504,78.61839702491453
2022-07-01,32.76043411081805,74.6359941716618,57.15535235387827,79.60205249174939
2022-08-01,28.762589270801655,62.912466740911775,46.19314954148344,80.20759409811238
2022-09-01,18.131481365287566,55.479049706169526,31.772268662038904,83.45249358214318
2022-10-01,28.17529466356578,45.67875426298747,35.040258736005846,85.51478639256433
2022-11-01,33.86902049948432,46.1739471511809,46.15474728310185,84.38925996499486
2022-12-01,45.997083084968246,36.17450199761238,40.723804656174735,64.26959753021009
2023-01-01,52.23652490241383,42.60598108243299,50.59557816931908,57.68248106647735
2023-02-01,51.10394295594992,47.688946256506085,49.2392498487048,55.179828233363246
2023-03-01,54.53382030472443,45.551931603544894,50.54570792258228,50.50851070940598
2023-04-01,66.1598869346147,41.12627893216778,32.252399754043125,43.68416980170797
2023-05-01,66.34591501129437,33.015928582527934,18.5561926544737,39.585300959801614
2023-06-01,46.35179051961164,40.35151029315849,30.847612418817683,38.21351875871413
2023-07-01,24.365789932953025,53.35826849958485,77.832376281488,47.831733307401095
2023-08-01,17.49382131394541,70.99753824187019,146.63543447282322,58.94353368806395
2023-09-01,20.168087986910184,78.68905498159413,144.02262891900665,61.52986461383583
2023-10-01,21.29078955861984,84.3845149681965,91.17806369658324,61.35701105169655
2023-11-01,23.99806427713964,97.83766735642683,58.69472571405802,61.98016605561012
2023-12-01,27.802975979323946,94.75766337063136,55.43864767630904,64.77291859068686
2024-01-01,29.93232911627297,77.51986948393304,64.83744762478128,64.8569149400415
2024-02-01,29.38481295726904,63.08943952124333,67.60585560530126,67.06919193088945
2024-03-01,35.67870595591012,58.69855332148266,62.02682667941173,68.49537313071615
2024-04-01,36.926668541067556,55.68326573416944,47.03745768271794,69.8024675940787
2024-05-01,38.57278212157875,55.24368848490661,43.79332229987107,75.44594801149734
2024-06-01,32.76953472597925,51.25546135147408,41.20016455000002,71.59715592997165
2024-09-01,30.658743976196835,40.16855852576855,39.14448939777666,49.384993852763245
2024-10-01,28.106681392278244,41.73784733188355,35.72237563010467,48.584708788127706
2024-11-01,24.648698115100245,39.8158832346023,40.23763058400305,47.09272073194559
2024-12-01,24.59142201200979,38.794764163259,38.44591792682594,44.378771424028464
2025-01-01,28.199590153692064,37.1269387463633,38.54603739914197,42.11802299020802
2025-02-01,35.21301576957349,36.442525658682335,32.7501237049834,39.05095761148188
2025-03-01,39.24604530167548,35.904756396614125,33.41023764229148,38.10382944582984
2025-04-01,44.15165449270239,33.45710922154264,28.55510223261768,37.85866364644805
2025-05-01,42.23998464928448,30.82929570623025,28.936261129417677,35.405044152595934
2025-06-01,38.042281234309364,31.455118544484684,29.52865160077172,35.04865712412333
2025-07-01,35.81275188843615,30.08537904820896,31.633871765710552,33.522409247916144
2025-08-01,33.86041702554168,29.52817235363443,30.12280088091459,32.95018219755157
2025-09-01,31.69351291342948,30.32337074477429,31.12296586416949,33.294011471927675
2025-10-01,28.237767978645355,32.210116872645834,32.78888457060434,32.866855722764484
2025-11-01,27.45811551565371,31.760405958073523,33.41862041629844,31.074841098442963
2025-12-01,30.569823404396285,31.28991703581847,31.4570807765894,30.892328316136357
2026-01-01,32.91075113303346,31.41311050393292,30.051590298107243,30.652780124071576
2026-02-01,37.42811678040202,33.4358243214887,33.453030445067576,31.53483745488579
2026-03-01,30.87867392233099,31.256404127728167,31.056033823091056,30.865453527292573
2026-04-01,34.109069300051004,31.883033607253665,33.74026810116706,32.3717402432574
2026-05-01,28.759277806188315,33.15894399674877,32.86550561793271,32.61480199456586
2026-06-01,27.66914041117105,32.98453764822939,34.94141961739581,32.10903603221191
2026-07-01,22.498085174580392,32.171119968404604,30.620382340552133,31.754096790624352
2026-08-01,24.415338871555207,,,
