tarih,usd,eur,ab_dis_varlik,ab_ic_varlik,ab_mbp,ab_rezerv_para,ab_emisyon,ab_banka_mevduat,ab_zk_bloke,ab_serbest,ab_api,ab_kamu_mevduat,fon_toplam,ster_toplam,net_fonlama,aofm,politika,koridor_alt,koridor_ust
2011-01-03,1.5376,2.0551,134488980.0,-6812827.0,70753410.0,73151850.0,48295080.0,24699495.0,,24699495.0,-7466976.0,5068536.0,8000.0,543.0,7457.0,6.5,,1.5,9.0
2011-01-04,1.5476,2.0606,135408578.0,-7245304.0,70825110.0,70644348.0,47942443.0,22574872.0,,22574872.0,-4943279.0,5124041.0,6000.0,1064.2,4935.8,6.5,,1.5,9.0
2011-01-05,1.5445,2.0677,135539151.0,-7201148.0,70914379.0,69464480.0,48048408.0,21305001.0,,21305001.0,-3358585.0,4808485.0,4000.0,646.4,3353.6,6.5,,1.5,9.0
2011-01-06,1.54,2.0383,134636403.0,-6702936.0,70993901.0,70129721.0,48105770.0,21919930.0,,21919930.0,-4108531.0,4972710.0,5000.0,897.7,4102.3,6.5,,1.5,9.0
2011-01-07,1.5402,2.0201,134232757.0,-6484964.0,71068423.0,73739315.0,48730785.0,24906188.0,,24906188.0,-7972972.0,5302080.0,8000.0,37.0,7963.0,6.5,,1.5,9.0
2011-01-10,1.5571,2.022,135715467.0,-7091591.0,71154405.0,74183121.0,48254659.0,25808703.0,,25808703.0,-8977720.0,5949004.0,9000.0,33.5,8966.5,6.5,,1.5,9.0
2011-01-11,1.5778,2.0365,137189721.0,-8014416.0,71220386.0,75098136.0,47702078.0,27282550.0,,27282550.0,-9964965.0,6087214.0,10000.0,47.5,9952.5,6.5,,1.5,9.0
2011-01-12,1.5702,2.0328,138306424.0,-7711259.0,71031318.0,78493149.0,47466193.0,30914765.0,,30914765.0,-10995411.0,3533580.0,11000.0,18.3,10981.7,6.5,,1.5,9.0
2011-01-13,1.5619,2.0301,137830712.0,-7401435.0,72664134.0,80179443.0,47639820.0,32417555.0,,32417555.0,-8991918.0,1476610.0,9000.0,19.3,8980.7,6.5,,1.5,9.0
2011-01-14,1.5514,2.0417,137495002.0,-7148625.0,72336816.0,75122474.0,49818166.0,25176726.0,,25176726.0,-3986485.0,1200827.0,4000.0,18.5,3981.5,6.5,,1.5,9.0
2011-01-17,1.5429,2.0643,136068992.0,-7075504.0,72567715.0,77788464.0,49260154.0,28401910.0,,28401910.0,-5986579.0,765830.0,6000.0,20.9,5979.1,6.5,,1.5,9.0
2011-01-18,1.5426,2.0501,135293175.0,-6931477.0,73073353.0,80333764.0,48481645.0,31754157.0,,31754157.0,-7991776.0,731363.0,8000.0,18.2,7981.8,6.5,,1.5,9.0
2011-01-19,1.5263,2.0446,134411212.0,-6277586.0,73495184.0,82346270.0,48128361.0,34117346.0,,34117346.0,-9992067.0,1140981.0,10000.0,20.4,9979.6,6.5,,1.5,9.0
2011-01-20,1.532,2.0637,135319709.0,-6702917.0,73448048.0,81070459.0,48152174.0,32812205.0,,32812205.0,-10987312.0,3364901.0,11000.0,26.4,10973.6,6.5,,1.5,9.0
2011-01-21,1.5533,2.0942,137438809.0,-7807300.0,73541148.0,82535727.0,49170163.0,33273676.0,,33273676.0,-12002166.0,3007588.0,12000.0,12.7,11987.3,6.46,,1.5,9.0
2011-01-24,1.5693,2.1241,138992601.0,-8691222.0,73656527.0,83156915.0,48644571.0,34402890.0,,34402890.0,-11997722.0,2497334.0,12000.0,17.0,11983.0,6.4,,1.5,9.0
2011-01-25,1.5636,2.1215,138729844.0,-8441048.0,73770447.0,84940288.0,48223017.0,36603432.0,,36603432.0,-12982574.0,1812733.0,13000.0,33.2,12966.8,6.33,,1.5,9.0
2011-01-26,1.5552,2.1185,138280256.0,-8098116.0,73827377.0,87221198.0,48062218.0,39060261.0,,39060261.0,-13975531.0,581711.0,14000.0,41.3,13958.7,6.27,,1.5,9.0
2011-01-27,1.566,2.1452,139736693.0,-8814849.0,73905431.0,88757722.0,48017745.0,40654259.0,,40654259.0,-15997880.0,1145590.0,16000.0,21.3,15978.7,6.25,,1.5,9.0
2011-01-28,1.5674,2.1474,139982083.0,-8893563.0,73972018.0,83243067.0,48732844.0,34416940.0,,34416940.0,-18971072.0,9700022.0,19000.0,51.7,18948.3,6.25,,1.5,9.0
2011-01-31,1.5833,2.1716,142278744.0,-9688568.0,74157354.0,87302158.0,48404666.0,38806198.0,,38806198.0,-20972168.0,7827365.0,21000.0,53.0,20947.0,6.25,,1.5,9.0
2011-02-01,1.5991,2.1842,142617513.0,-10435087.0,73844586.0,85832933.0,47926426.0,37810346.0,,37810346.0,-19990776.0,8002428.0,20000.0,33.2,19966.8,6.25,,1.5,9.0
2011-02-02,1.5814,2.1729,141567476.0,-9630549.0,73937857.0,84108796.0,47940564.0,36078758.0,,36078758.0,-16864578.0,6693639.0,17000.0,155.8,16844.2,6.25,,1.5,9.0
2011-02-03,1.5707,2.1707,141075586.0,-9223216.0,73825142.0,81649577.0,48097637.0,33462349.0,,33462349.0,-14900683.0,7076249.0,15000.0,117.3,14882.7,6.25,,1.5,9.0
2011-02-04,1.576,2.1711,141129348.0,-9424220.0,73868788.0,82709931.0,49170725.0,33455065.0,,33455065.0,-16003281.0,7162139.0,16000.0,15.9,15984.1,6.25,,1.5,9.0
2011-02-07,1.5927,2.1716,141870002.0,-10060818.0,73810891.0,83212245.0,48811017.0,34287753.0,,34287753.0,-17002280.0,7600926.0,17000.0,18.1,16981.9,6.25,,1.5,9.0
2011-02-08,1.5694,2.13,139453219.0,-8728941.0,73870880.0,84119632.0,48325710.0,35680745.0,,35680745.0,-18001268.0,7752516.0,18000.0,20.3,17979.7,6.25,,1.5,9.0
2011-02-09,1.567,2.1371,139466425.0,-8693310.0,73965694.0,85825778.0,48059762.0,37631739.0,,37631739.0,-19009173.0,7149090.0,19000.0,13.6,18986.4,6.25,,1.5,9.0
2011-02-10,1.5797,2.1555,140664554.0,-9363495.0,73935315.0,86019849.0,48130724.0,37750576.0,,37750576.0,-19009773.0,6925240.0,19000.0,13.0,18987.0,6.25,,1.5,9.0
2011-02-11,1.5912,2.169,141697888.0,-9921599.0,74009923.0,87636453.0,48929274.0,38577826.0,,38577826.0,-17006975.0,3380446.0,17000.0,13.4,16986.6,6.25,,1.5,9.0
2011-02-14,1.5886,2.1494,140971195.0,-9618644.0,73913120.0,85656805.0,49519952.0,36009232.0,,36009232.0,-15000675.0,3256990.0,15000.0,17.3,14982.7,6.25,,1.5,9.0
2011-02-15,1.584,2.1325,140290734.0,-9265204.0,73994779.0,84989083.0,49475302.0,35396471.0,,35396471.0,-15001689.0,4007387.0,15000.0,16.3,14983.7,6.25,,1.5,9.0
2011-02-16,1.5883,2.1482,140888980.0,-9650009.0,74081765.0,87431564.0,49082226.0,38203171.0,,38203171.0,-17000386.0,3650587.0,17000.0,20.0,16980.0,6.25,,1.5,9.0
2011-02-17,1.5807,2.1384,140311844.0,-9254906.0,74160572.0,89888062.0,48904255.0,40841908.0,,40841908.0,-19006884.0,3279395.0,19000.0,15.9,18984.1,6.25,,1.5,9.0
2011-02-18,1.5702,2.1294,139178173.0,-8757083.0,74243900.0,92462956.0,49505854.0,42824077.0,,42824077.0,-24014581.0,5795525.0,24000.0,14.2,23985.8,6.25,,1.5,9.0
2011-02-21,1.5731,2.136,139584725.0,-8957417.0,74236567.0,93723375.0,48945179.0,44695535.0,,44695535.0,-25012079.0,5525270.0,25000.0,17.9,24982.1,6.25,,1.5,9.0
2011-02-22,1.5741,2.153,139976354.0,-9149826.0,74120332.0,95242779.0,48410689.0,46755318.0,,46755318.0,-31021070.0,9898623.0,31000.0,16.1,30983.9,6.25,,1.5,9.0
2011-02-23,1.5934,2.1692,141866983.0,-10069230.0,74196208.0,97121767.0,48233797.0,48777017.0,,48777017.0,-31991662.0,9066103.0,32000.0,46.7,31953.3,6.25,,1.5,9.0
2011-02-24,1.5857,2.176,141731256.0,-9822262.0,74272615.0,98484621.0,48491819.0,49878845.0,,49878845.0,-31993259.0,7781252.0,32000.0,45.1,31954.9,6.25,,1.5,9.0
2011-02-25,1.6008,2.204,143353212.0,-10699251.0,74275384.0,95384278.0,49615201.0,45659367.0,,45659367.0,-28998358.0,7889463.0,29000.0,36.4,28963.6,6.25,,1.5,9.0
2011-02-28,1.5905,2.1948,143212066.0,-10164586.0,74371546.0,97671072.0,49318211.0,48201783.0,,48201783.0,-28990560.0,5691035.0,29000.0,44.2,28955.8,6.25,,1.5,9.0
2011-03-01,1.5928,2.2026,143047723.0,-10309572.0,74471408.0,93111426.0,48715899.0,44265328.0,,44265328.0,-26002449.0,7362431.0,26000.0,28.7,25971.3,6.25,,1.5,9.0
2011-03-02,1.598,2.2097,143560754.0,-10627305.0,74512437.0,95603715.0,48802218.0,46527520.0,,46527520.0,-26000948.0,4909671.0,26000.0,30.2,25969.8,6.25,,1.5,9.0
2011-03-03,1.6092,2.2219,144581097.0,-11149744.0,74561288.0,92555185.0,49115542.0,43171131.0,,43171131.0,-27011445.0,9017548.0,27000.0,20.9,26979.1,6.25,,1.5,9.0
2011-03-04,1.6041,2.2224,144925172.0,-10945015.0,74669495.0,93876662.0,50758307.0,42851756.0,,42851756.0,-29020441.0,9813273.0,29000.0,14.3,28985.7,6.25,,1.5,9.0
2011-03-07,1.5919,2.2241,144392110.0,-10485668.0,74743512.0,96924239.0,50539431.0,46213600.0,,46213600.0,-32016442.0,9835716.0,32000.0,21.9,31978.1,6.25,,1.5,9.0
2011-03-08,1.5942,2.2339,144804308.0,-10673429.0,74839799.0,96803655.0,50006585.0,46714410.0,,46714410.0,-32011858.0,10048002.0,32000.0,26.5,31973.5,6.25,,1.5,9.0
2011-03-09,1.5855,2.2072,143672870.0,-10123693.0,74682711.0,96781161.0,49698321.0,46968484.0,,46968484.0,-33019366.0,10920915.0,33000.0,20.2,32979.8,6.25,,1.5,9.0
2011-03-10,1.58,2.1963,143224875.0,-9838958.0,74755649.0,97987023.0,49619764.0,48270644.0,,48270644.0,-34024070.0,10792697.0,34000.0,16.7,33983.3,6.25,,1.5,9.0
2011-03-11,1.5759,2.1793,142528672.0,-9483801.0,74539024.0,99606232.0,50436134.0,49085819.0,,49085819.0,-32023876.0,6956668.0,32000.0,14.5,31985.5,6.25,,1.5,9.0
2011-03-14,1.5786,2.1769,142580230.0,-9534836.0,74639689.0,99010561.0,51041517.0,47864010.0,,47864010.0,-31014667.0,6643795.0,31000.0,22.5,30977.5,6.25,,1.5,9.0
2011-03-15,1.5729,2.1939,142130960.0,-9499488.0,74340607.0,98299799.0,50909927.0,47292864.0,,47292864.0,-30014564.0,6055371.0,30000.0,21.4,29978.6,6.25,,1.5,9.0
2011-03-16,1.5754,2.189,142157342.0,-9525326.0,74427060.0,99199864.0,50586317.0,48495540.0,,48495540.0,-30010055.0,5237250.0,30000.0,25.9,29974.1,6.25,,1.5,9.0
2011-03-17,1.5762,2.1991,142424683.0,-9671473.0,74441338.0,100816912.0,50550837.0,50154764.0,,50154764.0,-31014246.0,4638672.0,31000.0,22.9,30977.1,6.25,,1.5,9.0
2011-03-18,1.5788,2.2109,146434668.0,-9917215.0,74519620.0,99696803.0,51441772.0,48162735.0,,48162735.0,-32024745.0,6847562.0,32000.0,13.6,31986.4,6.25,,1.5,9.0
2011-03-21,1.5757,2.2229,146504136.0,-9900774.0,74599165.0,98222356.0,50869006.0,47227996.0,,47227996.0,-30016455.0,6393264.0,30000.0,19.5,29980.5,6.25,,1.5,9.0
2011-03-22,1.5693,2.2238,146273400.0,-9684239.0,74670185.0,98542106.0,50350461.0,48064944.0,,48064944.0,-29016442.0,5144521.0,29000.0,18.3,28981.7,6.25,,1.5,9.0
2011-03-23,1.5626,2.2242,146034036.0,-9414080.0,74750760.0,97740577.0,50095223.0,47491457.0,,47491457.0,-27013148.0,4023331.0,27000.0,19.2,26980.8,6.25,,1.5,9.0
2011-03-24,1.5543,2.2022,145041669.0,-8855179.0,74697495.0,96491074.0,50108730.0,46293065.0,,46293065.0,-25007652.0,3214073.0,25000.0,22.3,24977.7,6.25,,1.5,9.0
2011-03-25,1.547,2.1843,144149357.0,-8357110.0,74774765.0,94036677.0,51280250.0,42665759.0,,42665759.0,-23008857.0,3746945.0,23000.0,18.7,22981.3,6.25,,1.5,9.0
2011-03-28,1.5433,2.1842,143974182.0,-8298681.0,74751096.0,94117433.0,50755598.0,43265848.0,,43265848.0,-22997552.0,3631214.0,23000.0,30.0,22970.0,6.25,,1.5,9.0
2011-03-29,1.5485,2.1763,144293705.0,-8381373.0,74810095.0,93816593.0,50143501.0,43585676.0,,43585676.0,-24011656.0,5005159.0,24000.0,17.1,23982.9,6.25,,1.5,9.0
2011-03-30,1.5549,2.1929,145037145.0,-8808779.0,74879186.0,95517358.0,49847002.0,45534519.0,,45534519.0,-24989862.0,4351689.0,25000.0,40.1,24959.9,6.25,,1.5,9.0
2011-03-31,1.5483,2.1816,145329631.0,-8591823.0,74637938.0,93512358.0,49764708.0,43666423.0,,43666423.0,-24008771.0,5134352.0,24000.0,20.0,23980.0,6.25,,1.5,9.0
2011-04-01,1.5363,2.1822,144197400.0,-8117905.0,74737999.0,92158088.0,50730009.0,41344750.0,,41344750.0,-23020166.0,5600078.0,23000.0,7.4,22992.6,6.25,,1.5,9.0
2011-04-04,1.536,2.1739,143751242.0,-8005686.0,74812562.0,91778377.0,50560404.0,41115763.0,,41115763.0,-23017978.0,6052164.0,23000.0,9.6,22990.4,6.25,,1.5,9.0
2011-04-05,1.5279,2.1733,143358310.0,-7582876.0,75004702.0,92232421.0,50432551.0,41698183.0,,41698183.0,-23017188.0,5789470.0,23000.0,10.4,22989.6,6.25,,1.5,9.0
2011-04-06,1.5273,2.166,143180503.0,-7490198.0,75074880.0,93506388.0,50348685.0,43055130.0,,43055130.0,-23016273.0,4584765.0,23000.0,11.3,22988.7,6.25,,1.5,9.0
2011-04-07,1.5157,2.1669,142593276.0,-7044684.0,75138102.0,94355292.0,50521471.0,43736476.0,,43736476.0,-24008064.0,4790874.0,24000.0,20.7,23979.3,6.25,,1.5,9.0
2011-04-08,1.5085,2.1548,141915060.0,-6646569.0,75215782.0,104353442.0,51369251.0,52882868.0,,52882868.0,-34210589.0,5072930.0,34189.0,15.5,34173.5,6.62,,1.5,9.0
2011-04-11,1.4955,2.155,141299683.0,-6120478.0,75303694.0,100062442.0,50868714.0,49088609.0,,49088609.0,-30020937.0,5262188.0,30000.0,15.0,29985.0,6.25,,1.5,9.0
2011-04-12,1.5053,2.1755,142520334.0,-6770399.0,75349406.0,102098298.0,50354710.0,51645925.0,,51645925.0,-32022628.0,5273737.0,32000.0,15.7,31984.3,6.25,,1.5,9.0
2011-04-13,1.5111,2.1834,143127924.0,-6248105.0,75854542.0,105220365.0,50351963.0,54762374.0,,54762374.0,-32021442.0,2655620.0,32000.0,16.9,31983.1,6.25,,1.5,9.0
2011-04-14,1.5075,2.1866,143117994.0,-6156707.0,75798902.0,110748445.0,51447511.0,59180387.0,,59180387.0,-38028527.0,3078985.0,38000.0,17.0,37983.0,6.25,,1.5,9.0
2011-04-15,1.5146,2.1871,144068873.0,-6455775.0,75818048.0,114061731.0,53042175.0,60899679.0,,60899679.0,-42035528.0,3791844.0,42000.0,14.8,41985.2,6.25,,1.5,9.0
2011-04-18,1.5119,2.1867,143843125.0,-6358627.0,75911305.0,116696202.0,52284621.0,64288304.0,,64288304.0,-44037029.0,3252132.0,44000.0,15.7,43984.3,6.25,,1.5,9.0
2011-04-19,1.5165,2.171,143738345.0,-6365531.0,75990493.0,118805484.0,51617515.0,67063984.0,,67063984.0,-48042328.0,5227336.0,48000.0,15.2,47984.8,6.25,,1.5,9.0
2011-04-20,1.5271,2.1791,144581464.0,-6884945.0,76030466.0,120097358.0,51341214.0,68633273.0,,68633273.0,-48042522.0,3975630.0,48000.0,15.0,47985.0,6.25,,1.5,9.0
2011-04-21,1.5124,2.191,144161332.0,-6452687.0,76092625.0,118078994.0,51342454.0,66605917.0,,66605917.0,-45035932.0,3049562.0,45000.0,18.0,44982.0,6.25,,1.5,9.0
2011-04-22,1.508,2.2051,144435902.0,-6452294.0,76176679.0,118291692.0,52399995.0,65769379.0,,65769379.0,-45039019.0,2924006.0,45000.0,14.9,44985.1,6.25,,1.5,9.0
2011-04-25,1.5097,2.1989,144493279.0,-6412755.0,76287880.0,116368171.0,51903189.0,64337920.0,,64337920.0,-43036328.0,2956037.0,43000.0,15.2,42984.8,6.25,,1.5,9.0
2011-04-26,1.5123,2.2073,144951068.0,-6620776.0,76341598.0,116603113.0,51452345.0,65026010.0,,65026010.0,-43033515.0,2772000.0,43000.0,18.0,42982.0,6.25,,1.5,9.0
2011-04-27,1.5206,2.2211,145864483.0,-7102816.0,76375284.0,116418809.0,51399046.0,64890685.0,,64890685.0,-43034210.0,2990686.0,43000.0,17.3,42982.7,6.25,,1.5,9.0
2011-04-28,1.5146,2.2221,145683646.0,-6895377.0,76322833.0,110367962.0,51538596.0,58697709.0,,58697709.0,-37362745.0,3317617.0,41000.0,3686.3,37313.7,6.25,,1.5,9.0
2011-04-29,1.5092,2.238,146829477.0,-7019412.0,75999057.0,114319699.0,52552561.0,61639712.0,,61639712.0,-46036713.0,7716072.0,46000.0,18.4,45981.6,6.25,,1.5,9.0
2011-05-02,1.5141,2.2496,147141772.0,-7325104.0,76072734.0,117899068.0,52123818.0,65646595.0,,65646595.0,-50049300.0,8222967.0,50000.0,10.6,49989.4,6.25,,1.5,9.0
2011-05-03,1.5127,2.2429,146429086.0,-7216164.0,76131475.0,117758164.0,51516149.0,66108858.0,,66108858.0,-50049405.0,8422716.0,50000.0,10.5,49989.5,6.25,,1.5,9.0
2011-05-04,1.5227,2.2526,147301578.0,-7681704.0,76229280.0,121854174.0,51571657.0,70151798.0,,70151798.0,-53049409.0,7424515.0,53000.0,14.1,52985.9,6.25,,1.5,9.0
2011-05-05,1.5306,2.2763,148440625.0,-8160640.0,76268614.0,122687259.0,51867287.0,70698020.0,,70698020.0,-54048406.0,7629761.0,54000.0,16.3,53983.7,6.25,,1.5,9.0
2011-05-06,1.5367,2.2826,149059228.0,-8449005.0,76336110.0,116084739.0,52832276.0,63131319.0,,63131319.0,-48042019.0,8293390.0,48000.0,15.5,47984.5,6.25,,1.5,9.0
2011-05-09,1.5361,2.2316,147553023.0,-7812149.0,76492689.0,117388446.0,52332913.0,64913274.0,,64913274.0,-49043738.0,8147982.0,49000.0,15.0,48985.0,6.25,,1.5,9.0
2011-05-10,1.5338,2.2091,146832186.0,-7479827.0,76582735.0,118571324.0,51771944.0,66662367.0,,66662367.0,-50040851.0,8052261.0,50000.0,19.1,49980.9,6.25,,1.5,9.0
2011-05-11,1.5494,2.2249,148264396.0,-9067155.0,75870883.0,121123079.0,51573607.0,69371697.0,,69371697.0,-51044645.0,5792449.0,51000.0,16.5,50983.5,6.25,,1.5,9.0
2011-05-12,1.5667,2.2529,150067410.0,-9961712.0,76081248.0,121790249.0,51863185.0,69730477.0,,69730477.0,-47040597.0,1331594.0,47000.0,16.1,46983.9,6.25,,1.5,9.0
2011-05-13,1.5802,2.2402,152576012.0,-10349734.0,76163342.0,120891453.0,53985649.0,66732104.0,,66732104.0,-47016401.0,2288289.0,47000.0,40.3,46959.7,6.25,,1.5,9.0
2011-05-16,1.5748,2.2503,152466259.0,-10136236.0,76024863.0,119891782.0,53641782.0,66083194.0,,66083194.0,-45011502.0,1144582.0,45000.0,42.8,44957.2,6.25,,1.5,9.0
2011-05-17,1.5869,2.2422,152990713.0,-10526949.0,76108641.0,119154029.0,53062544.0,65924147.0,,65924147.0,-44010998.0,965610.0,44000.0,42.1,43957.9,6.25,,1.5,9.0
2011-05-18,1.5782,2.2383,152193155.0,-10153056.0,76691389.0,121115849.0,53442622.0,67497311.0,,67497311.0,-45012398.0,587938.0,45000.0,41.9,44958.1,6.25,,1.5,9.0
2011-05-20,1.5743,2.2439,151956152.0,-9994348.0,76713150.0,116946551.0,54110417.0,62652604.0,,62652604.0,-48016737.0,7783336.0,48000.0,40.8,47959.2,6.25,,1.5,9.0
2011-05-23,1.5736,2.2475,152090702.0,-9903354.0,76918817.0,118871868.0,53417138.0,65275798.0,,65275798.0,-49016723.0,7063672.0,49000.0,42.0,48958.0,6.25,,1.5,9.0
2011-05-24,1.6001,2.2406,153463806.0,-10909355.0,76984909.0,117362303.0,52997168.0,64199325.0,,64199325.0,-47018013.0,6640618.0,47000.0,38.3,46961.7,6.25,,1.5,9.0
2011-05-25,1.5934,2.2439,152306464.0,-10676727.0,76133504.0,117366271.0,52945680.0,64234374.0,,64234374.0,-47016709.0,5783942.0,47000.0,39.6,46960.4,6.25,,1.5,9.0
2011-05-26,1.5972,2.246,152650057.0,-10749831.0,76304741.0,120476800.0,53136711.0,67161414.0,,67161414.0,-49998906.0,5826845.0,50000.0,61.0,49939.0,6.25,,1.5,9.0
2011-05-27,1.5916,2.2556,156716530.0,-10637812.0,76182366.0,119366229.0,53911622.0,65292889.0,,65292889.0,-51026419.0,7842556.0,51000.0,34.7,50965.3,6.25,,1.5,9.0
2011-05-30,1.6003,2.2786,157839969.0,-11158499.0,76277025.0,119793804.0,53361102.0,66259151.0,,66259151.0,-52025341.0,8508562.0,52000.0,37.0,51963.0,6.25,,1.5,9.0
2011-05-31,1.5939,2.2769,157684711.0,-11106132.0,76261113.0,119916596.0,52715358.0,66872026.0,,66872026.0,-55017255.0,11361773.0,55000.0,48.7,54951.3,6.25,,1.5,9.0
2011-06-01,1.5859,2.2844,157176604.0,-10841113.0,76357582.0,122931730.0,52512491.0,70085756.0,,70085756.0,-58025262.0,11451114.0,58000.0,44.3,57955.7,6.25,,1.5,9.0
2011-06-02,1.5826,2.2818,156958016.0,-10686769.0,76299348.0,126097081.0,52737531.0,73173741.0,,73173741.0,-61055058.0,11257324.0,61000.0,18.1,60981.9,6.25,,1.5,9.0
2011-06-03,1.5841,2.2865,157251663.0,-10820317.0,76325673.0,125022312.0,54085880.0,70757274.0,,70757274.0,-60061954.0,11365316.0,60000.0,10.0,59990.0,6.25,,1.5,9.0
2011-06-06,1.5773,2.285,156767774.0,-10509179.0,76411922.0,122577205.0,53678106.0,68687565.0,,68687565.0,-58059430.0,11894147.0,58000.0,10.1,57989.9,6.25,,1.5,9.0
2011-06-07,1.5718,2.298,156831725.0,-10466267.0,76448217.0,122696792.0,53367434.0,69116729.0,,69116729.0,-58053223.0,11804648.0,58000.0,16.3,57983.7,6.25,,1.5,9.0
2011-06-08,1.5735,2.3068,157336441.0,-10630061.0,76483171.0,123710293.0,53419078.0,70053653.0,,70053653.0,-58048624.0,10821501.0,58000.0,20.9,57979.1,6.25,,1.5,9.0
2011-06-09,1.5791,2.3125,157862827.0,-10896950.0,76482485.0,124738994.0,53578460.0,70949036.0,,70949036.0,-59048425.0,10791917.0,59000.0,22.3,58977.7,6.25,,1.5,9.0
2011-06-10,1.5728,2.299,158654659.0,-10549732.0,76554027.0,123416409.0,54423723.0,68777250.0,,68777250.0,-58049126.0,11186745.0,58000.0,20.4,57979.6,6.25,,1.5,9.0
2011-06-13,1.5697,2.271,157628331.0,-10116742.0,76587866.0,126609825.0,54166490.0,72223536.0,,72223536.0,-57013633.0,6991673.0,57000.0,54.7,56945.3,6.25,,1.5,9.0
2011-06-14,1.5653,2.2479,156759789.0,-9717629.0,76612255.0,124441617.0,54722509.0,69276206.0,,69276206.0,-56003022.0,8173660.0,56000.0,64.1,55935.9,6.25,,1.5,9.0
2011-06-15,1.5695,2.2675,157400147.0,-10129145.0,76381253.0,122814588.0,55025848.0,67361684.0,,67361684.0,-54008007.0,7574672.0,54000.0,56.7,53943.3,6.25,,1.5,9.0
2011-06-16,1.5879,2.2755,158690364.0,-10948321.0,76137693.0,123240874.0,54972520.0,68083008.0,,68083008.0,-54005309.0,6902128.0,54000.0,59.4,53940.6,6.25,,1.5,9.0
2011-06-17,1.6075,2.2691,159727698.0,-11667030.0,76205242.0,120169107.0,55918064.0,64014102.0,,64014102.0,-54009007.0,10045142.0,54000.0,55.7,53944.3,6.25,,1.5,9.0
2011-06-20,1.5967,2.2713,158827441.0,-11263209.0,76212157.0,121167170.0,55334199.0,65599822.0,,65599822.0,-55010610.0,10055598.0,55000.0,55.3,54944.7,6.25,,1.5,9.0
2011-06-21,1.6026,2.2803,159526887.0,-11590465.0,76318101.0,119723948.0,54771906.0,64727790.0,,64727790.0,-53003705.0,9597859.0,53000.0,59.8,52940.2,6.25,,1.5,9.0
2011-06-22,1.5956,2.2907,159535074.0,-11435041.0,76372288.0,120575269.0,54572657.0,65808103.0,,65808103.0,-52015116.0,7812134.0,52000.0,47.2,51952.8,6.25,,1.5,9.0
2011-06-23,1.6068,2.3121,160935686.0,-12116368.0,76466242.0,122486741.0,54652799.0,67653492.0,,67653492.0,-53014803.0,6994304.0,53000.0,48.7,52951.3,6.25,,1.5,9.0
2011-06-24,1.6183,2.304,161527988.0,-12478270.0,76544588.0,122076627.0,55874673.0,66037609.0,,66037609.0,-53019009.0,7486970.0,53000.0,44.5,52955.5,6.25,,1.5,9.0
2011-06-27,1.6233,2.3109,161998072.0,-12796557.0,76591723.0,123363291.0,55430341.0,67777304.0,,67777304.0,-54020215.0,7248648.0,54000.0,44.5,53955.5,6.25,,1.5,9.0
2011-06-28,1.6354,2.3211,163332966.0,-13403918.0,76469964.0,125000743.0,54783646.0,70069966.0,,70069966.0,-56024924.0,7494145.0,56000.0,42.2,55957.8,6.25,,1.5,9.0
2011-06-29,1.6324,2.3303,163434746.0,-13365930.0,76523358.0,126462721.0,54509827.0,71801839.0,,71801839.0,-57021829.0,7082465.0,57000.0,46.5,56953.5,6.25,,1.5,9.0
2011-06-30,1.6302,2.3492,164783333.0,-13990072.0,76596216.0,125481596.0,54400226.0,70929188.0,,70929188.0,-59032720.0,10147341.0,59000.0,38.0,58962.0,6.25,,1.5,9.0
2011-07-01,1.6157,2.3397,163494397.0,-13322720.0,76660310.0,123366741.0,54819395.0,68400845.0,,68400845.0,-59046331.0,12339901.0,59000.0,24.4,58975.6,6.25,,1.5,9.0
2011-07-04,1.6073,2.3323,162761176.0,-12912896.0,76666639.0,123106266.0,54625192.0,68336424.0,,68336424.0,-59043116.0,12603490.0,59000.0,27.6,58972.4,6.25,,1.5,9.0
2011-07-05,1.6059,2.3321,162706677.0,-12884101.0,76730358.0,121744306.0,54344280.0,67258853.0,,67258853.0,-60044218.0,15030270.0,60000.0,27.7,59972.3,6.25,,1.5,9.0
2011-07-06,1.6181,2.3425,163620329.0,-13505435.0,76727903.0,122402982.0,54297650.0,67955120.0,,67955120.0,-60050214.0,14375135.0,60000.0,21.7,59978.3,6.25,,1.5,9.0
2011-07-07,1.6253,2.3318,163790414.0,-13667593.0,76832534.0,122882416.0,54447256.0,68288538.0,,68288538.0,-60057926.0,14008043.0,60000.0,14.0,59986.0,6.25,,1.5,9.0
2011-07-08,1.6278,2.3259,164810543.0,-13707295.0,76922210.0,122770459.0,55183077.0,67394751.0,,67394751.0,-60059008.0,14210759.0,60000.0,12.9,59987.1,6.25,,1.5,9.0
2011-07-11,1.615,2.3063,163545035.0,-13035527.0,76966325.0,122987961.0,54682237.0,68181184.0,,68181184.0,-61059810.0,15038175.0,61000.0,13.3,60986.7,6.25,,1.5,9.0
2011-07-12,1.6343,2.306,164782482.0,-13859341.0,76998739.0,122896743.0,54126258.0,68648096.0,,68648096.0,-61057705.0,15159700.0,61000.0,15.4,60984.6,6.25,,1.5,9.0
2011-07-13,1.6463,2.293,165205622.0,-14256816.0,76929872.0,125375961.0,54205861.0,71020891.0,,71020891.0,-59056608.0,10610520.0,59000.0,14.1,58985.9,6.25,,1.5,9.0
