tarih,mevduat_toplam,mevduat_yi,mevduat_tl,mevduat_yp,mevduat_yp_usd,kredi_toplam,kredi_yi,kredi_tl,kredi_tuk_tl,kredi_tic_tl,kredi_yp,kredi_tic_yp,takip_toplam,takip_tl,takip_yp,menkul,k_yi_toplam,k_tuketici,k_konut,k_tasit,k_ihtiyac,k_bkk,k_fkdk,k_ticari,k_ticari_tl,k_kobi_tl,k_ticari_yp,k_kobi_yp,k_diger,k_kurumsal_kart,k_finansal,k_yd,k_takip_tuk,k_takip_tic,k_karsilik,m1,dolasim,vadesiz_tl,vadesiz_yp,m2,vadeli_tl,vadeli_yp,m3,repo,ppf,menkul_ihrac,ham_m1,ar_m1,ham_m2,ar_m2,ham_m3,ar_m3,f_ihtiyac,f_tasit,f_konut,f_ticari_tl,f_ticari_dar,f_tuketici,f_ticari_usd,f_ticari_eur,mev_tl,mev_tl_3a,mev_tl_6a,mev_usd,mev_eur,kat_ticari,kat_tuketici,zk_tl_taban,zk_dth,zk_taban,dth_usd,dth_tl,dth_pay_usd,dth_pay_eur,dth_pay_maden,dth_pay_diger,kart_harcama,kart_adet,fin_sirket,fin_sirket_tuk,fin_sirket_tic
2006-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65295158.0,21892653.0,21108654.0,22293851.0,271617679.0,135510596.0,70811926.0,295265501.0,4360128.0,19287694.0,,105.42,101.69,114.14,109.56,113.29,109.17,27.99,22.35,21.14,20.18,,25.24,7.27,5.97,17.95,18.3,18.9,4.58,2.79,,,169853795.0,98919819.12,268773614.12,66482.84,98919.81,38618.01,20348.89,,1877.25,,,,,
2006-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66383253.0,21638276.0,23081315.0,21663662.0,272905078.0,136599457.0,69922368.0,296848873.0,4433260.0,19510535.0,,107.17,104.44,114.69,111.26,113.9,110.84,28.17,22.66,21.83,20.02,,25.76,6.35,5.13,17.92,18.37,18.74,4.57,2.78,,,173222798.0,97815703.53,271038501.53,67711.27,97815.7,39064.2,20776.99,,1925.76,,,,,
2006-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67680716.0,22309582.0,23313415.0,22057719.0,273314764.0,135461065.0,70172983.0,296842482.0,3962731.0,19564987.0,,109.27,106.79,114.86,111.74,113.9,111.13,27.94,22.51,22.02,19.7,,25.62,6.75,4.34,17.96,18.32,19.18,4.36,2.76,,,173080351.0,100183542.92,273263893.92,69994.79,100183.54,41075.1,20960.14,,1941.88,,,,,
2006-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67577225.0,22350792.0,22859389.0,22367044.0,275481963.0,134872591.0,73032147.0,299020199.0,4174075.0,19364161.0,,109.1,105.64,115.77,111.57,114.73,110.98,27.73,22.22,21.83,20.0,,25.41,7.04,5.28,17.84,18.42,18.65,4.4,2.8,,,171215103.0,103288710.59,274503813.59,70126.08,103288.71,41043.92,21239.68,,1859.25,,,,,
2006-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67261527.0,22083374.0,23108922.0,22069232.0,274331661.0,134182437.0,72887697.0,296852726.0,3784331.0,18736734.0,,108.59,105.73,115.29,111.72,113.9,110.74,27.44,21.41,21.55,18.92,,24.93,6.6,4.61,18.03,18.52,18.68,4.5,2.84,,,171236490.0,102682042.87,273918532.87,70922.8,102682.04,41669.35,21274.78,,1908.97,,,,,
2006-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66002757.0,22528905.0,21205875.0,22267978.0,275680748.0,135193032.0,74484959.0,298518949.0,4120116.0,18718085.0,,106.56,103.25,115.85,111.74,114.54,110.87,27.16,21.78,21.96,19.85,,25.07,7.44,5.12,18.03,18.74,18.57,4.54,2.81,,,169868652.0,104818471.44,274687123.44,71198.52,104818.47,42123.83,21290.14,,1870.15,,,,,
2006-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68211695.0,22614039.0,23394225.0,22203431.0,277050564.0,135021103.0,73817766.0,299918774.0,3869991.0,18998220.0,,110.13,106.77,116.43,112.36,115.08,111.45,26.97,21.54,21.63,19.81,,24.58,7.22,4.6,18.06,18.68,18.68,4.39,2.7,,,173937732.0,104090708.38,278028440.38,70800.37,104090.7,41769.66,21359.06,,1894.02,,,,,
2006-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67865158.0,22422053.0,23428397.0,22014709.0,277149956.0,135169412.0,74115385.0,299915533.0,4078830.0,18686747.0,,109.57,106.17,116.47,112.33,115.08,111.38,26.8,21.45,21.96,20.56,,24.7,7.22,4.8,17.82,18.46,19.04,4.42,2.75,,,172623632.0,104010348.13,276633980.13,70817.96,104010.34,41848.48,21297.47,,1864.18,,,,,
2006-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68170780.0,21950912.0,23759445.0,22460423.0,279880413.0,136376247.0,75333385.0,302200829.0,3390573.0,18929844.0,,110.06,106.19,117.62,112.93,115.95,111.77,26.93,21.3,21.66,19.77,,24.54,7.14,5.01,18.27,19.1,19.07,4.42,2.78,,,174506098.0,106141416.46,280647514.46,71145.12,106141.41,41968.18,21505.66,,1830.31,,,,,
2006-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66317750.0,22671677.0,20868815.0,22777258.0,281522261.0,139235703.0,75968809.0,305718521.0,4729715.0,19466545.0,,107.07,103.39,118.31,113.7,117.3,113.17,26.94,21.55,21.54,20.43,,24.63,7.16,4.76,18.22,18.85,18.62,4.6,2.73,,,174316060.0,107392083.11,281708143.11,72099.41,107392.08,42565.6,21793.59,,1827.6,,,,,
2006-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67600118.0,22229648.0,22080942.0,23289528.0,283371203.0,139496872.0,76274214.0,306340961.0,3999923.0,18969835.0,,109.14,105.63,119.08,114.74,117.54,113.67,26.4,21.66,21.65,19.87,,24.33,7.25,5.47,18.16,18.86,19.65,4.66,2.8,,,176201250.0,107871693.82,284072943.82,72768.27,107871.69,42736.99,22475.63,,1840.08,,,,,
2006-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70420605.0,25303019.0,22313632.0,22803954.0,285347942.0,138015191.0,76912146.0,307781912.0,3637166.0,18796805.0,,113.69,110.65,119.91,116.22,118.09,114.83,26.17,21.77,21.83,20.86,,24.29,8.04,5.83,18.18,18.71,18.8,4.63,2.73,,,173665860.0,108073767.68,281739627.68,74267.29,108073.76,43884.48,22721.58,,1842.21,,,,,
2006-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68202266.0,23104273.0,21648393.0,23449599.0,283588447.0,138393489.0,76992692.0,306053761.0,3870703.0,18594610.0,,110.11,107.36,119.18,115.7,117.43,114.36,26.86,22.04,21.57,20.09,,24.8,7.61,6.26,17.88,18.26,18.18,4.51,2.68,,,175913337.0,108305499.57,284218836.57,74967.46,108305.49,44104.07,22883.57,,1895.08,,,,,
2006-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66084241.0,22281229.0,20688922.0,23114089.0,283870650.0,139628324.0,78158085.0,306646307.0,4493188.0,18282469.0,,106.69,103.81,119.29,115.56,117.66,114.35,26.61,22.06,21.42,20.71,,24.51,7.29,5.26,18.58,19.42,19.11,4.67,2.8,,,174076726.0,109368688.8,283445414.8,75255.41,109368.68,44289.47,22786.61,,1878.81,,,,,
2006-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65563893.0,21928255.0,20455589.0,23180050.0,286990519.0,142436676.0,78989950.0,309982648.0,4177077.0,18815053.0,,105.85,103.19,120.61,117.03,118.94,115.77,26.73,21.95,21.79,21.11,,24.57,7.35,5.37,18.43,19.09,19.47,4.69,2.87,,,177561762.0,109874724.8,287436486.8,76174.93,109874.72,45382.7,22610.88,,1884.19,,,,,
2006-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66696098.0,21805227.0,21585250.0,23305621.0,287965366.0,142389886.0,78879383.0,310511529.0,3944169.0,18601994.0,,107.68,105.25,121.01,117.75,119.14,116.27,26.54,21.79,21.62,19.73,,24.17,7.08,5.31,18.46,18.84,20.75,4.71,2.77,,,179901582.0,109966893.55,289868475.55,76771.07,109966.89,45965.8,22565.21,,1896.98,,,,,
2006-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66188065.0,21638073.0,21640261.0,22909731.0,290512827.0,142579431.0,81745331.0,312964841.0,4080565.0,18371449.0,,106.86,103.34,122.09,117.43,120.08,115.94,25.24,21.5,20.97,20.8,,23.49,7.14,4.98,18.21,18.81,18.93,4.73,2.78,,,178473307.0,112357929.41,290831236.41,76418.37,112357.92,45965.3,22061.15,,1864.02,,,,,
2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66988100.0,21489944.0,22488132.0,23010024.0,290212364.0,141896327.0,81327938.0,311800560.0,3561596.0,18026600.0,,108.15,105.05,121.96,117.8,119.64,115.95,24.09,21.45,19.47,19.67,,22.26,8.21,4.92,18.23,18.5,18.76,4.63,2.8,,,179424061.0,111798653.7,291222714.7,77326.5,111798.65,46330.94,22044.59,,1903.28,,,,,
2006-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64515682.0,21795822.0,19598740.0,23121119.0,289246659.0,143365061.0,81365916.0,311372449.0,3809058.0,18316732.0,,104.16,101.68,121.55,118.01,119.47,116.35,25.76,20.88,19.67,20.49,,22.86,7.31,5.28,18.57,19.48,19.5,4.77,2.85,,,176771770.0,112239670.3,289011440.3,78670.82,112239.67,47296.54,22140.41,,1936.4,,,,,
2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67039766.0,21671484.0,21543040.0,23825242.0,291330724.0,143214344.0,81076614.0,313476816.0,3972363.0,18173729.0,,108.23,106.03,122.43,119.32,120.28,117.56,25.15,21.04,19.85,19.78,,22.62,6.95,5.35,18.33,18.9,17.81,4.74,2.86,,,179550717.0,112914481.54,292465198.54,79713.71,112914.48,48071.59,22485.98,,1929.14,,,,,
2006-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67783341.0,21726598.0,21816157.0,24240586.0,293722819.0,143607724.0,82331754.0,315528097.0,3685890.0,18119388.0,,109.43,106.54,123.43,119.95,121.07,118.01,25.26,20.81,21.09,19.95,,23.38,6.88,5.57,18.31,18.85,17.75,4.71,2.86,,,179685940.0,114943477.95,294629417.95,80855.0,114943.47,48605.62,22979.38,,1946.44,,,,,
2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72162564.0,24589947.0,23967479.0,23605138.0,297481073.0,141744828.0,83573682.0,319835684.0,3538510.0,18816101.0,,116.51,113.65,125.01,121.75,122.72,119.86,25.25,20.46,21.53,19.4,,23.12,7.2,6.02,19.12,19.79,20.46,4.71,3.0,,,178951975.0,114615728.46,293567703.46,81109.42,114615.72,49118.15,22879.01,,1898.48,,,,,
2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68567023.0,22728013.0,22827979.0,23011032.0,297524979.0,146092172.0,82865784.0,320765954.0,5468922.0,17772053.0,,110.7,108.67,125.03,122.16,123.08,120.57,25.16,20.52,21.45,18.22,,23.26,7.75,6.35,18.28,18.79,18.51,4.55,2.85,,,179678625.0,115025271.66,294703896.66,81659.28,115025.27,49285.47,23223.55,,1923.08,,,,,
2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65584539.0,21389069.0,21297059.0,22898410.0,299788551.0,147763015.0,86440997.0,322113946.0,4672861.0,17652534.0,,105.88,103.48,125.98,122.52,123.59,120.56,25.36,21.53,21.3,19.83,,23.81,7.27,5.92,18.55,19.25,18.97,4.87,3.02,,,181425729.0,116618571.0,298044300.0,81431.86,116618.57,49092.61,23456.18,,1911.87,,,,,
2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66131109.0,21133928.0,21853624.0,23143557.0,299127580.0,147391101.0,85605370.0,320936911.0,3895685.0,17913646.0,,106.77,104.74,125.71,122.72,123.14,120.55,25.72,21.52,21.3,20.35,,23.89,7.2,6.53,18.54,19.09,19.57,4.71,2.94,,,181016589.0,116725741.94,297742330.94,82404.33,116725.74,49757.77,23733.21,,1931.03,,,,,
2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64602340.0,20723308.0,21149586.0,22729446.0,300898907.0,150155712.0,86140854.0,323105348.0,3951831.0,18254611.0,,104.3,102.5,126.45,123.7,123.97,121.59,25.75,21.51,21.3,18.66,,23.95,6.95,5.47,18.3,18.94,19.17,4.53,2.9,,,187793751.0,116055969.25,303849720.25,82385.15,116055.96,49403.4,23922.41,,1923.28,,,,,
2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64515091.0,20566572.0,21724033.0,22224487.0,300620776.0,149953460.0,86152224.0,321703241.0,3224193.0,17858273.0,,104.16,102.56,126.33,123.8,123.44,121.25,25.21,21.42,21.19,19.97,,23.57,7.66,6.3,18.49,19.06,18.37,4.63,2.96,,,183383143.0,115768779.2,299151922.2,82686.07,115768.77,49781.92,23772.27,,1957.41,,,,,
2007-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62733774.0,20561400.0,19918995.0,22253379.0,299302923.0,150358760.0,86210389.0,321997613.0,4960475.0,17734214.0,,101.28,99.79,125.78,123.32,123.55,121.43,24.88,21.74,20.38,20.12,,23.16,7.19,6.25,18.26,18.79,18.7,4.54,2.93,,,182590133.0,114435642.83,297025775.83,81856.68,114435.64,49167.94,23666.49,,1945.96,,,,,
2007-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65010676.0,20732378.0,22074095.0,22204203.0,302684587.0,151193966.0,86479945.0,324723837.0,4129327.0,17909923.0,,104.96,103.63,127.2,125.04,124.59,122.76,24.45,21.26,19.78,19.43,,22.65,7.18,6.38,18.24,18.65,19.14,4.64,2.94,,,187133356.0,114646988.39,301780344.39,82933.29,114646.98,50079.61,23522.67,,1956.65,,,,,
2007-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63743941.0,20216410.0,21079319.0,22448212.0,298262106.0,148833291.0,85684874.0,319763783.0,3650751.0,17850926.0,,102.91,101.77,125.34,123.41,122.69,121.06,24.77,20.93,19.68,19.49,,22.75,7.13,7.04,18.29,18.69,19.0,4.63,2.91,,,182744093.0,113581242.23,296325335.23,82538.5,113581.24,49620.7,23648.63,,1947.54,,,,,
2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65275348.0,20906056.0,22374262.0,21995029.0,304895915.0,150732049.0,88888518.0,326405956.0,3801651.0,17708390.0,,105.39,103.27,128.13,125.0,125.24,122.51,24.8,20.53,19.68,19.11,,22.6,7.17,5.51,18.31,18.95,18.31,4.53,2.98,,,185766599.0,116788226.66,302554825.66,82893.19,116788.22,49296.76,23947.64,,1925.68,,,,,
2007-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63107697.0,21229029.0,20346138.0,21532530.0,306025088.0,154134328.0,88783062.0,328910580.0,4185372.0,18700120.0,,101.89,99.73,128.6,125.31,126.2,123.31,24.63,20.6,19.47,19.94,,22.49,7.4,5.22,18.21,18.65,17.98,4.64,2.96,,,186181473.0,116221041.91,302402514.91,82077.0,116221.04,48660.59,23937.66,,1921.61,,,,,
2007-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65909523.0,21549406.0,22448569.0,21911548.0,310174244.0,155379276.0,88885445.0,333325100.0,4275710.0,18875145.0,,106.41,104.35,130.35,127.24,127.89,125.18,24.38,20.27,19.48,19.37,,22.36,6.97,5.17,18.1,18.49,17.78,4.69,2.98,,,190272081.0,116347626.85,306619707.85,82910.01,116347.62,49532.18,23797.97,,1928.8,,,,,
2007-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64613849.0,21185937.0,21570376.0,21857536.0,305799250.0,153330342.0,87855059.0,328803891.0,4427177.0,18577464.0,,104.32,102.89,128.51,126.24,126.16,124.22,24.42,20.11,19.23,18.93,,22.18,7.29,6.16,17.96,18.26,17.99,4.64,2.99,,,186187987.0,115533879.29,301721866.29,83926.97,115533.87,50198.16,23784.22,,1943.58,,,,,
2007-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65848502.0,20740768.0,22447970.0,22659764.0,307381317.0,152968684.0,88564131.0,329351033.0,3580002.0,18389714.0,,106.31,104.61,129.17,126.58,126.37,124.13,24.65,19.8,19.42,19.14,,22.36,6.94,6.04,18.12,18.62,18.76,4.61,3.08,,,188091981.0,117022832.85,305114813.85,84425.96,117022.83,50562.1,23918.8,,1958.56,,,,,
2007-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65331514.0,21949762.0,21007607.0,22374145.0,306666642.0,153139831.0,88195296.0,330637555.0,5405974.0,18564939.0,,105.48,104.36,128.87,127.01,126.86,125.28,24.19,19.85,19.1,19.4,,22.0,6.94,7.02,18.17,18.57,18.68,4.6,3.0,,,186348191.0,115873386.03,302221577.03,85044.68,115873.38,51285.52,23790.14,,1954.09,,,,,
2007-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67110576.0,21694323.0,22584467.0,22831786.0,310683704.0,153652253.0,89920875.0,334073661.0,4584518.0,18805439.0,,108.35,106.9,130.56,128.3,128.18,126.24,23.56,19.92,19.18,19.12,,21.67,7.14,6.03,18.07,18.57,18.85,4.61,2.96,,,189407142.0,118044404.34,307451546.34,86233.03,118044.4,52031.45,23949.24,,1963.49,,,,,
2007-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67645321.0,22124126.0,22399408.0,23121787.0,310973787.0,153466014.0,89862452.0,334247537.0,4085068.0,19188682.0,,109.21,108.08,130.68,128.85,128.25,126.7,22.94,19.73,19.36,21.21,,21.35,6.98,6.27,18.09,18.46,17.98,4.6,2.93,,,187616677.0,118364002.74,305980679.74,87502.03,118364.0,52804.63,24063.87,,1994.57,,,,,
2007-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67631126.0,21847781.0,22405952.0,23377393.0,309773641.0,153822890.0,88319625.0,332696687.0,3948644.0,18974402.0,,109.19,108.83,130.18,129.31,127.65,126.99,23.1,19.7,19.54,19.19,,21.62,6.08,5.38,18.09,18.34,19.64,4.57,2.98,,,190368930.0,116816271.9,307185201.9,88236.47,116816.27,53036.73,24335.27,,2050.24,,,,,
2007-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66405617.0,22213825.0,21185645.0,23006148.0,309876512.0,154288238.0,89182658.0,334590261.0,5448565.0,19265184.0,,107.21,106.28,130.22,128.62,128.38,127.04,23.1,19.64,19.08,19.15,,21.35,7.65,5.87,18.13,18.34,18.31,4.6,3.03,,,187901396.0,117353295.09,305254691.09,87141.37,117353.29,52222.25,24147.98,,2056.13,,,,,
2007-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67944531.0,21957186.0,23290987.0,22696358.0,314083717.0,157377081.0,88762104.0,338613561.0,4991395.0,19538449.0,,109.7,109.21,131.99,130.97,129.92,129.12,23.23,19.89,19.14,18.85,,21.56,7.32,5.46,18.2,18.64,18.52,4.68,2.97,,,195723561.0,117347259.37,313070820.37,88072.09,117347.25,53095.87,24310.27,,2067.41,,,,,
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68915970.0,22501137.0,23598007.0,22816827.0,314673713.0,157748606.0,88009138.0,339357522.0,4960766.0,19723042.0,,111.26,110.84,132.24,131.67,130.21,129.82,22.75,19.69,18.67,18.98,,21.09,6.89,7.71,18.1,18.52,18.54,4.67,2.95,,,196324080.0,116284549.02,312608629.02,88321.85,116284.54,53132.36,24478.88,,2079.34,,,,,
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68764642.0,22381687.0,23637957.0,22744999.0,316899012.0,158119228.0,90015142.0,341122666.0,4831695.0,19391958.0,,111.02,110.55,133.17,132.42,130.89,130.33,23.25,19.53,18.07,19.64,,21.0,6.66,5.69,17.92,18.5,17.47,4.58,3.01,,,195169544.0,117651567.91,312821111.91,88807.04,117651.56,53022.51,25073.47,,2083.26,,,,,
2007-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69924026.0,22220151.0,24877836.0,22826038.0,315167054.0,156203227.0,89039800.0,339850088.0,5633377.0,19049658.0,,112.89,112.53,132.45,131.98,130.4,130.1,23.33,19.21,18.11,18.12,,21.22,7.56,5.91,18.03,18.25,17.8,4.66,2.98,,,194145003.0,116974314.45,311119317.45,88845.75,116974.31,53025.54,25063.03,,2117.94,,,,,
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69325957.0,23217303.0,23586056.0,22522598.0,316021765.0,158145629.0,88550179.0,341155801.0,5831063.0,19302973.0,,111.93,111.57,132.81,132.41,130.9,130.67,23.87,19.57,17.98,18.98,,20.98,6.97,5.45,18.03,18.66,17.88,4.54,2.91,,,194688538.0,116509988.88,311198526.88,88600.75,116509.98,52776.13,24981.84,,2136.59,,,,,
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72639112.0,23675737.0,25852671.0,23110705.0,320981869.0,158529380.0,89813376.0,346243673.0,5650017.0,19611787.0,,117.27,116.66,134.89,134.13,132.85,132.29,24.06,19.78,18.11,18.67,,21.33,7.06,5.8,18.07,18.44,18.68,4.66,2.97,,,198864158.0,117768869.12,316633027.12,88714.77,117768.86,52909.12,25298.56,,2145.87,,,,,
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72004225.0,23380591.0,25186551.0,23437083.0,319471282.0,158946143.0,88520914.0,345369484.0,6193404.0,19704799.0,,116.25,116.22,134.26,134.22,132.52,132.62,23.37,19.53,18.08,19.18,,21.08,6.71,5.89,17.9,18.4,18.37,4.65,2.95,,,197053315.0,116543300.8,313596615.8,89325.74,116543.3,53303.2,25301.3,,2156.74,,,,,
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72708595.0,23158394.0,25686546.0,23863655.0,322883561.0,160430913.0,89744052.0,348264399.0,5202939.0,20177900.0,,117.39,117.04,135.69,135.2,133.63,133.32,23.09,19.54,17.88,18.99,,20.92,6.58,6.15,17.93,18.36,18.87,4.69,3.12,,,199488980.0,117994008.15,317482988.15,89749.75,117994.0,53535.87,25290.65,,2172.67,,,,,
2007-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71201244.0,23963254.0,23953720.0,23284270.0,323073178.0,162479833.0,89392101.0,348161387.0,4936687.0,20151521.0,,114.95,115.24,135.77,136.09,133.59,134.01,22.88,19.46,17.59,19.12,,20.65,7.25,6.01,17.96,18.37,18.5,4.64,3.13,,,200718323.0,117236017.53,317954340.53,91057.1,117236.01,54298.06,25340.72,,2194.28,,,,,
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72765914.0,23511485.0,25176089.0,24078340.0,325182361.0,162327877.0,90088570.0,351289912.0,5748161.0,20359390.0,,117.48,117.82,136.66,137.01,134.79,135.25,22.57,19.48,17.66,18.56,,20.57,7.04,5.94,18.03,18.55,17.98,4.64,3.0,,,201841928.0,118559612.16,320401540.16,92545.16,118559.61,55174.1,25497.43,,2222.86,,,,,
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73253440.0,23883541.0,24854411.0,24515489.0,326040707.0,162710701.0,90076566.0,351849629.0,4671935.0,21136986.0,,118.27,119.58,137.02,138.2,135.0,136.22,22.36,19.44,17.31,18.88,,20.26,6.53,6.04,17.95,18.49,18.55,4.62,2.98,,,200670716.0,119080218.69,319750934.69,94448.14,119080.21,56271.37,25987.31,,2272.71,,,,,
2007-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72251901.9,23735837.6,25060730.3,23455334.0,325327246.3,163741190.2,89334154.1,351623046.2,5960821.4,20334978.4,,116.65,118.09,136.72,138.09,134.92,136.3,24.35,18.98,17.15,18.93,,21.5,6.69,6.17,17.95,18.35,19.05,4.58,3.19,,,202708370.0,117700207.53,320408577.53,93353.59,117700.2,55286.87,26142.36,,2204.63,,,,,
2007-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71260472.0,23715496.0,23720792.4,23824183.5,325718523.4,164466317.3,89991734.0,351105235.2,5360031.8,20026679.8,,115.05,115.91,136.88,137.52,134.72,135.43,22.37,18.72,17.06,18.1,,20.06,6.61,5.85,17.9,18.34,18.73,4.69,3.17,,,201853720.0,117325485.58,319179205.58,91746.54,117325.48,54006.84,26034.25,,2161.29,,,,,
2007-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71309589.5,23828570.7,24634341.4,22846677.3,325335032.2,164909341.6,89116101.0,351082595.2,5809832.5,19937730.5,,115.13,116.29,136.72,137.81,134.71,135.84,22.17,18.75,17.03,18.78,,20.08,6.84,6.28,17.7,18.05,18.39,4.62,3.1,,,203058462.0,116326160.02,319384622.02,91812.28,116326.16,53875.09,26028.45,,2145.46,,,,,
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75116348.3,24398787.6,26720308.8,23997251.8,337850739.0,168502253.7,94232136.8,363796049.3,5397717.6,20547592.7,,121.27,119.54,141.98,139.24,139.59,137.22,21.88,18.6,16.98,17.82,,19.8,7.09,6.01,17.81,18.32,18.28,4.71,3.09,,,210192481.0,123232804.03,333425285.03,89131.2,123232.8,52541.55,25745.72,,2051.78,,,,,
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73138366.0,24410022.0,25703176.0,23025167.0,332092988.0,168897417.0,90057205.0,358320817.0,5456597.0,20771232.0,,118.08,118.16,139.56,139.11,137.49,137.21,21.99,18.53,17.05,18.87,,19.86,6.78,6.83,17.85,18.23,18.37,4.83,3.21,,,207533112.0,118765737.64,326298849.64,90357.37,118765.73,53158.75,25872.47,,2100.03,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74759193.0,23897573.0,27085834.0,23775786.0,333372610.0,167853207.0,90760209.0,358613301.0,4701760.0,20538930.0,,120.7,120.46,140.1,139.24,137.6,136.95,21.94,18.48,17.48,17.41,,20.13,6.91,6.01,17.8,18.17,17.71,4.67,3.23,,,206943926.0,120477199.1,327421125.1,90981.12,120477.19,53376.54,26061.01,,2135.54,,,,,
2007-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72911839.0,25029059.0,25096573.0,22786206.0,331184782.0,168315626.0,89957318.0,357838144.0,6294444.0,20358918.0,,117.72,118.22,139.18,139.26,137.3,137.51,21.99,18.32,17.46,18.79,,20.13,7.12,6.49,17.83,18.2,18.36,4.64,3.21,,,205994225.0,118169857.61,324164082.61,91229.72,118169.85,53568.51,26030.05,,2111.95,,,,,
2007-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73460531.0,24378657.0,26448036.0,22633839.0,331846524.0,169465638.0,88920354.0,357444366.0,5063053.0,20534789.0,,118.6,119.83,139.46,140.5,137.15,138.23,21.89,18.59,17.59,18.47,,20.09,6.34,5.96,17.82,18.35,17.99,4.68,3.15,,,209964494.0,117279100.25,327243594.25,92850.21,117279.1,54464.86,26076.27,,2141.91,,,,,
