tarih,usd,eur,sepet,sepet_kaynak,kur_gun_kaynak
2024-08-02,33.0782,35.7005,33.0762998114347,olculdu,aynigun
2024-08-09,33.4471,36.5702,33.45960037899076,olculdu,aynigun
2024-08-16,33.5746,36.9715,33.61069942220666,olculdu,aynigun
2024-08-23,33.8506,37.7158,33.88630039422137,olculdu,aynigun
2024-08-30,33.9626,37.8261,33.92329922889702,olculdu,geri_tasima
2024-09-06,33.9091,37.616,33.89370039875488,olculdu,aynigun
2024-09-13,33.8984,37.3343,33.81590056239014,olculdu,aynigun
2024-09-20,33.9766,37.9182,33.953099973228774,olculdu,aynigun
2024-09-27,34.0982,38.0092,34.09000021721158,olculdu,aynigun
2024-10-04,34.1126,37.6544,34.13979979810285,olculdu,aynigun
2024-10-11,34.1522,37.3463,34.16249940658283,olculdu,aynigun
2024-10-18,34.1155,37.0392,34.17859940130257,olculdu,aynigun
2024-10-25,34.1902,36.9095,34.18900002092385,olculdu,aynigun
2024-11-01,34.1787,37.1235,34.22359979436407,olculdu,aynigun
2024-11-08,34.1764,36.7576,34.261399002368066,olculdu,aynigun
2024-11-15,34.2996,36.1255,34.33329938368875,olculdu,aynigun
2024-11-22,34.4495,36.2759,34.46420058164575,olculdu,aynigun
2024-11-29,34.5697,36.4509,34.579398977908504,olculdu,aynigun
2024-12-06,34.6753,36.5136,34.70069935100079,olculdu,aynigun
2024-12-13,34.8177,36.5873,34.862100196021956,olculdu,aynigun
2024-12-20,35.0067,36.4134,35.06189914728471,olculdu,aynigun
2024-12-27,35.2033,36.6076,35.136800813502006,olculdu,aynigun
2025-01-03,35.2525,36.4804,35.27099977816652,olculdu,aynigun
2025-01-10,35.2921,36.3567,35.33560044874341,olculdu,aynigun
2025-01-17,35.3979,36.4274,35.41189959441043,olculdu,aynigun
2025-01-24,35.5915,37.0294,35.59939939470945,olculdu,aynigun
2025-01-31,35.721,37.1844,35.76299912542447,olculdu,aynigun
2025-02-07,35.8332,37.1584,35.90549958887509,olculdu,aynigun
2025-02-14,36.0448,37.5557,36.10600043731269,olculdu,aynigun
2025-02-21,36.2472,37.8218,36.30599982022485,olculdu,aynigun
2025-02-28,36.3652,38.104,36.3811995833962,olculdu,aynigun
2025-03-07,36.3748,39.2821,36.31530083076986,olculdu,aynigun
2025-03-14,36.5387,39.7179,36.53500081889468,olculdu,aynigun
2025-03-21,37.915,41.1915,37.85019980985603,olculdu,aynigun
2025-03-28,37.9323,40.874,37.7655999959793,olculdu,aynigun
2025-04-04,37.8637,41.74,37.84650078868451,olculdu,aynigun
2025-04-11,37.8646,41.8133,37.907301157623706,olculdu,aynigun
2025-04-18,38.0611,43.2644,38.003201315496426,olculdu,aynigun
2025-04-25,38.2289,43.485,38.24550169762238,olculdu,aynigun
2025-05-02,38.3684,43.6361,38.369499980007504,olculdu,aynigun
2025-05-09,38.5529,43.5242,38.57250075151266,olculdu,aynigun
2025-05-16,38.6349,43.2847,38.594400165807016,olculdu,aynigun
2025-05-23,38.7965,43.8666,38.817399973086786,olculdu,aynigun
2025-05-30,39.0212,43.9996,39.06260139598254,olculdu,aynigun
2025-06-06,39.0575,44.4673,39.05750019697142,olculdu,geri_tasima
2025-06-13,39.2163,45.3249,39.25459999199036,olculdu,aynigun
2025-06-20,39.4801,45.2939,39.5409998157275,olculdu,aynigun
2025-06-27,39.6989,46.4941,39.742400782456016,olculdu,aynigun
2025-07-04,39.677,46.8004,39.67920081385004,olculdu,aynigun
2025-07-11,39.9775,46.8833,40.00760041308183,olculdu,aynigun
2025-07-18,40.2014,46.5844,40.2282000116517,olculdu,aynigun
2025-07-25,40.3929,47.4843,40.39900022214822,olculdu,aynigun
2025-08-01,40.5128,46.374,40.518998967893474,olculdu,aynigun
2025-08-08,40.5808,47.3672,40.554300632385306,olculdu,aynigun
2025-08-15,40.7094,47.5612,40.73130083470452,olculdu,aynigun
2025-08-22,40.8586,47.5904,40.850700827548394,olculdu,aynigun
2025-08-29,40.9735,47.7444,40.944099377930335,olculdu,aynigun
2025-09-05,41.0908,47.8704,41.09699981806419,olculdu,aynigun
2025-09-12,41.2114,48.1672,41.20899958736784,olculdu,aynigun
2025-09-19,41.241,48.7706,41.234399194060046,olculdu,aynigun
2025-09-26,41.395,48.607,41.41789977596306,olculdu,aynigun
2025-10-03,41.5283,48.7985,41.522600812808385,olculdu,aynigun
2025-10-10,41.6421,48.3704,41.63880096881868,olculdu,aynigun
2025-10-17,41.7736,48.6885,41.785501308081976,olculdu,aynigun
2025-10-24,41.9042,48.5803,41.842699822734374,olculdu,aynigun
2025-10-31,41.9,48.6582,41.892200003290505,olculdu,aynigun
2025-11-07,42.0426,48.4068,42.048999588395205,olculdu,aynigun
2025-11-14,42.1724,48.9643,42.16610017541319,olculdu,aynigun
2025-11-21,42.2882,48.7238,42.28189941728056,olculdu,aynigun
2025-11-28,42.3624,49.0878,42.35470082067221,olculdu,aynigun
2025-12-05,42.3771,49.4583,42.360600592584404,olculdu,aynigun
2025-12-12,42.5343,49.7672,42.53439979865081,olculdu,aynigun
2025-12-19,42.6585,50.0371,42.65319999252382,olculdu,aynigun
2025-12-26,42.7641,50.3896,42.76560000701253,olculdu,aynigun
2026-01-02,42.8457,50.2859,42.881000002528815,olculdu,aynigun
2026-01-09,42.9747,50.1844,42.98630081582284,olculdu,aynigun
2026-01-16,43.1147,50.1546,43.08829979570672,olculdu,aynigun
2026-01-23,43.2247,50.5434,43.20360038446237,olculdu,aynigun
2026-01-30,43.3443,51.8492,43.34140019693928,olculdu,aynigun
2026-02-06,43.4555,51.2442,43.454200752422025,olculdu,aynigun
2026-02-13,43.5702,51.7491,43.54330037090533,olculdu,aynigun
2026-02-20,43.6913,51.5343,43.68830058332432,olculdu,aynigun
2026-02-27,43.8026,51.7119,43.799999436747825,olculdu,aynigun
2026-03-06,43.9135,50.9814,43.905499791675865,olculdu,aynigun
2026-03-13,44.031,50.8713,44.021000779458326,olculdu,aynigun
2026-03-20,44.1325,50.9193,44.132499592479746,olculdu,geri_tasima
2026-03-27,44.2828,51.1617,44.28869959228092,olculdu,aynigun
2026-04-03,44.4155,51.1885,44.43059939799653,olculdu,aynigun
2026-04-10,44.5102,51.9538,44.515699219364876,olculdu,aynigun
2026-04-17,44.6788,52.6651,44.69890078310224,olculdu,aynigun
2026-04-24,44.8132,52.6499,44.854100777737834,olculdu,aynigun
2026-05-01,44.985,52.6433,44.969199178553154,olculdu,geri_tasima
2026-05-08,45.1566,53.1305,45.18999921466209,olculdu,aynigun
2026-05-15,45.3482,53.0971,45.387699000399586,olculdu,aynigun
2026-05-22,45.5277,52.8774,45.55319897704131,olculdu,aynigun
2026-05-29,45.6312,53.1224,45.63120062230296,olculdu,geri_tasima
2026-06-05,45.8873,53.3268,45.9084004222714,olculdu,aynigun
2026-06-12,46.0669,53.1485,46.085699359708634,olculdu,aynigun
2026-06-19,46.246,53.1143,46.27239980706561,olculdu,aynigun
2026-06-26,46.4302,52.7177,46.44819913739183,olculdu,aynigun
2026-07-03,46.608,53.1693,46.6336995837538,olculdu,aynigun
2026-07-10,46.7854,53.482,46.808399351267575,olculdu,aynigun
2026-07-17,46.967,53.8544,46.98580107656944,olculdu,aynigun
2026-07-24,47.1467,53.8043,47.16470084579987,olculdu,aynigun
2026-07-31,47.3274,54.2273,47.34520022626014,olculdu,aynigun
2026-08-07,47.5055,54.8356,47.52290022874782,olculdu,aynigun
2026-08-14,47.6858,54.9754,47.691837340523556,tahmin,aynigun
