tarih,usdtry
2024-04-29,32.4527
2024-04-30,32.3389
2024-05-02,32.3091
2024-05-03,32.3199
2024-05-06,32.2472
2024-05-07,32.2242
2024-05-08,32.2073
2024-05-09,32.207
2024-05-10,32.177
2024-05-13,32.1534
2024-05-14,32.1496
2024-05-15,32.1946
2024-05-16,32.2296
2024-05-17,32.1573
2024-05-20,32.194
2024-05-21,32.156
2024-05-22,32.1556
2024-05-23,32.1209
2024-05-24,32.1421
2024-05-27,32.1452
2024-05-28,32.1311
2024-05-29,32.1203
2024-05-30,32.1874
2024-05-31,32.2489
2024-06-03,32.1339
2024-06-04,32.1534
2024-06-05,32.2687
2024-06-06,32.4547
2024-06-07,32.1775
2024-06-10,32.1923
2024-06-11,32.3699
2024-06-12,32.3127
2024-06-13,32.3073
2024-06-14,32.2313
2024-06-20,32.4579
2024-06-21,32.5711
2024-06-24,32.781
2024-06-25,32.8078
2024-06-26,32.9015
2024-06-27,32.904
2024-06-28,32.8417
2024-07-01,32.8262
2024-07-02,32.6207
2024-07-03,32.629
2024-07-04,32.4929
2024-07-05,32.5011
2024-07-08,32.6301
2024-07-09,32.6401
2024-07-10,32.7362
2024-07-11,32.8849
2024-07-12,32.8473
2024-07-16,32.9069
2024-07-17,33.0223
2024-07-18,33.038
2024-07-19,33.0389
2024-07-22,33.0042
2024-07-23,32.9441
2024-07-24,32.8805
2024-07-25,32.8106
2024-07-26,32.9833
2024-07-29,32.9586
2024-07-30,32.9509
2024-07-31,33.0304
2024-08-01,33.0835
2024-08-02,33.0782
2024-08-05,33.0763
2024-08-06,33.2573
2024-08-07,33.3984
2024-08-08,33.4965
2024-08-09,33.4471
2024-08-12,33.4596
2024-08-13,33.4843
2024-08-14,33.4928
2024-08-15,33.4846
2024-08-16,33.5746
2024-08-19,33.6107
2024-08-20,33.6524
2024-08-21,33.7482
2024-08-22,33.8465
2024-08-23,33.8506
2024-08-26,33.8863
2024-08-27,33.9282
2024-08-28,33.9577
2024-08-29,33.9626
2024-09-02,33.9233
2024-09-03,33.9196
2024-09-04,33.887
2024-09-05,33.9725
2024-09-06,33.9091
2024-09-09,33.8937
2024-09-10,33.9676
2024-09-11,33.9904
2024-09-12,33.9398
2024-09-13,33.8984
2024-09-16,33.8159
2024-09-17,33.8895
2024-09-18,33.9681
2024-09-19,34.0283
2024-09-20,33.9766
2024-09-23,33.9531
2024-09-24,34.0627
2024-09-25,34.0815
2024-09-26,34.0894
2024-09-27,34.0982
2024-09-30,34.09
2024-10-01,34.121
2024-10-02,34.1247
2024-10-03,34.1538
2024-10-04,34.1126
2024-10-07,34.1398
2024-10-08,34.1881
2024-10-09,34.2103
2024-10-10,34.1951
2024-10-11,34.1522
2024-10-14,34.1625
2024-10-15,34.2034
2024-10-16,34.2018
2024-10-17,34.1633
2024-10-18,34.1155
2024-10-21,34.1786
2024-10-22,34.1788
2024-10-23,34.1821
2024-10-24,34.2011
2024-10-25,34.1902
2024-10-28,34.189
2024-10-30,34.189
2024-10-31,34.2095
2024-11-01,34.1787
2024-11-04,34.2236
2024-11-05,34.2757
2024-11-06,34.282
2024-11-07,34.1841
2024-11-08,34.1764
2024-11-11,34.2614
2024-11-12,34.2869
2024-11-13,34.3128
2024-11-14,34.3118
2024-11-15,34.2996
2024-11-18,34.3333
2024-11-19,34.4321
2024-11-20,34.5162
2024-11-21,34.4372
2024-11-22,34.4495
2024-11-25,34.4642
2024-11-26,34.5184
2024-11-27,34.5726
2024-11-28,34.5728
2024-11-29,34.5697
2024-12-02,34.5794
2024-12-03,34.6432
2024-12-04,34.6766
2024-12-05,34.6873
2024-12-06,34.6753
2024-12-09,34.7007
2024-12-10,34.7499
2024-12-11,34.7797
2024-12-12,34.8028
2024-12-13,34.8177
2024-12-16,34.8621
2024-12-17,34.8985
2024-12-18,34.9219
2024-12-19,34.9529
2024-12-20,35.0067
2024-12-23,35.0619
2024-12-24,35.1065
2024-12-25,35.1814
2024-12-26,35.2162
2024-12-27,35.2033
2024-12-30,35.1368
2024-12-31,35.2233
2025-01-02,35.2803
2025-01-03,35.2525
2025-01-06,35.271
2025-01-07,35.2892
2025-01-08,35.2764
2025-01-09,35.3179
2025-01-10,35.2921
2025-01-13,35.3356
2025-01-14,35.4197
2025-01-15,35.4292
2025-01-16,35.4294
2025-01-17,35.3979
2025-01-20,35.4119
2025-01-21,35.5183
2025-01-22,35.5516
2025-01-23,35.5815
2025-01-24,35.5915
2025-01-27,35.5994
2025-01-28,35.6602
2025-01-29,35.6978
2025-01-30,35.7067
2025-01-31,35.721
2025-02-03,35.763
2025-02-04,35.9022
2025-02-05,35.9164
2025-02-06,35.8683
2025-02-07,35.8332
2025-02-10,35.9055
2025-02-11,35.9451
2025-02-12,35.9593
2025-02-13,36.0273
2025-02-14,36.0448
2025-02-17,36.106
2025-02-18,36.1523
2025-02-19,36.1964
2025-02-20,36.2267
2025-02-21,36.2472
2025-02-24,36.306
2025-02-25,36.3563
2025-02-26,36.3875
2025-02-27,36.3717
2025-02-28,36.3652
2025-03-03,36.3812
2025-03-04,36.4097
2025-03-05,36.4011
2025-03-06,36.3682
2025-03-07,36.3748
2025-03-10,36.3153
2025-03-11,36.4558
2025-03-12,36.5088
2025-03-13,36.5401
2025-03-14,36.5387
2025-03-17,36.535
2025-03-18,36.6139
2025-03-19,36.5922
2025-03-20,37.9839
2025-03-21,37.915
2025-03-24,37.8502
2025-03-25,37.86
2025-03-26,37.9086
2025-03-27,37.9287
2025-03-28,37.9323
2025-04-02,37.7656
2025-04-03,37.8559
2025-04-04,37.8637
2025-04-07,37.8465
2025-04-08,37.933
2025-04-09,37.93
2025-04-10,37.9327
2025-04-11,37.8646
2025-04-14,37.9073
2025-04-15,37.9649
2025-04-16,38.0065
2025-04-17,38.0472
2025-04-18,38.0611
2025-04-21,38.0032
2025-04-22,38.114
2025-04-24,38.1314
2025-04-25,38.2289
2025-04-28,38.2455
2025-04-29,38.3665
2025-04-30,38.3672
2025-05-02,38.3684
2025-05-05,38.3695
2025-05-06,38.5105
2025-05-07,38.5259
2025-05-08,38.556
2025-05-09,38.5529
2025-05-12,38.5725
2025-05-13,38.6761
2025-05-14,38.7123
2025-05-15,38.6933
2025-05-16,38.6349
2025-05-20,38.5944
2025-05-21,38.7709
2025-05-22,38.7602
2025-05-23,38.7965
2025-05-26,38.8174
2025-05-27,38.8907
2025-05-28,38.9027
2025-05-29,38.9808
2025-05-30,39.0212
2025-06-02,39.0626
2025-06-03,39.1151
2025-06-04,39.0798
2025-06-05,39.0575
2025-06-10,39.0575
2025-06-11,39.1385
2025-06-12,39.1192
2025-06-13,39.2163
2025-06-16,39.2546
2025-06-17,39.321
2025-06-18,39.3015
2025-06-19,39.4229
2025-06-20,39.4801
2025-06-23,39.541
2025-06-24,39.647
2025-06-25,39.5502
2025-06-26,39.6392
2025-06-27,39.6989
2025-06-30,39.7424
2025-07-01,39.7408
2025-07-02,39.7733
2025-07-03,39.7292
2025-07-04,39.677
2025-07-07,39.6792
2025-07-08,39.9019
2025-07-09,39.9332
2025-07-10,39.9621
2025-07-11,39.9775
2025-07-14,40.0076
2025-07-16,40.0883
2025-07-17,40.1639
2025-07-18,40.2014
2025-07-21,40.2282
2025-07-22,40.3108
2025-07-23,40.3356
2025-07-24,40.3683
2025-07-25,40.3929
2025-07-28,40.399
2025-07-29,40.4717
2025-07-30,40.493
2025-07-31,40.4994
2025-08-01,40.5128
2025-08-04,40.519
2025-08-05,40.594
2025-08-06,40.6026
2025-08-07,40.5932
2025-08-08,40.5808
2025-08-11,40.5543
2025-08-12,40.6325
2025-08-13,40.6384
2025-08-14,40.6573
2025-08-15,40.7094
2025-08-18,40.7313
2025-08-19,40.8084
2025-08-20,40.812
2025-08-21,40.841
2025-08-22,40.8586
2025-08-25,40.8507
2025-08-26,40.9205
2025-08-27,40.9413
2025-08-28,40.9629
2025-08-29,40.9735
2025-09-01,40.9441
2025-09-02,41.0379
2025-09-03,41.0768
2025-09-04,41.0851
2025-09-05,41.0908
2025-09-08,41.097
2025-09-09,41.1816
2025-09-10,41.192
2025-09-11,41.2013
2025-09-12,41.2114
2025-09-15,41.209
2025-09-16,41.255
2025-09-17,41.2295
2025-09-18,41.2161
2025-09-19,41.241
2025-09-22,41.2344
2025-09-23,41.2983
2025-09-24,41.3375
2025-09-25,41.3726
2025-09-26,41.395
2025-09-29,41.4179
2025-09-30,41.4984
2025-10-01,41.5068
2025-10-02,41.513
2025-10-03,41.5283
2025-10-06,41.5226
2025-10-07,41.6225
2025-10-08,41.6217
2025-10-09,41.633
2025-10-10,41.6421
2025-10-13,41.6388
2025-10-14,41.7196
2025-10-15,41.7496
2025-10-16,41.7611
2025-10-17,41.7736
2025-10-20,41.7855
2025-10-21,41.8768
2025-10-22,41.8872
2025-10-23,41.8966
2025-10-24,41.9042
2025-10-27,41.8427
2025-10-28,41.8699
2025-10-30,41.8699
2025-10-31,41.9
2025-11-03,41.8922
2025-11-04,41.9751
2025-11-05,42.0042
2025-11-06,42.0362
2025-11-07,42.0426
2025-11-10,42.049
2025-11-11,42.1124
2025-11-12,42.1526
2025-11-13,42.1636
2025-11-14,42.1724
2025-11-17,42.1661
2025-11-18,42.2525
2025-11-19,42.2641
2025-11-20,42.2756
2025-11-21,42.2882
2025-11-24,42.2819
2025-11-25,42.3675
2025-11-26,42.3668
2025-11-27,42.3578
2025-11-28,42.3624
2025-12-01,42.3547
2025-12-02,42.416
2025-12-03,42.3574
2025-12-04,42.3702
2025-12-05,42.3771
2025-12-08,42.3606
2025-12-09,42.4735
2025-12-10,42.497
2025-12-11,42.5179
2025-12-12,42.5343
2025-12-15,42.5344
2025-12-16,42.6211
2025-12-17,42.6317
2025-12-18,42.6516
2025-12-19,42.6585
2025-12-22,42.6532
2025-12-23,42.734
2025-12-24,42.7474
2025-12-25,42.7434
2025-12-26,42.7641
2025-12-29,42.7656
2025-12-30,42.8542
2025-12-31,42.8623
2026-01-02,42.8457
2026-01-05,42.881
2026-01-06,42.9648
2026-01-07,42.9663
2026-01-08,42.9743
2026-01-09,42.9747
2026-01-12,42.9863
2026-01-13,43.0609
2026-01-14,43.0765
2026-01-15,43.0925
2026-01-16,43.1147
2026-01-19,43.0883
2026-01-20,43.1943
2026-01-21,43.2061
2026-01-22,43.2165
2026-01-23,43.2247
2026-01-26,43.2036
2026-01-27,43.2978
2026-01-28,43.3158
2026-01-29,43.3327
2026-01-30,43.3443
2026-02-02,43.3414
2026-02-03,43.4168
2026-02-04,43.4142
2026-02-05,43.4245
2026-02-06,43.4555
2026-02-09,43.4542
2026-02-10,43.5182
2026-02-11,43.545
2026-02-12,43.5633
2026-02-13,43.5702
2026-02-16,43.5433
2026-02-17,43.6375
2026-02-18,43.6524
2026-02-19,43.6747
2026-02-20,43.6913
2026-02-23,43.6883
2026-02-24,43.7542
2026-02-25,43.7775
2026-02-26,43.7888
2026-02-27,43.8026
2026-03-02,43.8
2026-03-03,43.885
2026-03-04,43.8913
2026-03-05,43.8932
2026-03-06,43.9135
2026-03-09,43.9055
2026-03-10,44.0007
2026-03-11,43.9826
2026-03-12,43.9964
2026-03-13,44.031
2026-03-16,44.021
2026-03-17,44.106
2026-03-18,44.1207
2026-03-19,44.1325
2026-03-23,44.1325
2026-03-24,44.2435
2026-03-25,44.2636
2026-03-26,44.2737
2026-03-27,44.2828
2026-03-30,44.2887
2026-03-31,44.3841
2026-04-01,44.3961
2026-04-02,44.3938
2026-04-03,44.4155
2026-04-06,44.4306
2026-04-07,44.5085
2026-04-08,44.5255
2026-04-09,44.4527
2026-04-10,44.5102
2026-04-13,44.5157
2026-04-14,44.6355
2026-04-15,44.6474
2026-04-16,44.6681
2026-04-17,44.6788
2026-04-20,44.6989
2026-04-21,44.7952
2026-04-22,44.8101
2026-04-24,44.8132
2026-04-27,44.8541
2026-04-28,44.9393
2026-04-29,44.9705
2026-04-30,44.985
2026-05-04,44.9692
2026-05-05,45.104
2026-05-06,45.1339
2026-05-07,45.1436
2026-05-08,45.1566
2026-05-11,45.19
2026-05-12,45.2951
2026-05-13,45.313
2026-05-14,45.3307
2026-05-15,45.3482
2026-05-18,45.3877
2026-05-20,45.4477
2026-05-21,45.509
2026-05-22,45.5277
2026-05-25,45.5532
2026-05-26,45.6312
2026-06-01,45.6312
2026-06-02,45.8248
2026-06-03,45.8402
2026-06-04,45.8696
2026-06-05,45.8873
2026-06-08,45.9084
2026-06-09,46.0144
2026-06-10,46.0328
2026-06-11,46.0491
2026-06-12,46.0669
2026-06-15,46.0857
2026-06-16,46.1932
2026-06-17,46.2125
2026-06-18,46.2307
2026-06-19,46.246
2026-06-22,46.2724
2026-06-23,46.3758
2026-06-24,46.3925
2026-06-25,46.4099
2026-06-26,46.4302
2026-06-29,46.4482
2026-06-30,46.5551
2026-07-01,46.5747
2026-07-02,46.5867
2026-07-03,46.608
2026-07-06,46.6337
2026-07-07,46.7362
2026-07-08,46.7525
2026-07-09,46.7694
2026-07-10,46.7854
2026-07-13,46.8084
2026-07-14,46.9121
2026-07-16,46.9253
2026-07-17,46.967
2026-07-20,46.9858
2026-07-21,47.0938
2026-07-22,47.1134
2026-07-23,47.1309
2026-07-24,47.1467
2026-07-27,47.1647
2026-07-28,47.2681
2026-07-29,47.2899
2026-07-30,47.3075
2026-07-31,47.3274
2026-08-03,47.3452
2026-08-04,47.4497
2026-08-05,47.4694
2026-08-06,47.4881
2026-08-07,47.5055
2026-08-10,47.5229
2026-08-11,47.626
2026-08-12,47.6505
2026-08-13,47.6678
2026-08-14,47.6858
2026-08-17,47.7206
2026-08-18,47.8109
2026-08-19,47.8293
2026-08-20,47.8467
2026-08-21,47.8642
2026-08-24,47.8799
2026-08-25,47.9924
2026-08-26,48.0117
2026-08-27,48.0292
2026-08-28,48.0466
2026-08-31,48.0732
2026-09-01,48.1745
2026-09-02,48.1891
2026-09-03,48.2075
