tarih,usdtry
2019-08-26,5.7538
2019-08-27,5.8029
2019-08-28,5.8257
2019-08-29,5.7994
2019-09-02,5.814
2019-09-03,5.8044
2019-09-04,5.7726
2019-09-05,5.6656
2019-09-06,5.6746
2019-09-09,5.6932
2019-09-10,5.7215
2019-09-11,5.7568
2019-09-12,5.7711
2019-09-13,5.7283
2019-09-16,5.6665
2019-09-17,5.7125
2019-09-18,5.7227
2019-09-19,5.6785
2019-09-20,5.6917
2019-09-23,5.6889
2019-09-24,5.7183
2019-09-25,5.6743
2019-09-26,5.6882
2019-09-27,5.6659
2019-09-30,5.6591
2019-10-01,5.6437
2019-10-02,5.6752
2019-10-03,5.728
2019-10-04,5.6854
2019-10-07,5.6894
2019-10-08,5.7343
2019-10-09,5.816
2019-10-10,5.8276
2019-10-11,5.8704
2019-10-14,5.8417
2019-10-15,5.9103
2019-10-16,5.8881
2019-10-17,5.8915
2019-10-18,5.8806
2019-10-21,5.769
2019-10-22,5.8124
2019-10-23,5.8303
2019-10-24,5.7712
2019-10-25,5.7417
2019-10-28,5.7584
2019-10-30,5.7584
2019-10-31,5.7363
2019-11-01,5.7083
2019-11-04,5.7188
2019-11-05,5.6832
2019-11-06,5.7282
2019-11-07,5.748
2019-11-08,5.7366
2019-11-11,5.7429
2019-11-12,5.7704
2019-11-13,5.7665
2019-11-14,5.7573
2019-11-15,5.757
2019-11-18,5.747
2019-11-19,5.7303
2019-11-20,5.7153
2019-11-21,5.6964
2019-11-22,5.6896
2019-11-25,5.6919
2019-11-26,5.7191
2019-11-27,5.7383
2019-11-28,5.7528
2019-11-29,5.7579
2019-12-02,5.7403
2019-12-03,5.7426
2019-12-04,5.7365
2019-12-05,5.736
2019-12-06,5.7488
2019-12-09,5.7479
2019-12-10,5.7905
2019-12-11,5.7987
2019-12-12,5.7982
2019-12-13,5.7875
2019-12-16,5.7726
2019-12-17,5.8344
2019-12-18,5.8558
2019-12-19,5.8991
2019-12-20,5.9252
2019-12-23,5.9115
2019-12-24,5.9291
2019-12-25,5.9364
2019-12-26,5.9293
2019-12-27,5.9302
2019-12-30,5.937
2019-12-31,5.9402
2020-01-02,5.94
2020-01-03,5.9478
2020-01-06,5.9627
2020-01-07,5.9658
2020-01-08,5.9594
2020-01-09,5.9571
2020-01-10,5.881
2020-01-13,5.8713
2020-01-14,5.8529
2020-01-15,5.8811
2020-01-16,5.8827
2020-01-17,5.8684
2020-01-20,5.8564
2020-01-21,5.8979
2020-01-22,5.9191
2020-01-23,5.9293
2020-01-24,5.9152
2020-01-27,5.9288
2020-01-28,5.9371
2020-01-29,5.9334
2020-01-30,5.9405
2020-01-31,5.9716
2020-02-03,5.9726
2020-02-04,5.9755
2020-02-05,5.9714
2020-02-06,5.976
2020-02-07,5.9783
2020-02-10,5.9776
2020-02-11,5.9951
2020-02-12,6.0271
2020-02-13,6.0215
2020-02-14,6.0459
2020-02-17,6.047
2020-02-18,6.0351
2020-02-19,6.0578
2020-02-20,6.0581
2020-02-21,6.0824
2020-02-24,6.1023
2020-02-25,6.1383
2020-02-26,6.1218
2020-02-27,6.1463
2020-02-28,6.1593
2020-03-02,6.2259
2020-03-03,6.2192
2020-03-04,6.1943
2020-03-05,6.0904
2020-03-06,6.0772
2020-03-09,6.0821
2020-03-10,6.1098
2020-03-11,6.1151
2020-03-12,6.1502
2020-03-13,6.2264
2020-03-16,6.2711
2020-03-17,6.3628
2020-03-18,6.4528
2020-03-19,6.4512
2020-03-20,6.5154
2020-03-23,6.4839
2020-03-24,6.5864
2020-03-25,6.4943
2020-03-26,6.4024
2020-03-27,6.456
2020-03-30,6.4346
2020-03-31,6.516
2020-04-01,6.5696
2020-04-02,6.6428
2020-04-03,6.6672
2020-04-06,6.6903
2020-04-07,6.7549
2020-04-08,6.7375
2020-04-09,6.7705
2020-04-10,6.7382
2020-04-13,6.6877
2020-04-14,6.7618
2020-04-15,6.7752
2020-04-16,6.8505
2020-04-17,6.9073
2020-04-20,6.913
2020-04-21,6.9082
2020-04-22,6.9593
2020-04-24,6.9708
2020-04-27,6.9589
2020-04-28,6.9675
2020-04-29,6.9881
2020-04-30,6.9787
2020-05-04,6.9719
2020-05-05,7.0151
2020-05-06,7.055
2020-05-07,7.1334
2020-05-08,7.2209
2020-05-11,7.096
2020-05-12,7.0676
2020-05-13,7.0121
2020-05-14,6.9789
2020-05-15,6.9543
2020-05-18,6.9041
2020-05-20,6.8596
2020-05-21,6.7841
2020-05-22,6.7883
2020-05-27,6.7917
2020-05-28,6.7607
2020-05-29,6.7894
2020-06-01,6.8138
2020-06-02,6.8059
2020-06-03,6.7817
2020-06-04,6.7308
2020-06-05,6.7476
2020-06-08,6.7573
2020-06-09,6.7714
2020-06-10,6.7828
2020-06-11,6.7777
2020-06-12,6.7827
2020-06-15,6.8142
2020-06-16,6.822
2020-06-17,6.8254
2020-06-18,6.8333
2020-06-19,6.845
2020-06-22,6.844
2020-06-23,6.8422
2020-06-24,6.844
2020-06-25,6.8452
2020-06-26,6.8434
2020-06-29,6.8417
2020-06-30,6.8422
2020-07-01,6.8432
2020-07-02,6.8432
2020-07-03,6.8428
2020-07-06,6.8422
2020-07-07,6.8467
2020-07-08,6.8519
2020-07-09,6.8523
2020-07-10,6.853
2020-07-13,6.8514
2020-07-14,6.8528
2020-07-16,6.8524
2020-07-17,6.845
2020-07-20,6.8439
2020-07-21,6.8438
2020-07-22,6.8429
2020-07-23,6.8372
2020-07-24,6.8348
2020-07-27,6.8353
2020-07-28,6.8364
2020-07-29,6.8846
2020-07-30,6.9372
2020-08-04,6.9372
2020-08-05,6.9334
2020-08-06,6.9872
2020-08-07,7.1593
2020-08-10,7.2661
2020-08-11,7.2996
2020-08-12,7.2483
2020-08-13,7.2865
2020-08-14,7.3147
2020-08-17,7.3445
2020-08-18,7.3677
2020-08-19,7.3679
2020-08-20,7.3477
2020-08-21,7.2952
2020-08-24,7.2156
2020-08-25,7.3372
2020-08-26,7.3674
2020-08-27,7.3459
2020-08-28,7.3174
2020-08-31,7.305
2020-09-01,7.3261
2020-09-02,7.3421
2020-09-03,7.3563
2020-09-04,7.3994
2020-09-07,7.4133
2020-09-08,7.4349
2020-09-09,7.4537
2020-09-10,7.467
2020-09-11,7.4553
2020-09-14,7.4396
2020-09-15,7.4689
2020-09-16,7.4668
2020-09-17,7.4678
2020-09-18,7.5152
2020-09-21,7.5344
2020-09-22,7.572
2020-09-23,7.6251
2020-09-24,7.657
2020-09-25,7.663
2020-09-28,7.5546
2020-09-29,7.7507
2020-09-30,7.808
2020-10-01,7.7522
2020-10-02,7.6946
2020-10-05,7.7288
2020-10-06,7.7307
2020-10-07,7.7452
2020-10-08,7.8267
2020-10-09,7.8931
2020-10-12,7.9072
2020-10-13,7.8673
2020-10-14,7.8778
2020-10-15,7.9205
2020-10-16,7.9116
2020-10-19,7.9129
2020-10-20,7.8778
2020-10-21,7.8761
2020-10-22,7.8179
2020-10-23,7.8025
2020-10-26,7.9379
2020-10-27,8.0285
2020-10-28,8.1211
2020-10-30,8.1211
2020-11-02,8.3082
2020-11-03,8.376
2020-11-04,8.4546
2020-11-05,8.4553
2020-11-06,8.4417
2020-11-09,8.4613
2020-11-10,8.1778
2020-11-11,8.2358
2020-11-12,8.0477
2020-11-13,7.7896
2020-11-16,7.6297
2020-11-17,7.6751
2020-11-18,7.7393
2020-11-19,7.7195
2020-11-20,7.6699
2020-11-23,7.5785
2020-11-24,7.7593
2020-11-25,7.917
2020-11-26,7.9415
2020-11-27,7.8945
2020-11-30,7.7975
2020-12-01,7.7892
2020-12-02,7.8412
2020-12-03,7.808
2020-12-04,7.8472
2020-12-07,7.7796
2020-12-08,7.8373
2020-12-09,7.8087
2020-12-10,7.8203
2020-12-11,7.8499
2020-12-14,7.9349
2020-12-15,7.8699
2020-12-16,7.8331
2020-12-17,7.7873
2020-12-18,7.751
2020-12-21,7.6898
2020-12-22,7.6769
2020-12-23,7.6368
2020-12-24,7.6321
2020-12-25,7.619
2020-12-28,7.5517
2020-12-29,7.4738
2020-12-30,7.4063
2020-12-31,7.3405
2021-01-04,7.4194
2021-01-05,7.3602
2021-01-06,7.3866
2021-01-07,7.33
2021-01-08,7.2733
2021-01-11,7.349
2021-01-12,7.4431
2021-01-13,7.4608
2021-01-14,7.4285
2021-01-15,7.3885
2021-01-18,7.3877
2021-01-19,7.4952
2021-01-20,7.4485
2021-01-21,7.4367
2021-01-22,7.3836
2021-01-25,7.3985
2021-01-26,7.3797
2021-01-27,7.3835
2021-01-28,7.3544
2021-01-29,7.3723
2021-02-01,7.3216
2021-02-02,7.2185
2021-02-03,7.1372
2021-02-04,7.1498
2021-02-05,7.1324
2021-02-08,7.0789
2021-02-09,7.0663
2021-02-10,7.0821
2021-02-11,7.0513
2021-02-12,7.0404
2021-02-15,7.0162
2021-02-16,6.9724
2021-02-17,6.915
2021-02-18,7.004
2021-02-19,6.9527
2021-02-22,6.9611
2021-02-23,6.994
2021-02-24,7.0253
2021-02-25,7.1357
2021-02-26,7.1924
2021-03-01,7.3708
2021-03-02,7.3029
2021-03-03,7.3117
2021-03-04,7.3391
2021-03-05,7.4524
2021-03-08,7.5096
2021-03-09,7.5939
2021-03-10,7.6403
2021-03-11,7.5952
2021-03-12,7.4446
2021-03-15,7.5709
2021-03-16,7.5374
2021-03-17,7.5041
2021-03-18,7.498
2021-03-19,7.4573
2021-03-22,7.267
2021-03-23,7.904
2021-03-24,7.8082
2021-03-25,7.9666
2021-03-26,7.9409
2021-03-29,7.9893
2021-03-30,8.1192
2021-03-31,8.326
2021-04-01,8.3258
2021-04-02,8.1707
2021-04-05,8.0362
2021-04-06,8.1394
2021-04-07,8.1441
2021-04-08,8.1688
2021-04-09,8.1518
2021-04-12,8.1383
2021-04-13,8.1681
2021-04-14,8.1383
2021-04-15,8.0729
2021-04-16,8.0567
2021-04-19,8.0574
2021-04-20,8.0514
2021-04-21,8.1011
2021-04-22,8.1433
2021-04-26,8.2694
2021-04-27,8.3295
2021-04-28,8.231
2021-04-29,8.186
2021-04-30,8.1753
2021-05-03,8.2311
2021-05-04,8.292
2021-05-05,8.3091
2021-05-06,8.34
2021-05-07,8.3062
2021-05-10,8.273
2021-05-11,8.2457
2021-05-12,8.2867
2021-05-17,8.2867
2021-05-18,8.3469
2021-05-20,8.3281
2021-05-21,8.3689
2021-05-24,8.3554
2021-05-25,8.3811
2021-05-26,8.3947
2021-05-27,8.433
2021-05-28,8.4323
2021-05-31,8.5496
2021-06-01,8.499
2021-06-02,8.5032
2021-06-03,8.6066
2021-06-04,8.6231
2021-06-07,8.682
2021-06-08,8.6201
2021-06-09,8.5891
2021-06-10,8.575
2021-06-11,8.5313
2021-06-14,8.3547
2021-06-15,8.3374
2021-06-16,8.5474
2021-06-17,8.5218
2021-06-18,8.6243
2021-06-21,8.6646
2021-06-22,8.7497
2021-06-23,8.7202
2021-06-24,8.6139
2021-06-25,8.6593
2021-06-28,8.6772
2021-06-29,8.7219
2021-06-30,8.7052
2021-07-01,8.6803
2021-07-02,8.6768
2021-07-05,8.6797
2021-07-06,8.665
2021-07-07,8.6515
2021-07-08,8.6657
2021-07-09,8.6867
2021-07-12,8.6715
2021-07-13,8.6319
2021-07-14,8.6033
2021-07-16,8.6123
2021-07-19,8.5099
2021-07-26,8.5099
2021-07-27,8.573
2021-07-28,8.5604
2021-07-29,8.5446
2021-07-30,8.4975
2021-08-02,8.4139
2021-08-03,8.385
2021-08-04,8.3229
2021-08-05,8.4193
2021-08-06,8.5262
2021-08-09,8.5619
2021-08-10,8.6426
2021-08-11,8.6205
2021-08-12,8.6244
2021-08-13,8.5723
2021-08-16,8.5359
2021-08-17,8.4681
2021-08-18,8.4141
2021-08-19,8.4632
2021-08-20,8.5111
2021-08-23,8.5254
2021-08-24,8.4572
2021-08-25,8.4132
2021-08-26,8.3797
2021-08-27,8.3578
2021-08-31,8.3753
2021-09-01,8.3043
2021-09-02,8.2876
2021-09-03,8.2633
2021-09-06,8.295
2021-09-07,8.2767
2021-09-08,8.2981
2021-09-09,8.4063
2021-09-10,8.4655
2021-09-13,8.4044
2021-09-14,8.4441
2021-09-15,8.4314
2021-09-16,8.4272
2021-09-17,8.4402
2021-09-20,8.5678
2021-09-21,8.6648
2021-09-22,8.6301
2021-09-23,8.6349
2021-09-24,8.6584
2021-09-27,8.824
2021-09-28,8.8355
2021-09-29,8.8585
2021-09-30,8.8433
2021-10-01,8.8785
2021-10-04,8.8469
2021-10-05,8.8522
2021-10-06,8.8444
2021-10-07,8.9065
2021-10-08,8.8609
2021-10-11,8.8982
2021-10-12,8.9367
2021-10-13,8.9996
2021-10-14,9.0222
2021-10-15,9.1416
2021-10-18,9.1993
2021-10-19,9.2667
2021-10-20,9.2845
2021-10-21,9.314
2021-10-22,9.2857
2021-10-25,9.586
2021-10-26,9.7362
2021-10-27,9.4575
2021-10-28,9.4813
2021-11-01,9.4813
2021-11-02,9.5287
2021-11-03,9.5171
2021-11-04,9.657
2021-11-05,9.6884
2021-11-08,9.7
2021-11-09,9.6848
2021-11-10,9.7029
2021-11-11,9.7812
2021-11-12,9.917
2021-11-15,9.9105
2021-11-16,9.9804
2021-11-17,10.1671
2021-11-18,10.3993
2021-11-19,10.6963
2021-11-22,11.0266
2021-11-23,11.1712
2021-11-24,12.1556
2021-11-25,12.6082
2021-11-26,12.0001
2021-11-29,12.0786
2021-11-30,12.6595
2021-12-01,12.9387
2021-12-02,13.3363
2021-12-03,13.4067
2021-12-06,13.6801
2021-12-07,13.774
2021-12-08,13.6667
2021-12-09,13.6241
2021-12-10,13.7432
2021-12-13,13.8346
2021-12-14,14.2465
2021-12-15,14.1745
2021-12-16,14.635
2021-12-17,15.2118
2021-12-20,16.3358
2021-12-21,17.4731
2021-12-22,13.0226
2021-12-23,12.4535
2021-12-24,11.4508
2021-12-27,11.7278
2021-12-28,11.39
2021-12-29,11.8302
2021-12-30,12.2219
2021-12-31,12.9775
2022-01-03,13.329
2022-01-04,13.4221
2022-01-05,13.1873
2022-01-06,13.3687
2022-01-07,13.6352
2022-01-10,13.7526
2022-01-11,13.7195
2022-01-12,13.7314
2022-01-13,13.7209
2022-01-14,13.54
2022-01-17,13.5054
2022-01-18,13.4788
2022-01-19,13.5109
2022-01-20,13.5703
2022-01-21,13.4431
2022-01-24,13.402
2022-01-25,13.3846
2022-01-26,13.5
2022-01-27,13.5029
2022-01-28,13.5932
2022-01-31,13.6066
2022-02-01,13.4015
2022-02-02,13.367
2022-02-03,13.4287
2022-02-04,13.5543
2022-02-07,13.5336
2022-02-08,13.5429
2022-02-09,13.616
2022-02-10,13.5675
2022-02-11,13.5322
2022-02-14,13.4933
2022-02-15,13.5378
2022-02-16,13.6032
2022-02-17,13.6154
2022-02-18,13.6035
2022-02-21,13.6118
2022-02-22,13.6123
2022-02-23,13.7447
2022-02-24,13.7849
2022-02-25,14.2324
2022-02-28,14.0395
2022-03-01,13.8286
2022-03-02,13.8854
2022-03-03,14.0386
2022-03-04,14.112
2022-03-07,14.1766
2022-03-08,14.3012
2022-03-09,14.4728
2022-03-10,14.6061
2022-03-11,14.7435
2022-03-14,14.9042
2022-03-15,14.7624
2022-03-16,14.7503
2022-03-17,14.6758
2022-03-18,14.6697
2022-03-21,14.764
2022-03-22,14.816
2022-03-23,14.8041
2022-03-24,14.8063
2022-03-25,14.8234
2022-03-28,14.8068
2022-03-29,14.8221
2022-03-30,14.7933
2022-03-31,14.6458
2022-04-01,14.6371
2022-04-04,14.6609
2022-04-05,14.6862
2022-04-06,14.6955
2022-04-07,14.7176
2022-04-08,14.7289
2022-04-11,14.7213
2022-04-12,14.7162
2022-04-13,14.6633
2022-04-14,14.5604
2022-04-15,14.5933
2022-04-18,14.6181
2022-04-19,14.6252
2022-04-20,14.6343
2022-04-21,14.6424
2022-04-22,14.6605
2022-04-25,14.7068
2022-04-26,14.7439
2022-04-27,14.767
2022-04-28,14.7962
2022-04-29,14.7798
2022-05-05,14.7852
2022-05-06,14.8313
2022-05-09,14.8978
2022-05-10,14.974
2022-05-11,15.1926
2022-05-12,15.2882
2022-05-13,15.3526
2022-05-16,15.4378
2022-05-17,15.5639
2022-05-18,15.7886
2022-05-20,15.9205
2022-05-23,15.9249
2022-05-24,15.8494
2022-05-25,16.0846
2022-05-26,16.267
2022-05-27,16.3681
2022-05-30,16.3479
2022-05-31,16.3562
2022-06-01,16.3876
2022-06-02,16.4127
2022-06-03,16.439
2022-06-06,16.4765
2022-06-07,16.5588
2022-06-08,16.7084
2022-06-09,17.0925
2022-06-10,17.1985
2022-06-13,17.0589
2022-06-14,17.2344
2022-06-15,17.2343
2022-06-16,17.2568
2022-06-17,17.288
2022-06-20,17.2905
2022-06-21,17.3113
2022-06-22,17.3168
2022-06-23,17.3301
2022-06-24,17.347
2022-06-27,17.3478
2022-06-28,16.646
2022-06-29,16.6189
2022-06-30,16.669
2022-07-01,16.6614
2022-07-04,16.7155
2022-07-05,16.7935
2022-07-06,16.9369
2022-07-07,17.1818
2022-07-08,17.2601
2022-07-13,17.2601
2022-07-14,17.3913
2022-07-18,17.4581
2022-07-19,17.4635
2022-07-20,17.5425
2022-07-21,17.5605
2022-07-22,17.6282
2022-07-25,17.711
2022-07-26,17.8011
2022-07-27,17.8335
2022-07-28,17.8701
2022-07-29,17.9044
2022-08-01,17.8939
2022-08-02,17.9254
2022-08-03,17.9327
2022-08-04,17.9358
2022-08-05,17.935
2022-08-08,17.9362
2022-08-09,17.9393
2022-08-10,17.9319
2022-08-11,17.9308
2022-08-12,17.9356
2022-08-15,17.9366
2022-08-16,17.9411
2022-08-17,17.942
2022-08-18,17.9411
2022-08-19,17.9688
2022-08-22,18.0767
2022-08-23,18.0988
2022-08-24,18.1018
2022-08-25,18.1176
2022-08-26,18.1466
2022-08-29,18.1564
2022-08-31,18.1648
2022-09-01,18.1704
2022-09-02,18.1805
2022-09-05,18.2009
2022-09-06,18.205
2022-09-07,18.2048
2022-09-08,18.214
2022-09-09,18.2195
2022-09-12,18.2189
2022-09-13,18.2187
2022-09-14,18.2205
2022-09-15,18.2321
2022-09-16,18.2427
2022-09-19,18.2474
2022-09-20,18.2658
2022-09-21,18.2786
2022-09-22,18.2949
2022-09-23,18.3401
2022-09-26,18.3702
2022-09-27,18.4266
2022-09-28,18.4509
2022-09-29,18.4862
2022-09-30,18.5038
2022-10-03,18.5187
2022-10-04,18.5397
2022-10-05,18.5447
2022-10-06,18.555
2022-10-07,18.5589
2022-10-10,18.5592
2022-10-11,18.5581
2022-10-12,18.5615
2022-10-13,18.5664
2022-10-14,18.5656
2022-10-17,18.5596
2022-10-18,18.5663
2022-10-19,18.5663
2022-10-20,18.5661
2022-10-21,18.5687
2022-10-24,18.5741
2022-10-25,18.583
2022-10-26,18.5825
2022-10-27,18.5865
2022-10-28,18.588
2022-10-31,18.588
2022-11-01,18.5915
2022-11-02,18.5956
2022-11-03,18.5981
2022-11-04,18.5972
2022-11-07,18.5936
2022-11-08,18.5833
2022-11-09,18.5803
2022-11-10,18.5791
2022-11-11,18.5793
2022-11-14,18.5115
2022-11-15,18.5819
2022-11-16,18.5864
2022-11-17,18.5916
2022-11-18,18.5959
2022-11-21,18.5945
2022-11-22,18.5979
2022-11-23,18.6033
2022-11-24,18.6062
2022-11-25,18.6045
2022-11-28,18.6071
2022-11-29,18.6069
2022-11-30,18.614
2022-12-01,18.6194
2022-12-02,18.6123
2022-12-05,18.6103
2022-12-06,18.613
2022-12-07,18.6143
2022-12-08,18.6166
2022-12-09,18.6202
2022-12-12,18.6208
2022-12-13,18.6199
2022-12-14,18.6246
2022-12-15,18.6266
2022-12-16,18.6254
2022-12-19,18.6268
2022-12-20,18.6312
2022-12-21,18.6381
2022-12-22,18.6432
2022-12-23,18.6522
2022-12-26,18.6592
2022-12-27,18.6649
2022-12-28,18.6813
2022-12-29,18.6964
2022-12-30,18.6966
2023-01-02,18.6983
2023-01-03,18.7029
2023-01-04,18.7105
2023-01-05,18.7194
2023-01-06,18.7387
2023-01-09,18.7498
2023-01-10,18.7538
2023-01-11,18.7555
2023-01-12,18.7581
2023-01-13,18.7608
2023-01-16,18.7592
2023-01-17,18.7681
2023-01-18,18.7691
2023-01-19,18.7701
2023-01-20,18.7742
2023-01-23,18.7771
2023-01-24,18.7844
2023-01-25,18.7735
2023-01-26,18.785
2023-01-27,18.7853
2023-01-30,18.7852
2023-01-31,18.7876
2023-02-01,18.7878
2023-02-02,18.7897
2023-02-03,18.7913
2023-02-06,18.7948
2023-02-07,18.8092
2023-02-08,18.8087
2023-02-09,18.81
2023-02-10,18.8109
2023-02-13,18.8112
2023-02-14,18.8184
2023-02-15,18.8225
2023-02-16,18.8282
2023-02-17,18.832
2023-02-20,18.836
2023-02-21,18.8438
2023-02-22,18.8464
2023-02-23,18.8506
2023-02-24,18.8548
2023-02-27,18.8567
2023-02-28,18.8632
2023-03-01,18.8647
2023-03-02,18.8652
2023-03-03,18.867
2023-03-06,18.8587
2023-03-07,18.8801
2023-03-08,18.8907
2023-03-09,18.9135
2023-03-10,18.9295
2023-03-13,18.9374
2023-03-14,18.9494
2023-03-15,18.9514
2023-03-16,18.9583
2023-03-17,18.9756
2023-03-20,18.9785
2023-03-21,18.9919
2023-03-22,19.0014
2023-03-23,19.0165
2023-03-24,19.0223
2023-03-27,19.0371
2023-03-28,19.068
2023-03-29,19.0839
2023-03-30,19.107
2023-03-31,19.146
2023-04-03,19.1532
2023-04-04,19.1788
2023-04-05,19.2001
2023-04-06,19.2266
2023-04-07,19.2361
2023-04-10,19.2332
2023-04-11,19.238
2023-04-12,19.2619
2023-04-13,19.2885
2023-04-14,19.307
2023-04-17,19.3363
2023-04-18,19.3542
2023-04-19,19.3755
2023-04-20,19.3806
2023-04-24,19.3806
2023-04-25,19.3853
2023-04-26,19.3937
2023-04-27,19.4029
2023-04-28,19.4103
2023-05-02,19.4268
2023-05-03,19.4417
2023-05-04,19.4511
2023-05-05,19.4647
2023-05-08,19.4747
2023-05-09,19.4837
2023-05-10,19.4909
2023-05-11,19.5134
2023-05-12,19.5389
2023-05-15,19.5649
2023-05-16,19.6386
2023-05-17,19.68
2023-05-18,19.7336
2023-05-22,19.7607
2023-05-23,19.8047
2023-05-24,19.827
2023-05-25,19.86
2023-05-26,19.9027
2023-05-29,19.9512
2023-05-30,20.0453
2023-05-31,20.3104
2023-06-01,20.6632
2023-06-02,20.7529
2023-06-05,20.8447
2023-06-06,21.1465
2023-06-07,21.4565
2023-06-08,23.021
2023-06-09,23.3212
2023-06-12,23.4314
2023-06-13,23.6117
2023-06-14,23.6387
2023-06-15,23.5989
2023-06-16,23.6389
2023-06-19,23.6388
2023-06-20,23.6371
2023-06-21,23.577
2023-06-22,23.5493
2023-06-23,23.6239
2023-06-26,25.2505
2023-06-27,25.8231
2023-07-03,25.8231
2023-07-04,26.0312
2023-07-05,26.0035
2023-07-06,26.0474
2023-07-07,26.0452
2023-07-10,26.0381
2023-07-11,26.0564
2023-07-12,26.0721
2023-07-13,26.1099
2023-07-14,26.1195
2023-07-17,26.1446
2023-07-18,26.2388
2023-07-19,26.8232
2023-07-20,26.8963
2023-07-21,26.8878
2023-07-24,26.8944
2023-07-25,26.9212
2023-07-26,26.9263
2023-07-27,26.9283
2023-07-28,26.9308
2023-07-31,26.9394
2023-08-01,26.9323
2023-08-02,26.9329
2023-08-03,26.9382
2023-08-04,26.9498
2023-08-07,26.9545
2023-08-08,26.9651
2023-08-09,26.982
2023-08-10,26.9892
2023-08-11,26.9978
2023-08-14,27.0059
2023-08-15,27.017
2023-08-16,27.022
2023-08-17,27.0254
2023-08-18,27.0681
2023-08-21,27.0606
2023-08-22,27.1275
2023-08-23,27.1676
2023-08-24,27.1737
2023-08-25,27.0937
2023-08-28,26.406
2023-08-29,26.5271
2023-08-31,26.5763
2023-09-01,26.6658
2023-09-04,26.6783
2023-09-05,26.735
2023-09-06,26.7605
2023-09-07,26.7701
2023-09-08,26.8048
2023-09-11,26.8087
2023-09-12,26.8414
2023-09-13,26.8582
2023-09-14,26.9024
2023-09-15,26.9069
2023-09-18,26.93
2023-09-19,26.9814
2023-09-20,26.9938
2023-09-21,26.991
2023-09-22,27.002
2023-09-25,27.1039
2023-09-26,27.1751
2023-09-27,27.2108
2023-09-28,27.264
2023-09-29,27.3752
2023-10-02,27.3767
2023-10-03,27.4044
2023-10-04,27.4518
2023-10-05,27.5316
2023-10-06,27.5264
2023-10-09,27.558
2023-10-10,27.6559
2023-10-11,27.6791
2023-10-12,27.6894
2023-10-13,27.7077
2023-10-16,27.7439
2023-10-17,27.8364
2023-10-18,27.8719
2023-10-19,27.9659
2023-10-20,27.9649
2023-10-23,27.9714
2023-10-24,28.0103
2023-10-25,28.0536
2023-10-26,28.0807
2023-10-27,28.1026
2023-10-30,28.1258
2023-10-31,28.2043
2023-11-01,28.2366
2023-11-02,28.2806
2023-11-03,28.3063
2023-11-06,28.3479
2023-11-07,28.3884
2023-11-08,28.4353
2023-11-09,28.4767
2023-11-10,28.4759
2023-11-13,28.4857
2023-11-14,28.542
2023-11-15,28.5826
2023-11-16,28.6163
2023-11-17,28.6529
2023-11-20,28.6592
2023-11-21,28.7051
2023-11-22,28.7474
2023-11-23,28.7618
2023-11-24,28.7786
2023-11-27,28.8088
2023-11-28,28.8584
2023-11-29,28.8768
2023-11-30,28.8596
2023-12-01,28.8209
2023-12-04,28.8553
2023-12-05,28.8515
2023-12-06,28.8705
2023-12-07,28.8793
2023-12-08,28.874
2023-12-11,28.8974
2023-12-12,28.9396
2023-12-13,28.9773
2023-12-14,29.0056
2023-12-15,28.9805
2023-12-18,28.9847
2023-12-19,29.0053
2023-12-20,29.0299
2023-12-21,29.0677
2023-12-22,29.0897
2023-12-25,29.1344
2023-12-26,29.2108
2023-12-27,29.2647
2023-12-28,29.3374
2023-12-29,29.3973
2024-01-02,29.4382
2024-01-03,29.6675
2024-01-04,29.7394
2024-01-05,29.7452
2024-01-08,29.7714
2024-01-09,29.8342
2024-01-10,29.8823
2024-01-11,29.9136
2024-01-12,29.9581
2024-01-15,30.0163
2024-01-16,30.0449
2024-01-17,30.047
2024-01-18,30.0721
2024-01-19,30.0847
2024-01-22,30.1219
2024-01-23,30.1806
2024-01-24,30.2185
2024-01-25,30.2145
2024-01-26,30.2185
2024-01-29,30.2343
2024-01-30,30.2849
2024-01-31,30.3053
2024-02-01,30.2952
2024-02-02,30.3063
2024-02-05,30.3735
2024-02-06,30.477
2024-02-07,30.5077
2024-02-08,30.5349
2024-02-09,30.5357
2024-02-12,30.6005
2024-02-13,30.6318
2024-02-14,30.669
2024-02-15,30.6835
2024-02-16,30.6968
2024-02-19,30.7221
2024-02-20,30.804
2024-02-21,30.8388
2024-02-22,30.9096
2024-02-23,30.9582
2024-02-26,31.0047
2024-02-27,31.0441
2024-02-28,31.0737
2024-02-29,31.1201
2024-03-01,31.1597
2024-03-04,31.2392
2024-03-05,31.4069
2024-03-06,31.5457
2024-03-07,31.6612
2024-03-08,31.7768
2024-03-11,31.8618
2024-03-12,31.9378
2024-03-13,31.9856
2024-03-14,32.039
2024-03-15,32.0629
2024-03-18,32.1214
2024-03-19,32.2448
2024-03-20,32.2791
2024-03-21,32.3294
2024-03-22,32.3105
2024-03-25,31.9675
2024-03-26,32.0592
2024-03-27,32.1005
2024-03-28,32.165
2024-03-29,32.2596
2024-04-01,32.2854
2024-04-02,32.3568
2024-04-03,32.1302
2024-04-04,31.9392
2024-04-05,31.8396
2024-04-08,31.9209
2024-04-09,32.006
2024-04-15,32.006
2024-04-16,32.3271
2024-04-17,32.4049
2024-04-18,32.4626
2024-04-19,32.4551
2024-04-22,32.5096
2024-04-24,32.5
2024-04-25,32.4742
2024-04-26,32.4747
