program,yil,giris,ovp_ortalama,cikis,deval_yuzde,gun,tufe_yuzde,reel_tl_yuzde,makas_puan
ovp2027,2026,42.8623,46.86765513454146,51.802196862045186,20.8572495224129,81,28.4,6.241040986282176,7.542750477587099
ovp2027,2027,51.802196862045186,56.05191532258065,60.49149685798735,16.773999023791795,251,21.0,3.618957140747736,4.226000976208205
ovp2027,2028,60.49149685798735,63.69392635102822,66.98069153044305,10.727449326787264,251,13.5,2.503941606231863,2.772550673212736
ovp2027,2029,66.98069153044305,68.82741573033708,70.69271883428877,5.54193636857061,251,9.0,3.276483026948873,3.4580636314293898
ovp2026,2026,42.8623,46.59650180940893,50.10698638666172,16.902234333345902,81,16.0,-0.7717853627786098,-0.902234333345902
ovp2026,2027,50.10698638666172,50.71242200794101,51.31785223133041,2.4165609069457528,251,9.0,6.428100138058612,6.583439093054247
ovp2026,2028,51.31785223133041,53.76299045599151,56.26427238307617,9.638790277988063,251,8.0,-1.4947175847461636,-1.638790277988063
