o,h,l,c,v,ts
15562.7001953125,15598.259765625,15548.5498046875,15578.0595703125,0,2026-04-08 11:30:00
15577.66015625,15673.08984375,15558.3095703125,15661.25,0,2026-04-08 12:30:00
15662.1904296875,15693.8896484375,15595.91015625,15602.0595703125,0,2026-04-08 13:30:00
15605.5302734375,15606.599609375,15521.5595703125,15538.330078125,0,2026-04-08 14:30:00
15520.7001953125,15602.099609375,15505.91015625,15552.9697265625,0,2026-04-09 06:30:00
15554.7998046875,15620.5400390625,15534.759765625,15597.48046875,0,2026-04-09 07:30:00
15596.2802734375,15655.4599609375,15594.3095703125,15615.26953125,0,2026-04-09 08:30:00
15616.6796875,15626.7099609375,15581.9697265625,15604.01953125,0,2026-04-09 09:30:00
15604.900390625,15605.919921875,15550.8603515625,15579.66015625,0,2026-04-09 10:30:00
15579.16015625,15706.2900390625,15573.25,15644.080078125,0,2026-04-09 11:30:00
15645.349609375,15745.0302734375,15634.9697265625,15698.6396484375,0,2026-04-09 12:30:00
15698.6396484375,15728.599609375,15652.0400390625,15652.0400390625,0,2026-04-09 13:30:00
15660.2197265625,15699.6298828125,15633.4296875,15688.0400390625,0,2026-04-09 14:30:00
15712.1201171875,15899.5302734375,15712.1201171875,15893.6396484375,0,2026-04-10 06:30:00
15894.4296875,15899.330078125,15842.6103515625,15858.169921875,0,2026-04-10 07:30:00
15858.5595703125,15918.1201171875,15851.1396484375,15916.26953125,0,2026-04-10 08:30:00
15917.0302734375,15954.919921875,15910.6396484375,15944.5400390625,0,2026-04-10 09:30:00
15945.2001953125,16014.0400390625,15922.6396484375,15979.0400390625,0,2026-04-10 10:30:00
15978.400390625,15982.9404296875,15927.830078125,15966.73046875,0,2026-04-10 11:30:00
15967.490234375,16033.650390625,15950.6396484375,16028.419921875,0,2026-04-10 12:30:00
16028.080078125,16166.080078125,15988.1298828125,16127.66015625,0,2026-04-10 13:30:00
16127.3896484375,16170.1103515625,16123.8095703125,16160.3798828125,0,2026-04-10 14:30:00
16188.9296875,16188.9296875,15938.669921875,16021.830078125,0,2026-04-13 06:30:00
16023.349609375,16026.83984375,15915.8701171875,15981.490234375,0,2026-04-13 07:30:00
15983.740234375,16088.7099609375,15975.419921875,16079.0498046875,0,2026-04-13 08:30:00
16078.599609375,16115.330078125,16049.9599609375,16113.9404296875,0,2026-04-13 09:30:00
16111.400390625,16190.740234375,16080.3701171875,16155.150390625,0,2026-04-13 10:30:00
16157.2001953125,16215.4404296875,16139.33984375,16171.26953125,0,2026-04-13 11:30:00
16172.0595703125,16190.48046875,16126.1201171875,16149.1103515625,0,2026-04-13 12:30:00
16152.330078125,16249.2099609375,16125.0400390625,16160.419921875,0,2026-04-13 13:30:00
16159.9697265625,16210.4501953125,16143.830078125,16201.849609375,0,2026-04-13 14:30:00
16176.650390625,16432.23046875,16176.650390625,16427.400390625,0,2026-04-14 06:30:00
16427.490234375,16556.869140625,16415.58984375,16553.060546875,0,2026-04-14 07:30:00
16553.94921875,16555.759765625,16440.759765625,16443.599609375,0,2026-04-14 08:30:00
16445.19921875,16457.509765625,16343.4599609375,16361.009765625,0,2026-04-14 09:30:00
16360.150390625,16369.98046875,16264.9296875,16287.08984375,0,2026-04-14 10:30:00
16287.580078125,16336.2802734375,16268.4599609375,16289.16015625,0,2026-04-14 11:30:00
16286.83984375,16299.7001953125,16210.8095703125,16235.3701171875,0,2026-04-14 12:30:00
