o,h,l,c,v,ts
13662.75,13722.4697265625,13662.75,13722.4697265625,0,2026-06-01 06:55:00
13722.4697265625,13815.1796875,13722.4697265625,13770.01953125,0,2026-06-01 07:00:00
13770.1201171875,13880.3896484375,13763.3203125,13876.41015625,0,2026-06-01 07:05:00
13881.48046875,13915.650390625,13860.740234375,13915.650390625,0,2026-06-01 07:10:00
13913.8095703125,13922.4501953125,13879.599609375,13879.599609375,0,2026-06-01 07:15:00
13881.2900390625,13882.8603515625,13859.419921875,13873.4599609375,0,2026-06-01 07:20:00
13874.3095703125,13887.0,13828.740234375,13831.0302734375,0,2026-06-01 07:25:00
13831.0498046875,13836.3603515625,13778.3701171875,13778.3701171875,0,2026-06-01 07:30:00
13779.849609375,13799.990234375,13764.1796875,13764.5302734375,0,2026-06-01 07:35:00
13765.9404296875,13776.4501953125,13750.1103515625,13752.25,0,2026-06-01 07:40:00
13751.6396484375,13789.0595703125,13749.1904296875,13788.7197265625,0,2026-06-01 07:45:00
13788.01953125,13800.6298828125,13785.419921875,13798.2802734375,0,2026-06-01 07:50:00
13797.490234375,13823.0302734375,13792.4501953125,13821.25,0,2026-06-01 07:55:00
13820.2197265625,13830.26953125,13813.1298828125,13821.6396484375,0,2026-06-01 08:00:00
13822.3603515625,13842.3603515625,13805.8798828125,13828.1298828125,0,2026-06-01 08:05:00
13828.2197265625,13831.0703125,13819.419921875,13821.8203125,0,2026-06-01 08:10:00
13822.83984375,13822.83984375,13793.7802734375,13812.3701171875,0,2026-06-01 08:15:00
13812.7001953125,13816.5498046875,13795.6298828125,13808.169921875,0,2026-06-01 08:20:00
13808.4697265625,13817.3603515625,13801.6904296875,13801.6904296875,0,2026-06-01 08:25:00
13804.2900390625,13819.2099609375,13803.8603515625,13807.6201171875,0,2026-06-01 08:30:00
13804.0703125,13818.5595703125,13801.8603515625,13818.2900390625,0,2026-06-01 08:35:00
13819.650390625,13825.5400390625,13810.6796875,13811.6396484375,0,2026-06-01 08:40:00
13811.6201171875,13817.3701171875,13802.01953125,13808.9296875,0,2026-06-01 08:45:00
13809.1201171875,13810.900390625,13800.9599609375,13802.0595703125,0,2026-06-01 08:50:00
13803.2998046875,13813.1298828125,13801.01953125,13802.98046875,0,2026-06-01 08:55:00
13803.6103515625,13826.080078125,13802.98046875,13823.740234375,0,2026-06-01 09:00:00
13824.419921875,13824.419921875,13799.6396484375,13803.2197265625,0,2026-06-01 09:05:00
13803.6396484375,13814.240234375,13803.6396484375,13811.73046875,0,2026-06-01 09:10:00
13811.919921875,13814.5302734375,13800.73046875,13803.8203125,0,2026-06-01 09:15:00
13803.25,13806.330078125,13794.490234375,13797.66015625,0,2026-06-01 09:20:00
13796.7197265625,13801.26953125,13794.2900390625,13799.9404296875,0,2026-06-01 09:25:00
13800.4501953125,13810.16015625,13796.83984375,13806.7900390625,0,2026-06-01 09:30:00
13806.8701171875,13815.599609375,13803.4296875,13813.33984375,0,2026-06-01 09:35:00
13814.5498046875,13821.6103515625,13812.419921875,13821.01953125,0,2026-06-01 09:40:00
13822.490234375,13828.759765625,13812.4296875,13817.1201171875,0,2026-06-01 09:45:00
13817.1201171875,13827.5302734375,13814.5400390625,13818.759765625,0,2026-06-01 09:50:00
13820.3203125,13825.7099609375,13816.0,13819.580078125,0,2026-06-01 09:55:00
13819.240234375,13832.849609375,13818.6103515625,13831.98046875,0,2026-06-01 10:00:00
13832.25,13832.5,13821.7802734375,13830.4501953125,0,2026-06-01 10:05:00
13829.919921875,13839.900390625,13827.150390625,13838.009765625,0,2026-06-01 10:10:00
13836.08984375,13840.08984375,13826.3798828125,13836.599609375,0,2026-06-01 10:15:00
13837.4296875,13839.51953125,13830.259765625,13837.3701171875,0,2026-06-01 10:20:00
13838.0,13843.0703125,13832.9404296875,13833.2802734375,0,2026-06-01 10:25:00
13837.0498046875,13846.08984375,13834.8603515625,13838.759765625,0,2026-06-01 10:30:00
13839.1298828125,13841.1201171875,13825.6201171875,13827.75,0,2026-06-01 10:35:00
13828.599609375,13835.1103515625,13821.76953125,13831.759765625,0,2026-06-01 10:40:00
13831.900390625,13831.900390625,13816.599609375,13823.8896484375,0,2026-06-01 10:45:00
13822.490234375,13834.0595703125,13820.8203125,13830.5703125,0,2026-06-01 10:50:00
