o,h,l,c,v,ts
15493.669921875,15550.2900390625,15493.669921875,15550.2900390625,0,2026-06-01 06:55:00
15550.2900390625,15646.650390625,15550.2900390625,15604.240234375,0,2026-06-01 07:00:00
15605.2197265625,15745.26953125,15594.6796875,15744.2197265625,0,2026-06-01 07:05:00
15752.2802734375,15803.759765625,15726.3203125,15803.759765625,0,2026-06-01 07:10:00
15801.3798828125,15813.650390625,15758.7197265625,15758.7197265625,0,2026-06-01 07:15:00
15760.2900390625,15762.490234375,15726.6396484375,15738.9697265625,0,2026-06-01 07:20:00
15740.509765625,15755.3701171875,15676.7802734375,15679.8603515625,0,2026-06-01 07:25:00
15680.25,15687.66015625,15611.1796875,15611.1796875,0,2026-06-01 07:30:00
15613.9404296875,15636.9599609375,15588.6103515625,15589.3798828125,0,2026-06-01 07:35:00
15592.7197265625,15606.76953125,15574.5703125,15578.58984375,0,2026-06-01 07:40:00
15577.740234375,15627.7900390625,15573.9599609375,15627.3798828125,0,2026-06-01 07:45:00
15626.83984375,15638.5400390625,15622.2802734375,15633.150390625,0,2026-06-01 07:50:00
15631.419921875,15663.740234375,15625.01953125,15660.3701171875,0,2026-06-01 07:55:00
15659.0,15673.740234375,15653.2802734375,15660.7001953125,0,2026-06-01 08:00:00
15661.98046875,15689.650390625,15642.08984375,15670.6201171875,0,2026-06-01 08:05:00
15670.6201171875,15677.33984375,15661.169921875,15666.6298828125,0,2026-06-01 08:10:00
15667.9296875,15667.9296875,15630.2001953125,15653.8603515625,0,2026-06-01 08:15:00
15654.41015625,15656.150390625,15629.6904296875,15648.5,0,2026-06-01 08:20:00
15649.33984375,15659.0498046875,15635.849609375,15635.849609375,0,2026-06-01 08:25:00
15640.509765625,15661.7900390625,15640.509765625,15650.4697265625,0,2026-06-01 08:30:00
15645.0302734375,15662.740234375,15641.7802734375,15662.419921875,0,2026-06-01 08:35:00
15664.4296875,15672.4404296875,15650.169921875,15653.169921875,0,2026-06-01 08:40:00
15653.1904296875,15661.51953125,15640.650390625,15651.259765625,0,2026-06-01 08:45:00
15651.76953125,15654.3203125,15640.169921875,15641.4296875,0,2026-06-01 08:50:00
15643.0400390625,15658.150390625,15640.099609375,15644.7197265625,0,2026-06-01 08:55:00
15645.73046875,15675.91015625,15643.01953125,15671.650390625,0,2026-06-01 09:00:00
15672.650390625,15672.650390625,15638.6201171875,15644.5400390625,0,2026-06-01 09:05:00
15645.1298828125,15657.740234375,15644.080078125,15653.650390625,0,2026-06-01 09:10:00
15654.08984375,15657.2900390625,15636.3203125,15640.76953125,0,2026-06-01 09:15:00
15639.9296875,15643.509765625,15626.0498046875,15630.5400390625,0,2026-06-01 09:20:00
15629.4501953125,15634.3701171875,15625.240234375,15629.6298828125,0,2026-06-01 09:25:00
15630.5302734375,15642.759765625,15625.16015625,15639.759765625,0,2026-06-01 09:30:00
15639.759765625,15651.0595703125,15635.6298828125,15648.2197265625,0,2026-06-01 09:35:00
15649.7197265625,15658.6904296875,15645.740234375,15656.98046875,0,2026-06-01 09:40:00
15659.3203125,15670.8701171875,15647.6796875,15655.1103515625,0,2026-06-01 09:45:00
15654.919921875,15667.919921875,15651.1396484375,15655.400390625,0,2026-06-01 09:50:00
15657.580078125,15665.9599609375,15652.3095703125,15655.400390625,0,2026-06-01 09:55:00
15654.91015625,15675.150390625,15653.8095703125,15673.0400390625,0,2026-06-01 10:00:00
15673.4296875,15674.1396484375,15659.91015625,15670.26953125,0,2026-06-01 10:05:00
15669.4404296875,15683.650390625,15665.8798828125,15680.8603515625,0,2026-06-01 10:10:00
15678.1103515625,15684.7099609375,15666.01953125,15678.2900390625,0,2026-06-01 10:15:00
15679.599609375,15683.169921875,15668.330078125,15677.1298828125,0,2026-06-01 10:20:00
15678.0400390625,15683.33984375,15667.830078125,15668.0703125,0,2026-06-01 10:25:00
15673.4697265625,15685.599609375,15670.8095703125,15676.080078125,0,2026-06-01 10:30:00
15677.080078125,15678.599609375,15655.8203125,15659.509765625,0,2026-06-01 10:35:00
15660.6904296875,15667.73046875,15651.349609375,15662.7802734375,0,2026-06-01 10:40:00
15662.7802734375,15662.7802734375,15639.740234375,15649.4296875,0,2026-06-01 10:45:00
15647.66015625,15664.6904296875,15645.0595703125,15658.33984375,0,2026-06-01 10:50:00
15657.580078125,15660.2900390625,15647.0400390625,15651.5400390625,0,2026-06-01 10:55:00
15651.9599609375,15669.490234375,15648.509765625,15666.3896484375,0,2026-06-01 11:00:00
15665.919921875,15667.5703125,15641.5400390625,15642.830078125,0,2026-06-01 11:05:00
15644.5703125,15648.5703125,15638.1103515625,15641.23046875,0,2026-06-01 11:10:00
15642.83984375,15646.509765625,15635.990234375,15643.01953125,0,2026-06-01 11:15:00
15642.9697265625,15648.26953125,15637.5400390625,15645.8798828125,0,2026-06-01 11:20:00
15643.0,15659.6201171875,15642.91015625,15654.6796875,0,2026-06-01 11:25:00
15654.41015625,15662.5595703125,15648.26953125,15659.7802734375,0,2026-06-01 11:30:00
15661.3798828125,15685.080078125,15657.26953125,15676.25,0,2026-06-01 11:35:00
15675.7099609375,15683.919921875,15670.0498046875,15671.73046875,0,2026-06-01 11:40:00
15672.2802734375,15673.0703125,15655.4697265625,15673.0703125,0,2026-06-01 11:45:00
15673.0703125,15673.0703125,15648.8896484375,15651.9404296875,0,2026-06-01 11:50:00
15653.08984375,15661.5,15649.5595703125,15651.0595703125,0,2026-06-01 11:55:00
15651.3203125,15652.6396484375,15639.5703125,15646.58984375,0,2026-06-01 12:00:00
15645.7001953125,15657.1201171875,15638.9599609375,15642.240234375,0,2026-06-01 12:05:00
15641.33984375,15648.2900390625,15636.16015625,15639.509765625,0,2026-06-01 12:10:00
15639.41015625,15649.740234375,15635.919921875,15640.6396484375,0,2026-06-01 12:15:00
15639.8095703125,15642.0498046875,15627.8798828125,15636.8701171875,0,2026-06-01 12:20:00
15635.8603515625,15656.4296875,15633.0498046875,15653.150390625,0,2026-06-01 12:25:00
15652.41015625,15660.849609375,15646.9599609375,15656.400390625,0,2026-06-01 12:30:00
15654.7998046875,15666.4697265625,15648.6796875,15664.51953125,0,2026-06-01 12:35:00
15663.6904296875,15713.9501953125,15658.26953125,15713.9501953125,0,2026-06-01 12:40:00
15714.3095703125,15721.2001953125,15685.1103515625,15707.98046875,0,2026-06-01 12:45:00
15704.849609375,15707.990234375,15679.2998046875,15691.509765625,0,2026-06-01 12:50:00
15690.419921875,15692.169921875,15678.73046875,15687.919921875,0,2026-06-01 12:55:00
15687.8603515625,15710.01953125,15682.7900390625,15692.1103515625,0,2026-06-01 13:00:00
15691.9501953125,15694.7197265625,15681.240234375,15690.5400390625,0,2026-06-01 13:05:00
15689.509765625,15701.01953125,15591.6796875,15632.33984375,0,2026-06-01 13:10:00
15630.5703125,15649.8798828125,15618.419921875,15618.419921875,0,2026-06-01 13:15:00
15619.7197265625,15641.6796875,15578.48046875,15578.48046875,0,2026-06-01 13:20:00
15579.08984375,15580.7998046875,15519.2197265625,15519.2197265625,0,2026-06-01 13:25:00
15519.48046875,15550.23046875,15480.830078125,15545.3095703125,0,2026-06-01 13:30:00
15542.98046875,15560.98046875,15524.7998046875,15552.8203125,0,2026-06-01 13:35:00
15551.349609375,15553.509765625,15525.009765625,15540.2900390625,0,2026-06-01 13:40:00
15541.490234375,15568.759765625,15538.509765625,15551.6103515625,0,2026-06-01 13:45:00
15550.7099609375,15559.3896484375,15535.1298828125,15537.0400390625,0,2026-06-01 13:50:00
15536.1904296875,15537.7001953125,15486.5302734375,15487.4296875,0,2026-06-01 13:55:00
15489.08984375,15517.259765625,15486.73046875,15510.419921875,0,2026-06-01 14:00:00
15508.01953125,15557.33984375,15506.7802734375,15543.7802734375,0,2026-06-01 14:05:00
15544.169921875,15550.7998046875,15532.4296875,15540.0,0,2026-06-01 14:10:00
15540.4599609375,15572.2197265625,15522.2802734375,15522.2900390625,0,2026-06-01 14:15:00
