o,h,l,c,v,ts
2159.5,2160.75,2121.75,2134.5,2243746,2016-10-11
2133.0,2140.75,2126.25,2131.5,1483026,2016-10-12
2127.75,2132.25,2107.75,2126.25,2195134,2016-10-13
2126.25,2143.25,2122.25,2127.0,1841156,2016-10-14
2126.25,2130.0,2116.75,2123.0,1251946,2016-10-17
2122.5,2139.75,2120.25,2132.0,1139317,2016-10-18
2131.5,2142.5,2126.5,2138.0,948475,2016-10-19
2137.5,2144.5,2126.75,2137.0,1611098,2016-10-20
2136.0,2138.5,2123.25,2134.75,1409837,2016-10-21
2137.0,2149.0,2134.75,2144.25,1010790,2016-10-24
2144.75,2149.75,2135.25,2138.0,1198210,2016-10-25
2135.25,2140.0,2124.75,2134.0,1548442,2016-10-26
2133.75,2143.75,2122.5,2123.5,1795356,2016-10-27
2127.25,2135.25,2112.5,2123.75,2391182,2016-10-28
2120.0,2130.5,2114.75,2120.0,1371713,2016-10-31
2123.5,2129.5,2091.0,2103.75,2257062,2016-11-01
2102.25,2106.5,2087.25,2092.25,2013595,2016-11-02
2088.25,2098.75,2079.75,2083.5,1795490,2016-11-03
2084.0,2094.25,2078.75,2080.0,2079129,2016-11-04
2106.0,2130.75,2102.75,2129.0,1761750,2016-11-07
2129.0,2143.25,2119.0,2135.5,1751369,2016-11-08
2138.0,2166.75,2028.5,2160.25,5280237,2016-11-09
2159.5,2180.5,2147.75,2167.25,3132340,2016-11-10
2164.5,2174.5,2152.25,2160.5,1815339,2016-11-14
2161.0,2179.75,2158.5,2179.25,1443589,2016-11-15
2179.0,2185.0,2168.75,2172.75,1327887,2016-11-16
2172.5,2185.5,2171.75,2184.25,1350348,2016-11-17
2184.0,2187.5,2176.5,2180.75,1280719,2016-11-18
2179.5,2196.5,2178.5,2193.0,1233201,2016-11-21
2193.25,2203.0,2191.75,2200.25,1257560,2016-11-22
2201.25,2203.5,2192.0,2200.75,1101994,2016-11-23
2201.0,2211.75,2197.5,2211.25,561560,2016-11-25
2208.0,2209.5,2198.25,2200.75,1371374,2016-11-28
2200.25,2209.5,2196.25,2203.75,1405556,2016-11-29
2203.25,2213.75,2197.25,2198.75,1960189,2016-11-30
2199.5,2203.0,2186.0,2192.0,2148721,2016-12-01
2190.5,2197.25,2184.25,2192.0,1682042,2016-12-02
2184.0,2208.75,2179.0,2204.25,1663731,2016-12-05
2205.0,2212.0,2200.25,2210.0,1483946,2016-12-06
2211.25,2241.25,2206.75,2236.75,2328449,2016-12-07
2236.5,2251.5,2232.5,2247.75,2109978,2016-12-08
2246.75,2261.25,2245.0,2260.0,1090581,2016-12-09
2260.75,2270.25,2252.25,2256.0,1019782,2016-12-12
2256.0,2278.25,2253.25,2273.25,1053815,2016-12-13
2273.25,2277.0,2248.0,2257.0,767129,2016-12-14
2256.0,2272.75,2252.25,2263.5,477530,2016-12-15
2264.25,2269.5,2261.75,2267.5,1415262,2016-12-16
2256.0,2263.75,2254.0,2260.0,928690,2016-12-19
2260.25,2269.5,2260.0,2266.5,814005,2016-12-20
2267.25,2268.0,2258.0,2260.5,667705,2016-12-21
2258.25,2261.0,2251.5,2258.75,847626,2016-12-22
2257.5,2261.0,2254.25,2260.0,396535,2016-12-23
2258.75,2269.5,2257.75,2261.0,498741,2016-12-27
2261.25,2267.5,2243.5,2245.25,1000606,2016-12-28
2245.5,2250.0,2239.5,2245.0,913220,2016-12-29
2246.25,2252.75,2228.0,2236.25,1281987,2016-12-30
2240.75,2259.5,2239.5,2252.5,1810351,2017-01-03
2252.75,2267.25,2251.0,2264.25,1404875,2017-01-04
2264.5,2266.0,2254.0,2264.25,1324035,2017-01-05
2264.25,2277.0,2258.25,2271.5,1551007,2017-01-06
2271.25,2275.25,2263.5,2265.0,1025182,2017-01-09
2264.5,2274.0,2259.5,2263.75,1304523,2017-01-10
2263.75,2271.75,2255.0,2270.5,1733727,2017-01-11
2270.5,2270.5,2248.5,2263.5,1752976,2017-01-12
2264.5,2273.5,2262.75,2272.5,1192660,2017-01-13
2270.25,2270.5,2257.25,2262.75,1540220,2017-01-17
2262.0,2268.5,2258.25,2266.5,1111992,2017-01-18
2265.5,2269.5,2253.0,2261.5,1386240,2017-01-19
2261.0,2272.75,2259.75,2266.0,1737181,2017-01-20
2266.0,2267.5,2251.75,2262.0,1474482,2017-01-23
2260.75,2280.5,2259.5,2274.5,1273116,2017-01-24
2275.75,2295.25,2274.75,2294.0,1386477,2017-01-25
2293.75,2299.5,2289.5,2294.0,1170427,2017-01-26
2294.0,2296.75,2287.0,2289.0,942076,2017-01-27
2282.0,2285.75,2263.25,2276.0,1850992,2017-01-30
2275.75,2278.25,2262.25,2274.5,1628810,2017-01-31
2277.0,2285.0,2268.25,2274.5,1565006,2017-02-01
2275.0,2279.75,2264.5,2275.5,1414426,2017-02-02
2274.0,2294.0,2270.5,2291.0,1415043,2017-02-03
2293.0,2294.25,2283.5,2286.5,1164914,2017-02-06
2286.25,2295.0,2284.0,2288.5,1202059,2017-02-07
2285.75,2292.0,2281.0,2290.25,1283261,2017-02-08
2290.5,2307.75,2287.75,2304.25,1354847,2017-02-09
2304.25,2315.75,2303.0,2312.75,1177521,2017-02-10
2314.25,2329.0,2313.25,2326.25,1210205,2017-02-13
2326.5,2337.75,2319.75,2337.0,1390309,2017-02-14
2335.5,2351.5,2331.25,2350.5,1532340,2017-02-15
2350.25,2350.75,2336.75,2345.5,1737007,2017-02-16
2345.0,2348.75,2336.5,2348.0,1399520,2017-02-17
2346.5,2365.0,2346.0,2360.0,1653551,2017-02-21
2360.0,2363.75,2355.25,2361.0,1301504,2017-02-22
2362.0,2367.5,2353.0,2362.75,1556359,2017-02-23
2361.5,2365.75,2349.5,2365.0,1551959,2017-02-24
2362.75,2370.75,2361.0,2368.25,1156575,2017-02-27
2365.75,2368.75,2357.5,2362.75,1610710,2017-02-28
2364.5,2401.0,2363.25,2393.5,2171551,2017-03-01
2392.25,2394.25,2378.0,2382.0,1744834,2017-03-02
2379.75,2383.25,2373.75,2381.25,1357594,2017-03-03
2380.25,2380.75,2367.0,2375.5,1376883,2017-03-06
2371.25,2375.5,2364.5,2366.5,1303962,2017-03-07
2365.75,2373.0,2359.5,2364.0,1651698,2017-03-08
2363.75,2369.25,2354.0,2366.25,1788548,2017-03-09
2367.5,2379.75,2362.25,2371.75,1361113,2017-03-10
2370.75,2375.25,2368.0,2375.0,1042690,2017-03-13
2374.0,2374.75,2358.0,2366.5,952366,2017-03-14
2367.0,2390.5,2366.5,2383.75,621381,2017-03-15
2382.5,2392.0,2376.75,2382.75,377982,2017-03-16
2382.25,2385.75,2379.0,2384.5,1277357,2017-03-17
2373.75,2376.0,2365.5,2370.25,1076099,2017-03-20
2369.0,2378.75,2338.0,2342.25,2567939,2017-03-21
2340.5,2348.75,2332.25,2342.5,1883451,2017-03-22
2342.25,2356.0,2338.25,2340.0,1631527,2017-03-23
2341.0,2352.75,2331.75,2344.75,1600274,2017-03-24
2337.0,2341.5,2317.75,2338.5,1614233,2017-03-27
2340.5,2360.5,2333.5,2351.5,1623900,2017-03-28
2353.0,2359.75,2348.75,2357.0,1154538,2017-03-29
2357.0,2366.75,2353.25,2364.5,1164616,2017-03-30
2365.5,2366.75,2356.75,2359.25,1568884,2017-03-31
2357.5,2363.25,2340.0,2356.0,1716027,2017-04-03
2354.25,2358.75,2344.75,2356.5,1209054,2017-04-04
2358.75,2375.0,2343.75,2346.5,1938825,2017-04-05
2345.5,2361.25,2338.0,2353.75,1595949,2017-04-06
2355.25,2360.75,2336.75,2352.25,1473460,2017-04-07
2351.75,2363.25,2347.5,2352.5,1351301,2017-04-10
2354.25,2355.75,2333.25,2351.0,1856700,2017-04-11
2351.75,2356.5,2337.5,2340.75,1534596,2017-04-12
2338.75,2345.0,2324.0,2327.5,1587079,2017-04-13
2324.0,2346.0,2322.75,2345.0,981675,2017-04-17
2345.0,2347.0,2330.25,2337.25,1432200,2017-04-18
2337.75,2349.25,2331.25,2333.75,1254296,2017-04-19
2333.25,2358.25,2332.5,2352.0,1468523,2017-04-20
2352.75,2356.0,2340.5,2347.5,1277783,2017-04-21
2365.75,2376.75,2365.25,2370.0,1553985,2017-04-24
2370.0,2389.25,2368.25,2385.0,1324272,2017-04-25
2383.0,2394.75,2381.5,2382.25,1493096,2017-04-26
2381.5,2388.75,2378.75,2386.0,1115269,2017-04-27
2386.25,2388.75,2378.25,2380.5,1167297,2017-04-28
2381.5,2390.75,2377.0,2387.0,906278,2017-05-01
2386.25,2388.75,2381.75,2385.75,958983,2017-05-02
2384.0,2386.0,2375.5,2383.25,1076558,2017-05-03
2382.0,2390.75,2376.0,2385.5,1229736,2017-05-04
2386.0,2399.25,2379.0,2397.75,1127621,2017-05-05
2402.5,2403.75,2389.75,2395.0,957161,2017-05-08
2394.5,2400.0,2388.75,2393.25,1105436,2017-05-09
2391.75,2397.0,2387.5,2395.25,998859,2017-05-10
2395.0,2395.25,2379.0,2391.0,1356242,2017-05-11
2390.25,2391.5,2384.25,2388.75,1087422,2017-05-12
2388.75,2402.25,2388.0,2398.5,1041264,2017-05-15
2399.75,2404.5,2393.75,2397.0,1071111,2017-05-16
2396.5,2396.75,2354.75,2357.5,2814349,2017-05-17
2355.0,2375.0,2344.5,2363.5,2460956,2017-05-18
2364.0,2388.0,2361.0,2381.5,1672971,2017-05-19
2381.75,2394.25,2378.25,2392.75,1113022,2017-05-22
2393.5,2399.5,2386.75,2398.0,1024986,2017-05-23
2397.0,2404.0,2394.75,2402.0,984358,2017-05-24
2403.0,2417.75,2402.5,2413.5,1315611,2017-05-25
2413.0,2415.75,2408.0,2413.75,879560,2017-05-26
2414.0,2417.0,2407.75,2410.75,1040285,2017-05-30
2410.5,2416.75,2402.75,2411.0,1729723,2017-05-31
2413.75,2430.5,2410.5,2429.5,1432385,2017-06-01
2429.25,2439.75,2427.0,2437.75,1735800,2017-06-02
2435.25,2439.0,2433.0,2434.5,891938,2017-06-05
2434.25,2435.75,2426.25,2430.75,1353806,2017-06-06
2429.5,2435.0,2424.0,2432.0,1431930,2017-06-07
2431.5,2439.0,2427.25,2432.5,1445922,2017-06-08
2427.25,2445.75,2414.75,2430.5,1588107,2017-06-09
2430.0,2431.0,2419.0,2428.5,1253497,2017-06-12
2428.75,2441.5,2427.25,2440.0,1028985,2017-06-13
2440.25,2445.5,2427.75,2437.25,684544,2017-06-14
2436.0,2436.0,2418.25,2434.25,470700,2017-06-15
2433.75,2439.0,2432.5,2433.75,1336684,2017-06-16
2433.5,2451.5,2432.75,2447.5,1223334,2017-06-19
2447.75,2451.0,2434.0,2437.5,1332027,2017-06-20
2435.75,2440.0,2428.0,2433.5,1374762,2017-06-21
2431.75,2439.0,2428.0,2431.75,1056822,2017-06-22
2431.25,2438.75,2428.25,2435.0,1197448,2017-06-23
2432.0,2447.5,2430.0,2436.0,1265812,2017-06-26
2435.75,2437.25,2416.5,2420.5,1639883,2017-06-27
2417.0,2442.5,2413.75,2438.5,1560424,2017-06-28
2442.0,2445.0,2402.25,2420.0,2337789,2017-06-29
2420.75,2429.75,2415.0,2421.0,1638217,2017-06-30
2422.0,2436.5,2421.5,2425.0,766228,2017-07-03
2423.75,2432.25,2419.25,2428.0,1287423,2017-07-05
2428.0,2430.5,2405.25,2408.5,1603746,2017-07-06
2409.25,2425.0,2407.5,2422.5,1266391,2017-07-07
2423.0,2430.0,2419.25,2424.5,861222,2017-07-10
2423.75,2427.75,2410.25,2424.5,1132273,2017-07-11
2425.0,2443.75,2422.5,2440.0,1163339,2017-07-12
2441.25,2447.0,2439.0,2445.5,941061,2017-07-13
2446.5,2461.25,2442.0,2456.0,1091078,2017-07-14
2457.0,2460.5,2454.0,2458.5,862469,2017-07-17
2459.25,2461.0,2448.0,2457.75,1091158,2017-07-18
2459.75,2472.0,2457.75,2471.5,958463,2017-07-19
2471.0,2476.25,2465.5,2471.25,1106684,2017-07-20
2472.5,2475.25,2462.75,2469.5,1095937,2017-07-21
2469.75,2470.5,2463.5,2468.5,857750,2017-07-24
2467.0,2478.75,2466.25,2474.0,1074033,2017-07-25
2475.25,2479.75,2471.5,2473.25,972444,2017-07-26
2474.5,2480.5,2457.0,2472.0,1647577,2017-07-27
2472.0,2472.0,2461.5,2470.25,1156784,2017-07-28
2470.5,2475.0,2465.25,2468.0,1229202,2017-07-31
2468.0,2477.25,2466.25,2472.25,1043439,2017-08-01
2474.0,2476.0,2463.25,2473.5,1304650,2017-08-02
2473.25,2474.5,2466.0,2471.75,1087355,2017-08-03
2470.75,2477.75,2467.75,2472.0,1070866,2017-08-04
2472.25,2478.25,2472.0,2477.5,599701,2017-08-07
2477.5,2488.5,2467.5,2472.75,1367671,2017-08-08
2470.0,2474.5,2459.0,2473.0,1555517,2017-08-09
2474.0,2474.25,2432.75,2437.5,2324062,2017-08-10
2434.5,2446.5,2430.25,2440.0,1670104,2017-08-11
2441.5,2466.5,2441.5,2463.5,1470477,2017-08-14
2464.5,2473.25,2460.0,2463.75,1060173,2017-08-15
2464.5,2474.0,2461.5,2467.5,1137333,2017-08-16
2466.75,2468.5,2423.75,2429.5,2236170,2017-08-17
2426.75,2439.5,2419.5,2426.75,2203303,2017-08-18
2428.75,2431.5,2415.75,2428.0,1339966,2017-08-21
2428.0,2454.25,2427.5,2452.75,1367156,2017-08-22
2453.0,2454.75,2438.75,2441.5,1243382,2017-08-23
2440.25,2449.0,2434.5,2440.75,1407417,2017-08-24
2442.5,2453.5,2437.5,2442.5,1211227,2017-08-25
2442.0,2449.25,2436.25,2443.75,953054,2017-08-28
2434.0,2448.5,2421.0,2447.0,1615262,2017-08-29
2446.5,2459.75,2442.75,2455.75,1301444,2017-08-30
2455.25,2474.25,2454.75,2470.0,1752826,2017-08-31
2470.25,2479.75,2470.0,2474.25,1057024,2017-09-01
2461.25,2471.25,2445.5,2459.75,2123649,2017-09-05
2460.25,2469.0,2456.5,2465.5,1574076,2017-09-06
2464.0,2468.75,2457.5,2466.5,1534736,2017-09-07
2466.5,2467.5,2456.75,2462.5,1242750,2017-09-08
2468.0,2489.0,2468.0,2487.5,1333316,2017-09-11
2488.25,2497.0,2486.75,2496.0,1042880,2017-09-12
2497.0,2497.5,2490.75,2496.5,611367,2017-09-13
2496.25,2498.25,2489.5,2496.5,419698,2017-09-14
2496.0,2496.5,2489.5,2496.0,1367390,2017-09-15
2499.0,2506.0,2497.75,2502.75,1090827,2017-09-18
2502.75,2506.0,2501.0,2504.75,961109,2017-09-19
2503.75,2507.25,2494.0,2505.25,1232948,2017-09-20
2504.5,2506.25,2496.5,2501.0,1117630,2017-09-21
2500.75,2501.0,2492.0,2499.5,1024727,2017-09-22
2499.0,2504.5,2485.0,2497.0,1539626,2017-09-25
2498.0,2501.25,2492.25,2495.5,1144642,2017-09-26
2495.0,2509.25,2493.0,2504.5,1576031,2017-09-27
2503.25,2508.25,2499.0,2507.75,1109027,2017-09-28
2507.75,2517.75,2504.75,2516.0,1368322,2017-09-29
2518.0,2528.0,2517.0,2526.25,1138362,2017-10-02
2527.25,2533.5,2525.5,2532.75,849153,2017-10-03
2533.0,2538.0,2529.0,2536.25,956590,2017-10-04
2535.25,2550.75,2534.5,2550.0,1104438,2017-10-05
2548.75,2549.75,2541.5,2545.0,1169419,2017-10-06
2543.25,2550.5,2539.25,2543.75,735488,2017-10-09
2543.25,2553.25,2542.75,2548.5,1149236,2017-10-10
2548.75,2553.5,2544.25,2553.0,818238,2017-10-11
2552.25,2553.25,2546.25,2549.5,938476,2017-10-12
2548.0,2555.5,2547.0,2552.75,918541,2017-10-13
2552.25,2557.75,2550.75,2556.25,795923,2017-10-16
2555.5,2557.75,2552.25,2557.0,738739,2017-10-17
2556.5,2562.25,2556.25,2560.0,753384,2017-10-18
2560.0,2561.5,2542.5,2560.5,1362805,2017-10-19
2561.0,2574.5,2559.5,2574.0,1254054,2017-10-20
2572.75,2577.25,2561.5,2563.5,1272965,2017-10-23
2562.5,2570.25,2562.25,2567.25,1047808,2017-10-24
2564.75,2566.25,2541.5,2558.5,2099172,2017-10-25
2559.5,2565.0,2555.5,2561.5,1392205,2017-10-26
2561.5,2580.75,2557.5,2578.5,1561074,2017-10-27
2575.5,2578.25,2565.5,2568.25,1237600,2017-10-30
2568.0,2575.5,2566.75,2572.75,1051279,2017-10-31
2572.75,2585.5,2571.0,2574.75,1290220,2017-11-01
2571.5,2578.5,2562.25,2576.75,1297222,2017-11-02
2577.5,2585.5,2573.5,2582.75,992681,2017-11-03
2580.0,2590.0,2575.5,2588.75,848119,2017-11-06
2587.75,2593.5,2580.75,2586.75,1163840,2017-11-07
2584.0,2592.5,2579.75,2591.0,1058023,2017-11-08
2591.25,2594.5,2563.25,2584.0,2218191,2017-11-09
2582.0,2585.75,2571.5,2579.5,1193217,2017-11-10
2580.25,2585.5,2570.25,2582.0,1052173,2017-11-13
2580.25,2582.25,2564.25,2578.0,1582882,2017-11-14
2576.75,2577.0,2555.5,2565.0,1917948,2017-11-15
2564.25,2589.5,2562.25,2585.0,1528865,2017-11-16
2584.25,2586.0,2574.75,2576.25,1186958,2017-11-17
2576.0,2584.0,2567.75,2582.0,1000520,2017-11-20
2582.0,2600.5,2579.25,2596.25,1153787,2017-11-21
2595.75,2600.0,2592.75,2594.5,536543,2017-11-22
2593.25,2603.0,2589.5,2601.0,551196,2017-11-24
2601.0,2605.5,2596.5,2601.75,960112,2017-11-27
2602.25,2627.0,2597.5,2626.0,1558414,2017-11-28
2625.5,2634.25,2619.75,2625.0,1661775,2017-11-29
2625.0,2658.5,2621.75,2648.0,2346236,2017-11-30
2640.75,2650.75,2605.0,2644.0,2520826,2017-12-01
2654.5,2665.25,2633.75,2638.25,1756938,2017-12-04
2636.0,2648.75,2627.25,2628.25,1392821,2017-12-05
2626.75,2634.5,2620.0,2629.25,1307666,2017-12-06
2630.5,2641.25,2626.25,2639.5,1345485,2017-12-07
2639.5,2652.5,2637.75,2651.0,1154864,2017-12-08
2652.0,2664.75,2649.25,2661.5,1266601,2017-12-11
2662.75,2670.25,2660.5,2665.0,1032184,2017-12-12
2665.5,2672.5,2656.75,2666.5,758320,2017-12-13
2665.5,2670.75,2649.25,2653.25,473836,2017-12-14
2650.0,2667.25,2650.0,2666.75,1410847,2017-12-15
2683.0,2698.0,2682.5,2694.5,1040769,2017-12-18
2695.0,2698.0,2682.5,2684.0,980483,2017-12-19
2684.75,2695.5,2679.0,2681.5,981223,2017-12-20
2681.5,2696.0,2680.75,2687.75,853748,2017-12-21
2686.75,2691.5,2682.25,2686.0,360430,2017-12-22
2686.75,2689.5,2683.5,2687.0,376101,2017-12-26
2687.5,2691.0,2681.5,2685.5,666329,2017-12-27
2684.0,2689.0,2683.0,2685.75,535624,2017-12-28
2684.75,2698.25,2667.75,2676.0,1092038,2017-12-29
2675.25,2696.0,2674.5,2693.0,996265,2018-01-02
2693.75,2714.25,2692.25,2711.0,1114548,2018-01-03
2710.25,2729.0,2708.5,2723.75,1166017,2018-01-04
2725.0,2743.25,2723.75,2742.5,1136500,2018-01-05
2741.75,2748.5,2736.5,2746.75,903544,2018-01-08
2746.5,2760.0,2742.75,2752.25,1137598,2018-01-09
2749.75,2752.0,2736.5,2750.5,1289898,2018-01-10
2750.0,2770.5,2747.75,2769.5,1045414,2018-01-11
2768.75,2790.0,2766.75,2788.75,1357120,2018-01-12
2789.75,2808.5,2769.25,2782.5,1981469,2018-01-16
2782.75,2809.5,2779.0,2803.75,1541873,2018-01-17
2803.25,2808.0,2793.75,2796.25,1345331,2018-01-18
2797.0,2815.0,2791.75,2811.0,1363990,2018-01-19
2804.0,2838.25,2802.0,2835.25,1179414,2018-01-22
2835.25,2844.75,2828.75,2839.5,1282163,2018-01-23
2837.0,2855.25,2825.5,2841.0,1885278,2018-01-24
2840.0,2853.75,2830.75,2841.25,1439217,2018-01-25
2842.25,2876.0,2841.25,2874.5,1286287,2018-01-26
2874.25,2878.5,2851.5,2853.5,1395078,2018-01-29
2853.25,2858.0,2818.5,2824.5,2133815,2018-01-30
2823.25,2839.75,2813.0,2825.75,1841227,2018-01-31
2828.75,2837.25,2809.5,2822.5,1646906,2018-02-01
2826.5,2831.0,2755.25,2756.75,2532442,2018-02-02
2757.0,2763.0,2595.75,2607.75,4009557,2018-02-05
2624.0,2699.75,2529.0,2694.25,4806868,2018-02-06
2685.5,2726.75,2660.5,2668.25,2491133,2018-02-07
2664.75,2686.5,2577.0,2593.5,3121915,2018-02-08
2593.75,2637.75,2530.25,2619.0,3909443,2018-02-09
2628.25,2671.5,2620.0,2655.25,2170447,2018-02-12
2653.25,2667.5,2634.25,2661.75,1461104,2018-02-13
2662.5,2701.75,2627.0,2697.0,2087016,2018-02-14
2695.5,2736.75,2688.5,2734.0,1668909,2018-02-15
2734.0,2754.75,2722.25,2735.0,1738551,2018-02-16
2734.5,2747.75,2705.75,2714.0,1447502,2018-02-20
2714.5,2747.75,2693.5,2698.75,1661308,2018-02-21
2698.5,2731.0,2682.0,2711.5,1623017,2018-02-22
2712.75,2750.25,2710.0,2748.75,0,2018-02-23
2751.5,2786.0,2742.5,2784.5,1256268,2018-02-26
2783.5,2789.75,2742.0,2747.5,1717155,2018-02-27
2746.5,2762.0,2712.0,2714.5,1876678,2018-02-28
2718.25,2731.0,2658.5,2678.25,2818966,2018-03-01
2678.75,2696.0,2647.0,2690.25,2171819,2018-03-02
2683.25,2727.75,2663.75,2718.5,1781823,2018-03-05
2719.0,2734.5,2710.25,2724.0,1450085,2018-03-06
2700.0,2730.25,2681.25,2723.25,1870360,2018-03-07
2722.5,2740.5,2720.0,2739.25,1502808,2018-03-08
2736.5,2787.0,2730.0,2784.0,1541679,2018-03-09
2784.0,2800.5,2779.0,2784.0,1232395,2018-03-12
2782.25,2802.5,2758.5,2768.5,1232770,2018-03-13
2763.0,2779.5,2744.25,2749.75,766900,2018-03-14
2750.75,2763.5,2741.0,2751.5,358566,2018-03-15
2753.75,2757.0,2747.0,2752.75,1142517,2018-03-16
2756.25,2756.5,2697.25,2722.75,1986809,2018-03-19
2721.5,2729.0,2712.75,2723.5,1099899,2018-03-20
2723.25,2744.0,2712.5,2718.25,1423759,2018-03-21
2718.25,2726.25,2641.75,2643.25,2548609,2018-03-22
2645.75,2658.75,2586.0,2597.75,2875654,2018-03-23
2595.0,2662.75,2591.0,2659.5,2302375,2018-03-26
2659.5,2679.75,2596.0,2615.75,2448450,2018-03-27
2612.75,2633.75,2593.0,2607.5,2802883,2018-03-28
2609.75,2659.5,2601.0,2643.0,2042949,2018-03-29
2635.0,2641.5,2552.0,2575.0,2395329,2018-04-02
2581.25,2618.75,2573.5,2613.25,2220246,2018-04-03
2612.0,2649.75,2559.5,2647.0,2247386,2018-04-04
2645.75,2672.25,2644.0,2661.75,1642890,2018-04-05
2663.0,2664.0,2584.5,2605.75,2615117,2018-04-06
2607.5,2653.75,2607.5,2619.0,1762078,2018-04-09
2617.75,2666.25,2612.25,2655.0,1998582,2018-04-10
2654.5,2661.25,2626.0,2641.0,1637350,2018-04-11
2642.5,2675.0,2639.75,2664.0,1301132,2018-04-12
2661.75,2680.5,2644.75,2657.25,1711823,2018-04-13
2673.25,2687.0,2660.75,2681.75,1237183,2018-04-16
2679.25,2713.75,2678.75,2706.5,1251766,2018-04-17
2704.5,2718.5,2703.75,2709.75,1044851,2018-04-18
2711.75,2713.25,2681.5,2693.0,1577913,2018-04-19
2692.5,2698.25,2659.75,2671.5,1604973,2018-04-20
2683.0,2684.75,2657.25,2671.25,1239828,2018-04-23
2672.0,2688.5,2616.0,2635.25,2329880,2018-04-24
2635.25,2648.25,2611.25,2644.5,1902899,2018-04-25
2648.25,2677.5,2639.5,2674.5,1279539,2018-04-26
2675.5,2676.25,2657.75,2671.5,1142350,2018-04-27
2670.5,2682.25,2645.0,2647.0,1341086,2018-04-30
2646.25,2658.0,2623.25,2652.25,1323628,2018-05-01
2655.5,2658.5,2624.25,2627.5,1427995,2018-05-02
2626.75,2636.25,2591.25,2631.75,2146587,2018-05-03
2631.75,2669.5,2612.25,2663.0,1699202,2018-05-04
2662.75,2681.5,2661.25,2670.0,1148919,2018-05-07
2668.0,2674.25,2652.25,2670.25,1281751,2018-05-08
2669.75,2700.0,2666.5,2696.0,1251722,2018-05-09
2696.0,2725.0,2692.75,2718.75,1173629,2018-05-10
2716.25,2732.5,2716.25,2729.5,1066248,2018-05-11
2727.25,2741.25,2724.25,2731.0,945963,2018-05-14
2728.5,2731.25,2700.5,2709.0,1519108,2018-05-15
2711.25,2728.0,2704.5,2723.0,1057687,2018-05-16
2721.75,2732.0,2711.0,2718.75,1071506,2018-05-17
2718.75,2727.0,2708.75,2713.0,1013073,2018-05-18
2728.75,2739.25,2724.25,2733.0,951913,2018-05-21
2731.25,2741.75,2721.5,2726.0,891511,2018-05-22
2724.5,2733.0,2704.5,2730.75,1295885,2018-05-23
2729.75,2733.25,2705.75,2727.5,1277264,2018-05-24
2726.75,2737.75,2713.75,2718.25,993783,2018-05-25
2721.25,2724.25,2675.0,2692.25,1989677,2018-05-29
2693.25,2729.25,2685.75,2724.5,1424364,2018-05-30
2720.25,2728.25,2699.75,2705.5,1665452,2018-05-31
2707.5,2737.0,2706.0,2733.75,1241171,2018-06-01
2731.0,2749.25,2729.0,2745.5,857850,2018-06-04
2746.0,2753.25,2739.0,2751.5,1027609,2018-06-05
2751.0,2774.75,2748.0,2772.25,1326401,2018-06-06
2773.25,2779.75,2760.0,2772.25,1773923,2018-06-07
2771.0,2779.75,2752.0,2778.75,1367033,2018-06-08
2771.0,2790.5,2770.5,2783.0,1218834,2018-06-11
2781.25,2789.75,2778.5,2784.0,988748,2018-06-12
2788.0,2791.75,2773.75,2774.25,614173,2018-06-13
