o,h,l,c,v,ts
45.909000396728516,45.93510055541992,45.88169860839844,45.92530059814453,0,2026-06-01 23:00:00
45.921600341796875,45.92940139770508,45.88140106201172,45.924198150634766,0,2026-06-01 23:15:00
45.924400329589844,45.92660140991211,45.88479995727539,45.92300033569336,0,2026-06-01 23:30:00
45.909400939941406,45.929100036621094,45.88880157470703,45.92100143432617,0,2026-06-01 23:45:00
45.91450881958008,45.92620086669922,45.891700744628906,45.92020034790039,0,2026-06-02 00:00:00
45.91299819946289,45.92850112915039,45.89030075073242,45.92359924316406,0,2026-06-02 00:15:00
45.92020034790039,45.924800872802734,45.8922004699707,45.900001525878906,0,2026-06-02 00:30:00
45.89939880371094,45.92509841918945,45.88359832763672,45.900901794433594,0,2026-06-02 00:45:00
45.900901794433594,45.9286994934082,45.894798278808594,45.92300033569336,0,2026-06-02 01:00:00
45.91432189941406,45.93790054321289,45.89289855957031,45.92509841918945,0,2026-06-02 01:15:00
45.922298431396484,45.92570114135742,45.896400451660156,45.92449951171875,0,2026-06-02 01:30:00
45.924598693847656,45.92530059814453,45.89250183105469,45.900299072265625,0,2026-06-02 01:45:00
45.89970016479492,45.927101135253906,45.894901275634766,45.92449951171875,0,2026-06-02 02:00:00
45.92490005493164,45.92530059814453,45.89400100708008,45.92430114746094,0,2026-06-02 02:15:00
45.9026985168457,45.92639923095703,45.894901275634766,45.92179870605469,0,2026-06-02 02:30:00
45.9122314453125,45.93259811401367,45.89670181274414,45.92679977416992,0,2026-06-02 02:45:00
45.91270065307617,45.932498931884766,45.899658203125,45.91239929199219,0,2026-06-02 03:00:00
45.9262809753418,45.930599212646484,45.89939880371094,45.9286003112793,0,2026-06-02 03:15:00
45.90460968017578,45.93090057373047,45.89789962768555,45.92499923706055,0,2026-06-02 03:30:00
45.924800872802734,45.93199920654297,45.900001525878906,45.911800384521484,0,2026-06-02 03:45:00
45.92594909667969,45.932098388671875,45.89970016479492,45.926300048828125,0,2026-06-02 04:00:00
45.926300048828125,45.93199920654297,45.899898529052734,45.90052032470703,0,2026-06-02 04:15:00
45.922340393066406,45.94350051879883,45.901798248291016,45.928001403808594,0,2026-06-02 04:30:00
45.92940139770508,45.931800842285156,45.901100158691406,45.91730880737305,0,2026-06-02 04:45:00
45.9279899597168,45.93299102783203,45.90370178222656,45.93000030517578,0,2026-06-02 05:00:00
45.91379928588867,45.93498992919922,45.90599822998047,45.926998138427734,0,2026-06-02 05:15:00
45.92271041870117,45.9286003112793,45.905799865722656,45.926700592041016,0,2026-06-02 05:30:00
45.9281005859375,45.92829895019531,45.903900146484375,45.926300048828125,0,2026-06-02 05:45:00
45.92359924316406,45.929298400878906,45.840999603271484,45.92150115966797,0,2026-06-02 06:00:00
