o,h,l,c,v,ts
60988.3203125,61002.76953125,60937.0703125,61002.76953125,0,2026-06-25 00:00:00
61000.6796875,61054.23828125,60951.01953125,60967.8203125,52572160,2026-06-25 00:05:00
60959.6796875,61056.33984375,60930.91015625,61000.0,0,2026-06-25 00:10:00
60998.26953125,61010.8984375,60885.96875,60885.96875,0,2026-06-25 00:15:00
60887.6484375,60982.0,60857.23828125,60907.3203125,0,2026-06-25 00:20:00
60899.4296875,60899.4296875,60821.98828125,60825.421875,60198912,2026-06-25 00:25:00
60823.58984375,60892.73828125,60810.859375,60861.3515625,139509760,2026-06-25 00:30:00
60847.328125,60861.1796875,60763.69921875,60781.03125,2465792,2026-06-25 00:35:00
60788.96875,60834.98828125,60742.87109375,60742.87109375,0,2026-06-25 00:40:00
60749.21875,60755.78125,60661.30078125,60742.640625,0,2026-06-25 00:45:00
60746.921875,60816.46875,60723.78125,60726.0,137056256,2026-06-25 00:50:00
60730.51171875,60735.6796875,60644.48046875,60666.69140625,0,2026-06-25 00:55:00
60718.01953125,60780.87890625,60648.421875,60673.28125,42065920,2026-06-25 01:00:00
60664.0,60719.328125,60639.8984375,60663.94140625,28897280,2026-06-25 01:05:00
60675.890625,60701.98046875,60647.98046875,60671.37109375,81567744,2026-06-25 01:10:00
60676.0390625,60733.16015625,60623.171875,60689.62109375,248815616,2026-06-25 01:15:00
60689.62109375,60839.44921875,60689.62109375,60775.73046875,0,2026-06-25 01:20:00
60775.73046875,60779.73046875,60722.0,60756.58984375,49307648,2026-06-25 01:25:00
60742.98046875,60808.0,60709.80078125,60727.2109375,86441984,2026-06-25 01:30:00
60727.2109375,60796.37109375,60727.2109375,60778.44140625,114782208,2026-06-25 01:35:00
60757.609375,60763.69921875,60716.4609375,60728.3203125,0,2026-06-25 01:40:00
60730.5703125,60782.37109375,60704.0,60782.37109375,486871040,2026-06-25 01:45:00
60786.3203125,60867.76953125,60786.3203125,60843.890625,0,2026-06-25 01:50:00
60848.55078125,60895.0,60798.16015625,60828.62109375,18001920,2026-06-25 01:55:00
60821.98046875,60868.62109375,60791.3515625,60796.0,0,2026-06-25 02:00:00
60796.51171875,60798.12890625,60754.80078125,60763.3203125,0,2026-06-25 02:05:00
60770.5703125,60770.5703125,60629.98046875,60686.26171875,0,2026-06-25 02:10:00
60686.25,60811.359375,60656.3203125,60811.3515625,538161152,2026-06-25 02:15:00
60821.76953125,60832.9296875,60750.62109375,60750.859375,177766400,2026-06-25 02:20:00
60744.76171875,60846.0,60739.0390625,60837.5390625,0,2026-06-25 02:25:00
60839.609375,60839.609375,60766.8203125,60793.37890625,43450368,2026-06-25 02:30:00
60793.37890625,60834.98828125,60793.37890625,60820.828125,59637760,2026-06-25 02:35:00
60826.71875,60835.98828125,60660.421875,60671.23828125,0,2026-06-25 02:40:00
60671.23046875,60730.6015625,60636.6015625,60657.3203125,0,2026-06-25 02:45:00
60650.16015625,60687.80859375,60607.98828125,60683.87109375,95612928,2026-06-25 02:50:00
60679.96875,60715.390625,60636.96875,60697.6484375,4272128,2026-06-25 02:55:00
60705.80078125,60779.66015625,60695.69921875,60717.1015625,0,2026-06-25 03:00:00
60709.37890625,60734.69921875,60643.25,60719.390625,0,2026-06-25 03:05:00
