o,h,l,c,v,ts
15493.669921875,15550.2900390625,15493.669921875,15550.2900390625,0,2026-06-01 06:45:00
15550.2900390625,15803.759765625,15550.2900390625,15803.759765625,0,2026-06-01 07:00:00
15801.3798828125,15813.650390625,15676.7802734375,15679.8603515625,0,2026-06-01 07:15:00
15680.25,15687.66015625,15574.5703125,15578.58984375,0,2026-06-01 07:30:00
15577.740234375,15663.740234375,15573.9599609375,15660.3701171875,0,2026-06-01 07:45:00
15659.0,15689.650390625,15642.08984375,15666.6298828125,0,2026-06-01 08:00:00
15667.9296875,15667.9296875,15629.6904296875,15635.849609375,0,2026-06-01 08:15:00
15640.509765625,15672.4404296875,15640.509765625,15653.169921875,0,2026-06-01 08:30:00
15653.1904296875,15661.51953125,15640.099609375,15644.7197265625,0,2026-06-01 08:45:00
15645.73046875,15675.91015625,15638.6201171875,15653.650390625,0,2026-06-01 09:00:00
15654.08984375,15657.2900390625,15625.240234375,15629.6298828125,0,2026-06-01 09:15:00
15630.5302734375,15658.6904296875,15625.16015625,15656.98046875,0,2026-06-01 09:30:00
15659.3203125,15670.8701171875,15647.6796875,15655.400390625,0,2026-06-01 09:45:00
15654.91015625,15683.650390625,15653.8095703125,15680.8603515625,0,2026-06-01 10:00:00
15678.1103515625,15684.7099609375,15666.01953125,15668.0703125,0,2026-06-01 10:15:00
15673.4697265625,15685.599609375,15651.349609375,15662.7802734375,0,2026-06-01 10:30:00
15662.7802734375,15664.6904296875,15639.740234375,15651.5400390625,0,2026-06-01 10:45:00
15651.9599609375,15669.490234375,15638.1103515625,15641.23046875,0,2026-06-01 11:00:00
15642.83984375,15659.6201171875,15635.990234375,15654.6796875,0,2026-06-01 11:15:00
15654.41015625,15685.080078125,15648.26953125,15671.73046875,0,2026-06-01 11:30:00
15672.2802734375,15673.0703125,15648.8896484375,15651.0595703125,0,2026-06-01 11:45:00
15651.3203125,15657.1201171875,15636.16015625,15639.509765625,0,2026-06-01 12:00:00
15639.41015625,15656.4296875,15627.8798828125,15653.150390625,0,2026-06-01 12:15:00
15652.41015625,15713.9501953125,15646.9599609375,15713.9501953125,0,2026-06-01 12:30:00
15714.3095703125,15721.2001953125,15678.73046875,15687.919921875,0,2026-06-01 12:45:00
15687.8603515625,15710.01953125,15591.6796875,15632.33984375,0,2026-06-01 13:00:00
15630.5703125,15649.8798828125,15519.2197265625,15519.2197265625,0,2026-06-01 13:15:00
15519.48046875,15560.98046875,15480.830078125,15540.2900390625,0,2026-06-01 13:30:00
15541.490234375,15568.759765625,15486.5302734375,15487.4296875,0,2026-06-01 13:45:00
15489.08984375,15557.33984375,15486.73046875,15540.0,0,2026-06-01 14:00:00
15540.4599609375,15572.2197265625,15516.16015625,15532.9501953125,0,2026-06-01 14:15:00
15532.16015625,15561.150390625,15521.6796875,15545.169921875,0,2026-06-01 14:30:00
15546.8701171875,15565.490234375,15500.5400390625,15539.3203125,0,2026-06-01 14:45:00
15512.1201171875,15623.08984375,15512.1201171875,15623.08984375,0,2026-06-02 06:45:00
15623.08984375,15736.4296875,15623.08984375,15735.25,0,2026-06-02 07:00:00
15737.5703125,15790.3203125,15717.7998046875,15764.490234375,0,2026-06-02 07:15:00
15764.7197265625,15789.419921875,15750.400390625,15775.58984375,0,2026-06-02 07:30:00
15771.419921875,15879.66015625,15756.2099609375,15879.349609375,0,2026-06-02 07:45:00
15879.8095703125,15897.08984375,15852.759765625,15861.7197265625,0,2026-06-02 08:00:00
15860.4404296875,15870.7802734375,15792.509765625,15799.0703125,0,2026-06-02 08:15:00
