Date,Open,High,Low,Close
2024-08-19,33.6880989074707,33.75199890136719,33.66048049926758,33.6880989074707
2024-08-20,33.7588005065918,33.89371109008789,33.7448616027832,33.7588005065918
2024-08-21,33.8985595703125,33.95610046386719,33.87590026855469,33.8985595703125
2024-08-22,33.92499923706055,33.95484161376953,33.885799407958984,33.92499923706055
2024-08-23,33.95750045776367,34.00556945800781,33.906490325927734,33.95750045776367
2024-08-26,34.02239990234375,34.022499084472656,33.95587158203125,34.02239990234375
2024-08-27,34.025299072265625,34.03464126586914,33.98332977294922,34.025299072265625
2024-08-28,34.01723098754883,35.66400146484375,33.97779846191406,34.01723098754883
2024-08-29,34.139400482177734,34.1880989074707,34.040000915527344,34.139400482177734
2024-08-30,34.07733917236328,34.088401794433594,34.03340148925781,34.07733917236328
2024-09-02,34.07080078125,34.08290100097656,33.872581481933594,34.07080078125
2024-09-03,33.91339874267578,34.020408630371094,33.89690017700195,33.91339874267578
2024-09-04,33.99760055541992,34.088321685791016,33.97698974609375,33.99760055541992
2024-09-05,34.03670120239258,34.047698974609375,33.92770004272461,34.03670120239258
2024-09-06,33.98500061035156,34.05659866333008,33.929500579833984,33.98500061035156
2024-09-09,33.99654006958008,34.079898834228516,33.94499969482422,33.99654006958008
2024-09-10,34.095699310302734,34.102699279785156,34.0260009765625,34.095699310302734
2024-09-11,34.04439926147461,34.0817985534668,33.91231155395508,34.04439926147461
2024-09-12,33.99919891357422,34.00714874267578,33.898101806640625,33.99919891357422
2024-09-13,33.97460174560547,33.98210144042969,33.88740158081055,33.97460174560547
2024-09-16,33.95515823364258,34.02983093261719,33.891998291015625,33.95515823364258
2024-09-17,33.979469299316406,34.10784149169922,33.97249984741211,33.979469299316406
2024-09-18,34.06909942626953,34.11452865600586,34.016170501708984,34.06909942626953
2024-09-19,34.07080078125,34.114898681640625,33.9827995300293,34.07080078125
2024-09-20,34.08000183105469,34.11737060546875,34.06296157836914,34.08000183105469
2024-09-23,34.05575180053711,34.15449905395508,33.990089416503906,34.05575180053711
2024-09-24,34.14970016479492,34.16181945800781,34.10139846801758,34.14970016479492
2024-09-25,34.112300872802734,34.15483093261719,34.094261169433594,34.112300872802734
2024-09-26,34.160709381103516,34.1715087890625,34.11429977416992,34.160709381103516
2024-09-27,34.17539978027344,34.19071960449219,34.13359832763672,34.17539978027344
2024-09-30,34.1490592956543,34.200111389160156,34.13447952270508,34.1490592956543
2024-10-01,34.20399856567383,34.219581604003906,34.063899993896484,34.20399856567383
2024-10-02,34.18619918823242,34.22893142700195,34.09743118286133,34.18619918823242
2024-10-03,34.23059844970703,34.24140167236328,34.13240051269531,34.23059844970703
2024-10-04,34.22679901123047,34.258750915527344,34.206298828125,34.22679901123047
2024-10-07,34.22624969482422,34.27669906616211,34.22200012207031,34.22624969482422
2024-10-08,34.24570846557617,34.28091049194336,34.236358642578125,34.24570846557617
2024-10-09,34.26350021362305,34.27534866333008,34.206600189208984,34.26350021362305
2024-10-10,34.25619888305664,34.27840042114258,34.16128921508789,34.25619888305664
2024-10-11,34.25233840942383,34.29549026489258,34.251468658447266,34.25233840942383
2024-10-14,34.27619934082031,34.29645919799805,34.2421989440918,34.27619934082031
2024-10-15,34.25215148925781,34.27033996582031,34.18722915649414,34.25215148925781
2024-10-16,34.19478988647461,34.24589920043945,34.16130065917969,34.19478988647461
2024-10-17,34.16460037231445,34.22840118408203,34.09914016723633,34.16460037231445
2024-10-18,34.19219970703125,34.2947998046875,34.15354919433594,34.19219970703125
2024-10-21,34.276100158691406,34.283199310302734,34.215599060058594,34.276100158691406
2024-10-22,34.24570083618164,34.26049041748047,34.188358306884766,34.24570083618164
2024-10-23,34.25310134887695,34.298458099365234,34.22193908691406,34.25310134887695
2024-10-24,34.26839828491211,34.28409957885742,34.20759963989258,34.26839828491211
2024-10-25,34.28770065307617,34.298561096191406,34.23749923706055,34.28770065307617
2024-10-28,34.28334045410156,34.30659866333008,34.25659942626953,34.28334045410156
2024-10-29,34.28770065307617,34.296749114990234,34.24470138549805,34.28770065307617
2024-10-30,34.27479934692383,34.29838943481445,34.09001922607422,34.27479934692383
2024-10-31,34.283199310302734,34.28813171386719,34.219600677490234,34.283199310302734
2024-11-01,34.29376983642578,34.343929290771484,34.282501220703125,34.29376983642578
2024-11-04,34.32815170288086,34.34928894042969,34.316001892089844,34.32815170288086
2024-11-05,34.34980010986328,34.35340118408203,34.308101654052734,34.34980010986328
2024-11-06,34.307498931884766,34.37200164794922,34.187808990478516,34.307498931884766
2024-11-07,34.20090103149414,34.26594924926758,34.1599006652832,34.20090103149414
2024-11-08,34.340030670166016,34.37950897216797,34.303001403808594,34.340030670166016
2024-11-11,34.35115051269531,34.38518142700195,34.30366897583008,34.35115051269531
2024-11-12,34.32659912109375,34.383941650390625,34.30585861206055,34.32659912109375
2024-11-13,34.37080001831055,34.38486862182617,34.22846984863281,34.37080001831055
2024-11-14,34.34519958496094,34.37200164794922,34.326080322265625,34.34519958496094
2024-11-15,34.29668045043945,34.425479888916016,34.30952072143555,34.29668045043945
2024-11-18,34.34925842285156,34.626800537109375,34.34368896484375,34.34925842285156
2024-11-19,34.571998596191406,34.64619827270508,34.47779846191406,34.571998596191406
2024-11-20,34.499298095703125,34.55331039428711,34.43510055541992,34.499298095703125
2024-11-21,34.4692497253418,34.55979919433594,34.42409896850586,34.4692497253418
2024-11-22,34.527099609375,34.60186004638672,34.489349365234375,34.527099609375
2024-11-25,34.420040130615234,34.61560821533203,34.41997146606445,34.420040130615234
2024-11-26,34.597530364990234,34.65016174316406,34.59297180175781,34.597530364990234
2024-11-27,34.65359878540039,34.670799255371094,34.61690139770508,34.65359878540039
2024-11-28,34.63650131225586,34.671600341796875,34.58300018310547,34.63650131225586
2024-11-29,34.64836883544922,34.69913864135742,34.64508819580078,34.64836883544922
2024-12-02,34.69765853881836,34.7287712097168,34.690521240234375,34.693389892578125
2024-12-03,34.74789810180664,34.75120162963867,34.719600677490234,34.74789810180664
2024-12-04,34.74760055541992,34.760040283203125,34.72909927368164,34.74760055541992
2024-12-05,34.73649978637695,34.76084899902344,34.69020080566406,34.73649978637695
2024-12-06,34.76679992675781,34.80022048950195,34.7411994934082,34.76679992675781
2024-12-09,34.77888107299805,34.82088088989258,34.77238082885742,34.77888107299805
2024-12-10,34.81956100463867,34.84794998168945,34.81026840209961,34.81956100463867
2024-12-11,34.84510040283203,34.87269973754883,34.844600677490234,34.84510040283203
2024-12-12,34.86470031738281,34.89591979980469,34.83338928222656,34.86470031738281
2024-12-13,34.94660186767578,34.954959869384766,34.89699935913086,34.94660186767578
