o,h,l,c,v,ts
14115.6201171875,14134.8095703125,14101.919921875,14127.099609375,0,2026-06-03 08:00:00
14126.6298828125,14152.25,14120.6796875,14147.3203125,0,2026-06-03 08:15:00
14147.51953125,14152.8203125,14135.48046875,14143.6904296875,0,2026-06-03 08:30:00
14143.330078125,14151.5703125,14131.080078125,14149.580078125,0,2026-06-03 08:45:00
14149.7001953125,14162.509765625,14129.0595703125,14143.7197265625,0,2026-06-03 09:00:00
14142.4296875,14147.4501953125,14128.259765625,14143.5400390625,0,2026-06-03 09:15:00
14144.0,14149.400390625,14130.83984375,14143.01953125,0,2026-06-03 09:30:00
14143.58984375,14143.58984375,14103.2900390625,14105.4697265625,0,2026-06-03 09:45:00
14105.2900390625,14155.8798828125,14100.509765625,14143.099609375,0,2026-06-03 10:00:00
14142.4599609375,14142.4599609375,14111.740234375,14114.900390625,0,2026-06-03 10:15:00
14114.08984375,14131.51953125,14113.6201171875,14126.5302734375,0,2026-06-03 10:30:00
14126.9501953125,14141.1103515625,14119.98046875,14125.740234375,0,2026-06-03 10:45:00
14125.169921875,14141.7998046875,14118.4599609375,14131.4404296875,0,2026-06-03 11:00:00
14131.6904296875,14139.4501953125,14107.8896484375,14116.0400390625,0,2026-06-03 11:15:00
14115.8798828125,14137.8203125,14114.5595703125,14136.2900390625,0,2026-06-03 11:30:00
14136.259765625,14186.1396484375,14135.8896484375,14179.51953125,0,2026-06-03 11:45:00
14179.7099609375,14183.240234375,14143.7802734375,14159.33984375,0,2026-06-03 12:00:00
14158.9501953125,14166.8798828125,14143.7802734375,14152.3095703125,0,2026-06-03 12:15:00
14152.66015625,14154.73046875,14131.9501953125,14137.4599609375,0,2026-06-03 12:30:00
14137.490234375,14156.9296875,14123.2197265625,14124.76953125,0,2026-06-03 12:45:00
14125.7197265625,14143.58984375,14115.6298828125,14135.5498046875,0,2026-06-03 13:00:00
14136.0,14137.599609375,14023.8798828125,14111.6796875,0,2026-06-03 13:15:00
14111.669921875,14111.669921875,14020.7802734375,14021.73046875,0,2026-06-03 13:30:00
14021.169921875,14031.349609375,13989.7197265625,14020.2197265625,0,2026-06-03 13:45:00
14019.7197265625,14038.3701171875,14008.259765625,14013.5400390625,0,2026-06-03 14:00:00
14012.2001953125,14016.73046875,13949.150390625,13960.580078125,0,2026-06-03 14:15:00
13963.419921875,13973.740234375,13948.4697265625,13955.1396484375,0,2026-06-03 14:30:00
13955.4296875,13966.8798828125,13940.5400390625,13945.900390625,0,2026-06-03 14:45:00
13965.650390625,14061.76953125,13965.650390625,14061.76953125,0,2026-06-04 06:45:00
14061.76953125,14155.2998046875,14061.76953125,14154.98046875,0,2026-06-04 07:00:00
14156.330078125,14188.990234375,14122.25,14125.0,0,2026-06-04 07:15:00
14126.91015625,14143.0703125,14056.990234375,14056.990234375,0,2026-06-04 07:30:00
14054.169921875,14071.6298828125,13997.7197265625,13997.8896484375,0,2026-06-04 07:45:00
13997.9404296875,14004.490234375,13929.669921875,13931.33984375,0,2026-06-04 08:00:00
13929.580078125,13932.7099609375,13851.6103515625,13907.9697265625,0,2026-06-04 08:15:00
13908.169921875,13929.4599609375,13873.419921875,13890.8798828125,0,2026-06-04 08:30:00
13890.099609375,13895.48046875,13844.6103515625,13845.259765625,0,2026-06-04 08:45:00
13845.9599609375,13868.2802734375,13833.6103515625,13843.3701171875,0,2026-06-04 09:00:00
13842.3798828125,13844.83984375,13820.8203125,13839.169921875,0,2026-06-04 09:15:00
13839.98046875,13859.759765625,13814.169921875,13851.2099609375,0,2026-06-04 09:30:00
13851.6396484375,13879.01953125,13851.6396484375,13856.400390625,0,2026-06-04 09:45:00
13856.16015625,13857.3701171875,13820.3701171875,13831.3095703125,0,2026-06-04 10:00:00
13832.5498046875,13833.2099609375,13793.7998046875,13798.51953125,0,2026-06-04 10:15:00
13797.9599609375,13800.490234375,13754.080078125,13756.0,0,2026-06-04 10:30:00
13756.2802734375,13771.0498046875,13739.75,13747.5498046875,0,2026-06-04 10:45:00
13749.330078125,13754.580078125,13723.7099609375,13729.259765625,0,2026-06-04 11:00:00
13728.5,13775.5595703125,13720.1201171875,13772.26953125,0,2026-06-04 11:15:00
13771.8896484375,13789.5,13680.259765625,13748.8203125,0,2026-06-04 11:30:00
13748.8603515625,13855.009765625,13747.650390625,13855.009765625,0,2026-06-04 11:45:00
13854.58984375,13910.9599609375,13838.16015625,13898.830078125,0,2026-06-04 12:00:00
13898.240234375,13923.8896484375,13855.1796875,13898.4697265625,0,2026-06-04 12:15:00
13899.75,13910.830078125,13873.4599609375,13889.08984375,0,2026-06-04 12:30:00
13889.2998046875,13896.6103515625,13870.1796875,13885.5498046875,0,2026-06-04 12:45:00
13884.48046875,13897.919921875,13872.599609375,13877.5,0,2026-06-04 13:00:00
13878.0400390625,13894.0498046875,13874.1796875,13879.1201171875,0,2026-06-04 13:15:00
13878.73046875,13882.3701171875,13788.849609375,13791.76953125,0,2026-06-04 13:30:00
13794.4599609375,13861.650390625,13790.830078125,13848.33984375,0,2026-06-04 13:45:00
13850.509765625,13858.41015625,13828.4296875,13828.4296875,0,2026-06-04 14:00:00
13829.419921875,13847.4296875,13819.080078125,13829.009765625,0,2026-06-04 14:15:00
13830.1298828125,13883.169921875,13815.3701171875,13852.8701171875,0,2026-06-04 14:30:00
13851.6904296875,13871.599609375,13843.66015625,13859.150390625,0,2026-06-04 14:45:00
13872.25,13889.3701171875,13872.25,13889.3701171875,0,2026-06-05 06:45:00
13889.3701171875,13903.419921875,13747.509765625,13799.73046875,0,2026-06-05 07:00:00
13801.7099609375,13818.7802734375,13775.8203125,13804.0498046875,0,2026-06-05 07:15:00
13804.2001953125,13846.25,13799.4501953125,13810.7001953125,0,2026-06-05 07:30:00
13811.5703125,13847.75,13802.7802734375,13805.6796875,0,2026-06-05 07:45:00
13806.1396484375,13806.1396484375,13724.0498046875,13758.400390625,0,2026-06-05 08:00:00
13758.3798828125,13770.2197265625,13741.0400390625,13747.1904296875,0,2026-06-05 08:15:00
13752.58984375,13785.259765625,13749.830078125,13772.740234375,0,2026-06-05 08:30:00
13772.099609375,13785.8095703125,13756.099609375,13758.349609375,0,2026-06-05 08:45:00
13757.2099609375,13780.7998046875,13736.5,13768.5498046875,0,2026-06-05 09:00:00
13768.259765625,13773.1796875,13749.51953125,13753.9404296875,0,2026-06-05 09:15:00
13754.259765625,13782.7998046875,13749.990234375,13780.66015625,0,2026-06-05 09:30:00
13781.33984375,13800.2998046875,13780.759765625,13790.33984375,0,2026-06-05 09:45:00
13791.4296875,13794.169921875,13739.0302734375,13750.01953125,0,2026-06-05 10:00:00
13749.7197265625,13773.3798828125,13747.240234375,13764.4599609375,0,2026-06-05 10:15:00
13765.3203125,13798.41015625,13762.66015625,13795.73046875,0,2026-06-05 10:30:00
13794.9501953125,13809.1904296875,13778.23046875,13804.1201171875,0,2026-06-05 10:45:00
13805.7197265625,13807.98046875,13787.080078125,13794.4296875,0,2026-06-05 11:00:00
13794.759765625,13801.91015625,13768.01953125,13799.08984375,0,2026-06-05 11:15:00
13801.669921875,13804.26953125,13765.6103515625,13776.2802734375,0,2026-06-05 11:30:00
13777.3603515625,13788.8095703125,13767.4501953125,13778.5595703125,0,2026-06-05 11:45:00
13778.8896484375,13782.9697265625,13748.6298828125,13759.509765625,0,2026-06-05 12:00:00
13760.0400390625,13776.3798828125,13756.1396484375,13762.66015625,0,2026-06-05 12:15:00
13762.3203125,13770.1396484375,13742.4697265625,13759.6904296875,0,2026-06-05 12:30:00
13758.48046875,13759.8603515625,13693.0595703125,13701.009765625,0,2026-06-05 12:45:00
13700.6904296875,13748.509765625,13697.8701171875,13739.4599609375,0,2026-06-05 13:00:00
13740.6904296875,13760.3095703125,13716.6103515625,13728.9296875,0,2026-06-05 13:15:00
13729.0400390625,13733.599609375,13702.990234375,13707.1396484375,0,2026-06-05 13:30:00
13707.349609375,13710.25,13673.900390625,13675.849609375,0,2026-06-05 13:45:00
13676.240234375,13703.240234375,13661.8203125,13675.5400390625,0,2026-06-05 14:00:00
13674.259765625,13696.6298828125,13670.6201171875,13684.490234375,0,2026-06-05 14:15:00
13684.830078125,13711.5498046875,13680.66015625,13684.48046875,0,2026-06-05 14:30:00
13683.8701171875,13687.0400390625,13662.3896484375,13679.9501953125,0,2026-06-05 14:45:00
13694.1904296875,13694.1904296875,13590.16015625,13590.16015625,0,2026-06-08 06:45:00
13590.16015625,13639.4697265625,13580.41015625,13632.2099609375,0,2026-06-08 07:00:00
13630.490234375,13678.6796875,13611.6796875,13675.4501953125,0,2026-06-08 07:15:00
13677.0595703125,13754.73046875,13674.4697265625,13728.7998046875,0,2026-06-08 07:30:00
13727.740234375,13754.73046875,13690.1298828125,13698.509765625,0,2026-06-08 07:45:00
13699.25,13735.1201171875,13679.8095703125,13679.8095703125,0,2026-06-08 08:00:00
13680.25,13714.2900390625,13677.08984375,13700.169921875,0,2026-06-08 08:15:00
13699.1298828125,13711.1904296875,13667.1298828125,13682.58984375,0,2026-06-08 08:30:00
13682.5595703125,13705.9697265625,13680.669921875,13691.6298828125,0,2026-06-08 08:45:00
13691.419921875,13695.3095703125,13651.48046875,13665.8798828125,0,2026-06-08 09:00:00
13665.8603515625,13675.3203125,13649.669921875,13652.2802734375,0,2026-06-08 09:15:00
13652.509765625,13691.83984375,13650.009765625,13674.6396484375,0,2026-06-08 09:30:00
13674.98046875,13681.830078125,13648.6201171875,13657.6396484375,0,2026-06-08 09:45:00
13657.48046875,13684.400390625,13639.41015625,13675.6796875,0,2026-06-08 10:00:00
13676.080078125,13678.349609375,13659.3095703125,13672.990234375,0,2026-06-08 10:15:00
13672.9404296875,13708.76953125,13669.6298828125,13698.6796875,0,2026-06-08 10:30:00
13698.76953125,13736.849609375,13694.2001953125,13723.2001953125,0,2026-06-08 10:45:00
13726.73046875,13787.669921875,13716.5498046875,13787.669921875,0,2026-06-08 11:00:00
13791.08984375,13866.33984375,13787.51953125,13863.51953125,0,2026-06-08 11:15:00
13868.169921875,13885.0,13837.0703125,13841.330078125,0,2026-06-08 11:30:00
13841.23046875,13844.8203125,13824.6796875,13841.2099609375,0,2026-06-08 11:45:00
13837.51953125,13863.5302734375,13837.51953125,13845.9599609375,0,2026-06-08 12:00:00
13845.91015625,13858.91015625,13837.759765625,13856.0595703125,0,2026-06-08 12:15:00
13855.5595703125,13871.1201171875,13849.7802734375,13863.169921875,0,2026-06-08 12:30:00
13861.8603515625,13894.48046875,13857.900390625,13891.66015625,0,2026-06-08 12:45:00
13891.7802734375,13909.7099609375,13877.1796875,13900.2197265625,0,2026-06-08 13:00:00
13900.9697265625,13919.240234375,13890.6396484375,13904.7197265625,0,2026-06-08 13:15:00
13904.7998046875,13922.9296875,13884.4404296875,13886.919921875,0,2026-06-08 13:30:00
13884.9501953125,13890.9697265625,13862.830078125,13867.23046875,0,2026-06-08 13:45:00
13868.400390625,13914.5302734375,13868.259765625,13909.83984375,0,2026-06-08 14:00:00
13909.6103515625,13910.26953125,13863.23046875,13866.1796875,0,2026-06-08 14:15:00
13867.6396484375,13896.080078125,13863.83984375,13877.0302734375,0,2026-06-08 14:30:00
13876.9404296875,13888.490234375,13854.73046875,13867.9599609375,0,2026-06-08 14:45:00
13860.58984375,13900.26953125,13860.58984375,13900.26953125,0,2026-06-09 06:45:00
13900.26953125,13922.3896484375,13854.5498046875,13887.9599609375,0,2026-06-09 07:00:00
13886.990234375,13904.349609375,13843.330078125,13845.6201171875,0,2026-06-09 07:15:00
13845.6298828125,13848.7998046875,13795.580078125,13811.48046875,0,2026-06-09 07:30:00
13811.9697265625,13840.75,13810.509765625,13813.91015625,0,2026-06-09 07:45:00
13814.9697265625,13834.25,13804.7197265625,13827.2001953125,0,2026-06-09 08:00:00
13826.5400390625,13888.4599609375,13818.009765625,13885.6904296875,0,2026-06-09 08:15:00
13884.599609375,13900.1103515625,13850.6201171875,13875.8095703125,0,2026-06-09 08:30:00
13874.650390625,13904.759765625,13865.9599609375,13895.5703125,0,2026-06-09 08:45:00
13894.259765625,13915.7197265625,13892.5595703125,13897.2197265625,0,2026-06-09 09:00:00
13897.8203125,13918.0595703125,13896.009765625,13909.8095703125,0,2026-06-09 09:15:00
13909.8896484375,13935.0703125,13909.8896484375,13924.0,0,2026-06-09 09:30:00
13924.4296875,13931.650390625,13911.5498046875,13926.7099609375,0,2026-06-09 09:45:00
13926.080078125,13935.099609375,13904.16015625,13926.8095703125,0,2026-06-09 10:00:00
13927.7900390625,13930.3896484375,13905.58984375,13910.1396484375,0,2026-06-09 10:15:00
13909.650390625,13911.0595703125,13880.580078125,13892.5498046875,0,2026-06-09 10:30:00
13892.23046875,13902.9697265625,13868.3701171875,13871.259765625,0,2026-06-09 10:45:00
13870.1201171875,13877.849609375,13854.5,13860.7998046875,0,2026-06-09 11:00:00
13860.349609375,13875.25,13850.3095703125,13853.2802734375,0,2026-06-09 11:15:00
13853.4501953125,13855.150390625,13836.1103515625,13853.099609375,0,2026-06-09 11:30:00
13853.01953125,13861.8896484375,13838.6298828125,13840.9501953125,0,2026-06-09 11:45:00
13841.48046875,13845.3701171875,13811.4501953125,13825.3701171875,0,2026-06-09 12:00:00
13824.9599609375,13840.51953125,13792.2900390625,13792.6201171875,0,2026-06-09 12:15:00
13793.099609375,13799.650390625,13771.1396484375,13780.1298828125,0,2026-06-09 12:30:00
13778.8896484375,13794.7197265625,13750.669921875,13753.1201171875,0,2026-06-09 12:45:00
13753.150390625,13771.0400390625,13735.9599609375,13752.9404296875,0,2026-06-09 13:00:00
13752.6298828125,13804.1396484375,13751.73046875,13793.3203125,0,2026-06-09 13:15:00
13794.0302734375,13802.2099609375,13758.7001953125,13759.9296875,0,2026-06-09 13:30:00
13761.7197265625,13859.1796875,13742.330078125,13748.240234375,0,2026-06-09 13:45:00
13749.5,13780.259765625,13739.580078125,13741.740234375,0,2026-06-09 14:00:00
13741.4501953125,13761.51953125,13714.16015625,13748.1396484375,0,2026-06-09 14:15:00
13746.8896484375,13763.7900390625,13731.9697265625,13748.4697265625,0,2026-06-09 14:30:00
13749.0400390625,13749.330078125,13721.01953125,13744.3095703125,0,2026-06-09 14:45:00
13741.8896484375,13741.8896484375,13725.2099609375,13725.2099609375,0,2026-06-10 06:45:00
13725.2099609375,13808.0595703125,13716.76953125,13808.0595703125,0,2026-06-10 07:00:00
13807.599609375,13821.5400390625,13785.0302734375,13806.759765625,0,2026-06-10 07:15:00
13807.5302734375,13820.33984375,13786.76953125,13820.080078125,0,2026-06-10 07:30:00
13819.349609375,13834.169921875,13807.740234375,13832.25,0,2026-06-10 07:45:00
13833.33984375,13835.5,13753.3896484375,13753.3896484375,0,2026-06-10 08:00:00
13753.9599609375,13759.01953125,13726.5498046875,13726.66015625,0,2026-06-10 08:15:00
13724.1796875,13741.8798828125,13686.580078125,13687.740234375,0,2026-06-10 08:30:00
13688.7001953125,13694.8896484375,13662.7099609375,13662.7099609375,0,2026-06-10 08:45:00
13663.580078125,13682.73046875,13644.0400390625,13665.51953125,0,2026-06-10 09:00:00
13665.3095703125,13692.8095703125,13658.25,13691.5,0,2026-06-10 09:15:00
13691.7099609375,13701.1201171875,13675.349609375,13680.6796875,0,2026-06-10 09:30:00
13681.58984375,13709.3095703125,13677.4501953125,13700.0498046875,0,2026-06-10 09:45:00
13701.099609375,13701.150390625,13680.349609375,13681.66015625,0,2026-06-10 10:00:00
13682.33984375,13693.0302734375,13672.66015625,13687.0,0,2026-06-10 10:15:00
13686.51953125,13709.51953125,13679.76953125,13709.490234375,0,2026-06-10 10:30:00
13709.669921875,13715.41015625,13687.6201171875,13704.259765625,0,2026-06-10 10:45:00
13703.009765625,13718.9501953125,13652.9296875,13669.8095703125,0,2026-06-10 11:00:00
13670.0400390625,13689.990234375,13656.3701171875,13662.6796875,0,2026-06-10 11:15:00
13661.8203125,13663.4697265625,13600.3095703125,13644.2001953125,0,2026-06-10 11:30:00
13645.080078125,13688.2802734375,13639.83984375,13682.4697265625,0,2026-06-10 11:45:00
13682.5,13704.5498046875,13671.25,13693.9296875,0,2026-06-10 12:00:00
13694.4501953125,13704.25,13682.4697265625,13697.349609375,0,2026-06-10 12:15:00
13698.349609375,13766.23046875,13696.759765625,13722.51953125,0,2026-06-10 12:30:00
13721.4599609375,13740.08984375,13707.8896484375,13709.9296875,0,2026-06-10 12:45:00
13708.9501953125,13728.01953125,13705.26953125,13715.5302734375,0,2026-06-10 13:00:00
13713.349609375,13723.1396484375,13694.3203125,13714.599609375,0,2026-06-10 13:15:00
13713.48046875,13804.3603515625,13710.6904296875,13802.5703125,0,2026-06-10 13:30:00
13801.9501953125,13820.330078125,13771.1796875,13786.3603515625,0,2026-06-10 13:45:00
13787.5703125,13793.75,13753.7900390625,13753.98046875,0,2026-06-10 14:00:00
13754.0302734375,13766.169921875,13728.4599609375,13729.599609375,0,2026-06-10 14:15:00
13729.330078125,13766.330078125,13726.33984375,13763.490234375,0,2026-06-10 14:30:00
13763.3203125,13789.8095703125,13755.9404296875,13759.900390625,0,2026-06-10 14:45:00
13744.6396484375,13785.849609375,13744.6396484375,13785.849609375,0,2026-06-11 06:45:00
13785.849609375,13825.8701171875,13755.4697265625,13795.7099609375,0,2026-06-11 07:00:00
13796.900390625,13874.6904296875,13783.08984375,13871.0400390625,0,2026-06-11 07:15:00
13872.7998046875,13889.6201171875,13863.4697265625,13863.4697265625,0,2026-06-11 07:30:00
13864.3701171875,13871.259765625,13848.8798828125,13856.7197265625,0,2026-06-11 07:45:00
13855.5498046875,13867.41015625,13834.0595703125,13849.900390625,0,2026-06-11 08:00:00
13850.48046875,13860.4501953125,13835.580078125,13835.580078125,0,2026-06-11 08:15:00
13835.5302734375,13853.6298828125,13832.7001953125,13832.7001953125,0,2026-06-11 08:30:00
13832.3603515625,13837.599609375,13808.349609375,13810.8203125,0,2026-06-11 08:45:00
13811.2802734375,13811.2802734375,13757.1796875,13759.6298828125,0,2026-06-11 09:00:00
13758.76953125,13772.58984375,13734.5703125,13736.48046875,0,2026-06-11 09:15:00
13735.0400390625,13745.0703125,13727.2802734375,13738.3095703125,0,2026-06-11 09:30:00
13738.919921875,13749.169921875,13734.2197265625,13735.650390625,0,2026-06-11 09:45:00
13734.599609375,13757.4599609375,13724.400390625,13725.6396484375,0,2026-06-11 10:00:00
13725.01953125,13745.259765625,13722.73046875,13736.6796875,0,2026-06-11 10:15:00
13737.3798828125,13758.41015625,13728.740234375,13756.73046875,0,2026-06-11 10:30:00
13756.9697265625,13764.4697265625,13747.2998046875,13753.4697265625,0,2026-06-11 10:45:00
13754.580078125,13789.8798828125,13739.2197265625,13747.66015625,0,2026-06-11 11:00:00
13747.3798828125,13823.4599609375,13746.9296875,13823.4599609375,0,2026-06-11 11:15:00
13827.6103515625,13849.169921875,13769.5703125,13769.5703125,0,2026-06-11 11:30:00
13770.0302734375,13773.7197265625,13748.4501953125,13764.5498046875,0,2026-06-11 11:45:00
13763.1796875,13781.66015625,13745.099609375,13746.6298828125,0,2026-06-11 12:00:00
13746.150390625,13746.58984375,13661.2197265625,13671.4296875,0,2026-06-11 12:15:00
13671.490234375,13671.740234375,13583.3701171875,13598.1201171875,0,2026-06-11 12:30:00
13599.9296875,13628.2802734375,13596.2197265625,13606.1796875,0,2026-06-11 12:45:00
13606.7099609375,13629.650390625,13591.91015625,13600.240234375,0,2026-06-11 13:00:00
13603.2099609375,13618.9697265625,13567.349609375,13580.919921875,0,2026-06-11 13:15:00
13581.48046875,13644.0498046875,13579.009765625,13641.349609375,0,2026-06-11 13:30:00
13640.1201171875,13681.830078125,13636.5703125,13638.9599609375,0,2026-06-11 13:45:00
13638.6298828125,13652.7998046875,13609.330078125,13616.2900390625,0,2026-06-11 14:00:00
13616.9599609375,13662.7802734375,13613.169921875,13644.400390625,0,2026-06-11 14:15:00
13644.5400390625,13727.9697265625,13631.919921875,13709.830078125,0,2026-06-11 14:30:00
13711.400390625,13756.25,13707.5,13734.1396484375,0,2026-06-11 14:45:00
13743.5,13912.0703125,13743.5,13912.0703125,0,2026-06-12 06:45:00
13912.0703125,13930.9697265625,13856.6796875,13866.9697265625,0,2026-06-12 07:00:00
13869.099609375,13872.1298828125,13801.33984375,13808.919921875,0,2026-06-12 07:15:00
13807.759765625,13851.25,13807.759765625,13850.990234375,0,2026-06-12 07:30:00
13850.5400390625,13870.3896484375,13843.349609375,13860.4697265625,0,2026-06-12 07:45:00
13860.400390625,14073.8095703125,13858.25,14067.6796875,0,2026-06-12 08:00:00
14066.1103515625,14080.3203125,14011.2998046875,14068.599609375,0,2026-06-12 08:15:00
14069.259765625,14093.919921875,14047.5,14090.3203125,0,2026-06-12 08:30:00
14089.4404296875,14100.08984375,14074.9296875,14088.58984375,0,2026-06-12 08:45:00
14088.83984375,14113.73046875,14084.2802734375,14090.7197265625,0,2026-06-12 09:00:00
14091.009765625,14108.490234375,14083.400390625,14101.580078125,0,2026-06-12 09:15:00
14100.5,14125.3095703125,14088.330078125,14125.1396484375,0,2026-06-12 09:30:00
14124.990234375,14125.83984375,14066.2802734375,14068.8896484375,0,2026-06-12 09:45:00
14068.58984375,14095.919921875,14067.400390625,14085.1396484375,0,2026-06-12 10:00:00
14085.0498046875,14086.6103515625,14013.830078125,14013.830078125,0,2026-06-12 10:15:00
14014.1396484375,14056.91015625,14014.1396484375,14052.9404296875,0,2026-06-12 10:30:00
