tarih,cari,ihracat,ithalat,mal_denge,hizmet_gelir,hizmet_gider,mal_hizmet,birincil_gelir,birincil_gider,mhb_denge,ikincil_denge,sermaye_hesabi,fin_hesabi,dyy_varlik,dyy_yuk,port_varlik,port_yuk,port_yuk_hisse,port_yuk_borc,turev_varlik,turev_yuk,diger_varlik,diger_varlik_gh,diger_varlik_bnk,diger_varlik_dgr,diger_yuk,diger_yuk_tcmb,diger_yuk_gh,diger_yuk_bnk,diger_yuk_dgr,csf_toplam,nhn,genel_denge,rezerv_akim,resmi_rezerv,imf_kredileri,od_finansmani,hc_cari,hc_altin_ihr,hc_altin_ith,hc_altin_net,hc_enerji_ihr,hc_enerji_ith,hc_enerji_net,hc_altin_haric,hc_enerji_haric,hc_cekirdek,ay_cari,ay_sermaye,ay_fin_hesabi,ay_dyy_net,ay_dyy_varlik,ay_dyy_yuk,ay_port_net,ay_port_yuk,ay_turev_net,ay_diger_net,ay_mevduat_net,ay_mevduat_yuk,ay_mevduat_yuk_bnk,ay_kredi_net,ay_kredi_yuk,ay_kredi_bnk,ay_kredi_bnk_kv,ay_kredi_bnk_uv,ay_kredi_bnk_uv_kul,ay_kredi_bnk_uv_ode,ay_kredi_dgr,ay_kredi_dgr_kv,ay_kredi_dgr_uv,ay_kredi_dgr_uv_kul,ay_kredi_dgr_uv_ode,ay_kredi_gh_uv,ay_kredi_gh_uv_kul,ay_kredi_gh_uv_ode,ay_ticari_kredi,ay_sdr,ay_rezerv,ay_nhn,roll_bnk,roll_dgr,roll_bnk_tahvil,roll_dgr_tahvil,eb_kullanim,eb_kullanim_uv,eb_kullanim_gh,eb_kullanim_bnk,eb_kullanim_dgr,eb_odeme,eb_odeme_uv,rezerv_stok
1998-10-01,1069.0,2724.0,3588.0,-864.0,2522.0,796.0,862.0,154.0,491.0,525.0,544.0,0.0,-3110.0,35.0,96.0,-70.0,-835.0,-66.0,-769.0,,,-4166.0,2.0,-4199.0,26.0,-352.0,16.0,-20.0,-302.0,-46.0,4179.0,-4855.0,676.0,-676.0,-718.0,42.0,0.0,1069.0,0.0,179.0,-179.0,23.65,395.08,-371.42,1248.0,1440.42,1619.42,1069.0,0.0,-3786.0,-61.0,35.0,96.0,765.0,-835.0,,-3772.0,-4133.0,-104.0,-121.0,126.0,-83.0,-181.0,-202.0,21.0,140.0,119.0,161.0,97.0,64.0,397.0,333.0,-20.0,84.0,104.0,213.0,0.0,-718.0,-4855.0,,,,,,,,,,,,22089.9
1998-11-01,540.0,2508.0,3412.0,-904.0,1931.0,743.0,284.0,236.0,502.0,18.0,522.0,0.0,-440.0,40.0,46.0,-80.0,41.0,-91.0,132.0,,,-620.0,7.0,-662.0,27.0,-307.0,14.0,-141.0,-200.0,20.0,980.0,-1747.0,767.0,-767.0,-780.0,13.0,0.0,540.0,0.0,78.0,-78.0,24.68,296.28,-271.6,618.0,811.6,889.6,540.0,0.0,-1207.0,-6.0,40.0,46.0,-121.0,41.0,,-300.0,-1018.0,311.0,297.0,591.0,-539.0,-497.0,-388.0,-109.0,47.0,156.0,112.0,-8.0,120.0,341.0,221.0,-141.0,90.0,231.0,96.0,0.0,-780.0,-1747.0,,,,,,,,,,,,20939.1
1998-12-01,170.0,2433.0,3756.0,-1323.0,1944.0,801.0,-180.0,330.0,555.0,-405.0,575.0,0.0,267.0,62.0,193.0,347.0,-110.0,2.0,-112.0,,,897.0,0.0,863.0,20.0,956.0,41.0,-168.0,942.0,141.0,-97.0,-267.0,364.0,-364.0,-390.0,26.0,0.0,170.0,0.0,96.0,-96.0,20.07,386.33,-366.26,266.0,536.26,632.26,170.0,0.0,-97.0,-131.0,62.0,193.0,457.0,-110.0,,-33.0,199.0,791.0,750.0,-258.0,137.0,192.0,-91.0,283.0,434.0,151.0,139.0,6.0,133.0,498.0,365.0,-168.0,163.0,331.0,-1.0,0.0,-390.0,-267.0,,,,,,,,,,,,20778.1
1999-01-01,869.0,2039.0,2145.0,-106.0,1314.0,610.0,598.0,126.0,290.0,434.0,435.0,0.0,-477.0,78.0,35.0,39.0,165.0,22.0,143.0,,,-923.0,0.0,-721.0,-205.0,-529.0,19.0,-124.0,-100.0,-324.0,1346.0,-377.0,-969.0,969.0,928.0,41.0,0.0,869.0,0.0,36.0,-36.0,25.53,344.42,-318.88,905.0,1187.88,1223.88,869.0,0.0,492.0,43.0,78.0,35.0,-126.0,165.0,,-353.0,-248.0,-584.0,-603.0,-329.0,445.0,503.0,412.0,91.0,181.0,90.0,107.0,14.0,93.0,580.0,487.0,-124.0,32.0,156.0,209.0,0.0,928.0,-377.0,,,,,,,,,,,,21391.1
1999-02-01,181.0,2378.0,2657.0,-279.0,1157.0,697.0,181.0,207.0,623.0,-235.0,416.0,0.0,-167.0,14.0,90.0,21.0,431.0,10.0,421.0,,,-119.0,0.0,-168.0,37.0,-438.0,39.0,-239.0,-194.0,-44.0,348.0,134.0,-482.0,482.0,470.0,12.0,0.0,181.0,0.0,71.0,-71.0,19.89,342.87,-322.98,252.0,503.98,574.98,181.0,0.0,315.0,-76.0,14.0,90.0,-410.0,431.0,,331.0,20.0,-293.0,-333.0,289.0,-178.0,139.0,205.0,-66.0,42.0,108.0,-65.0,-49.0,-16.0,343.0,359.0,-239.0,34.0,273.0,-2.0,0.0,470.0,134.0,,,,,,,,,,,,21159.5
1999-03-01,315.0,2599.0,2908.0,-309.0,1230.0,761.0,160.0,248.0,474.0,-66.0,381.0,0.0,-616.0,20.0,78.0,35.0,684.0,85.0,599.0,,,1085.0,3.0,947.0,126.0,994.0,1.0,-166.0,696.0,463.0,931.0,561.0,-1492.0,1492.0,1466.0,26.0,0.0,315.0,0.0,82.0,-82.0,38.03,307.26,-269.23,397.0,584.23,666.23,315.0,0.0,876.0,-58.0,20.0,78.0,-649.0,684.0,,117.0,184.0,743.0,742.0,13.0,15.0,-46.0,210.0,-256.0,16.0,272.0,253.0,30.0,223.0,490.0,267.0,-166.0,86.0,252.0,-101.0,0.0,1466.0,561.0,,,,,,,,,,,,22450.1
1999-04-01,-729.0,2132.0,3236.0,-1104.0,1216.0,908.0,-796.0,175.0,523.0,-1144.0,415.0,0.0,-1128.0,8.0,80.0,84.0,397.0,-7.0,404.0,,,-806.0,15.0,-687.0,-146.0,-63.0,19.0,-59.0,-290.0,267.0,399.0,337.0,-736.0,736.0,696.0,40.0,0.0,-729.0,0.0,88.0,-88.0,34.91,367.9,-332.98,-641.0,-396.01,-308.01,-729.0,0.0,-392.0,-72.0,8.0,80.0,-313.0,397.0,,-703.0,-381.0,-315.0,-334.0,34.0,-17.0,44.0,192.0,-148.0,94.0,242.0,38.0,-34.0,72.0,505.0,433.0,-59.0,113.0,172.0,-391.0,0.0,696.0,337.0,,,,,,,,,,,,22750.9
1999-05-01,-83.0,2395.0,3250.0,-855.0,1461.0,786.0,-180.0,229.0,528.0,-479.0,396.0,0.0,337.0,18.0,110.0,75.0,213.0,107.0,106.0,,,148.0,1.0,54.0,87.0,-419.0,-4.0,-242.0,-380.0,207.0,-420.0,638.0,-218.0,218.0,205.0,13.0,0.0,-83.0,0.0,95.0,-95.0,33.69,353.63,-319.94,12.0,236.94,331.94,-83.0,0.0,555.0,-92.0,18.0,110.0,-138.0,213.0,,580.0,150.0,-130.0,-126.0,478.0,-438.0,-254.0,17.0,-271.0,102.0,373.0,71.0,24.0,47.0,368.0,321.0,-242.0,58.0,300.0,-56.0,0.0,205.0,638.0,,,,,,,,,,,,22786.2
1999-06-01,-478.0,2263.0,3411.0,-1148.0,1502.0,851.0,-497.0,213.0,626.0,-910.0,432.0,0.0,429.0,65.0,83.0,-663.0,-477.0,-44.0,-433.0,,,691.0,2.0,644.0,38.0,58.0,-28.0,-215.0,22.0,279.0,-907.0,817.0,90.0,-90.0,-115.0,25.0,0.0,-478.0,0.0,107.0,-107.0,30.87,396.77,-365.9,-371.0,-112.09,-5.09,-478.0,0.0,339.0,-18.0,65.0,83.0,-186.0,-477.0,,658.0,478.0,94.0,122.0,320.0,-241.0,-100.0,-303.0,203.0,536.0,333.0,99.0,73.0,26.0,574.0,548.0,-215.0,89.0,304.0,-141.0,0.0,-115.0,817.0,,,,,,,,,,,,22533.2
1999-07-01,-54.0,2439.0,3456.0,-1017.0,1589.0,847.0,-275.0,141.0,404.0,-538.0,484.0,0.0,-472.0,60.0,49.0,-52.0,-218.0,42.0,-260.0,,,-4.0,2.0,-84.0,72.0,645.0,-39.0,-69.0,351.0,402.0,418.0,972.0,-1390.0,1390.0,1351.0,39.0,0.0,-54.0,0.0,140.0,-140.0,43.04,475.67,-432.63,86.0,378.63,518.63,-54.0,0.0,918.0,11.0,60.0,49.0,166.0,-218.0,,-610.0,59.0,-57.0,-18.0,-689.0,607.0,369.0,150.0,219.0,249.0,30.0,346.0,25.0,321.0,707.0,386.0,-69.0,120.0,189.0,14.0,0.0,1351.0,972.0,,,,,,,,,,,,24318.9
1999-08-01,394.0,2167.0,3092.0,-925.0,1697.0,607.0,165.0,217.0,440.0,-58.0,452.0,0.0,-550.0,43.0,25.0,83.0,468.0,68.0,400.0,,,256.0,5.0,285.0,-39.0,439.0,-81.0,-213.0,500.0,233.0,944.0,-960.0,16.0,-16.0,-29.0,13.0,0.0,394.0,0.0,154.0,-154.0,41.47,462.55,-421.07,548.0,815.07,969.07,394.0,0.0,-566.0,18.0,43.0,25.0,-385.0,468.0,,-170.0,185.0,53.0,133.0,-266.0,318.0,367.0,112.0,255.0,270.0,15.0,178.0,-132.0,310.0,815.0,505.0,-213.0,58.0,271.0,-106.0,0.0,-29.0,-960.0,,,,,,,,,,,,24001.5
1999-09-01,-86.0,2571.0,3466.0,-895.0,1426.0,689.0,-158.0,200.0,485.0,-443.0,357.0,0.0,461.0,188.0,25.0,-18.0,-302.0,17.0,-319.0,,,485.0,0.0,333.0,148.0,471.0,-62.0,-160.0,315.0,378.0,-547.0,788.0,-241.0,241.0,215.0,26.0,0.0,-86.0,0.0,108.0,-108.0,13.01,507.9,-494.89,22.0,408.89,516.89,-86.0,0.0,702.0,163.0,188.0,25.0,284.0,-302.0,,40.0,-15.0,213.0,275.0,-74.0,213.0,40.0,439.0,-399.0,121.0,520.0,359.0,-3.0,362.0,754.0,392.0,-160.0,56.0,216.0,111.0,0.0,215.0,788.0,,,,,,,,,,,,24366.9
1999-10-01,358.0,2926.0,3367.0,-441.0,1395.0,667.0,287.0,174.0,402.0,59.0,299.0,0.0,-207.0,33.0,94.0,668.0,-61.0,26.0,-87.0,,,-154.0,9.0,-370.0,199.0,721.0,-48.0,-81.0,715.0,135.0,565.0,-438.0,-127.0,127.0,616.0,-489.0,0.0,358.0,0.0,83.0,-83.0,13.97,496.58,-482.61,441.0,840.61,923.61,358.0,0.0,-80.0,-61.0,33.0,94.0,729.0,-61.0,,-1364.0,-430.0,30.0,78.0,-1043.0,1078.0,637.0,289.0,348.0,367.0,19.0,33.0,31.0,2.0,474.0,472.0,-81.0,44.0,125.0,72.0,0.0,616.0,-438.0,,,,,,,,,,,,24976.3
1999-11-01,-572.0,2737.0,3648.0,-911.0,1057.0,759.0,-613.0,189.0,511.0,-935.0,363.0,0.0,-1450.0,104.0,-9.0,237.0,1648.0,59.0,1589.0,,,331.0,7.0,214.0,101.0,483.0,-54.0,-269.0,206.0,600.0,878.0,-1698.0,820.0,-820.0,-833.0,13.0,0.0,-572.0,0.0,74.0,-74.0,19.09,597.7,-578.6,-498.0,6.6,80.6,-572.0,0.0,-2270.0,113.0,104.0,-9.0,-1411.0,1648.0,,-139.0,136.0,67.0,121.0,-295.0,311.0,85.0,46.0,39.0,60.0,21.0,508.0,24.0,484.0,807.0,323.0,-269.0,92.0,361.0,-23.0,0.0,-833.0,-1698.0,,,,,,,,,,,,23540.0
1999-12-01,-1040.0,2489.0,4166.0,-1677.0,1222.0,686.0,-1141.0,231.0,581.0,-1491.0,451.0,0.0,-989.0,14.0,123.0,204.0,1240.0,43.0,1197.0,,,1360.0,2.0,1392.0,-51.0,1204.0,7.0,-95.0,814.0,478.0,-51.0,528.0,-477.0,477.0,756.0,-279.0,0.0,-1040.0,0.0,41.0,-41.0,23.61,723.87,-700.25,-999.0,-339.74,-298.74,-1040.0,0.0,-512.0,-109.0,14.0,123.0,-1036.0,1240.0,,-123.0,1077.0,418.0,411.0,-1042.0,944.0,403.0,301.0,102.0,525.0,423.0,357.0,-63.0,420.0,931.0,511.0,-95.0,229.0,324.0,-199.0,0.0,756.0,528.0,,,,,,,,,,,,24343.0
2000-01-01,-142.0,2313.0,3139.0,-826.0,1064.0,683.0,-445.0,148.0,297.0,-594.0,452.0,0.0,-1662.0,497.0,435.0,437.0,1411.0,37.0,1374.0,,,-730.0,0.0,-618.0,-111.0,20.0,59.0,88.0,-215.0,88.0,1520.0,-1575.0,55.0,-55.0,-68.0,13.0,0.0,-142.0,0.0,98.0,-98.0,28.6,603.12,-574.52,-44.0,432.52,530.52,-142.0,0.0,-1717.0,62.0,497.0,435.0,-974.0,1411.0,,-737.0,-1339.0,714.0,655.0,582.0,-575.0,-870.0,-513.0,-357.0,32.0,389.0,220.0,-25.0,245.0,677.0,432.0,88.0,290.0,202.0,1.0,0.0,-68.0,-1575.0,,,,,,,,,,,,23869.7
2000-02-01,-1087.0,2513.0,3867.0,-1354.0,1071.0,741.0,-1024.0,193.0,595.0,-1426.0,339.0,0.0,-1057.0,45.0,27.0,-329.0,227.0,41.0,186.0,,,-305.0,0.0,-386.0,78.0,214.0,76.0,-72.0,13.0,197.0,-30.0,411.0,-381.0,381.0,381.0,0.0,0.0,-1087.0,0.0,174.0,-174.0,38.62,702.8,-664.17,-913.0,-422.82,-248.82,-1087.0,0.0,-676.0,18.0,45.0,27.0,-556.0,227.0,,-519.0,-353.0,-272.0,-349.0,-19.0,258.0,362.0,533.0,-171.0,20.0,191.0,-31.0,-51.0,20.0,707.0,687.0,-72.0,117.0,189.0,-176.0,0.0,381.0,411.0,,,,,,,,,,,,23918.2
2000-03-01,-1072.0,2562.0,4116.0,-1554.0,1132.0,798.0,-1220.0,381.0,579.0,-1418.0,346.0,0.0,-856.0,-15.0,45.0,-210.0,351.0,61.0,290.0,,,1353.0,0.0,1286.0,68.0,1588.0,47.0,-171.0,1068.0,644.0,-216.0,445.0,-229.0,229.0,204.0,25.0,0.0,-1072.0,0.0,216.0,-216.0,37.56,699.56,-662.0,-856.0,-409.99,-193.99,-1072.0,0.0,-627.0,-60.0,-15.0,45.0,-561.0,351.0,,-210.0,686.0,832.0,785.0,-716.0,483.0,283.0,347.0,-64.0,182.0,246.0,396.0,-157.0,553.0,1127.0,574.0,-171.0,65.0,236.0,-205.0,0.0,204.0,445.0,,,,,,,,,,,,23936.9
2000-04-01,-897.0,2699.0,4296.0,-1597.0,1259.0,652.0,-990.0,148.0,441.0,-1283.0,386.0,0.0,-1769.0,13.0,12.0,48.0,674.0,13.0,661.0,,,-884.0,4.0,-1097.0,210.0,260.0,46.0,-307.0,-182.0,703.0,872.0,-949.0,77.0,-77.0,-90.0,13.0,0.0,-897.0,0.0,125.0,-125.0,14.29,719.98,-705.69,-772.0,-191.3,-66.3,-897.0,0.0,-1846.0,1.0,13.0,12.0,-626.0,674.0,,-1131.0,-840.0,-266.0,-313.0,-251.0,260.0,131.0,114.0,17.0,51.0,34.0,450.0,-33.0,483.0,972.0,489.0,-307.0,135.0,442.0,-66.0,0.0,-90.0,-949.0,,,,,,,,,,,,23347.6
2000-05-01,-1048.0,2546.0,4486.0,-1940.0,1787.0,818.0,-971.0,160.0,627.0,-1438.0,390.0,0.0,-195.0,236.0,158.0,123.0,-14.0,19.0,-33.0,,,-193.0,5.0,-171.0,-27.0,217.0,46.0,-52.0,-351.0,574.0,-853.0,984.0,-131.0,131.0,423.0,-292.0,0.0,-1048.0,0.0,170.0,-170.0,42.6,608.7,-566.09,-878.0,-481.9,-311.9,-1048.0,0.0,-64.0,78.0,236.0,158.0,137.0,-14.0,,-702.0,470.0,-704.0,-750.0,-1002.0,1065.0,399.0,328.0,71.0,227.0,156.0,426.0,8.0,418.0,1061.0,643.0,-52.0,260.0,312.0,-182.0,0.0,423.0,984.0,,,,,,,,,,,,23960.8
2000-06-01,-1326.0,2531.0,4800.0,-2269.0,1846.0,811.0,-1234.0,190.0,694.0,-1738.0,412.0,0.0,-2447.0,-117.0,152.0,157.0,1285.0,-23.0,1308.0,,,728.0,0.0,672.0,56.0,1778.0,55.0,124.0,720.0,879.0,1121.0,224.0,-1345.0,1345.0,1320.0,25.0,0.0,-1326.0,0.0,143.0,-143.0,15.97,796.16,-780.19,-1183.0,-545.8,-402.8,-1326.0,0.0,-1102.0,-269.0,-117.0,152.0,-1128.0,1285.0,,-1025.0,1053.0,-343.0,-398.0,-1834.0,1796.0,1118.0,575.0,543.0,699.0,156.0,579.0,71.0,508.0,1257.0,749.0,124.0,480.0,356.0,-254.0,0.0,1320.0,224.0,,,,,,,,,,,,25557.5
2000-07-01,-379.0,2556.0,4596.0,-2040.0,2176.0,729.0,-593.0,249.0,466.0,-810.0,431.0,0.0,-689.0,5.0,-697.0,-16.0,2305.0,783.0,1522.0,,,1549.0,11.0,1536.0,3.0,619.0,72.0,-118.0,165.0,500.0,310.0,-251.0,-59.0,59.0,354.0,-295.0,0.0,-379.0,0.0,210.0,-210.0,9.41,689.74,-680.33,-169.0,301.33,511.33,-379.0,0.0,-630.0,702.0,5.0,-697.0,-2321.0,2305.0,,635.0,1704.0,-338.0,-410.0,-1155.0,1325.0,575.0,556.0,19.0,116.0,97.0,573.0,111.0,462.0,1076.0,614.0,-118.0,100.0,218.0,64.0,0.0,354.0,-251.0,,,,,,,,,,,,25487.0
2000-08-01,-733.0,2310.0,4772.0,-2462.0,2242.0,584.0,-804.0,226.0,536.0,-1114.0,381.0,0.0,-2645.0,48.0,113.0,38.0,-209.0,-4.0,-205.0,,,-423.0,0.0,-355.0,-70.0,2404.0,69.0,-83.0,2009.0,409.0,1912.0,-1476.0,-436.0,436.0,436.0,0.0,0.0,-733.0,0.0,218.0,-218.0,18.18,828.04,-809.85,-515.0,76.85,294.85,-733.0,0.0,-2209.0,-65.0,48.0,113.0,247.0,-209.0,,-2827.0,-938.0,652.0,582.0,-1738.0,1671.0,1427.0,1254.0,173.0,222.0,49.0,328.0,11.0,317.0,878.0,561.0,-83.0,143.0,226.0,-164.0,0.0,436.0,-1476.0,,,,,,,,,,,,25490.0
2000-09-01,-222.0,2713.0,4479.0,-1766.0,2064.0,573.0,-275.0,264.0,547.0,-558.0,336.0,0.0,253.0,9.0,219.0,336.0,606.0,-19.0,625.0,,,627.0,0.0,577.0,51.0,-106.0,42.0,-153.0,-217.0,222.0,-475.0,423.0,52.0,-52.0,-64.0,12.0,0.0,-222.0,0.0,162.0,-162.0,14.81,802.06,-787.25,-60.0,565.25,727.25,-222.0,0.0,201.0,-210.0,9.0,219.0,-270.0,606.0,,745.0,616.0,142.0,100.0,-53.0,-129.0,-317.0,76.0,-393.0,15.0,408.0,353.0,53.0,300.0,1126.0,826.0,-153.0,267.0,420.0,160.0,0.0,-64.0,423.0,,,,,,,,,,,,25185.0
2000-10-01,-701.0,2597.0,4868.0,-2271.0,1990.0,554.0,-835.0,238.0,504.0,-1101.0,400.0,0.0,-1596.0,30.0,125.0,116.0,153.0,71.0,82.0,,,-708.0,10.0,-701.0,-16.0,756.0,29.0,-240.0,38.0,929.0,895.0,-968.0,73.0,-73.0,-73.0,0.0,0.0,-701.0,0.0,169.0,-169.0,23.18,1017.39,-994.2,-532.0,293.2,462.2,-701.0,0.0,-1669.0,-95.0,30.0,125.0,-37.0,153.0,,-1464.0,-360.0,-314.0,-343.0,-757.0,730.0,381.0,369.0,12.0,51.0,39.0,589.0,96.0,493.0,1142.0,649.0,-240.0,95.0,335.0,-388.0,0.0,-73.0,-968.0,,,,,,,,,,,,24581.0
2000-11-01,-1568.0,2837.0,5235.0,-2398.0,1429.0,621.0,-1590.0,334.0,726.0,-1982.0,414.0,0.0,2952.0,22.0,313.0,-81.0,-4880.0,-183.0,-4697.0,,,-381.0,0.0,-446.0,65.0,1175.0,35.0,-24.0,416.0,748.0,-4520.0,-483.0,5003.0,-5003.0,-5003.0,0.0,0.0,-1568.0,0.0,160.0,-160.0,37.93,1060.2,-1022.26,-1408.0,-545.73,-385.73,-1568.0,0.0,-2051.0,-291.0,22.0,313.0,4799.0,-4880.0,,-1556.0,-670.0,288.0,253.0,-1080.0,1016.0,163.0,348.0,-185.0,100.0,285.0,877.0,93.0,784.0,1582.0,798.0,-24.0,244.0,268.0,157.0,0.0,-5003.0,-483.0,,,,,,,,,,,,19937.0
2000-12-01,-745.0,2746.0,4228.0,-1482.0,1305.0,524.0,-701.0,305.0,826.0,-1222.0,477.0,0.0,127.0,97.0,80.0,-59.0,-294.0,-307.0,13.0,,,1339.0,3.0,1277.0,59.0,1464.0,43.0,1125.0,272.0,24.0,-872.0,554.0,318.0,-318.0,2534.0,-2852.0,0.0,-745.0,0.0,55.0,-55.0,48.1,1012.77,-964.67,-690.0,219.67,274.67,-745.0,0.0,-191.0,17.0,97.0,80.0,235.0,-294.0,,-2977.0,1681.0,-411.0,-454.0,-4961.0,4968.0,726.0,754.0,-28.0,187.0,215.0,265.0,-49.0,314.0,1091.0,777.0,125.0,537.0,412.0,274.0,0.0,2534.0,554.0,,,,,,,,,,,,23369.0
2001-01-01,-724.0,2460.0,3872.0,-1412.0,1159.0,585.0,-838.0,251.0,578.0,-1165.0,441.0,0.0,-2959.0,220.0,274.0,-156.0,1024.0,272.0,752.0,,,-1781.0,0.0,-1735.0,-46.0,-56.0,-53.0,-204.0,285.0,-84.0,2235.0,423.0,-2658.0,2658.0,2658.0,0.0,0.0,-724.0,1.0,87.0,-86.0,28.69,783.34,-754.64,-638.0,30.64,116.64,-724.0,0.0,-301.0,-54.0,220.0,274.0,-1180.0,1024.0,,-1725.0,-1828.0,56.0,109.0,-97.0,134.0,176.0,253.0,-77.0,13.0,90.0,162.0,-31.0,193.0,697.0,504.0,-204.0,70.0,274.0,176.0,0.0,2658.0,423.0,,,,,,,,,,,,26131.0
2001-02-01,-85.0,2844.0,3348.0,-504.0,1136.0,496.0,136.0,301.0,837.0,-400.0,315.0,0.0,3430.0,7.0,1552.0,174.0,-3394.0,-702.0,-2692.0,,,-212.0,10.0,-329.0,94.0,-1619.0,-1.0,-136.0,-1673.0,191.0,-3515.0,-1188.0,4703.0,-4703.0,-3288.0,-1415.0,0.0,-85.0,0.0,81.0,-81.0,28.54,821.35,-792.8,-4.0,707.8,788.8,-85.0,0.0,-1273.0,-1545.0,7.0,1552.0,3568.0,-3394.0,,-8.0,-41.0,-271.0,-271.0,-289.0,285.0,-1402.0,-1278.0,-124.0,13.0,137.0,409.0,280.0,129.0,748.0,619.0,-136.0,112.0,248.0,281.0,0.0,-3288.0,-1188.0,,,,,,,,,,,,22560.0
2001-03-01,238.0,2851.0,2878.0,-27.0,859.0,470.0,362.0,297.0,625.0,34.0,204.0,0.0,2634.0,73.0,48.0,-6.0,-476.0,-161.0,-315.0,,,1418.0,0.0,1331.0,88.0,-721.0,26.0,-76.0,-428.0,-243.0,-2396.0,-112.0,2508.0,-2508.0,-2508.0,0.0,0.0,238.0,0.0,21.0,-21.0,32.74,767.77,-735.02,259.0,973.02,994.02,238.0,0.0,126.0,25.0,73.0,48.0,470.0,-476.0,,2139.0,1555.0,-388.0,-414.0,349.0,-186.0,-14.0,127.0,-141.0,115.0,256.0,-96.0,-9.0,-87.0,531.0,618.0,-76.0,141.0,217.0,206.0,0.0,-2508.0,-112.0,,,,,,,,,,,,19607.0
2001-04-01,680.0,2946.0,2799.0,147.0,1144.0,479.0,812.0,257.0,596.0,473.0,207.0,0.0,861.0,-8.0,45.0,16.0,-530.0,80.0,-610.0,,,-498.0,3.0,-583.0,83.0,-866.0,7.0,-162.0,-275.0,-436.0,-181.0,-211.0,392.0,-392.0,-392.0,0.0,0.0,680.0,9.0,25.0,-16.0,50.65,604.58,-553.92,696.0,1233.92,1249.92,680.0,0.0,469.0,-53.0,-8.0,45.0,546.0,-530.0,,368.0,-524.0,-98.0,-105.0,653.0,-615.0,-170.0,-30.0,-140.0,8.0,148.0,-283.0,-3.0,-280.0,689.0,969.0,-162.0,126.0,288.0,206.0,0.0,-392.0,-211.0,,,,,,,,,,,,19464.0
2001-05-01,428.0,3136.0,3236.0,-100.0,1425.0,561.0,764.0,243.0,794.0,213.0,215.0,0.0,2837.0,26.0,11.0,85.0,-60.0,127.0,-187.0,,,831.0,0.0,693.0,135.0,-1846.0,10.0,-178.0,-1574.0,-104.0,-2409.0,777.0,1632.0,-1632.0,2177.0,-3809.0,0.0,428.0,0.0,22.0,-22.0,53.0,690.99,-637.98,450.0,1065.98,1087.98,428.0,0.0,1205.0,15.0,26.0,11.0,145.0,-60.0,,-1132.0,1270.0,-468.0,-478.0,-2621.0,2515.0,-1096.0,-1018.0,-78.0,11.0,89.0,-20.0,-18.0,-2.0,808.0,810.0,-178.0,93.0,271.0,207.0,0.0,2177.0,777.0,,,,,,,,,,,,21056.0
2001-06-01,314.0,2809.0,3004.0,-195.0,1510.0,700.0,615.0,195.0,735.0,75.0,239.0,0.0,2791.0,15.0,99.0,-195.0,153.0,227.0,-74.0,,,1267.0,2.0,1237.0,23.0,-1956.0,22.0,-1265.0,-508.0,-205.0,-2477.0,-864.0,3341.0,-3341.0,-3341.0,0.0,0.0,314.0,1.0,32.0,-31.0,36.47,572.85,-536.37,345.0,850.37,881.37,314.0,0.0,-550.0,-84.0,15.0,99.0,-348.0,153.0,,3223.0,810.0,440.0,418.0,2208.0,-2216.0,-926.0,-848.0,-78.0,12.0,90.0,-25.0,-37.0,12.0,766.0,754.0,-265.0,53.0,318.0,193.0,0.0,-3341.0,-864.0,,,,,,,,,,,,17643.0
2001-07-01,463.0,2721.0,3152.0,-431.0,1728.0,722.0,575.0,219.0,549.0,245.0,218.0,0.0,601.0,33.0,211.0,298.0,-457.0,-71.0,-386.0,,,-1469.0,7.0,-1418.0,-64.0,-1493.0,68.0,1074.0,-2177.0,-458.0,-138.0,-998.0,1136.0,-1136.0,367.0,-1503.0,0.0,463.0,1.0,84.0,-83.0,29.52,649.37,-619.85,546.0,1082.85,1165.85,463.0,0.0,-535.0,-178.0,33.0,211.0,755.0,-457.0,,-1479.0,-1253.0,-240.0,-308.0,-391.0,472.0,-1869.0,-1628.0,-241.0,243.0,484.0,-236.0,30.0,-266.0,451.0,717.0,1074.0,1256.0,182.0,150.0,0.0,367.0,-998.0,,,,,,,,,,,,18239.0
2001-08-01,866.0,2902.0,3229.0,-327.0,1810.0,559.0,924.0,213.0,479.0,658.0,208.0,0.0,817.0,-12.0,76.0,-78.0,-186.0,82.0,-268.0,,,588.0,2.0,507.0,76.0,-209.0,168.0,-36.0,-401.0,60.0,49.0,-370.0,321.0,-321.0,1210.0,-1531.0,0.0,866.0,2.0,117.0,-115.0,26.78,641.62,-614.84,981.0,1480.84,1595.84,866.0,0.0,496.0,-88.0,-12.0,76.0,108.0,-186.0,,-734.0,689.0,-113.0,-281.0,-1711.0,1645.0,-120.0,-55.0,-65.0,12.0,77.0,270.0,41.0,229.0,797.0,568.0,-36.0,197.0,233.0,267.0,0.0,1210.0,-370.0,,,,,,,,,,,,19803.0
