tarih,borc_odeme_top,borc_odeme_top_4h,borc_odeme_haz,borc_odeme_haz_4h,borc_odeme_dgr,borc_odeme_dgr_4h,borc_odeme_tcmb,borc_odeme_tcmb_4h,borc_odeme_top_52h
2016-06-15,53.03,361.71999999999946,36.23,275.8,1.06,65.19000000000005,15.74,20.730000000000004,9067.33
2016-06-22,110.64,396.1299999999994,67.71,292.32,37.18,77.81000000000006,5.75,26.000000000000004,9087.53
2016-06-29,18.39,300.7099999999994,3.69,189.04,12.21,84.27000000000005,2.49,27.400000000000006,8860.12
2016-07-06,110.23,292.28999999999945,75.69,183.32,0.82,51.27000000000006,33.72,57.7,8917.18
2016-07-13,36.38,275.6399999999994,32.98,180.07,,,3.4,45.36000000000001,8631.810000000001
2016-07-20,343.58,508.5799999999994,321.01,433.37,17.06,,5.51,45.120000000000005,8914.28
2016-07-27,85.8,575.9899999999994,78.57,508.25,2.98,,4.25,46.88000000000001,8920.63
2016-08-03,33.57,499.3299999999994,10.39,442.95,22.07,,1.11,14.270000000000007,8777.51
2016-08-10,142.69,605.6399999999994,137.15,547.12,3.63,45.74000000000006,1.91,12.780000000000006,8899.710000000001
2016-08-17,211.27,473.3299999999995,206.81,432.92,0.76,29.440000000000058,3.7,10.970000000000008,8937.16
2016-08-24,45.58,433.10999999999945,37.75,392.1,2.33,28.790000000000056,5.5,12.220000000000008,8919.960000000001
2016-08-31,15.78,415.3199999999994,13.85,395.56000000000006,1.36,8.080000000000057,0.57,11.680000000000009,8905.81
2016-09-07,49.21,321.83999999999946,40.93,299.34000000000003,5.56,10.010000000000057,2.72,12.490000000000009,8899.64
2016-09-14,86.38,196.94999999999942,82.95,175.48000000000002,1.01,10.260000000000057,2.42,11.210000000000008,8798.42
2016-09-21,231.52,382.8899999999994,229.08,366.81,0.1,8.030000000000056,2.34,8.050000000000008,8730.68
2016-09-28,2345.02,2712.129999999999,2299.02,2651.98,40.45,47.12000000000006,5.55,13.030000000000006,10744.99
2016-10-05,170.77,2833.689999999999,163.43,2774.48,6.71,48.27000000000006,0.63,10.940000000000007,10807.820000000002
2016-10-12,83.09,2830.399999999999,77.35,2768.88,2.19,49.45000000000006,3.55,12.070000000000006,10810.38
2016-10-19,286.77,2885.649999999999,263.33,2803.13,17.4,66.75000000000006,6.04,15.770000000000007,10840.17
2016-10-26,44.86,585.4899999999991,26.41,530.52,16.3,42.60000000000005,2.15,12.370000000000006,10822.07
2016-11-02,65.27,479.9899999999991,53.22,420.31,7.8,43.690000000000055,4.25,15.990000000000006,10829.130000000001
2016-11-09,72.51,469.40999999999906,68.47,411.43000000000006,1.27,42.77000000000005,2.77,15.210000000000006,10822.880000000001
2016-11-16,130.09,312.7299999999991,128.32,276.41999999999996,1.57,26.940000000000058,0.2,9.370000000000006,10817.589999999998
2016-11-23,85.23,353.0999999999991,55.19,305.2,29.51,40.15000000000006,0.53,7.750000000000007,10845.82
2016-11-30,145.02,432.8499999999991,85.99,337.96999999999997,45.44,77.79000000000006,13.59,17.090000000000007,10844.869999999999
2016-12-07,153.33,513.6699999999992,114.25,383.75,38.5,115.02000000000007,0.58,14.900000000000007,10893.769999999999
2016-12-14,101.7,485.2799999999991,49.24,304.67,7.14,120.59000000000006,45.32,60.02000000000001,10947.23
2016-12-21,159.26,559.309999999999,103.82,353.29999999999995,21.45,112.53000000000006,33.99,93.48,10965.06
2016-12-28,166.6,580.8899999999991,138.11,405.41999999999996,21.35,88.44000000000005,7.14,87.03,10982.52
2017-01-04,222.89,650.449999999999,64.71,355.88,112.33,162.27000000000004,45.85,132.3,10669.28
2017-01-11,60.0,608.7499999999991,59.97,366.60999999999996,,,0.03,87.01,10500.8
2017-01-18,285.7,735.1899999999991,268.17,530.96,17.49,,0.04,53.06000000000001,10465.82
2017-01-25,132.58,701.169999999999,117.03,509.88,15.35,,0.2,46.12000000000001,10396.890000000001
2017-02-01,30.8,509.0799999999991,8.58,453.75,19.58,,2.64,2.9100000000000072,10408.45
2017-02-08,136.9,585.9799999999991,129.34,523.12,1.37,53.79000000000005,6.19,9.070000000000007,10370.98
2017-02-15,117.91,418.18999999999915,113.36,368.31,3.67,39.970000000000056,0.88,9.910000000000007,10229.21
2017-02-22,1806.57,2092.179999999999,1802.13,2053.4100000000003,4.13,28.750000000000057,0.31,10.020000000000008,11998.470000000001
2017-03-01,35.7,2097.079999999999,20.05,2064.88,15.31,24.480000000000057,0.34,7.720000000000008,11145.92
2017-03-08,78.4,2038.579999999999,44.0,1979.54,34.36,57.470000000000056,0.11,1.6400000000000081,11179.849999999999
2017-03-15,183.51,2104.1799999999994,131.02,1997.2,51.07,104.87000000000006,1.42,2.180000000000008,10709.23
2017-03-22,230.22,527.8299999999994,222.61,417.68,7.6,108.34000000000006,0.01,1.880000000000008,10653.6
2017-03-29,163.53,655.6599999999994,159.24,556.87,3.97,97.00000000000006,0.32,1.860000000000008,10543.57
2017-04-05,268.6,845.8599999999994,260.35,773.22,7.82,70.46000000000006,0.52,2.2700000000000085,10615.08
2017-04-12,158.0,820.3499999999995,154.98,797.1800000000001,2.86,22.250000000000057,0.16,1.0100000000000082,10685.05
2017-04-19,242.55,832.6799999999994,241.19,815.76,1.24,15.890000000000057,0.12,1.1200000000000083,10582.109999999999
2017-04-26,74.9,744.0499999999994,34.31,690.83,37.88,49.80000000000006,2.71,3.5100000000000082,10612.84
2017-05-03,162.26,637.7099999999994,59.33,489.81,100.02,142.00000000000006,2.91,5.900000000000008,10634.689999999999
2017-05-10,156.11,635.8199999999994,107.85,442.68,46.96,186.10000000000005,1.3,7.040000000000008,10717.23
2017-05-17,69.9,463.16999999999933,65.33,266.82,4.28,189.14000000000007,0.29,7.210000000000008,10509.289999999999
2017-05-24,170.56,558.8299999999992,169.1,401.61,1.41,152.67000000000004,0.05,4.550000000000009,10603.62
2017-05-31,120.5,517.0699999999993,98.21,440.49,21.78,74.43000000000006,0.51,2.1500000000000083,10610.310000000001
2017-06-07,133.61,494.5699999999993,129.0,461.64,3.67,31.140000000000057,0.97,1.8200000000000083,10625.269999999999
2017-06-14,32.55,457.21999999999935,23.58,419.89,6.57,33.43000000000006,2.4,3.930000000000008,10604.79
2017-06-21,164.0,450.65999999999934,109.27,360.06,52.49,84.51000000000006,2.24,6.120000000000008,10658.15
2017-06-28,88.63,418.78999999999934,41.36,303.21000000000004,47.27,110.00000000000006,0.0,5.610000000000008,10728.39
2017-07-05,102.08,387.2599999999993,89.83,264.04,9.3,115.63000000000007,2.95,7.590000000000009,10720.24
2017-07-12,24.17,378.8799999999993,19.49,259.95000000000005,1.29,110.35000000000005,3.39,8.580000000000009,10708.029999999999
2017-07-19,2567.75,2782.629999999999,2546.62,2697.2999999999997,19.89,77.75000000000006,1.24,7.580000000000009,12932.199999999999
2017-07-26,118.93,2812.929999999999,112.3,2768.24,6.37,36.85000000000006,0.26,7.840000000000009,12965.33
2017-08-02,28.32,2739.169999999999,25.78,2704.1899999999996,1.51,29.060000000000056,1.03,5.920000000000009,12960.08
2017-08-09,176.17,2891.169999999999,142.78,2827.48,15.14,42.91000000000006,18.25,20.78000000000001,12993.56
2017-08-16,96.23,419.64999999999907,86.82,367.68,1.02,24.04000000000006,8.39,27.93000000000001,12878.519999999999
2017-08-23,210.2,510.91999999999905,208.18,463.56,1.97,19.640000000000057,0.05,27.72000000000001,13043.14
2017-08-30,25.47,508.069999999999,10.53,448.31,14.72,32.85000000000006,0.22,26.910000000000007,13052.83
2017-09-06,49.69,381.5899999999991,49.57,355.1,0.0,17.710000000000058,0.12,8.780000000000008,13053.31
2017-09-13,128.17,413.52999999999906,122.05,390.33000000000004,5.79,22.480000000000057,0.33,0.7200000000000071,13095.1
2017-09-20,721.68,925.0099999999991,707.79,889.94,10.45,30.960000000000058,3.44,4.1100000000000065,13585.26
2017-09-27,384.34,1283.879999999999,368.03,1247.44,10.87,27.110000000000056,5.44,9.330000000000009,11624.58
2017-10-04,283.21,1517.3999999999987,189.75,1387.6200000000001,93.32,120.43000000000005,0.14,9.350000000000007,11737.019999999999
2017-10-11,220.91,1610.139999999999,141.77,1407.34,78.83,193.47000000000003,0.31,9.330000000000007,11874.84
2017-10-18,236.39,1124.849999999999,220.19,919.7400000000001,15.78,198.80000000000004,0.42,6.310000000000008,11824.460000000001
2017-10-25,54.72,795.229999999999,32.79,584.5000000000001,21.59,209.52000000000004,0.34,1.210000000000008,11834.32
2017-11-01,90.65,602.6699999999989,61.2,455.9500000000001,29.05,145.25000000000006,0.4,1.470000000000008,11859.699999999999
2017-11-08,145.3,527.059999999999,139.83,454.0100000000001,5.07,71.49000000000005,0.4,1.560000000000008,11932.49
2017-11-15,240.42,531.089999999999,236.95,470.7700000000001,2.58,58.290000000000056,0.89,2.0300000000000082,12042.820000000002
2017-11-22,121.14,597.509999999999,32.17,470.1500000000001,87.97,124.67000000000006,1.0,2.6900000000000084,12078.73
2017-11-29,96.65,603.509999999999,49.85,458.8000000000001,46.36,141.98000000000008,0.44,2.7300000000000084,12030.36
2017-12-06,182.5,640.7099999999989,160.42,479.3900000000001,20.89,157.80000000000007,1.19,3.5200000000000076,12059.53
2017-12-13,150.64,550.9299999999989,141.52,383.96000000000015,8.87,164.09000000000006,0.25,2.880000000000008,12108.47
2017-12-20,692.14,1121.929999999999,656.76,1008.5500000000002,34.49,110.61000000000006,0.89,2.770000000000008,12641.35
2017-12-27,340.17,1365.449999999999,169.01,1127.71,170.09,234.34000000000006,1.07,3.400000000000008,12814.92
2018-01-03,373.14,1556.089999999999,95.72,1063.0100000000002,277.34,490.79,0.08,2.290000000000008,12965.17
2018-01-10,398.68,1804.1299999999992,42.98,964.4700000000003,355.52,837.44,0.18,2.2200000000000077,13303.85
2018-01-17,596.83,1708.819999999999,182.62,490.3300000000002,401.55,1204.5,12.66,13.990000000000007,13614.98
2018-01-24,390.76,1759.409999999999,107.22,428.5400000000002,35.44,1069.8500000000001,248.1,261.02,13873.16
2018-01-31,57.12,1443.389999999999,38.57,371.3900000000002,18.03,810.5400000000001,0.52,261.46000000000004,13899.48
2018-02-07,171.13,1215.839999999999,134.18,462.59000000000026,36.68,491.70000000000005,0.27,261.55,13933.710000000001
2018-02-14,80.87,699.879999999999,74.22,354.1900000000002,6.1,96.25000000000006,0.55,249.44000000000003,13896.67
2018-02-21,201.68,510.799999999999,156.41,403.3800000000002,45.21,106.02000000000007,0.06,1.4000000000000286,12291.779999999999
2018-02-28,43.06,496.739999999999,18.52,383.3300000000002,9.07,97.06000000000006,15.47,16.35000000000003,12299.14
2018-03-07,161.03,486.63999999999896,37.56,286.7100000000002,118.82,179.20000000000005,4.65,20.730000000000032,12381.77
2018-03-14,120.69,526.459999999999,87.42,299.9100000000002,32.57,205.67000000000004,0.7,20.88000000000003,12318.95
2018-03-21,218.81,543.589999999999,215.86,359.36000000000024,2.27,162.73000000000005,0.68,21.500000000000032,12307.539999999999
2018-03-28,1852.6,2353.1299999999987,1827.04,2167.88,25.4,179.06000000000006,0.16,6.190000000000029,13996.61
2018-04-04,2561.58,4753.6799999999985,2552.02,4682.34,9.53,69.77000000000005,0.03,1.5700000000000285,16289.59
2018-04-11,198.38,4831.369999999999,190.32,4785.24,7.87,45.07000000000006,0.19,1.0600000000000285,16329.97
2018-04-18,206.31,4818.869999999998,181.97,4751.35,24.09,66.89000000000004,0.25,0.6300000000000284,16293.730000000001
2018-04-25,41.41,3007.679999999999,33.84,2958.15,7.33,48.82000000000006,0.24,0.7100000000000284,16260.24
2018-05-02,145.19,591.289999999999,76.24,482.37,67.64,106.93000000000006,1.31,1.9900000000000284,16243.170000000002
2018-05-09,99.91,492.8199999999991,87.09,379.14,8.26,107.32000000000005,4.56,6.360000000000028,16186.970000000001
2018-05-16,204.05,490.5599999999991,196.86,394.03,5.53,88.76000000000005,1.66,7.770000000000028,16321.12
2018-05-23,160.43,609.579999999999,151.14,511.3299999999999,6.49,87.92000000000004,2.8,10.330000000000027,16310.99
2018-05-30,130.56,594.9499999999991,119.73,554.82,9.66,29.940000000000044,1.17,10.190000000000026,16321.05
2018-06-06,147.65,642.6899999999991,122.09,589.8199999999999,19.88,41.560000000000045,5.68,11.310000000000027,16335.09
2018-06-13,39.78,478.4199999999991,34.9,427.85999999999996,2.85,38.88000000000004,2.03,11.680000000000028,16342.32
2018-06-20,133.3,451.2899999999991,126.31,403.03,5.63,38.020000000000046,1.36,10.240000000000027,16311.619999999999
2018-06-27,58.02,378.7499999999991,40.69,323.98999999999995,13.39,41.75000000000004,3.94,13.01000000000003,16281.01
2018-07-04,89.55,320.64999999999907,64.0,265.9,16.05,37.920000000000044,0.03,7.360000000000029,16268.480000000001
2018-07-11,91.42,372.2899999999991,15.85,246.84999999999997,73.91,108.98000000000005,1.66,6.990000000000029,16335.73
2018-07-18,216.18,455.16999999999905,190.58,311.12,22.63,125.98000000000005,2.97,8.60000000000003,13984.16
2018-07-25,141.95,539.0999999999991,105.31,375.74,30.26,142.85000000000005,6.38,11.040000000000028,14007.18
2018-08-01,63.63,513.179999999999,38.81,350.54999999999995,23.47,150.27000000000004,1.35,12.36000000000003,14042.49
2018-08-08,152.12,573.8799999999991,134.47,469.16999999999996,17.65,94.01000000000005,0.0,10.70000000000003,14018.44
2018-08-15,116.3,473.99999999999903,89.79,368.38,26.25,97.63000000000005,0.26,7.990000000000029,14038.51
2018-08-22,216.26,548.309999999999,205.34,468.40999999999997,10.41,77.78000000000004,0.51,2.1200000000000285,14044.57
2018-08-29,38.68,523.359999999999,36.26,465.85999999999996,2.24,56.55000000000004,0.18,0.9500000000000284,14057.78
2018-09-05,99.31,470.54999999999905,50.31,381.7,48.83,87.73000000000005,0.17,1.1200000000000285,14107.4
2018-09-12,55.67,409.91999999999905,53.6,345.51,2.02,63.50000000000004,0.05,0.9100000000000285,14034.9
2018-09-19,317.05,510.70999999999907,292.81,432.97999999999996,24.15,77.24000000000004,0.09,0.4900000000000284,13630.27
2018-09-26,345.19,817.2199999999991,338.04,734.76,6.95,81.95000000000003,0.2,0.5100000000000284,13591.119999999999
2018-10-03,170.31,888.2199999999991,128.59,813.04,41.49,74.61000000000004,0.23,0.5700000000000284,13478.220000000001
2018-10-10,1392.8,2225.349999999999,1388.81,2148.25,3.18,75.77000000000005,0.83,1.3500000000000285,14650.11
2018-10-17,163.69,2071.989999999999,123.94,1979.38,39.39,91.01000000000005,0.36,1.6200000000000283,14577.41
2018-10-24,99.04,1825.839999999999,91.62,1732.9599999999998,7.25,91.31000000000003,0.17,1.5900000000000283,14621.73
2018-10-31,25.19,1680.7199999999991,23.46,1627.83,1.57,51.39000000000004,0.16,1.5200000000000284,14556.27
2018-11-07,126.01,413.9299999999991,123.31,362.33000000000004,2.52,50.73000000000005,0.18,0.8700000000000284,14536.98
2018-11-14,196.98,447.2199999999991,162.35,400.74,34.62,45.960000000000036,0.01,0.5200000000000284,14493.539999999999
2018-11-21,150.71,498.8899999999991,147.41,456.53,3.0,41.710000000000036,0.3,0.6500000000000283,14523.11
2018-11-28,49.31,523.0099999999991,48.31,481.38,0.71,40.85000000000004,0.29,0.7800000000000284,14475.77
2018-12-05,220.11,617.1099999999991,154.38,512.4499999999999,57.36,95.69000000000004,8.37,8.970000000000027,14513.380000000001
2018-12-12,50.48,470.6099999999991,32.54,382.64,17.86,78.93000000000004,0.08,9.040000000000028,14413.220000000001
2018-12-19,234.51,554.4099999999991,202.55,437.78,29.71,105.64000000000004,2.25,10.990000000000027,13955.59
2018-12-26,118.53,623.6299999999991,108.43,497.9,9.98,114.91000000000004,0.12,10.820000000000027,13733.949999999999
2019-01-02,95.09,498.6099999999991,64.25,407.77,30.8,88.35000000000004,0.04,2.4900000000000286,13455.9
2019-01-09,42.32,490.4499999999991,14.68,389.90999999999997,27.63,98.12000000000003,0.01,2.4200000000000284,13099.539999999999
2019-01-16,187.68,443.6199999999991,186.06,373.42,0.92,69.33000000000003,0.7,0.8700000000000284,12690.39
2019-01-23,139.45,464.5399999999991,138.73,403.72,0.69,60.04000000000004,0.03,0.7800000000000284,12439.08
2019-01-30,59.54,428.9899999999991,55.42,394.89,3.14,32.38000000000004,0.98,1.7200000000000284,12441.5
2019-02-06,165.42,552.089999999999,152.41,532.62,12.99,17.740000000000038,0.02,1.7300000000000284,12435.789999999999
2019-02-13,19.02,383.42999999999904,11.91,358.47,5.74,22.560000000000034,1.37,2.4000000000000288,12373.94
2019-02-20,346.69,590.669999999999,291.72,511.46000000000004,54.89,76.76000000000003,0.08,2.4500000000000286,12518.95
2019-02-27,46.01,577.1399999999991,22.76,478.8,23.25,96.87000000000003,0.0,1.4700000000000286,12521.9
2019-03-06,119.73,531.4499999999991,94.11,420.50000000000006,25.27,109.15000000000003,0.35,1.8000000000000285,12480.6
2019-03-13,1570.61,2083.039999999999,1569.54,1978.13,0.62,104.03000000000003,0.45,0.8800000000000284,13930.52
2019-03-20,242.19,1978.539999999999,234.37,1920.7800000000002,7.56,56.70000000000003,0.26,1.0600000000000285,13953.9
2019-03-27,323.22,2255.749999999999,308.14,2206.16,14.74,48.190000000000026,0.34,1.4000000000000286,12424.52
2019-04-03,1654.64,3790.659999999999,1648.03,3760.08,6.49,29.41000000000003,0.12,1.1700000000000284,11517.58
2019-04-10,148.43,2368.4799999999996,147.35,2337.89,0.57,29.360000000000028,0.51,1.2300000000000284,11467.630000000001
2019-04-17,214.44,2340.7299999999996,197.89,2301.41,14.84,36.64000000000003,1.71,2.680000000000028,11475.76
2019-04-24,98.05,2115.559999999999,92.84,2086.11,4.9,26.800000000000026,0.31,2.6500000000000283,11532.4
2019-05-01,81.27,542.1899999999991,71.04,509.12,9.52,29.830000000000027,0.71,3.2400000000000286,11468.48
2019-05-08,106.05,499.8099999999991,96.11,457.88,9.44,38.70000000000003,0.5,3.230000000000029,11474.619999999999
2019-05-15,217.53,502.89999999999907,216.03,476.02,1.12,24.98000000000003,0.38,1.9000000000000283,11488.1
2019-05-22,141.81,546.6599999999991,126.82,510.0,14.95,35.03000000000003,0.04,1.6300000000000283,11469.48
2019-05-29,58.89,524.2799999999991,56.48,495.44,0.66,26.17000000000003,1.75,2.6700000000000284,11397.81
2019-06-05,183.65,601.8799999999991,156.45,555.78,27.2,43.93000000000003,0.0,2.1700000000000284,11433.810000000001
2019-06-12,119.28,503.6299999999991,117.96,457.71,0.0,42.81000000000003,1.32,3.1100000000000287,11513.31
2019-06-19,143.45,505.2699999999991,140.85,471.73999999999995,0.76,28.62000000000003,1.84,4.910000000000029,11523.460000000001
2019-06-26,238.77,685.1499999999992,237.67,652.93,1.1,29.060000000000027,0.0,3.1600000000000286,11704.210000000001
2019-07-03,94.58,596.0799999999991,80.77,577.25,13.48,15.340000000000028,0.33,3.4900000000000286,11709.24
2019-07-10,42.72,519.5199999999991,41.88,501.16999999999996,0.17,15.510000000000028,0.67,2.8400000000000283,11660.54
2019-07-17,213.26,589.329999999999,205.8,566.12,6.53,21.28000000000003,0.93,1.9300000000000286,11657.62
2019-07-24,153.59,504.14999999999907,105.89,434.34000000000003,47.31,67.49000000000004,0.39,2.3200000000000287,11669.26
2019-07-31,60.09,469.6599999999991,48.08,401.65,12.01,66.02000000000004,0.0,1.9900000000000284,11665.720000000001
2019-08-07,153.41,580.3499999999991,142.96,502.73,10.4,76.25000000000003,0.05,1.3700000000000285,11667.01
2019-08-14,452.19,819.2799999999991,452.11,749.04,0.02,69.74000000000004,0.06,0.5000000000000284,12002.900000000001
2019-08-21,299.14,964.829999999999,299.07,942.22,0.07,22.50000000000003,0.0,0.11000000000002842,12085.78
2019-08-28,18.34,923.0799999999991,18.31,912.4499999999999,0.0,10.490000000000029,0.03,0.14000000000002844,12065.44
2019-09-04,19.79,789.459999999999,12.18,781.6700000000001,6.29,6.380000000000028,1.32,1.4100000000000286,11985.92
2019-09-11,166.65,503.91999999999905,134.84,464.4,29.48,35.84000000000003,2.33,3.6800000000000286,12096.900000000001
2019-09-18,261.14,465.91999999999905,243.2,408.53,17.87,53.64000000000003,0.07,3.7500000000000284,12040.99
2019-09-25,295.08,742.6599999999991,294.05,684.27,0.89,54.53000000000003,0.14,3.8600000000000287,11990.880000000001
2019-10-02,207.7,930.569999999999,201.89,873.98,5.6,53.84000000000003,0.21,2.7500000000000284,12028.27
2019-10-09,127.21,891.129999999999,125.9,865.0400000000001,1.2,25.560000000000027,0.11,0.5300000000000284,10762.68
2019-10-16,239.55,869.539999999999,235.91,857.75,2.24,9.930000000000028,1.4,1.8600000000000283,10838.539999999999
2019-10-23,203.92,778.3799999999991,200.21,763.9100000000001,3.68,12.720000000000027,0.03,1.7500000000000282,10943.42
2019-10-30,326.32,896.999999999999,313.39,875.4100000000001,12.83,19.950000000000028,0.1,1.640000000000028,11244.55
2019-11-06,120.28,890.0699999999989,119.21,868.7200000000001,0.52,19.27000000000003,0.55,2.0800000000000285,11238.82
2019-11-13,1732.29,2382.809999999999,1725.88,2358.6900000000005,5.37,22.400000000000027,1.04,1.7200000000000286,12774.130000000001
2019-11-20,176.12,2355.009999999999,171.1,2329.5800000000004,3.58,22.30000000000003,1.44,3.1300000000000283,12799.539999999999
2019-11-27,49.44,2078.129999999999,22.57,2038.7600000000004,26.31,35.78000000000003,0.56,3.5900000000000283,12799.67
2019-12-04,171.68,2129.529999999999,161.81,2081.36,9.4,44.660000000000025,0.47,3.5100000000000287,12751.24
2019-12-11,193.37,590.6099999999991,188.45,543.9300000000002,4.7,43.99000000000002,0.22,2.690000000000029,12894.13
2019-12-18,264.07,678.559999999999,221.25,594.0800000000002,42.63,83.04000000000002,0.19,1.4400000000000286,12923.689999999999
2019-12-25,280.72,909.839999999999,276.05,847.5600000000003,3.99,60.72000000000003,0.68,1.5600000000000287,13085.880000000001
2020-01-01,144.27,882.4299999999992,117.77,803.5200000000002,26.5,77.82000000000002,0.0,1.0900000000000287,13135.060000000001
2020-01-08,89.45,778.5099999999991,65.15,680.2200000000003,24.3,97.42000000000003,0.0,0.8700000000000288,13182.19
2020-01-15,223.0,737.4399999999991,218.28,677.2500000000002,4.65,59.440000000000026,0.07,0.7500000000000286,13217.51
2020-01-22,77.84,534.5599999999991,77.32,478.5200000000002,0.05,55.50000000000002,0.47,0.5400000000000287,13155.9
2020-01-29,10.02,400.30999999999915,3.24,363.99000000000024,6.78,35.78000000000002,0.0,0.5400000000000287,13106.380000000001
2020-02-05,260.14,570.9999999999991,240.68,539.5200000000002,19.46,30.940000000000023,0.0,0.5400000000000287,13201.1
2020-02-12,123.02,471.0199999999991,118.44,439.68000000000023,4.13,30.42000000000002,0.45,0.9200000000000286,13305.1
2020-02-19,355.56,748.7399999999991,330.28,692.6400000000002,25.15,55.520000000000024,0.13,0.5800000000000287,13313.97
2020-02-26,162.64,901.359999999999,161.73,851.1300000000002,0.51,49.25000000000002,0.0,0.5800000000000287,13430.6
2020-03-04,351.58,992.799999999999,340.79,951.2400000000002,9.68,39.47000000000002,1.11,1.6900000000000288,13662.45
2020-03-11,303.36,1173.139999999999,298.51,1131.3100000000002,4.77,40.110000000000014,0.08,1.320000000000029,12395.199999999999
2020-03-18,273.57,1091.1499999999992,269.44,1070.4700000000003,3.51,18.47000000000002,0.62,1.8100000000000287,12426.58
2020-03-25,278.13,1206.639999999999,271.06,1179.8000000000002,6.86,24.820000000000018,0.21,2.020000000000029,12381.49
2020-04-01,770.68,1625.739999999999,765.71,1604.7200000000003,4.91,20.050000000000022,0.06,0.9700000000000286,11497.53
2020-04-08,85.9,1408.2799999999993,83.09,1389.3000000000002,0.21,15.490000000000022,2.6,3.4900000000000286,11435.0
2020-04-15,451.63,1586.339999999999,449.59,1569.4500000000003,1.89,13.870000000000022,0.15,3.0200000000000284,11672.189999999999
2020-04-22,304.73,1612.9399999999991,285.41,1583.8000000000002,18.57,25.580000000000023,0.75,3.5600000000000285,11878.87
2020-04-29,271.44,1113.6999999999991,270.68,1088.7700000000002,0.21,20.880000000000024,0.55,4.050000000000028,12069.039999999999
2020-05-06,342.52,1370.319999999999,336.93,1342.6100000000001,5.59,26.260000000000023,0.0,1.4500000000000286,12305.51
2020-05-13,197.95,1116.639999999999,196.48,1089.5000000000002,1.45,25.82000000000002,0.02,1.3200000000000285,12285.93
2020-05-20,2607.4,3419.309999999999,2599.11,3403.2000000000003,8.22,15.470000000000022,0.07,0.6400000000000284,14751.52
2020-05-27,284.16,3432.029999999999,277.79,3410.3100000000004,6.37,21.63000000000002,0.0,0.09000000000002843,14976.79
2020-06-03,1480.96,4570.469999999999,1466.14,4539.52,14.77,30.81000000000002,0.05,0.14000000000002844,16274.1
2020-06-10,2480.93,6853.449999999999,2476.63,6819.670000000001,4.3,33.66000000000002,0.0,0.12000000000002843,18635.75
2020-06-17,223.44,4469.489999999999,222.91,4443.47,0.41,25.850000000000023,0.12,0.1700000000000284,18715.74
2020-06-24,312.06,4497.3899999999985,301.2,4466.88,10.86,30.340000000000018,0.0,0.1700000000000284,18789.03
2020-07-01,213.66,3230.0899999999983,203.42,3204.1600000000003,10.07,25.640000000000022,0.17,0.29000000000002846,18908.11
2020-07-08,185.87,935.0299999999991,154.06,881.59,30.99,52.33000000000001,0.82,1.1100000000000283,19051.260000000002
2020-07-15,280.13,991.719999999999,278.55,937.23,1.47,53.39000000000002,0.11,1.1000000000000285,19118.13
2020-07-22,232.58,912.2399999999991,229.71,865.74,2.82,45.35000000000002,0.05,1.1500000000000283,19197.120000000003
2020-07-29,468.81,1167.389999999999,468.15,1130.47,0.66,35.94000000000002,0.0,0.9800000000000284,19605.84
2020-08-05,255.11,1236.6299999999992,215.54,1191.95,39.57,44.52000000000002,0.0,0.16000000000002843,19707.54
2020-08-12,288.74,1245.239999999999,284.64,1198.04,4.1,47.15000000000002,0.0,0.050000000000028424,19544.09
2020-08-19,522.54,1535.199999999999,515.98,1484.31,6.56,50.890000000000015,0.0,0.0,19767.49
2020-08-26,188.96,1255.349999999999,188.38,1204.54,0.36,50.59000000000001,0.22,0.22000000000002842,19938.11
2020-09-02,220.93,1221.1699999999992,214.43,1203.43,5.62,16.640000000000015,0.88,1.1000000000000285,20139.25
2020-09-09,222.31,1154.739999999999,215.31,1134.1,6.93,19.470000000000013,0.07,1.1700000000000284,20194.91
2020-09-16,410.25,1042.4499999999991,410.04,1028.16,0.21,13.120000000000015,0.0,1.1700000000000284,20344.02
2020-09-23,332.22,1185.7099999999991,323.07,1162.85,9.1,21.860000000000014,0.05,1.0000000000000284,20381.16
2020-09-30,412.4,1377.1799999999992,409.98,1358.4,2.42,18.66000000000001,0.0,0.12000000000002843,20585.86
2020-10-07,327.21,1482.0799999999992,326.29,1469.38,0.92,12.650000000000013,0.0,0.050000000000028424,20785.86
2020-10-14,209.74,1281.569999999999,207.23,1266.5700000000002,2.41,14.850000000000014,0.1,0.15000000000002844,20756.05
2020-10-21,370.68,1320.029999999999,368.03,1311.53,1.97,7.720000000000014,0.68,0.7800000000000284,20922.809999999998
2020-10-28,375.18,1282.809999999999,367.66,1269.21,7.41,12.710000000000015,0.11,0.8900000000000284,20971.67
2020-11-04,118.38,1073.979999999999,92.24,1035.16,26.14,37.930000000000014,0.0,0.8900000000000284,20969.77
2020-11-11,473.95,1338.1899999999991,467.71,1295.6399999999999,2.72,38.24000000000001,3.52,4.310000000000029,19711.43
2020-11-18,538.41,1505.9199999999992,537.8,1465.4099999999999,0.13,36.40000000000001,0.48,4.110000000000028,20073.72
2020-11-25,95.73,1226.469999999999,95.07,1192.82,0.57,29.560000000000016,0.09,4.090000000000028,20120.010000000002
2020-12-02,296.21,1404.299999999999,283.32,1383.8999999999999,9.34,12.760000000000014,0.17,4.260000000000028,20244.54
2020-12-09,917.56,1847.909999999999,915.94,1832.13,1.43,11.470000000000013,0.19,0.9300000000000284,20968.73
