tarih,TP.AB.A01,TP.AB.A02,TP.AB.A03,TP.AB.A04,TP.AB.A05,TP.AB.A051,TP.AB.A052,TP.AB.A053,TP.AB.A054,TP.AB.A06,TP.AB.A061,TP.AB.A07,TP.AB.A08,TP.AB.A081,TP.AB.A09,TP.AB.A10,TP.AB.A11,TP.AB.A12,TP.AB.A13,TP.AB.A14,TP.AB.A15,TP.AB.A16,TP.AB.A17,TP.AB.A18,TP.AB.A19,TP.AB.A20,TP.AB.A21,TP.AB.A22,TP.AB.A23,TP.AB.A24,TP.AB.A25
2026-03-17,10852069103.00000000,8329451083.00000000,4234010645.00000000,,402480523.00000000,410310759.00000000,,,-7830237.00000000,1044800434.00000000,0.00000000,2786729689.00000000,-1711392625.00000000,,10852069103.00000000,5971220870.00000000,703972626.00000000,5267248243.00000000,495485540.00000000,4771762704.00000000,4880848234.00000000,4496407404.00000000,1006778848.00000000,3481638030.00000000,1127399668.00000000,2354238362.00000000,351124.00000000,7639402.00000000,384440829.00000000,227211871.00000000,157228958.00000000
2026-03-18,10886163974.00000000,8347963962.00000000,4228460690.00000000,,397085777.00000000,405112441.00000000,,,-8026664.00000000,1045453625.00000000,0.00000000,2785921288.00000000,-1690260678.00000000,,10886163974.00000000,5936424411.00000000,705331219.00000000,5231093192.00000000,465348087.00000000,4765745105.00000000,4949739564.00000000,4622920760.00000000,1044451765.00000000,3569059649.00000000,1127399668.00000000,2441659981.00000000,1769962.00000000,7639384.00000000,326818804.00000000,139207471.00000000,187611333.00000000
2026-03-19,10687682996.00000000,7934307764.00000000,4227992318.00000000,,396366790.00000000,405112441.00000000,,,-8745652.00000000,1045268280.00000000,0.00000000,2786357249.00000000,-1474617085.00000000,,10687682996.00000000,5780880425.00000000,692687592.00000000,5088192833.00000000,455943597.00000000,4632249236.00000000,4906802571.00000000,4491658003.00000000,1054792225.00000000,3427469023.00000000,1127399668.00000000,2300069355.00000000,1757387.00000000,7639368.00000000,415144569.00000000,92708871.00000000,322435698.00000000
2026-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23,10260021198.00000000,7218576482.00000000,4233182130.00000000,,396111444.00000000,405112441.00000000,,,-9000997.00000000,1051623804.00000000,0.00000000,2785446882.00000000,-1191737414.00000000,,10260021198.00000000,5708033908.00000000,678021370.00000000,5030012538.00000000,436758074.00000000,4593254464.00000000,4551987290.00000000,4573518121.00000000,1016374728.00000000,3547959538.00000000,1127399668.00000000,2420559870.00000000,1757808.00000000,7426047.00000000,-21530831.00000000,-382280329.00000000,360749498.00000000
2026-03-24,10168705423.00000000,7234315407.00000000,4236603827.00000000,,396016207.00000000,405112441.00000000,,,-9096234.00000000,1055658614.00000000,0.00000000,2784929007.00000000,-1302213812.00000000,,10168705423.00000000,5711076700.00000000,690485898.00000000,5020590802.00000000,434505711.00000000,4586085092.00000000,4457628722.00000000,4363765230.00000000,995424458.00000000,3359956577.00000000,1127399668.00000000,2232556909.00000000,958163.00000000,7426032.00000000,93863493.00000000,-285121329.00000000,378984822.00000000
2026-03-25,10074917068.00000000,7215307273.00000000,4242923259.00000000,,399612455.00000000,408761772.00000000,,,-9149317.00000000,1057855058.00000000,0.00000000,2785455745.00000000,-1383313464.00000000,,10074917068.00000000,5819587520.00000000,692668790.00000000,5126918730.00000000,440244618.00000000,4686674112.00000000,4255329548.00000000,4328720964.00000000,973539244.00000000,3346795790.00000000,1127399668.00000000,2219396122.00000000,959917.00000000,7426013.00000000,-73391416.00000000,-460100329.00000000,386708913.00000000
2026-03-26,9967133109.00000000,7024794445.00000000,4253879339.00000000,,406980893.00000000,412541725.00000000,,,-5560832.00000000,1062186921.00000000,0.00000000,2784711525.00000000,-1311540675.00000000,,9967133109.00000000,5805232414.00000000,682407837.00000000,5122824577.00000000,434780395.00000000,4688044182.00000000,4161900695.00000000,4302386475.00000000,952926035.00000000,3341076210.00000000,1127399668.00000000,2213676542.00000000,958135.00000000,7426095.00000000,-140485781.00000000,-534766139.00000000,394280358.00000000
2026-03-27,9939064914.00000000,6986856579.00000000,4259052357.00000000,,410994888.00000000,416654612.00000000,,,-5659725.00000000,1063844366.00000000,0.00000000,2784213104.00000000,-1306844022.00000000,,9939064914.00000000,5783013326.00000000,680480772.00000000,5102532554.00000000,435576680.00000000,4666955874.00000000,4156051588.00000000,4564194749.00000000,942270610.00000000,3614037872.00000000,1114123375.00000000,2499914497.00000000,543859.00000000,7342408.00000000,-408143161.00000000,-827051929.00000000,418908768.00000000
2026-03-30,9646843551.00000000,6746084438.00000000,4266228185.00000000,,414851268.00000000,420771638.00000000,,,-5920371.00000000,1067416358.00000000,0.00000000,2783960559.00000000,-1365469072.00000000,,9646843551.00000000,5673976220.00000000,682905295.00000000,4991070925.00000000,438614227.00000000,4552456698.00000000,3972867331.00000000,4462522371.00000000,913092647.00000000,3541751780.00000000,1114123375.00000000,2427628405.00000000,335470.00000000,7342474.00000000,-489655040.00000000,-1003944729.00000000,514289689.00000000
2026-03-31,9778417855.00000000,6813670372.00000000,4012024444.00000000,,406611672.00000000,412647581.00000000,,,-6035910.00000000,1070034109.00000000,0.00000000,2535378663.00000000,-1047276961.00000000,,9778417855.00000000,5518856738.00000000,685623857.00000000,4833232881.00000000,446717267.00000000,4386515615.00000000,4259561117.00000000,4573448970.00000000,898267677.00000000,3667494765.00000000,1114123375.00000000,2553371390.00000000,344068.00000000,7342460.00000000,-313887854.00000000,-888883468.00000000,574995615.00000000
2026-04-01,10084739282.00000000,7218014578.00000000,4020238550.00000000,,410081119.00000000,416586892.00000000,,,-6505773.00000000,1073253986.00000000,0.00000000,2536903445.00000000,-1153513846.00000000,,10084739282.00000000,5721868340.00000000,693360788.00000000,5028507552.00000000,453113582.00000000,4575393970.00000000,4362870942.00000000,4278047302.00000000,894068803.00000000,3376282100.00000000,1114083375.00000000,2262198725.00000000,354456.00000000,7341943.00000000,84823639.00000000,-539218354.00000000,624041993.00000000
2026-04-02,10177783698.00000000,7239079104.00000000,4021919423.00000000,,412997947.00000000,419637366.00000000,,,-6639418.00000000,1074763062.00000000,0.00000000,2534158414.00000000,-1083214829.00000000,,10177783698.00000000,5619807476.00000000,691451408.00000000,4928356068.00000000,448583948.00000000,4479772120.00000000,4557976222.00000000,4308306164.00000000,896541647.00000000,3402027866.00000000,1114083375.00000000,2287944491.00000000,2394604.00000000,7342047.00000000,249670057.00000000,-390414924.00000000,640084981.00000000
2026-04-03,10238654439.00000000,7307230115.00000000,4023162834.00000000,,416715560.00000000,423505941.00000000,,,-6790380.00000000,1072585364.00000000,0.00000000,2533861910.00000000,-1091738511.00000000,,10238654439.00000000,5620271374.00000000,688291195.00000000,4931980179.00000000,447438754.00000000,4484541425.00000000,4618383064.00000000,4247378698.00000000,908315069.00000000,3330320902.00000000,1114083375.00000000,2216237527.00000000,1400692.00000000,7342035.00000000,371004365.00000000,-276398258.00000000,647402623.00000000
2026-04-06,10179460441.00000000,7237312174.00000000,4034102974.00000000,,420466495.00000000,427634250.00000000,,,-7167755.00000000,1078701647.00000000,0.00000000,2534934832.00000000,-1091954708.00000000,,10179460441.00000000,5563117065.00000000,689172851.00000000,4873944214.00000000,447584040.00000000,4426360174.00000000,4616343375.00000000,4166527164.00000000,901639498.00000000,3256140690.00000000,1114083375.00000000,2142057314.00000000,1404958.00000000,7342018.00000000,449816212.00000000,-222083702.00000000,671899913.00000000
2026-04-07,10213866802.00000000,7304981200.00000000,4037713891.00000000,,420136447.00000000,427634250.00000000,,,-7497803.00000000,1083701704.00000000,0.00000000,2533875739.00000000,-1128828289.00000000,,10213866802.00000000,5621236418.00000000,688665200.00000000,4932571219.00000000,448512373.00000000,4484058846.00000000,4592630384.00000000,4120513768.00000000,898506294.00000000,3213224958.00000000,1114083375.00000000,2099141583.00000000,1418923.00000000,7363593.00000000,472116615.00000000,-223407509.00000000,695524123.00000000
2026-04-08,10267176781.00000000,7429363781.00000000,4029371499.00000000,,417379205.00000000,425046730.00000000,,,-7667525.00000000,1085325663.00000000,0.00000000,2526666631.00000000,-1191558499.00000000,,10267176781.00000000,5699598570.00000000,688173265.00000000,5011425305.00000000,455351360.00000000,4556073945.00000000,4567578210.00000000,4052621276.00000000,893110557.00000000,3150747687.00000000,1114083375.00000000,2036664311.00000000,1421093.00000000,7341939.00000000,514956935.00000000,-247847382.00000000,762804317.00000000
2026-04-09,10552586106.00000000,7651693838.00000000,4033939817.00000000,,417216229.00000000,425046730.00000000,,,-7830500.00000000,1090972089.00000000,0.00000000,2525751499.00000000,-1133047549.00000000,,10552586106.00000000,5619308369.00000000,686832098.00000000,4932476271.00000000,450071465.00000000,4482404806.00000000,4933277737.00000000,4107776725.00000000,889800084.00000000,3210210512.00000000,1114083375.00000000,2096127136.00000000,424557.00000000,7341572.00000000,825501012.00000000,14554362.00000000,810946651.00000000
2026-04-10,10610483842.00000000,7729110390.00000000,4030452527.00000000,,417036371.00000000,425046730.00000000,,,-8010359.00000000,1087299110.00000000,0.00000000,2526117047.00000000,-1149079076.00000000,,10610483842.00000000,5604917387.00000000,752536916.00000000,4852380471.00000000,383082400.00000000,4469298071.00000000,5005566455.00000000,4358682521.00000000,900798881.00000000,3450505006.00000000,1127362989.00000000,2323142017.00000000,411305.00000000,6967329.00000000,646883933.00000000,-87272800.00000000,734156733.00000000
2026-04-13,10702876691.00000000,7787767563.00000000,4038519575.00000000,,416625644.00000000,425046730.00000000,,,-8421086.00000000,1093479066.00000000,0.00000000,2528414864.00000000,-1123410447.00000000,,10702876691.00000000,5585770725.00000000,755270329.00000000,4830500397.00000000,379143224.00000000,4451357173.00000000,5117105965.00000000,4300748480.00000000,889860430.00000000,3403517918.00000000,1127352037.00000000,2276165881.00000000,402736.00000000,6967396.00000000,816357485.00000000,368318600.00000000,448038885.00000000
2026-04-14,10732565318.00000000,7855548387.00000000,4041889030.00000000,,399730092.00000000,425046730.00000000,,,-25316637.00000000,1096679738.00000000,0.00000000,2545479200.00000000,-1164872099.00000000,,10732565318.00000000,5578095954.00000000,686082834.00000000,4892013120.00000000,378168954.00000000,4513844166.00000000,5154469365.00000000,4313560423.00000000,886943972.00000000,3419237003.00000000,1127352037.00000000,2291884967.00000000,412065.00000000,6967383.00000000,840908942.00000000,404332000.00000000,436576942.00000000
2026-04-15,10807809928.00000000,7913545613.00000000,4066644267.00000000,,409654715.00000000,417724091.00000000,,,-8069376.00000000,1101872221.00000000,0.00000000,2555117331.00000000,-1172379951.00000000,,10807809928.00000000,5562953745.00000000,689316635.00000000,4873637109.00000000,360589824.00000000,4513047285.00000000,5244856184.00000000,4375304527.00000000,888603555.00000000,3477099968.00000000,1127352037.00000000,2349747931.00000000,2633637.00000000,6967367.00000000,869551656.00000000,623475550.00000000,246076106.00000000
2026-04-16,10906079240.00000000,8016519657.00000000,4067719227.00000000,,409581240.00000000,417724091.00000000,,,-8142851.00000000,1102914428.00000000,0.00000000,2555223559.00000000,-1178159644.00000000,,10906079240.00000000,5557924912.00000000,684751302.00000000,4873173610.00000000,360624526.00000000,4512549084.00000000,5348154328.00000000,4288272828.00000000,891253446.00000000,3388110803.00000000,1127352037.00000000,2260758766.00000000,1941229.00000000,6967350.00000000,1059881500.00000000,838261700.00000000,221619800.00000000
2026-04-17,10810678993.00000000,7913416864.00000000,4061147430.00000000,,409520083.00000000,417724091.00000000,,,-8204008.00000000,1095406224.00000000,0.00000000,2556221122.00000000,-1163885302.00000000,,10810678993.00000000,5568086449.00000000,687050606.00000000,4881035843.00000000,356575060.00000000,4524460783.00000000,5242592544.00000000,4264244486.00000000,903483867.00000000,3351868382.00000000,1127352037.00000000,2224516345.00000000,1924903.00000000,6967334.00000000,978348059.00000000,825203800.00000000,153144259.00000000
2026-04-20,10857835484.00000000,7945521971.00000000,4069889468.00000000,,409417830.00000000,417724091.00000000,,,-8306261.00000000,1101404127.00000000,0.00000000,2559067511.00000000,-1157575955.00000000,,10857835484.00000000,5617218476.00000000,688285975.00000000,4928932501.00000000,355015722.00000000,4573916779.00000000,5240617008.00000000,4270220632.00000000,902537071.00000000,3358859734.00000000,1127352037.00000000,2231507697.00000000,1856510.00000000,6967317.00000000,970396376.00000000,634489200.00000000,335907176.00000000
2026-04-21,10929184344.00000000,8009715582.00000000,4084426803.00000000,,409337383.00000000,417724091.00000000,,,-8386708.00000000,1116562826.00000000,0.00000000,2558526594.00000000,-1164958042.00000000,,10929184344.00000000,5659769505.00000000,692843507.00000000,4966925998.00000000,350649593.00000000,4616276406.00000000,5269414839.00000000,4283994874.00000000,904768182.00000000,3371946671.00000000,1127352037.00000000,2244594635.00000000,312718.00000000,6967303.00000000,985419964.00000000,677926200.00000000,307493764.00000000
2026-04-22,10965102478.00000000,8033142051.00000000,4080246164.00000000,,408669715.00000000,417136391.00000000,,,-8466676.00000000,1113293982.00000000,0.00000000,2558282467.00000000,-1148285737.00000000,,10965102478.00000000,5685496198.00000000,698673080.00000000,4986823118.00000000,434611435.00000000,4552211683.00000000,5279606280.00000000,4288391892.00000000,911171618.00000000,3368670023.00000000,1127352037.00000000,2241317986.00000000,1580165.00000000,6970086.00000000,991214388.00000000,723926100.00000000,267288288.00000000
2026-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24,10766749436.00000000,7789923157.00000000,4076648448.00000000,,408548688.00000000,417136391.00000000,,,-8587703.00000000,1108640283.00000000,0.00000000,2559459477.00000000,-1099822169.00000000,,10766749436.00000000,5694448020.00000000,687294530.00000000,5007153490.00000000,431717372.00000000,4575436118.00000000,5072301416.00000000,4382147593.00000000,920239579.00000000,3453434950.00000000,1142784011.00000000,2310650939.00000000,1313002.00000000,7160062.00000000,690153824.00000000,483076570.00000000,207077254.00000000
2026-04-27,10729719779.00000000,7760077827.00000000,4089828956.00000000,,413869401.00000000,417136391.00000000,,,-3266990.00000000,1112955638.00000000,0.00000000,2563003917.00000000,-1120187003.00000000,,10729719779.00000000,5718462652.00000000,683226820.00000000,5035235832.00000000,433243959.00000000,4601991873.00000000,5011257127.00000000,4438766338.00000000,919214040.00000000,3511284188.00000000,1142784011.00000000,2368500177.00000000,1107979.00000000,7160131.00000000,572490790.00000000,361540500.00000000,210950290.00000000
2026-04-28,10732085556.00000000,7698397567.00000000,4093370982.00000000,,413806138.00000000,417136391.00000000,,,-3330253.00000000,1116261506.00000000,0.00000000,2563303338.00000000,-1059682993.00000000,,10732085556.00000000,5657696695.00000000,681029804.00000000,4976666891.00000000,430708525.00000000,4545958367.00000000,5074388861.00000000,4397263397.00000000,922045962.00000000,3467719338.00000000,1142784011.00000000,2324935327.00000000,337981.00000000,7160116.00000000,677125463.00000000,438115100.00000000,239010363.00000000
2026-04-29,10781763249.00000000,7720734157.00000000,4096194736.00000000,,413740669.00000000,417136391.00000000,,,-3395721.00000000,1118499268.00000000,0.00000000,2563954799.00000000,-1035165645.00000000,,10781763249.00000000,5655379754.00000000,682553379.00000000,4972826375.00000000,425545181.00000000,4547281194.00000000,5126383495.00000000,4457335708.00000000,920805253.00000000,3529028504.00000000,1142784011.00000000,2386244494.00000000,344653.00000000,7157298.00000000,669047787.00000000,402169800.00000000,266877987.00000000
2026-04-30,10647995824.00000000,7567793128.00000000,4154927620.00000000,,427863182.00000000,431333402.00000000,,,-3470219.00000000,1109889164.00000000,0.00000000,2617175274.00000000,-1074724925.00000000,,10647995824.00000000,5485860610.00000000,686224274.00000000,4799636336.00000000,428447588.00000000,4371188748.00000000,5162135214.00000000,4523332843.00000000,938619914.00000000,3577216816.00000000,1142784011.00000000,2434432805.00000000,338834.00000000,7157279.00000000,638802370.00000000,193690776.00000000,445111594.00000000
2026-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04,10614202527.00000000,7470006436.00000000,4155456813.00000000,,427167898.00000000,431333402.00000000,,,-4165503.00000000,1112408340.00000000,0.00000000,2615880575.00000000,-1011260723.00000000,,10614202527.00000000,5634786090.00000000,680121993.00000000,4954664097.00000000,430015132.00000000,4524648965.00000000,4979416436.00000000,4211524215.00000000,928298189.00000000,3275744775.00000000,1142784011.00000000,2132960764.00000000,323984.00000000,7157267.00000000,767892222.00000000,182474407.00000000,585417815.00000000
2026-05-05,10626160824.00000000,7471057988.00000000,4159821085.00000000,,427029632.00000000,431333402.00000000,,,-4303770.00000000,1116635099.00000000,0.00000000,2616156354.00000000,-1004718249.00000000,,10626160824.00000000,5584200273.00000000,683254342.00000000,4900945931.00000000,429517764.00000000,4471428167.00000000,5041960551.00000000,4281600411.00000000,934318739.00000000,3339794170.00000000,1142784011.00000000,2197010160.00000000,330242.00000000,7157260.00000000,760360139.00000000,48949200.00000000,711410939.00000000
2026-05-06,10674139696.00000000,7623053554.00000000,4154658848.00000000,,421196272.00000000,425751412.00000000,,,-4555139.00000000,1117332995.00000000,0.00000000,2616129580.00000000,-1103572706.00000000,,10674139696.00000000,5654268757.00000000,688001431.00000000,4966267326.00000000,431754448.00000000,4534512878.00000000,5019870939.00000000,4190274003.00000000,934649023.00000000,3247122696.00000000,1142784011.00000000,2104338685.00000000,1344982.00000000,7157302.00000000,829596937.00000000,134374500.00000000,695222437.00000000
2026-05-07,10859703722.00000000,7824292743.00000000,4156576010.00000000,,421039267.00000000,425751412.00000000,,,-4712145.00000000,1119020699.00000000,0.00000000,2616516045.00000000,-1121165032.00000000,,10859703722.00000000,5736016166.00000000,698447644.00000000,5037568522.00000000,427708489.00000000,4609860034.00000000,5123687555.00000000,4351220975.00000000,934880975.00000000,3407824874.00000000,1142784011.00000000,2265040863.00000000,1357747.00000000,7157379.00000000,772466579.00000000,85740200.00000000,686726379.00000000
2026-05-08,10911163651.00000000,7868563410.00000000,4148210725.00000000,,420730672.00000000,425751412.00000000,,,-5020739.00000000,1111852891.00000000,0.00000000,2615627161.00000000,-1105610484.00000000,,10911163651.00000000,5747964126.00000000,726431311.00000000,5021532814.00000000,427372200.00000000,4594160614.00000000,5163199525.00000000,4670899727.00000000,947067430.00000000,3716096494.00000000,1188324648.00000000,2527771846.00000000,337012.00000000,7398791.00000000,492299798.00000000,-158184600.00000000,650484398.00000000
2026-05-11,10882474015.00000000,7799893060.00000000,4152953455.00000000,,420357918.00000000,425751412.00000000,,,-5393494.00000000,1115468763.00000000,0.00000000,2617126774.00000000,-1070372499.00000000,,10882474015.00000000,5742884738.00000000,686247529.00000000,5056637209.00000000,425406554.00000000,4631230655.00000000,5139589277.00000000,4519311488.00000000,938934488.00000000,3572674928.00000000,1188324648.00000000,2384350280.00000000,331471.00000000,7370601.00000000,620277789.00000000,-134266500.00000000,754544289.00000000
2026-05-12,11028817841.00000000,7978754846.00000000,4156780123.00000000,,420009869.00000000,425751412.00000000,,,-5741542.00000000,1119289375.00000000,0.00000000,2617480879.00000000,-1106717129.00000000,,11028817841.00000000,5780270855.00000000,689183436.00000000,5091087419.00000000,434158547.00000000,4656928872.00000000,5248546986.00000000,4505859109.00000000,936074708.00000000,3562074281.00000000,1188324648.00000000,2373749633.00000000,339675.00000000,7370445.00000000,742687877.00000000,1941700.00000000,740746177.00000000
2026-05-13,11026390266.00000000,7971338969.00000000,4157213976.00000000,,416423379.00000000,422329914.00000000,,,-5906536.00000000,1123294276.00000000,0.00000000,2617496321.00000000,-1102162678.00000000,,11026390266.00000000,5823410368.00000000,703749924.00000000,5119660443.00000000,427791739.00000000,4691868704.00000000,5202979899.00000000,4516919948.00000000,933620924.00000000,3575571788.00000000,1188324648.00000000,2387247141.00000000,356808.00000000,7370428.00000000,686059950.00000000,168250510.00000000,517809440.00000000
2026-05-14,11042758792.00000000,7993097138.00000000,4158658507.00000000,,416310171.00000000,422329914.00000000,,,-6019743.00000000,1124289176.00000000,0.00000000,2618059160.00000000,-1108996853.00000000,,11042758792.00000000,5850962516.00000000,703907752.00000000,5147054764.00000000,428073561.00000000,4718981204.00000000,5191796276.00000000,4508014962.00000000,938962643.00000000,3561315557.00000000,1188324648.00000000,2372990910.00000000,366349.00000000,7370413.00000000,683781313.00000000,172253200.00000000,511528113.00000000
2026-05-15,10900993684.00000000,7768610384.00000000,4152264899.00000000,,416891853.00000000,422329914.00000000,,,-5438061.00000000,1117413758.00000000,0.00000000,2617959288.00000000,-1019881600.00000000,,10900993684.00000000,5725064752.00000000,683100521.00000000,5041964231.00000000,423733639.00000000,4618230591.00000000,5175928932.00000000,4707179052.00000000,967293610.00000000,3732192370.00000000,1188324648.00000000,2543867722.00000000,322676.00000000,7370396.00000000,468749880.00000000,91310200.00000000,377439680.00000000
2026-05-18,10806671238.00000000,7674826744.00000000,4150961823.00000000,,416661244.00000000,422329914.00000000,,,-5668670.00000000,1114918983.00000000,0.00000000,2619381597.00000000,-1019117329.00000000,,10806671238.00000000,5684287902.00000000,687198430.00000000,4997089472.00000000,417443312.00000000,4579646160.00000000,5122383336.00000000,4516477713.00000000,980133614.00000000,3528618071.00000000,1188324648.00000000,2340293424.00000000,355648.00000000,7370380.00000000,605905622.00000000,270776670.00000000,335128952.00000000
2026-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20,10867519071.00000000,7689871002.00000000,4153172517.00000000,,414233069.00000000,420113992.00000000,,,-5880923.00000000,1118987546.00000000,0.00000000,2619951902.00000000,-975524447.00000000,,10867519071.00000000,5650291922.00000000,686613545.00000000,4963678377.00000000,395907439.00000000,4567770938.00000000,5217227150.00000000,4679071583.00000000,990284915.00000000,3681097160.00000000,1188324648.00000000,2492772513.00000000,319147.00000000,7370361.00000000,538155566.00000000,380126200.00000000,158029366.00000000
2026-05-21,10810600248.00000000,7679533564.00000000,4154268681.00000000,,414169577.00000000,420113992.00000000,,,-5944415.00000000,1119590183.00000000,0.00000000,2620508921.00000000,-1023201997.00000000,,10810600248.00000000,5574703227.00000000,686169479.00000000,4888533747.00000000,396134546.00000000,4492399201.00000000,5235897021.00000000,4617783264.00000000,1019084328.00000000,3591004324.00000000,1188324648.00000000,2402679677.00000000,324219.00000000,7370393.00000000,618113757.00000000,410116480.00000000,207997277.00000000
2026-05-22,10551211780.00000000,7415421158.00000000,4143578933.00000000,,414067325.00000000,420113992.00000000,,,-6046668.00000000,1109219640.00000000,0.00000000,2620291969.00000000,-1007788312.00000000,,10551211780.00000000,5553091137.00000000,693513002.00000000,4859578135.00000000,369991447.00000000,4489586688.00000000,4998120643.00000000,4950671657.00000000,1097728144.00000000,3845140857.00000000,1196920147.00000000,2648220709.00000000,310914.00000000,7491742.00000000,47448987.00000000,-453055800.00000000,500504787.00000000
2026-05-25,10565150465.00000000,7433191995.00000000,4141001644.00000000,,413829243.00000000,420113992.00000000,,,-6284750.00000000,1105926660.00000000,0.00000000,2621245741.00000000,-1009043174.00000000,,10565150465.00000000,5533670617.00000000,691788783.00000000,4841881834.00000000,370045468.00000000,4471836366.00000000,5031479848.00000000,4749364653.00000000,1140050892.00000000,3601518529.00000000,1196920147.00000000,2404598381.00000000,305530.00000000,7489702.00000000,282115195.00000000,-254564800.00000000,536679995.00000000
2026-05-26,10549746556.00000000,7367691901.00000000,4193081160.00000000,,421128010.00000000,427543352.00000000,,,-6415342.00000000,1110633187.00000000,0.00000000,2661319963.00000000,-1011026504.00000000,,10549746556.00000000,5576913616.00000000,694937740.00000000,4881975876.00000000,370984256.00000000,4510991620.00000000,4972832940.00000000,4788896312.00000000,1145420565.00000000,3635685849.00000000,1196920147.00000000,2438765702.00000000,300206.00000000,7489692.00000000,183936628.00000000,-310410599.00000000,494347227.00000000
2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,10537567425.00000000,7333995744.00000000,4197317547.00000000,,420208148.00000000,427543352.00000000,,,-7335204.00000000,1115286378.00000000,0.00000000,2661823022.00000000,-993745866.00000000,,10537567425.00000000,5718932068.00000000,685460049.00000000,5033472019.00000000,372717698.00000000,4660754321.00000000,4818635357.00000000,4805929515.00000000,1072968642.00000000,3725159695.00000000,1196920147.00000000,2528239548.00000000,311442.00000000,7489736.00000000,12705843.00000000,-515096191.00000000,527802034.00000000
2026-06-02,10669362823.00000000,7491946958.00000000,4200602164.00000000,,420090351.00000000,427543352.00000000,,,-7453001.00000000,1120195166.00000000,0.00000000,2660316648.00000000,-1023186299.00000000,,10669362823.00000000,5711366132.00000000,689255265.00000000,5022110867.00000000,374711189.00000000,4647399677.00000000,4957996691.00000000,4723873381.00000000,1029844838.00000000,3686222800.00000000,1196920147.00000000,2489302653.00000000,315929.00000000,7489814.00000000,234123311.00000000,-323509400.00000000,557632711.00000000
2026-06-03,10701188375.00000000,7463198842.00000000,4206308016.00000000,,422135585.00000000,426845032.00000000,,,-4709447.00000000,1124205261.00000000,0.00000000,2659967170.00000000,-968318483.00000000,,10701188375.00000000,5650278421.00000000,685644490.00000000,4964633931.00000000,370783749.00000000,4593850182.00000000,5050909954.00000000,4644005381.00000000,1002871114.00000000,3631816014.00000000,1196920147.00000000,2434895866.00000000,1715317.00000000,7602936.00000000,406904573.00000000,-71225300.00000000,478129873.00000000
2026-06-04,10683334617.00000000,7464507342.00000000,4206395628.00000000,,422018483.00000000,426845032.00000000,,,-4826548.00000000,1125354571.00000000,0.00000000,2659022573.00000000,-987568352.00000000,,10683334617.00000000,5609618218.00000000,685691897.00000000,4923926322.00000000,371415280.00000000,4552511041.00000000,5073716398.00000000,4509355689.00000000,989091137.00000000,3512172928.00000000,1196920147.00000000,2315252781.00000000,486703.00000000,7604921.00000000,564360708.00000000,54000200.00000000,510360508.00000000
2026-06-05,10664126207.00000000,7448355770.00000000,4200671912.00000000,,421735177.00000000,426845032.00000000,,,-5109855.00000000,1120268689.00000000,0.00000000,2658668046.00000000,-984901474.00000000,,10664126207.00000000,5558510085.00000000,685724990.00000000,4872785096.00000000,372014628.00000000,4500770467.00000000,5105616122.00000000,4872381666.00000000,992511988.00000000,3871625805.00000000,1228583404.00000000,2643042401.00000000,470619.00000000,7773254.00000000,233234457.00000000,-285309800.00000000,518544257.00000000
2026-06-08,10629958725.00000000,7288474933.00000000,4202875997.00000000,,421432697.00000000,426845032.00000000,,,-5412335.00000000,1123432254.00000000,0.00000000,2658011047.00000000,-861392205.00000000,,10629958725.00000000,5515264194.00000000,677787055.00000000,4837477139.00000000,368427517.00000000,4469049622.00000000,5114694531.00000000,4779098467.00000000,974073788.00000000,3796792229.00000000,1228570149.00000000,2568222080.00000000,466367.00000000,7766083.00000000,335596063.00000000,-498282000.00000000,833878063.00000000
2026-06-09,10687111123.00000000,7386787220.00000000,4206401317.00000000,,421214737.00000000,426845032.00000000,,,-5630295.00000000,1126437822.00000000,0.00000000,2658748759.00000000,-906077415.00000000,,10687111123.00000000,5547227078.00000000,710766866.00000000,4836460212.00000000,371423194.00000000,4465037017.00000000,5139884044.00000000,4717848006.00000000,961598294.00000000,3748013020.00000000,1228570149.00000000,2519442872.00000000,471645.00000000,7765047.00000000,422036038.00000000,-492018400.00000000,914054438.00000000
2026-06-10,10662143700.00000000,7260545475.00000000,4196798874.00000000,,412549563.00000000,418373072.00000000,,,-5823509.00000000,1128136787.00000000,0.00000000,2656112523.00000000,-795200649.00000000,,10662143700.00000000,5468374969.00000000,706052907.00000000,4762322062.00000000,429458995.00000000,4332863067.00000000,5193768731.00000000,4696903769.00000000,952723918.00000000,3734394198.00000000,1228570149.00000000,2505824049.00000000,2020622.00000000,7765031.00000000,496864962.00000000,-581009700.00000000,1077874662.00000000
