tarih,TP.AB.A01,TP.AB.A02,TP.AB.A03,TP.AB.A04,TP.AB.A05,TP.AB.A051,TP.AB.A052,TP.AB.A053,TP.AB.A054,TP.AB.A06,TP.AB.A061,TP.AB.A07,TP.AB.A08,TP.AB.A081,TP.AB.A09,TP.AB.A10,TP.AB.A11,TP.AB.A12,TP.AB.A13,TP.AB.A14,TP.AB.A15,TP.AB.A16,TP.AB.A17,TP.AB.A18,TP.AB.A19,TP.AB.A20,TP.AB.A21,TP.AB.A22,TP.AB.A23,TP.AB.A24,TP.AB.A25
2025-12-17,10877377102.00000000,8242296356.00000000,3644030588.00000000,,226237455.00000000,234460465.00000000,,,-8223010.00000000,918789522.00000000,0.00000000,2499003611.00000000,-1008949842.00000000,,10877377102.00000000,5232995829.00000000,667491345.00000000,4565504484.00000000,482336357.00000000,4083168127.00000000,5644381273.00000000,4434127241.00000000,839483739.00000000,3582466778.00000000,1084736450.00000000,2497730329.00000000,2975128.00000000,9201596.00000000,1210254031.00000000,597470300.00000000,612783731.00000000
2025-12-18,10921352678.00000000,8293366915.00000000,3644981934.00000000,,226105803.00000000,234460465.00000000,,,-8354662.00000000,918980791.00000000,0.00000000,2499895341.00000000,-1016996171.00000000,,10921352678.00000000,5273604714.00000000,667039142.00000000,4606565573.00000000,483414629.00000000,4123150943.00000000,5647747964.00000000,4239903625.00000000,839975851.00000000,3388995286.00000000,1084736450.00000000,2304258836.00000000,1788399.00000000,9144089.00000000,1407844339.00000000,693372800.00000000,714471539.00000000
2025-12-19,10929560455.00000000,8306455689.00000000,3646795087.00000000,,225941768.00000000,234460465.00000000,,,-8518697.00000000,919233221.00000000,0.00000000,2501620097.00000000,-1023690321.00000000,,10929560455.00000000,5275235098.00000000,664464231.00000000,4610770867.00000000,482916986.00000000,4127853882.00000000,5654325357.00000000,4322076151.00000000,851904122.00000000,3460861063.00000000,1093999084.00000000,2366861978.00000000,1779972.00000000,7530994.00000000,1332249206.00000000,676399670.00000000,655849536.00000000
2025-12-22,10913006540.00000000,8340775118.00000000,3654938128.00000000,,225516010.00000000,234460465.00000000,,,-8944455.00000000,922447243.00000000,0.00000000,2506974875.00000000,-1082706706.00000000,,10913006540.00000000,5316329114.00000000,667333962.00000000,4648995152.00000000,487049272.00000000,4161945880.00000000,5596677425.00000000,4232208319.00000000,849362531.00000000,3373541040.00000000,1093999084.00000000,2279541956.00000000,1773634.00000000,7531114.00000000,1364469105.00000000,733606300.00000000,630862805.00000000
2025-12-23,10991328142.00000000,8474278302.00000000,3661137674.00000000,,225376646.00000000,234460465.00000000,,,-9083819.00000000,928158382.00000000,0.00000000,2507602645.00000000,-1144087834.00000000,,10991328142.00000000,5382529744.00000000,675014047.00000000,4707515696.00000000,489680065.00000000,4217835632.00000000,5608798398.00000000,4231812560.00000000,854089940.00000000,3369614670.00000000,1093999084.00000000,2275615585.00000000,576820.00000000,7531130.00000000,1376985838.00000000,763027900.00000000,613957938.00000000
2025-12-24,10996790086.00000000,8476720150.00000000,3664647057.00000000,,225220016.00000000,234460465.00000000,,,-9240449.00000000,932176074.00000000,0.00000000,2507250968.00000000,-1144577122.00000000,,10996790086.00000000,5396992784.00000000,683136207.00000000,4713856577.00000000,487607607.00000000,4226248970.00000000,5599797302.00000000,4293441351.00000000,855279154.00000000,3430143216.00000000,1093999084.00000000,2336144132.00000000,487866.00000000,7531115.00000000,1306355950.00000000,780470600.00000000,525885350.00000000
2025-12-25,11019880782.00000000,8501098418.00000000,3665592749.00000000,,225122926.00000000,234460465.00000000,,,-9337539.00000000,930825058.00000000,0.00000000,2509644765.00000000,-1146810384.00000000,,11019880782.00000000,5392790000.00000000,681454972.00000000,4711335028.00000000,487129621.00000000,4224205407.00000000,5627090782.00000000,4188645287.00000000,861497374.00000000,3319170610.00000000,1093999084.00000000,2225171525.00000000,446205.00000000,7531098.00000000,1438445496.00000000,932080200.00000000,506365296.00000000
2025-12-26,10936452043.00000000,8414758198.00000000,3671251710.00000000,,229121007.00000000,234460465.00000000,,,-5339458.00000000,931451738.00000000,0.00000000,2510678964.00000000,-1149557866.00000000,,10936452043.00000000,5390312756.00000000,678840510.00000000,4711472246.00000000,485891332.00000000,4225580913.00000000,5546139287.00000000,4300314122.00000000,874535426.00000000,3417815163.00000000,1093990517.00000000,2323824645.00000000,432451.00000000,7531082.00000000,1245825165.00000000,738141200.00000000,507683965.00000000
2025-12-29,10897029279.00000000,8352311331.00000000,3678846868.00000000,,228805960.00000000,234460465.00000000,,,-5654505.00000000,935865577.00000000,0.00000000,2514175331.00000000,-1134128920.00000000,,10897029279.00000000,5378331002.00000000,685446229.00000000,4692884773.00000000,482145950.00000000,4210738823.00000000,5518698277.00000000,4240460630.00000000,872052023.00000000,3360445218.00000000,1093990517.00000000,2266454701.00000000,429027.00000000,7534362.00000000,1278237646.00000000,801980700.00000000,476256946.00000000
2025-12-30,10883475730.00000000,8288819577.00000000,3686337133.00000000,,228689880.00000000,234460465.00000000,,,-5770585.00000000,941324670.00000000,0.00000000,2516322583.00000000,-1091680980.00000000,,10883475730.00000000,5360510523.00000000,682713010.00000000,4677797513.00000000,477619490.00000000,4200178023.00000000,5522965207.00000000,4318642679.00000000,878841829.00000000,3430632477.00000000,1093990517.00000000,2336641960.00000000,1634023.00000000,7534350.00000000,1204322528.00000000,661093303.00000000,543229225.00000000
2025-12-31,10702954698.00000000,7978781696.00000000,3754037721.00000000,,239833849.00000000,245737422.00000000,,,-5903573.00000000,939240223.00000000,0.00000000,2574963649.00000000,-1029864719.00000000,,10702954698.00000000,5146521445.00000000,675842950.00000000,4470678495.00000000,475112545.00000000,3995565950.00000000,5556433253.00000000,4513859213.00000000,864590113.00000000,3641261121.00000000,1093990517.00000000,2547270603.00000000,473508.00000000,7534471.00000000,1042574040.00000000,461802366.00000000,580771674.00000000
2026-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02,10864176420.00000000,8195716534.00000000,3754451850.00000000,,239434342.00000000,245737422.00000000,,,-6303080.00000000,938064069.00000000,0.00000000,2576953439.00000000,-1085991964.00000000,,10864176420.00000000,5334196141.00000000,679633416.00000000,4654562725.00000000,500323594.00000000,4154239131.00000000,5529980278.00000000,4333345233.00000000,854263337.00000000,3470640073.00000000,1124562350.00000000,2346077723.00000000,474244.00000000,7967579.00000000,1196635045.00000000,464813659.00000000,731821386.00000000
2026-01-05,10954180584.00000000,8310828098.00000000,3767346038.00000000,,244415005.00000000,251167493.00000000,,,-6752488.00000000,940734016.00000000,0.00000000,2582197018.00000000,-1123993553.00000000,,10954180584.00000000,5362298895.00000000,675023868.00000000,4687275026.00000000,510102191.00000000,4177172835.00000000,5591881689.00000000,4223164616.00000000,846234674.00000000,3368458139.00000000,1124357396.00000000,2244100743.00000000,505011.00000000,7966792.00000000,1368717072.00000000,523453676.00000000,845263396.00000000
2026-01-06,11014190178.00000000,8386166306.00000000,3771925137.00000000,,244242891.00000000,251167493.00000000,,,-6924602.00000000,945786179.00000000,0.00000000,2581896067.00000000,-1143901264.00000000,,11014190178.00000000,5396701203.00000000,675989599.00000000,4720711604.00000000,512017962.00000000,4208693642.00000000,5617488975.00000000,4206279128.00000000,846217316.00000000,3351609160.00000000,1124357396.00000000,2227251763.00000000,485875.00000000,7966777.00000000,1411209848.00000000,553692216.00000000,857517632.00000000
2026-01-07,11067633879.00000000,8438742128.00000000,3775686827.00000000,,244061646.00000000,251167493.00000000,,,-7105846.00000000,948359634.00000000,0.00000000,2583265547.00000000,-1146795075.00000000,,11067633879.00000000,5387287880.00000000,676713807.00000000,4710574073.00000000,513290764.00000000,4197283309.00000000,5680345999.00000000,4200521287.00000000,842992979.00000000,3349067481.00000000,1124357396.00000000,2224710085.00000000,492066.00000000,7968761.00000000,1479824711.00000000,495748446.00000000,984076265.00000000
2026-01-08,11117216994.00000000,8467962184.00000000,3777827753.00000000,,243453095.00000000,251167493.00000000,,,-7714398.00000000,950415057.00000000,0.00000000,2583959601.00000000,-1128572943.00000000,,11117216994.00000000,5401537006.00000000,674768260.00000000,4726768746.00000000,512785632.00000000,4213983115.00000000,5715679987.00000000,4203572246.00000000,839580454.00000000,3355530189.00000000,1124357396.00000000,2231172793.00000000,494857.00000000,7966746.00000000,1512107741.00000000,514619300.00000000,997488440.00000000
2026-01-09,11155989663.00000000,8535106274.00000000,3779335417.00000000,,247686453.00000000,255633358.00000000,,,-7946905.00000000,946681008.00000000,0.00000000,2584967955.00000000,-1158452028.00000000,,11155989663.00000000,5396287861.00000000,685424503.00000000,4710863358.00000000,505565141.00000000,4205298218.00000000,5759701802.00000000,4209523955.00000000,846461795.00000000,3354618606.00000000,1124357396.00000000,2230261210.00000000,477073.00000000,7966481.00000000,1550177847.00000000,622835750.00000000,927342097.00000000
2026-01-12,11226549885.00000000,8678373643.00000000,3797468748.00000000,,251971818.00000000,260456433.00000000,,,-8484614.00000000,952630441.00000000,0.00000000,2592866488.00000000,-1249292506.00000000,,11226549885.00000000,5416290058.00000000,693812880.00000000,4722477178.00000000,506821864.00000000,4215655314.00000000,5810259827.00000000,4155147682.00000000,834445924.00000000,3311702300.00000000,1124357396.00000000,2187344904.00000000,993987.00000000,8005471.00000000,1655112144.00000000,739897600.00000000,915214544.00000000
2026-01-13,11296672989.00000000,8745029655.00000000,3803849450.00000000,,251784431.00000000,260456433.00000000,,,-8672002.00000000,956589258.00000000,0.00000000,2595475762.00000000,-1252206117.00000000,,11296672989.00000000,5421154015.00000000,708129287.00000000,4713024727.00000000,485688470.00000000,4227336258.00000000,5875518974.00000000,4222221059.00000000,829581511.00000000,3384189778.00000000,1124357396.00000000,2259832382.00000000,481223.00000000,7968547.00000000,1653297914.00000000,1054157600.00000000,599140314.00000000
2026-01-14,11473202642.00000000,8961877879.00000000,3804899800.00000000,,250192572.00000000,260024358.00000000,,,-9831786.00000000,959604628.00000000,0.00000000,2595102600.00000000,-1293575037.00000000,,11473202642.00000000,5549576784.00000000,705102594.00000000,4844474190.00000000,639285552.00000000,4205188637.00000000,5923625858.00000000,4176877631.00000000,827917037.00000000,3340507281.00000000,1124357396.00000000,2216149885.00000000,484780.00000000,7968533.00000000,1746748228.00000000,1354003600.00000000,392744628.00000000
2026-01-15,11458959813.00000000,8924058232.00000000,3814008779.00000000,,250944462.00000000,260024358.00000000,,,-9079896.00000000,957708057.00000000,0.00000000,2605356260.00000000,-1279107199.00000000,,11458959813.00000000,5541990334.00000000,692457909.00000000,4849532425.00000000,629758544.00000000,4219773881.00000000,5916969479.00000000,4099558510.00000000,831863303.00000000,3259255988.00000000,1124357396.00000000,2134898592.00000000,470702.00000000,7968517.00000000,1817410969.00000000,1475123100.00000000,342287869.00000000
2026-01-16,11491792732.00000000,8951444531.00000000,3819955287.00000000,,255759359.00000000,264923568.00000000,,,-9164208.00000000,957108181.00000000,0.00000000,2607087747.00000000,-1279607086.00000000,,11491792732.00000000,5579968780.00000000,692430131.00000000,4887538649.00000000,628922094.00000000,4258616555.00000000,5911823952.00000000,4221345726.00000000,846211920.00000000,3366570234.00000000,1133156635.00000000,2233413599.00000000,460470.00000000,8103102.00000000,1690478226.00000000,1418362420.00000000,272115806.00000000
2026-01-19,11521808691.00000000,9013930672.00000000,3831565722.00000000,,261020055.00000000,270354156.00000000,,,-9334101.00000000,957737092.00000000,0.00000000,2612808575.00000000,-1323687703.00000000,,11521808691.00000000,5594972235.00000000,694846888.00000000,4900125347.00000000,631095335.00000000,4269030011.00000000,5926836456.00000000,4065027769.00000000,841306365.00000000,3215168394.00000000,1133156635.00000000,2082011758.00000000,449883.00000000,8103127.00000000,1861808688.00000000,1607539500.00000000,254269188.00000000
2026-01-20,11542438713.00000000,9080459954.00000000,3839611333.00000000,,260953056.00000000,270354156.00000000,,,-9401100.00000000,963606522.00000000,0.00000000,2615051755.00000000,-1377632574.00000000,,11542438713.00000000,5653359772.00000000,690806675.00000000,4962553097.00000000,635266822.00000000,4327286275.00000000,5889078941.00000000,3929640006.00000000,841910498.00000000,3079161150.00000000,1133156635.00000000,1946004515.00000000,453246.00000000,8115112.00000000,1959438935.00000000,1567123250.00000000,392315685.00000000
2026-01-21,11633361917.00000000,9272153080.00000000,3841954570.00000000,,260230133.00000000,269728406.00000000,,,-9498273.00000000,964217635.00000000,0.00000000,2617506802.00000000,-1480745733.00000000,,11633361917.00000000,5711902130.00000000,694236277.00000000,5017665853.00000000,636292329.00000000,4381373524.00000000,5921459787.00000000,4029212879.00000000,841260966.00000000,3179409272.00000000,1133156635.00000000,2046252637.00000000,439545.00000000,8103096.00000000,1892246907.00000000,1577462900.00000000,314784007.00000000
2026-01-22,11669728202.00000000,9274713532.00000000,3849521890.00000000,,260144180.00000000,269728406.00000000,,,-9584226.00000000,969933835.00000000,0.00000000,2619443876.00000000,-1454507221.00000000,,11669728202.00000000,5731660015.00000000,761026774.00000000,4970633240.00000000,556472230.00000000,4414161011.00000000,5938068187.00000000,3984769046.00000000,843007889.00000000,3133212092.00000000,1133156635.00000000,2000055456.00000000,445987.00000000,8103078.00000000,1953299142.00000000,1704699200.00000000,248599942.00000000
2026-01-23,11740856152.00000000,9422034244.00000000,3852805795.00000000,,263864201.00000000,273522864.00000000,,,-9658663.00000000,967229401.00000000,0.00000000,2621712193.00000000,-1533983887.00000000,,11740856152.00000000,5773245705.00000000,765930249.00000000,5007315456.00000000,562263896.00000000,4445051559.00000000,5967610447.00000000,4552549034.00000000,854001530.00000000,3690022293.00000000,1123714886.00000000,2566307406.00000000,421648.00000000,8103563.00000000,1415061413.00000000,1248569430.00000000,166491983.00000000
2026-01-26,11606093973.00000000,9391779754.00000000,3873113859.00000000,,272664099.00000000,277096928.00000000,,,-4432829.00000000,973677581.00000000,0.00000000,2626772179.00000000,-1658799640.00000000,,11606093973.00000000,5599582458.00000000,695371952.00000000,4904210506.00000000,378446670.00000000,4525763836.00000000,6006511515.00000000,4511219095.00000000,854092174.00000000,3648618683.00000000,1123714886.00000000,2524903797.00000000,404691.00000000,8103547.00000000,1495292419.00000000,1341867850.00000000,153424569.00000000
2026-01-27,11684775058.00000000,9472574643.00000000,3877939323.00000000,,272615763.00000000,277096928.00000000,,,-4481165.00000000,977126109.00000000,0.00000000,2628197451.00000000,-1665738908.00000000,,11684775058.00000000,5665298596.00000000,702587199.00000000,4962711397.00000000,377012413.00000000,4585698984.00000000,6019476462.00000000,4416275449.00000000,859941499.00000000,3547832987.00000000,1123714886.00000000,2424118101.00000000,397433.00000000,8103530.00000000,1603201013.00000000,1432058000.00000000,171143013.00000000
2026-01-28,11895992264.00000000,9826822329.00000000,3881666066.00000000,,272560118.00000000,277096928.00000000,,,-4536810.00000000,978558723.00000000,0.00000000,2630547225.00000000,-1812496131.00000000,,11895992264.00000000,5888043748.00000000,710476766.00000000,5177566982.00000000,527721335.00000000,4649845648.00000000,6007948516.00000000,4301229040.00000000,858416093.00000000,3434304328.00000000,1123714886.00000000,2310589442.00000000,405105.00000000,8103514.00000000,1706719476.00000000,1493941100.00000000,212778376.00000000
2026-01-29,12024966567.00000000,10119576720.00000000,3887044745.00000000,,272501175.00000000,277096928.00000000,,,-4595753.00000000,981548966.00000000,0.00000000,2632994604.00000000,-1981654898.00000000,,12024966567.00000000,6071131553.00000000,723351959.00000000,5347779594.00000000,538486647.00000000,4809292947.00000000,5953835014.00000000,4199131547.00000000,857249304.00000000,3333371222.00000000,1123714886.00000000,2209656336.00000000,407449.00000000,8103572.00000000,1754703467.00000000,1156386100.00000000,598317367.00000000
