tarih,altin_ons_mn,altin_fiyat,altin_fiyat_kaynak,ons_kaynak,altin_deger_seviye,altin_deger_ima,altin_fiyat_etkisi,altin_miktar_etkisi,doviz_rezerv,swap_capa_revizyon,net_alim_satim,net_alim_satim_altin_haric,kumulatif
2023-05-08,21.70548362131632,2160.71,agort03,ara_deger,47.97018670984468,46.89925551541438,0.2339851134377844,0.20494326028695603,63.64201025907076,-0.0,-1.4994917911486108,-1.7044350514355668,
2023-05-09,21.79986271598724,2171.49,agort03,ara_deger,48.20951480696651,47.338183889139124,-0.24742844182645315,0.2038720575624411,61.91030989591657,-0.0,-0.35561267969259513,-0.5594847372550362,
2023-05-10,21.89424181065816,2160.14,agort03,ara_deger,46.2752672170629,47.29462750487511,-0.7584165363211959,0.20060276572304042,62.79675871885809,-0.0,-1.2206359181710695,-1.42123868389411,
2023-05-11,21.98862090532908,2125.5,agort03,ara_deger,45.53319713993872,46.73681373427696,-0.7012171206709416,0.1975930163939848,61.68771713033205,-0.0,1.8938810433805244,1.6962880269865397,
2023-05-12,22.083,2093.61,agort03,irfcl_pdf,44.850038515242105,46.23318963,0.46948457999999477,-0.476903184999993,60.24358555551774,-0.0,-0.3852649911925288,0.09163819380746419,
2023-05-15,21.8575,2114.87,agort03,ara_deger,45.30547759837317,46.225771025,-1.2550576500000017,-0.15465165833333594,58.12758229266152,-0.0,0.7157483150574131,0.870399973390749,
2023-05-16,21.782333333333334,2057.45,agort03,ara_deger,44.075406471685206,44.81606171666667,-0.4036266366666611,-0.15325882000000984,59.29714349862866,0.0348618499999915,-1.0339348060311981,-0.8806759860311884,
2023-05-17,21.707166666666662,2038.92,agort03,ara_deger,43.15446670583346,44.25917625999999,-0.18603041833333686,-0.1526146416666548,59.20020724718697,-0.0,0.6883929041856852,0.84100754585234,
2023-05-18,21.632,2030.35,agort03,irfcl_pdf,42.97307960890518,43.9205312,-0.08912383999999764,-0.521105581841412,58.51207868077218,-0.0,-0.8760463270342667,-0.3549407451928547,
2023-05-22,21.374820123164,2026.23,agort03,ara_deger,42.8858783441042,43.31030177815859,-0.7609435963846364,-0.12798749455652145,57.859460586985534,0.1319993800000034,1.0848334905453014,1.2128209851018228,
2023-05-23,21.310525153954995,1990.63,agort03,ara_deger,42.13239168708594,42.42137068721743,0.027703682700140526,-0.128071078016479,58.62639124969444,-0.0,-0.7273916028148103,-0.5993205247983313,
2023-05-24,21.246230184745997,1991.93,agort03,ara_deger,41.95576449873175,42.32100329190109,-0.31104480990468353,-0.1271297996672733,58.03764670822821,-0.0,0.7323281795705111,0.8594579792377844,
2023-05-25,21.181935215536992,1977.29,agort03,ara_deger,41.64740406826409,41.882828682329134,0.18385919767086245,-0.12768788000000042,57.11990791996293,-0.0,0.5846942227191277,0.7123821027191282,
2023-05-26,21.11764024632799,1985.97,agort03,ima,41.8302297879676,41.939,-0.7110309470938649,-0.02300619174368426,56.76622534353132,-0.0,0.4936665545072956,0.5166727462509798,
2023-05-29,21.105856098531195,1952.3,agort03,ara_deger,41.12104292363386,41.20496286116245,0.37272941870006265,-0.007738099931253892,57.73214718093116,-0.0,-0.1882364923005379,-0.180498392369284,
2023-05-30,21.1019280492656,1969.96,agort03,ara_deger,41.49301322432093,41.56995417993126,0.24625950033493108,-0.00778394026619044,56.72772250658433,-0.0,-0.7647625556868558,-0.7569786154206654,
2023-05-31,21.098,1981.63,agort03,evds_aylik,41.84734944133094,41.80842974,-0.3293397800000027,0.22248940041058338,55.80129149958869,-0.0,-0.7801856355294887,-1.002675035940072,
2023-06-01,21.211167414578988,1966.02,agort03,ara_deger,41.51770307708576,41.70157936041058,0.3192280695894128,0.2241925700000042,56.6938831431508,-0.0,0.8877862965704426,0.6635937265704384,
2023-06-02,21.32433482915798,1981.07,agort03,ima,41.83552356279299,42.245,-0.5810881240945549,0.07880189069667741,58.52136392996426,0.0372296800000064,0.6679772192177258,0.5891753285210484,
2023-06-05,21.36466704537886,1953.82,agort03,ara_deger,41.26006786608055,41.74271376660212,0.2561623578740927,0.0264284913230599,57.52340415565567,-0.0,1.5313859237359804,1.5049574324129205,
2023-06-06,21.378111117452487,1965.81,agort03,ara_deger,41.51326837263402,42.02530461579927,-0.22211857451032863,0.026288807414207957,57.8873708401802,-0.0,-2.3123984023573763,-2.3386872097715843,
2023-06-07,21.391555189526112,1955.42,agort03,ara_deger,41.6980308116321,41.82947484870316,-0.21391555189526112,0.026154366693478613,57.10549372354753,-0.0,-1.3283838303398623,-1.354538197033341,
2023-06-08,21.40499926159974,1945.42,agort03,ara_deger,41.48478746334052,41.64171366350136,0.3249278887910806,0.026358447707556295,57.28155758891885,-0.0,1.0969651412273436,1.0706066935197873,
2023-06-09,21.41844333367337,1960.6,agort03,ima,41.80849086604713,41.99300000000001,-0.15913903396918963,-0.021297924013212035,57.98122430285314,-0.0,-0.8408693747819938,-0.8195714507687817,
2023-06-12,21.40753904781335,1953.17,agort03,ara_deger,41.65005105826649,41.8125630420176,0.248113377564155,-0.007141434895443216,58.25256572993688,-0.0,-0.2028229072501934,-0.19568147235475017,
2023-06-13,21.403904285860012,1964.76,agort03,ara_deger,41.89720009893643,42.053534984686316,-0.49143364240334664,-0.007057980760980745,57.82166329063758,-0.0,1.3603787385784503,1.367436719339431,
2023-06-14,21.40026952390668,1941.8,agort03,ara_deger,41.59033326532695,41.55504336152199,-0.2790595145917423,-0.0070105834651229965,58.71820967935304,-0.0,0.5686739006359312,0.5756844841010541,
2023-06-15,21.39663476195334,1928.76,agort03,ara_deger,41.311036764255846,41.26897326346512,0.6446806053776565,-0.007120098842777115,58.89076388541797,-0.0,1.3116430326650335,1.3187631315078105,
2023-06-16,21.393,1958.89,agort03,irfcl_pdf,41.95637446189943,41.90653377,-0.3748053600000045,0.17659918385731543,60.853310356213214,-0.0,0.23366230013439376,0.05706311627707833,
2023-06-19,21.483966268077346,1941.37,agort03,ara_deger,41.581123334693466,41.70832759385731,0.15855167105841314,0.05909017163857311,61.881129583248416,-0.0,1.6985004525201772,1.639410280881604,
2023-06-20,21.51428835743646,1948.75,agort03,ara_deger,41.73919144649597,41.925969436554304,-0.42146490892217847,0.058496161908028074,61.94932412362872,0.1920919699999963,3.110460282348848,3.05196412044082,
2023-06-21,21.544610446795573,1929.16,agort03,ara_deger,41.37930956817382,41.563000689540154,-0.19174703297648255,0.058226295312731956,64.17441962183219,-0.0,2.822363793870509,2.764137498557777,
2023-06-22,21.574932536154687,1920.26,agort03,ara_deger,41.188409977078855,41.429479951876395,-0.1734624575906829,0.05798250571428468,67.04836377951867,-0.0,2.0922101472699937,2.034227641555709,
2023-06-23,21.6052546255138,1912.22,agort03,ima,41.01595686332566,41.314,0.20071281547102243,-0.05785498520186636,66.55406615304912,-0.0,1.2920378255810858,1.3498928107829522,
2023-06-26,21.5751455002936,1921.51,agort03,ara_deger,41.21522171740118,41.45685783026916,0.0,-0.019284995067291064,67.18834405383407,-0.0,0.11470580902088479,0.13399080408817585,
2023-06-27,21.5651091252202,1921.51,ffill,ara_deger,41.21522171740118,41.43757283520186,-0.15979745861788344,-0.37873657626957424,67.63000529887015,-0.0,1.6447797627308693,2.0235163390004436,
2023-07-03,21.367242463985377,1914.1,agort03,ara_deger,41.35461787869596,40.89903880031441,0.3585423285456789,-0.10797322371330499,68.32947986362502,-0.0,-0.745425239365534,-0.637452015652229,
2023-07-04,21.311323285313836,1930.88,agort03,ara_deger,41.71715405131209,41.14960790514678,-0.07458963149859842,-0.1077775065879683,69.5080413094529,0.0502489799999992,0.5720221536964939,0.6797996602844621,
2023-07-05,21.25540410664229,1927.38,agort03,ara_deger,41.5585701661714,40.96724076706022,-0.032520768283166954,-0.10769195024458028,68.28605275054593,-0.0,0.15943394276387957,0.26712589300845985,
2023-07-06,21.19948492797075,1925.85,agort03,ara_deger,41.52557998657306,40.82702804853247,-0.13970460567532553,-0.10732344285714168,68.99448468475367,-0.0,1.3255864302111484,1.43290987306829,
2023-07-07,21.14356574929921,1919.26,agort03,ima,41.38348503000245,40.58,0.050744557798320024,0.199557826539338,68.82354126968846,-0.0,0.9525734512103851,0.7530156246710471,
2023-07-10,21.24741233326273,1921.66,agort03,ara_deger,41.43523433133317,40.83030238433766,0.1438449814961883,0.06675362263758806,68.70057859540955,-0.0,0.45851805252383804,0.39176442988625,
2023-07-11,21.28202786125057,1928.43,agort03,ara_deger,41.58121048550359,41.040900988471435,0.009789732816176035,0.06676954578046249,69.57913252561258,-0.0,0.4143009725059603,0.34753142672549786,
