Tarih,net_uluslararasi_rezerv_TL,brut_doviz_rezerv_TL,brut_doviz_yukumluluk_TL,bankalar_doviz_mev_TL,imf_TL,diger_yukumluluk_TL,swap_forward_aylik_USD_M,diger_aylik_USD_M,usdtry,net_rezerv_usd,brut_rezerv_usd,brut_yukumluluk_usd,bankalar_doviz_mev_usd,imf_usd,diger_yukumluluk_usd
2011-09-23,117125834.0,166179808.0,-49053974.0,-42555252.0,-3063789.0,-3434933.0,,,,,,,,,
2011-09-30,118873665.0,173023506.0,-54149841.0,-47555357.0,-3123890.0,-3470594.0,,,,,,,,,
2011-10-07,114049749.0,167877218.0,-53827469.0,-47407860.0,-3081359.0,-3338250.0,,,,,,,,,
2011-10-14,114158221.0,167915027.0,-53756806.0,-47234683.0,-3094429.0,-3427695.0,,,,,,,,,
2011-10-21,109856206.0,164548331.0,-54692125.0,-48092660.0,-3157209.0,-3442256.0,,,,,,,,,
2011-10-28,105283303.0,160786504.0,-55503202.0,-49188436.0,-3005294.0,-3309471.0,,,,,,,,,
2011-11-04,105141274.0,161087907.0,-55946634.0,-49667859.0,-3001009.0,-3277766.0,,,,,,,,,
2011-11-11,105142104.0,170997994.0,-65855890.0,-59588947.0,-3005937.0,-3261006.0,,,,,,,,,
2011-11-18,104997096.0,169721628.0,-64724531.0,-58419198.0,-3037327.0,-3268006.0,,,,,,,,,
2011-11-25,106556352.0,177494270.0,-70937919.0,-64447388.0,-3113927.0,-3376603.0,,,,,,,,,
2011-12-02,104239318.0,173326348.0,-69087031.0,-62720008.0,-3069895.0,-3297128.0,,,,,,,,,
2011-12-09,105605678.0,171574324.0,-65968645.0,-59637805.0,-3063039.0,-3267801.0,,,,,,,,,
2011-12-16,106234229.0,172837181.0,-66602952.0,-60186872.0,-3102035.0,-3314045.0,,,,,,,,,
2011-12-23,105024910.0,175046199.0,-70021289.0,-63639284.0,-3124319.0,-3257687.0,,,,,,,,,
2011-12-30,99006322.0,168491223.0,-69484900.0,-62995108.0,-3153566.0,-3336226.0,,,,,,,,,
2012-01-06,94898317.0,164888725.0,-69990407.0,-63638638.0,-3094215.0,-3257555.0,,,,,,,,,
2012-01-13,92893459.0,160790027.0,-67896567.0,-61713289.0,-3020293.0,-3162986.0,,,,,,,,,
2012-01-20,87838363.0,155929298.0,-68090936.0,-61920122.0,-3010544.0,-3160270.0,,,,,,,,,
2012-01-27,87366429.0,154852941.0,-67486512.0,-61393915.0,-2976690.0,-3115907.0,,,,,,,,,
2012-02-03,86965840.0,154776326.0,-67810486.0,-61842554.0,-2925159.0,-3042774.0,,,,,,,,,
2012-02-10,86939817.0,154778164.0,-67838347.0,-61873824.0,-2919266.0,-3045257.0,,,,,,,,,
2012-02-17,87707132.0,156041463.0,-68334331.0,-62368384.0,-2925480.0,-3040467.0,,,,,,,,,
2012-02-24,87039097.0,155809100.0,-68770003.0,-62803948.0,-2917552.0,-3048503.0,,,,,,,,,
2012-03-02,87253830.0,158618192.0,-71364362.0,-65408984.0,-2909732.0,-3045647.0,,,,,,,,,
2012-03-09,87970534.0,159986495.0,-72015961.0,-66034603.0,-2933408.0,-3047950.0,,,,,,,,,
2012-03-16,90375106.0,162816252.0,-72441146.0,-66457473.0,-2943050.0,-3040623.0,,,,,,,,,
2012-03-23,91010875.0,163839465.0,-72828590.0,-66784718.0,-2983118.0,-3060754.0,,,,,,,,,
2012-03-30,89398831.0,162138984.0,-72740153.0,-66766349.0,-2948085.0,-3025718.0,,,,,,,,,
2012-04-06,89513008.0,161695116.0,-72182107.0,-66221536.0,-2956334.0,-3004237.0,,,,,,,,,
2012-04-13,89892616.0,167452878.0,-77560261.0,-71581642.0,-2973797.0,-3004822.0,,,,,,,,,
2012-04-20,88877048.0,165712445.0,-76835398.0,-70904270.0,-2953549.0,-2977579.0,,,,,,,,,
2012-04-27,88462585.0,163669640.0,-75207055.0,-69323208.0,-2928694.0,-2955152.0,,,,,,,,,
2012-05-04,87552776.0,162680131.0,-75127355.0,-69287189.0,-2914231.0,-2925935.0,,,,,,,,,
2012-05-11,88361359.0,167585961.0,-79224602.0,-73342335.0,-2946371.0,-2935896.0,,,,,,,,,
2012-05-18,88535968.0,168866252.0,-80330284.0,-74394268.0,-2979261.0,-2956756.0,,,,,,,,,
2012-05-25,89149703.0,168846947.0,-79697244.0,-73684983.0,-3005294.0,-3006967.0,,,,,,,,,
2012-06-01,88241797.0,166928753.0,-78686956.0,-72710405.0,-2992760.0,-2983792.0,,0.0,,,,,,,
2012-06-08,87508001.0,168094208.0,-80586207.0,-74664432.0,-2970155.0,-2951621.0,,,,,,,,,
2012-06-15,87333343.0,167553147.0,-80219804.0,-74329186.0,-2961370.0,-2929249.0,,,,,,,,,
2012-06-22,87839456.0,169710506.0,-81871050.0,-76047471.0,-2931908.0,-2891671.0,,,,,,,,,
2012-06-29,90711459.0,173632033.0,-82920574.0,-77009316.0,-2953763.0,-2957495.0,,,,,,,,,
2012-07-06,88255020.0,175806565.0,-87551545.0,-81744624.0,-2933729.0,-2873191.0,,,,,,,,,
2012-07-13,88774742.0,175040616.0,-86265874.0,-80599380.0,-2919481.0,-2747014.0,,,,,,,,,
2012-07-20,87438257.0,178294664.0,-90856406.0,-85228772.0,-2912410.0,-2715224.0,,,,,,,,,
2012-07-27,88640458.0,179964459.0,-91324001.0,-85674846.0,-2935443.0,-2713712.0,,,,,,,,,
2012-08-03,88271226.0,184829435.0,-96558209.0,-90999008.0,-2902768.0,-2656433.0,,,,,,,,,
2012-08-10,87582326.0,183570103.0,-95987777.0,-90471887.0,-2885519.0,-2630370.0,,,,,,,,,
2012-08-17,87508938.0,185020145.0,-97511207.0,-91963623.0,-2901697.0,-2645888.0,,,,,,,,,
2012-08-24,88080822.0,186738292.0,-98657470.0,-93059539.0,-2922480.0,-2675450.0,,,,,,,,,
2012-08-31,89460056.0,196729830.0,-107269774.0,-101607274.0,-2957941.0,-2704559.0,,,,,,,,,
2012-09-07,89963669.0,194835287.0,-104871618.0,-99192462.0,-2969726.0,-2709430.0,,,,,,,,,
2012-09-14,89808200.0,197933574.0,-108125374.0,-102391865.0,-2987510.0,-2745999.0,,,,,,,,,
2012-09-21,89101136.0,196813830.0,-107712694.0,-102002416.0,-2976904.0,-2733374.0,,,,,,,,,
2012-09-28,92113829.0,200066102.0,-107952273.0,-102346234.0,-2953870.0,-2652169.0,,,,,,,,,
2012-10-05,92943238.0,201988861.0,-109045623.0,-103403443.0,-2980439.0,-2661741.0,,,,,,,,,
2012-10-12,93263499.0,207106761.0,-113843262.0,-108207385.0,-2986867.0,-2649010.0,,,,,,,,,
2012-10-19,92852741.0,206219602.0,-113366861.0,-107735884.0,-2981725.0,-2649252.0,,,,,,,,,
2012-10-26,92243193.0,205798857.0,-113555664.0,-107954930.0,-2969940.0,-2630793.0,,,,,,,,,
2012-11-02,93071389.0,208965498.0,-115894109.0,-110319958.0,-2955049.0,-2619102.0,,,,,,,,,
2012-11-09,92355223.0,208608448.0,-116253225.0,-110763268.0,-2920552.0,-2569405.0,,,,,,,,,
2012-11-16,92478980.0,210262047.0,-117783067.0,-112239585.0,-2941014.0,-2602468.0,,,,,,,,,
2012-11-23,92806646.0,211053120.0,-118246474.0,-112660439.0,-2945514.0,-2640522.0,,,,,,,,,
2012-11-30,92675549.0,210969216.0,-118293667.0,-112745443.0,-2939729.0,-2608496.0,,,,,,,,,
2012-12-07,92793319.0,212495277.0,-119701958.0,-114151107.0,-2949371.0,-2601480.0,,,,,,,,,
2012-12-14,94851792.0,213821887.0,-118970096.0,-113460615.0,-2929230.0,-2580251.0,,,,,,,,,
2012-12-21,95615484.0,214617594.0,-119002110.0,-113438383.0,-2953977.0,-2609750.0,,,,,,,,,
2012-12-28,95957575.0,214779785.0,-118822210.0,-113208289.0,-2959334.0,-2654587.0,,,,,,,,,
2013-01-04,95160671.0,216854145.0,-121693474.0,-116141660.0,-2927301.0,-2624513.0,,,,,,,,,
2013-01-11,94103570.0,215191629.0,-121088058.0,-115610537.0,-2908125.0,-2569397.0,,,,,,,,,
2013-01-18,93020076.0,216238855.0,-123218778.0,-117765504.0,-2899661.0,-2553613.0,,,,,,,,,
2013-01-25,93735468.8,217693279.6,-123957810.8,-118486532.1,-2911767.0,-2559511.6,,,,,,,,,
2013-02-01,94364837.0,220059724.0,-125694888.0,-120230588.0,-2912732.0,-2551569.0,,0.0,,,,,,,
2013-02-08,95014054.0,221106855.0,-126092802.0,-120624294.0,-2912410.0,-2556098.0,,,,,,,,,
2013-02-15,94355450.0,220832626.0,-126477176.0,-121062512.0,-2895162.0,-2519503.0,,,,,,,,,
2013-02-22,95458274.0,223487409.0,-128029135.0,-122586410.0,-2913589.0,-2529138.0,,,,,,,,,
2013-03-01,95323854.0,223002440.0,-127678586.0,-122229445.0,-2916481.0,-2532661.0,,0.0,,,,,,,
2013-03-08,95639643.0,223097840.0,-127458197.0,-122034578.0,-2901590.0,-2522031.0,,,,,,,,,
2013-03-15,96129107.0,227564134.0,-131435027.0,-126038300.0,-2913267.0,-2483460.0,,,,,,,,,
2013-03-22,96247213.0,227712446.0,-131465234.0,-126083795.0,-2921731.0,-2459709.0,,,,,,,,,
2013-03-29,96530759.0,230070454.0,-133539695.0,-128190077.0,-2913053.0,-2436566.0,,,,,,,,,
2013-04-05,95983981.0,229976831.0,-133992850.0,-128692503.0,-2899554.0,-2400794.0,,,,,,,,,
2013-04-12,95332931.0,232820053.0,-137487122.0,-132199290.0,-2883270.0,-2404563.0,,,,,,,,,
2013-04-19,98272767.0,236846803.0,-138574036.0,-133274838.0,-2894948.0,-2404251.0,,,,,,,,,
2013-04-26,98745880.0,243598757.0,-144852878.0,-139538763.0,-2904268.0,-2409848.0,,,,,,,,,
2013-05-03,97923968.0,239559784.0,-141635816.0,-136322186.0,-2910268.0,-2403364.0,,,,,,,,,
2013-05-10,97750551.0,235464477.0,-137713926.0,-132419267.0,-2900626.0,-2394035.0,,,,,,,,,
2013-05-17,98406658.0,237639371.0,-139232713.0,-133923386.0,-2915410.0,-2393918.0,,,,,,,,,
2013-05-24,99892596.0,240460321.0,-140567726.0,-135171601.0,-2958692.0,-2437434.0,,,,,,,,,
2013-05-31,100394687.0,240711782.0,-140317095.0,-134856865.0,-2994688.0,-2465543.0,,,,,,,,,
2013-06-07,102131109.0,242201049.0,-140069941.0,-134506801.0,-3050505.0,-2512636.0,,,,,,,,,
2013-06-14,101291085.0,240764673.0,-139473588.0,-133959458.0,-3057576.0,-2456556.0,,,,,,,,,
2013-06-21,102934293.0,244730827.0,-141796534.0,-136196327.0,-3111678.0,-2488530.0,,,,,,,,,
2013-06-28,101649152.0,236445601.0,-134796450.0,-129213857.0,-3108249.0,-2474344.0,,,,,,,,,
2013-07-05,102034793.0,241153794.0,-139119002.0,-133496586.0,-3132997.0,-2489420.0,,,,,,,,,
2013-07-12,95098276.0,233369728.0,-138271453.0,-132676396.0,-3123998.0,-2471060.0,,,,,,,,,
2013-07-19,92879563.0,232055800.0,-139176238.0,-133637209.0,-3090251.0,-2448778.0,,,,,,,,,
2013-07-26,96710304.0,235374111.0,-138663808.0,-133067804.0,-3115534.0,-2480470.0,,,,,,,,,
2013-08-02,98297362.0,249580418.0,-151283056.0,-145655671.0,-3135890.0,-2491496.0,,,,,,,,,
2013-08-09,97849348.0,248777774.0,-150928427.0,-145318550.0,-3134390.0,-2475488.0,,,,,,,,,
2013-08-16,97919041.0,250938738.0,-153019697.0,-147411964.0,-3139639.0,-2468095.0,,,,,,,,,
2013-08-23,99262991.0,256719311.0,-157456321.0,-151700564.0,-3232309.0,-2523448.0,,,,,,,,,
2013-08-30,102254405.0,268895766.0,-166641361.0,-160700491.0,-3353477.0,-2587394.0,,,,,,,,,
2013-09-06,102139266.0,270583241.0,-168443976.0,-162503749.0,-3363119.0,-2577108.0,,,,,,,,,
2013-09-13,98989045.0,256367333.0,-157378288.0,-151582868.0,-3293268.0,-2502153.0,,,,,,,,,
2013-09-20,94877549.0,246628505.0,-151750956.0,-146109841.0,-3211311.0,-2429805.0,,,,,,,,,
2013-09-27,99593393.0,264024251.0,-164430858.0,-158636509.0,-3305481.0,-2488869.0,,,,,,,,,
2013-10-04,97800551.0,258644303.0,-160843753.0,-155087618.0,-3298946.0,-2457189.0,,,,,,,,,
2013-10-11,99153834.0,262411351.0,-163257517.0,-157622239.0,-3249986.0,-2385293.0,,,,,,,,,
2013-10-18,99149226.0,262497318.0,-163348092.0,-157703125.0,-3251379.0,-2393589.0,,,,,,,,,
2013-10-25,99156331.0,265584455.0,-166428124.0,-160659333.0,-3278805.0,-2489987.0,,,,,,,,,
2013-11-01,99470756.0,266660840.0,-167190084.0,-161470947.0,-3284162.0,-2434976.0,,0.0,,,,,,,
2013-11-08,101155903.0,272332112.0,-171176209.0,-165448237.0,-3334300.0,-2393673.0,,,,,,,,,
2013-11-15,104402381.0,276521881.0,-172119500.0,-166365076.0,-3348870.0,-2405555.0,,,,,,,,,
2013-11-22,102925437.0,273381501.0,-170456064.0,-164790628.0,-3305053.0,-2360385.0,,,,,,,,,
2013-11-29,103107157.0,271726984.0,-168619828.0,-162935856.0,-3318980.0,-2364993.0,,,,,,,,,
2013-12-06,104041013.0,278074946.0,-174033933.0,-168228572.0,-3371689.0,-2433673.0,,,,,,,,,
2013-12-13,103738988.0,277218022.0,-173479034.0,-167679571.0,-3369332.0,-2430131.0,,,,,,,,,
2013-12-20,103753651.0,278610462.0,-174856812.0,-169048086.0,-3395580.0,-2413146.0,,,,,,,,,
2013-12-27,101351286.0,278734648.0,-177383362.0,-171254021.0,-3452896.0,-2676446.0,,,,,,,,,
2014-01-03,101526559.0,283278803.0,-181752244.0,-175403057.0,-3580920.0,-2768268.0,,,,,,,,,
2014-01-10,101297915.0,283607522.0,-182309607.0,-175964096.0,-3592705.0,-2752807.0,,,,,,,,,
2014-01-17,96937277.0,278546571.0,-181609295.0,-175221909.0,-3625487.0,-2761899.0,,,,,,,,,
2014-01-24,90429031.0,276984906.0,-186555875.0,-179986325.0,-3747726.0,-2821824.0,,,,,,,,,
2014-01-31,96019176.0,283502319.0,-187483144.0,-180921599.0,-3755547.0,-2806000.0,,,,,,,,,
2014-02-07,89502001.0,270993019.0,-181491019.0,-175118749.0,-3654842.0,-2717429.0,,,,,,,,,
2014-02-14,87999750.0,271064316.0,-183064566.0,-176760218.0,-3636415.0,-2667933.0,,,,,,,,,
2014-02-21,90952454.0,274414455.0,-183462001.0,-177153406.0,-3653663.0,-2654933.0,,,,,,,,,
2014-02-28,91576057.0,285601533.0,-194025476.0,-187671020.0,-3691696.0,-2662762.0,,,,,,,,,
2014-03-07,91470383.0,282029633.0,-190559251.0,-184326652.0,-3643379.0,-2589222.0,,,,,,,,,
2014-03-14,92343076.0,284895557.0,-192552482.0,-186316236.0,-3704980.0,-2531266.0,,,,,,,,,
2014-03-21,91243407.0,283760798.0,-192517391.0,-186332371.0,-3705623.0,-2479398.0,,,,,,,,,
2014-03-28,88553284.0,277547292.0,-188994009.0,-182980238.0,-3629344.0,-2384427.0,,,,,,,,,
2014-04-04,84956978.0,267672022.0,-182715044.0,-176874049.0,-3533032.0,-2307965.0,,,,,,,,,
2014-04-11,86153103.0,269059800.0,-182906698.0,-177184311.0,-3493071.0,-2229316.0,,,,,,,,,
2014-04-18,86242047.0,271665257.0,-185423211.0,-179658071.0,-3543209.0,-2221932.0,,,,,,,,,
2014-04-25,84980431.0,277561129.0,-192580699.0,-186776693.0,-3553066.0,-2250942.0,,,,,,,,,
2014-05-02,83733625.0,274266514.0,-190532890.0,-184803429.0,-3515248.0,-2214215.0,,,,,,,,,
2014-05-09,82977118.0,269130680.0,-186153562.0,-180537523.0,-3463074.0,-2152967.0,,,,,,,,,
2014-05-16,82825968.0,268292185.0,-185466217.0,-179919584.0,-3435862.0,-2110772.0,,,,,,,,,
2014-05-23,84129681.0,273529246.0,-189399566.0,-183824218.0,-3465645.0,-2109703.0,,,,,,,,,
2014-05-30,85021258.0,273484442.0,-188463185.0,-182852407.0,-3455896.0,-2154882.0,,,,,,,,,
2014-06-06,86265319.0,276062699.0,-189797381.0,-184131413.0,-3480751.0,-2185217.0,,,,,,,,,
2014-06-13,85975375.0,275149899.0,-189174524.0,-183535824.0,-3471859.0,-2166842.0,,,,,,,,,
2014-06-20,87441112.0,278286703.0,-190845591.0,-185181744.0,-3521676.0,-2142173.0,,,,,,,,,
2014-06-27,90869810.0,282502800.0,-191632990.0,-185947037.0,-3524354.0,-2161600.0,,,,,,,,,
2014-07-04,91756869.0,288041838.0,-196284970.0,-190596284.0,-3534532.0,-2154155.0,,,,,,,,,
2014-07-11,91907639.0,284120919.0,-192213281.0,-186543380.0,-3519212.0,-2150690.0,,,,,,,,,
2014-07-18,91531144.0,284679442.0,-193148298.0,-187525733.0,-3507855.0,-2114712.0,,,,,,,,,
2014-07-25,90286964.0,278764277.0,-188477313.0,-182961553.0,-3447111.0,-2068650.0,,,,,,,,,
2014-08-01,91676485.0,285073580.0,-193397096.0,-187805970.0,-3502927.0,-2088199.0,,0.0,,,,,,,
2014-08-08,92705554.0,288625312.0,-195919759.0,-190332167.0,-3543638.0,-2043955.0,,,,,,,,,
2014-08-15,92766049.0,292546173.0,-199780125.0,-194272386.0,-3534424.0,-1973315.0,,,,,,,,,
2014-08-22,93396263.0,295002724.0,-201606462.0,-196142596.0,-3551351.0,-1912515.0,,,,,,,,,
2014-08-29,93256062.0,290152667.0,-196896606.0,-191541884.0,-3521354.0,-1833368.0,,,,,,,,,
2014-09-05,93154083.0,290271075.0,-197116992.0,-191825922.0,-3498535.0,-1792536.0,,,,,,,,,
2014-09-12,95031561.0,291923520.0,-196891960.0,-191604191.0,-3526389.0,-1761381.0,,,,,,,,,
2014-09-19,95519634.0,294929908.0,-199410275.0,-194101302.0,-3567850.0,-1741124.0,,,,,,,,,
2014-09-26,97744419.0,302508983.0,-204764564.0,-199461980.0,-3591741.0,-1710845.0,,,,,,,,,
2014-10-03,99238180.0,302983669.0,-203745490.0,-198480657.0,-3619381.0,-1645453.0,,,,,,,,,
2014-10-10,98847522.0,302628099.0,-203780577.0,-198539320.0,-3611024.0,-1630234.0,,,,,,,,,
2014-10-17,98904705.0,304056321.0,-205151616.0,-199892574.0,-3636629.0,-1622414.0,,,,,,,,,
2014-10-24,97217964.0,297307264.0,-200089300.0,-194939342.0,-3566457.0,-1583502.0,,,,,,,,,
2014-10-31,97216050.0,293560460.0,-196344410.0,-191277972.0,-3520390.0,-1546049.0,,,,,,,,,
2014-11-07,97503389.0,297776334.0,-200272945.0,-195216183.0,-3533996.0,-1522767.0,,,,,,,,,
2014-11-14,97392071.0,298111529.0,-200719459.0,-195664313.0,-3531318.0,-1523830.0,,,,,,,,,
2014-11-21,96638495.0,296177796.0,-199539302.0,-194470322.0,-3508498.0,-1560483.0,,,,,,,,,
2014-11-28,97916085.0,295828118.0,-197912033.0,-192818533.0,-3481608.0,-1611893.0,,,,,,,,,
2014-12-05,98228727.0,295210058.0,-196981332.0,-191981024.0,-3490928.0,-1509380.0,,,,,,,,,
2014-12-12,99208160.0,298656418.0,-199448259.0,-194300887.0,-3544602.0,-1602771.0,,,,,,,,,
2014-12-19,99136097.0,296104050.0,-196967954.0,-191605649.0,-3627737.0,-1734568.0,,,,,,,,,
2014-12-26,98185822.0,293352704.0,-195166883.0,-189730572.0,-3605775.0,-1830537.0,,,,,,,,,
2015-01-02,100816515.0,298868458.0,-198051943.0,-192650395.0,-3613381.0,-1788168.0,,,,,,,,,
2015-01-09,99052086.0,295169644.0,-196117559.0,-190806999.0,-3530460.0,-1780100.0,,,,,,,,,
2015-01-16,100541019.0,297513946.0,-196972927.0,-191691744.0,-3492428.0,-1788756.0,,,,,,,,,
2015-01-23,102152835.0,303719788.0,-201566953.0,-196132326.0,-3578992.0,-1855637.0,,,,,,,,,
2015-01-30,105179702.0,313748178.0,-208568476.0,-203047439.0,-3626987.0,-1894051.0,,,,,,,,,
2015-02-06,106450292.0,320313342.0,-213863050.0,-208250462.0,-3707123.0,-1905467.0,,,,,,,,,
2015-02-13,108074308.0,320370075.0,-212295767.0,-206588145.0,-3762939.0,-1944685.0,,,,,,,,,
2015-02-20,103673979.0,312177680.0,-208503702.0,-202854043.0,-3706373.0,-1943287.0,,,,,,,,,
2015-02-27,104353431.0,318769995.0,-214416565.0,-208696734.0,-3758975.0,-1960857.0,,,,,,,,,
2015-03-06,108050407.0,330401188.0,-222350781.0,-216440913.0,-3868572.0,-2041297.0,,,,,,,,,
2015-03-13,107417590.0,325991840.0,-218574251.0,-212740704.0,-3818862.0,-2014686.0,,,,,,,,,
2015-03-20,97127531.0,316244735.0,-219117205.0,-213263093.0,-3828719.0,-2025394.0,,,,,,,,,
2015-03-27,96171709.0,320751023.0,-224579315.0,-218673727.0,-3879393.0,-2026196.0,,,,,,,,,
2015-04-03,94810703.0,315642961.0,-220832259.0,-214984467.0,-3847895.0,-1999897.0,,,,,,,,,
2015-04-10,95380076.0,316169392.0,-220789317.0,-215016646.0,-3839218.0,-1933454.0,,,,,,,,,
2015-04-17,100943689.0,330357259.0,-229413570.0,-223414859.0,-3985026.0,-2013686.0,,,,,,,,,
2015-04-24,98472920.0,328431880.0,-229958961.0,-223940818.0,-3987383.0,-2030761.0,,,,,,,,,
2015-05-01,97949220.0,327664703.0,-229715484.0,-223661488.0,-3992418.0,-2061579.0,0.0,0.0,,,,,,,
2015-05-08,98777663.0,329496095.0,-230718433.0,-224502022.0,-4082731.0,-2133681.0,,,,,,,,,
2015-05-15,95772511.0,318834001.0,-223061490.0,-217012081.0,-3980740.0,-2068670.0,,,,,,,,,
2015-05-22,92072083.0,310550439.0,-218478356.0,-212571854.0,-3866751.0,-2039752.0,,,,,,,,,
2015-05-29,95058245.0,320450081.0,-225391836.0,-219339319.0,-3954493.0,-2098025.0,,,,,,,,,
2015-06-05,96022363.0,330006572.0,-233984209.0,-227778777.0,-4062804.0,-2142629.0,,,,,,,,,
2015-06-12,97547295.0,335477172.0,-237929878.0,-231611995.0,-4129227.0,-2188657.0,,,,,,,,,
2015-06-19,95317720.0,328129332.0,-232811613.0,-226480482.0,-4119906.0,-2211226.0,,,,,,,,,
2015-06-26,92666086.0,319740433.0,-227074348.0,-220896021.0,-4014809.0,-2163519.0,,,,,,,,,
2015-07-03,95789795.0,325075475.0,-229285681.0,-223124914.0,-4050591.0,-2110177.0,,,,,,,,,
2015-07-10,94941962.0,322404492.0,-227462531.0,-221372952.0,-4009988.0,-2079592.0,,,,,,,,,
2015-07-17,92686919.0,317627476.0,-224940558.0,-218909563.0,-3952243.0,-2078753.0,,,,,,,,,
2015-07-24,93762048.0,323951923.0,-230189876.0,-223938062.0,-4069661.0,-2182154.0,,,,,,,,,
2015-07-31,94881164.0,335024209.0,-240143046.0,-233750259.0,-4148939.0,-2243850.0,,,,,,,,,
2015-08-07,94583130.0,335604447.0,-241021317.0,-234582008.0,-4150653.0,-2288657.0,,,,,,,,,
2015-08-14,94349115.0,336100915.0,-241751800.0,-235174236.0,-4180436.0,-2397129.0,,,,,,,,,
2015-08-21,99070062.0,357518968.0,-258448906.0,-251395440.0,-4464874.0,-2588592.0,,,,,,,,,
2015-08-28,95978591.0,350720485.0,-254741895.0,-247664784.0,-4401130.0,-2675982.0,,,,,,,,,
2015-09-04,97830336.0,358345211.0,-260514875.0,-253325010.0,-4453840.0,-2736027.0,,,,,,,,,
2015-09-11,100479302.0,362952939.0,-262473638.0,-255115334.0,-4578007.0,-2780298.0,,,,,,,,,
2015-09-18,97448486.0,358183602.0,-260735117.0,-253461228.0,-4560758.0,-2713131.0,,,,,,,,,
2015-09-25,96305552.0,354955372.0,-258649821.0,-251443210.0,-4530761.0,-2675851.0,,,,,,,,,
2015-10-02,95623946.0,356724786.0,-261100840.0,-253900411.0,-4530868.0,-2669562.0,,,,,,,,,
2015-10-09,92964919.0,345629676.0,-252664758.0,-245620251.0,-4433806.0,-2610702.0,,,,,,,,,
2015-10-16,90988280.0,339112985.0,-248124705.0,-241098407.0,-4385810.0,-2640489.0,,,,,,,,,
2015-10-23,89139024.0,342609602.0,-253470579.0,-246467011.0,-4372633.0,-2630936.0,,,,,,,,,
2015-10-30,92719811.0,343489847.0,-250770036.0,-243842223.0,-4339529.0,-2588286.0,,,,,,,,,
2015-11-06,91630020.0,342841411.0,-251211392.0,-244414722.0,-4273321.0,-2523350.0,,,,,,,,,
2015-11-13,91024665.0,341934802.0,-250910138.0,-244076501.0,-4258429.0,-2575209.0,,,,,,,,,
2015-11-20,88359997.0,337373372.0,-249013375.0,-242271591.0,-4216004.0,-2525781.0,,,,,,,,,
2015-11-27,90787639.0,344017572.0,-253229933.0,-246412367.0,-4277070.0,-2540497.0,,,,,,,,,
2015-12-04,88302392.0,334816003.0,-246513612.0,-239769359.0,-4237967.0,-2506287.0,,,,,,,,,
2015-12-11,88768556.0,339325212.0,-250556657.0,-243394880.0,-4341993.0,-2819785.0,,,,,,,,,
2015-12-18,87014288.0,333088447.0,-246074159.0,-238829236.0,-4349278.0,-2895646.0,,,,,,,,,
2015-12-25,85766353.0,330863966.0,-245097614.0,-237668033.0,-4347885.0,-3081696.0,,,,,,,,,
2016-01-01,83660996.0,321689451.0,-238028456.0,-230664264.0,-4324959.0,-3039235.0,0.0,0.0,,,,,,,
2016-01-08,86487247.0,339913094.0,-253425847.0,-245898696.0,-4473766.0,-3053385.0,,,,,,,,,
2016-01-15,85374440.0,337514017.0,-252139577.0,-244559796.0,-4491658.0,-3088124.0,,,,,,,,,
2016-01-22,85143302.0,338088270.0,-252944969.0,-245317030.0,-4501835.0,-3126105.0,,,,,,,,,
2016-01-29,84175955.0,331982816.0,-247806862.0,-240311861.0,-4413450.0,-3081551.0,,,,,,,,,
2016-02-05,81874832.0,324796319.0,-242921487.0,-235513777.0,-4350885.0,-3056827.0,,,,,,,,,
2016-02-12,82267676.0,328078345.0,-245810670.0,-238260854.0,-4419986.0,-3129831.0,,,,,,,,,
2016-02-19,80843218.0,328587317.0,-247744100.0,-240184534.0,-4430592.0,-3128975.0,,,,,,,,,
2016-02-26,79236830.0,325036928.0,-245800099.0,-238351541.0,-4362884.0,-3085675.0,,,,,,,,,
2016-03-04,78259074.0,327793691.0,-249534618.0,-242145446.0,-4331172.0,-3058001.0,,,,,,,,,
2016-03-11,81381405.0,331829761.0,-250448357.0,-243151185.0,-4295283.0,-3001890.0,,,,,,,,,
2016-03-18,77713899.0,327152762.0,-249438863.0,-242129207.0,-4304603.0,-3005054.0,,,,,,,,,
2016-03-25,77357358.0,328678469.0,-251321112.0,-243974697.0,-4309960.0,-3036455.0,,,,,,,,,
2016-04-01,77230315.0,322824480.0,-245594166.0,-238314059.0,-4264214.0,-3015893.0,0.0,0.0,,,,,,,
2016-04-08,77632769.0,331763495.0,-254130726.0,-246806433.0,-4297747.0,-3026548.0,,,,,,,,,
2016-04-15,77914579.0,332995944.0,-255081365.0,-247759474.0,-4304282.0,-3017610.0,,,,,,,,,
2016-04-22,76038706.0,323700641.0,-247661935.0,-240419301.0,-4258322.0,-2984313.0,,,,,,,,,
2016-04-29,77558845.0,326984710.0,-249425866.0,-242192618.0,-4267000.0,-2966249.0,,,,,,,,,
2016-05-06,86882761.0,347953904.0,-261071144.0,-253528686.0,-4439591.0,-3102868.0,,,,,,,,,
2016-05-13,89397249.0,353191058.0,-263793809.0,-256204689.0,-4469588.0,-3119533.0,,,,,,,,,
2016-05-20,89316488.0,349481032.0,-260164545.0,-252503393.0,-4494872.0,-3166281.0,,,,,,,,,
2016-05-27,88793493.0,345231662.0,-256438170.0,-248911777.0,-4424699.0,-3101695.0,,,,,,,,,
2016-06-03,90470584.0,351416149.0,-260945565.0,-253406545.0,-4428556.0,-3110465.0,,,,,,,,,
