Tarih,net_uluslararasi_rezerv_TL,brut_doviz_rezerv_TL,brut_doviz_yukumluluk_TL,bankalar_doviz_mev_TL,imf_TL,diger_yukumluluk_TL,swap_forward_aylik_USD_M,diger_aylik_USD_M,usdtry,net_rezerv_usd,brut_rezerv_usd,brut_yukumluluk_usd,bankalar_doviz_mev_usd,imf_usd,diger_yukumluluk_usd
2016-06-10,92785870.0,351144842.0,-258358973.0,-250899854.0,-4391167.0,-3067953.0,,,,,,,,,
2016-06-17,92939322.0,352249268.0,-259309946.0,-251834403.0,-4425449.0,-3050095.0,,,,,,,,,
2016-06-24,91382864.0,347010800.0,-255627936.0,-248201959.0,-4386560.0,-3039418.0,,,,,,,,,
2016-07-01,97210195.0,353983039.0,-256772844.0,-249517721.0,-4322923.0,-2932202.0,0.0,0.0,,,,,,,
2016-07-08,97075237.0,354073888.0,-256998651.0,-249727884.0,-4316174.0,-2954595.0,,,,,,,,,
2016-07-15,97844813.0,355183158.0,-257338346.0,-250058751.0,-4314567.0,-2965029.0,,,,,,,,,
2016-07-22,103553890.0,373522182.0,-269968293.0,-262280194.0,-4568686.0,-3119413.0,,,,,,,,,
2016-07-29,102397334.0,361565728.0,-259168394.0,-251605545.0,-4500014.0,-3062837.0,,,,,,,,,
2016-08-05,102720579.0,365796058.0,-263075479.0,-255449329.0,-4527226.0,-3098925.0,,,,,,,,,
2016-08-12,101222514.0,363043822.0,-261821308.0,-254358339.0,-4431127.0,-3031843.0,,,,,,,,,
2016-08-19,100078170.0,361343897.0,-261265728.0,-253856581.0,-4404666.0,-3004482.0,,,,,,,,,
2016-08-26,100761462.0,360043699.0,-259282237.0,-251825800.0,-4425771.0,-3030668.0,,,,,,,,,
2016-09-02,101694513.0,363557368.0,-261862855.0,-254426021.0,-4421378.0,-3015457.0,,,,,,,,,
2016-09-09,102576852.0,362624628.0,-260047776.0,-252610343.0,-4418700.0,-3018735.0,,,,,,,,,
2016-09-16,102688655.0,363577781.0,-260889127.0,-253377336.0,-4444412.0,-3067380.0,,,,,,,,,
2016-09-23,102281758.0,359880646.0,-257598888.0,-250140345.0,-4424807.0,-3033737.0,,,,,,,,,
2016-09-30,98262043.0,353463133.0,-255201091.0,-247667100.0,-4491658.0,-3042334.0,,,,,,,,,
2016-10-07,100204132.0,361727740.0,-261523609.0,-253906349.0,-4552616.0,-3064644.0,,,,,,,,,
2016-10-14,101572381.0,370325432.0,-268753051.0,-261100066.0,-4579399.0,-3073586.0,,,,,,,,,
2016-10-21,104512875.0,367336779.0,-262823905.0,-255278627.0,-4532689.0,-3012590.0,,,,,,,,,
2016-10-28,108999916.0,371600601.0,-262600686.0,-255002894.0,-4565151.0,-3032642.0,,,,,,,,,
2016-11-04,109717338.0,375737072.0,-266019734.0,-258334575.0,-4619681.0,-3065479.0,,,,,,,,,
2016-11-11,113953141.0,394748268.0,-280795128.0,-272763401.0,-4719315.0,-3312413.0,,,,,,,,,
2016-11-18,116960395.0,389432660.0,-272472266.0,-264238640.0,-4832983.0,-3400644.0,,,,,,,,,
2016-11-25,121368731.0,392877360.0,-271508630.0,-263136526.0,-4928332.0,-3443773.0,,,,,,,,,
2016-12-02,122609948.0,392140018.0,-269530070.0,-260871824.0,-5002575.0,-3655672.0,,,,,,,,,
2016-12-09,120185301.0,378577821.0,-258392521.0,-249804039.0,-4914190.0,-3674293.0,,,,,,,,,
2016-12-16,126913841.0,393149823.0,-266235982.0,-257549918.0,-5063533.0,-3622532.0,,,,,,,,,
2016-12-23,124635363.0,386465157.0,-261829794.0,-253231111.0,-5037821.0,-3560863.0,,,,,,,,,
2016-12-30,125027135.0,375150360.0,-250123226.0,-241110310.0,-5077996.0,-3934920.0,,,,,,,,,
2017-01-06,131998853.0,399239919.0,-267241066.0,-258204347.0,-5183522.0,-3853198.0,,,,,,,,,
2017-01-13,141794365.0,425334415.0,-283540050.0,-273811134.0,-5567487.0,-4161431.0,,,,,,,,,
2017-01-20,135538175.0,408555307.0,-273017133.0,-264523924.0,-5501279.0,-2991931.0,,,,,,,,,
2017-01-27,140789454.0,413905861.0,-273116408.0,-264494306.0,-5584735.0,-3037368.0,,,,,,,,,
2017-02-03,135116674.0,401653162.0,-266536488.0,-258114238.0,-5456176.0,-2966076.0,,,,,,,,,
2017-02-10,133889765.0,404711570.0,-270821806.0,-262540032.0,-5393717.0,-2888058.0,,,,,,,,,
2017-02-17,120914219.0,387205104.0,-266290886.0,-258122963.0,-5328152.0,-2839772.0,,,,,,,,,
2017-02-24,121999585.0,383290248.0,-261290664.0,-253367188.0,-5177416.0,-2746061.0,,,,,,,,,
2017-03-03,120424317.0,390290191.0,-269865875.0,-261729652.0,-5318617.0,-2817607.0,,,,,,,,,
2017-03-10,127449459.0,411817104.0,-284367645.0,-276076159.0,-5415465.0,-2876022.0,,,,,,,,,
2017-03-17,121278183.0,399519010.0,-278240827.0,-270056101.0,-5334151.0,-2850576.0,,,,,,,,,
2017-03-24,113288403.0,387836186.0,-274547783.0,-266467213.0,-5276514.0,-2804057.0,,,,,,,,,
2017-03-31,110558714.0,384986995.0,-274428282.0,-266320841.0,-5304261.0,-2803181.0,,,,,,,,,
2017-04-07,111970399.0,394814491.0,-282844093.0,-274614213.0,-5395538.0,-2834342.0,,,,,,,,,
2017-04-14,109107533.0,384911920.0,-275804387.0,-267697760.0,-5327188.0,-2779441.0,,,,,,,,,
2017-04-21,101080984.0,375057179.0,-273976196.0,-265884720.0,-5326866.0,-2764611.0,,,,,,,,,
2017-04-28,99451379.0,366020894.0,-266569516.0,-258626549.0,-5224661.0,-2718306.0,,,,,,,,,
2017-05-05,103271769.0,375757715.0,-272485946.0,-264585144.0,-5198520.0,-2702281.0,,,,,,,,,
2017-05-12,105237297.0,377227469.0,-271990172.0,-264060859.0,-5233231.0,-2696082.0,,,,,,,,,
2017-05-19,102615718.0,373786401.0,-271170683.0,-263200104.0,-5247052.0,-2723528.0,,,,,,,,,
2017-05-26,101821213.0,373871778.0,-272050565.0,-264040723.0,-5276406.0,-2733436.0,,,,,,,,,
2017-06-02,102966444.0,374616210.0,-271649766.0,-263699947.0,-5240517.0,-2709303.0,,,,,,,,,
2017-06-09,102589701.0,378365630.0,-275775928.0,-267798409.0,-5265157.0,-2712363.0,,,,,,,,,
2017-06-16,108581699.0,382325946.0,-273744246.0,-265859564.0,-5192092.0,-2692589.0,,,,,,,,,
2017-06-23,105198044.0,379028711.0,-273830667.0,-265930603.0,-5202591.0,-2697472.0,,,,,,,,,
2017-06-30,105153351.0,381698209.0,-276544858.0,-268569072.0,-5231839.0,-2743947.0,,,,,,,,,
2017-07-07,109343178.0,394510457.0,-285167279.0,-276981673.0,-5389860.0,-2795746.0,,,,,,,,,
2017-07-14,99526485.0,375321162.0,-275794677.0,-267744711.0,-5315402.0,-2734564.0,,,,,,,,,
2017-07-21,98782920.0,370304726.0,-271521806.0,-263527511.0,-5281870.0,-2712425.0,,,,,,,,,
2017-07-28,101229339.0,376910507.0,-275681168.0,-267586801.0,-5318295.0,-2776072.0,,,,,,,,,
2017-08-04,102598524.0,385194740.0,-282596216.0,-274442591.0,-5360505.0,-2793120.0,,,,,,,,,
2017-08-11,102050281.0,382742611.0,-280692330.0,-272681503.0,-5338115.0,-2672712.0,,,,,,,,,
2017-08-18,100793845.0,378790742.0,-277996896.0,-270048381.0,-5308332.0,-2640183.0,,,,,,,,,
2017-08-25,107600078.0,384123458.0,-276523380.0,-268646396.0,-5259800.0,-2617184.0,,,,,,,,,
2017-09-01,108239094.0,385822918.0,-277583823.0,-269699709.0,-5251765.0,-2632349.0,3999.0,0.0,,,,,,,
2017-09-08,107842785.0,388022343.0,-280179558.0,-272370381.0,-5220054.0,-2589123.0,,,,,,,,,
2017-09-15,109452915.0,389098691.0,-279645776.0,-271803394.0,-5257229.0,-2585153.0,,,,,,,,,
2017-09-22,110032431.0,392854732.0,-282822301.0,-274883645.0,-5339186.0,-2599469.0,,,,,,,,,
2017-09-29,117372485.0,400334004.0,-282961519.0,-274968571.0,-5403144.0,-2589804.0,,,,,,,,,
2017-10-06,120985116.0,408443974.0,-287458858.0,-279434217.0,-5392431.0,-2632210.0,,,,,,,,,
2017-10-13,124620774.0,425842100.0,-301221326.0,-292992593.0,-5530740.0,-2697994.0,,,,,,,,,
2017-10-20,116658675.0,421357801.0,-304699126.0,-296465378.0,-5541882.0,-2691867.0,,,,,,,,,
2017-10-27,128388652.0,440748326.0,-312359673.0,-303907341.0,-5697439.0,-2754894.0,,,,,,,,,
2017-11-03,134032782.0,451713420.0,-317680638.0,-309210462.0,-5736114.0,-2734062.0,,,,,,,,,
2017-11-10,139527180.0,459688386.0,-320161206.0,-311617823.0,-5794823.0,-2748560.0,,,,,,,,,
2017-11-17,132492266.0,453232166.0,-320739900.0,-312109429.0,-5847960.0,-2782510.0,,,,,,,,,
2017-11-24,140419792.0,466425384.0,-326005592.0,-317234637.0,-5948344.0,-2822611.0,,,,,,,,,
2017-12-01,125572824.0,443429847.0,-317857022.0,-309016400.0,-5981234.0,-2859388.0,4069.0,0.0,,,,,,,
2017-12-08,131905179.0,441739017.0,-309833838.0,-301205157.0,-5848818.0,-2779863.0,,,,,,,,,
2017-12-15,135550814.0,435773242.0,-300222428.0,-291640332.0,-5813999.0,-2768096.0,,,,,,,,,
2017-12-22,125315940.0,426289409.0,-300973469.0,-292374263.0,-5803393.0,-2795813.0,,,,,,,,,
2017-12-29,117736032.0,410705391.0,-292969359.0,-284363032.0,-5805107.0,-2801221.0,,,,,,,,,
2018-01-05,126892848.0,419578334.0,-292685486.0,-284151945.0,-5752505.0,-2781036.0,,,,,,,,,
2018-01-12,122240932.0,425680821.0,-303439889.0,-294925738.0,-5786359.0,-2727792.0,,,,,,,,,
2018-01-19,128202722.0,433083333.0,-304880610.0,-296240616.0,-5859531.0,-2780464.0,,,,,,,,,
2018-01-26,128474706.0,437344216.0,-308869510.0,-300265374.0,-5839390.0,-2764746.0,,,,,,,,,
2018-02-02,127183442.0,436685086.0,-309501645.0,-300872486.0,-5862316.0,-2766842.0,,,,,,,,,
2018-02-09,125811964.0,441371961.0,-315559997.0,-306905943.0,-5898313.0,-2755742.0,,,,,,,,,
2018-02-16,122564923.0,438288740.0,-315723817.0,-307045711.0,-5897349.0,-2780757.0,,,,,,,,,
2018-02-23,119989992.0,433249702.0,-313259710.0,-304629112.0,-5897777.0,-2732820.0,,,,,,,,,
2018-03-02,122287494.0,436161192.0,-313873698.0,-305306382.0,-5896813.0,-2670503.0,,,,,,,,,
2018-03-09,122706474.0,441499635.0,-318793162.0,-310156566.0,-5937524.0,-2699072.0,,,,,,,,,
2018-03-16,120834012.0,447269015.0,-326435003.0,-317639407.0,-6060084.0,-2735512.0,,,,,,,,,
2018-03-23,121052038.0,446227195.0,-325175157.0,-316346978.0,-6097902.0,-2730277.0,,,,,,,,,
2018-03-30,117029837.0,440165533.0,-323135696.0,-314105662.0,-6223890.0,-2806144.0,,,,,,,,,
2018-04-06,107587785.0,437175244.0,-329587459.0,-320514360.0,-6261815.0,-2811283.0,,,,,,,,,
2018-04-13,125223733.0,464173227.0,-338949495.0,-329620370.0,-6440941.0,-2888183.0,,,,,,,,,
2018-04-20,120030515.0,449878966.0,-329848452.0,-320748075.0,-6288063.0,-2812314.0,,,,,,,,,
2018-04-27,129520889.0,459130414.0,-329609525.0,-320545731.0,-6291598.0,-2772196.0,,,,,,,,,
2018-05-04,124390777.0,465537138.0,-341146361.0,-331926447.0,-6434299.0,-2785615.0,,,,,,,,,
2018-05-11,138385251.0,472936096.0,-334550845.0,-325231368.0,-6527719.0,-2791758.0,,,,,,,,,
2018-05-18,136021124.0,483955490.0,-347934366.0,-338304358.0,-6772947.0,-2857062.0,,,,,,,,,
2018-05-25,140112630.0,509621742.0,-369509112.0,-359360225.0,-7154876.0,-2994012.0,,,,,,,,,
2018-06-01,130835255.0,478453962.0,-347618707.0,-337992193.0,-6812157.0,-2814358.0,3250.0,0.0,,,,,,,
2018-06-08,135798410.0,486191636.0,-350393226.0,-340594779.0,-6939324.0,-2859123.0,,,,,,,,,
2018-06-15,125965288.0,482245747.0,-356280460.0,-346323399.0,-7068205.0,-2888856.0,,,,,,,,,
2018-06-22,143521610.0,492301832.0,-348780222.0,-338743178.0,-7164196.0,-2872848.0,,,,,,,,,
2018-06-29,126229660.0,454050361.0,-327820701.0,-318079650.0,-6937396.0,-2803656.0,,,,,,,,,
2018-07-06,129341036.0,474252989.0,-344911953.0,-335074660.0,-7016246.0,-2821047.0,,,,,,,,,
2018-07-13,134244378.0,490649185.0,-356404808.0,-346241661.0,-7262437.0,-2900710.0,,,,,,,,,
2018-07-20,136315629.0,490049044.0,-353733415.0,-343676992.0,-7234583.0,-2821841.0,,,,,,,,,
2018-07-27,135192989.0,485377674.0,-350184685.0,-340097405.0,-7266615.0,-2820665.0,,,,,,,,,
2018-08-03,150421254.0,520408483.0,-369987229.0,-359511296.0,-7581265.0,-2894668.0,,,,,,,,,
2018-08-10,163472376.0,547447225.0,-383974849.0,-372833462.0,-8091753.0,-3049634.0,,,,,,,,,
2018-08-17,166755326.0,535996009.0,-369240683.0,-357454475.0,-8619169.0,-3167039.0,,,,,,,,,
2018-08-24,171187899.0,556361031.0,-385173132.0,-372977663.0,-8919034.0,-3276435.0,,,,,,,,,
2018-08-31,171184739.0,569980203.0,-398795464.0,-379237929.0,-9619684.0,-9937852.0,,,,,,,,,
2018-09-07,186210357.0,585361497.0,-399151140.0,-379102745.0,-9880231.0,-10168163.0,,,,,,,,,
2018-09-14,179963877.0,557459178.0,-377495301.0,-358178872.0,-9537620.0,-9778808.0,,,,,,,,,
2018-09-21,168635748.0,528746277.0,-360110530.0,-334765321.0,-9437879.0,-15907329.0,,,,,,,,,
2018-09-28,160592061.0,515039652.0,-354447591.0,-329925908.0,-9130622.0,-15391061.0,,,,,,,,,
2018-10-05,163956412.0,516395780.0,-352439368.0,-327906943.0,-9132765.0,-15399660.0,,,,,,,,,
2018-10-12,152842077.0,505502374.0,-352660297.0,-328674151.0,-8955459.0,-15030687.0,,,,,,,,,
2018-10-19,136780380.0,465851543.0,-329071163.0,-306866932.0,-8288985.0,-13915246.0,,,,,,,,,
2018-10-26,152751344.0,490767431.0,-338016086.0,-315368914.0,-8447328.0,-14199845.0,,,,,,,,,
2018-11-02,152304223.0,491677717.0,-339373494.0,-317175173.0,-8272165.0,-13926155.0,,,,,,,,,
2018-11-09,148159350.0,478776221.0,-330616871.0,-309047386.0,-8054685.0,-13514799.0,,,,,,,,,
2018-11-16,152542426.0,486890773.0,-334348347.0,-312810101.0,-8030902.0,-13507344.0,,,,,,,,,
2018-11-23,147903426.0,478866622.0,-330963197.0,-309810081.0,-7881130.0,-13271985.0,,,,,,,,,
2018-11-30,149087032.0,470670521.0,-321583488.0,-301023693.0,-7663864.0,-12895931.0,,,,,,,,,
2018-12-07,156425449.0,487242405.0,-330816957.0,-309504177.0,-7952052.0,-13360727.0,,,,,,,,,
2018-12-14,158467368.0,496899127.0,-338431759.0,-317118929.0,-7957087.0,-13355743.0,,,,,,,,,
2018-12-21,153248823.0,485070006.0,-331821183.0,-310882691.0,-7829385.0,-13109107.0,,,,,,,,,
2018-12-28,159352019.0,486898185.0,-327546166.0,-306523043.0,-7866131.0,-13156991.0,,,,,,,,,
2019-01-04,159773254.0,509306590.0,-349533336.0,-327806345.0,-8129464.0,-13597526.0,,,,,,,,,
2019-01-11,151572683.0,507713647.0,-356140964.0,-334325455.0,-8190744.0,-13624765.0,,,,,,,,,
2019-01-18,155784563.0,505527852.0,-349743290.0,-328410588.0,-8003476.0,-13329226.0,,,,,,,,,
2019-01-25,152778885.0,492927119.0,-340148234.0,-319164835.0,-7872774.0,-13110625.0,,,,,,,,,
2019-02-01,165318381.0,509419808.0,-344101427.0,-323277410.0,-7827456.0,-12996560.0,-1119.0,0.0,,,,,,,
2019-02-08,169107272.0,518639575.0,-349532303.0,-328675716.0,-7818993.0,-13037595.0,,,,,,,,,
2019-02-15,171046331.0,521725909.0,-350679579.0,-329692655.0,-7857989.0,-13128934.0,,,,,,,,,
2019-02-22,181193415.0,530385093.0,-349191679.0,-328054521.0,-7933304.0,-13203854.0,,,,,,,,,
2019-03-01,187234531.0,532833809.0,-345599277.0,-324403103.0,-7965444.0,-13230730.0,-13055.0,0.0,,,,,,,
2019-03-08,175078578.0,529663667.0,-354585089.0,-332995123.0,-8101610.0,-13488356.0,,,,,,,,,
2019-03-15,155372160.0,516525120.0,-361152959.0,-337371516.0,-8152712.0,-15628731.0,,,,,,,,,
2019-03-22,142157946.0,503217959.0,-361060013.0,-339462635.0,-8145106.0,-13452272.0,,,,,,,,,
2019-03-29,164687798.0,534143647.0,-369455849.0,-347521226.0,-8258559.0,-13676063.0,,,,,,,,,
2019-04-05,157289099.0,548487254.0,-391198155.0,-368940989.0,-8379727.0,-13877439.0,,,,,,,,,
2019-04-12,162427491.0,559370193.0,-396942701.0,-374349722.0,-8510643.0,-14082336.0,,,,,,,,,
2019-04-19,156259600.0,558147234.0,-401887633.0,-378913701.0,-8647666.0,-14326266.0,,,,,,,,,
2019-04-26,152375576.0,553009689.0,-400634113.0,-377408209.0,-8728766.0,-14497138.0,,,,,,,,,
2019-05-03,153949646.0,555088674.0,-401139028.0,-377599769.0,-8852076.0,-14687182.0,,,,,,,,,
2019-05-10,165383319.0,581731111.0,-416347791.0,-391860283.0,-9209579.0,-15277930.0,,,,,,,,,
2019-05-17,149279558.0,555635040.0,-406355482.0,-382688037.0,-8896215.0,-14771230.0,,,,,,,,,
2019-05-24,162425243.0,573796851.0,-411371607.0,-387321268.0,-9043630.0,-15006710.0,,,,,,,,,
2019-05-31,165375903.0,566793536.0,-401417633.0,-378186211.0,-8749443.0,-14481979.0,,,,,,,,,
2019-06-07,166164417.0,565714506.0,-399550089.0,-376556021.0,-8663415.0,-14330653.0,,,,,,,,,
2019-06-14,168486148.0,568331501.0,-399845352.0,-376947118.0,-8652487.0,-14245747.0,,,,,,,,,
2019-06-21,162382353.0,556783511.0,-394401158.0,-371907557.0,-8526820.0,-13966781.0,,,,,,,,,
2019-06-28,167205423.0,556700490.0,-389495067.0,-366825958.0,-8592386.0,-14076723.0,,,,,,,,,
2019-07-05,168729186.0,544752147.0,-376022962.0,-354086288.0,-8309341.0,-13627333.0,,,,,,,,,
2019-07-12,182635726.0,561113531.0,-378477805.0,-356277585.0,-8412510.0,-13787711.0,,,,,,,,,
2019-07-19,180137253.0,560388908.0,-380251655.0,-357996988.0,-8435543.0,-13819125.0,,,,,,,,,
2019-07-26,184020639.0,561551832.0,-377531193.0,-355262834.0,-8422580.0,-13845779.0,,,,,,,,,
2019-08-02,179441827.0,550963590.0,-371521763.0,-349780499.0,-8199422.0,-13541842.0,,,,,,,,,
2019-08-09,193375411.0,570774856.0,-377399446.0,-356035697.0,-8082861.0,-13280887.0,,,,,,,,,
2019-08-16,192503382.0,572986270.0,-380482888.0,-358773149.0,-8211528.0,-13498211.0,,,,,,,,,
2019-08-23,202526297.0,584478443.0,-381952146.0,-359613440.0,-8449792.0,-13888915.0,,,,,,,,,
2019-08-30,203144412.0,589584446.0,-386440033.0,-363936726.0,-8525642.0,-13977666.0,,,,,,,,,
2019-09-06,202324028.0,578865226.0,-376541198.0,-354567064.0,-8331731.0,-13642403.0,,,,,,,,,
2019-09-13,198926577.0,578721949.0,-379795371.0,-357665984.0,-8404153.0,-13725235.0,,,,,,,,,
2019-09-20,206582734.0,587339187.0,-380756453.0,-358793412.0,-8366978.0,-13596063.0,,,,,,,,,
2019-09-27,202454873.0,577130202.0,-374675329.0,-352889163.0,-8292199.0,-13493967.0,,,,,,,,,
2019-10-04,211152547.0,602563329.0,-391410783.0,-369508585.0,-8322304.0,-13579894.0,,,,,,,,,
2019-10-11,215876924.0,612624100.0,-396747176.0,-374049023.0,-8608242.0,-14089912.0,,,,,,,,,
2019-10-18,205193778.0,615378398.0,-410184620.0,-387401161.0,-8670486.0,-14112973.0,,,,,,,,,
2019-10-25,202448439.0,603666990.0,-401218552.0,-378959454.0,-8479789.0,-13779309.0,,,,,,,,,
2019-11-01,207181935.0,601833784.0,-394651848.0,-372482307.0,-8444864.0,-13724677.0,-17653.0,-642.0,,,,,,,
2019-11-08,199182383.0,586206624.0,-387024241.0,-364799843.0,-8465755.0,-13758643.0,,,,,,,,,
2019-11-15,211299911.0,596397139.0,-385097228.0,-362841344.0,-8474218.0,-13781667.0,,,,,,,,,
2019-11-22,213633094.0,600478727.0,-386845633.0,-364823614.0,-8397832.0,-13624187.0,,,,,,,,,
2019-11-29,217735378.0,603992406.0,-386257029.0,-364017935.0,-8476575.0,-13762518.0,,,,,,,,,
2019-12-06,219906580.0,609482251.0,-389575671.0,-367329338.0,-8493609.0,-13752723.0,,,,,,,,,
2019-12-13,221457426.0,601988395.0,-380530969.0,-358140733.0,-8568388.0,-13821848.0,,,,,,,,,
2019-12-20,235304216.0,621162233.0,-385858017.0,-362947684.0,-8764013.0,-14146320.0,,,,,,,,,
2019-12-27,243910389.0,631301167.0,-387390778.0,-364495499.0,-8755442.0,-14139837.0,,,,,,,,,
2020-01-03,243769705.0,627853026.0,-384083321.0,-361027766.0,-8831935.0,-14223620.0,,,,,,,,,
2020-01-10,221065422.0,625478854.0,-404413432.0,-381666939.0,-8702733.0,-14043760.0,,,,,,,,,
2020-01-17,222195242.0,625557662.0,-403362420.0,-380647476.0,-8696733.0,-14018211.0,,,,,,,,,
2020-01-24,223455823.0,618098071.0,-394642248.0,-371786009.0,-8750086.0,-14106153.0,,,,,,,,,
2020-01-31,220030068.0,612207819.0,-392177752.0,-369116920.0,-8813080.0,-14247752.0,,,,,,,,,
2020-02-07,214704094.0,615180835.0,-400476740.0,-377412187.0,-8805902.0,-14258652.0,,,,,,,,,
2020-02-14,227422371.0,629984474.0,-402562103.0,-379299947.0,-8873503.0,-14388654.0,,,,,,,,,
2020-02-21,210128816.0,625378147.0,-415249331.0,-391938112.0,-8884002.0,-14427218.0,,,,,,,,,
2020-02-28,234059592.0,665047416.0,-430987825.0,-407295222.0,-9044808.0,-14647794.0,,,,,,,,,
2020-03-06,225948571.0,650170157.0,-424221587.0,-400725533.0,-9008812.0,-14487242.0,,,,,,,,,
2020-03-13,213707325.0,649503210.0,-435795884.0,-411706191.0,-9267859.0,-14821834.0,,,,,,,,,
2020-03-20,200267213.0,609729406.0,-409462193.0,-384599863.0,-9450628.0,-15411702.0,,,,,,,,,
2020-03-27,210154127.0,616896641.0,-406742514.0,-382038300.0,-9410667.0,-15293546.0,,,,,,,,,
2020-04-03,180948194.0,598038322.0,-417090128.0,-391535724.0,-9766349.0,-15788055.0,,,,,,,,,
2020-04-10,177213118.0,600177073.0,-422963955.0,-397173572.0,-9847449.0,-15942934.0,,,,,,,,,
2020-04-17,179122151.0,608305029.0,-429182878.0,-402739309.0,-10108532.0,-16335038.0,,,,,,,,,
2020-04-24,175874625.0,603686468.0,-427811843.0,-401143737.0,-10187810.0,-16480296.0,,,,,,,,,
2020-05-01,195129833.0,602947417.0,-407817584.0,-381093331.0,-10212451.0,-16511803.0,-51862.0,-3424.0,,,,,,,
2020-05-08,187905960.0,620897718.0,-432991758.0,-405379897.0,-10542099.0,-17069763.0,,,,,,,,,
2020-05-15,180003357.0,588232460.0,-408229103.0,-381648127.0,-10139707.0,-16441269.0,,,,,,,,,
2020-05-22,217052258.0,628357018.0,-411304759.0,-385308349.0,-9940440.0,-16055970.0,,,,,,,,,
2020-05-29,224648607.0,619079351.0,-394430744.0,-368387893.0,-9945690.0,-16097162.0,,,,,,,,,
2020-06-05,212859656.0,623312505.0,-410452850.0,-384473943.0,-9955867.0,-16023039.0,,,,,,,,,
2020-06-12,214601429.0,632281549.0,-417680120.0,-391457099.0,-10083355.0,-16139666.0,,,,,,,,,
2020-06-19,215353247.0,628031107.0,-412677860.0,-386291289.0,-10128673.0,-16257898.0,,,,,,,,,
2020-06-26,199031673.0,618631361.0,-419599688.0,-393240494.0,-10112388.0,-16246805.0,,,,,,,,,
2020-07-03,206444377.0,620404336.0,-413959959.0,-387556068.0,-10133922.0,-16269969.0,,,,,,,,,
2020-07-10,220430466.0,618145379.0,-397714913.0,-370066287.0,-10185667.0,-17462958.0,,,,,,,,,
2020-07-17,212464004.0,613475797.0,-401011793.0,-370663406.0,-10184810.0,-20163577.0,,,,,,,,,
2020-07-24,196442312.0,637018344.0,-440576032.0,-410107973.0,-10233663.0,-20234396.0,,,,,,,,,
2020-07-31,183713535.0,627282957.0,-443569423.0,-412474044.0,-10465284.0,-20630094.0,,,,,,,,,
2020-08-07,198029924.0,658728569.0,-460698645.0,-428508011.0,-10849356.0,-21341278.0,,,,,,,,,
2020-08-14,210144783.0,646403409.0,-436258626.0,-403448393.0,-11063836.0,-21746396.0,,,,,,,,,
2020-08-21,205859591.0,648447679.0,-442588087.0,-407014509.0,-11049159.0,-24524419.0,,,,,,,,,
2020-08-28,169845091.0,620603407.0,-450758316.0,-415098906.0,-11089120.0,-24570290.0,,,,,,,,,
2020-09-04,137418888.0,649095606.0,-511676718.0,-473082353.0,-11221858.0,-27372508.0,,,,,,,,,
2020-09-11,149322844.0,658792250.0,-509469406.0,-470575097.0,-11294922.0,-27599387.0,,,,,,,,,
2020-09-18,141476830.0,650032671.0,-508555840.0,-469390169.0,-11393806.0,-27771865.0,,,,,,,,,
2020-09-25,129893102.0,641285212.0,-511392110.0,-471692224.0,-11540578.0,-28159308.0,,,,,,,,,
2020-10-02,129289827.0,644889899.0,-515600073.0,-475589269.0,-11634105.0,-28376698.0,,,,,,,,,
2020-10-09,134890834.0,661184855.0,-526294021.0,-485246020.0,-11939541.0,-29108460.0,,,,,,,,,
2020-10-16,145746993.0,677713046.0,-531966053.0,-490878594.0,-11973931.0,-29113528.0,,,,,,,,,
2020-10-23,165540699.0,690720984.0,-525180284.0,-484479810.0,-11874512.0,-28825963.0,,,,,,,,,
2020-10-30,153746726.0,686861720.0,-533114994.0,-490316663.0,-12337433.0,-30460898.0,,,,,,,,,
2020-11-06,165183704.0,721049687.0,-555865983.0,-511459711.0,-12831209.0,-31575062.0,,,,,,,,,
2020-11-13,127963195.0,642808222.0,-514845027.0,-473849141.0,-11847514.0,-29148372.0,,,,,,,,,
2020-11-20,141498506.0,653902858.0,-512404353.0,-471051781.0,-11702885.0,-29649687.0,,,,,,,,,
2020-11-27,108407673.0,666000635.0,-557592962.0,-514901823.0,-12080314.0,-30610824.0,,,,,,,,,
2020-12-04,122300007.0,681267699.0,-558967692.0,-516207178.0,-12080528.0,-30679985.0,,,,,,,,,
2020-12-11,122472516.0,693491836.0,-571019320.0,-528224616.0,-12069494.0,-30725210.0,,,,,,,,,
2020-12-18,132580567.0,712918191.0,-580337623.0,-537854327.0,-11997286.0,-30486010.0,,,,,,,,,
2020-12-25,118321410.0,722274315.0,-603952905.0,-562267179.0,-11778306.0,-29907420.0,,,,,,,,,
2021-01-01,100483725.0,685438709.0,-584954983.0,-544683005.0,-11372379.0,-28899599.0,-53423.0,-5838.0,,,,,,,
2021-01-08,99096618.0,674510212.0,-575413594.0,-535497037.0,-11283138.0,-28633420.0,,,,,,,,,
2021-01-15,84350736.0,666804834.0,-582454098.0,-542101737.0,-11422196.0,-28930165.0,,,,,,,,,
2021-01-22,82147865.0,690362724.0,-608214859.0,-557732298.0,-11418232.0,-39064329.0,,,,,,,,,
2021-01-29,101490254.0,705554598.0,-604064343.0,-553707783.0,-11376450.0,-38980110.0,,,,,,,,,
2021-02-05,100001439.0,682457849.0,-582456410.0,-533892449.0,-10964738.0,-37599223.0,,,,,,,,,
2021-02-12,94192051.0,674358976.0,-580166925.0,-532040477.0,-10882889.0,-37243559.0,,,,,,,,,
