tarih,kum_ay_ar_gercek_mn,kum_yil_ar_gercek_mn,kum_4h_ar_gercek_mn,kum_13h_ar_gercek_mn,kum_ay_pe_gercek_mn,kum_yil_pe_gercek_mn,kum_4h_pe_gercek_mn,kum_13h_pe_gercek_mn,kum_ay_ar_tuzel_mn,kum_yil_ar_tuzel_mn,kum_4h_ar_tuzel_mn,kum_13h_ar_tuzel_mn,kum_ay_pe_tuzel_mn,kum_yil_pe_tuzel_mn,kum_4h_pe_tuzel_mn,kum_13h_pe_tuzel_mn,kum_ay_ar_toplam_mn,kum_yil_ar_toplam_mn,kum_4h_ar_toplam_mn,kum_13h_ar_toplam_mn,kum_ay_pe_toplam_mn,kum_yil_pe_toplam_mn,kum_4h_pe_toplam_mn,kum_13h_pe_toplam_mn,kum_ay_ar_gercek_usd_mn,kum_yil_ar_gercek_usd_mn,kum_4h_ar_gercek_usd_mn,kum_13h_ar_gercek_usd_mn,kum_ay_pe_gercek_usd_mn,kum_yil_pe_gercek_usd_mn,kum_4h_pe_gercek_usd_mn,kum_13h_pe_gercek_usd_mn,kum_ay_ar_gercek_eur_mn,kum_yil_ar_gercek_eur_mn,kum_4h_ar_gercek_eur_mn,kum_13h_ar_gercek_eur_mn,kum_ay_pe_gercek_eur_mn,kum_yil_pe_gercek_eur_mn,kum_4h_pe_gercek_eur_mn,kum_13h_pe_gercek_eur_mn,kum_ay_ar_gercek_diger_mn,kum_yil_ar_gercek_diger_mn,kum_4h_ar_gercek_diger_mn,kum_13h_ar_gercek_diger_mn,kum_ay_pe_gercek_diger_mn,kum_yil_pe_gercek_diger_mn,kum_4h_pe_gercek_diger_mn,kum_13h_pe_gercek_diger_mn,kum_ay_ar_gercek_maden_mn,kum_yil_ar_gercek_maden_mn,kum_4h_ar_gercek_maden_mn,kum_13h_ar_gercek_maden_mn,kum_ay_pe_gercek_maden_mn,kum_yil_pe_gercek_maden_mn,kum_4h_pe_gercek_maden_mn,kum_13h_pe_gercek_maden_mn,kum_ay_ar_tuzel_usd_mn,kum_yil_ar_tuzel_usd_mn,kum_4h_ar_tuzel_usd_mn,kum_13h_ar_tuzel_usd_mn,kum_ay_pe_tuzel_usd_mn,kum_yil_pe_tuzel_usd_mn,kum_4h_pe_tuzel_usd_mn,kum_13h_pe_tuzel_usd_mn,kum_ay_ar_tuzel_eur_mn,kum_yil_ar_tuzel_eur_mn,kum_4h_ar_tuzel_eur_mn,kum_13h_ar_tuzel_eur_mn,kum_ay_pe_tuzel_eur_mn,kum_yil_pe_tuzel_eur_mn,kum_4h_pe_tuzel_eur_mn,kum_13h_pe_tuzel_eur_mn,kum_ay_ar_tuzel_diger_mn,kum_yil_ar_tuzel_diger_mn,kum_4h_ar_tuzel_diger_mn,kum_13h_ar_tuzel_diger_mn,kum_ay_pe_tuzel_diger_mn,kum_yil_pe_tuzel_diger_mn,kum_4h_pe_tuzel_diger_mn,kum_13h_pe_tuzel_diger_mn,kum_ay_ar_tuzel_maden_mn,kum_yil_ar_tuzel_maden_mn,kum_4h_ar_tuzel_maden_mn,kum_13h_ar_tuzel_maden_mn,kum_ay_pe_tuzel_maden_mn,kum_yil_pe_tuzel_maden_mn,kum_4h_pe_tuzel_maden_mn,kum_13h_pe_tuzel_maden_mn
2024-05-24,-5781.9932,-1692.0260999999998,-5781.993200000001,-3718.2608,211.52019999999993,3393.4031000000004,211.52020000000027,4545.4898,-3420.7852,-6902.5806,-3420.7852,-6904.1095000000005,357.5532,-353.6394,357.55320000000006,334.77049999999997,-9202.7784,-8594.6068,-9202.7784,-10622.3703,569.0734000000001,3039.7638,569.0734000000003,4880.2603,-3794.8889999999997,-2840.4249999999997,-3794.889,-2597.053,0.0,0.0,0.0,0.0,-1154.0094,-84.83070000000015,-1154.0094000000001,-739.6071999999999,350.8834,-548.3013,350.8833999999999,26.163200000000003,-153.779,620.796,-153.779,-309.781,0.0,0.0,0.0,0.0,-679.3158000000001,612.4331999999998,-679.3158000000002,-71.81970000000011,-139.3632,3941.7047999999995,-139.3632,4519.3267,-2292.508,-6225.0509999999995,-2292.508,-5009.336,0.0,0.0,0.0,0.0,-922.6279000000002,-1233.9026000000001,-922.6279,-1872.4273000000003,365.1839,-637.6294,365.1839,10.420300000000012,-117.215,507.692,-117.21500000000006,22.62299999999999,0.0,0.0,0.0,0.0,-88.43430000000001,48.68089999999998,-88.43430000000001,-44.96930000000001,-7.63069999999999,283.9901,-7.63069999999999,324.3503
2024-05-31,-7011.4557,-2921.4885999999997,-6090.3844,-5576.368399999999,292.6456999999999,3474.5286,831.7934000000002,4242.4454000000005,-5559.9719000000005,-9041.7673,-3495.3587000000007,-7150.0830000000005,398.1409,-313.05170000000004,294.16470000000004,394.698,-12571.4275,-11963.2559,-9585.743,-12726.4513,690.7865000000002,3161.4769,1125.958,4637.1433,-4325.013,-3370.549,-3625.2479999999996,-3415.734,0.0,0.0,0.0,0.0,-1335.1398,-265.96110000000016,-1117.0753,-1140.832,388.60679999999996,-510.5779,240.48129999999992,109.011,-431.565,343.01,-437.036,-561.639,0.0,0.0,0.0,0.0,-919.7379000000001,372.01109999999983,-911.0251000000002,-458.1635000000001,-95.96110000000002,3985.1068999999998,591.3121,4133.434499999999,-3351.2239999999997,-7283.767,-1884.8549999999998,-5108.8679999999995,0.0,0.0,0.0,0.0,-1866.7282,-2178.0029,-1262.5747999999999,-1857.673,402.7702,-600.0431,250.1098,97.947,-190.706,434.201,-222.62300000000005,-41.69900000000001,0.0,0.0,0.0,0.0,-151.3136,-14.19840000000002,-125.3058,-141.84300000000002,-4.62939999999999,286.9914,44.05480000000001,296.751
2024-06-07,-843.1776,-3764.6661999999997,-4736.297600000001,-7700.464199999999,-115.4434,3359.0852000000004,-289.2553999999998,2122.2632000000003,-806.0434,-9847.8107,-2205.4808000000007,-9855.560200000002,-49.4676,-362.51930000000004,142.71280000000004,-157.55780000000001,-1649.2209,-13612.4768,-6941.7782,-17556.0242,-164.9111,2996.5658,-146.54279999999986,1964.7052,-555.466,-3926.015,-2967.0290000000005,-5131.8330000000005,0.0,0.0,0.0,0.0,-227.2111,-493.17220000000015,-876.6085,-1555.2195000000002,-48.2119,-558.7898,165.4134999999999,-302.4495,-64.887,278.123,-407.113,-676.685,0.0,0.0,0.0,0.0,4.3865,376.39759999999984,-485.5470000000002,-336.7268000000001,-67.2315,3917.8753999999994,-454.669,2424.7127999999993,-376.592,-7660.3589999999995,-1166.444,-7019.859,0.0,0.0,0.0,0.0,-324.4728,-2502.4757,-550.3194999999997,-2215.395,-44.8762,-644.9193,174.49949999999998,-331.817,-116.497,317.704,-272.5350000000001,-488.976,0.0,0.0,0.0,0.0,11.5185,-2.6799000000000213,-216.18210000000002,-131.33010000000002,-4.5915,282.3999,-31.7869,174.2591
2024-06-14,-1718.022,-4639.5106,-4463.947000000001,-10090.5711,-750.867,2723.6616000000004,-1305.1149999999998,1624.0011000000004,-1606.9166,-10648.6839,-2937.6431000000007,-10990.8199,-439.7144,-752.7661,-495.3938999999999,-378.6101,-3324.9385,-15288.1944,-7401.5898,-21081.3908,-1190.5815,1970.8954,-1800.5092,1245.3908000000001,-1119.5990000000002,-4490.148,-2684.687,-6317.666,0.0,0.0,0.0,0.0,-367.28639999999996,-633.2475000000002,-729.0071,-1851.1586,-393.63960000000003,-904.2175,-411.80790000000013,-487.52340000000004,-94.13,248.88,-478.133,-592.055,0.0,0.0,0.0,0.0,-137.0065,235.00459999999987,-572.1197000000002,-1329.6915000000001,-357.22749999999996,3627.8794,-893.3072999999999,2111.5244999999995,-1197.502,-8481.269,-1860.8029999999999,-7443.103999999999,0.0,0.0,0.0,0.0,-207.2701,-2385.273,-598.1567999999997,-2689.9087,-415.1259,-1015.169,-433.4802,-531.2263,-179.858,254.34300000000002,-360.62100000000004,-564.8739999999999,0.0,0.0,0.0,0.0,-22.286400000000004,-36.48480000000002,-118.06210000000002,-292.9332,-24.5886,262.4028,-61.9139,152.6162
2024-06-21,-1673.2696999999998,-4594.7582999999995,-2902.7322000000004,-12257.0261,-106.53829999999994,3367.9903000000004,-25.41279999999972,2514.2001,-54.955799999999954,-9096.723100000001,-2194.142500000001,-10835.5741,-389.8942,-702.9459,-349.3064999999999,-123.47489999999999,-1728.2254,-13691.4813,-5096.8745,-23092.6,-496.4326,2665.0443,-374.7194999999998,2390.7250000000004,-1045.416,-4415.965,-1575.54,-7209.14,0.0,0.0,0.0,0.0,-307.2636,-573.2247000000001,-488.39399999999995,-2018.6135000000002,-391.2604,-901.8383,-353.53700000000003,-298.4765,-74.37299999999999,268.637,-352.159,-481.906,0.0,0.0,0.0,0.0,-246.21699999999998,125.79409999999987,-486.6391000000001,-2547.3666000000003,284.722,4269.8288999999995,328.1241,2812.6765999999993,-625.847,-7909.614,-1684.5629999999999,-7669.355,0.0,0.0,0.0,0.0,735.0595000000001,-1442.9434,-209.04079999999976,-2275.8835,-408.5325,-1008.5756,-370.94620000000003,-323.63250000000005,-106.886,327.315,-180.37700000000007,-578.088,0.0,0.0,0.0,0.0,-57.2822,-71.48060000000002,-120.16150000000002,-312.24760000000003,18.638199999999998,305.6296,21.639499999999998,200.1576
2024-06-28,-1904.6235809999998,-4826.1121809999995,-1904.6235810000003,-12791.190481,-318.9404189999999,3155.588181,-318.94041899999974,1761.165481,-1620.467275,-10662.234575,-1620.4672750000004,-9394.864875,-355.129725,-668.1814250000001,-355.1297249999999,-66.853125,-3525.090756,-15488.346656,-3525.090756,-22186.055156000002,-674.070244,2487.406656,-674.0702439999999,1694.3121560000002,-1271.187,-4641.736,-1271.187,-8233.867,0.0,0.0,0.0,0.0,-323.624481,-589.5855810000002,-323.624481,-2311.1732810000003,-342.71451900000005,-853.292419,-342.7145190000001,-194.366719,61.21900000000002,404.22900000000004,61.21900000000002,-270.27099999999996,0.0,0.0,0.0,0.0,-371.03099999999995,0.9800999999998794,-371.0310000000002,-1975.8792000000003,23.774,4008.8808999999997,23.774,1955.5321999999996,-1113.556,-8397.323,-1113.556,-6504.682,0.0,0.0,0.0,0.0,-187.3869749999999,-2365.389875,-187.38697499999978,-2112.0228749999997,-363.071025,-963.114125,-363.071025,-213.90312500000002,-283.66700000000003,150.534,-283.6670000000001,-536.622,0.0,0.0,0.0,0.0,-35.857200000000006,-50.05560000000003,-35.85720000000002,-241.53789999999998,7.9411999999999985,294.9326,7.9411999999999985,147.04989999999998
2024-07-05,-257.512406,-5083.624587,-1318.9583870000004,-11322.978887000001,822.112406,3977.7005870000003,618.6153870000003,1332.8858870000001,-1598.60597,-12260.840545000001,-2413.0298450000005,-8131.654245,313.00497,-355.17645500000003,7.342845000000125,80.22124500000001,-1856.118376,-17344.465032,-3731.9882319999997,-19454.632932,1135.117376,3622.5240320000003,625.9582320000001,1413.1069320000001,-89.155,-4730.891,-804.876,-7316.241,0.0,0.0,0.0,0.0,-154.028406,-743.6139870000002,-250.44178699999998,-2320.203187,262.032406,-591.2600130000001,-32.470213000000115,-11.586813000000006,108.015,512.244,234.12100000000004,-178.75699999999995,0.0,0.0,0.0,0.0,-122.344,-121.36390000000011,-497.7615000000002,-1507.7777,560.08,4568.9609,651.0855,1344.4726999999993,-1249.727,-9647.05,-1986.6910000000003,-5904.282,0.0,0.0,0.0,0.0,-476.98597,-2842.375845,-339.9001449999998,-1683.8397449999998,279.66797,-683.446155,-38.52685500000001,-16.957254999999975,168.583,319.11699999999996,1.4129999999999256,-323.363,0.0,0.0,0.0,0.0,-40.476,-90.53160000000003,-87.85170000000002,-220.1694,33.337,328.2696,45.8697,97.1784
2024-07-12,-478.718649,-5304.83083,-665.3202300000005,-11086.11853,1285.003649,4440.59183,1716.9302300000004,645.1375300000002,-816.0066200000001,-11478.241195,-829.5572950000005,-7463.449995,515.8926200000001,-152.28880500000002,600.4772950000001,125.50099500000002,-1294.725269,-16783.071925,-1494.8775249999999,-18549.568325,1800.8962689999998,4288.302925,2317.407525,770.6383250000002,-240.388,-4882.124,-391.976,-7289.299,0.0,0.0,0.0,0.0,-209.950649,-799.5362300000002,-166.28873,-2339.58983,436.893649,-416.39877,487.8187299999999,83.83183,256.481,660.71,411.83000000000004,-10.70399999999995,0.0,0.0,0.0,0.0,-284.861,-283.8809000000001,-518.8855000000001,-1446.5257000000001,848.11,4856.9909,1229.1115,561.3056999999995,-1033.007,-9430.33,-949.0610000000001,-5499.581999999999,0.0,0.0,0.0,0.0,-194.65562,-2560.0454950000003,-174.77249499999976,-1608.8025949999999,462.97362000000004,-500.14050499999996,515.028495,84.61959500000002,468.57899999999995,619.1129999999999,364.76999999999987,-76.90100000000001,0.0,0.0,0.0,0.0,-56.923,-106.97860000000003,-70.49380000000002,-278.1643,52.919000000000004,347.8516,85.4488,40.8813
2024-07-19,-132.24247400000002,-4958.354655,-363.5963550000005,-10335.620455,1418.4664739999998,4574.054655,1206.0643550000004,1005.3524550000002,207.1955569999999,-10455.039018000001,-1358.3159180000002,-7900.516518000001,493.721443,-174.45998200000002,528.4859180000001,591.416518,74.95308299999988,-15413.393573,-1721.912273,-18236.136773000002,1912.187917,4399.594573,1734.5502729999998,1596.7687730000002,-105.49700000000001,-4747.233,-331.268,-6203.378000000001,0.0,0.0,0.0,0.0,-81.80247399999999,-671.3880550000001,-98.16335499999997,-1995.880755,410.320474,-442.971945,458.8663549999999,536.166755,328.092,732.321,463.684,102.22700000000006,0.0,0.0,0.0,0.0,-273.03499999999997,-272.0549000000001,-397.84900000000016,-2238.5886,1008.146,5017.0269,747.1980000000001,469.1855999999995,-759.4130000000001,-9156.735999999999,-1247.1219999999998,-5086.570999999999,0.0,0.0,0.0,0.0,812.365557,-1553.0243180000002,-110.08091799999977,-2150.4322179999995,436.54444300000006,-526.569682,482.00591800000007,564.3092180000001,198.19199999999995,348.72599999999994,21.410999999999888,-372.87,0.0,0.0,0.0,0.0,-43.949,-94.00460000000002,-22.524000000000015,-290.64320000000004,57.17700000000001,352.1096,46.480000000000004,27.107200000000002
2024-07-26,-208.60238,-5034.714561,-208.60238000000047,-9124.681661,1097.25738,4252.845561,1097.2573800000002,1070.9626610000003,723.359125,-9938.87545,723.3591249999995,-6457.0800500000005,405.94887500000004,-262.23255000000006,405.94887500000016,448.9600499999999,514.7567449999999,-14973.589911,514.7567450000001,-15581.761510999999,1503.206255,3990.612911,1503.206255,1519.9225110000002,-366.869,-5008.605,-366.869,-5963.0689999999995,0.0,0.0,0.0,0.0,-32.68337999999999,-622.2689610000001,-32.68337999999998,-1691.4476610000002,338.33637999999996,-514.956039,338.33637999999996,384.228661,360.565,764.7940000000001,360.565,-9.78099999999992,0.0,0.0,0.0,0.0,-169.61499999999998,-168.6349000000001,-169.61500000000018,-1460.3839,758.921,4767.8018999999995,758.921,686.7338999999996,-270.65000000000015,-8667.973,-270.65000000000015,-4735.429999999999,0.0,0.0,0.0,0.0,655.473125,-1709.91675,655.4731250000002,-1398.64205,358.165875,-604.9482499999999,358.165875,397.86505,364.23699999999997,514.771,364.23699999999985,-110.13600000000005,0.0,0.0,0.0,0.0,-25.700999999999997,-75.75660000000002,-25.70100000000001,-212.8718,47.783,342.7156,47.783,51.0948
2024-08-02,118.586529,-4916.128032,167.49655499999955,-8085.023832,1011.975471,5264.821032,1287.1204450000002,2622.0858319999998,-967.180801,-10906.056251,1354.7842939999996,-5359.647651000001,145.134801,-117.09774900000002,238.07870600000012,490.118651,-848.594272,-15822.184183,1522.280849,-13444.671283,1157.110272,5147.723183,1525.199151,3112.204283,-155.571,-5164.1759999999995,-433.2850000000001,-5418.875000000001,0.0,0.0,0.0,0.0,108.781529,-513.4874320000001,230.12655500000002,-1364.6016319999999,82.119471,-432.836568,158.42344499999996,318.222632,95.21,860.004,347.76,79.95800000000007,0.0,0.0,0.0,0.0,70.166,-98.4689000000001,22.89499999999984,-1381.5051000000003,929.856,5697.6579,1128.6970000000001,2303.8630999999996,-913.419,-9581.392,65.65800000000002,-4182.48,0.0,0.0,0.0,0.0,-81.044801,-1790.961551,1051.4142940000002,-875.5334509999998,86.024801,-518.923449,164.52270600000003,331.22945100000004,24.548,539.319,220.20199999999986,-117.50500000000002,0.0,0.0,0.0,0.0,2.735,-73.02160000000002,17.509999999999987,-184.12900000000002,59.11,401.8256,73.556,158.889
2024-08-09,793.6832350000001,-4241.031326,1063.7995039999996,-5212.6627260000005,634.178765,4887.024326000001,446.43249600000024,1238.6837260000002,1152.9743400000002,-8785.90111,2692.340085,-1143.5712100000005,212.21066000000002,-50.02189000000003,102.26691500000011,455.21020999999996,1946.657575,-13026.932336,3756.139589,-6356.233736,846.3894249999998,4837.0023360000005,548.699411,1693.893736,230.874,-4777.731,104.39300000000003,-3818.745,0.0,0.0,0.0,0.0,161.595235,-460.6737260000001,338.86250400000006,-844.110026,158.411765,-356.544274,59.854495999999955,367.6590259999999,172.43099999999998,937.225,276.515,251.9890000000001,0.0,0.0,0.0,0.0,228.783,60.148099999999886,344.0289999999998,-801.7965,475.767,5243.568899999999,386.57800000000003,871.0244999999995,833.7189999999999,-7834.254,1596.076,-1340.3390000000004,0.0,0.0,0.0,0.0,228.81833999999998,-1481.09841,1078.9470850000002,471.0577900000002,171.84266,-433.10558999999995,67.034915,386.31321,-44.827,469.94399999999996,-149.16900000000012,-120.29500000000003,0.0,0.0,0.0,0.0,135.264,59.507399999999976,166.486,-153.99480000000005,40.367999999999995,383.0836,35.232,68.89679999999998
2024-08-16,1156.9347590000002,-3877.779802,1080.5748529999996,-3702.2162020000005,1452.6472410000001,5705.492802000001,1131.4381470000003,1676.716202,829.9505630000002,-9108.924887000001,1346.1141309999998,-1397.8840870000004,412.850437,150.617887,325.07786900000013,407.990087,1986.8853219999999,-12986.704588999999,2426.688984,-5100.099989,1865.497678,5856.110589,1456.516016,2084.705989,477.596,-4531.009,216.22400000000002,-2725.5480000000002,0.0,0.0,0.0,0.0,149.73375900000002,-472.53520200000014,198.85285300000004,-568.294802,310.577241,-204.378798,238.59314699999996,288.030802,236.278,1001.072,268.75100000000003,274.0590000000001,0.0,0.0,0.0,0.0,293.327,124.69209999999988,396.7469999999998,-682.4322000000001,1142.07,5909.8719,892.845,1388.6851999999994,597.6719999999999,-8070.3009999999995,1086.435,-1449.8350000000003,0.0,0.0,0.0,0.0,72.81456299999996,-1637.1021870000002,-84.07786899999985,150.0140130000002,336.473437,-268.474813,258.094869,313.213987,-9.108999999999995,505.6619999999999,156.93599999999986,-109.30200000000004,0.0,0.0,0.0,0.0,168.573,92.81639999999997,186.821,11.23909999999998,76.377,419.0926,66.983,94.77589999999998
2024-08-23,1725.690537,-3309.024024,1725.6905369999995,-1616.9979239999998,2360.823463,6613.669024000001,2360.8234630000006,3220.2659240000003,2261.5875950000004,-7677.2878550000005,2261.587595,-774.7072550000003,891.0644050000001,628.831855,891.0644050000002,982.471255,3987.278132,-10986.311779,3987.278132,-2391.704979,3251.887868,7242.500779,3251.887868,4202.736979,621.108,-4387.496999999999,621.108,-1547.0720000000003,0.0,0.0,0.0,0.0,294.603537,-327.66542400000014,294.6035370000001,-242.83472399999997,715.5104630000001,200.554424,715.510463,748.855724,329.477,1094.271,329.477,473.475,0.0,0.0,0.0,0.0,480.502,311.8670999999999,480.5019999999998,-300.5661,1645.313,6413.1149,1645.3129999999999,2471.4100999999996,1548.147,-7119.826,1548.147,-894.7750000000002,0.0,0.0,0.0,0.0,285.59959499999997,-1424.3171550000002,285.59959500000014,-190.41455499999984,768.6704050000001,163.72215500000004,768.670405,801.3515550000001,231.394,746.165,231.39399999999986,238.47299999999996,0.0,0.0,0.0,0.0,196.447,120.69039999999997,196.44699999999997,72.00949999999997,122.394,465.1096,122.394,181.11949999999996
2024-08-30,1613.42209,-3421.2924709999998,1494.8355609999996,-499.8038709999999,2598.56191,6851.407471,1586.5864390000004,3376.8788710000003,1149.4445240000005,-8789.430926,2116.625325,252.33637399999998,718.6774760000001,456.444926,573.5426750000001,769.496626,2762.866614,-12210.723297,3611.460886,-247.46739700000012,3317.239386,7307.852297,2160.1291140000003,4146.375397000001,554.224,-4454.380999999999,709.7950000000001,-1083.8320000000003,0.0,0.0,0.0,0.0,238.76309000000003,-383.5058710000001,129.98156100000006,-117.54477099999995,547.07291,32.116871,464.953439,542.6947710000001,312.75600000000003,1077.55,217.54600000000002,734.54,0.0,0.0,0.0,0.0,507.67900000000003,339.0440999999999,437.5129999999998,-32.967000000000034,2051.489,6819.2909,1121.633,2834.1839999999997,682.3939999999999,-7985.579,1595.8129999999999,-701.8120000000004,0.0,0.0,0.0,0.0,-9.928476000000046,-1719.8452260000001,71.11632500000019,458.1576740000001,576.536476,-28.41177399999995,490.5116750000001,571.6313260000001,126.825,641.5959999999999,102.27699999999986,207.39499999999992,0.0,0.0,0.0,0.0,350.154,274.39739999999995,347.419,288.59579999999994,142.141,484.8566,83.031,197.8652
2024-09-06,25.97366,-3395.3188109999996,845.7125149999995,369.3473890000001,-230.44166,6620.965811,1733.9414850000003,3261.880611,1123.91495,-7665.515976,1120.3851339999999,2182.2947240000003,40.63705,497.081976,547.1038660000002,859.6012760000001,1149.88861,-11060.834687,1966.0976490000003,2551.642113,-189.80461,7118.047687,2281.045351,4121.481887000001,-98.761,-4553.142,224.5890000000001,-627.1270000000002,0.0,0.0,0.0,0.0,95.99366,-287.5122110000001,173.16151500000007,205.65998900000005,40.89234,73.009211,429.55348499999997,631.799011,-25.119,1052.431,115.20599999999999,774.3080000000001,0.0,0.0,0.0,0.0,53.86,392.90409999999986,332.7559999999998,16.506499999999967,-271.334,6547.956899999999,1304.388,2630.0814999999993,614.95,-7370.629,463.625,289.7299999999997,0.0,0.0,0.0,0.0,485.18595,-1234.6592760000003,246.4391340000002,1267.816424,52.90305,24.49127600000005,457.596866,669.4105760000001,23.949,665.545,195.60099999999989,347.84099999999995,0.0,0.0,0.0,0.0,-0.17,274.22739999999993,214.72,276.90729999999996,-12.266,472.5906,89.507,190.1907
2024-09-13,-398.748419,-3820.0408899999998,57.738911999999516,819.46971,287.14841899999993,7138.5558900000005,1433.0630880000003,4414.89429,-1334.0712419999998,-10123.502167999999,-1014.5772809999999,525.181732,47.216242,503.66116800000003,353.04328100000015,1256.4272680000001,-1732.819661,-13943.542958,-956.8383689999996,1344.6514419999999,334.36466099999996,7642.216958,1786.106369,5671.321558000001,-337.549,-4791.929999999999,-260.92099999999994,-301.7820000000002,0.0,0.0,0.0,0.0,29.088581000000005,-354.4172900000001,118.11791200000003,278.8302100000001,2.709418999999997,34.82629,239.20508799999993,939.04379,-92.378,985.172,-15.899999999999999,736.2920000000001,0.0,0.0,0.0,0.0,2.0899999999999963,341.1340999999999,216.44199999999984,106.12949999999995,284.439,7103.729899999999,1193.8580000000002,3475.8504999999996,-1539.057,-9524.636,-1454.335,-1043.3670000000004,0.0,0.0,0.0,0.0,288.56575799999996,-1431.2794680000002,205.8227190000002,953.9935320000002,17.123241999999998,-11.288531999999954,257.186281,1003.8804680000001,-80.74,560.8559999999999,55.19399999999986,306.5129999999999,0.0,0.0,0.0,0.0,-2.84,271.5574,178.74099999999999,308.0422,30.093000000000004,514.9496,95.85700000000001,252.54679999999996
2024-09-20,-759.81092,-4181.103391,-872.0793670000005,413.654909,1233.13592,8084.543391,1470.8743670000003,4716.553091,-102.5380319999997,-8891.968958,-1214.681103,204.754142,270.11303200000003,726.557958,97.72610300000011,1429.503858,-862.3489519999999,-13073.072249,-2086.7604699999993,618.409051,1503.248952,8811.101249,1568.60047,6146.056949000001,-555.953,-5010.334,-622.8369999999999,-594.3690000000001,0.0,0.0,0.0,0.0,-17.036919999999995,-400.5427910000001,-72.87736699999996,172.68190900000005,153.34292,185.459791,-15.094633000000073,1087.298091,-234.563,842.9870000000001,-251.284,574.35,0.0,0.0,0.0,0.0,47.742,386.78609999999986,74.91899999999983,260.99199999999996,1079.7930000000001,7899.0839,1485.9690000000003,3629.254999999999,-731.3340000000001,-8716.913,-1597.087,-807.2990000000004,0.0,0.0,0.0,0.0,520.2179679999999,-1199.6272580000002,224.6898970000002,243.31614200000007,180.027032,151.61525800000004,-12.10689700000006,1160.190858,84.18500000000002,725.781,-20.38400000000013,398.466,0.0,0.0,0.0,0.0,24.393,298.7904,178.1,370.27099999999996,90.08600000000001,574.9426,109.83300000000001,269.313
2024-09-27,-1653.805537,-5075.098008,-1653.8055370000002,-248.98582699999997,2552.631537,9404.039008,2552.631537,6248.450827000001,-2183.273964,-10972.70489,-2183.273964,-310.470315,414.013964,870.45889,414.0139640000001,1538.640315,-3837.0795009999997,-16047.802798,-3837.0795009999993,-559.456142,2966.645501,10274.497798,2966.645501,7787.091142,-1067.237,-5521.6179999999995,-1067.2369999999999,-879.8820000000003,0.0,0.0,0.0,0.0,-164.695537,-548.2014080000001,-164.69553699999994,41.38417300000003,193.135537,225.252408,193.13553699999994,1078.544827,-597.621,479.92900000000003,-597.621,75.70000000000005,0.0,0.0,0.0,0.0,175.748,514.7920999999999,175.74799999999982,513.8119999999999,2359.496,9178.7869,2359.496,5169.905999999999,-1900.8600000000001,-9886.439,-1900.8600000000001,-1489.1160000000004,0.0,0.0,0.0,0.0,-325.3339639999999,-2045.1791900000003,-325.3339639999998,320.2106850000001,227.70996399999999,199.29819000000003,227.70996399999993,1162.412315,-43.570999999999984,598.0249999999999,-43.571000000000126,447.49100000000004,0.0,0.0,0.0,0.0,86.491,360.88839999999993,86.491,410.94399999999996,186.304,671.1606,186.30400000000003,376.228
2024-10-04,374.662236,-4700.435772,-1305.1169610000004,383.18881500000003,-1105.113236,8298.925772,1677.9599610000005,4321.225185,722.025366,-10250.679524,-2585.1635480000004,2010.161021,-501.792366,368.666524,-128.4154519999999,723.8429790000001,1096.687602,-14951.115195999999,-3890.2805089999993,2393.3498360000003,-1606.905602,8667.592196,1549.5445090000003,5045.068164,-166.403,-5688.021,-1134.879,-957.1300000000002,0.0,0.0,0.0,0.0,123.367236,-424.8341720000001,-137.32196099999993,318.77981500000004,-430.033236,-204.78082799999999,-277.79003900000004,386.479185,265.56,745.489,-306.94199999999995,233.245,0.0,0.0,0.0,0.0,152.138,666.9300999999999,274.02599999999984,788.294,-675.08,8503.7069,1955.7500000000005,3934.745999999999,454.446,-9431.993,-2061.3640000000005,215.05699999999968,0.0,0.0,0.0,0.0,163.761366,-1881.417824,-646.7585479999998,960.9580210000001,-457.092366,-257.794176,-282.2854520000001,425.651979,68.392,666.4169999999999,0.871999999999872,347.3,0.0,0.0,0.0,0.0,35.426,396.3144,122.087,486.84599999999995,-44.7,626.4606,153.87,298.191
2024-10-11,75.48090200000001,-4999.617106,-1179.5762160000004,305.21372400000007,-1152.868902,8251.170106,1112.6142160000004,3810.578276,-1711.386582,-12684.091472,-2560.589304,-1205.850277,-616.278418,254.18047199999998,-249.48069599999988,406.46927700000003,-1635.9056799999998,-17683.708478,-3740.165519999999,-900.6365529999994,-1769.14732,8505.350478,863.1335200000001,4217.047553,-575.138,-6096.755999999999,-1304.826,-1214.632,0.0,0.0,0.0,0.0,156.039902,-392.1615060000001,-37.744215999999945,407.374724,-537.530902,-312.27849399999997,-347.10478400000005,104.12027600000003,153.452,633.3810000000001,-351.79099999999994,-27.329000000000008,0.0,0.0,0.0,0.0,341.127,855.9190999999998,514.7849999999999,1139.8,-615.3380000000001,8563.4489,1459.7190000000003,3706.4579999999996,-1223.013,-11109.452000000001,-1584.8159999999998,-1679.1220000000003,0.0,0.0,0.0,0.0,-596.341582,-2641.520772,-1210.2413039999997,-81.47527699999989,-578.941418,-379.643228,-368.3546960000001,120.49727700000003,6.785999999999994,604.8109999999999,43.95499999999986,-14.301999999999971,0.0,0.0,0.0,0.0,101.182,462.07039999999995,190.513,569.049,-37.337,633.8236,118.87400000000001,285.972
