tarih,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a,makas,marjinal,politika_h,kredi_marj,mevduat_marj,beta_ticari_tl,r2_ticari_tl,beta_mevduat_tl,r2_mevduat_tl
2017-01-27,13.25,15.13,16.63,11.46,9.57,10.42,3.6799999999999997,9.516,,3.734,-0.05400000000000027,0.1116605651099504,0.00017112870555990867,0.19279022000501966,0.020720878623869177
2017-02-03,15.08,15.13,16.76,11.41,9.68,10.75,5.4,10.336,,4.744,0.6560000000000006,1.0448529931983652,0.024060602255936092,0.19075588154319678,0.034268265617661164
2017-02-10,14.71,15.21,16.75,11.41,9.9,10.86,4.8100000000000005,10.372,,4.338000000000001,0.47199999999999953,1.0373827074576925,0.023621872687558443,0.1866815451300354,0.03198389561258708
2017-02-17,13.97,15.1,16.66,11.41,9.96,11.0,4.01,10.373999999999999,,3.596000000000002,0.4139999999999979,1.044436280480832,0.023809984215314217,0.18446163433076712,0.031264040151553374
2017-02-24,15.02,14.97,16.71,11.28,9.8,11.09,5.219999999999999,10.376000000000001,,4.643999999999998,0.5760000000000005,0.9811895076434453,0.022301080920103966,0.18887987415751298,0.03265778957491616
2017-03-03,15.5,14.68,16.52,11.0,9.73,10.73,5.77,10.424000000000001,,5.075999999999999,0.6940000000000008,1.1066597729919276,0.030417534440611793,0.18097558098284383,0.030261046595349672
2017-03-10,15.0,14.85,16.74,11.09,9.87,10.94,5.130000000000001,10.675999999999998,,4.324000000000002,0.8059999999999992,0.9815098209271934,0.024716232183135345,0.19978436389566082,0.03739588925490289
2017-03-17,15.21,14.71,16.51,11.13,10.01,11.09,5.200000000000001,10.904,,4.306000000000001,0.8940000000000001,1.0489616134429376,0.029115489683090967,0.2220946564289631,0.04665002574577759
2017-03-24,15.32,14.79,16.66,11.11,10.19,11.3,5.130000000000001,11.304,,4.016,1.1140000000000008,0.9748636970255821,0.027305280123402054,0.2461423869119576,0.06031973200421836
2017-03-31,15.13,14.69,16.67,10.95,10.42,11.49,4.710000000000001,11.34,,3.790000000000001,0.9199999999999999,1.017040990040624,0.02965472086429566,0.2503235654850076,0.06006693110151862
2017-04-07,15.36,14.79,16.82,11.02,10.37,11.49,4.99,11.478,,3.8819999999999997,1.1080000000000005,1.0220928331830517,0.029721670493944363,0.24212872356960885,0.05605002349247212
2017-04-14,15.39,14.96,16.9,11.32,10.64,11.64,4.75,11.486,,3.904,0.8460000000000001,0.9397351394393272,0.025584727599923474,0.22791693191548232,0.04764456430030628
2017-04-21,15.5,15.09,16.84,11.31,10.78,11.83,4.720000000000001,11.484,,4.016,0.7040000000000006,1.000762228494591,0.029110620394871778,0.21032032206485773,0.04071723278706019
2017-04-28,15.69,15.33,16.97,11.45,10.93,12.07,4.76,11.602,,4.087999999999999,0.6720000000000006,0.9944735620338522,0.02842094874097434,0.20842558842422182,0.039297109649653494
2017-05-05,16.26,15.45,17.06,11.4,10.96,12.12,5.300000000000001,11.8675,,4.392500000000002,0.9074999999999989,1.0388665575529417,0.031653290812872714,0.20560505516590127,0.039311881735290655
2017-05-12,15.95,15.55,17.21,11.5,11.39,12.45,4.559999999999999,11.937999999999999,,4.0120000000000005,0.5479999999999983,1.0581935816215424,0.03260041973442107,0.2120391209147821,0.03802793785347003
2017-05-19,15.28,15.6,17.19,11.57,11.38,12.73,3.8999999999999986,11.915,,3.365,0.5349999999999984,1.077664281556864,0.03351879238805788,0.21288429582342744,0.03822792114763007
2017-05-26,13.89,15.85,17.48,11.71,11.62,12.57,2.2700000000000014,11.941999999999998,,1.9480000000000022,0.3219999999999992,0.9562662524062068,0.026944692276148596,0.19903327561799047,0.03252609635575676
2017-06-02,16.44,15.65,17.43,11.63,11.43,12.81,5.010000000000002,11.966,,4.474000000000002,0.5359999999999996,0.9455530857311483,0.025023967517099788,0.2001164947967434,0.03252355136532714
2017-06-09,16.48,15.91,17.53,11.7,11.66,12.56,4.82,11.972,,4.508000000000001,0.3119999999999994,0.9125192919683903,0.02360999086437865,0.19167452527959397,0.02924694041469711
2017-06-16,15.23,15.94,17.48,11.77,11.89,12.94,3.34,11.953999999999999,,3.2760000000000016,0.06399999999999828,1.0273925116321603,0.028983531937042728,0.17860926073262062,0.024720735789002357
2017-06-23,16.37,15.84,17.38,11.72,12.15,13.23,4.220000000000001,11.952,,4.418000000000001,-0.1980000000000004,0.9537422994417448,0.024202450312877155,0.1517379454825835,0.017507643499148462
2017-06-30,16.29,15.82,16.92,11.78,12.05,13.07,4.239999999999998,11.956666666666665,,4.333333333333334,-0.09333333333333549,0.9825252159245156,0.025518823293349424,0.1609749106557643,0.019403704617976247
2017-07-07,16.93,16.06,17.53,11.75,11.94,13.06,4.99,11.958000000000002,,4.971999999999998,0.01800000000000246,0.9990896845841325,0.026905099649995434,0.14714837896012348,0.01872026003739835
2017-07-14,17.0,16.1,17.62,12.02,11.94,12.91,5.0600000000000005,11.943999999999999,,5.056000000000001,0.0039999999999995595,0.8178971730790241,0.02020065272714433,0.17658296530153453,0.029058009005263563
2017-07-21,16.75,16.05,17.45,12.17,11.87,12.7,4.880000000000001,11.94,,4.8100000000000005,0.07000000000000028,0.9406748709051834,0.026677837439437968,0.16208793489749196,0.024561548056740046
2017-07-28,16.78,16.07,17.57,12.12,11.81,12.91,4.970000000000001,11.946,,4.834000000000001,0.13599999999999923,0.9671533888546388,0.027956329013376968,0.1618841406964231,0.024200297019440042
2017-08-04,16.94,16.05,17.74,12.08,11.86,12.73,5.080000000000002,11.978,,4.9620000000000015,0.11800000000000033,0.9732706889535414,0.028294059783767755,0.1602792306798491,0.023711603718591268
2017-08-11,15.47,16.33,17.77,12.49,11.93,12.79,3.540000000000001,11.972,,3.498000000000001,0.041999999999999815,1.0558077355529198,0.03191840087254394,0.1553267563603592,0.022260528330879326
2017-08-18,15.57,16.68,18.0,12.7,11.98,12.89,3.59,11.968,,3.6020000000000003,-0.012000000000000455,1.0292541435785008,0.030448572342554048,0.15619814237495272,0.022530634061547428
2017-08-25,15.94,16.62,18.11,12.69,11.89,12.83,4.049999999999999,11.976,,3.9639999999999986,0.0860000000000003,0.8192907106446086,0.021278293736143095,0.16587087090394617,0.024971101735343892
2017-09-01,17.08,17.74,18.26,12.96,11.6,12.56,5.479999999999999,11.986666666666666,,5.093333333333332,0.3866666666666667,0.9886163744425885,0.035281832284674075,0.16048626014973447,0.022762888711289064
2017-09-08,16.95,16.68,18.05,12.67,11.74,12.67,5.209999999999999,12.004999999999999,,4.945,0.2649999999999988,0.9661868293905379,0.03377094977196082,0.17153114764022945,0.026578721895115565
2017-09-15,14.82,16.62,18.03,12.89,11.93,12.76,2.8900000000000006,11.996,,2.824,0.06600000000000072,0.854970406502408,0.028681351229074004,0.11301010721326016,0.014379813792723017
2017-09-22,16.63,16.74,18.22,12.94,11.97,12.89,4.659999999999998,11.994,,4.635999999999999,0.023999999999999133,0.927549419249085,0.037433623294578666,0.14792066037662105,0.031790628940431165
2017-09-29,16.65,16.53,18.26,12.88,12.15,13.08,4.499999999999998,11.986,,4.663999999999998,-0.1639999999999997,0.917213944927808,0.03647335897677695,0.13264713878713347,0.025203674799905484
2017-10-06,16.92,17.02,18.43,13.04,11.74,13.1,5.1800000000000015,11.968,,4.952000000000002,0.22799999999999976,0.9261710810613557,0.03713958558334707,0.14921921082993597,0.027423415183749134
2017-10-13,16.73,16.98,18.53,13.04,11.94,12.74,4.790000000000001,11.958,,4.772,0.018000000000000682,0.9347713941482076,0.03787515378038475,0.13504310800354855,0.022220262480571296
2017-10-20,16.75,17.06,18.53,13.09,12.02,12.8,4.73,11.956,,4.7940000000000005,-0.06400000000000006,0.9058647127522287,0.03592121576897356,0.12417847688296806,0.01922808361960937
2017-10-27,14.94,17.03,18.66,13.01,12.04,12.86,2.9000000000000004,11.958,,2.9819999999999993,-0.08199999999999896,1.0009188691779363,0.04010073641899181,0.12543495164070734,0.01964208038435933
2017-11-03,16.97,16.96,18.68,13.06,11.96,13.02,5.009999999999998,11.96,,5.009999999999998,0.0,0.9044024498895521,0.029684151536024772,0.130516558058357,0.02103367029056702
2017-11-10,16.06,17.2,18.88,13.11,12.01,12.98,4.049999999999999,11.952,,4.107999999999999,-0.05799999999999983,0.9026425453681165,0.0300613715423248,0.12403004625967529,0.01930728092479117
2017-11-17,15.43,17.27,18.85,13.16,12.14,13.0,3.289999999999999,11.952,,3.4779999999999998,-0.1880000000000006,0.944273267419303,0.03260630968244804,0.11573615426408725,0.016834349711140062
2017-11-24,16.67,17.19,18.76,13.14,12.17,13.04,4.500000000000002,12.148,,4.522000000000002,-0.02200000000000024,1.0228665129242678,0.037301603471382005,0.11822543845196258,0.018226169513116952
2017-12-01,17.14,17.27,18.97,13.25,12.07,13.04,5.07,12.25,,4.890000000000001,0.17999999999999972,0.9686054722671432,0.03291312555804349,0.11372788291140122,0.016207052402727018
2017-12-08,17.11,17.44,19.27,13.14,12.15,13.28,4.959999999999999,12.25,,4.859999999999999,0.09999999999999964,0.969280527100106,0.03312210211780997,0.11184568636471807,0.015784185223792102
2017-12-15,15.65,17.94,19.44,13.62,12.22,13.42,3.4299999999999997,12.35,,3.3000000000000007,0.129999999999999,0.8956039247548383,0.027320823738476552,0.10283136075185689,0.013605819736892899
2017-12-22,17.26,18.09,19.58,13.83,12.59,13.62,4.670000000000002,12.75,,4.510000000000002,0.16000000000000014,1.1737667040221909,0.04760089408815993,0.1627721893706564,0.033668734842451586
2017-12-29,17.57,17.85,19.52,13.78,12.75,13.85,4.82,12.75,,4.82,0.0,1.1774760667864697,0.04794311272735996,0.15641328177474872,0.030849580474312854
2018-01-05,17.97,18.55,19.86,14.29,12.19,13.44,5.779999999999999,12.75,,5.219999999999999,0.5600000000000005,1.1292232527061894,0.04432488512444965,0.1788684847503926,0.03189685665107678
2018-01-12,17.6,18.59,20.15,13.89,12.32,13.55,5.280000000000001,12.75,,4.850000000000001,0.4299999999999997,1.149349195091905,0.045891301809412255,0.17123252484737364,0.029506772425556438
2018-01-19,17.69,18.59,19.89,14.3,12.39,13.4,5.300000000000001,12.75,,4.940000000000001,0.35999999999999943,1.3436974524190428,0.049088657372773015,0.2161896272104386,0.03675134213734932
2018-01-26,14.91,18.69,20.16,14.08,12.32,13.34,2.59,12.75,,2.16,0.4299999999999997,2.25709765612106,0.10374110179109142,0.2510237259304554,0.04183522728526923
2018-02-02,17.89,18.83,20.14,14.55,12.4,13.58,5.49,12.75,,5.140000000000001,0.34999999999999964,1.835065088370396,0.02872829619228645,0.4528599771154089,0.0629635766430241
2018-02-09,17.95,19.02,20.27,14.68,12.47,13.53,5.479999999999999,12.75,,5.199999999999999,0.27999999999999936,1.818924694715889,0.028428053677421516,0.4526752905948788,0.06428028155286936
2018-02-16,16.46,18.93,20.14,14.8,12.37,13.44,4.090000000000002,12.75,,3.710000000000001,0.3800000000000008,1.8896607318953358,0.02979850549449048,0.46701938999842996,0.06752697125759011
2018-02-23,17.77,18.88,20.16,14.7,12.51,13.43,5.26,12.75,,5.02,0.2400000000000002,1.8613913259895887,0.028644485077937376,0.44043077317556284,0.06142302883090933
2018-03-02,18.06,18.45,19.7,14.64,12.24,13.24,5.8199999999999985,12.75,,5.309999999999999,0.5099999999999998,1.8301102033135643,0.027860014645165854,0.4679914162675169,0.06597166218525097
2018-03-09,17.66,18.69,19.98,14.85,12.48,13.48,5.18,12.75,,4.91,0.2699999999999996,2.2875694208257737,0.03995705128005311,0.4520714937445208,0.055483196837410764
2018-03-16,16.46,18.8,19.94,14.87,12.56,13.65,3.9000000000000004,12.75,,3.710000000000001,0.1899999999999995,2.5059884940396993,0.043271827213791414,0.44595693375079487,0.05014430648922852
2018-03-23,17.47,18.66,19.86,14.62,12.67,13.54,4.799999999999999,12.75,,4.719999999999999,0.08000000000000007,3.4547323518601054,0.05549964299664567,0.47878419044830034,0.03992049127400876
2018-03-30,17.79,18.56,19.74,14.96,12.81,13.72,4.979999999999999,12.75,,5.039999999999999,-0.0600000000000005,3.42799967073659,0.05475444216590797,0.4636413308334172,0.03808501371438866
2018-04-06,17.7,18.76,19.96,14.97,12.52,13.54,5.18,12.75,,4.949999999999999,0.23000000000000043,3.5132549938548463,0.055189436803138814,0.55106953414967,0.04861203917904966
2018-04-13,17.39,18.74,19.98,14.6,12.63,13.49,4.76,12.75,,4.640000000000001,0.11999999999999922,3.5389068663662315,0.05595341463297421,0.5577326089695271,0.0512512298529465
2018-04-20,17.5,18.9,20.01,14.91,12.72,13.86,4.779999999999999,12.75,,4.75,0.02999999999999936,3.540685001507465,0.055989549088413804,0.5629694769793325,0.052435839574406895
2018-04-27,16.13,18.81,19.96,14.84,12.63,13.45,3.4999999999999982,13.125,,3.004999999999999,0.4949999999999992,1.2618231180384438,0.009664537306435239,0.26531036551199244,0.01628443743030239
2018-05-04,18.07,18.82,20.07,14.53,12.66,13.77,5.41,13.5,,4.57,0.8399999999999999,2.2479028906481875,0.03384416748863739,0.2279287935083944,0.013950645891502744
2018-05-11,17.23,19.15,20.22,14.82,12.82,13.82,4.41,13.5,,3.7300000000000004,0.6799999999999997,2.3389054604259556,0.03624937225711011,0.18478421713249857,0.009993555695082645
2018-05-18,16.92,18.3,20.21,13.15,12.94,13.92,3.980000000000002,13.5,,3.4200000000000017,0.5600000000000005,2.2896523676225256,0.034780772016218875,0.1749801520737431,0.008884875593459185
2018-05-25,19.45,18.02,20.25,13.01,13.27,14.17,6.18,14.7,,4.75,1.4299999999999997,2.1547272643634185,0.1148571677548007,0.23888654306916687,0.06342996841490722
2018-06-01,21.25,18.02,20.73,13.02,13.64,14.49,7.609999999999999,16.5,,4.75,2.8599999999999994,1.4468294462203481,0.14412541068104512,0.20776839813658896,0.12329878571893571
2018-06-08,21.24,18.91,22.79,13.06,14.51,15.33,6.729999999999999,16.54,,4.699999999999999,2.0299999999999994,1.4482834841199654,0.14426692383925466,0.202889893828146,0.0849468943804802
2018-06-15,22.73,19.74,24.26,13.16,15.21,16.4,7.52,17.38,,5.350000000000001,2.169999999999998,1.4636932287698345,0.16397284885527086,0.27547902911745303,0.1496727259759224
2018-06-22,23.57,19.58,23.89,13.11,15.9,16.93,7.67,17.756,,5.814,1.8559999999999999,1.5026367956041293,0.17604233788465762,0.3073133178566965,0.16673206759033843
2018-06-29,23.54,19.61,23.87,13.14,16.21,17.35,7.329999999999998,17.759999999999998,,5.780000000000001,1.5499999999999972,1.501624548548181,0.17585930440740727,0.2991315779738559,0.1567564331994008
2018-07-06,23.96,20.01,24.4,13.46,15.99,16.99,7.970000000000001,17.75,,6.210000000000001,1.7599999999999998,1.5047973453002812,0.17713275194212263,0.3018645893881352,0.1569704207310164
2018-07-13,24.02,22.43,24.88,15.79,16.33,17.4,7.690000000000001,17.752000000000002,,6.267999999999997,1.4220000000000041,1.5058589147615538,0.1772552800289816,0.2949148053315509,0.14688301906432932
2018-07-20,24.33,24.12,25.13,18.76,16.38,17.37,7.949999999999999,17.75,,6.579999999999998,1.370000000000001,1.4940102363922743,0.17477576414081963,0.2923467074703529,0.14537003275646676
2018-07-27,21.54,24.49,25.43,19.43,16.76,17.91,4.779999999999998,17.75,,3.789999999999999,0.9899999999999984,1.5522473615110564,0.16804698940386464,0.2833164487679514,0.13398850829823372
2018-08-03,25.07,24.82,25.59,19.97,16.45,17.62,8.620000000000001,17.75,,7.32,1.3000000000000007,1.4806741498719802,0.1330800957717515,0.2906788266347707,0.1345421580413586
2018-08-10,26.06,25.86,26.73,19.99,16.83,18.02,9.23,17.772,,8.288,0.9420000000000002,1.4328912973890466,0.12746228958638695,0.28574014453837543,0.12676384773870164
2018-08-17,28.99,28.17,29.9,20.21,17.69,18.74,11.299999999999997,18.198,,10.791999999999998,0.5079999999999991,1.5617878593692478,0.14184310032748704,0.32335272737823684,0.1414739029328015
2018-08-24,30.52,31.11,31.6,11.64,16.64,17.47,13.879999999999999,19.25,,11.27,2.6099999999999994,1.5411554003383587,0.15660323182341163,0.10840344201000349,0.013900473782860634
2018-08-31,32.46,29.82,30.29,23.15,18.48,19.5,13.98,19.25,,13.21,0.7699999999999996,1.5212734840648847,0.14952413087294192,0.061803487365212725,0.002953750836411473
2018-09-07,32.81,32.04,33.82,22.77,19.41,20.64,13.400000000000002,19.25,,13.560000000000002,-0.16000000000000014,1.5107575685704848,0.14785283861041654,0.04428714254669018,0.0014098961647843744
2018-09-14,34.54,33.7,35.42,24.25,22.16,23.33,12.379999999999999,20.2,24.0,14.34,-1.9600000000000009,1.4804301353567686,0.16287263687262887,0.339042077264178,0.051627095358486974
2018-09-21,35.99,35.5,37.86,25.7,24.99,27.2,11.000000000000004,24.012,24.0,11.978000000000002,-0.977999999999998,0.7220046809002026,0.11281311931765248,0.5878133038395318,0.3111468760686449
2018-09-28,36.17,37.03,38.53,28.0,23.95,25.4,12.220000000000002,24.048000000000002,24.0,12.122,0.09800000000000253,0.7203492804236066,0.1122953922961446,0.600202528746371,0.3018852838779641
2018-10-05,35.4,37.79,39.03,29.06,23.94,25.26,11.459999999999997,24.006,24.0,11.393999999999998,0.06599999999999895,0.7342677182373935,0.11515180908477618,0.595111599388152,0.30143628358370345
2018-10-12,36.05,38.27,39.36,28.59,24.11,25.22,11.939999999999998,24.003999999999998,24.0,12.046,-0.10600000000000165,0.7243577792787345,0.11231254714776873,0.5955621547268134,0.30179734315104767
2018-10-19,34.53,37.71,38.72,28.86,24.09,25.2,10.440000000000001,24.002000000000002,24.0,10.527999999999999,-0.08799999999999741,0.7423816442978153,0.1138116874302002,0.5967325355722085,0.3024611037736561
2018-10-26,28.51,36.96,37.77,29.28,24.3,25.58,4.210000000000001,24.003999999999998,24.0,4.506000000000004,-0.2960000000000029,0.7908111559970109,0.09445709506490163,0.5945468806499172,0.3008280091183059
2018-11-02,32.36,36.47,37.29,29.05,23.28,24.47,9.079999999999998,24.0,24.0,8.36,0.7199999999999989,0.7686992720459023,0.08316552803009514,0.6056474240831431,0.29391409141195446
2018-11-09,32.14,36.2,37.13,28.4,23.49,24.39,8.650000000000002,24.0,24.0,8.14,0.5100000000000016,0.7603529297226675,0.08204642596577494,0.603837614737914,0.29244009367527823
2018-11-16,26.36,35.35,36.24,28.77,22.98,23.86,3.379999999999999,24.0,24.0,2.3599999999999994,1.0199999999999996,0.8201244643429282,0.07613729284652238,0.6112655336033445,0.29357053182879556
2018-11-23,30.04,34.4,35.13,28.55,23.06,23.92,6.98,24.0,24.0,6.039999999999999,0.9400000000000013,0.7801362016109841,0.06506356026263627,0.610865778735109,0.29412371663961945
2018-11-30,28.63,33.78,34.7,28.38,23.02,23.99,5.609999999999999,24.0,24.0,4.629999999999999,0.9800000000000004,0.7988435990231497,0.06738417315824685,0.6106701789063179,0.29485265798906124
2018-12-07,29.29,34.13,34.61,28.02,22.0,23.14,7.289999999999999,24.003999999999998,24.0,5.286000000000001,2.003999999999998,0.7912232140730125,0.06605684510846255,0.6228811576048882,0.2898852803767664
2018-12-14,28.87,33.62,34.17,27.84,22.23,23.08,6.640000000000001,24.0,24.0,4.870000000000001,1.7699999999999996,0.7867375966170593,0.06628930627075547,0.6205410087627219,0.288380506559482
2018-12-21,27.81,32.77,33.21,28.04,22.24,23.08,5.57,24.0,24.0,3.8099999999999987,1.7600000000000016,0.7878632585577262,0.06662069882820776,0.6203848273881101,0.28847462282444203
2018-12-28,27.23,31.74,32.35,27.39,22.51,23.59,4.719999999999999,24.009999999999998,24.0,3.2200000000000024,1.4999999999999964,0.7972287298498135,0.06798683859921628,0.6193721873256403,0.2874062865400532
2019-01-04,27.62,31.94,32.35,27.7,21.71,22.85,5.91,24.015,24.0,3.6050000000000004,2.3049999999999997,0.797472282121617,0.06802265379120176,0.6217797057396834,0.28519789080553326
2019-01-11,25.98,32.28,32.75,26.46,21.41,22.38,4.57,24.0,24.0,1.9800000000000004,2.59,0.8122361855625349,0.06948131985836925,0.6265601583466258,0.28730297432873064
2019-01-18,26.81,29.78,30.03,25.79,20.87,21.66,5.939999999999998,24.0,24.0,2.8099999999999987,3.129999999999999,0.8042720086198413,0.067971679737166,0.6331252231237108,0.2881847998271876
2019-01-25,24.7,27.97,28.12,24.93,20.6,21.45,4.099999999999998,24.016,24.0,0.684000000000001,3.415999999999997,0.7954959472603615,0.06772037093465522,0.6351468712242401,0.2885648441040892
2019-02-01,24.45,26.52,26.61,24.65,20.28,21.16,4.169999999999998,24.0,24.0,0.4499999999999993,3.719999999999999,0.8303221603065642,0.07700561765338465,0.6396061700489938,0.29045786736322765
2019-02-08,24.08,26.69,26.9,23.55,20.17,21.13,3.9099999999999966,24.0,24.0,0.0799999999999983,3.8299999999999983,0.8349498749861763,0.07776344062020679,0.6415433529381337,0.29159039424823163
2019-02-15,21.28,26.31,26.65,22.26,19.83,20.64,1.4500000000000028,24.0,24.0,-2.719999999999999,4.170000000000002,0.8490482615682506,0.07786441951530343,0.6441262634569872,0.2921354564106766
2019-02-22,23.11,25.18,25.51,21.47,19.88,20.68,3.2300000000000004,24.0,24.0,-0.8900000000000006,4.120000000000001,0.8434519554440689,0.07621431663178002,0.6450948549015575,0.29292680102344226
2019-03-01,23.09,24.44,24.76,20.71,19.63,20.48,3.460000000000001,24.0,24.0,-0.9100000000000001,4.370000000000001,0.8467882148642538,0.07682739573680841,0.6448796123583194,0.29289624120804725
2019-03-08,23.01,22.76,23.06,18.55,19.43,20.62,3.580000000000002,24.0,24.0,-0.9899999999999984,4.57,0.8433443341724497,0.07629218556708406,0.6496149483095507,0.2961371824912119
2019-03-15,21.07,22.33,23.08,17.28,19.69,20.63,1.379999999999999,24.0,24.0,-2.9299999999999997,4.309999999999999,0.8513083082722477,0.07673049188497161,0.6476777654204107,0.2942456249382721
2019-03-22,23.11,22.25,23.21,17.15,19.62,20.45,3.4899999999999984,24.0,24.0,-0.8900000000000006,4.379999999999999,0.8402233172955018,0.07360612321662319,0.6496149483095506,0.29557999845754
2019-03-29,24.33,22.07,23.45,17.1,19.9,20.5,4.43,24.814,24.0,-0.48400000000000176,4.9140000000000015,0.8620812710157397,0.07815647652864766,0.6443842576352722,0.2949295723844645
2019-04-05,25.35,22.92,24.83,17.12,19.81,20.78,5.540000000000003,25.5,24.0,-0.14999999999999858,5.690000000000001,0.8726828372391785,0.08035081454452331,0.6299458283483187,0.285143661198512
2019-04-12,24.77,23.88,25.41,17.13,19.87,20.5,4.899999999999999,24.568,24.0,0.20199999999999818,4.698,0.854228511766927,0.08176021646045095,0.5961522663636192,0.2715904909294171
2019-04-19,26.51,24.37,26.29,17.2,21.13,21.97,5.380000000000003,24.112000000000002,24.0,2.3979999999999997,2.982000000000003,0.7897221899697712,0.07029162105688769,0.5507032893834075,0.22640192638871381
2019-04-26,21.93,26.12,27.21,19.35,21.35,21.93,0.5799999999999983,24.009999999999998,24.0,-2.0799999999999983,2.6599999999999966,0.8648057883984517,0.07679226317418997,0.5499374654376408,0.2269921525622307
2019-05-03,26.78,26.68,27.82,19.87,21.55,22.32,5.23,24.0,24.0,2.780000000000001,2.4499999999999993,0.8050411884251043,0.06126264216231203,0.5502591925577924,0.22758022748595974
2019-05-10,26.79,26.98,28.36,19.85,22.17,22.9,4.619999999999997,24.058,24.0,2.7319999999999993,1.8879999999999981,0.7976305653492316,0.060342027889133676,0.5477393875365475,0.22381191754545793
2019-05-17,25.34,27.82,29.25,19.83,22.34,22.87,3.0,25.146,24.0,0.19399999999999906,2.806000000000001,0.7067174155776421,0.048402362283474165,0.5297043344893005,0.21608117181614295
2019-05-24,27.99,28.89,29.99,20.85,22.7,23.1,5.289999999999999,24.886000000000003,24.0,3.1039999999999957,2.1860000000000035,0.5732607316591377,0.03072348092170496,0.5373615679076104,0.21497774784722468
2019-05-31,26.87,28.86,29.74,21.86,22.72,23.28,4.150000000000002,24.046,24.0,2.8240000000000016,1.3260000000000005,0.548813652732889,0.026225850688004093,0.572446465499759,0.2261742563018505
2019-06-07,27.89,28.95,29.22,21.19,21.93,22.42,5.960000000000001,24.0,24.0,3.8900000000000006,2.0700000000000003,0.539198756084605,0.025261140929351833,0.5840582025914823,0.2326697541118773
2019-06-14,27.64,29.08,29.66,21.89,22.93,23.86,4.710000000000001,24.032,24.0,3.6080000000000005,1.1020000000000003,0.5059320989556914,0.021881238955646976,0.5743734278620402,0.21671842593981516
2019-06-21,27.22,28.42,29.1,21.92,22.73,23.27,4.489999999999998,23.838,24.0,3.381999999999998,1.1080000000000005,0.5033969858434826,0.02173053300824812,0.5717786667208246,0.2164626840861006
2019-06-28,27.31,27.86,28.53,22.23,22.89,23.55,4.419999999999998,23.848,24.0,3.4619999999999997,0.9579999999999984,0.5027651295800116,0.021675512873836178,0.5726626844810717,0.21734257837350301
2019-07-05,26.26,27.76,28.32,21.65,22.26,23.33,4.0,23.868000000000002,24.0,2.3919999999999995,1.6080000000000005,0.5105445255080401,0.02224057901529808,0.5743160461248421,0.2153483936743933
2019-07-12,25.47,27.12,27.62,21.36,21.85,22.6,3.6199999999999974,23.880000000000003,24.0,1.5899999999999963,2.030000000000001,0.5150563592858898,0.02256802776182021,0.5784122420433215,0.21684968288610673
2019-07-19,24.04,26.46,26.9,20.74,21.69,22.26,2.349999999999998,23.88,24.0,0.16000000000000014,2.1899999999999977,0.5252378072610178,0.023273960638848346,0.5796442538016395,0.21730389866571942
2019-07-26,19.79,26.34,26.78,20.49,20.09,20.85,-0.3000000000000007,23.396,19.75,-3.6060000000000016,3.306000000000001,0.6240342196154596,0.03204534557557914,0.6204561045996232,0.23278420430314561
2019-08-02,21.96,24.41,24.84,18.45,18.75,19.26,3.210000000000001,20.0,19.75,1.9600000000000009,1.25,0.16590243877441377,0.0037084736052919176,0.5388183907472496,0.2643146757368451
2019-08-09,20.86,21.35,22.65,13.64,18.31,18.7,2.5500000000000007,19.636000000000003,19.75,1.2239999999999966,1.326000000000004,0.17821104291467044,0.004302338393042282,0.5421948154689229,0.2681570085204209
2019-08-16,15.48,20.96,22.88,12.95,17.82,17.86,-2.34,19.59,19.75,-4.109999999999999,1.7699999999999996,0.15373271627722626,0.0029735348090175195,0.5356665347280007,0.26390343237888525
2019-08-23,20.33,19.83,22.69,12.84,17.51,17.97,2.8199999999999967,19.580000000000002,19.75,0.7499999999999964,2.0700000000000003,0.09700398707450789,0.0010529036718613938,0.5888863569464241,0.31761146482613434
2019-08-30,20.07,19.28,22.38,12.88,17.01,17.41,3.0599999999999987,19.59,19.75,0.4800000000000004,2.5799999999999983,0.09743957831096024,0.0010801937272012507,0.5892079618123258,0.35008932481157007
2019-09-06,20.3,19.1,21.96,12.9,16.62,17.31,3.6799999999999997,19.598,19.75,0.7020000000000017,2.977999999999998,0.09758385558003636,0.0010838899895641019,0.589396959403901,0.35975026595776827
2019-09-13,18.9,18.93,21.55,12.95,15.66,16.69,3.2399999999999984,19.16,16.5,-0.26000000000000156,3.5,0.05361186536544774,0.00032276970795597215,0.5274142303244378,0.37011020986796894
2019-09-20,17.65,17.57,18.54,13.02,14.71,14.91,2.9399999999999977,16.490000000000002,16.5,1.1599999999999966,1.7800000000000011,-0.12867209157954554,0.0013598950582131009,0.2974806963877238,0.1332958660930983
2019-09-27,15.49,17.41,18.64,13.06,14.56,14.78,0.9299999999999997,16.298,16.5,-0.807999999999998,1.7379999999999978,-0.12979006189117917,0.0013672356036243949,0.30478725502564435,0.1468754255604342
2019-10-04,16.89,17.26,18.42,13.11,13.83,14.19,3.0600000000000005,16.314,16.5,0.5760000000000005,2.484,-0.11474595445172005,0.0010578563330607693,0.29973370133389,0.13954844690321344
2019-10-11,15.48,17.22,18.33,13.12,13.68,13.97,1.8000000000000007,16.204,16.5,-0.7240000000000002,2.524000000000001,-0.12340662726237751,0.0012223940553173218,0.29766698168235495,0.1387882054274775
