tarih,fon_top,fon_ihale,fon_kot_repo,fon_kot_depo,fon_glp,ste_top,ste_ihale,ste_kot,ste_liksen,net_fonlama,serbest_mevduat,gun_basi_likidite,fon_kot_diger,ste_diger,politika,koridor_alt,koridor_ust,glp_satis,tlref,bist_on,aofm_ham,aofm_gecerli,aofm,aosm_kalan,aosm_oni_tutar,aosm_1hi_faiz5,aosm,aosm_gecerli,rejim_fonlama,marjinal_faiz,marjinal_kaynak,spread_tlref_politika,spread_aofm_politika,spread_tlref_aofm,spread_marjinal_politika,koridor_bant,konum_tlref,konum_aofm,konum_marjinal,aofm_koridor_ustu,aofm_koridor_alti,koridor_asimetri,kur,swap_alim_usd,swap_satim_usd,swap_alim_tl,swap_satim_tl,swap_tcmb_piy,swap_bist,swap_gelenek,swap_miktar,swap_altin_piy,swap_altin_ihale,swap_net_tl,tcmb_tl_saglama,api_ve_swap_alim,swap_pay,zk_bloke,ab_serbest_mev,emisyon,rezerv_para,mb_parasi,ab_api,kamu_mevduati,bankalar_mevduati
2011-01-03,8000.0,8000.0,,,,543.0,,543.0,,7457.0,26797.7,24429.9,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.541599988937378,,,,,,,,,,,,,7457.0,,0.0,24699.495,48295.08,73151.85,70753.41,-7466.976,5068.536,24699.495
2011-01-04,6000.0,6000.0,,,,1064.2,,1064.2,,4935.8,24691.2,23133.3,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5543999671936035,,,,,,,,,,,,,4935.8,,0.0,22574.872,47942.443,70644.348,70825.11,-4943.279,5124.041,22574.872
2011-01-05,4000.0,4000.0,,,,646.4,,646.4,,3353.6,22566.9,22041.5,0.0,0.0,,1.5,9.0,12.0,,,6.5,False,,,,,,False,True,,yok,,,,,7.5,,,,,,,1.53849995136261,,,,,,,,,,,,,3353.6,,0.0,21305.001,48048.408,69464.48,70914.379,-3358.585,4808.485,21305.001
2011-01-06,5000.0,5000.0,,,,897.7,,897.7,,4102.3,21297.0,20917.2,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5430999994277954,,,,,,,,,,,,,4102.3,,0.0,21919.93,48105.77,70129.721,70993.901,-4108.531,4972.71,21919.93
2011-01-07,8000.0,8000.0,,,,37.0,,37.0,,7963.0,21911.9,19707.2,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5513999462127686,,,,,,,,,,,,,7963.0,,0.0,24906.188,48730.785,73739.315,71068.423,-7972.972,5302.08,24906.188
2011-01-10,9000.0,9000.0,,,,33.5,,33.5,,8966.5,24898.1,24335.5,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5707000494003296,,,,,,,,,,,,,8966.5,,0.0,25808.703,48254.659,74183.121,71154.405,-8977.72,5949.004,25808.703
2011-01-11,10000.0,10000.0,,,,47.5,,47.5,,9952.5,25800.5,25758.9,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5752999782562256,,,,,,,,,,,,,9952.5,,0.0,27282.55,47702.078,75098.136,71220.386,-9964.965,6087.214,27282.55
2011-01-12,11000.0,11000.0,,,,18.3,,18.3,,10981.7,27274.5,29577.6,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.575700044631958,,,,,,,,,,,,,10981.7,,0.0,30914.765,47466.193,78493.149,71031.318,-10995.411,3533.58,30914.765
2011-01-13,9000.0,9000.0,,,,19.3,,19.3,,8980.7,30906.6,31979.3,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.559399962425232,,,,,,,,,,,,,8980.7,,0.0,32417.555,47639.82,80179.443,72664.134,-8991.918,1476.61,32417.555
2011-01-14,4000.0,4000.0,,,,18.5,,18.5,,3981.5,32409.5,26616.8,0.0,0.0,,1.5,9.0,12.0,,,6.5,False,,,,,,False,True,,yok,,,,,7.5,,,,,,,1.5455000400543213,,,,,,,,,,,,,3981.5,,0.0,25176.726,49818.166,75122.474,72336.816,-3986.485,1200.827,25176.726
2011-01-17,6000.0,6000.0,,,,20.9,,20.9,,5979.1,25168.6,24931.9,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5496000051498413,,,,,,,,,,,,,5979.1,,0.0,28401.91,49260.154,77788.464,72567.715,-5986.579,765.83,28401.91
2011-01-18,8000.0,8000.0,,,,18.2,,18.2,,7981.8,28393.9,28009.1,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.539800047874451,,,,,,,,,,,,,7981.8,,0.0,31754.157,48481.645,80333.764,73073.353,-7991.776,731.363,31754.157
2011-01-19,10000.0,10000.0,,,,20.4,,20.4,,9979.6,31745.4,30021.0,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5370999574661257,,,,,,,,,,,,,9979.6,,0.0,34117.346,48128.361,82346.27,73495.184,-9992.067,1140.981,34117.346
2011-01-20,11000.0,11000.0,,,,26.4,,26.4,,10973.6,34109.2,32252.3,0.0,0.0,,1.5,9.0,12.0,,,6.5,True,6.5,,,,,False,True,6.5,AOFM,,,,,7.5,,0.6666666666666666,0.6666666666666666,-2.5,-5.0,,1.5471999645233154,,,,,,,,,,,,,10973.6,,0.0,32812.205,48152.174,81070.459,73448.048,-10987.312,3364.901,32812.205
2011-01-21,12000.0,12000.0,,,,12.7,,12.7,,11987.3,32804.0,32425.0,0.0,0.0,,1.5,9.0,12.0,,,6.46,True,6.46,,,,,False,True,6.46,AOFM,,,,,7.5,,0.6613333333333333,0.6613333333333333,-2.54,-4.96,,1.5805000066757202,,,,,,,,,,,,,11987.3,,0.0,33273.676,49170.163,82535.727,73541.148,-12002.166,3007.588,33273.676
2011-01-24,12000.0,12000.0,,,,17.0,,17.0,,11983.0,33259.9,30889.2,0.0,0.0,,1.5,9.0,12.0,,,6.4,True,6.4,,,,,False,True,6.4,AOFM,,,,,7.5,,0.6533333333333334,0.6533333333333334,-2.5999999999999996,-4.9,,1.5693999528884888,,,,,,,,,,,,,11983.0,,0.0,34402.89,48644.571,83156.915,73656.527,-11997.722,2497.334,34402.89
2011-01-25,13000.0,13000.0,,,,33.2,,33.2,,12966.8,34389.1,32168.8,0.0,0.0,,1.5,9.0,12.0,,,6.33,True,6.33,,,,,False,True,6.33,AOFM,,,,,7.5,,0.644,0.644,-2.67,-4.83,,1.5607000589370728,,,,,,,,,,,,,12966.8,,0.0,36603.432,48223.017,84940.288,73770.447,-12982.574,1812.733,36603.432
2011-01-26,14000.0,14000.0,,,,41.3,,41.3,,13958.7,36589.3,34701.6,0.0,0.0,,1.5,9.0,12.0,,,6.27,True,6.27,,,,,False,True,6.27,AOFM,,,,,7.5,,0.6359999999999999,0.6359999999999999,-2.7300000000000004,-4.77,,1.5663000345230105,,,,,,,,,,,,,13958.7,,0.0,39060.261,48062.218,87221.198,73827.377,-13975.531,581.711,39060.261
2011-01-27,16000.0,16000.0,,,,21.3,,21.3,,15978.7,39044.2,37563.5,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.573799967765808,,,,,,,,,,,,,15978.7,,0.0,40654.259,48017.745,88757.722,73905.431,-15997.88,1145.59,40654.259
2011-01-28,19000.0,19000.0,,,,51.7,,51.7,,18948.3,40636.3,30332.5,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.577299952507019,,,,,,,,,,,,,18948.3,,0.0,34416.94,48732.844,83243.067,73972.018,-18971.072,9700.022,34416.94
2011-01-31,21000.0,21000.0,,,,53.0,,53.0,,20947.0,34402.6,33295.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.6100000143051147,,,,,,,,,,,,,20947.0,,0.0,38806.198,48404.666,87302.158,74157.354,-20972.168,7827.365,38806.198
2011-02-01,20000.0,20000.0,,,,33.2,,33.2,,19966.8,38791.7,34502.3,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.604300022125244,,,,,,,,,,,,,19966.8,,0.0,37810.346,47926.426,85832.933,73844.586,-19990.776,8002.428,37810.346
2011-02-02,17000.0,17000.0,,,,155.8,,155.8,,16844.2,37796.3,35720.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5771000385284424,,,,,,,,,,,,,16844.2,,0.0,36078.758,47940.564,84108.796,73937.857,-16864.578,6693.639,36078.758
2011-02-03,15000.0,15000.0,,,,117.3,,117.3,,14882.7,36065.1,32707.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5757999420166016,,,,,,,,,,,,,14882.7,,0.0,33462.349,48097.637,81649.577,73825.142,-14900.683,7076.249,33462.349
2011-02-04,16000.0,16000.0,,,,15.9,,15.9,,15984.1,33448.6,28540.3,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5936000347137451,,,,,,,,,,,,,15984.1,,0.0,33455.065,49170.725,82709.931,73868.788,-16003.281,7162.139,33455.065
2011-02-07,17000.0,17000.0,,,,18.1,,18.1,,16981.9,33447.1,28042.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5835000276565552,,,,,,,,,,,,,16981.9,,0.0,34287.753,48811.017,83212.245,73810.891,-17002.28,7600.926,34287.753
2011-02-08,18000.0,18000.0,,,,20.3,,20.3,,17979.7,34279.8,31226.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5757999420166016,,,,,,,,,,,,,17979.7,,0.0,35680.745,48325.71,84119.632,73870.88,-18001.268,7752.516,35680.745
2011-02-09,19000.0,19000.0,,,,13.6,,13.6,,18986.4,35672.8,35184.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5738999843597412,,,,,,,,,,,,,18986.4,,0.0,37631.739,48059.762,85825.778,73965.694,-19009.173,7149.09,37631.739
2011-02-10,19000.0,19000.0,,,,13.0,,13.0,,18987.0,37617.8,36808.1,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5882999897003174,,,,,,,,,,,,,18987.0,,0.0,37750.576,48130.724,86019.849,73935.315,-19009.773,6925.24,37750.576
2011-02-11,17000.0,17000.0,,,,13.4,,13.4,,16986.6,37736.6,35066.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5918999910354614,,,,,,,,,,,,,16986.6,,0.0,38577.826,48929.274,87636.453,74009.923,-17006.975,3380.446,38577.826
2011-02-14,15000.0,15000.0,,,,17.3,,17.3,,14982.7,38563.9,32393.9,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5859999656677246,,,,,,,,,,,,,14982.7,,0.0,36009.232,49519.952,85656.805,73913.12,-15000.675,3256.99,36009.232
2011-02-15,15000.0,15000.0,,,,16.3,,16.3,,14983.7,35995.8,31595.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.593500018119812,,,,,,,,,,,,,14983.7,,0.0,35396.471,49475.302,84989.083,73994.779,-15001.689,4007.387,35396.471
2011-02-16,17000.0,17000.0,,,,20.0,,20.0,,16980.0,35383.0,33623.7,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5942000150680542,,,,,,,,,,,,,16980.0,,0.0,38203.171,49082.226,87431.564,74081.765,-17000.386,3650.587,38203.171
2011-02-17,19000.0,19000.0,,,,15.9,,15.9,,18984.1,38188.9,37685.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5814000368118286,,,,,,,,,,,,,18984.1,,0.0,40841.908,48904.255,89888.062,74160.572,-19006.884,3279.395,40841.908
2011-02-18,24000.0,24000.0,,,,14.2,,14.2,,23985.8,40827.5,34653.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5738999843597412,,,,,,,,,,,,,23985.8,,0.0,42824.077,49505.854,92462.956,74243.9,-24014.581,5795.525,42824.077
2011-02-21,25000.0,25000.0,,,,17.9,,17.9,,24982.1,42809.6,39458.5,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5743000507354736,,,,,,,,,,,,,24982.1,,0.0,44695.535,48945.179,93723.375,74236.567,-25012.079,5525.27,44695.535
2011-02-22,31000.0,31000.0,,,,16.1,,16.1,,30983.9,44682.0,35692.1,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.589100003242493,,,,,,,,,,,,,30983.9,,0.0,46755.318,48410.689,95242.779,74120.332,-31021.07,9898.623,46755.318
2011-02-23,32000.0,32000.0,,,,46.7,,46.7,,31953.3,46782.0,43656.3,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5985000133514404,,,,,,,,,,,,,31953.3,,0.0,48777.017,48233.797,97121.767,74196.208,-31991.662,9066.103,48777.017
2011-02-24,32000.0,32000.0,,,,45.1,,45.1,,31954.9,48763.7,47172.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.606899976730347,,,,,,,,,,,,,31954.9,,0.0,49878.845,48491.819,98484.621,74272.615,-31993.259,7781.252,49878.845
2011-02-25,29000.0,29000.0,,,,36.4,,36.4,,28963.6,49865.3,40973.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.60099995136261,,,,,,,,,,,,,28963.6,,0.0,45659.367,49615.201,95384.278,74275.384,-28998.358,7889.463,45659.367
2011-02-28,29000.0,29000.0,,,,44.2,,44.2,,28955.8,45645.7,42896.1,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5906000137329102,,,,,,,,,,,,,28955.8,,0.0,48201.783,49318.211,97671.072,74371.546,-28990.56,5691.035,48201.783
2011-03-01,26000.0,26000.0,,,,28.7,,28.7,,25971.3,48177.4,36729.7,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5959999561309814,,,,,,,,,,,,,25971.3,,0.0,44265.328,48715.899,93111.426,74471.408,-26002.449,7362.431,44265.328
2011-03-02,26000.0,26000.0,,,,30.2,,30.2,,25969.8,44251.7,41444.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.614400029182434,,,,,,,,,,,,,25969.8,,0.0,46527.52,48802.218,95603.715,74512.437,-26000.948,4909.671,46527.52
2011-03-03,27000.0,27000.0,,,,20.9,,20.9,,26979.1,46514.2,39572.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.6159000396728516,,,,,,,,,,,,,26979.1,,0.0,43171.131,49115.542,92555.185,74561.288,-27011.445,9017.548,43171.131
2011-03-04,29000.0,29000.0,,,,14.3,,14.3,,28985.7,43157.9,36712.9,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.597100019454956,,,,,,,,,,,,,28985.7,,0.0,42851.756,50758.307,93876.662,74669.495,-29020.441,9813.273,42851.756
2011-03-07,32000.0,32000.0,,,,21.9,,21.9,,31978.1,42838.5,37933.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5979000329971311,,,,,,,,,,,,,31978.1,,0.0,46213.6,50539.431,96924.239,74743.512,-32016.442,9835.716,46213.6
2011-03-08,32000.0,32000.0,,,,26.5,,26.5,,31973.5,46200.3,39148.9,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.597100019454956,,,,,,,,,,,,,31973.5,,0.0,46714.41,50006.585,96803.655,74839.799,-32011.858,10048.002,46714.41
2011-03-09,33000.0,33000.0,,,,20.2,,20.2,,32979.8,46701.1,40754.5,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5882999897003174,,,,,,,,,,,,,32979.8,,0.0,46968.484,49698.321,96781.161,74682.711,-33019.366,10920.915,46968.484
2011-03-10,34000.0,34000.0,,,,16.7,,16.7,,33983.3,46955.2,43175.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.579300045967102,,,,,,,,,,,,,33983.3,,0.0,48270.644,49619.764,97987.023,74755.649,-34024.07,10792.697,48270.644
2011-03-11,32000.0,32000.0,,,,14.5,,14.5,,31985.5,48257.3,43338.7,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5815000534057615,,,,,,,,,,,,,31985.5,,0.0,49085.819,50436.134,99606.232,74539.024,-32023.876,6956.668,49085.819
2011-03-14,31000.0,31000.0,,,,22.5,,22.5,,30977.5,49072.5,41375.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5824999809265137,,,,,,,,,,,,,30977.5,,0.0,47864.01,51041.517,99010.561,74639.689,-31014.667,6643.795,47864.01
2011-03-15,30000.0,30000.0,,,,21.4,,21.4,,29978.6,47850.7,41017.9,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.567399978637695,,,,,,,,,,,,,29978.6,,0.0,47292.864,50909.927,98299.799,74340.607,-30014.564,6055.371,47292.864
2011-03-16,30000.0,30000.0,,,,25.9,,25.9,,29974.1,47279.6,42309.7,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5771000385284424,,,,,,,,,,,,,29974.1,,0.0,48495.54,50586.317,99199.864,74427.06,-30010.055,5237.25,48495.54
2011-03-17,31000.0,31000.0,,,,22.9,,22.9,,30977.1,48482.0,44149.0,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5947999954223633,,,,,,,,,,,,,30977.1,,0.0,50154.764,50550.837,100816.912,74441.338,-31014.246,4638.672,50154.764
2011-03-18,32000.0,32000.0,,,,13.6,,13.6,,31986.4,50141.5,42293.1,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5855000019073486,,,,,,,,,,,,,31986.4,,0.0,48162.735,51441.772,99696.803,74519.62,-32024.745,6847.562,48162.735
2011-03-21,30000.0,30000.0,,,,19.5,,19.5,,29980.5,48149.3,41854.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5765000581741333,,,,,,,,,,,,,29980.5,,0.0,47227.996,50869.006,98222.356,74599.165,-30016.455,6393.264,47227.996
2011-03-22,29000.0,29000.0,,,,18.3,,18.3,,28981.7,47214.4,42643.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5743999481201172,,,,,,,,,,,,,28981.7,,0.0,48064.944,50350.461,98542.106,74670.185,-29016.442,5144.521,48064.944
2011-03-23,27000.0,27000.0,,,,19.2,,19.2,,26980.8,48051.6,43175.6,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.562399983406067,,,,,,,,,,,,,26980.8,,0.0,47491.457,50095.223,97740.577,74750.76,-27013.148,4023.331,47491.457
2011-03-24,25000.0,25000.0,,,,22.3,,22.3,,24977.7,47477.6,42180.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5550999641418457,,,,,,,,,,,,,24977.7,,0.0,46293.065,50108.73,96491.074,74697.495,-25007.652,3214.073,46293.065
2011-03-25,23000.0,23000.0,,,,18.7,,18.7,,22981.3,46279.2,38978.4,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5480999946594238,,,,,,,,,,,,,22981.3,,0.0,42665.759,51280.25,94036.677,74774.765,-23008.857,3746.945,42665.759
2011-03-28,23000.0,23000.0,,,,30.0,,30.0,,22970.0,42652.4,37822.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.556399941444397,,,,,,,,,,,,,22970.0,,0.0,43265.848,50755.598,94117.433,74751.096,-22997.552,3631.214,43265.848
2011-03-29,24000.0,24000.0,,,,17.1,,17.1,,23982.9,43252.2,37223.0,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5591000318527222,,,,,,,,,,,,,23982.9,,0.0,43585.676,50143.501,93816.593,74810.095,-24011.656,5005.159,43585.676
2011-03-30,25000.0,25000.0,,,,40.1,,40.1,,24959.9,43571.7,40385.7,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5546000003814695,,,,,,,,,,,,,24959.9,,0.0,45534.519,49847.002,95517.358,74879.186,-24989.862,4351.689,45534.519
2011-03-31,24000.0,24000.0,,,,20.0,,20.0,,23980.0,45521.2,40695.9,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5511000156402588,,,,,,,,,,,,,23980.0,,0.0,43666.423,49764.708,93512.358,74637.938,-24008.771,5134.352,43666.423
2011-04-01,23000.0,23000.0,,,,7.4,,7.4,,22992.6,43650.4,38436.8,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.544100046157837,,,,,,,,,,,,,22992.6,,0.0,41344.75,50730.009,92158.088,74737.999,-23020.166,5600.078,41344.75
2011-04-04,23000.0,23000.0,,,,9.6,,9.6,,22990.4,41330.2,36070.2,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5255999565124512,,,,,,,,,,,,,22990.4,,0.0,41115.763,50560.404,91778.377,74812.562,-23017.978,6052.164,41115.763
2011-04-05,23000.0,23000.0,,,,10.4,,10.4,,22989.6,41101.2,35557.5,0.0,0.0,,1.5,9.0,12.0,,,6.25,True,6.25,,,,,False,True,6.25,AOFM,,,,,7.5,,0.6333333333333333,0.6333333333333333,-2.75,-4.75,,1.5298999547958374,,,,,,,,,,,,,22989.6,,0.0,41698.183,50432.551,92232.421,75004.702,-23017.188,5789.47,41698.183
