tarih,zk_taban_tl,zk_taban_dth,zk_taban_toplam,dth_usd,dth_tl,katilim_tl,katilim_yp_usd,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a
2020-09-04,1270646667.0,1636434652.72,2907081319.72,220743.08,1636434.68,104468.93,26582.45,14.32,16.94,18.12,13.8,9.93,11.76
2020-09-11,1270014759.0,1648430039.56,2918444798.56,221575.08,1648430.03,103672.68,26677.4,13.52,16.99,18.25,13.88,10.19,11.58
2020-09-18,1281943883.0,1662240797.2,2944184680.2,220620.2,1662240.84,104770.06,26376.42,14.3,17.31,18.64,14.14,10.35,11.93
2020-09-25,1272973547.0,1666886235.47,2939859782.47,220645.2,1666886.24,101539.75,26600.27,14.91,17.85,18.95,14.8,10.68,11.85
2020-10-02,1259010149.0,1701005190.41,2960015339.41,220086.58,1701005.19,100769.69,26510.51,15.37,18.22,19.3,14.97,10.87,12.25
2020-10-09,1260699539.0,1746127888.01,3006827427.01,220827.58,1746127.88,103365.39,26445.95,15.26,18.34,19.34,15.04,10.84,12.18
2020-10-16,1272575516.0,1742793040.2,3015368556.2,220247.07,1742793.07,102825.83,26621.36,13.84,18.4,19.42,15.1,10.96,12.09
2020-10-23,1271109419.0,1767269440.57,3038378859.57,222636.9,1767269.48,104314.57,26923.85,15.75,18.61,19.76,15.04,11.19,12.42
2020-10-30,1249810753.0,1845766328.4,3095577081.4,222162.0,1845766.37,102357.71,26911.1,15.94,18.7,19.69,15.18,11.34,12.5
2020-11-06,1238000843.0,1911831149.6,3149831992.6,225950.04,1911831.11,102369.99,27472.45,16.87,19.15,20.32,15.57,11.87,13.3
2020-11-13,1238483592.0,1732779786.02,2971263378.02,227109.82,1732779.8,97040.88,28480.11,16.95,19.8,20.92,15.5,12.28,13.19
2020-11-20,1238072981.0,1732042120.84,2970115101.84,228546.82,1732042.11,94579.72,29003.21,17.25,19.97,21.23,15.53,13.58,14.09
2020-11-27,1239764948.0,1783552195.37,3023317143.37,228733.85,1783552.19,93213.86,28831.94,17.63,20.54,21.86,16.1,14.59,15.47
2020-12-04,1230883965.0,1802110288.69,3032994253.69,231645.62,1802110.32,94258.54,29079.53,18.77,21.39,22.32,17.49,14.51,15.38
2020-12-11,1242376332.0,1829626575.87,3072002907.87,230579.67,1829626.63,94407.38,28921.32,18.26,21.87,22.85,17.88,14.95,16.12
2020-12-18,1258615485.0,1794715270.48,3053330755.48,233389.07,1794715.27,94252.54,29287.18,19.09,22.26,22.92,18.71,15.04,15.98
2020-12-25,1273565371.0,1765406483.5,3038971854.5,233776.04,1765406.52,92961.78,29500.69,19.7,22.14,22.95,18.69,15.88,16.73
2021-01-01,1281119666.0,1733118101.28,3014237767.28,233592.75,1733118.08,94018.06,29671.73,19.62,21.95,22.88,18.61,16.96,18.18
2021-01-08,1269329856.0,1717810891.93,2987140747.93,233747.56,1717810.86,91650.04,29922.35,20.87,22.53,23.09,18.61,16.22,17.54
2021-01-15,1283904682.0,1721540519.72,3005445201.72,233027.93,1721540.47,92500.69,29806.04,19.84,22.33,22.94,18.4,16.12,17.15
2021-01-22,1282195984.0,1736368850.78,3018564834.78,234692.0,1736368.78,93431.14,30042.19,20.42,22.04,22.72,18.19,16.08,17.19
2021-01-29,1278398518.0,1712771891.91,2991170409.91,233934.09,1712771.88,94344.85,29989.22,19.99,21.73,22.46,18.13,16.42,17.57
2021-02-05,1277624999.0,1638538917.22,2916163916.22,231468.0,1638538.88,94451.67,29874.84,20.26,21.73,22.38,18.12,16.27,17.49
2021-02-12,1290348996.0,1639465392.76,2929814388.76,233668.56,1639465.35,97461.22,30347.49,19.9,21.6,22.27,18.04,16.22,17.4
2021-02-19,1298937142.0,1620726022.27,2919663164.27,232826.13,1620726.0,93218.48,30329.3,19.73,21.76,22.48,17.93,16.14,17.18
2021-02-26,1303836317.0,1698651136.22,3002487453.22,230456.82,1698651.12,94794.15,30041.77,19.32,21.81,22.55,17.85,16.24,17.08
2021-03-05,1302654845.0,1717368396.4,3020023241.4,228689.72,1717368.38,93299.18,29652.32,20.11,21.62,22.42,17.76,16.22,17.32
2021-03-12,1321834692.0,1732713528.82,3054548220.82,228864.93,1732713.53,95166.85,29460.85,19.89,21.4,22.28,17.66,16.46,17.39
2021-03-19,1331300858.0,1678528564.25,3009829422.25,230979.57,1678528.58,94155.64,30169.88,20.45,21.43,22.32,17.64,16.8,17.43
2021-03-26,1374578023.0,1791251392.59,3165829415.59,224206.3,1791251.39,108737.24,28001.47,21.06,22.45,23.55,17.88,17.77,18.51
2021-04-02,1376784265.0,1779316249.53,3156100514.53,221412.64,1779316.32,108630.42,27975.17,21.78,22.72,23.74,18.18,17.87,19.08
2021-04-09,1383669183.0,1815559975.77,3199229158.77,223088.35,1815559.98,107760.37,28303.44,21.63,23.23,24.21,18.22,17.7,18.86
2021-04-16,1397608954.0,1808409068.25,3206018022.25,224440.77,1808409.1,107293.71,28638.97,19.68,23.15,24.18,18.1,17.74,18.73
2021-04-23,1401546715.0,1852481573.74,3254028288.74,224016.44,1852481.59,107864.49,28812.96,21.49,23.18,24.05,18.11,17.68,18.65
2021-04-30,1390753527.0,1843000051.66,3233753578.66,223906.89,1843000.01,105974.25,28873.43,21.14,22.79,23.72,18.06,17.93,18.88
2021-05-07,1413140780.0,1859464274.18,3272605054.18,224762.99,1859464.27,107457.57,28934.91,21.78,23.44,24.03,18.03,17.88,18.84
2021-05-14,1423672996.0,1872278618.09,3295951614.09,225937.77,1872278.57,108091.43,29004.56,21.23,23.42,23.7,17.67,17.9,18.74
2021-05-21,1419207416.0,1890486963.57,3309694379.57,226259.3,1890486.95,108859.4,29183.97,21.77,22.84,23.42,17.85,17.87,18.68
2021-05-28,1431036612.0,1935684909.8,3366721521.8,226406.48,1935684.9,111142.21,29418.02,21.35,22.41,23.5,17.79,17.92,18.89
2021-06-04,1427479865.0,1958488346.92,3385968211.92,225580.31,1958488.32,110498.93,29365.48,21.52,22.38,23.52,17.88,17.88,18.93
2021-06-11,1441602550.0,1897026519.99,3338629069.99,227060.99,1897026.52,110293.9,29810.15,21.02,22.3,23.31,17.91,17.87,18.78
2021-06-18,1464419843.0,1945927615.09,3410347458.09,224583.66,1945927.58,111660.59,29495.04,21.63,22.3,23.29,17.81,17.85,18.78
2021-06-25,1476508747.0,1951796142.05,3428304889.05,224933.86,1951796.08,112468.6,29439.82,21.6,22.39,23.36,18.0,18.08,18.91
2021-07-02,1466543233.0,1943856484.89,3410399717.89,223954.33,1943856.44,111393.09,29552.36,21.62,22.31,23.3,17.96,17.89,18.94
2021-07-09,1481470937.0,1956689687.88,3438160624.88,225646.04,1956689.69,112713.79,29997.27,21.46,22.37,23.32,17.97,17.81,18.93
2021-07-16,1527625640.0,1932209744.98,3459835384.98,227054.34,1932209.72,112987.04,30466.67,20.58,22.24,22.96,17.96,17.98,18.94
2021-07-23,1522084691.0,1936767536.79,3458852227.79,227589.92,1936767.53,112874.26,30512.17,20.4,21.6,22.14,17.84,17.5,18.08
2021-07-30,1499002263.0,1925939025.96,3424941288.96,228899.68,1925939.03,111800.84,31010.64,21.25,22.24,22.98,17.94,18.25,19.11
2021-08-06,1506692967.0,1962808811.09,3469501778.09,229249.2,1962808.76,111002.53,30902.66,21.58,22.25,23.14,17.88,17.79,18.9
2021-08-13,1520730754.0,1961186728.42,3481917482.42,229757.46,1961186.75,111366.36,30737.49,21.56,22.09,23.03,17.89,18.03,18.95
2021-08-20,1515872809.0,1946046705.4,3461919514.4,228264.56,1946046.67,110663.78,31145.38,21.5,22.06,22.99,17.88,17.98,18.89
2021-08-27,1516068472.0,1943205112.35,3459273584.35,232016.17,1943205.04,110345.57,31479.45,20.72,22.03,23.03,17.8,18.04,18.9
2021-09-03,1518860641.0,1939113465.13,3457974106.13,233768.95,1939113.44,110160.41,31718.66,21.62,22.41,23.24,17.88,18.03,19.01
2021-09-10,1533084479.0,1962439888.93,3495524367.93,233501.48,1962439.85,111404.55,31566.53,21.21,22.3,23.3,17.9,18.13,19.07
2021-09-17,1561294305.0,1998152285.86,3559446590.86,233216.48,1998152.2,114006.27,31438.45,21.26,22.16,23.1,17.89,18.14,19.1
2021-09-24,1593131978.0,2044644018.33,3637775996.33,231713.96,2044644.0,118938.9,30896.44,21.2,22.38,23.49,17.91,17.86,18.96
2021-10-01,1580041208.0,2028815333.65,3608856541.65,229324.99,2028815.33,119394.17,30536.43,20.95,22.15,23.34,17.83,17.47,18.47
2021-10-08,1589966095.0,2053548530.06,3643514625.06,230782.46,2053548.49,119993.16,30481.88,21.01,22.23,23.37,17.89,17.32,18.18
2021-10-15,1627097641.0,2125877745.32,3752975386.32,231091.25,2125877.77,124643.46,30465.36,20.17,22.2,23.35,17.9,17.38,18.2
2021-10-22,1639329155.0,2219234767.74,3858563922.74,231507.9,2219234.77,126911.61,30336.29,20.25,22.24,23.35,17.95,16.68,17.89
2021-10-29,1645230052.0,2182974929.17,3828204981.17,230240.03,2182974.83,128296.87,30158.9,19.38,22.25,23.28,17.53,15.73,16.27
2021-11-05,1640691290.0,2234122294.2,3874813584.2,230321.89,2234122.34,128174.49,30439.78,19.5,22.12,23.5,17.23,15.52,16.36
2021-11-12,1649707197.0,2298296108.0,3948003305.0,231905.15,2298296.05,131450.37,30618.43,19.33,21.92,23.42,17.14,15.64,16.32
2021-11-19,1638309024.0,2547006833.65,4185315857.65,230987.5,2547006.85,133633.53,30559.22,19.25,21.93,23.27,17.08,15.29,16.29
2021-11-26,1650081900.0,2766147701.05,4416229601.05,229012.27,2766147.64,137785.4,30120.54,18.88,21.99,23.57,16.94,15.03,15.84
2021-12-03,1651760777.0,3117580451.72,4769341228.72,227891.63,3117580.38,142679.78,29874.05,19.47,22.45,24.52,17.03,14.99,15.99
2021-12-10,1658429271.0,3156314213.1,4814743484.1,228146.4,3156314.24,143196.58,30090.59,19.63,23.17,25.26,17.17,15.2,16.3
2021-12-17,1592057687.0,3806983894.78,5399041581.78,233045.44,3806983.79,135007.15,31397.8,20.91,23.5,25.18,17.27,15.32,16.41
2021-12-24,1566080119.0,2744727588.44,4310807707.44,234036.01,2744727.62,136894.94,31242.09,23.56,25.51,28.21,17.59,17.09,17.73
2021-12-31,1561298714.0,3093531781.97,4654830495.97,232090.31,3093531.79,137908.8,30929.47,24.36,26.14,29.55,17.48,19.53,20.77
2022-01-07,1582194557.0,3163792671.33,4745987228.33,230050.5,3163792.57,140362.81,30376.02,25.77,28.1,31.69,18.58,17.88,19.82
2022-01-14,1619006763.0,3109484660.04,4728491423.04,230240.09,3109484.59,142080.14,30362.39,24.53,29.07,32.2,18.28,17.72,19.41
2022-01-21,1632813147.0,3064166323.6,4696979470.6,228635.0,3064166.32,144682.59,30112.52,23.84,28.71,31.42,18.18,17.52,19.0
2022-01-28,1662734087.0,3052671175.17,4715405262.17,224352.24,3052671.22,147132.29,29724.62,22.66,28.94,31.5,17.94,17.55,18.84
2022-02-04,1646949084.0,3004473843.35,4651422927.35,222001.08,3004473.84,147580.08,29676.63,22.74,28.05,30.74,17.52,17.33,18.8
2022-02-11,1669012838.0,2961064353.53,4630077191.53,219447.01,2961064.37,151942.08,29403.9,21.49,27.87,30.56,18.02,16.91,18.42
2022-02-18,1701461797.0,2917943013.11,4619404810.11,214368.64,2917943.09,155938.46,28438.01,20.75,26.81,29.24,17.87,16.74,17.99
2022-02-25,1670571989.0,2992507814.33,4663079803.33,213149.17,2992507.81,152606.81,28921.67,20.7,26.67,28.92,17.78,16.19,17.23
2022-03-04,1666941060.0,3001326894.4,4668267954.4,211709.93,3001326.95,150405.36,28711.79,21.0,26.4,28.9,17.77,15.84,17.17
2022-03-11,1698675122.0,3181651231.95,4880326353.95,213473.46,3181651.23,153937.16,28804.55,20.34,26.58,28.99,17.7,15.65,17.17
2022-03-18,1740211650.0,3161990333.5,4902201983.5,214168.94,3161990.31,155777.27,28641.4,20.69,26.66,29.2,18.27,15.41,17.14
2022-03-25,1754123645.0,3195374144.63,4949497789.63,215804.5,3195374.15,157581.57,28610.97,20.9,25.93,28.54,18.13,15.6,17.06
2022-04-01,1748512891.0,3139103971.92,4887616862.92,214113.99,3139103.83,157495.14,28453.59,20.95,25.64,28.04,17.96,15.95,17.33
2022-04-08,1766506170.0,3147850573.75,4914356743.75,213829.65,3147850.55,158118.92,28327.84,20.66,25.42,27.91,18.09,15.51,16.97
2022-04-15,1820493320.0,3127549804.05,4948043124.05,213950.49,3127549.78,160814.75,28423.41,20.35,25.14,27.21,18.25,15.67,17.09
2022-04-22,1834165461.0,3150194912.83,4984360373.83,214199.89,3150195.03,164339.24,28708.52,20.65,25.2,27.3,18.42,15.68,16.98
2022-04-29,1871017641.0,3132055886.92,5003073527.92,211837.23,3132055.87,166690.14,28555.91,21.92,25.68,28.2,18.47,15.65,17.05
2022-05-06,1837910722.0,3176002658.96,5013913380.96,213186.02,3176002.7,164601.35,28576.87,21.77,27.08,28.38,18.33,15.37,16.93
2022-05-13,1862647949.0,3272137300.85,5134785249.85,211956.18,3272137.25,165572.56,28252.91,22.98,26.13,28.09,18.55,15.46,17.07
2022-05-20,1849091386.0,3393373336.94,5242464722.94,213086.0,3393373.38,167664.61,28451.39,23.23,26.31,28.47,18.4,15.47,16.83
2022-05-27,1884066266.0,3498038371.35,5382104637.35,213974.79,3498038.49,176864.94,28293.78,23.62,26.43,29.51,18.4,15.79,17.13
2022-06-03,1897481868.0,3553830652.51,5451312520.51,215690.87,3553830.67,181638.46,27954.2,23.91,26.63,30.32,18.25,15.79,17.59
2022-06-10,1932463681.0,3662029064.74,5594492745.74,214669.71,3662029.15,187399.43,27381.06,24.71,27.36,30.65,17.92,16.08,17.78
2022-06-17,1950336570.0,3697891898.71,5648228468.71,213868.42,3697891.95,194478.17,27453.46,27.09,27.98,31.82,18.3,16.34,18.55
2022-06-24,1979268468.0,3722047531.57,5701315999.57,214554.44,3722047.54,198747.56,27811.47,27.35,27.11,30.66,18.24,16.83,18.98
2022-07-01,1963525538.0,3535816777.2,5499342315.2,211529.23,3535816.86,196712.61,27497.57,29.62,29.64,32.91,18.67,17.15,19.27
2022-07-08,2045875810.0,3623463900.15,5669339710.15,209932.95,3623463.86,197118.99,27234.85,27.63,31.13,34.15,18.35,17.28,19.94
2022-07-15,2047487931.0,3674221949.46,5721709880.46,210459.43,3674221.89,197590.04,27313.27,27.38,33.72,35.41,17.53,17.1,19.43
2022-07-22,2068646472.0,3738788097.31,5807434569.31,211099.77,3738788.02,200355.21,27524.67,29.74,31.7,34.11,18.52,17.72,20.33
2022-07-29,2104624561.0,3827847573.98,5932472134.98,213919.13,3827847.57,202614.98,27758.74,27.8,30.96,34.32,18.45,17.64,19.99
2022-08-05,2146151279.0,3911115398.29,6057266677.29,218057.08,3911115.48,207959.4,28049.7,26.53,31.45,34.45,18.66,17.35,20.02
2022-08-12,2215978078.0,3891928668.23,6107906746.23,216982.52,3891928.66,215891.38,28201.26,27.1,31.35,34.38,18.58,17.32,19.53
2022-08-19,2249037700.0,3889960250.26,6138997950.26,215191.94,3889960.09,223640.14,28197.97,25.45,31.61,34.25,18.41,16.79,18.95
2022-08-26,2247647672.0,3890171308.72,6137818980.72,214258.95,3890171.24,221483.66,28162.7,22.15,31.24,33.92,18.79,16.31,18.32
2022-09-02,2265676331.0,3871135606.52,6136811937.52,212689.25,3871135.68,221484.18,28015.23,21.96,31.39,33.47,18.96,15.92,18.34
2022-09-09,2300872893.0,3899901387.29,6200774280.29,214058.0,3899901.35,222858.77,28310.54,21.25,30.8,32.41,19.72,16.16,19.11
2022-09-16,2335446698.0,3882830305.83,6218277003.83,212788.14,3882830.41,228598.69,28376.63,20.53,31.04,32.38,20.74,15.91,19.2
2022-09-23,2347313649.0,3916061947.42,6263375596.42,213174.69,3916061.85,229451.87,28419.95,20.5,30.87,32.08,21.45,15.79,18.93
2022-09-30,2337141570.0,3921584708.93,6258726278.93,211763.5,3921584.85,227804.62,28826.1,19.72,30.29,31.65,20.42,15.77,18.33
2022-10-07,2397575331.0,3951988828.47,6349564159.47,212939.61,3951988.88,232910.76,30146.13,19.38,30.61,31.77,20.82,15.75,18.73
2022-10-14,2446980475.0,3943096725.8,6390077200.8,212455.91,3943096.78,234519.04,30356.0,18.75,30.4,31.73,20.97,15.84,19.23
2022-10-21,2463204070.0,3957310800.63,6420514870.63,213055.32,3957310.85,237510.1,30035.05,18.46,30.15,31.35,20.74,15.4,19.11
2022-10-28,2535579722.0,3997257500.92,6532837222.92,215045.05,3997257.46,243554.85,29268.7,18.28,29.84,30.88,21.4,15.66,19.81
2022-11-04,2549031643.0,3958148876.11,6507180519.11,212876.96,3958149.04,244021.26,28718.24,16.78,29.41,30.38,21.56,15.89,20.88
2022-11-11,2622136986.0,3984111893.53,6606248879.53,215223.6,3984111.8,249195.42,28600.02,16.31,29.91,30.86,21.73,16.28,21.53
2022-11-18,2624835700.0,3960778222.91,6585613922.91,213008.05,3960778.24,254367.5,28232.84,16.42,29.69,30.72,21.56,15.91,20.69
2022-11-25,2701130446.0,3910730142.57,6611860588.57,210174.08,3910730.17,258187.0,27219.85,16.87,29.65,30.75,21.45,16.18,21.42
2022-12-02,2722659109.0,3906803368.7,6629462477.7,209926.93,3906803.27,259470.52,26880.9,15.88,29.33,30.75,20.65,16.28,21.92
2022-12-09,2782709184.0,3875892221.9,6658601405.9,208148.52,3875892.11,266312.81,25673.36,14.59,29.59,30.95,20.58,16.86,22.5
2022-12-16,2860086418.0,3832136752.62,6692223170.62,205732.43,3832136.85,275446.81,25085.78,14.23,29.3,30.56,20.7,16.86,22.99
2022-12-23,2980575725.0,3793788450.7,6774364175.7,203320.0,3793788.45,289026.29,23149.22,14.21,28.87,30.16,20.92,17.37,23.24
2022-12-30,3078193490.0,3752320151.47,6830513641.47,200677.07,3752320.13,292717.21,22637.03,14.02,27.94,29.38,19.97,18.56,24.17
2023-01-06,3018875841.0,3799194462.33,6818070303.33,202625.86,3799194.35,282542.88,23321.88,14.47,29.01,30.04,21.32,17.67,24.03
2023-01-13,3059145298.0,3869657324.43,6928802622.43,206280.51,3869657.34,280724.62,24110.13,14.11,29.26,30.14,21.64,17.81,24.02
2023-01-20,3074582306.0,3863599285.72,6938181591.72,205761.23,3863599.21,287503.64,23699.67,13.79,29.04,29.79,22.53,17.97,24.57
2023-01-27,3111568890.0,3853419929.46,6964988819.46,205130.62,3853419.89,290697.63,23808.01,15.15,28.9,29.94,21.11,18.33,25.31
2023-02-03,3102827456.0,3849320286.21,6952147742.21,204807.72,3849320.17,286910.3,23438.86,13.71,28.8,30.05,21.07,18.96,26.55
2023-02-10,3131924932.0,3786005957.21,6917930889.21,201263.39,3786005.97,288791.92,23363.42,14.66,28.99,30.62,21.27,19.03,26.88
2023-02-17,3243029211.0,3744290545.47,6987319756.47,198783.74,3744290.56,298933.75,22922.93,14.9,28.92,30.6,20.92,18.95,26.64
2023-02-24,3319271016.0,3681672318.45,7000943334.45,195244.78,3681672.33,316731.92,21727.18,13.55,28.05,29.19,20.79,19.41,26.95
2023-03-03,3311666606.0,3674905535.34,6986572141.34,194865.27,3674905.63,306871.42,22070.95,14.96,24.84,25.48,19.34,19.32,27.68
2023-03-10,3358733249.0,3695829233.34,7054562482.34,195160.33,3695829.23,308091.96,22047.21,16.79,25.52,27.09,17.17,19.49,27.83
2023-03-17,3431781063.0,3722134589.37,7153915652.37,196123.75,3722134.58,320848.95,21844.23,14.68,27.07,30.35,16.5,19.51,27.64
2023-03-24,3525141622.0,3758406016.26,7283547638.26,197425.34,3758406.05,318560.5,22641.92,14.87,27.56,31.49,17.23,19.97,28.1
2023-03-31,3491169581.0,3728939495.89,7220109076.89,194690.15,3728939.51,318720.03,21729.85,14.8,28.37,32.26,17.79,20.44,29.23
2023-04-07,3550860672.0,3796892366.54,7347753038.54,197413.44,3796892.27,320614.91,22654.56,15.91,28.82,32.59,18.36,20.51,28.96
2023-04-14,3625226616.0,3834984486.13,7460211102.13,198330.83,3834984.56,334187.53,22302.49,14.13,28.49,32.33,18.2,20.76,28.0
2023-04-21,3685577321.0,3836933725.3,7522511046.3,197978.06,3836933.66,341016.51,22765.99,14.29,30.3,33.9,19.05,20.74,27.68
2023-04-28,3641250079.0,3831428735.99,7472678814.99,197223.87,3831428.73,345164.38,21761.38,14.59,29.3,33.34,18.74,21.92,28.73
2023-05-05,3546164425.0,3871754707.51,7417919132.51,198809.46,3871754.72,349828.3,22863.49,16.09,30.39,34.3,18.7,21.12,29.05
2023-05-12,3555941147.0,3836292772.31,7392233919.31,196080.36,3836292.69,359438.29,22092.76,15.87,29.25,34.19,18.22,22.5,30.47
2023-05-19,3563631597.0,3804176047.9,7367807644.9,192512.21,3804176.12,353486.7,22263.27,14.5,34.03,39.28,17.99,23.57,32.45
2023-05-26,3517399892.0,3737951808.88,7255351700.88,187354.73,3737951.82,353429.04,20827.98,15.0,34.42,39.96,19.34,25.92,33.88
2023-06-02,3477515059.0,3880945518.39,7358460577.39,186183.79,3880945.43,350812.93,21840.24,14.95,35.67,40.14,18.05,26.93,37.39
2023-06-09,3546555700.0,4335714834.49,7882270534.49,185038.66,4335714.93,357146.33,21018.49,14.91,36.68,40.02,18.14,29.37,39.42
2023-06-16,3636597979.0,4423244056.48,8059842035.48,187117.96,4423244.17,371476.07,21541.68,15.0,38.64,41.68,21.85,30.32,40.72
2023-06-23,3912418796.0,4539876579.76,8452295375.76,179793.53,4539876.63,393046.16,20103.05,15.35,38.78,41.52,23.98,32.9,41.98
2023-06-30,3864377603.0,4655470895.33,8519848498.33,180283.18,4655470.74,392146.44,20311.54,17.64,43.03,43.96,24.45,30.11,38.45
2023-07-07,3850112062.0,4718180688.62,8568292750.62,181202.95,4718180.61,390592.11,20785.59,24.45,46.11,47.95,28.3,30.84,37.83
2023-07-14,3956853918.0,4810273004.06,8767126922.06,183987.25,4810273.08,390935.52,21657.68,24.53,46.51,48.13,32.58,27.83,34.99
2023-07-21,5870719927.0,4948591276.88,10819311203.88,184000.8,4948591.14,592480.87,21494.48,24.58,46.1,47.89,34.09,26.04,30.36
2023-07-28,5943639770.0,4950536540.18,10894176310.18,183765.65,4950536.35,599344.01,21310.36,24.1,44.58,46.45,33.99,25.22,29.32
2023-08-04,6075577847.0,4903148780.6,10978726627.6,181904.64,4903148.83,614957.41,21510.4,30.72,45.54,47.72,35.1,24.24,27.77
2023-08-11,6169003022.0,4950747486.65,11119750508.65,183320.95,4950747.4,625409.91,21823.68,31.74,46.45,48.01,36.45,24.81,29.06
2023-08-18,6237031182.0,4986823757.85,11223854939.85,184283.56,4986823.78,638725.22,21605.38,31.15,45.78,47.12,36.4,24.85,30.06
2023-08-25,6244944730.0,4947287151.96,11192231881.96,187354.65,4947286.96,637437.08,22032.37,32.32,45.29,46.6,36.93,26.01,30.76
2023-09-01,6240518437.0,5034484882.98,11275003319.98,188710.85,5034484.85,633369.38,22194.24,37.94,50.86,52.97,35.69,30.27,37.59
2023-09-08,6306739536.0,5023070732.93,11329810268.93,187367.17,5023070.46,633476.3,22500.83,40.87,58.25,59.71,38.85,31.59,40.87
2023-09-15,6471254211.0,4985079032.54,11456333243.54,185112.47,4985078.81,638160.65,22520.77,42.92,57.62,58.8,41.69,33.51,41.87
2023-09-22,6609055052.0,4989937191.61,11598992243.61,184104.02,4989937.16,641177.49,22713.26,42.19,57.56,58.93,42.79,34.57,42.74
2023-09-29,6635901525.0,4949836851.79,11585738376.79,180804.72,4949836.74,645668.3,21682.15,45.27,57.46,59.37,42.21,37.15,45.21
2023-10-06,6643534321.0,4972305096.9,11615839417.9,180430.54,4972304.9,638568.29,22240.77,49.37,60.01,61.21,41.66,37.15,45.49
2023-10-13,6727082656.0,5041917479.92,11769000135.92,181730.66,5041917.42,643641.32,22555.07,49.7,59.22,60.45,41.52,37.9,44.62
2023-10-20,6799422673.0,5140767160.61,11940189833.61,183786.54,5140767.07,650984.15,22950.91,48.02,59.91,61.33,41.46,37.45,43.74
2023-10-27,6888746927.0,5163753241.53,12052500168.53,183594.89,5163753.41,657150.81,22574.97,48.72,58.43,59.9,41.47,37.53,41.72
2023-11-03,6857562427.0,5200653375.43,12058215802.43,183458.16,5200653.49,651050.71,22800.81,51.19,58.7,60.21,41.67,40.09,44.49
2023-11-10,6883538281.0,5219246634.46,12102784915.46,183223.39,5219246.6,652847.19,22700.39,52.03,59.05,60.19,41.71,40.58,45.85
2023-11-17,6903301551.0,5246272619.64,12149574170.64,183057.18,5246272.5,668134.52,23014.09,50.87,58.26,59.53,42.37,40.78,46.25
2023-11-24,7012974762.0,5272058971.63,12285033733.63,183001.68,5272058.88,674740.11,22419.1,52.21,58.61,60.15,42.85,41.76,46.07
2023-12-01,7012475296.0,5266637442.03,12279112738.03,182518.89,5266637.47,670256.57,22955.76,52.84,58.98,61.3,42.56,44.02,49.33
2023-12-08,7062314309.0,5243194104.01,12305508413.01,181441.72,5243194.1,665958.74,22897.77,53.11,59.92,61.5,42.58,44.94,50.49
2023-12-15,7227772087.0,5305730202.31,12533502289.31,183052.78,5305730.11,680185.64,23278.7,52.45,59.53,61.67,41.96,45.8,52.17
2023-12-22,7341786530.0,5376270646.45,12718057176.45,184533.42,5376270.61,694835.16,23128.96,52.45,59.69,62.25,41.84,46.37,52.6
2023-12-29,7395501310.0,5402540737.26,12798042047.26,183521.44,5402540.8,698434.93,24244.3,54.23,58.16,61.75,41.5,47.06,52.5
2024-01-05,7273513470.0,5436882958.49,12710396428.49,182621.01,5436883.08,668791.53,23501.97,53.57,62.08,63.42,42.1,46.48,51.29
2024-01-12,7334784184.0,5517111082.53,12851895266.53,183803.84,5517111.11,667152.23,23475.36,53.88,62.09,63.17,41.62,46.18,51.05
2024-01-19,7411786893.0,5554299947.99,12966086840.99,184394.08,5554299.92,679799.07,23149.2,53.32,60.75,61.9,41.38,45.9,49.98
2024-01-26,7391528584.0,5602662018.14,12994190602.14,185308.15,5602662.2,665579.78,23595.8,54.21,59.41,60.73,41.21,46.36,49.61
2024-02-02,7325100615.0,5603476378.58,12928576993.58,184485.7,5603476.44,653975.2,23563.8,53.93,59.63,61.18,41.03,46.63,50.99
2024-02-09,7340726701.0,5589090166.11,12929816867.11,182647.02,5589090.07,671989.88,23259.59,54.39,60.01,61.36,40.89,46.48,50.93
2024-02-16,7479890380.0,5622238217.46,13102128597.46,183003.06,5622238.25,699464.37,22887.14,53.46,59.31,60.56,40.95,47.01,52.03
2024-02-23,7484326431.0,5711642830.48,13195969261.48,184218.62,5711642.95,690344.9,23638.22,54.14,59.02,60.71,40.99,46.82,51.89
2024-03-01,7497605111.0,5717254058.9,13214859169.9,183015.39,5717254.22,674964.78,23705.45,54.35,58.53,60.44,40.88,47.82,53.25
2024-03-08,7455765725.0,5992939935.89,13448705660.89,188091.7,5992940.13,678278.3,24226.78,56.27,61.66,63.36,41.32,48.2,53.63
2024-03-15,7549635230.0,6158362315.55,13707997545.55,191721.48,6158362.35,675609.33,23949.41,58.49,71.97,76.0,42.65,49.63,55.66
2024-03-22,7458576327.0,6209227470.06,13667803797.06,194235.62,6209227.31,668207.88,24843.77,62.77,76.92,82.09,43.13,52.01,59.52
2024-03-29,7467594948.0,6206745691.48,13674340639.48,192246.21,6206745.89,651688.81,24582.31,66.35,78.76,86.15,43.53,57.3,64.3
2024-04-05,7636375845.0,6016691755.98,13653067600.98,188487.53,6016691.72,658902.38,24163.42,67.55,79.11,83.08,45.14,59.54,67.48
2024-04-12,7638839162.0,6056926500.82,13695765662.82,189243.47,6056926.66,662589.24,24011.06,66.1,82.1,83.06,44.1,57.98,65.85
2024-04-19,7767298533.0,6157621717.12,13924920250.12,189409.33,6157621.59,663915.28,24234.41,66.24,78.38,81.54,44.94,60.34,68.88
