tarih,zk_taban_tl,zk_taban_dth,zk_taban_toplam,dth_usd,dth_tl,katilim_tl,katilim_yp_usd,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a
2016-12-16,806413920.0,611170808.43,1417584728.43,174920.09,611170.8,45828.22,9489.92,13.55,14.63,15.94,11.4,9.45,10.49
2016-12-23,806974189.0,611898527.17,1418872716.17,174444.36,611898.49,46466.88,9563.24,14.15,14.65,16.09,11.43,9.6,10.51
2016-12-30,808721032.0,615541202.71,1424262234.71,174909.4,615541.16,48122.29,9703.05,14.53,14.51,16.11,11.43,9.64,10.64
2017-01-06,811280475.0,626760634.83,1438041109.83,173454.54,626760.63,48212.89,9389.12,14.01,14.8,16.22,11.43,9.5,10.49
2017-01-13,818527857.0,667183648.37,1485711505.37,175602.37,667183.66,47769.62,9720.64,14.12,14.83,16.16,11.45,9.43,10.49
2017-01-20,809955418.0,673358648.96,1483314066.96,176382.7,673358.62,48319.27,9710.21,14.45,15.07,16.42,11.47,9.49,10.5
2017-01-27,815195084.0,687059618.78,1502254702.78,177173.11,687059.61,49043.37,9711.68,13.25,15.13,16.63,11.46,9.57,10.42
2017-02-03,792682342.0,676017403.89,1468699738.4,180651.87,676017.39,47673.34,9959.73,15.08,15.13,16.76,11.41,9.68,10.75
2017-02-10,786634529.0,668984683.18,1455619215.86,182041.6,668984.68,47579.72,10034.95,14.71,15.21,16.75,11.41,9.9,10.86
2017-02-17,797604337.0,674659403.32,1472263743.99,184021.44,674659.4,47673.04,10182.18,13.97,15.1,16.66,11.41,9.96,11.0
2017-02-24,785723332.0,657554700.0,1443278032.0,184245.75,657554.68,47996.24,10182.09,15.02,14.97,16.71,11.28,9.8,11.09
2017-03-03,787677500.0,680335617.18,1468013117.18,182812.2,680335.62,48089.9,10144.13,15.5,14.68,16.52,11.0,9.73,10.73
2017-03-10,790427432.0,686099829.99,1476527261.99,183135.76,686099.82,48329.65,10098.82,15.0,14.85,16.74,11.09,9.87,10.94
2017-03-17,791563130.0,675408700.93,1466971830.93,187311.75,675408.71,48369.34,10476.38,15.21,14.71,16.51,11.13,10.01,11.09
2017-03-24,796988266.0,683208941.57,1480197207.57,188809.98,683208.93,49514.08,10497.08,15.32,14.79,16.66,11.11,10.19,11.3
2017-03-31,803728564.0,681271217.77,1484999781.77,187358.02,681271.25,49181.0,10536.86,15.13,14.69,16.67,10.95,10.42,11.49
2017-04-07,808573000.0,693916296.26,1502489296.26,186496.53,693916.3,49894.3,10387.57,15.36,14.79,16.82,11.02,10.37,11.49
2017-04-14,819565990.0,695349054.68,1514915044.68,188948.42,695349.08,51084.31,10387.57,15.39,14.96,16.9,11.32,10.64,11.64
2017-04-21,817373407.0,694738386.31,1512111793.31,190904.15,694738.41,51284.15,10590.61,15.5,15.09,16.84,11.31,10.78,11.83
2017-04-28,807216034.0,691755274.32,1498971308.32,194838.68,691755.26,50198.28,11127.43,15.69,15.33,16.97,11.45,10.93,12.07
2017-05-05,807599813.0,696567028.72,1504166841.72,195686.88,696567.03,49304.88,11214.71,16.26,15.45,17.06,11.4,10.96,12.12
2017-05-12,826035806.0,700393301.58,1526429107.58,195307.8,700393.31,49389.74,11291.93,15.95,15.55,17.21,11.5,11.39,12.45
2017-05-19,838450424.0,703892900.84,1542343324.84,194833.06,703892.9,50307.9,11367.87,15.28,15.6,17.19,11.57,11.38,12.73
2017-05-26,838818718.0,699115350.63,1537934068.63,196099.78,699115.32,50556.12,11399.35,13.89,15.85,17.48,11.71,11.62,12.57
2017-06-02,823449570.0,701450048.88,1524899618.88,198823.72,701450.09,49622.52,11655.79,16.44,15.65,17.43,11.63,11.43,12.81
2017-06-09,831193442.0,703847874.12,1535041316.12,199860.25,703847.86,49678.87,11676.06,16.48,15.91,17.53,11.7,11.66,12.56
2017-06-16,843712466.0,700724003.71,1544436469.71,199500.05,700724.0,49743.78,11887.44,15.23,15.94,17.48,11.77,11.89,12.94
2017-06-23,842933538.0,696223223.5,1539156761.5,198920.92,696223.24,51084.51,12063.08,16.37,15.84,17.38,11.72,12.15,13.23
2017-06-30,842442234.0,695860030.11,1538302264.11,197867.38,695860.01,51041.57,11925.3,16.29,15.82,16.92,11.78,12.05,13.07
2017-07-07,852197333.0,709896249.15,1562093582.15,195563.7,709896.24,52086.12,11612.76,16.93,16.06,17.53,11.75,11.94,13.06
2017-07-14,866066349.0,694885531.45,1560951880.45,195154.2,694885.56,52178.95,11846.48,17.0,16.1,17.62,12.02,11.94,12.91
2017-07-21,863122776.0,696783312.73,1559906088.73,197411.41,696783.31,52537.06,12056.11,16.75,16.05,17.45,12.17,11.87,12.7
2017-07-28,857550927.0,694315104.47,1551866031.47,196734.41,694315.1,52985.61,12215.84,16.78,16.07,17.57,12.12,11.81,12.91
2017-08-04,861118488.0,695392231.92,1556510719.92,197067.54,695392.23,52676.26,12264.76,16.94,16.05,17.74,12.08,11.86,12.73
2017-08-11,875263263.0,697639723.05,1572902986.05,196878.72,697639.75,52897.14,12255.71,15.47,16.33,17.77,12.49,11.93,12.79
2017-08-18,872374201.0,708957678.29,1581331879.29,201334.07,708957.66,53149.28,12270.28,15.57,16.68,18.0,12.7,11.98,12.89
2017-08-25,870857021.0,702176445.61,1573033466.61,201879.27,702176.48,52598.23,12594.72,15.94,16.62,18.11,12.69,11.89,12.83
2017-09-01,855019170.0,700108626.56,1555127796.56,203460.8,700108.61,51917.95,12854.32,17.08,17.74,18.26,12.96,11.6,12.56
2017-09-08,855380517.0,697159672.63,1552540189.63,204679.74,697159.66,51510.25,12842.62,16.95,16.68,18.05,12.67,11.74,12.67
2017-09-15,869254518.0,698756308.97,1568010826.97,203588.46,698756.32,51976.82,12798.12,14.82,16.62,18.03,12.89,11.93,12.76
2017-09-22,871450689.0,710843591.66,1582294280.66,203902.12,710843.59,52749.95,12772.08,16.63,16.74,18.22,12.94,11.97,12.89
2017-09-29,871887346.0,715283958.01,1587171304.01,201369.32,715283.96,53834.12,12580.9,16.65,16.53,18.26,12.88,12.15,13.08
2017-10-06,875941502.0,721014279.01,1596955781.01,200053.9,721014.28,54024.88,12307.84,16.92,17.02,18.43,13.04,11.74,13.1
2017-10-13,895016032.0,727143684.32,1622159716.32,199332.13,727143.68,55652.23,12141.03,16.73,16.98,18.53,13.04,11.94,12.74
2017-10-20,892118690.0,726041385.68,1618160075.68,198399.06,726041.38,56264.16,12148.09,16.75,17.06,18.53,13.09,12.02,12.8
2017-10-27,910781445.0,747859344.26,1658640789.26,195908.03,747859.34,57855.44,11765.82,14.94,17.03,18.66,13.01,12.04,12.86
2017-11-03,906925004.0,741787992.74,1648712996.74,194165.01,741788.02,57818.23,11607.74,16.97,16.96,18.68,13.06,11.96,13.02
2017-11-10,915043678.0,749782245.47,1664825923.47,194022.94,749782.25,57844.09,11822.19,16.06,17.2,18.88,13.11,12.01,12.98
2017-11-17,918041506.0,757323077.14,1675364583.14,195226.6,757323.05,58468.93,11958.56,15.43,17.27,18.85,13.16,12.14,13.0
2017-11-24,907030398.0,773865563.97,1680895961.97,196587.21,773865.55,58265.01,12020.17,16.67,17.19,18.76,13.14,12.17,13.04
2017-12-01,897810513.0,771126199.8,1668936712.8,196095.56,771126.19,57071.76,12169.07,17.14,17.27,18.97,13.25,12.07,13.04
2017-12-08,894612769.0,759305253.75,1653918022.75,196986.78,759305.26,55946.16,12339.54,17.11,17.44,19.27,13.14,12.15,13.28
2017-12-15,911246027.0,761424618.83,1672670645.83,197306.27,761424.63,55939.99,12349.39,15.65,17.94,19.44,13.62,12.22,13.42
2017-12-22,907246983.0,757185627.55,1664432610.55,198668.59,757185.6,56009.97,12544.52,17.26,18.09,19.58,13.83,12.59,13.62
2017-12-29,905924148.0,749719591.23,1655643739.23,198764.43,749719.58,57171.78,12845.93,17.57,17.85,19.52,13.78,12.75,13.85
2018-01-05,896829591.0,748366003.22,1645195594.22,199798.69,748366.0,55261.86,12945.52,17.97,18.55,19.86,14.29,12.19,13.44
2018-01-12,912477218.0,755064096.87,1667541314.87,200697.49,755064.1,55368.31,13033.7,17.6,18.59,20.15,13.89,12.32,13.55
2018-01-19,904516078.0,765766898.77,1670282976.77,202707.17,765766.88,55581.1,13127.96,17.69,18.59,19.89,14.3,12.39,13.4
2018-01-26,916908698.0,767846065.53,1684754763.53,205465.75,767846.06,55575.68,13377.21,14.91,18.69,20.16,14.08,12.32,13.34
2018-02-02,895402331.0,765724733.63,1661127064.63,204444.04,765724.72,55118.54,13423.2,17.89,18.83,20.14,14.55,12.4,13.58
2018-02-09,902867323.0,771482329.27,1674349652.27,202387.86,771482.31,55454.89,13204.55,17.95,19.02,20.27,14.68,12.47,13.53
2018-02-16,913507937.0,772652317.94,1686160254.94,205914.32,772652.31,55620.29,13502.04,16.46,18.93,20.14,14.8,12.37,13.44
2018-02-23,906203640.0,775846151.68,1682049791.68,205163.46,775846.16,55777.92,13527.07,17.77,18.88,20.16,14.7,12.51,13.43
2018-03-02,908071388.0,775781928.92,1683853316.92,203949.19,775781.92,55747.4,13411.07,18.06,18.45,19.7,14.64,12.24,13.24
2018-03-09,912994036.0,782114029.41,1695108065.41,204935.02,782114.02,56385.51,13505.28,17.66,18.69,19.98,14.85,12.48,13.48
2018-03-16,931961023.0,796604427.41,1728565450.41,204053.48,796604.38,58657.72,13103.47,16.46,18.8,19.94,14.87,12.56,13.65
2018-03-23,934233224.0,807862785.67,1742096009.67,203964.54,807862.77,59906.25,12954.5,17.47,18.66,19.86,14.62,12.67,13.54
2018-03-30,934253552.0,792727241.77,1726980793.77,200746.34,792727.25,60111.23,12938.19,17.79,18.56,19.74,14.96,12.81,13.72
2018-04-06,942273931.0,813956831.37,1756230762.37,200843.09,813956.82,60102.21,12880.42,17.7,18.76,19.96,14.97,12.52,13.54
2018-04-13,960178836.0,825908779.15,1786087615.15,202503.06,825908.76,60485.07,13125.27,17.39,18.74,19.98,14.6,12.63,13.49
2018-04-20,954127503.0,820621648.41,1774749151.41,203466.63,820621.63,60250.43,13438.15,17.5,18.9,20.01,14.91,12.72,13.86
2018-04-27,964712291.0,824552005.28,1789264296.28,203417.28,824551.97,60488.41,13636.98,16.13,18.81,19.96,14.84,12.63,13.45
2018-05-04,953468340.0,852003188.58,1805471528.58,200235.76,852003.18,60771.2,13359.4,18.07,18.82,20.07,14.53,12.66,13.77
2018-05-11,965136015.0,855841467.99,1820977482.99,201033.88,855841.46,61135.81,13391.48,17.23,19.15,20.22,14.82,12.82,13.82
2018-05-18,971355478.0,891064010.57,1862419488.57,199557.47,891064.02,61958.56,13305.27,16.92,18.3,20.21,13.15,12.94,13.92
2018-05-25,955037480.0,945419319.14,1900456799.14,200271.0,945419.33,59915.36,13765.4,19.45,18.02,20.25,13.01,13.27,14.17
2018-06-01,945465742.0,918105527.11,1863571269.11,199927.16,918105.5,59693.79,13719.98,21.25,18.02,20.73,13.02,13.64,14.49
2018-06-08,951678041.0,907366830.51,1859044871.51,201529.58,907366.81,58242.29,14014.92,21.24,18.91,22.79,13.06,14.51,15.33
2018-06-15,965579252.0,935479687.82,1901058939.82,201247.66,935479.65,60751.91,13841.7,22.73,19.74,24.26,13.16,15.21,16.4
2018-06-22,955086676.0,936734210.36,1891820886.36,198979.16,936734.19,59693.79,13773.88,23.57,19.58,23.89,13.11,15.9,16.93
2018-06-29,956230663.0,890545436.67,1846776099.67,195265.07,890545.44,61593.03,13870.87,23.54,19.61,23.87,13.14,16.21,17.35
2018-07-06,951398502.0,905218628.61,1856617130.61,196769.54,905218.61,60722.17,13723.13,23.96,20.01,24.4,13.46,15.99,16.99
2018-07-13,986178443.0,928746721.83,1914925164.83,191810.55,928746.69,64542.88,13022.26,24.02,22.43,24.88,15.79,16.33,17.4
2018-07-20,973287784.0,927281500.8,1900569284.8,193183.65,927281.52,63619.82,13347.4,24.33,24.12,25.13,18.76,16.38,17.37
2018-07-27,985729080.0,941496493.58,1927225573.58,193851.19,941496.5,64552.28,13248.59,21.54,24.49,25.43,19.43,16.76,17.91
2018-08-03,976714310.0,974247826.57,1950962136.57,191864.15,974247.8,64047.99,13139.4,25.07,24.82,25.59,19.97,16.45,17.62
2018-08-10,981553973.0,1142947309.22,2124501282.22,192451.01,1142947.3,63260.72,13168.73,26.06,25.86,26.73,19.99,16.83,18.02
2018-08-17,1017986617.0,1106377554.27,2019450158.49,184568.52,1106377.57,66387.06,12527.15,28.99,28.17,29.9,20.21,17.69,18.74
2018-08-24,1009432199.0,1110698575.55,2120130774.55,185289.36,1110698.58,66122.03,12598.01,30.52,31.11,31.6,11.64,16.64,17.47
2018-08-31,987926238.0,1203152837.13,2191079075.13,183693.06,1203152.86,64873.96,12746.7,32.46,29.82,30.29,23.15,18.48,19.5
2018-09-07,994170333.0,1178618762.81,2172789095.81,182194.89,1178618.79,64176.38,12676.45,32.81,32.04,33.82,22.77,19.41,20.64
2018-09-14,1007038152.0,1107151774.26,2114189926.26,182520.61,1107151.81,62252.71,12986.46,34.54,33.7,35.42,24.25,22.16,23.33
2018-09-21,998769736.0,1149723190.9,2148492926.9,183453.78,1149723.23,61519.43,13021.54,35.99,35.5,37.86,25.7,24.99,27.2
2018-09-28,991872020.0,1087740165.13,2079634384.81,181586.62,1087740.19,61671.56,13184.28,36.17,37.03,38.53,28.0,23.95,25.4
2018-10-05,993875434.0,1110023433.57,2103898867.57,180365.5,1110023.45,61543.17,12998.17,35.4,37.79,39.03,29.06,23.94,25.26
2018-10-12,1009897268.0,1075764859.65,2085662127.65,182203.32,1075764.85,60939.71,13244.77,36.05,38.27,39.36,28.59,24.11,25.22
2018-10-19,1003559606.0,1024487886.78,2028047492.78,182507.54,1024487.86,62031.42,13197.7,34.53,37.71,38.72,28.86,24.09,25.2
2018-10-26,1005056919.0,1031886151.77,2036943070.77,183655.39,1031886.19,61113.0,13479.01,28.51,36.96,37.77,29.28,24.3,25.58
2018-11-02,993753201.0,999363745.74,1993116946.74,182990.08,999363.75,59925.71,13644.06,32.36,36.47,37.29,29.05,23.28,24.47
2018-11-09,1001513536.0,1004635875.45,2006149411.45,183264.17,1004635.88,59722.13,13582.17,32.14,36.2,37.13,28.4,23.49,24.39
2018-11-16,1019818605.0,982659111.44,2002477716.44,183977.21,982659.1,58879.99,13759.48,26.36,35.35,36.24,28.77,22.98,23.86
2018-11-23,997883101.0,973156807.9,1971039908.9,184411.29,973156.81,58724.44,13911.25,30.04,34.4,35.13,28.55,23.06,23.92
2018-11-30,999150418.0,938418212.18,1937568630.18,181969.79,938418.22,59236.53,13851.61,28.63,33.78,34.7,28.38,23.02,23.99
2018-12-07,1000760475.0,970553975.61,1971314450.61,182239.69,970553.93,58824.3,13906.23,29.29,34.13,34.61,28.02,22.0,23.14
2018-12-14,1018641907.0,979087141.62,1997729048.62,182291.41,979087.16,58862.43,14056.1,28.87,33.62,34.17,27.84,22.23,23.08
2018-12-21,1010979967.0,982128510.37,1993108477.37,186199.61,982128.48,59136.2,14377.34,27.81,32.77,33.21,28.04,22.24,23.08
2018-12-28,1012517107.0,966013628.6,1978530735.6,183621.36,966013.63,59719.36,14688.49,27.23,31.74,32.35,27.39,22.51,23.59
2019-01-04,1006161658.0,989314991.78,1995476649.78,182908.4,989314.99,59548.81,14681.09,27.62,31.94,32.35,27.7,21.71,22.85
2019-01-11,958853356.0,998340732.8,1957194088.8,184053.07,998340.71,57235.76,14830.28,25.98,32.28,32.75,26.46,21.41,22.38
2019-01-18,956068227.0,990269969.56,1946338196.56,185343.16,990269.96,55980.71,15229.14,26.81,29.78,30.03,25.79,20.87,21.66
2019-01-25,956786944.0,985573722.96,1942360666.96,187225.48,985573.69,55703.0,15681.49,24.7,27.97,28.12,24.93,20.6,21.45
2019-02-01,934811817.0,982091914.29,1916903731.29,189063.79,982091.86,54909.26,16024.01,24.45,26.52,26.61,24.65,20.28,21.16
2019-02-08,934208021.0,999668068.78,1933876089.78,190638.09,999668.05,54942.39,15931.18,24.08,26.69,26.9,23.55,20.17,21.13
2019-02-15,947950693.0,1003740145.84,1951690838.84,190821.5,1003740.17,55615.37,16041.46,21.28,26.31,26.65,22.26,19.83,20.64
2019-02-22,939355657.0,1020806214.94,1960161871.94,191996.35,1020806.2,56404.33,16118.17,23.11,25.18,25.51,21.47,19.88,20.68
2019-03-01,924757262.0,1032018942.97,1956776204.97,193110.09,1032018.95,56644.52,16130.81,23.09,24.44,24.76,20.71,19.63,20.48
2019-03-08,923828390.0,1050287504.31,1974115894.31,192557.84,1050287.48,56397.35,16265.47,23.01,22.76,23.06,18.55,19.43,20.62
2019-03-15,947729912.0,1076580540.24,2024310452.24,197306.01,1076580.55,57630.49,16466.09,21.07,22.33,23.08,17.28,19.69,20.63
2019-03-22,943593532.0,1111145004.62,2054738536.62,201024.9,1111145.03,59401.23,16458.89,23.11,22.25,23.21,17.15,19.62,20.45
2019-03-29,926601677.0,1141969664.62,2068571341.62,202894.18,1141969.63,59956.92,16987.11,24.33,22.07,23.45,17.1,19.9,20.5
2019-04-05,907587275.0,1135434481.55,2043021756.55,203035.33,1135434.51,59306.03,17007.99,25.35,22.92,24.83,17.12,19.81,20.78
2019-04-12,919563693.0,1171460412.66,2091024105.66,202580.18,1171460.42,61136.32,16827.31,24.77,23.88,25.41,17.13,19.87,20.5
2019-04-19,934375706.0,1170583942.87,2104959648.87,202100.08,1170583.9,62362.86,16813.23,26.51,24.37,26.29,17.2,21.13,21.97
2019-04-26,939764935.0,1193211639.98,2132976574.98,201443.72,1193211.63,63016.6,16812.92,21.93,26.12,27.21,19.35,21.35,21.93
2019-05-03,907684700.0,1186924700.07,2094609400.07,199141.76,1186924.72,58592.88,16628.29,26.78,26.68,27.82,19.87,21.55,22.32
2019-05-10,906104022.0,1232583332.94,2138687354.94,201636.42,1232583.3,58496.2,16970.66,26.79,26.98,28.36,19.85,22.17,22.9
2019-05-17,908200551.0,1222937032.91,2131137583.91,202262.05,1222937.07,58221.77,17309.73,25.34,27.82,29.25,19.83,22.34,22.87
2019-05-24,911531735.0,1232979920.79,2144511655.79,203274.18,1232979.9,59133.29,17373.96,27.99,28.89,29.99,20.85,22.7,23.1
2019-05-31,904681100.0,1180021826.52,2084702926.52,201324.25,1180021.82,57320.06,17932.86,26.87,28.86,29.74,21.86,22.72,23.28
2019-06-07,903523792.0,1188974321.59,2092498113.59,203751.98,1188974.32,57484.03,18363.3,27.89,28.95,29.22,21.19,21.93,22.42
2019-06-14,904901109.0,1198259883.62,2103160992.62,203695.62,1198259.88,57906.6,18209.94,27.64,29.08,29.66,21.89,22.93,23.86
2019-06-21,912112822.0,1183109436.58,2095222258.58,204283.76,1183109.41,58383.73,18637.69,27.22,28.42,29.1,21.92,22.73,23.27
2019-06-28,917886976.0,1162452747.86,2080339723.86,201986.53,1162452.7,58532.95,19056.49,27.31,27.86,28.53,22.23,22.89,23.55
2019-07-05,917211021.0,1131324463.48,2048535484.48,201996.97,1131324.46,57280.67,19164.98,26.26,27.76,28.32,21.65,22.26,23.33
2019-07-12,912349684.0,1150577014.27,2062926698.27,202153.52,1150577.01,57803.38,19172.59,25.47,27.12,27.62,21.36,21.85,22.6
2019-07-19,924056447.0,1148152885.35,2072209332.35,203876.84,1148152.86,58111.29,19317.22,24.04,26.46,26.9,20.74,21.69,22.26
2019-07-26,930192895.0,1149731736.78,2079924631.78,203262.09,1149731.73,58574.27,19535.01,19.79,26.34,26.78,20.49,20.09,20.85
2019-08-02,931889988.0,1128533444.92,2060423432.92,202213.52,1128533.46,61589.68,19581.83,21.96,24.41,24.84,18.45,18.75,19.26
2019-08-09,964187267.0,1113593219.4,2077780486.4,203177.06,1113593.18,61893.59,19654.2,20.86,21.35,22.65,13.64,18.31,18.7
2019-08-16,965172226.0,1125854673.03,2091026899.03,203230.2,1125854.68,62900.86,19582.91,15.48,20.96,22.88,12.95,17.82,17.86
2019-08-23,963847097.0,1161019393.64,2124866490.64,201783.06,1161019.39,65500.51,19250.59,20.33,19.83,22.69,12.84,17.51,17.97
2019-08-30,966288543.0,1169571716.96,2135860259.96,201164.72,1169571.73,65774.36,19484.74,20.07,19.28,22.38,12.88,17.01,17.41
2019-09-06,964841022.0,1151903351.25,2116744373.25,202329.68,1151903.37,65356.94,19816.09,20.3,19.1,21.96,12.9,16.62,17.31
2019-09-13,969747594.0,1153639992.41,2123387586.41,203589.51,1153639.99,65537.42,20185.12,18.9,18.93,21.55,12.95,15.66,16.69
2019-09-20,982475038.0,1163257425.76,2145732463.76,204478.44,1163257.43,68391.04,20241.29,17.65,17.57,18.54,13.02,14.71,14.91
2019-09-27,984240250.0,1158182011.89,2142422261.89,204658.34,1158182.05,68291.13,20560.87,15.49,17.41,18.64,13.06,14.56,14.78
2019-10-04,979046604.0,1167226016.23,2146272620.23,205158.01,1167225.99,69264.69,20620.1,16.89,17.26,18.42,13.11,13.83,14.19
2019-10-11,985616585.0,1194525881.74,2180142466.74,204482.57,1194525.87,72522.14,20492.39,15.48,17.22,18.33,13.12,13.68,13.97
2019-10-18,999840961.0,1192765868.22,2192606829.22,206754.35,1192765.85,73926.05,20522.03,16.25,17.11,18.26,13.14,13.63,14.04
2019-10-25,1005936139.0,1189859654.63,2195795793.63,206630.25,1189859.66,74238.66,20571.47,14.81,17.12,18.36,13.1,12.9,13.59
2019-11-01,999374518.0,1176467086.77,2175841604.77,205719.22,1176467.07,73880.62,20748.42,15.21,16.86,17.78,13.04,12.25,12.74
2019-11-08,1008939466.0,1180934671.62,2189874137.62,205633.85,1180934.68,74014.11,20798.92,14.5,16.37,17.15,13.01,11.93,12.38
2019-11-15,1030060070.0,1182634878.01,2212694948.01,205782.99,1182634.86,75241.71,21095.83,12.72,16.25,17.03,12.97,11.73,12.24
2019-11-22,1020264617.0,1178221404.59,2198486021.59,206999.66,1178221.39,75337.86,21382.86,13.96,15.91,16.58,12.92,11.62,12.22
2019-11-29,1025567475.0,1175478181.31,2201045656.31,204776.43,1175478.17,76734.63,21252.0,13.54,15.74,16.39,12.88,11.35,11.75
2019-12-06,1027131426.0,1176545588.84,2203677014.84,204691.37,1176545.56,77744.91,21217.01,14.06,15.78,16.48,12.78,11.17,11.73
2019-12-13,1045129546.0,1181992328.7,2227121874.7,204759.09,1181992.36,79946.23,21175.22,13.86,15.67,16.38,12.68,10.77,11.47
2019-12-20,1069825388.0,1207683448.96,2277508836.96,204293.9,1207683.43,82876.64,20944.72,13.65,15.24,15.84,12.64,10.24,10.76
2019-12-27,1084847433.0,1213028532.87,2297875965.87,204316.75,1213028.55,84656.95,20900.85,12.62,14.69,15.23,12.64,10.1,10.53
2020-01-03,1064853544.0,1218090801.54,2282944345.54,204285.1,1218090.78,84126.25,21222.85,13.0,14.77,15.18,12.57,9.88,10.46
2020-01-10,1056762183.0,1204225747.18,2260987930.18,205103.75,1204225.7,83452.91,21450.75,11.71,14.9,15.46,12.0,9.81,10.33
2020-01-17,1074424818.0,1206806070.25,2281230888.25,206066.19,1206806.05,84562.04,21608.61,11.92,14.71,15.39,11.73,9.6,10.33
2020-01-24,1083526795.0,1218470037.41,2301996832.41,205517.13,1218469.97,86065.58,21470.45,11.52,14.47,15.13,11.61,9.44,9.95
2020-01-31,1077755294.0,1214954432.65,2292709726.65,203421.35,1214954.4,88409.09,21691.71,11.14,14.18,14.79,11.5,9.45,9.93
2020-02-07,1083775903.0,1222195882.84,2305971785.84,204462.64,1222195.9,86297.19,21773.64,11.25,14.01,14.56,11.54,9.22,9.8
2020-02-14,1093838518.0,1234994326.6,2328832844.6,204232.56,1234994.3,88276.28,21560.22,11.26,14.04,14.63,11.46,9.35,9.92
2020-02-21,1088591501.0,1255253471.7,2343844972.7,205701.69,1255253.44,87446.9,22067.3,10.97,13.68,14.14,11.38,9.24,9.87
2020-02-28,1082634294.0,1290613791.64,2373248085.64,207297.54,1290613.78,84926.58,22866.1,11.46,13.61,14.1,11.32,9.34,9.92
2020-03-06,1078351967.0,1276703092.99,2355055059.99,209911.55,1276703.09,88030.06,22790.39,11.78,13.89,14.5,11.45,9.28,10.09
2020-03-13,1084145242.0,1301727332.61,2385872574.61,207575.59,1301727.33,85271.2,23524.1,11.82,13.87,14.46,11.39,9.36,10.02
2020-03-20,1099248303.0,1326650614.07,2425898917.07,204606.89,1326650.65,87260.64,22911.58,11.85,13.97,14.6,11.36,9.36,10.0
2020-03-27,1123663245.0,1319936344.41,2443599589.41,205131.06,1319936.31,95148.13,22085.85,12.11,14.43,15.35,11.41,9.43,10.23
2020-04-03,1132049964.0,1346702121.43,2478752085.43,201291.73,1346702.08,98017.26,21441.24,12.31,15.17,16.1,11.68,9.27,10.29
2020-04-10,1150050529.0,1339895842.64,2489946371.64,200352.26,1339895.85,96272.21,21908.09,11.1,14.95,15.75,11.79,9.38,10.17
2020-04-17,1186598833.0,1389936110.16,2576534943.16,201061.2,1389936.08,96497.78,22352.44,10.64,9.69,9.45,11.93,9.35,10.23
2020-04-24,1225555950.0,1395332824.64,2620888774.64,200510.54,1395332.84,101498.97,22066.27,9.41,8.45,8.27,11.49,8.76,9.54
2020-05-01,1220470248.0,1390196936.69,2610667184.69,199400.0,1390196.86,100360.3,22770.13,9.68,9.21,8.99,11.38,8.2,8.82
2020-05-08,1224054974.0,1418360571.58,2642415545.58,199881.7,1418360.58,106119.11,23163.63,9.72,10.23,10.08,11.29,7.69,8.44
2020-05-15,1243577904.0,1387292856.1,2630870760.1,200937.53,1387292.86,104277.15,23100.66,9.69,10.88,10.79,11.24,7.58,8.2
2020-05-22,1234564845.0,1381144579.38,2615709424.38,203357.71,1381144.57,100785.19,23760.51,10.1,11.25,11.24,11.13,7.45,8.03
2020-05-29,1216337667.0,1395677767.6,2612015434.6,204831.04,1395677.75,100502.5,23823.55,9.52,11.84,11.94,11.13,7.35,8.04
2020-06-05,1221337234.0,1399047623.03,2620384857.03,207042.4,1399047.62,99507.85,23722.19,9.9,11.88,12.21,9.98,7.35,8.15
2020-06-12,1243450946.0,1421115133.79,2664566079.79,208552.01,1421115.14,101195.35,23404.3,10.06,11.46,12.65,9.16,7.4,8.06
2020-06-19,1291037237.0,1419747707.84,2710784944.84,207444.13,1419747.63,103568.3,23343.04,9.9,11.25,12.93,9.06,7.41,8.19
2020-06-26,1289002419.0,1421983867.7,2710986286.7,207840.71,1421983.8,104880.43,23330.83,9.71,11.0,12.87,9.01,7.37,8.08
2020-07-03,1293982796.0,1413504166.06,2707486962.06,206586.2,1413504.14,105579.0,23133.61,10.34,10.68,11.98,9.05,7.37,8.07
2020-07-10,1299644582.0,1424542306.94,2724186888.94,207919.88,1424542.3,110932.96,23227.34,10.31,11.1,12.77,9.09,7.37,8.18
2020-07-17,1314902612.0,1430879947.12,2745782559.12,209073.76,1430879.94,111727.08,23462.31,9.17,11.2,12.65,9.14,7.35,8.17
2020-07-24,1319161322.0,1457739612.02,2776900934.02,213266.37,1457739.64,111077.49,24266.34,10.46,11.28,12.96,9.07,7.39,8.21
2020-07-31,1301823713.0,1503446883.01,2805270596.01,216722.43,1503446.86,108669.18,25278.79,10.67,10.77,11.48,9.22,7.24,8.16
2020-08-07,1274941449.0,1618152462.75,2893093911.75,222698.9,1618152.48,107322.14,26379.87,11.83,12.0,13.41,9.38,7.79,8.7
2020-08-14,1280871654.0,1620887002.21,2901758656.21,220693.99,1620887.06,107184.13,26198.1,13.52,13.74,16.93,9.99,8.79,10.06
2020-08-21,1279195749.0,1593813830.2,2873009579.2,220884.45,1593813.84,106351.6,26192.84,13.65,15.26,17.74,11.66,9.57,10.93
2020-08-28,1268051040.0,1612459079.49,2880510119.49,220733.62,1612459.1,106401.62,26285.38,12.18,16.57,18.06,13.31,9.75,11.44
