tarih,fon_top,fon_ihale,fon_kot_top,fon_kot_repo,fon_kot_depo,fon_glp,ste_top,ste_ihale,ste_kot,ste_liksen,net_fonlama,aofm,politika,politika_ger,koridor_alt,koridor_ust,glp_satis,glp_alis,tlref,tlref_endeks,bist_on,bist_on_hacim,sto_oni_faiz,sto_oni_tutar,sto_1hi_faiz,sto_1hi_tutar,sto_kvi_faiz,sto_kvi_tutar,sto_4hi_faiz,sto_4hi_tutar,serbest_mevduat,gun_basi_likidite,ab_dis_varlik,ab_ic_varlik,ab_mbp,ab_rezerv_para,ab_emisyon,ab_bankalar,ab_zk_bloke,ab_serbest,ab_fon,ab_bankadisi,ab_diger_mbp,ab_api,ab_kamu_mev,swap_alim,swap_satim,swap_tcmb_piy,swap_bist,swap_gelenek,swap_miktar,swap_altin_piy,swap_altin_ihale,usdtry
2011-01-03,8000.0,8000.0,,,,,543.0,,543.0,,7457.0,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,26797.7,24429.9,134488980.0,-6812827.0,70753410.0,73151850.0,48295080.0,24699495.0,0.0,24699495.0,119833.0,37442.0,-2398440.0,-7466976.0,5068536.0,,,,,,,,,1.5376
2011-01-04,6000.0,6000.0,,,,,1064.2,,1064.2,,4935.8,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,24691.2,23133.3,135408578.0,-7245304.0,70825110.0,70644348.0,47942443.0,22574872.0,0.0,22574872.0,96050.0,30983.0,180762.0,-4943279.0,5124041.0,,,,,,,,,1.5476
2011-01-05,4000.0,4000.0,,,,,646.4,,646.4,,3353.6,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,22566.9,22041.5,135539151.0,-7201148.0,70914379.0,69464480.0,48048408.0,21305001.0,0.0,21305001.0,88379.0,22692.0,1449900.0,-3358585.0,4808485.0,,,,,,,,,1.5445
2011-01-06,5000.0,5000.0,,,,,897.7,,897.7,,4102.3,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,21297.0,20917.2,134636403.0,-6702936.0,70993901.0,70129721.0,48105770.0,21919930.0,0.0,21919930.0,82525.0,21496.0,864179.0,-4108531.0,4972710.0,,,,,,,,,1.54
2011-01-07,8000.0,8000.0,,,,,37.0,,37.0,,7963.0,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,21911.9,19707.2,134232757.0,-6484964.0,71068423.0,73739315.0,48730785.0,24906188.0,0.0,24906188.0,80879.0,21463.0,-2670892.0,-7972972.0,5302080.0,,,,,,,,,1.5402
2011-01-10,9000.0,9000.0,,,,,33.5,,33.5,,8966.5,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,24898.1,24335.5,135715467.0,-7091591.0,71154405.0,74183121.0,48254659.0,25808703.0,0.0,25808703.0,95837.0,23922.0,-3028716.0,-8977720.0,5949004.0,,,,,,,,,1.5571
2011-01-11,10000.0,10000.0,,,,,47.5,,47.5,,9952.5,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,25800.5,25758.9,137189721.0,-8014416.0,71220386.0,75098136.0,47702078.0,27282550.0,0.0,27282550.0,93449.0,20059.0,-3877751.0,-9964965.0,6087214.0,,,,,,,,,1.5778
2011-01-12,11000.0,11000.0,,,,,18.3,,18.3,,10981.7,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,27274.5,29577.6,138306424.0,-7711259.0,71031318.0,78493149.0,47466193.0,30914765.0,0.0,30914765.0,91541.0,20650.0,-7461831.0,-10995411.0,3533580.0,,,,,,,,,1.5702
2011-01-13,9000.0,9000.0,,,,,19.3,,19.3,,8980.7,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,30906.6,31979.3,137830712.0,-7401435.0,72664134.0,80179443.0,47639820.0,32417555.0,0.0,32417555.0,94514.0,27554.0,-7515308.0,-8991918.0,1476610.0,,,,,,,,,1.5619
2011-01-14,4000.0,4000.0,,,,,18.5,,18.5,,3981.5,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,32409.5,26616.8,137495002.0,-7148625.0,72336816.0,75122474.0,49818166.0,25176726.0,0.0,25176726.0,104003.0,23579.0,-2785658.0,-3986485.0,1200827.0,,,,,,,,,1.5514
2011-01-17,6000.0,6000.0,,,,,20.9,,20.9,,5979.1,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,25168.6,24931.9,136068992.0,-7075504.0,72567715.0,77788464.0,49260154.0,28401910.0,0.0,28401910.0,105920.0,20480.0,-5220750.0,-5986579.0,765830.0,,,,,,,,,1.5429
2011-01-18,8000.0,8000.0,,,,,18.2,,18.2,,7981.8,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,28393.9,28009.1,135293175.0,-6931477.0,73073353.0,80333764.0,48481645.0,31754157.0,0.0,31754157.0,81050.0,16912.0,-7260412.0,-7991776.0,731363.0,,,,,,,,,1.5426
2011-01-19,10000.0,10000.0,,,,,20.4,,20.4,,9979.6,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,31745.4,30021.0,134411212.0,-6277586.0,73495184.0,82346270.0,48128361.0,34117346.0,0.0,34117346.0,85654.0,14909.0,-8851086.0,-9992067.0,1140981.0,,,,,,,,,1.5263
2011-01-20,11000.0,11000.0,,,,,26.4,,26.4,,10973.6,6.5,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,34109.2,32252.3,135319709.0,-6702917.0,73448048.0,81070459.0,48152174.0,32812205.0,0.0,32812205.0,90249.0,15831.0,-7622411.0,-10987312.0,3364901.0,,,,,,,,,1.532
2011-01-21,12000.0,12000.0,,,,,12.7,,12.7,,11987.3,6.46,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,32804.0,32425.0,137438809.0,-7807300.0,73541148.0,82535727.0,49170163.0,33273676.0,0.0,33273676.0,76915.0,14973.0,-8994578.0,-12002166.0,3007588.0,,,,,,,,,1.5533
2011-01-24,12000.0,12000.0,,,,,17.0,,17.0,,11983.0,6.4,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,33259.9,30889.2,138992601.0,-8691222.0,73656527.0,83156915.0,48644571.0,34402890.0,0.0,34402890.0,94261.0,15193.0,-9500389.0,-11997722.0,2497334.0,,,,,,,,,1.5693
2011-01-25,13000.0,13000.0,,,,,33.2,,33.2,,12966.8,6.33,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,34389.1,32168.8,138729844.0,-8441048.0,73770447.0,84940288.0,48223017.0,36603432.0,0.0,36603432.0,96150.0,17689.0,-11169841.0,-12982574.0,1812733.0,,,,,,,,,1.5636
2011-01-26,14000.0,14000.0,,,,,41.3,,41.3,,13958.7,6.27,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,36589.3,34701.6,138280256.0,-8098116.0,73827377.0,87221198.0,48062218.0,39060261.0,0.0,39060261.0,79465.0,19254.0,-13393820.0,-13975531.0,581711.0,,,,,,,,,1.5552
2011-01-27,16000.0,16000.0,,,,,21.3,,21.3,,15978.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,39044.2,37563.5,139736693.0,-8814849.0,73905431.0,88757722.0,48017745.0,40654259.0,0.0,40654259.0,69881.0,15837.0,-14852290.0,-15997880.0,1145590.0,,,,,,,,,1.566
2011-01-28,19000.0,19000.0,,,,,51.7,,51.7,,18948.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,40636.3,30332.5,139982083.0,-8893563.0,73972018.0,83243067.0,48732844.0,34416940.0,0.0,34416940.0,76563.0,16720.0,-9271050.0,-18971072.0,9700022.0,,,,,,,,,1.5674
2011-01-31,21000.0,21000.0,,,,,53.0,,53.0,,20947.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,34402.6,33295.8,142278744.0,-9688568.0,74157354.0,87302158.0,48404666.0,38806198.0,0.0,38806198.0,75838.0,15456.0,-13144804.0,-20972168.0,7827365.0,,,,,,,,,1.5833
2011-02-01,20000.0,20000.0,,,,,33.2,,33.2,,19966.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,38791.7,34502.3,142617513.0,-10435087.0,73844586.0,85832933.0,47926426.0,37810346.0,0.0,37810346.0,76135.0,20026.0,-11988347.0,-19990776.0,8002428.0,,,,,,,,,1.5991
2011-02-02,17000.0,17000.0,,,,,155.8,,155.8,,16844.2,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,37796.3,35720.8,141567476.0,-9630549.0,73937857.0,84108796.0,47940564.0,36078758.0,0.0,36078758.0,70821.0,18653.0,-10170938.0,-16864578.0,6693639.0,,,,,,,,,1.5814
2011-02-03,15000.0,15000.0,,,,,117.3,,117.3,,14882.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,36065.1,32707.4,141075586.0,-9223216.0,73825142.0,81649577.0,48097637.0,33462349.0,0.0,33462349.0,71422.0,18169.0,-7824434.0,-14900683.0,7076249.0,,,,,,,,,1.5707
2011-02-04,16000.0,16000.0,,,,,15.9,,15.9,,15984.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,33448.6,28540.3,141129348.0,-9424220.0,73868788.0,82709931.0,49170725.0,33455065.0,0.0,33455065.0,66458.0,17683.0,-8841143.0,-16003281.0,7162139.0,,,,,,,,,1.576
2011-02-07,17000.0,17000.0,,,,,18.1,,18.1,,16981.9,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,33447.1,28042.2,141870002.0,-10060818.0,73810891.0,83212245.0,48811017.0,34287753.0,0.0,34287753.0,96282.0,17193.0,-9401354.0,-17002280.0,7600926.0,,,,,,,,,1.5927
2011-02-08,18000.0,18000.0,,,,,20.3,,20.3,,17979.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,34279.8,31226.8,139453219.0,-8728941.0,73870880.0,84119632.0,48325710.0,35680745.0,0.0,35680745.0,96218.0,16959.0,-10248753.0,-18001268.0,7752516.0,,,,,,,,,1.5694
2011-02-09,19000.0,19000.0,,,,,13.6,,13.6,,18986.4,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,35672.8,35184.2,139466425.0,-8693310.0,73965694.0,85825778.0,48059762.0,37631739.0,0.0,37631739.0,117213.0,17064.0,-11860083.0,-19009173.0,7149090.0,,,,,,,,,1.567
2011-02-10,19000.0,19000.0,,,,,13.0,,13.0,,18987.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,37617.8,36808.1,140664554.0,-9363495.0,73935315.0,86019849.0,48130724.0,37750576.0,0.0,37750576.0,120378.0,18171.0,-12084533.0,-19009773.0,6925240.0,,,,,,,,,1.5797
2011-02-11,17000.0,17000.0,,,,,13.4,,13.4,,16986.6,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,37736.6,35066.8,141697888.0,-9921599.0,74009923.0,87636453.0,48929274.0,38577826.0,0.0,38577826.0,111652.0,17701.0,-13626529.0,-17006975.0,3380446.0,,,,,,,,,1.5912
2011-02-14,15000.0,15000.0,,,,,17.3,,17.3,,14982.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,38563.9,32393.9,140971195.0,-9618644.0,73913120.0,85656805.0,49519952.0,36009232.0,0.0,36009232.0,106049.0,21572.0,-11743685.0,-15000675.0,3256990.0,,,,,,,,,1.5886
2011-02-15,15000.0,15000.0,,,,,16.3,,16.3,,14983.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,35995.8,31595.2,140290734.0,-9265204.0,73994779.0,84989083.0,49475302.0,35396471.0,0.0,35396471.0,101451.0,15859.0,-10994303.0,-15001689.0,4007387.0,,,,,,,,,1.584
2011-02-16,17000.0,17000.0,,,,,20.0,,20.0,,16980.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,35383.0,33623.7,140888980.0,-9650009.0,74081765.0,87431564.0,49082226.0,38203171.0,0.0,38203171.0,126469.0,19698.0,-13349799.0,-17000386.0,3650587.0,,,,,,,,,1.5883
2011-02-17,19000.0,19000.0,,,,,15.9,,15.9,,18984.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,38188.9,37685.6,140311844.0,-9254906.0,74160572.0,89888062.0,48904255.0,40841908.0,0.0,40841908.0,125937.0,15962.0,-15727489.0,-19006884.0,3279395.0,,,,,,,,,1.5807
2011-02-18,24000.0,24000.0,,,,,14.2,,14.2,,23985.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,40827.5,34653.8,139178173.0,-8757083.0,74243900.0,92462956.0,49505854.0,42824077.0,0.0,42824077.0,117064.0,15961.0,-18219056.0,-24014581.0,5795525.0,,,,,,,,,1.5702
2011-02-21,25000.0,25000.0,,,,,17.9,,17.9,,24982.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,42809.6,39458.5,139584725.0,-8957417.0,74236567.0,93723375.0,48945179.0,44695535.0,0.0,44695535.0,60707.0,21954.0,-19486808.0,-25012079.0,5525270.0,,,,,,,,,1.5731
2011-02-22,31000.0,31000.0,,,,,16.1,,16.1,,30983.9,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,44682.0,35692.1,139976354.0,-9149826.0,74120332.0,95242779.0,48410689.0,46755318.0,0.0,46755318.0,58031.0,18741.0,-21122446.0,-31021070.0,9898623.0,,,,,,,,,1.5741
2011-02-23,32000.0,32000.0,,,,,46.7,,46.7,,31953.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46782.0,43656.3,141866983.0,-10069230.0,74196208.0,97121767.0,48233797.0,48777017.0,0.0,48777017.0,90112.0,20841.0,-22925559.0,-31991662.0,9066103.0,,,,,,,,,1.5934
2011-02-24,32000.0,32000.0,,,,,45.1,,45.1,,31954.9,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48763.7,47172.6,141731256.0,-9822262.0,74272615.0,98484621.0,48491819.0,49878845.0,0.0,49878845.0,89921.0,24036.0,-24212008.0,-31993259.0,7781252.0,,,,,,,,,1.5857
2011-02-25,29000.0,29000.0,,,,,36.4,,36.4,,28963.6,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,49865.3,40973.4,143353212.0,-10699251.0,74275384.0,95384278.0,49615201.0,45659367.0,0.0,45659367.0,88146.0,21564.0,-21108894.0,-28998358.0,7889463.0,,,,,,,,,1.6008
2011-02-28,29000.0,29000.0,,,,,44.2,,44.2,,28955.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,45645.7,42896.1,143212066.0,-10164586.0,74371546.0,97671072.0,49318211.0,48201783.0,0.0,48201783.0,135962.0,15116.0,-23299525.0,-28990560.0,5691035.0,,,,,,,,,1.5905
2011-03-01,26000.0,26000.0,,,,,28.7,,28.7,,25971.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48177.4,36729.7,143047723.0,-10309572.0,74471408.0,93111426.0,48715899.0,44265328.0,0.0,44265328.0,108693.0,21506.0,-18640018.0,-26002449.0,7362431.0,,,,,,,,,1.5928
2011-03-02,26000.0,26000.0,,,,,30.2,,30.2,,25969.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,44251.7,41444.2,143560754.0,-10627305.0,74512437.0,95603715.0,48802218.0,46527520.0,0.0,46527520.0,254549.0,19428.0,-21091278.0,-26000948.0,4909671.0,,,,,,,,,1.598
2011-03-03,27000.0,27000.0,,,,,20.9,,20.9,,26979.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46514.2,39572.6,144581097.0,-11149744.0,74561288.0,92555185.0,49115542.0,43171131.0,0.0,43171131.0,249892.0,18620.0,-17993897.0,-27011445.0,9017548.0,,,,,,,,,1.6092
2011-03-04,29000.0,29000.0,,,,,14.3,,14.3,,28985.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43157.9,36712.9,144925172.0,-10945015.0,74669495.0,93876662.0,50758307.0,42851756.0,0.0,42851756.0,248402.0,18197.0,-19207168.0,-29020441.0,9813273.0,,,,,,,,,1.6041
2011-03-07,32000.0,32000.0,,,,,21.9,,21.9,,31978.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,42838.5,37933.4,144392110.0,-10485668.0,74743512.0,96924239.0,50539431.0,46213600.0,0.0,46213600.0,152060.0,19148.0,-22180726.0,-32016442.0,9835716.0,,,,,,,,,1.5919
2011-03-08,32000.0,32000.0,,,,,26.5,,26.5,,31973.5,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46200.3,39148.9,144804308.0,-10673429.0,74839799.0,96803655.0,50006585.0,46714410.0,0.0,46714410.0,64185.0,18475.0,-21963856.0,-32011858.0,10048002.0,,,,,,,,,1.5942
2011-03-09,33000.0,33000.0,,,,,20.2,,20.2,,32979.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46701.1,40754.5,143672870.0,-10123693.0,74682711.0,96781161.0,49698321.0,46968484.0,0.0,46968484.0,97696.0,16660.0,-22098450.0,-33019366.0,10920915.0,,,,,,,,,1.5855
2011-03-10,34000.0,34000.0,,,,,16.7,,16.7,,33983.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46955.2,43175.6,143224875.0,-9838958.0,74755649.0,97987023.0,49619764.0,48270644.0,0.0,48270644.0,67454.0,29161.0,-23231374.0,-34024070.0,10792697.0,,,,,,,,,1.58
2011-03-11,32000.0,32000.0,,,,,14.5,,14.5,,31985.5,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48257.3,43338.7,142528672.0,-9483801.0,74539024.0,99606232.0,50436134.0,49085819.0,0.0,49085819.0,65161.0,19118.0,-25067208.0,-32023876.0,6956668.0,,,,,,,,,1.5759
2011-03-14,31000.0,31000.0,,,,,22.5,,22.5,,30977.5,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,49072.5,41375.4,142580230.0,-9534836.0,74639689.0,99010561.0,51041517.0,47864010.0,0.0,47864010.0,78790.0,26244.0,-24370872.0,-31014667.0,6643795.0,,,,,,,,,1.5786
2011-03-15,30000.0,30000.0,,,,,21.4,,21.4,,29978.6,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,47850.7,41017.9,142130960.0,-9499488.0,74340607.0,98299799.0,50909927.0,47292864.0,0.0,47292864.0,75342.0,21666.0,-23959193.0,-30014564.0,6055371.0,,,,,,,,,1.5729
2011-03-16,30000.0,30000.0,,,,,25.9,,25.9,,29974.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,47279.6,42309.7,142157342.0,-9525326.0,74427060.0,99199864.0,50586317.0,48495540.0,0.0,48495540.0,99954.0,18053.0,-24772805.0,-30010055.0,5237250.0,,,,,,,,,1.5754
2011-03-17,31000.0,31000.0,,,,,22.9,,22.9,,30977.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48482.0,44149.0,142424683.0,-9671473.0,74441338.0,100816912.0,50550837.0,50154764.0,0.0,50154764.0,92970.0,18341.0,-26375573.0,-31014246.0,4638672.0,,,,,,,,,1.5762
2011-03-18,32000.0,32000.0,,,,,13.6,,13.6,,31986.4,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,50141.5,42293.1,146434668.0,-9917215.0,74519620.0,99696803.0,51441772.0,48162735.0,0.0,48162735.0,74391.0,17905.0,-25177184.0,-32024745.0,6847562.0,,,,,,,,,1.5788
2011-03-21,30000.0,30000.0,,,,,19.5,,19.5,,29980.5,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48149.3,41854.6,146504136.0,-9900774.0,74599165.0,98222356.0,50869006.0,47227996.0,0.0,47227996.0,107588.0,17766.0,-23623191.0,-30016455.0,6393264.0,,,,,,,,,1.5757
2011-03-22,29000.0,29000.0,,,,,18.3,,18.3,,28981.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,47214.4,42643.8,146273400.0,-9684239.0,74670185.0,98542106.0,50350461.0,48064944.0,0.0,48064944.0,109069.0,17632.0,-23871921.0,-29016442.0,5144521.0,,,,,,,,,1.5693
2011-03-23,27000.0,27000.0,,,,,19.2,,19.2,,26980.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,48051.6,43175.6,146034036.0,-9414080.0,74750760.0,97740577.0,50095223.0,47491457.0,0.0,47491457.0,136424.0,17473.0,-22989817.0,-27013148.0,4023331.0,,,,,,,,,1.5626
2011-03-24,25000.0,25000.0,,,,,22.3,,22.3,,24977.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,47477.6,42180.4,145041669.0,-8855179.0,74697495.0,96491074.0,50108730.0,46293065.0,0.0,46293065.0,72075.0,17204.0,-21793579.0,-25007652.0,3214073.0,,,,,,,,,1.5543
2011-03-25,23000.0,23000.0,,,,,18.7,,18.7,,22981.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,46279.2,38978.4,144149357.0,-8357110.0,74774765.0,94036677.0,51280250.0,42665759.0,0.0,42665759.0,72512.0,18156.0,-19261912.0,-23008857.0,3746945.0,,,,,,,,,1.547
2011-03-28,23000.0,23000.0,,,,,30.0,,30.0,,22970.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,42652.4,37822.2,143974182.0,-8298681.0,74751096.0,94117433.0,50755598.0,43265848.0,0.0,43265848.0,78523.0,17464.0,-19366337.0,-22997552.0,3631214.0,,,,,,,,,1.5433
2011-03-29,24000.0,24000.0,,,,,17.1,,17.1,,23982.9,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43252.2,37223.0,144293705.0,-8381373.0,74810095.0,93816593.0,50143501.0,43585676.0,0.0,43585676.0,69731.0,17685.0,-19006498.0,-24011656.0,5005159.0,,,,,,,,,1.5485
2011-03-30,25000.0,25000.0,,,,,40.1,,40.1,,24959.9,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43571.7,40385.7,145037145.0,-8808779.0,74879186.0,95517358.0,49847002.0,45534519.0,0.0,45534519.0,117951.0,17886.0,-20638172.0,-24989862.0,4351689.0,,,,,,,,,1.5549
2011-03-31,24000.0,24000.0,,,,,20.0,,20.0,,23980.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,45521.2,40695.9,145329631.0,-8591823.0,74637938.0,93512358.0,49764708.0,43666423.0,0.0,43666423.0,64438.0,16789.0,-18874419.0,-24008771.0,5134352.0,,,,,,,,,1.5483
2011-04-01,23000.0,23000.0,,,,,7.4,,7.4,,22992.6,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43650.4,38436.8,144197400.0,-8117905.0,74737999.0,92158088.0,50730009.0,41344750.0,0.0,41344750.0,64476.0,18853.0,-17420088.0,-23020166.0,5600078.0,,,,,,,,,1.5363
2011-04-04,23000.0,23000.0,,,,,9.6,,9.6,,22990.4,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,41330.2,36070.2,143751242.0,-8005686.0,74812562.0,91778377.0,50560404.0,41115763.0,0.0,41115763.0,84027.0,18183.0,-16965814.0,-23017978.0,6052164.0,,,,,,,,,1.536
2011-04-05,23000.0,23000.0,,,,,10.4,,10.4,,22989.6,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,41101.2,35557.5,143358310.0,-7582876.0,75004702.0,92232421.0,50432551.0,41698183.0,0.0,41698183.0,84586.0,17101.0,-17227719.0,-23017188.0,5789470.0,,,,,,,,,1.5279
2011-04-06,23000.0,23000.0,,,,,11.3,,11.3,,22988.7,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,41683.7,38040.9,143180503.0,-7490198.0,75074880.0,93506388.0,50348685.0,43055130.0,0.0,43055130.0,84972.0,17601.0,-18431508.0,-23016273.0,4584765.0,,,,,,,,,1.5273
2011-04-07,24000.0,24000.0,,,,,20.7,,20.7,,23979.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43031.3,40323.2,142593276.0,-7044684.0,75138102.0,94355292.0,50521471.0,43736476.0,0.0,43736476.0,79392.0,17953.0,-19217190.0,-24008064.0,4790874.0,,,,,,,,,1.5157
2011-04-08,34189.0,27000.0,7189.0,7189.0,,,15.5,,15.5,,34173.5,6.62,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,43721.9,39721.4,141915060.0,-6646569.0,75215782.0,104353442.0,51369251.0,52882868.0,0.0,52882868.0,73577.0,27746.0,-29137659.0,-34210589.0,5072930.0,,,,,,,,,1.5085
2011-04-11,30000.0,30000.0,,,,,15.0,,15.0,,29985.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,52868.4,40925.4,141299683.0,-6120478.0,75303694.0,100062442.0,50868714.0,49088609.0,0.0,49088609.0,85780.0,19339.0,-24758749.0,-30020937.0,5262188.0,,,,,,,,,1.4955
2011-04-12,32000.0,32000.0,,,,,15.7,,15.7,,31984.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,49074.0,43307.2,142520334.0,-6770399.0,75349406.0,102098298.0,50354710.0,51645925.0,0.0,51645925.0,75365.0,22298.0,-26748891.0,-32022628.0,5273737.0,,,,,,,,,1.5053
2011-04-13,32000.0,32000.0,,,,,16.9,,16.9,,31983.1,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,51631.2,51043.7,143127924.0,-6248105.0,75854542.0,105220365.0,50351963.0,54762374.0,0.0,54762374.0,73940.0,32088.0,-29365822.0,-32021442.0,2655620.0,,,,,,,,,1.5111
2011-04-14,38000.0,38000.0,,,,,17.0,,17.0,,37983.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,54747.9,50446.8,143117994.0,-6156707.0,75798902.0,110748445.0,51447511.0,59180387.0,0.0,59180387.0,94553.0,25994.0,-34949542.0,-38028527.0,3078985.0,,,,,,,,,1.5075
2011-04-15,42000.0,42000.0,,,,,14.8,,14.8,,41985.2,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,59165.9,52467.9,144068873.0,-6455775.0,75818048.0,114061731.0,53042175.0,60899679.0,0.0,60899679.0,93029.0,26848.0,-38243683.0,-42035528.0,3791844.0,,,,,,,,,1.5146
2011-04-18,44000.0,44000.0,,,,,15.7,,15.7,,43984.3,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,60886.4,53564.6,143843125.0,-6358627.0,75911305.0,116696202.0,52284621.0,64288304.0,0.0,64288304.0,97119.0,26158.0,-40784897.0,-44037029.0,3252132.0,,,,,,,,,1.5119
2011-04-19,48000.0,48000.0,,,,,15.2,,15.2,,47984.8,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,64274.2,54519.3,143738345.0,-6365531.0,75990493.0,118805484.0,51617515.0,67063984.0,0.0,67063984.0,94906.0,29079.0,-42814992.0,-48042328.0,5227336.0,,,,,,,,,1.5165
2011-04-20,48000.0,48000.0,,,,,15.0,,15.0,,47985.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,67050.6,63666.3,144581464.0,-6884945.0,76030466.0,120097358.0,51341214.0,68633273.0,0.0,68633273.0,102309.0,20562.0,-44066892.0,-48042522.0,3975630.0,,,,,,,,,1.5271
2011-04-21,45000.0,45000.0,,,,,18.0,,18.0,,44982.0,6.25,,,1.5,9.0,12.0,0.0,,,,,,,,,,,,,68619.7,59911.0,144161332.0,-6452687.0,76092625.0,118078994.0,51342454.0,66605917.0,0.0,66605917.0,110500.0,20123.0,-41986370.0,-45035932.0,3049562.0,,,,,,,,,1.5124
