Tarih,Hisse,DIBS,Toplam,Year,Week,Hisse_Cumulative,DIBS_Cumulative,Toplam_Cumulative
2025-10-17,-178.03,151.08,-26.94999999999999,2025,42,-4110.619999999995,19035.75,14925.130000000005
2025-10-24,-118.47,-441.83,-560.3,2025,43,-4229.089999999996,18593.92,14364.830000000002
2025-10-31,242.79,374.43,617.22,2025,44,-3986.2999999999956,18968.35,14982.050000000003
2025-11-07,35.67,311.49,347.16,2025,45,-3950.6299999999956,19279.84,15329.210000000005
2025-11-14,-158.82,499.79,340.97,2025,46,-4109.449999999995,19779.63,15670.180000000006
2025-11-21,71.87,239.08,310.95000000000005,2025,47,-4037.5799999999954,20018.710000000003,15981.130000000008
2025-11-28,-9.21,594.49,585.28,2025,48,-4046.7899999999954,20613.200000000004,16566.41000000001
2025-12-05,154.31,-23.65,130.66,2025,49,-3892.4799999999955,20589.550000000003,16697.070000000007
2025-12-12,26.3,339.6,365.90000000000003,2025,50,-3866.1799999999953,20929.15,17062.970000000005
2025-12-19,354.7,202.77,557.47,2025,51,-3511.4799999999955,21131.920000000002,17620.440000000006
2025-12-26,283.56,-235.96,47.599999999999994,2025,52,-3227.9199999999955,20895.960000000003,17668.040000000008
2026-01-02,101.92,288.52,390.44,2026,1,-3125.9999999999955,21184.480000000003,18058.480000000007
2026-01-09,236.2,864.81,1101.01,2026,2,-2889.7999999999956,22049.290000000005,19159.49000000001
2026-01-16,196.92,1097.36,1294.28,2026,3,-2692.8799999999956,23146.650000000005,20453.77000000001
2026-01-23,490.58,1256.08,1746.6599999999999,2026,4,-2202.2999999999956,24402.730000000003,22200.430000000008
2026-01-30,455.04,721.82,1176.8600000000001,2026,5,-1747.2599999999957,25124.550000000003,23377.290000000008
2026-02-06,134.27,255.58,389.85,2026,6,-1612.9899999999957,25380.130000000005,23767.14000000001
2026-02-13,322.18,1314.13,1636.3100000000002,2026,7,-1290.8099999999956,26694.260000000006,25403.45000000001
2026-02-20,409.96,-991.44,-581.48,2026,8,-880.8499999999956,25702.820000000007,24821.970000000012
2026-02-27,65.26,-212.78,-147.51999999999998,2026,9,-815.5899999999956,25490.040000000008,24674.45000000001
2026-03-06,-755.55,-1725.49,-2481.04,2026,10,-1571.1399999999956,23764.550000000007,22193.41000000001
2026-03-13,-321.81,-2877.82,-3199.63,2026,11,-1892.9499999999955,20886.730000000007,18993.78000000001
2026-03-20,-137.63,-130.07,-267.7,2026,12,-2030.5799999999954,20756.660000000007,18726.080000000013
2026-03-27,137.12,-1369.91,-1232.79,2026,13,-1893.4599999999955,19386.750000000007,17493.29000000001
2026-04-03,-217.8,-784.33,-1002.1300000000001,2026,14,-2111.2599999999957,18602.420000000006,16491.16000000001
2026-04-10,430.29,712.73,1143.02,2026,15,-1680.9699999999957,19315.150000000005,17634.180000000008
2026-04-17,579.4,243.03,822.43,2026,16,-1101.5699999999956,19558.180000000004,18456.610000000008
2026-04-24,327.16,193.58,520.74,2026,17,-774.4099999999955,19751.760000000006,18977.35000000001
2026-05-01,-228.36,-282.11,-510.47,2026,18,-1002.7699999999955,19469.650000000005,18466.88000000001
2026-05-08,214.48,181.69,396.16999999999996,2026,19,-788.2899999999955,19651.340000000004,18863.050000000007
2026-05-15,-284.62,1.33,-283.29,2026,20,-1072.9099999999955,19652.670000000006,18579.76000000001
2026-05-22,-293.11,-334.77,-627.88,2026,21,-1366.0199999999954,19317.900000000005,17951.88000000001
2026-05-29,-91.09,-134.47,-225.56,2026,22,-1457.1099999999954,19183.430000000004,17726.320000000007
2026-06-05,-856.88,-279.57,-1136.45,2026,23,-2313.9899999999952,18903.860000000004,16589.87000000001
2026-06-12,-117.77,429.3,311.53000000000003,2026,24,-2431.759999999995,19333.160000000003,16901.40000000001
2026-06-19,465.73,340.97,806.7,2026,25,-1966.0299999999952,19674.130000000005,17708.10000000001
2026-06-26,203.27,448.26,651.53,2026,26,-1762.7599999999952,20122.390000000003,18359.63000000001
2026-07-03,11.45,220.96,232.41,2026,27,-1751.3099999999952,20343.350000000002,18592.040000000008
2026-07-10,33.5,1225.48,1258.98,2026,28,-1717.8099999999952,21568.83,19851.020000000008
2026-07-17,37.53,196.63,234.16,2026,29,-1680.2799999999952,21765.460000000003,20085.180000000008
2026-07-24,38.85,805.51,844.36,2026,30,-1641.4299999999953,22570.97,20929.540000000005
2026-07-31,-185.94,163.96,-21.97999999999999,2026,31,-1827.3699999999953,22734.93,20907.560000000005
2026-08-07,1.5,545.78,547.28,2026,32,-1825.8699999999953,23280.71,21454.840000000004
2026-08-14,176.14,-306.18,-130.04000000000002,2026,33,-1649.7299999999955,22974.53,21324.800000000003
2026-08-21,150.17,-1.16,149.01,2026,34,-1499.5599999999954,22973.37,21473.810000000005
2026-08-28,328.99,-86.59,242.4,2026,35,-1170.5699999999954,22886.78,21716.210000000003
2026-09-04,-647.63,156.72,-490.90999999999997,2026,36,-1818.1999999999953,23043.5,21225.300000000003
2026-09-11,277.67,151.15,428.82000000000005,2026,37,-1540.5299999999952,23194.65,21654.120000000006
2026-09-18,-109.83,-116.9,-226.73000000000002,2026,38,-1650.3599999999951,23077.75,21427.390000000007
