tarih,dibs_toplam_trl,pay_dibs_tcmb,pay_dibs_bankalar,pay_dibs_fonlar,pay_dibs_yurtdisi,pay_dibs_diger_yurtici,dibs_pd_trl,pay_dibs_kv_kisa,pay_dibs_ov_kisa,dibs_piyasa_yazili_oran,eb_toplam_mlrusd,eb_pd_mlrusd,pay_eb_yurtdisi,pay_eb_kendi,pay_eb_usd,pay_eb_eur,pay_eb_jpy,pay_eb_kv_kisa
2020-12-04,1.08051693,7.39914366728155,67.467706406044,0.874132532102019,4.0936017541159675,20.165415640456462,1.22178023,27.574630177147323,8.403137281080411,1.13073677614658,81.07072000000001,82.67985,59.53360226725506,1.692768979972054,85.84080643590912,8.943037511558135,5.216156052532751,8.308058130245763
2020-12-11,1.0837064099999998,7.377367085980419,67.39894617768294,0.828558354656221,4.160973819468319,20.23415456221211,1.22444882,27.187806837038725,8.017803471769446,1.1298713458749405,81.0529,81.86933,59.56915792032118,1.6921047858867482,86.44475287632133,8.999890435160516,4.555356688518154,7.671761818497844
2020-12-18,1.07529208,7.435096146155935,67.21636599425153,0.8424483141361927,4.22639679444119,20.279692751015144,1.2216922099999998,27.332279767358752,8.029691112049335,1.1361491753942798,81.18592,83.74972,59.64778129015475,1.694678091964715,86.53784155935088,8.945116473225225,4.517041967423891,7.459893597256206
2020-12-25,1.07012053,7.471027586023417,66.9521366906212,0.8468989937049427,4.351087442458467,20.378849287191972,1.21981629,27.180126443466335,7.903138430787804,1.1398868219078089,81.14831,83.63033,59.6690306920748,1.6942065706605596,86.56462314569367,8.932381350163272,4.502995504143055,7.492544869785879
2021-01-01,1.06040554,7.539474001616401,66.72745787427704,0.8307151997715893,4.480541472840664,20.4218114514943,1.2133376599999999,26.938327291349378,7.6786482311828035,1.1442204083543357,81.20531,84.38222,59.659078944468035,1.695763491328338,86.56631693264292,8.954315257408492,4.479367809948589,7.509307055443671
2021-01-08,1.07035674,7.4693788540071235,66.58258815654303,0.8237748846239805,4.879944045571198,20.244314059254684,1.21551432,25.261603456373894,7.651760057818488,1.135616075066711,81.20378,84.01369000000001,59.97811924518784,1.696251085848467,86.54243135850837,8.971942548886974,4.485637995426698,7.531296387529222
2021-01-15,1.06139987,7.53241094706371,66.49023897091678,0.8086273837587712,4.9220365930514,20.246686105209335,1.20698873,25.438032880389862,7.668767608698117,1.1371668342111252,81.10822,82.99217,59.97217051489972,1.6933548782108645,86.48903866473188,8.995101586089387,4.515859749178748,7.589149675204299
2021-01-22,1.06861282,7.481568488014209,66.60930101886669,0.7980392748797456,4.912119620649881,20.19897159758948,1.2138556299999999,25.37942424009682,7.665624947507144,1.1359171509845818,81.11583,83.18462,59.81892806866428,1.692394690407532,86.51702682539153,8.954780342808563,4.528192831799918,7.57629143749272
2021-01-29,1.06529162,7.504893354929422,66.28061807150983,0.7898682240643176,5.214510182667164,20.21011016682925,1.21411223,25.72763639816065,7.60201221266011,1.1396994092565937,84.56507,87.31715,60.97673661240982,1.622159125511278,87.20168947337379,8.520628536318467,4.277670537803856,7.193421589392416
2021-02-05,1.06056749,7.538322714380015,66.25815581052743,0.7791309914657104,5.354657816260237,20.0697326673666,1.2121183500000001,25.511941965072964,7.305728850652249,1.1428960074950063,84.46786,87.89629,61.198721028329594,1.6201310178806474,87.38307384759926,8.40351737257625,4.213408779824496,7.113952136091297
2021-02-12,1.05927767,7.528620895029346,66.1308465041088,0.7796218341881975,5.425799261868704,20.135111504804968,1.2127364699999998,25.57005129424325,7.281572063219967,1.144871174335243,84.56631,87.92495,61.545300959684766,1.6230103926729214,87.2835753674014,8.481790436048016,4.234634196550581,7.137085987869657
2021-02-19,1.05180706,7.465152401620122,66.30062456511749,0.7492628923787601,5.594338756387507,19.890621384496125,1.2042349399999999,24.2618238597196,7.138432638401938,1.144920000822204,84.49027000000001,87.55009,61.51205339975834,1.6221631200847149,87.30861384608515,8.484845646646393,4.206540507268468,7.13710288590223
2021-02-26,1.08026125,7.268519536362153,66.89864974791976,0.7493224439921362,5.52655110048611,19.556957171239837,1.23629635,25.87705447807882,7.238065533397394,1.1444420041911159,84.56782000000001,85.94357000000001,61.36227704580772,1.6260322188747443,87.0063112342203,8.723584556703893,4.270115844617578,9.669007233467262
2021-03-05,1.07446904,7.307702416441892,66.7956519249731,0.7262061268884955,5.526623642873879,19.643815888822637,1.22797621,26.63534195532454,6.5239374629252795,1.1428679322393505,84.42871000000001,84.745,61.19035811396384,1.6227181488382327,87.01385332467993,8.706649359844238,4.279497315475839,9.75108971043598
2021-03-12,1.06399511,7.3796391789808125,66.50712802618048,0.7527844747331592,5.4710852947435065,19.889363025362027,1.21467397,25.87964571266807,5.673437622113529,1.1416161207733369,84.33080000000001,84.94618,60.87983275386928,1.6212226138018375,87.16515563148339,8.616349787594922,4.218494580921709,9.687756449112078
2021-03-19,1.07360685,7.31357107119799,66.27773099622082,0.7637935618611225,5.750868672270486,19.89403569844957,1.2244146399999998,25.705996948876724,5.633336759188047,1.1404683567359875,82.66105,83.9862,60.12966203550523,1.653826076489471,88.82096106265078,8.896461561542255,2.282577375806978,8.819032174333403
2021-03-26,1.10303544,7.118447617603294,67.30447572926577,0.8831728924321779,4.725581618664945,19.968322142033816,1.23122655,26.033013388421594,5.950434596707118,1.1162166738722377,82.5767,78.69217,59.65750629414834,1.650259697953539,88.65755004595756,8.923772212661058,2.418677741381385,10.566159250659881
2021-04-02,1.1099128,7.074339533700305,67.38557839859132,0.8688169016520938,4.591836403724688,20.07942876233159,1.23935185,26.190997123286685,6.060045772634737,1.1166209183279985,80.50358,77.54688,59.740821464088924,1.6899372673861213,88.53316858137941,9.050628471448494,2.416202947172085,8.141462299966165
2021-04-09,1.11163873,7.063355915999796,67.28492178389646,0.864239409866549,4.645717948312218,20.14176494192496,1.24208358,26.252744390576805,6.080191479546006,1.1173446430748235,80.6088,78.20367999999999,59.433225652782326,1.6930781750875832,88.40475281981617,9.16931274845378,2.4259344317300675,8.114503051518804
2021-04-16,1.11527325,7.040337424034872,67.32292198346907,0.9303280608586283,4.651392831308381,20.05501970032904,1.24962124,24.766064315616145,5.427869487877783,1.120461949571551,80.67949,79.65068,59.1697840430077,1.6953627247767677,88.4332312040525,9.16657585346415,2.4001929424833537,8.00064833101843
2021-04-23,1.1208353,6.7332818657656475,67.61969488291454,0.8959050451034153,4.627746824176575,20.123371382039792,1.25035823,24.35045274984914,5.5205251058330695,1.1155592886840733,80.71433,79.28208000000001,59.23756041832968,1.696092874710104,88.35181922573172,9.220873115337035,2.427307658931249,8.050482530226251
2021-04-30,1.12261329,6.722617723508333,67.62523272818193,0.8850688022765167,4.655748374402373,20.11133237163084,1.25325921,24.373920025898556,5.537477757693877,1.1163766019552468,80.76576,79.11424000000001,58.322128089923254,1.6991977788607449,88.25962304636938,9.327890908134869,2.4124860454957284,8.084611811399336
2021-05-07,1.13476363,6.650636132918712,67.7954306660322,0.8818365107454141,4.622185503072565,20.049911187231125,1.26852401,25.80368738940936,5.569642312091514,1.117875103205414,80.71045,80.25628999999999,58.61657319467306,1.69712843875855,88.44208971035168,9.18417733986956,2.3737329497787654,7.938929148107891
2021-05-14,1.130533,6.67552384583201,67.69939577172892,0.8788421036802996,4.622194133209733,20.12404414554905,1.26222328,26.010687269212784,5.110095101399175,1.1164851269268568,80.78809,79.99842,58.600543718758544,1.700027813505679,88.29176876243307,9.317071512162366,2.391147225157697,7.988596273350932
2021-05-21,1.1303928799999998,6.541884800265196,67.74294792090339,0.9160823801367186,4.769424060774339,20.02966083792035,1.2642944399999998,25.7693917742026,5.78805598480683,1.1184557708820673,80.80808,80.41426,58.61791296117913,1.701067517010675,88.28289907785012,9.34328065693821,2.373807829606341,7.990336539812715
2021-05-28,1.1326379299999998,6.528917851091213,68.24477085982808,0.9054897181484997,4.695916372851826,19.624905198080373,1.2627439699999998,23.514355804051075,3.5914738915759776,1.1148699302344571,80.80732,80.17767,58.42771422192939,1.7012320170994406,88.26597230874881,9.35711900832239,2.3769086829288004,8.010672798382991
2021-06-04,1.13905058,6.4921612172832575,68.32163853513862,0.9101255187456205,4.618339248815447,19.657735480017056,1.27110007,23.587552602466992,3.6470110205641717,1.1159294348456414,80.79037,80.11865,58.17362886195472,1.7012052302768266,88.28698436631171,9.34899676916673,2.3640188645215563,8.011879880652009
