,gsyh_yil_trl,denge_gsyh,fdd_gsyh,faiz_gsyh,gelir_gsyh,gider_gsyh,vergi_gsyh,stok_trl,stok_gsyh,ic_borc_ceyrek_trl,dis_senet_ceyrek_trl,dis_kredi_ceyrek_trl,doviz_borc_ceyrek_trl,net_fin_deger_trl,yukum_toplam_trl,varlik_toplam_trl,nakit_trl,borc_senedi_trl,bs_kisa_trl,bs_uzun_trl,krediler_trl,net_stok_trl,net_stok_gsyh,net_fin_deger_gsyh,fh_borc_trl,fh_borc_gsyh,db_toplam_mlrusd,db_my_mlrusd,db_my_kisa_mlrusd,db_my_uzun_mlrusd,db_tcmb_mlrusd,db_ozel_mlrusd
2023-09-30,23.27244871448173,-2.604656900340705,-0.1354000181785413,2.4692568819473166,18.335321155675075,20.939978056015775,15.844296665075353,5.922819260336,25.44991862695743,2.85975122,2.480331912264,0.5827361280719999,3.0630680403359998,-3.2176952323919004,7.501095586945511,4.2834003545536,1.38353470763607,6.02419948901149,0.651146888157297,5.3730526008542006,0.5936192368925821,4.539284552699931,19.504971773233613,-13.826199691610567,6.617818725904073,28.436280200226662,409.344,63.492000000000004,0.0,63.492000000000004,45.714,229.181
2023-12-31,27.09146906470138,-5.075279011138984,-2.5851426078717887,2.4901364030826363,19.232946931655935,24.30822594279492,16.613589964282774,6.652915983617,24.55723596135791,3.2092518610000003,2.705132196675,0.7385319259420001,3.443664122617,-2.5334872970478703,8.527788389335582,5.994301092287711,1.5491974126091401,6.733360585273431,0.685758102042389,6.04760248323104,0.7009978053338141,5.10371857100786,18.838840222428953,-9.351605448184639,7.434358390607245,27.44169529106041,432.551,71.428,0.0,71.428,46.36,238.262
2024-03-31,31.36857006125191,-5.223141106944711,-2.594926410832748,2.628214695984447,19.296252063931117,24.51939317087583,16.62106325391716,7.398282577940001,23.585016988322156,3.5724117260000003,3.0429945170640003,0.782876334876,3.8258708519400004,-3.11720264060538,9.30478526024803,6.18758261964265,1.40233153824339,7.459287607367401,0.644957439982293,6.8143301673851004,0.7408039271898782,5.99595103969661,19.114518219952657,-9.937343763259108,8.200091534557279,26.141107224668996,429.068,70.517,0.0,70.517,46.158,232.631
2024-06-30,35.81403321979359,-4.576204296460543,-1.8571736699635344,2.7190306263853192,19.996362960963587,24.572567257424126,17.065709882298545,7.78104423263,21.726243969443786,3.891652644,3.089501480084,0.799890108546,3.8893915886299997,-4.082616580570621,10.149499323172302,6.06688274260168,1.5978419461383,7.861625460832241,0.661076339111457,7.200549121720781,0.757035799407851,6.1832022864917,17.2647471692029,-11.399488450561474,8.618661260240092,24.06503955403927,450.951,80.078,0.0,80.078,44.691,242.264
2024-09-30,40.2274326040018,-4.813589956067368,-2.038278534331401,2.775311421636532,19.526783091542807,24.34037304761017,16.53819070461428,8.483178824900001,21.0880443413038,4.374224882,3.1750174897000005,0.9339364532000002,4.1089539429,-4.33009631782857,10.885510581355,6.55541426352646,1.61110266459092,8.686141530703651,0.694010338202599,7.99213119250105,0.8479028243319822,6.872076160309081,17.083059284338848,-10.76403846214589,9.534044355035633,23.700355050963886,460.06100000000004,86.384,0.004,86.38,38.367,249.294
2024-12-31,44.58722544019838,-4.723652269964232,-1.8742815634959178,2.8493707063561735,19.446967652830523,24.170619922794756,16.383309305414134,9.145533341263,20.51155516175646,4.959910326,3.2990671129500004,0.886555902313,4.185623015263,-3.7161589821171694,11.530178807206301,7.814019825089121,1.4787351024393,9.300161319094851,0.7198175696540831,8.58034374944077,0.836392167882417,7.6667982388237,17.19505567599541,-8.334582260789885,10.136553486977268,22.73421004985541,461.237,86.492,0.006,86.486,34.701,252.995
2025-03-31,48.0363573176201,-4.795284995527889,-1.7061073009992416,3.089177694403743,19.652685669458904,24.447970664986794,16.619972241487062,10.158286782929,21.147079733297893,5.7506236,3.480433047063,0.927230135866,4.407663182928999,-4.26597828342877,12.5798267301801,8.31384844675133,1.26838690481476,10.1128064809616,0.7198961308058671,9.392910350155741,0.9102710807439061,8.88989987811424,18.50660702545269,-8.88072810188706,11.023077561705506,22.947363574677542,469.225,85.086,0.111,84.97500000000001,30.165,262.16
2025-06-30,52.45078051613271,-4.460258072271087,-1.0142242748635135,3.4460337973122463,19.900711333817952,24.36096940608904,16.897660362945317,11.368979066864002,21.675519324954855,6.568706618,3.669117724000001,1.1311547248640004,4.800272448864002,-4.53534798142556,13.971440554261202,9.43609257283559,1.78294699567734,11.263358498333501,1.09748612665908,10.1658723716745,1.03923855814871,9.586032071186661,18.276242940251784,-8.64686461630554,12.302597056482211,23.455508069509477,485.293,82.789,0.342,82.447,29.335,278.464
2025-09-30,57.6149335778676,-3.9042050787577303,-0.3979097828346141,3.5062952958363343,20.118341321637264,24.022546400394994,17.2252391955067,12.909870955656,22.407161050022005,7.593489643000001,4.0879970093999995,1.2283843032559996,5.316381312655999,-5.13508050668943,15.7306417055958,10.5955611989063,2.6006784314647104,12.9447105785478,1.4658637313898901,11.4788468471579,1.08251573231082,10.309192524191289,17.893264617337852,-8.912759570831193,14.027226310858621,24.346511294507657,501.36400000000003,90.71900000000001,0.447,90.272,27.752,285.771
2025-12-31,63.02090582387441,-2.8548146376823893,0.405027576330555,3.259842213933605,20.367014936046026,23.221829573728417,17.5330190080259,13.675060497647,21.699244590144296,8.152756542,4.101058434654999,1.4212455209920003,5.522303955647,-5.47243505874632,17.2871748410424,11.814739782296101,2.64897443848423,14.0974580268737,1.7491361760738802,12.3483218507999,1.18855357971154,11.026086059162768,17.49591808467107,-8.683523328021064,15.28601160658524,24.255461591277843,522.732,94.312,1.6460000000000001,92.666,24.965,299.511
2026-03-31,67.49614736920951,-2.234738137658634,1.419550114644153,3.654288252228709,21.385058166022922,23.61979630368155,18.352319419879617,14.288065207048,21.168712236108973,8.671322345,4.343536323204,1.2732065388439997,5.6167428620479996,-5.97438848078563,17.8459334698309,11.8715449890453,2.74999407110863,14.355620370394501,1.9127854013231003,12.4428349690714,1.2546054737835801,11.538071135939369,17.094414400906714,-8.851451102987005,15.610225844178082,23.127580539951197,520.874,89.756,1.539,88.217,24.252,305.012
2026-06-30,,,,,,,,14.927683285248001,,9.013873942,4.445861211476001,1.4679481317720005,5.913809343248001,,,,,,,,,,,,,,538.956,93.22200000000001,0.79,92.432,23.094,317.952
