tarih,dibs_toplam,dibs_yurtici,dibs_tcmb,dibs_bankalar,dibs_fonlar,dibs_yurtdisi,dibs_pd_toplam,dibs_kv_kisa,dibs_kv_uzun,dibs_ov_kisa,dibs_ov_uzun,dibs_piyasa_deg,eb_toplam_yaz,eb_yurtdisi_yaz,eb_yurtici_yaz,eb_merkezi_yon,eb_toplam_pd,eb_usd_ihrac,eb_eur_ihrac,eb_jpy_ihrac,eb_kv_kisa,eb_kv_uzun,eb_piyasa_deg
2020-09-11,1108233.89,1071051.88,80375.0,747024.1,13260.82,37182.01,1245790.97,346447.78,899343.18,114301.68,1131489.28,1245790.96,76077.0,44757.75,31319.25,1387.14,73335.39,62106.9,6996.62,4231.87,5281.78,68053.61,73335.39
2020-09-18,1098352.6,1061759.86,80375.0,742845.66,12181.87,36592.74,1237443.61,341007.51,896436.09,114908.47,1122535.14,1237443.61,76109.09,44694.3,31414.79,1385.88,72823.61,61578.79,6958.71,4286.11,5321.66,67501.95,72823.61
2020-09-25,1100709.67,1064077.38,80118.0,745278.7,11674.28,36632.29,1235694.33,357754.84,877939.49,114600.83,1121093.5,1235694.32,75996.08,44455.59,31540.49,1381.1,72324.3,61178.46,6890.31,4255.52,5299.52,67024.78,72324.3
2020-10-02,1104792.75,1064804.15,80118.0,746167.59,11052.05,39988.6,1244112.38,360936.72,883175.65,116341.86,1127770.51,1244112.38,76045.63,44409.01,31636.62,1384.2,72696.03,61507.62,6936.71,4251.7,5294.71,67401.32,72696.03
2020-10-09,1101671.63,1062902.4,80118.0,745333.96,11047.39,38769.23,1240751.31,347267.96,893483.36,120193.06,1120558.25,1240751.31,76039.19,44379.57,31659.62,1384.86,72775.91,61565.81,6978.49,4231.61,5288.05,67487.86,72775.91
2020-10-16,1101906.32,1063471.13,80118.0,744915.24,11044.37,38435.19,1241394.3,347227.54,894166.76,120331.23,1121063.07,1241394.3,78541.52,46480.93,32060.59,1383.38,75098.62,63876.6,6961.33,4260.69,5303.78,69794.84,75098.62
2020-10-23,1104654.23,1066067.51,80118.0,746687.47,11064.29,38586.72,1240359.43,372178.67,868180.76,119833.0,1120526.43,1240359.42,78639.36,46466.06,32173.3,1387.37,75240.77,63903.93,7050.35,4286.49,5314.78,69925.99,75240.77
2020-10-30,1103940.55,1065474.71,80118.0,744994.59,11221.59,38465.84,1235902.45,366497.78,869404.67,112555.58,1123346.87,1235902.45,78623.1,46375.81,32247.29,1386.61,74101.35,62832.68,6989.73,4278.94,5295.61,68805.74,74101.35
2020-11-06,1117326.32,1078886.24,80118.0,755082.4,11250.49,38440.08,1245099.8,372720.21,872379.6,116984.51,1128115.3,1245099.81,78617.4,46273.02,32344.38,1385.26,74738.29,63453.27,6983.45,4301.57,5319.03,69419.26,74738.29
2020-11-13,1074403.85,1034521.41,80118.0,724311.13,9943.52,39882.44,1211809.45,338906.12,872903.34,102159.53,1109649.92,1211809.46,78582.9,46151.15,32431.75,1385.79,79006.24,67634.67,7102.88,4268.7,6799.09,72207.15,79006.24
2020-11-20,1066626.96,1025182.27,79949.0,719171.99,9828.23,41444.69,1209834.1,332843.26,876990.84,100575.51,1109258.59,1209834.09,78663.97,46195.46,32468.51,1369.45,79705.94,68202.83,7175.55,4327.55,6835.98,72869.96,79705.94
2020-11-27,1079676.79,1036545.81,79949.0,728717.25,9626.27,43130.98,1222367.44,335660.37,886707.07,102304.99,1120062.45,1222367.44,78699.56,46210.11,32489.45,1366.01,79494.63,67949.85,7234.16,4310.62,6840.65,72653.98,79494.63
2020-12-04,1080516.93,1036284.87,79949.0,728999.99,9445.15,44232.06,1221780.23,336901.38,884878.85,102667.87,1119112.36,1221780.22,81070.72,48264.32,32806.4,1372.34,82679.85,70973.05,7394.09,4312.71,6869.09,75810.76,82679.85
2020-12-11,1083706.41,1038613.67,79949.0,730406.7,8979.14,45092.74,1224448.82,332900.78,891548.04,98173.9,1126274.92,1224448.82,81052.9,48282.53,32770.37,1371.5,81869.33,70771.74,7368.15,3729.44,6280.82,75588.51,81869.33
2020-12-18,1075292.08,1029845.97,79949.0,722772.26,9058.78,45446.11,1221692.21,333916.33,887775.87,98098.11,1123594.09,1221692.23,81185.92,48425.6,32760.32,1375.84,83749.72,72475.2,7491.51,3783.01,6247.64,77502.08,83749.72
2020-12-25,1070120.53,1023558.65,79949.0,716468.56,9062.84,46561.88,1219816.29,331547.61,888268.68,96403.77,1123412.52,1219816.3,81148.31,48420.41,32727.9,1374.82,83630.33,72394.28,7470.18,3765.87,6266.04,77364.29,83630.33
2021-01-01,1060405.54,1012893.63,79949.0,707581.66,8808.95,47511.91,1213337.66,326852.87,886484.79,93167.93,1120169.72,1213337.65,81205.31,48446.34,32758.97,1377.05,84382.22,73046.58,7555.85,3779.79,6336.52,78045.7,84382.22
2021-01-08,1070356.74,1018123.93,79949.0,712671.22,8817.33,52232.81,1215514.32,307058.41,908455.92,93008.24,1122506.09,1215514.32,81203.78,48704.5,32499.29,1377.42,84013.69,72707.49,7537.66,3768.55,6327.32,77686.37,84013.69
2021-01-15,1061399.87,1009157.38,79949.0,705727.31,8582.77,52242.49,1206988.73,307034.19,899954.54,92561.16,1114427.56,1206988.71,81108.22,48642.36,32465.86,1373.45,82992.17,71779.13,7465.23,3747.81,6298.4,76693.77,82992.17
2021-01-22,1068612.82,1016121.28,79949.0,711795.53,8527.95,52491.54,1213855.63,308069.57,905786.06,93049.62,1120806.01,1213855.63,81115.83,48522.62,32593.22,1372.8,83184.62,71968.86,7449.0,3766.76,6302.31,76882.32,83184.62
2021-01-29,1065291.62,1009741.88,79949.0,706081.87,8414.4,55549.74,1214112.23,312362.38,901749.85,92296.96,1121815.27,1214112.22,84565.07,51565.02,33000.06,1371.78,87317.15,76142.03,7439.97,3735.14,6281.09,81036.05,87317.15
2021-02-05,1060567.49,1003777.73,79949.0,702712.46,8263.21,56789.76,1212118.35,309234.93,902883.42,88554.08,1123564.27,1212118.35,84467.86,51693.25,32774.61,1368.49,87896.29,76806.48,7386.38,3703.43,6252.9,81643.39,87896.29
2021-02-12,1059277.67,1001803.39,79749.0,700509.29,8258.36,57474.28,1212736.47,310097.34,902639.14,88306.28,1124430.19,1212736.47,84566.31,52046.59,32519.72,1372.52,87924.95,76744.04,7457.61,3723.3,6275.28,81649.68,87924.95
2021-02-19,1051807.06,992965.41,78519.0,697354.65,7880.8,58841.65,1204234.94,292169.36,912065.58,85963.5,1118271.44,1204234.94,84490.27,51971.7,32518.57,1370.57,87550.09,76438.77,7428.49,3682.83,6248.54,81301.55,87550.09
2021-02-26,1080261.25,1020560.06,78519.0,722680.19,8094.64,59701.19,1236296.35,319917.08,916379.27,89483.94,1146812.41,1236296.37,84567.82,51892.74,32675.08,1375.1,85943.57,74776.33,7497.36,3669.89,8309.89,77633.68,85943.57
2021-03-05,1074469.04,1015087.18,78519.0,717698.6,7802.86,59381.86,1227976.21,327075.66,900900.54,80112.4,1147863.81,1227976.22,84428.71,51662.23,32766.48,1370.04,84745.0,73739.89,7378.45,3626.66,8263.56,76481.43,84745.0
2021-03-12,1063995.11,1005783.03,78519.0,707632.59,8009.59,58212.08,1214673.97,314353.32,900320.65,68913.77,1145760.2,1214673.97,84330.8,51340.45,32990.36,1367.19,84946.18,74043.47,7319.26,3583.45,8229.38,76716.81,84946.18
2021-03-19,1073606.85,1011865.13,78519.0,711562.26,8200.14,61741.72,1224414.64,314747.99,909666.65,68975.4,1155439.24,1224414.64,82661.05,49703.81,32957.24,1367.07,83986.2,74597.35,7471.8,1917.05,7406.77,76579.43,83986.2
2021-03-26,1103035.44,1050910.6,78519.0,742392.22,9741.71,52124.84,1231226.55,320525.37,910701.17,73263.33,1157963.21,1231226.54,82576.7,49263.2,33313.5,1362.73,78692.17,69766.55,7022.31,1903.31,8314.74,70377.43,78692.17
2021-04-02,1109912.8,1058947.42,78519.0,747921.16,9643.11,50965.38,1239351.85,324598.61,914753.25,75105.29,1164246.57,1239351.87,80503.58,48093.5,32410.07,1360.46,77546.88,68654.71,7018.48,1873.69,6313.45,71233.43,77546.88
2021-04-09,1111638.73,1059995.13,78519.0,747965.25,9607.22,51643.6,1242083.58,326081.03,916002.56,75521.06,1166562.52,1242083.6,80608.8,47908.41,32700.38,1364.77,78203.68,69135.77,7170.74,1897.17,6345.84,71857.84,78203.68
2021-04-16,1115273.25,1063397.51,78519.0,750834.54,10375.7,51875.74,1249621.24,309482.0,940139.24,67827.81,1181793.43,1249621.25,80679.49,47737.88,32941.61,1367.81,79650.68,70437.67,7301.24,1911.77,6372.57,73278.1,79650.68
2021-04-23,1120835.3,1068965.88,75469.0,757905.41,10041.62,51869.42,1250358.23,304467.89,945890.34,69026.34,1181331.89,1250358.23,80714.33,47813.2,32901.13,1368.99,79282.08,70047.16,7310.5,1924.42,6382.59,72899.49,79282.08
2021-04-30,1122613.29,1070347.24,75469.0,759169.85,9935.9,52266.05,1253259.21,305468.4,947790.82,69398.95,1183860.26,1253259.21,80765.76,47104.31,33661.45,1372.37,79114.24,69825.93,7379.69,1908.62,6396.08,72718.17,79114.24
2021-05-07,1134763.63,1082312.75,75469.0,769317.89,10006.76,52450.88,1268524.01,327325.97,941198.04,70652.25,1197871.76,1268524.0,80710.45,47309.7,33400.75,1369.76,80256.29,70980.34,7370.88,1905.07,6371.49,73884.8,80256.29
2021-05-14,1130533.0,1078277.57,75469.0,765364.01,9935.6,52255.43,1262223.28,328312.95,933910.33,64500.81,1197722.47,1262223.27,80788.09,47342.26,33445.83,1373.42,79998.42,70632.02,7453.51,1912.88,6390.75,73607.66,79998.42
2021-05-21,1130392.88,1076479.65,73949.0,765761.46,10355.33,53913.23,1264294.44,325800.99,938493.46,73178.07,1191116.37,1264294.44,80808.08,47368.01,33440.07,1374.6,80414.26,70992.04,7513.33,1908.88,6425.37,73988.89,80414.26
2021-05-28,1132637.93,1079450.2,73949.0,772966.16,10255.92,53187.73,1262743.97,296926.11,965817.86,45351.12,1217392.85,1262743.98,80807.32,47213.87,33593.45,1374.72,80177.67,70769.6,7502.32,1905.75,6422.77,73754.89,80177.67
2021-06-04,1139050.58,1086445.36,73949.0,778218.02,10366.79,52605.22,1271100.07,299821.4,971278.68,46357.16,1224742.92,1271100.07,80790.37,46998.69,33791.68,1374.41,80118.65,70734.34,7490.29,1894.02,6419.01,73699.64,80118.65
2021-06-11,1126698.46,1072741.07,73949.0,766756.63,9955.93,53957.39,1260926.2,276498.92,984427.28,45751.52,1215174.68,1260926.2,79783.82,46177.79,33606.03,1373.82,80770.91,71337.07,7530.57,1903.27,5421.62,75349.28,80770.91
2021-06-18,1126450.47,1071113.47,73849.0,766671.91,9659.98,55337.0,1263387.06,271591.29,991795.77,45300.73,1218086.34,1263387.06,79633.68,46098.04,33535.64,1367.1,79904.81,70658.98,7363.7,1882.14,5382.87,74521.94,79904.81
2021-06-25,1135447.21,1078656.49,73849.0,772095.84,10501.57,56790.72,1277563.07,271741.58,1005821.48,45158.27,1232404.79,1277563.07,82121.62,47713.7,34407.92,1366.63,82443.77,73202.81,7360.75,1880.21,5373.61,77070.16,82443.77
2021-07-02,1135093.66,1077419.34,73849.0,770984.01,10223.51,57674.32,1281917.2,272154.63,1009762.57,45186.6,1236730.6,1281917.22,82065.7,47550.98,34514.73,1364.22,81947.69,72807.79,7269.37,1870.54,5361.33,76586.37,81947.69
2021-07-09,1136520.68,1078737.09,73849.0,771535.99,9966.29,57783.59,1284150.13,266255.88,1017894.25,39251.27,1244898.86,1284150.15,83845.36,48580.49,35264.88,1363.19,83780.98,72863.36,9022.54,1895.07,5371.27,78409.7,83780.98
2021-07-16,1146707.05,1088387.69,73849.0,779118.28,10030.4,58319.36,1295665.69,242723.17,1052942.52,16948.23,1278717.46,1295665.7,83810.14,48295.85,35514.3,1362.17,84540.66,73629.06,9025.64,1885.96,5363.67,79176.98,84540.66
2021-07-23,1142723.96,1084400.11,73849.0,775865.58,9936.19,58323.85,1293388.75,242163.67,1051225.08,16830.93,1276557.83,1293388.74,83828.31,48310.87,35517.44,1362.66,84385.78,73460.6,9032.91,1892.26,5363.78,79022.0,84385.78
2021-07-30,1155263.42,1093696.41,73849.0,781794.56,10036.75,61567.01,1292076.43,227003.99,1065072.44,16791.01,1275285.42,1292076.43,83879.81,48018.64,35861.16,1364.59,84500.7,73514.72,9089.36,1896.62,5372.29,79128.41,84500.7
2021-08-06,1155624.02,1092996.67,73849.0,780109.45,10033.68,62627.35,1297310.67,227626.9,1069683.76,16776.24,1280534.43,1297310.67,83864.58,47930.95,35933.63,1363.75,84068.64,73106.32,9061.61,1900.7,5370.21,78698.42,84068.64
2021-08-13,1153457.0,1091211.7,73849.0,779042.96,9908.56,62245.3,1296867.17,253883.52,1042983.65,16352.77,1280514.4,1296867.16,83772.51,47688.52,36083.99,1360.56,84266.3,73373.87,9007.09,1885.35,5347.98,78918.32,84266.3
2021-08-20,1173342.03,1109207.53,73749.0,792585.57,10754.09,64134.5,1317488.54,266297.7,1051190.84,16542.73,1300945.81,1317488.55,83747.05,47592.54,36154.51,1359.01,84272.36,73396.13,8979.2,1897.03,5346.11,78926.25,84272.36
2021-08-27,1168368.85,1103792.21,73749.0,787513.3,10808.66,64576.64,1316910.47,264765.68,1052144.79,16210.08,1300700.39,1316910.47,83798.14,47489.4,36308.74,1361.42,84935.23,73965.5,9078.96,1890.77,5351.01,79584.22,84935.23
2021-09-03,1167405.54,1102364.14,73749.0,785740.06,10868.45,65041.4,1319476.53,264547.19,1054929.35,16312.6,1303163.93,1319476.53,83861.12,47454.44,36406.69,1363.94,85057.14,74025.06,9139.64,1892.45,5360.63,79696.51,85057.14
2021-09-10,1188903.69,1121109.79,73749.0,799094.74,11646.54,67793.9,1343238.94,266815.44,1076423.5,16534.77,1326704.16,1343238.93,83847.33,47369.05,36478.28,1363.32,85000.0,73978.63,9127.62,1893.75,5356.55,79643.45,85000.0
2021-09-17,1176803.73,1109118.14,73749.0,795065.09,11434.12,67685.59,1336364.74,266896.81,1069467.93,16362.31,1320002.43,1336364.73,83816.53,47101.52,36715.01,1361.64,83645.25,72710.36,9033.54,1901.34,5349.85,78295.4,83645.25
2021-09-24,1184206.73,1120104.35,72843.0,801772.93,11542.41,64102.38,1343818.01,256057.75,1087760.26,16692.13,1327125.89,1343818.0,86014.08,48879.45,37134.63,1385.07,84348.24,73559.11,8898.99,1890.14,5329.47,79018.76,84348.24
2021-10-01,1188536.25,1126400.77,72843.0,807344.72,12614.83,62135.48,1346722.94,258035.84,1088687.1,16733.2,1329989.74,1346722.94,85886.88,48690.42,37196.46,1380.62,84028.49,73375.84,8797.9,1854.74,7865.88,76162.61,84028.49
2021-10-08,1191539.56,1129613.74,72843.0,812554.5,11864.48,61925.82,1354367.9,249780.31,1104587.59,7689.37,1346678.53,1354367.9,85874.07,48336.88,37537.19,1379.63,83961.81,73314.12,8784.0,1863.68,7866.72,76095.08,83961.81
2021-10-15,1208562.22,1148421.21,72843.0,824201.42,12496.41,60141.01,1369998.54,253956.37,1116042.16,8109.32,1361889.22,1369998.55,85874.49,48022.72,37851.77,1381.12,83537.83,72912.27,8796.91,1828.65,7847.36,75690.46,83537.83
2021-10-22,1201802.37,1142916.4,63834.0,825535.82,12886.33,58885.97,1361088.89,228683.87,1132405.02,8185.21,1352903.68,1361088.9,85888.61,47667.85,38220.76,1387.45,82689.35,72116.77,8755.13,1817.46,7842.36,74847.0,82689.35
2021-10-29,1207712.0,1149299.43,63834.0,830325.06,13318.49,58412.57,1373624.85,259415.71,1114209.14,8352.94,1365271.91,1373624.85,85862.09,47419.83,38442.26,1388.36,83720.19,73132.62,8764.27,1823.31,7838.32,75881.87,83720.19
2021-11-05,1213748.78,1154873.16,63834.0,833850.62,13708.29,58875.62,1391729.02,260907.04,1130821.97,8510.69,1383218.33,1391729.03,85826.68,47228.06,38598.62,1386.98,85517.82,74812.64,8883.1,1822.08,7839.75,77678.07,85517.82
2021-11-12,1234587.86,1174498.98,63834.0,846964.14,14511.4,60088.88,1415891.9,278392.43,1137499.47,9111.68,1406780.22,1415891.91,84325.41,46264.02,38061.39,1068.53,83379.26,74179.68,7377.37,1822.2,6381.46,76997.8,83379.26
2021-11-19,1258838.48,1199327.94,63834.0,867221.04,14879.0,59510.54,1452561.28,285199.38,1167361.9,9763.79,1442797.49,1452561.3,84238.79,45675.75,38563.04,1067.68,81922.53,72853.28,7250.52,1818.73,6367.65,75554.88,81922.53
2021-11-26,1300179.89,1241671.46,63834.0,900312.65,15479.45,58508.43,1489076.1,294101.79,1194974.3,10545.77,1478530.33,1489076.11,84149.02,45235.57,38913.45,1078.19,80447.29,71569.31,7082.63,1795.35,6339.84,74107.45,80447.29
2021-12-03,1345533.57,1286869.93,63834.0,938849.12,16926.57,58663.64,1543309.48,306535.29,1236774.19,11686.19,1531623.29,1543309.47,84250.72,44775.28,39475.44,1084.63,79338.34,70460.73,7051.17,1826.45,6324.47,73013.87,79338.34
2021-12-10,1360402.31,1302596.7,63834.0,950579.09,17281.33,57805.61,1568379.71,315816.35,1252563.35,12035.62,1556344.09,1568379.71,84240.48,44508.05,39732.43,1095.9,80311.28,71421.77,7066.41,1823.1,6325.54,73985.74,80311.28
2021-12-17,1395121.79,1338672.33,63834.0,979464.85,18058.94,56449.46,1609645.76,304925.55,1304720.21,13338.72,1596307.04,1609645.75,84220.83,44350.39,39870.44,1095.76,78352.95,69631.28,6910.78,1810.89,6304.73,72048.22,78352.95
2021-12-24,1281197.68,1226577.13,63834.0,885298.37,15710.04,54620.55,1500644.34,280952.29,1219692.05,10158.47,1490485.87,1500644.33,84231.56,44116.36,40115.19,1095.94,78638.32,69960.31,6870.8,1807.21,6288.91,72349.41,78638.32
2021-12-31,1327703.92,1272471.74,63834.0,925060.57,16022.45,55232.18,1540298.48,290802.81,1249495.67,11476.05,1528822.43,1540298.48,84211.06,43780.72,40430.34,1095.85,78790.31,70122.89,6875.95,1791.46,6290.35,72499.95,78790.31
2022-01-07,1348224.95,1293786.56,64134.0,942369.46,16237.67,54438.39,1601212.38,298234.01,1302978.37,12091.4,1589120.98,1601212.39,84192.94,43637.3,40555.64,1095.74,77938.84,69306.17,6852.21,1780.45,6292.61,71646.23,77938.84
2022-01-14,1353671.39,1300670.98,63613.0,947911.67,15761.94,53000.41,1620568.62,290217.7,1330350.92,12134.49,1608434.12,1620568.61,84312.89,43578.55,40734.35,1097.14,78721.02,69902.76,7016.22,1802.03,6320.01,72401.01,78721.02
2022-01-21,1350679.54,1297664.0,63813.0,944345.7,15918.21,53015.54,1633004.71,310853.87,1322150.84,12145.66,1620859.05,1633004.73,84246.54,43151.89,41094.65,1096.16,79115.47,70311.0,6998.04,1806.42,6327.22,72788.25,79115.47
2022-01-28,1341933.65,1288183.95,63403.0,945450.8,14348.42,53749.7,1647993.93,282538.92,1365455.01,12143.04,1635850.89,1647993.92,84139.21,42974.3,41164.91,1094.79,78634.09,69942.91,6896.35,1794.84,6319.84,72314.25,78634.09
2022-02-04,1363342.99,1309261.39,63513.0,948964.4,16091.72,54081.6,1691328.18,287716.5,1403611.68,12033.35,1679294.83,1691328.2,84202.07,42509.03,41693.04,1095.62,78467.18,69760.86,6909.09,1797.23,6316.08,72151.1,78467.18
2022-02-11,1364019.65,1309747.78,63606.0,949297.48,16338.03,54271.87,1721191.54,287992.34,1433199.2,12207.43,1708984.11,1721191.53,84276.68,42510.17,41766.5,1096.89,78953.95,70161.4,7011.9,1780.65,6311.18,72642.78,78953.95
2022-02-18,1395932.56,1344215.56,63757.0,971685.6,17592.32,51717.0,1777715.3,295072.58,1482642.73,12649.6,1765065.71,1777715.31,84243.56,42253.63,41989.93,1096.3,78376.08,69621.33,6965.89,1788.85,6302.66,72073.42,78376.08
2022-02-25,1419148.41,1372409.29,63857.0,990199.22,19488.63,46739.12,1804109.77,249997.31,1554112.47,13800.27,1790309.5,1804109.78,85157.71,42829.68,42328.02,1094.98,77955.29,69363.96,6799.76,1791.58,4298.33,73656.96,77955.29
2022-03-04,1394766.49,1350940.77,62452.0,976822.63,19125.36,43825.72,1806403.11,233030.33,1573372.78,13458.35,1792944.77,1806403.1,85062.46,42398.69,42663.77,1093.88,75651.79,67259.28,6617.93,1774.58,4275.9,71375.89,75651.79
2022-03-11,1479191.4,1438115.79,62552.0,1052592.88,20074.2,41075.61,1905130.39,255842.95,1649287.44,14516.97,1890613.41,1905130.37,85030.45,41837.36,43193.09,1093.48,75783.86,67449.82,6565.03,1769.01,4282.18,71501.67,75783.86
2022-03-18,1472619.59,1432180.01,62652.0,1048250.59,19878.47,40439.58,1921009.28,256326.32,1664682.96,14041.64,1906967.63,1921009.27,84232.72,40814.59,43418.13,1080.01,76429.05,68764.85,6687.86,976.34,3505.09,72923.96,76429.05
2022-03-25,1501937.78,1463712.02,62752.0,1067833.26,20156.4,38225.76,1971675.89,256978.81,1714697.08,14225.76,1957450.14,1971675.89,85168.44,41175.63,43992.81,1104.44,77219.97,69592.98,6675.76,951.22,3976.07,73243.9,77219.97
2022-04-01,1496065.26,1456205.2,63383.0,1060555.17,19801.81,39860.06,2040159.06,258003.15,1782155.91,13893.62,2026265.44,2040159.05,85256.07,40802.41,44453.66,1105.69,78330.1,70559.71,6816.38,954.01,3982.76,74347.34,78330.1
2022-04-08,1496526.35,1457454.16,64583.0,1059663.51,20216.45,39072.19,2052528.34,259216.33,1793312.02,14001.52,2038526.83,2052528.33,85098.26,40493.85,44604.41,1103.69,76975.49,69415.67,6624.31,935.52,5222.44,71753.06,76975.49
2022-04-15,1504626.86,1465412.47,65813.0,1062067.33,20885.91,39214.39,2074971.69,261183.12,1813788.57,17592.28,2057379.42,2074971.69,85394.08,40448.49,44945.59,1103.73,77594.98,70041.05,6629.93,923.99,6338.44,71256.54,77594.98
2022-04-22,1518826.54,1479790.97,64437.0,1076250.8,21442.98,39035.57,2109788.18,248720.03,1861068.15,17527.84,2092260.35,2109788.18,85376.92,40240.69,45136.23,1103.77,77840.53,70293.02,6643.42,904.1,6342.89,71497.64,77840.53
2022-04-29,1513670.18,1475039.34,65750.0,1071149.26,21334.96,38630.84,2125694.02,249522.13,1876171.89,17268.8,2108425.22,2125694.01,85114.92,39812.77,45302.15,1100.34,77075.46,69810.4,6383.35,881.71,6297.03,70778.43,77075.46
2022-05-06,1495374.42,1457843.35,65282.0,1056448.49,21490.08,37531.07,2117381.72,300492.65,1816889.06,17357.66,2100024.06,2117381.71,85165.72,39621.44,45544.28,1100.97,75752.34,68504.95,6360.85,886.54,6288.28,69464.06,75752.34
2022-05-13,1519539.53,1487143.4,67094.0,1076010.68,21910.53,32396.13,2143382.48,299229.72,1844152.76,17465.14,2125917.34,2143382.49,85082.52,39373.25,45709.27,1099.7,74034.11,66980.9,6165.07,888.13,6241.7,67792.41,74034.11
2022-05-20,1520750.05,1489897.69,70056.0,1079023.6,21192.15,30852.36,2175568.21,290637.64,1884930.58,3427.82,2172140.39,2175568.22,85123.91,38789.43,46334.48,1174.32,74015.87,66953.08,6178.85,883.93,6238.94,67776.93,74015.87
2022-05-27,1577997.83,1547849.89,72217.0,1116935.73,23102.51,30147.94,2260429.44,298528.8,1961900.64,9195.4,2251234.04,2260429.44,85254.78,38288.44,46966.35,1123.23,74914.95,67681.91,6331.36,901.68,6267.04,68647.91,74914.95
2022-06-03,1578624.15,1548476.04,74117.0,1116211.66,23119.33,30148.11,2304563.0,300772.58,2003790.42,9312.69,2295250.31,2304562.99,85227.17,38336.97,46890.2,1127.19,75192.26,67994.53,6318.01,879.72,6278.86,68913.4,75192.26
2022-06-10,1621243.42,1592418.05,76698.0,1148910.84,24103.99,28825.37,2342411.46,304607.59,2037803.87,9259.38,2333152.08,2342411.46,85218.79,38119.18,47099.61,1127.29,70775.7,63913.98,6009.37,852.35,6202.51,64573.2,70775.7
2022-06-17,1635571.13,1609929.13,78540.0,1169289.92,23699.69,25642.0,2391405.42,317723.35,2073682.07,11134.22,2380271.2,2391405.4,85024.1,37856.66,47167.44,1126.19,70463.22,63791.01,5820.63,851.58,6156.08,64307.14,70463.22
2022-06-24,1645756.75,1621510.48,79691.0,1172852.73,23678.96,24246.27,2403268.18,344466.72,2058801.46,17743.24,2385524.94,2403268.19,85082.68,37685.27,47397.41,1126.6,72351.23,65484.4,6027.59,839.24,6219.67,66131.56,72351.23
2022-07-01,1622866.04,1598408.09,80765.0,1153635.15,22703.63,24457.95,2361386.57,346497.57,2014889.0,17812.02,2343574.55,2361386.57,85019.42,37338.27,47681.15,1126.27,70356.4,63639.82,5883.36,833.22,6199.23,64157.17,70356.4
2022-07-08,1669905.16,1646194.13,81843.0,1198388.56,23857.74,23711.03,2353419.19,348248.75,2005170.44,17835.0,2335584.19,2353419.17,84878.41,37062.1,47816.31,1125.47,69340.86,62776.55,5728.5,835.81,6165.8,63175.07,69340.86
2022-07-15,1670299.92,1647508.19,82068.0,1199565.84,23865.31,22791.73,2364413.47,394596.86,1969816.61,17897.65,2346515.82,2364413.47,84776.79,36978.4,47798.39,1124.94,67519.95,61143.83,5549.45,826.68,6119.82,61400.13,67519.95
2022-07-22,1674830.09,1652327.51,83475.0,1203964.44,23829.46,22502.58,2396370.9,391173.55,2005197.35,18062.38,2378308.52,2396370.92,84859.2,36822.05,48037.14,1125.46,69454.38,62862.29,5771.61,820.49,6178.89,63275.49,69454.38
2022-07-29,1688601.46,1666458.05,85360.0,1212459.54,24703.64,22143.41,2412159.1,447060.15,1965098.95,18143.33,2394015.77,2412159.08,84868.05,36906.35,47961.7,1125.45,70725.96,64064.68,5822.93,838.35,6187.07,64538.88,70725.96
2022-08-05,1692832.06,1670653.01,87668.0,1212952.34,24715.76,22179.05,2412845.03,494378.07,1918466.96,18282.8,2394562.23,2412845.05,84881.48,37171.14,47710.34,1125.47,73205.25,66396.44,5958.38,850.43,6222.64,66982.6,73205.25
2022-08-12,1694459.82,1672219.64,89015.0,1208210.85,24758.54,22240.18,2428114.46,440406.37,1987708.09,18474.88,2409639.58,2428114.45,84983.94,37133.3,47850.64,1125.99,74802.78,67800.96,6138.01,863.8,6258.03,68544.75,74802.78
2022-08-19,1702168.66,1680094.81,87935.0,1219768.37,24957.36,22073.85,2510053.73,426293.65,2083760.08,18626.75,2491426.98,2510053.73,84865.24,36959.38,47905.87,1125.42,71185.98,64440.24,5903.35,842.38,6200.01,64985.97,71185.98
2022-08-26,1704318.02,1682346.6,89863.0,1218773.28,25661.79,21971.42,2606179.05,488319.41,2117859.65,18959.24,2587219.81,2606179.04,84749.21,36864.58,47884.63,1124.82,72508.87,65813.25,5865.19,830.43,6199.3,66309.57,72508.87
2022-09-02,1699914.39,1679151.48,92241.0,1217438.7,25296.65,20762.91,2623427.83,489923.43,2133504.4,19009.33,2604418.5,2623427.82,84749.58,36711.94,48037.64,1124.92,71599.71,64939.63,5842.31,817.77,6205.31,65394.41,71599.71
2022-09-09,1702042.97,1681774.08,93392.0,1219129.87,25434.4,20268.89,2674194.73,494663.68,2179531.05,19056.8,2655137.93,2674194.74,84709.22,36413.37,48295.85,1124.84,72963.95,66332.61,5836.91,794.43,6216.91,66747.04,72963.95
2022-09-16,1719314.57,1699690.09,93785.0,1241881.81,30559.47,19624.48,2725653.75,484413.77,2241239.98,19113.2,2706540.55,2725653.74,84698.84,36560.28,48138.56,1124.77,71396.36,64831.63,5768.96,795.77,6200.99,65195.38,71396.36
2022-09-23,1753025.02,1733071.89,95208.0,1267888.95,30142.06,19953.13,2765367.75,519200.41,2246167.34,18779.53,2746588.22,2765367.76,84621.17,36459.77,48161.4,1124.33,70666.45,64228.55,5644.53,793.37,6189.53,64476.92,70666.45
