tarih,dibs_toplam,dibs_yurtici,dibs_tcmb,dibs_bankalar,dibs_fonlar,dibs_yurtdisi,dibs_pd_toplam,dibs_kv_kisa,dibs_kv_uzun,dibs_ov_kisa,dibs_ov_uzun,dibs_piyasa_deg,eb_toplam_yaz,eb_yurtdisi_yaz,eb_yurtici_yaz,eb_merkezi_yon,eb_toplam_pd,eb_usd_ihrac,eb_eur_ihrac,eb_jpy_ihrac,eb_kv_kisa,eb_kv_uzun,eb_piyasa_deg
2022-09-30,1752365.37,1732411.58,96825.0,1267458.16,29661.81,19953.79,2760397.82,530383.62,2230014.21,18823.84,2741573.99,2760397.84,82006.94,35234.6,46772.33,958.74,67929.52,61600.65,5542.55,786.31,3686.78,64242.74,67929.52
2022-10-07,1763980.11,1745427.7,98902.0,1275266.32,29660.79,18552.41,2795339.63,531215.34,2264124.28,18839.61,2776500.01,2795339.62,82134.72,35156.89,46977.83,959.45,67739.23,61282.99,5670.98,785.26,3701.38,64037.85,67739.23
2022-10-14,1796818.93,1778432.54,101158.0,1307713.13,28767.49,18386.39,2809534.57,532194.72,2277339.86,18876.76,2790657.82,2809534.57,84514.66,36351.81,48162.86,1158.84,69907.58,63566.76,5567.53,773.29,3689.42,66218.16,69907.58
2022-10-21,1793461.18,1775270.09,104110.0,1306350.28,28095.23,18191.09,2845552.5,544467.08,2301085.43,19003.38,2826549.13,2845552.5,84546.32,36154.48,48391.84,1159.11,70083.89,63677.57,5648.31,758.01,3690.68,66393.2,70083.89
2022-10-28,1815233.77,1797129.96,102281.0,1328264.3,27724.05,18103.81,2884964.6,518314.07,2366650.53,19033.71,2865930.88,2884964.6,84727.79,35901.91,48825.88,1159.02,72321.17,65659.91,5879.59,781.66,3739.49,68581.68,72321.17
2022-11-04,1807030.25,1789193.14,104630.0,1320740.87,26332.1,17837.11,2908418.25,519749.13,2388669.12,19094.54,2889323.71,2908418.27,84539.05,35678.93,48860.12,1158.02,72894.59,66369.82,5753.48,771.29,3709.37,69185.23,72894.59
2022-11-11,1829734.19,1812346.66,107477.0,1336305.81,26733.64,17387.53,2908531.4,556637.45,2351893.94,19170.46,2889360.94,2908531.4,84681.46,35382.2,49299.26,1158.77,75043.43,68262.5,5994.5,786.43,3744.88,71298.55,75043.43
2022-11-18,1841826.07,1824735.75,110014.0,1341377.05,27080.53,17090.32,2903655.07,558106.03,2345549.04,19283.7,2884371.37,2903655.07,86463.64,36711.2,49752.44,1160.13,75861.28,68829.62,6210.17,821.49,3768.71,72092.56,75861.28
2022-11-25,1870224.71,1853091.53,112670.0,1366154.83,26509.29,17133.18,2976787.99,560780.95,2416007.05,19389.28,2957398.71,2976787.99,86497.07,36872.59,49624.48,1160.28,77715.61,70584.65,6299.43,831.53,3786.92,73928.69,77715.61
2022-12-02,1873291.84,1856392.56,114860.0,1365072.9,26733.46,16899.28,2988755.68,561992.88,2426762.8,19429.29,2969326.38,2988755.68,86524.73,37112.25,49412.48,1160.35,78864.39,71646.39,6375.17,842.84,3789.21,75075.18,78864.39
2022-12-09,1908877.97,1892113.29,116850.0,1395375.86,27172.88,16764.68,3041794.12,565291.66,2476502.46,19469.31,3022324.8,3041794.12,88571.62,39111.29,49460.33,1162.38,81017.74,73739.29,6438.91,839.54,3796.95,77220.8,81017.74
2022-12-16,1921099.9,1904417.91,119036.0,1397163.39,27326.0,16681.99,3066183.92,568033.36,2498150.56,19506.11,3046677.81,3066183.93,88647.36,38923.65,49723.71,1162.79,80679.79,73362.27,6474.18,843.35,3807.53,76872.26,80679.79
2022-12-23,1919454.83,1902791.01,121297.0,1398034.62,26899.19,16663.82,3100302.63,561411.23,2538891.41,12603.36,3087699.28,3100302.65,88678.22,38805.41,49872.81,1162.8,80519.47,73195.89,6453.5,870.08,5828.92,74690.55,80519.47
2022-12-30,1919699.05,1902034.28,121415.0,1396872.17,26718.52,17664.77,3090736.33,563317.91,2527418.42,12622.32,3078114.02,3090736.34,88666.62,38747.38,49919.23,1162.8,80181.58,72890.03,6433.17,858.38,5822.7,74358.88,80181.58
2023-01-06,1925304.91,1908615.36,121415.0,1400177.2,27623.97,16689.55,3108971.09,565359.13,2543611.96,12658.84,3096312.24,3108971.08,88662.27,38683.39,49978.88,1162.73,80257.21,72964.85,6425.8,866.56,5819.37,74437.84,80257.21
2023-01-13,1931467.37,1913263.69,121415.0,1401401.42,27886.05,18203.68,3079743.22,608098.01,2471645.21,12670.63,3067072.59,3079743.21,88761.61,38676.56,50085.05,1163.24,79868.6,72522.71,6476.0,869.89,5828.14,74040.46,79868.6
2023-01-20,1937531.73,1919236.58,118909.0,1413965.85,27201.74,18295.15,3096711.02,587705.98,2509005.04,12699.33,3084011.69,3096711.01,91567.84,40916.4,50651.44,1168.44,82212.99,74853.06,6469.76,890.17,5830.42,76382.57,82212.99
2023-01-27,1993986.01,1975673.36,120521.0,1464698.15,26688.55,18312.65,3139134.68,571151.63,2567983.04,12729.54,3126405.14,3139134.68,91616.07,41054.0,50562.07,1183.77,82454.4,75053.98,6519.56,880.86,5841.52,76612.89,82454.4
2023-02-03,1997369.78,1978385.12,123664.0,1460476.95,26282.52,18984.66,3144701.66,602261.43,2542440.23,12753.38,3131948.28,3144701.68,91678.08,41029.07,50649.01,1184.08,83154.11,75705.62,6558.96,889.53,5844.28,77309.83,83154.11
2023-02-10,2009790.0,1990627.85,126609.0,1469070.15,25934.29,19162.15,3166093.89,600303.82,2565790.06,12774.06,3153319.83,3166093.88,91510.69,40836.37,50674.32,1183.23,81509.7,74253.01,6383.91,872.78,5814.49,75695.2,81509.7
2023-02-17,2004877.87,1986030.64,135615.0,1462404.02,26036.55,18847.23,3209859.17,609248.07,2600611.1,12797.69,3197061.48,3209859.15,91459.51,40898.06,50561.44,1183.05,80527.47,73370.72,6303.5,853.26,5798.35,74729.12,80527.47
2023-02-24,2037553.7,2018657.14,141424.0,1491926.28,25391.22,18896.56,3385798.79,652496.28,2733302.51,0.0,3385798.79,3385798.78,91391.5,40725.95,50665.55,1182.71,80575.35,73502.74,6226.89,845.72,5793.9,74781.45,80575.35
2023-03-03,2038803.67,2018763.48,144513.0,1489021.69,25836.41,20040.19,3411588.68,654060.41,2757528.27,0.0,3411588.68,3411588.7,91394.83,40603.49,50791.34,1323.13,81246.72,74171.26,6239.43,836.03,5798.19,75448.53,81246.72
2023-03-10,2063352.13,2044245.92,144883.0,1513633.21,25953.02,19106.21,3437628.79,642487.59,2795141.21,0.0,3437628.79,3437628.8,91352.97,40408.69,50944.28,1318.54,82279.26,75207.61,6231.79,839.86,5798.02,76481.24,82279.26
2023-03-17,2076336.79,2057590.73,148343.0,1516785.71,27166.93,18746.06,3403227.28,647836.08,2755391.2,0.0,3403227.28,3403227.27,93660.47,41781.75,51878.72,1318.74,85856.88,78693.69,6301.29,861.9,5812.71,80044.17,85856.88
2023-03-24,2134455.69,2115419.29,151438.0,1568353.08,27697.88,19036.4,3345021.59,688247.49,2656774.1,0.0,3345021.59,3345021.59,92346.81,41231.71,51115.09,1294.71,85224.17,77836.26,6514.39,873.52,6816.9,78407.26,85224.17
2023-03-31,2248361.17,2229042.74,155168.0,1676510.55,27326.47,19318.43,3495545.25,692588.94,2802956.31,0.0,3495545.25,3495545.23,92318.87,41393.69,50925.18,1324.61,84661.37,77264.89,6533.94,862.53,6818.89,77842.48,84661.37
2023-04-07,2256933.11,2237226.57,160003.0,1677942.15,28135.31,19706.54,3458266.58,695473.8,2762792.78,0.0,3458266.58,3458266.58,91102.25,40773.98,50328.27,1294.76,82934.0,75502.42,6564.17,867.41,5564.99,77369.01,82934.0
2023-04-14,2293836.55,2274239.27,165483.0,1707797.83,28595.72,19597.28,3363415.75,719491.52,2643924.23,0.0,3363415.75,3363415.75,92552.7,41746.6,50806.1,1286.58,84864.91,78460.16,5546.8,857.95,4479.08,80385.84,84864.91
2023-04-21,2305470.04,2286345.88,172925.0,1716642.18,28422.27,19124.16,3352333.0,743018.61,2609314.38,0.0,3352333.0,3352333.0,92509.72,41555.21,50954.51,1286.58,83606.79,77274.28,5485.4,847.12,4459.58,79147.22,83606.79
2023-04-28,2310172.98,2291016.11,178228.0,1713253.68,28717.15,19156.87,3326159.17,839530.6,2486628.56,0.0,3326159.17,3326159.16,92569.58,41249.21,51320.37,1331.58,84388.26,78009.28,5522.77,856.21,4442.11,79946.16,84388.26
2023-05-05,2327473.98,2308726.72,188004.0,1718006.77,28895.35,18747.26,3266015.88,756750.26,2509265.62,0.0,3266015.88,3266015.87,92572.19,41065.03,51507.16,1331.58,83852.95,77522.81,5478.65,851.49,4420.64,79432.31,83852.95
2023-05-12,2352909.06,2334370.95,201027.0,1723458.6,30356.3,18538.11,3150073.3,788255.94,2361817.37,0.0,3150073.3,3150073.31,92502.96,40847.37,51655.59,1350.66,85763.61,79469.35,5439.0,855.27,4428.33,81335.28,85763.61
2023-05-19,2352808.97,2334195.81,204255.0,1722544.75,30224.08,18613.16,3439691.52,798063.41,2641628.11,0.0,3439691.52,3439691.53,92437.27,40652.62,51784.65,1356.58,78475.55,72567.11,5079.59,828.85,4328.81,74146.75,78475.55
2023-05-26,2353547.85,2334953.96,208981.0,1720807.09,29930.15,18593.89,3422009.92,828456.97,2593552.95,0.0,3422009.92,3422009.9,92365.76,40209.51,52156.25,1356.58,78941.01,73072.88,5053.09,815.04,4365.07,74575.94,78941.01
2023-06-02,2377272.38,2358432.69,212038.0,1733066.37,30410.36,18839.69,3387227.28,842795.01,2544432.26,0.0,3387227.28,3387227.27,92346.94,40013.64,52333.3,1463.32,82104.92,76103.97,5184.26,816.69,4420.05,77684.88,82104.92
2023-06-09,2450885.54,2431028.52,214975.62,1775756.86,31319.55,19857.02,3381541.02,943628.05,2437912.97,0.0,3381541.02,3381541.02,92362.08,40338.28,52023.81,1463.4,83353.76,77279.51,5258.21,816.04,4437.44,78916.32,83353.76
2023-06-16,2469572.94,2450321.36,213058.62,1798742.98,31444.74,19251.58,3402405.18,952422.52,2449982.66,0.0,3402405.18,3402405.18,92409.16,40312.39,52096.76,1463.66,84149.8,77988.27,5347.87,813.66,4443.26,79706.54,84149.8
2023-06-23,2533605.22,2514021.4,213956.62,1855018.19,31439.85,19583.82,3494078.58,937542.52,2556536.06,0.0,3494078.58,3494078.59,92490.83,40555.9,51934.93,1464.07,83162.76,76938.3,5415.45,809.01,4431.03,78731.73,83162.76
2023-06-30,2596389.79,2576115.62,213548.64,1897381.37,32964.57,20274.17,3586752.54,987307.59,2599444.94,0.0,3586752.54,3586752.54,92435.66,40541.47,51894.19,1463.84,83569.44,77381.52,5387.07,800.85,4435.75,79133.69,83569.44
2023-07-07,2600600.58,2578135.46,213554.65,1903702.62,34316.09,22465.12,3635083.64,1013805.26,2621278.38,0.0,3635083.64,3635083.65,92415.59,40579.51,51836.08,1463.76,82727.95,76564.48,5365.44,798.03,4450.13,78277.83,82727.95
2023-07-14,2547964.76,2525942.71,213902.64,1868372.67,34787.66,22022.05,3657231.58,956705.61,2700525.97,0.0,3657231.58,3657231.55,92601.28,40816.62,51784.66,1464.5,85224.35,78823.58,5569.49,831.28,4470.07,80754.28,85224.35
2023-07-21,2595165.49,2572983.08,213917.64,1904863.12,36916.1,22182.41,3674353.55,992668.62,2681684.93,0.0,3674353.55,3674353.56,92617.82,40799.21,51818.61,1474.6,85798.57,79359.3,5614.24,825.02,4479.58,81318.99,85798.57
2023-07-28,2671936.18,2649951.82,213917.64,1975692.54,39405.76,21984.36,3820915.58,927810.07,2893105.51,0.0,3820915.58,3820915.57,92574.07,41027.28,51546.78,1474.41,86690.16,80237.65,5630.41,822.1,4487.48,82202.68,86690.16
2023-08-04,2654104.93,2631552.48,213517.64,1958662.72,39241.92,22552.45,3768698.12,875196.32,2893501.8,0.0,3768698.12,3768698.14,92450.0,41727.43,50722.57,1473.9,86262.2,79917.1,5540.11,804.99,4484.55,81777.65,86262.2
2023-08-11,2753482.19,2730669.87,213517.64,2057738.63,39942.46,22812.32,3883335.28,923899.42,2959435.86,0.0,3883335.28,3883335.26,92490.49,41683.84,50806.65,1474.12,86224.38,79828.62,5594.98,800.78,6724.67,79499.71,86224.38
2023-08-18,2802524.42,2779715.17,213452.64,2106898.47,39873.4,22809.25,4085746.56,919973.28,3165773.28,0.0,4085746.56,4085746.56,92408.23,41482.54,50925.69,1478.79,84877.09,78595.79,5494.93,786.37,6706.05,78171.04,84877.09
2023-08-25,2794965.21,2772584.59,213452.64,2112292.48,43862.72,22380.62,4034504.86,839577.87,3194926.98,0.0,4034504.86,4034504.85,92397.3,41452.26,50945.04,1478.72,85967.7,79652.7,5522.8,792.2,6732.43,79235.28,85967.7
2023-09-01,2787480.54,2763303.39,213452.64,2097328.01,47339.41,24177.15,3916376.51,831336.85,3085039.66,0.0,3916376.51,3916376.52,92409.4,41314.41,51094.99,1478.79,86039.35,79698.74,5551.3,789.31,6729.47,79309.88,86039.35
2023-09-08,2784210.06,2760616.31,213452.64,2096589.22,44619.25,23593.75,3901381.0,835294.81,3066086.2,0.0,3901381.0,3901380.99,92311.31,41215.71,51095.61,1563.36,85817.32,79565.29,5471.44,780.59,6723.67,79093.64,85817.32
2023-09-15,2845300.7,2821457.04,213452.64,2147344.76,44828.79,23843.66,3833931.04,838303.15,2995627.89,0.0,3833931.04,3833931.04,92324.21,41234.68,51089.52,1578.42,85111.49,78867.49,5463.22,780.77,6711.33,78400.16,85111.49
2023-09-22,2893379.2,2866398.49,203960.64,2201193.68,45436.89,26980.71,3870365.11,861738.19,3008626.92,0.0,3870365.11,3870365.11,92275.71,41165.41,51110.3,1578.21,85380.36,79182.84,5421.45,776.08,6714.97,78665.39,85380.36
2023-09-29,2880214.74,2852576.71,199648.64,2195448.77,44047.24,27638.03,3843918.82,850849.8,2993069.02,0.0,3843918.82,3843918.82,92202.97,41195.39,51007.58,1597.9,84690.19,78575.87,5345.54,768.78,7380.76,77309.43,84690.19
2023-10-06,2876104.18,2849817.36,199648.64,2195501.89,44276.25,26286.82,3859791.4,852777.03,3007014.37,0.0,3859791.4,3859791.4,92198.86,41044.65,51154.21,1602.86,83580.16,77489.33,5320.51,770.32,7374.19,76205.97,83580.16
2023-10-13,2888898.14,2862487.91,199595.64,2205450.78,45004.35,26410.23,3903414.14,885264.18,3018149.96,0.0,3903414.14,3903414.12,92256.01,40942.3,51313.71,1610.14,84079.87,77929.99,5379.57,770.32,7371.39,76708.49,84079.87
2023-10-20,2970753.05,2944007.44,196661.62,2279210.85,46097.7,26745.61,3970434.36,890194.08,3080240.29,0.0,3970434.36,3970434.36,92211.41,40675.01,51536.4,1614.95,83258.33,77142.88,5349.69,765.76,7367.4,75890.93,83258.33
2023-10-27,2985162.95,2958773.91,196661.62,2285895.42,46551.44,26389.04,3959375.48,866269.58,3093105.9,0.0,3959375.48,3959375.49,92206.84,40458.96,51747.88,1632.94,83727.58,77606.03,5358.84,762.71,7375.29,76352.29,83727.58
2023-11-03,2991519.63,2963987.66,196664.12,2289770.09,46585.89,27531.97,3956718.14,881017.96,3075700.19,0.0,3956718.14,3956718.15,92245.79,40414.14,51831.65,1633.12,84826.51,78631.74,5431.93,762.84,7393.77,77432.74,84826.51
2023-11-10,3036810.69,3005408.46,194661.62,2327918.04,46635.12,31402.23,3914634.42,850041.68,3064592.74,0.0,3914634.42,3914634.42,92285.5,40449.5,51836.0,1660.33,84966.66,78733.85,5470.68,762.13,7383.36,77583.3,84966.66
2023-11-17,3090771.27,3059297.9,194661.62,2366385.4,48031.48,31473.37,3904974.61,861433.04,3043541.58,0.0,3904974.61,3904974.6,94862.28,42491.45,52370.82,1670.7,89162.32,82818.93,5581.21,762.19,9865.52,79296.8,89162.32
2023-11-24,3099907.09,3064868.72,194706.62,2369071.85,48043.88,35038.37,3926459.17,868438.46,3058020.71,0.0,3926459.17,3926459.19,94909.57,42512.13,52397.44,1668.88,89361.16,82961.76,5625.52,773.88,9875.83,79485.32,89361.16
2023-12-01,3108830.67,3068665.62,194706.62,2367852.96,50402.84,40165.05,3969407.05,875333.68,3094073.37,0.0,3969407.05,3969407.04,94929.57,42701.34,52228.23,1758.92,89965.43,83521.03,5660.14,784.26,10873.02,79092.4,89965.43
2023-12-08,3166760.89,3096414.07,194706.62,2392671.16,49609.76,70346.82,4082545.8,870540.65,3212005.15,0.0,4082545.8,4082545.81,95571.4,43266.79,52304.62,1758.52,91209.72,84821.07,5593.9,794.75,10882.98,80326.73,91209.72
2023-12-15,3212707.45,3137423.72,193028.62,2429638.64,50750.7,75283.73,4135430.23,864346.41,3271083.82,0.0,4135430.23,4135430.25,95660.93,43553.67,52107.26,1758.85,93992.08,87446.49,5726.67,818.92,10925.17,83066.91,93992.08
2023-12-22,3216760.91,3141081.84,193032.12,2431240.83,51006.69,75679.07,4150589.75,870023.24,3280566.52,0.0,4150589.75,4150589.77,95677.25,43903.68,51773.57,1758.96,94178.49,87612.66,5754.31,811.51,10923.56,83254.93,94178.49
2023-12-29,3236057.24,3159738.93,193032.12,2443618.45,52117.32,76318.31,4167353.73,884563.17,3282790.56,0.0,4167353.73,4167353.73,93779.14,43709.46,50069.67,1759.39,92236.74,85557.36,5855.38,824.0,8923.55,83313.19,92236.74
2024-01-05,3237449.31,3162751.83,193032.12,2445521.68,52540.36,74697.48,4168359.39,885980.78,3282378.61,0.0,4168359.39,4168359.38,93671.53,43812.74,49858.79,1758.96,90493.54,83957.13,5731.23,805.19,8909.85,81583.7,90493.54
2024-01-12,3310025.94,3220346.48,193032.12,2486212.1,56204.83,89679.46,4189145.55,827383.27,3361762.28,0.0,4189145.55,4189145.54,93675.9,43806.36,49869.54,1759.02,90693.86,84163.11,5732.75,798.0,8898.79,81795.07,90693.86
2024-01-19,3308309.27,3219758.14,193032.12,2482236.34,57604.09,88551.13,4181216.55,826697.08,3354519.46,0.0,4181216.55,4181216.54,93618.17,43889.23,49728.94,1778.81,89895.31,83433.72,5677.73,783.86,8888.42,81006.89,89895.31
2024-01-26,3390370.66,3303699.72,193032.12,2558719.78,57566.56,86670.94,4266654.19,831295.22,3435358.96,0.0,4266654.19,4266654.18,93620.78,43711.59,49909.18,1778.82,90175.08,83699.96,5690.53,784.58,8900.81,81274.27,90175.08
2024-02-02,3344853.89,3258830.83,193032.12,2520377.29,56369.11,86023.06,4251560.97,895015.75,3356545.22,0.0,4251560.97,4251560.96,93574.96,43200.51,50374.46,1778.58,89611.68,83180.79,5642.6,788.29,8899.81,80711.87,89611.68
2024-02-09,3379941.68,3293308.97,193032.12,2543063.69,61570.14,86632.71,4298350.79,899570.06,3398780.73,0.0,4298350.79,4298350.8,93553.2,43086.24,50466.96,1778.53,90398.71,83967.87,5652.72,778.11,12198.69,78200.02,90398.71
2024-02-16,3429028.15,3340618.64,192758.12,2586314.69,59927.61,88409.51,4376274.53,891987.92,3484286.61,0.0,4376274.53,4376274.52,96523.74,44712.99,51810.75,1778.42,93506.77,87091.43,5642.24,773.1,12184.71,81322.06,93506.77
2024-02-23,3472429.96,3383492.91,192758.12,2584809.58,69661.27,88937.05,4419826.12,805644.96,3614181.16,0.0,4419826.12,4419826.1,96587.26,44448.2,52139.06,1778.72,93913.57,87398.95,5741.73,772.89,12192.78,81720.79,93913.57
2024-03-01,3477729.27,3390401.08,192758.12,2585234.86,70573.1,87328.19,4434829.5,810835.9,3623993.6,0.0,4434829.5,4434829.5,96579.65,44066.92,52512.73,1863.68,93460.82,86966.49,5719.52,774.81,12186.27,81274.55,93460.82
2024-03-08,3516736.04,3437286.69,192758.12,2610596.24,74215.24,79449.35,4469740.9,839315.9,3630425.0,0.0,4469740.9,4469740.9,96621.67,44255.02,52366.64,1863.83,93565.16,87039.0,5743.18,782.98,12183.68,81381.49,93565.16
2024-03-15,3573609.05,3496436.51,192758.12,2650114.23,82355.99,77172.54,4554432.59,861105.53,3693327.06,0.0,4554432.59,4554432.59,96644.0,43473.92,53170.08,1873.93,93179.54,86672.03,5723.69,783.82,14145.61,79033.93,93179.54
2024-03-22,3612783.38,3539352.07,189978.12,2683650.18,77265.94,73431.31,4603497.51,811072.31,3792425.2,0.0,4603497.51,4603497.51,96298.31,43960.52,52337.78,1873.88,93938.75,85257.78,7913.97,767.0,11658.45,82280.3,93938.75
2024-03-29,3607873.21,3529763.08,189978.62,2672248.19,76222.58,78110.13,4612043.48,812142.63,3799900.85,0.0,4612043.48,4612043.48,96206.91,43827.69,52379.22,1878.57,93938.7,85334.67,7838.21,765.83,11668.55,82270.15,93938.7
2024-04-05,3612385.72,3530959.51,189978.62,2664753.1,80443.07,81426.21,4627918.82,823710.78,3804208.04,0.0,4627918.82,4627918.83,96250.26,44001.52,52248.74,1878.72,94273.34,85601.47,7906.63,765.24,13049.3,81224.04,94273.34
2024-04-12,3624171.7,3541146.36,189978.62,2667505.7,80905.49,83025.34,4649721.09,843979.71,3805741.38,0.0,4649721.09,4649721.08,96230.64,43906.79,52323.85,1878.66,94365.87,85730.53,7871.15,764.18,13037.66,81328.2,94365.87
2024-04-19,3693660.27,3607048.66,182971.62,2715089.36,87572.92,86611.61,4686913.32,858232.07,3828681.25,0.0,4686913.32,4686913.33,96108.54,43545.82,52562.72,1883.28,92847.66,84364.11,7733.19,750.36,12986.19,79861.47,92847.66
2024-04-26,3572490.68,3466010.41,182971.62,2575470.27,86460.99,106480.27,4574692.75,702276.04,3872416.71,0.0,4574692.75,4574692.75,96135.0,43471.1,52663.9,1888.39,93099.84,84573.87,7781.49,744.48,12995.74,80104.1,93099.84
2024-05-03,3564447.17,3441779.84,182971.62,2553823.03,86376.86,122667.33,4602372.76,703474.77,3898897.99,0.0,4602372.76,4602372.74,96126.19,43495.55,52630.63,1888.36,93775.27,85233.0,7795.59,746.68,12993.15,80782.12,93775.27
2024-05-10,3669959.51,3451427.83,182860.62,2550452.97,85333.64,218531.68,4662112.82,656419.3,4005693.53,0.0,4662112.82,4662112.81,96140.36,43658.72,52481.64,1888.42,93951.57,85382.2,7823.92,745.46,12989.6,80961.97,93951.57
2024-05-17,3683567.62,3437740.56,184060.62,2527033.23,86887.03,245827.06,4682618.31,665768.66,4016849.65,0.0,4682618.31,4682618.33,96247.95,43964.54,52283.41,1898.76,94208.53,85541.1,7915.66,751.76,12999.48,81209.05,94208.53
2024-05-24,3725618.08,3409653.96,184705.62,2494586.56,87170.26,315964.12,4754701.98,669570.37,4085131.61,0.0,4754701.98,4754701.96,96214.63,44041.35,52173.28,1898.68,93963.67,85335.24,7886.81,741.62,12967.78,80995.89,93963.67
2024-05-31,3723694.35,3399263.32,186233.62,2484038.55,85739.53,324431.03,4775064.91,671722.47,4103342.44,0.0,4775064.91,4775064.92,96192.69,44159.06,52033.63,1988.61,93964.42,85378.69,7844.96,740.77,12956.92,81007.5,93964.42
2024-06-07,3823780.54,3487873.62,181966.62,2563770.79,87002.51,335906.92,4864283.28,611381.02,4252902.26,0.0,4864283.28,4864283.29,96244.22,44991.88,51252.34,2018.78,94023.08,85391.15,7886.87,745.06,12954.9,81068.18,94023.08
2024-06-14,3892789.9,3531369.41,183283.62,2584408.62,92062.72,361420.49,4905784.36,583757.61,4322026.75,0.0,4905784.36,4905784.35,96183.13,45456.15,50726.98,2018.58,94101.46,85541.9,7820.09,739.47,14000.13,80101.33,94101.46
2024-06-21,3902851.79,3533844.49,184183.62,2577921.57,93751.74,369007.3,4923928.1,704116.02,4219812.08,0.0,4923928.1,4923928.09,96122.52,45325.94,50796.58,2018.4,94044.99,85552.58,7758.4,734.01,13976.1,80068.89,94044.99
2024-06-28,3904751.27,3558092.31,184183.62,2605704.5,95075.14,346658.96,4969082.22,708028.84,4261053.37,0.0,4969082.22,4969082.22,96090.84,45166.62,50924.22,2018.32,93945.38,85485.28,7736.65,723.45,13963.76,79981.62,93945.38
2024-07-05,3905882.77,3510177.78,184483.62,2551935.12,95404.74,395704.99,5034584.93,677878.67,4356706.26,0.0,5034584.93,5034584.93,96163.04,44432.07,51730.97,2028.58,94783.76,86226.63,7835.92,721.22,14007.5,80776.26,94783.76
