tarih,usdtry,eurtry
2012-09-27,1.7852,2.2964
2012-09-28,1.782,2.2929
2012-10-01,1.7847,2.3085
2012-10-02,1.7881,2.3038
2012-10-03,1.7843,2.3041
2012-10-04,1.7845,2.3049
2012-10-05,1.7973,2.3268
2012-10-08,1.7893,2.3279
2012-10-09,1.8011,2.334
2012-10-10,1.8062,2.3368
2012-10-11,1.8082,2.3279
2012-10-12,1.8039,2.3263
2012-10-15,1.7989,2.3333
2012-10-16,1.8008,2.3342
2012-10-17,1.8004,2.3425
2012-10-18,1.7927,2.3515
2012-10-19,1.7913,2.3476
2012-10-22,1.789,2.3351
2012-10-23,1.7863,2.3322
2012-10-24,1.7915,2.333
2012-10-30,1.7915,2.333
2012-10-31,1.7928,2.3216
2012-11-01,1.7853,2.321
2012-11-02,1.7842,2.3113
2012-11-05,1.7819,2.2958
2012-11-06,1.7802,2.2765
2012-11-07,1.7682,2.2615
2012-11-08,1.7681,2.2655
2012-11-09,1.7761,2.2626
2012-11-12,1.7808,2.2663
2012-11-13,1.7883,2.2743
2012-11-14,1.7968,2.2793
2012-11-15,1.7936,2.2846
2012-11-16,1.7919,2.2859
2012-11-19,1.7928,2.2838
2012-11-20,1.7932,2.2892
2012-11-21,1.7908,2.2936
2012-11-22,1.7905,2.2906
2012-11-23,1.7909,2.3047
2012-11-26,1.7902,2.3099
2012-11-27,1.7864,2.316
2012-11-28,1.7856,2.3139
2012-11-29,1.7844,2.3037
2012-11-30,1.7797,2.3108
2012-12-03,1.7774,2.3114
2012-12-04,1.7791,2.3196
2012-12-05,1.7773,2.3242
2012-12-06,1.7764,2.3255
2012-12-07,1.7809,2.3273
2012-12-10,1.7829,2.3044
2012-12-11,1.7828,2.3021
2012-12-12,1.7771,2.3055
2012-12-13,1.7708,2.3064
2012-12-14,1.7706,2.3135
2012-12-17,1.7738,2.3216
2012-12-18,1.7747,2.3353
2012-12-19,1.7745,2.3381
2012-12-20,1.7721,2.3521
2012-12-21,1.7763,2.353
2012-12-24,1.7869,2.3605
2012-12-25,1.7893,2.3651
2012-12-26,1.7877,2.3586
2012-12-27,1.7848,2.3566
2012-12-28,1.7829,2.3657
2012-12-31,1.7826,2.3517
2013-01-02,1.7776,2.3452
2013-01-03,1.7708,2.3479
2013-01-04,1.7729,2.3263
2013-01-07,1.78,2.3168
2013-01-08,1.7736,2.3126
2013-01-09,1.7705,2.3214
2013-01-10,1.7692,2.3118
2013-01-11,1.7668,2.313
2013-01-14,1.7624,2.3394
2013-01-15,1.7612,2.3535
2013-01-16,1.7629,2.3534
2013-01-17,1.762,2.3419
2013-01-18,1.751,2.3377
2013-01-21,1.7496,2.3353
2013-01-22,1.754,2.3353
2013-01-23,1.7572,2.3431
2013-01-24,1.7622,2.3485
2013-01-25,1.7625,2.3498
2013-01-28,1.7571,2.3616
2013-01-29,1.7597,2.3654
2013-01-30,1.7629,2.3695
2013-01-31,1.7588,2.3805
2013-02-01,1.7548,2.3787
2013-02-04,1.7462,2.3828
2013-02-05,1.7459,2.3708
2013-02-06,1.7509,2.3707
2013-02-07,1.7569,2.3764
2013-02-08,1.7601,2.3873
2013-02-11,1.7635,2.3636
2013-02-12,1.7647,2.3624
2013-02-13,1.7667,2.3711
2013-02-14,1.759,2.3712
2013-02-15,1.7619,2.3522
2013-02-18,1.7675,2.3558
2013-02-19,1.7651,2.357
2013-02-20,1.7698,2.3624
2013-02-21,1.776,2.3791
2013-02-22,1.7911,2.3634
2013-02-25,1.7904,2.3636
2013-02-26,1.7961,2.3823
2013-02-27,1.8069,2.364
2013-02-28,1.805,2.3627
2013-03-01,1.7955,2.356
2013-03-04,1.801,2.3473
2013-03-05,1.8021,2.343
2013-03-06,1.7949,2.3409
2013-03-07,1.7914,2.3356
2013-03-08,1.7969,2.3396
2013-03-11,1.7949,2.3512
2013-03-12,1.8028,2.3438
2013-03-13,1.8021,2.347
2013-03-14,1.806,2.3496
2013-03-15,1.8129,2.3456
2013-03-18,1.8085,2.3608
2013-03-19,1.8137,2.3479
2013-03-20,1.8151,2.3491
2013-03-21,1.8187,2.3507
2013-03-22,1.8151,2.3426
2013-03-25,1.8174,2.351
2013-03-26,1.814,2.3551
2013-03-27,1.8168,2.3379
2013-03-28,1.8176,2.3257
2013-03-29,1.8137,2.3206
2013-04-01,1.8087,2.3189
2013-04-02,1.8099,2.3193
2013-04-03,1.8049,2.3173
2013-04-04,1.8061,2.3153
2013-04-05,1.8075,2.3149
2013-04-08,1.8007,2.3287
2013-04-09,1.7881,2.3268
2013-04-10,1.783,2.325
2013-04-11,1.7834,2.3371
2013-04-12,1.7849,2.3389
2013-04-15,1.7883,2.3361
2013-04-16,1.789,2.339
2013-04-17,1.7921,2.3452
2013-04-18,1.7887,2.3536
2013-04-19,1.7944,2.3421
2013-04-22,1.7965,2.3498
2013-04-24,1.8016,2.3501
2013-04-25,1.8034,2.344
2013-04-26,1.799,2.3498
2013-04-29,1.8004,2.3438
2013-04-30,1.7953,2.3501
2013-05-02,1.7963,2.3485
2013-05-03,1.7927,2.3603
2013-05-06,1.7942,2.3521
2013-05-07,1.7947,2.3522
2013-05-08,1.7991,2.3565
2013-05-09,1.7938,2.3542
2013-05-10,1.7899,2.353
2013-05-13,1.8001,2.3414
2013-05-14,1.8059,2.3423
2013-05-15,1.8102,2.3508
2013-05-16,1.8201,2.3456
2013-05-17,1.8227,2.3466
2013-05-20,1.8343,2.3596
2013-05-21,1.8428,2.3704
2013-05-22,1.8475,2.3779
2013-05-23,1.8401,2.3796
2013-05-24,1.8502,2.3833
2013-05-27,1.8433,2.3891
2013-05-28,1.8442,2.3871
2013-05-29,1.8487,2.3888
2013-05-30,1.8642,2.4057
2013-05-31,1.8661,2.4208
2013-06-03,1.8842,2.4498
2013-06-04,1.8902,2.4603
2013-06-05,1.8745,2.4522
2013-06-06,1.8796,2.4573
2013-06-07,1.886,2.474
2013-06-10,1.8862,2.4983
2013-06-11,1.8941,2.5022
2013-06-12,1.8943,2.5153
2013-06-13,1.8758,2.4929
2013-06-14,1.868,2.491
2013-06-17,1.8534,2.4696
2013-06-18,1.8654,2.488
2013-06-19,1.8758,2.5083
2013-06-20,1.8811,2.5198
2013-06-21,1.9166,2.5327
2013-06-24,1.9312,2.5508
2013-06-25,1.9407,2.5426
2013-06-26,1.9339,2.538
2013-06-27,1.932,2.5192
2013-06-28,1.9272,2.5109
2013-07-01,1.9248,2.5137
2013-07-02,1.9235,2.5086
2013-07-03,1.9216,2.5042
2013-07-04,1.9477,2.524
2013-07-05,1.9482,2.5319
2013-07-08,1.9474,2.5073
2013-07-09,1.951,2.5057
2013-07-10,1.9386,2.4951
2013-07-11,1.9436,2.4907
2013-07-12,1.94,2.5324
2013-07-15,1.9573,2.5538
2013-07-16,1.9409,2.5305
2013-07-17,1.9276,2.5251
2013-07-18,1.9252,2.53
2013-07-19,1.9164,2.5115
2013-07-22,1.9213,2.5212
2013-07-23,1.9151,2.5216
2013-07-24,1.9117,2.5209
2013-07-25,1.9068,2.5243
2013-07-26,1.9247,2.5408
2013-07-29,1.9201,2.5496
2013-07-30,1.9235,2.5541
2013-07-31,1.9241,2.5539
2013-08-01,1.9309,2.5608
2013-08-02,1.9349,2.5617
2013-08-05,1.9453,2.5707
2013-08-06,1.9282,2.5599
2013-08-07,1.9292,2.5607
2013-08-12,1.9292,2.5607
2013-08-13,1.9231,2.5572
2013-08-14,1.9255,2.5597
2013-08-15,1.9358,2.5658
2013-08-16,1.9286,2.5622
2013-08-19,1.9342,2.5805
2013-08-20,1.9468,2.5973
2013-08-21,1.948,2.6061
2013-08-22,1.958,2.6223
2013-08-23,1.9835,2.6446
2013-08-26,1.9849,2.6509
2013-08-27,1.9951,2.668
2013-08-28,2.0225,2.6989
2013-08-29,2.0557,2.747
2013-09-02,2.0311,2.693
2013-09-03,2.016,2.6644
2013-09-04,2.0415,2.6895
2013-09-05,2.054,2.7058
2013-09-06,2.0732,2.7359
2013-09-09,2.063,2.7066
2013-09-10,2.0383,2.6889
2013-09-11,2.0285,2.687
2013-09-12,2.0137,2.6712
2013-09-13,2.0213,2.6869
2013-09-16,2.0257,2.6926
2013-09-17,1.9927,2.6617
2013-09-18,2.0045,2.6778
2013-09-19,2.0023,2.674
2013-09-20,1.9522,2.6449
2013-09-23,1.972,2.6689
2013-09-24,1.9856,2.6835
2013-09-25,1.9946,2.691
2013-09-26,2.0034,2.7049
2013-09-27,2.0123,2.7171
2013-09-30,2.0342,2.7484
2013-10-01,2.0365,2.7502
2013-10-02,2.0102,2.7251
2013-10-03,2.0187,2.7305
2013-10-04,1.9989,2.719
2013-10-07,1.9964,2.7162
2013-10-08,1.9961,2.7101
2013-10-09,1.9875,2.6973
2013-10-10,1.9871,2.6869
2013-10-11,1.9775,2.6738
2013-10-14,1.9764,2.6807
2013-10-21,1.9764,2.6807
2013-10-22,1.9746,2.6998
2013-10-23,1.9802,2.7097
2013-10-24,1.9738,2.7153
2013-10-25,1.976,2.7262
2013-10-28,1.9853,2.7398
2013-10-30,1.9853,2.7398
2013-10-31,1.9888,2.7361
2013-11-01,1.9895,2.72
2013-11-04,2.0063,2.7128
2013-11-05,2.0178,2.7254
2013-11-06,2.0235,2.7303
2013-11-07,2.0262,2.7374
2013-11-08,2.0306,2.7384
2013-11-11,2.0265,2.7197
2013-11-12,2.0358,2.7262
2013-11-13,2.05,2.7461
2013-11-14,2.0516,2.7539
2013-11-15,2.0442,2.7486
2013-11-18,2.0374,2.741
2013-11-19,2.0201,2.7293
2013-11-20,2.0169,2.7242
2013-11-21,2.0098,2.719
2013-11-22,2.0181,2.7123
2013-11-25,2.0164,2.7255
2013-11-26,1.9969,2.6995
2013-11-27,2.0071,2.7193
2013-11-28,2.0154,2.7398
2013-11-29,2.0166,2.7423
2013-12-02,2.0174,2.7454
2013-12-03,2.0282,2.7495
2013-12-04,2.0359,2.7629
2013-12-05,2.0455,2.779
2013-12-06,2.0482,2.7846
2013-12-09,2.0394,2.7866
2013-12-10,2.0313,2.7864
2013-12-11,2.0265,2.786
2013-12-12,2.0294,2.7932
2013-12-13,2.037,2.8064
2013-12-16,2.0404,2.8031
2013-12-17,2.0337,2.8016
2013-12-18,2.0372,2.8042
2013-12-19,2.0423,2.8086
2013-12-20,2.0608,2.8188
2013-12-23,2.089,2.8505
2013-12-24,2.0877,2.8573
2013-12-25,2.0812,2.8466
2013-12-26,2.071,2.8353
2013-12-27,2.0957,2.8693
2013-12-30,2.1604,2.9844
2013-12-31,2.1343,2.9365
2014-01-02,2.1304,2.9344
2014-01-03,2.1718,2.9744
2014-01-06,2.1687,2.9587
2014-01-07,2.1878,2.9767
2014-01-08,2.1723,2.9613
2014-01-09,2.1757,2.9575
2014-01-10,2.1845,2.9732
2014-01-13,2.176,2.9586
2014-01-14,2.1719,2.9671
2014-01-15,2.1909,2.9969
2014-01-16,2.1911,2.9834
2014-01-17,2.206,3.0025
2014-01-20,2.2084,3.0023
2014-01-21,2.2385,3.0337
2014-01-22,2.2415,3.033
2014-01-23,2.2551,3.0557
2014-01-24,2.2741,3.0997
2014-01-27,2.3142,3.1694
2014-01-28,2.3428,3.2053
2014-01-29,2.2658,3.0934
2014-01-30,2.2234,3.0362
2014-01-31,2.2795,3.1003
2014-02-03,2.2696,3.0726
2014-02-04,2.2634,3.0557
2014-02-05,2.256,3.0492
2014-02-06,2.2393,3.0271
2014-02-07,2.2249,3.0078
2014-02-10,2.2169,3.0094
2014-02-11,2.2247,3.034
2014-02-12,2.2024,3.0111
2014-02-13,2.1923,2.9857
2014-02-14,2.2003,3.0062
2014-02-17,2.1845,2.992
2014-02-18,2.181,2.9891
2014-02-19,2.179,2.9905
2014-02-20,2.1881,3.009
2014-02-21,2.2081,3.0249
2014-02-24,2.1972,3.012
2014-02-25,2.1806,2.9967
2014-02-26,2.2046,3.0319
2014-02-27,2.2081,3.0326
2014-02-28,2.2342,3.0508
2014-03-03,2.2129,3.0477
2014-03-04,2.2185,3.0556
2014-03-05,2.2119,3.044
2014-03-06,2.2074,3.0298
2014-03-07,2.1999,3.0225
2014-03-10,2.1873,3.0381
2014-03-11,2.2118,3.07
2014-03-12,2.222,3.0781
2014-03-13,2.2459,3.1153
2014-03-14,2.2244,3.1037
2014-03-17,2.2322,3.0993
2014-03-18,2.2216,3.0872
2014-03-19,2.2224,3.0916
2014-03-20,2.2212,3.0919
2014-03-21,2.2373,3.0842
2014-03-24,2.235,3.0824
2014-03-25,2.237,3.0823
2014-03-26,2.2319,3.0831
2014-03-27,2.2121,3.0524
2014-03-28,2.1912,3.0148
2014-03-31,2.1898,3.0072
2014-04-01,2.1557,2.9699
2014-04-02,2.1492,2.9643
2014-04-03,2.1311,2.9392
2014-04-04,2.1355,2.939
2014-04-07,2.1354,2.9264
2014-04-08,2.1183,2.9068
2014-04-09,2.0941,2.8838
2014-04-10,2.1046,2.9036
2014-04-11,2.0993,2.9105
2014-04-14,2.1177,2.9406
2014-04-15,2.1268,2.9419
2014-04-16,2.1263,2.9342
2014-04-17,2.1322,2.9507
2014-04-18,2.1302,2.9505
2014-04-21,2.1284,2.9411
2014-04-22,2.133,2.9481
2014-04-24,2.1372,2.9516
2014-04-25,2.1387,2.9568
2014-04-28,2.1339,2.9533
2014-04-29,2.1313,2.9558
2014-04-30,2.118,2.935
2014-05-02,2.1154,2.9252
2014-05-05,2.1073,2.9194
2014-05-06,2.0966,2.9087
2014-05-07,2.0932,2.9153
2014-05-08,2.0923,2.9137
2014-05-09,2.0746,2.8917
2014-05-12,2.0766,2.8671
2014-05-13,2.0755,2.8573
2014-05-14,2.0712,2.8451
2014-05-15,2.0711,2.8409
2014-05-16,2.077,2.8387
2014-05-20,2.0981,2.8761
2014-05-21,2.1046,2.8826
2014-05-22,2.1072,2.8869
2014-05-23,2.0921,2.8607
2014-05-26,2.0845,2.841
2014-05-27,2.0848,2.8435
2014-05-28,2.0973,2.8621
2014-05-29,2.1045,2.866
2014-05-30,2.0922,2.8476
2014-06-02,2.0916,2.8471
2014-06-03,2.096,2.8521
2014-06-04,2.1016,2.861
2014-06-05,2.1199,2.8862
2014-06-06,2.1088,2.8682
2014-06-09,2.0897,2.8498
2014-06-10,2.078,2.8319
2014-06-11,2.0866,2.8296
2014-06-12,2.0914,2.8318
2014-06-13,2.1058,2.8486
2014-06-16,2.1198,2.8741
2014-06-17,2.1376,2.8923
2014-06-18,2.1345,2.8953
2014-06-19,2.1434,2.9066
2014-06-20,2.1268,2.8985
2014-06-23,2.1373,2.9069
2014-06-24,2.1392,2.907
2014-06-25,2.1312,2.9024
2014-06-26,2.1384,2.9104
2014-06-27,2.1292,2.8992
2014-06-30,2.1234,2.8919
2014-07-01,2.1226,2.8979
2014-07-02,2.1194,2.9011
2014-07-03,2.1273,2.9066
2014-07-04,2.1314,2.91
2014-07-07,2.1282,2.8927
2014-07-08,2.1316,2.8975
2014-07-09,2.1252,2.8893
2014-07-10,2.1237,2.8907
2014-07-11,2.1232,2.8929
2014-07-14,2.1221,2.8881
2014-07-15,2.1177,2.8861
2014-07-16,2.12,2.8853
2014-07-17,2.1228,2.8745
2014-07-18,2.1221,2.8715
2014-07-21,2.1266,2.8768
2014-07-22,2.1175,2.8636
2014-07-23,2.1179,2.8572
2014-07-24,2.092,2.8172
2014-07-25,2.0903,2.816
2014-07-31,2.0919,2.8135
2014-08-01,2.1333,2.856
2014-08-04,2.1446,2.8719
2014-08-05,2.1313,2.8608
2014-08-06,2.1263,2.8485
2014-08-07,2.1619,2.8872
2014-08-08,2.1586,2.8871
2014-08-11,2.1683,2.9036
2014-08-12,2.1489,2.8779
2014-08-13,2.1612,2.8856
2014-08-14,2.1588,2.8837
2014-08-15,2.1557,2.8831
2014-08-18,2.1561,2.8856
2014-08-19,2.1681,2.903
2014-08-20,2.1632,2.8881
2014-08-21,2.168,2.8813
2014-08-22,2.1764,2.8871
2014-08-25,2.1767,2.8896
2014-08-26,2.1776,2.874
2014-08-27,2.1687,2.8623
2014-08-28,2.1581,2.8448
2014-08-29,2.1619,2.8528
2014-09-01,2.1584,2.8451
2014-09-02,2.1605,2.8381
2014-09-03,2.1673,2.8435
2014-09-04,2.1617,2.8418
2014-09-05,2.1564,2.83
2014-09-08,2.1635,2.802
2014-09-09,2.1627,2.8003
2014-09-10,2.1901,2.8218
2014-09-11,2.2022,2.8492
2014-09-12,2.1924,2.8333
2014-09-15,2.2014,2.8455
2014-09-16,2.2144,2.862
2014-09-17,2.2092,2.86
2014-09-18,2.2058,2.8586
2014-09-19,2.2223,2.8623
2014-09-22,2.2232,2.8624
2014-09-23,2.24,2.8781
2014-09-24,2.2319,2.8745
2014-09-25,2.2325,2.8677
2014-09-26,2.2482,2.8607
2014-09-29,2.2557,2.8748
2014-09-30,2.2789,2.8914
2014-10-01,2.2772,2.8746
2014-10-02,2.2829,2.8771
2014-10-03,2.273,2.8709
2014-10-08,2.273,2.8709
2014-10-09,2.288,2.895
2014-10-10,2.2573,2.8804
2014-10-13,2.2789,2.8851
2014-10-14,2.2701,2.878
2014-10-15,2.2783,2.8862
2014-10-16,2.2696,2.8718
2014-10-17,2.2729,2.9027
2014-10-20,2.2509,2.8824
2014-10-21,2.2452,2.8667
2014-10-22,2.2396,2.8642
2014-10-23,2.2444,2.8513
2014-10-24,2.2386,2.8334
2014-10-27,2.2378,2.831
2014-10-28,2.2357,2.8357
2014-10-30,2.2357,2.8357
2014-10-31,2.2171,2.7902
2014-11-03,2.2027,2.7662
2014-11-04,2.225,2.7806
2014-11-05,2.2236,2.7827
2014-11-06,2.2349,2.7923
2014-11-07,2.2387,2.8021
2014-11-10,2.2707,2.8158
2014-11-11,2.2469,2.8049
2014-11-12,2.2636,2.8108
2014-11-13,2.258,2.8149
2014-11-14,2.245,2.7983
2014-11-17,2.2419,2.791
2014-11-18,2.2285,2.7861
2014-11-19,2.2205,2.7777
2014-11-20,2.2275,2.7933
2014-11-21,2.2317,2.7959
2014-11-24,2.2218,2.7667
2014-11-25,2.226,2.7609
2014-11-26,2.2282,2.7702
2014-11-27,2.2214,2.7688
2014-11-28,2.2149,2.7644
2014-12-01,2.2102,2.7535
2014-12-02,2.2201,2.7667
2014-12-03,2.2196,2.7605
2014-12-04,2.2353,2.7578
2014-12-05,2.2363,2.754
2014-12-08,2.2358,2.7618
2014-12-09,2.2727,2.7867
2014-12-10,2.2591,2.7931
2014-12-11,2.2605,2.7984
2014-12-12,2.2599,2.8128
2014-12-15,2.2782,2.8337
2014-12-16,2.3184,2.8816
2014-12-17,2.3671,2.9601
2014-12-18,2.3653,2.9474
2014-12-19,2.323,2.8602
2014-12-22,2.3221,2.8504
2014-12-23,2.317,2.8405
2014-12-24,2.3165,2.8317
2014-12-25,2.3209,2.8312
2014-12-26,2.3177,2.8368
2014-12-29,2.3182,2.8255
2014-12-30,2.3235,2.8339
2014-12-31,2.3189,2.8207
2015-01-02,2.3269,2.8272
2015-01-05,2.3449,2.8258
2015-01-06,2.3411,2.7931
2015-01-07,2.3277,2.7736
2015-01-08,2.3255,2.7567
2015-01-09,2.3076,2.7199
2015-01-12,2.3005,2.7169
2015-01-13,2.2891,2.7037
2015-01-14,2.2778,2.6899
2015-01-15,2.2927,2.6979
2015-01-16,2.2803,2.6737
2015-01-19,2.3084,2.6799
2015-01-20,2.3382,2.7104
2015-01-21,2.3358,2.7077
2015-01-22,2.3393,2.7069
2015-01-23,2.3465,2.7255
2015-01-26,2.3337,2.6234
2015-01-27,2.3597,2.6515
2015-01-28,2.3561,2.6611
2015-01-29,2.3621,2.6821
2015-01-30,2.4013,2.7136
2015-02-02,2.4176,2.7397
2015-02-03,2.4236,2.7455
2015-02-04,2.415,2.7381
2015-02-05,2.4098,2.7609
2015-02-06,2.4441,2.7868
2015-02-09,2.4342,2.7867
2015-02-10,2.4857,2.8144
2015-02-11,2.4796,2.8012
2015-02-12,2.4896,2.8163
2015-02-13,2.4886,2.8206
2015-02-16,2.4677,2.8171
2015-02-17,2.4525,2.7998
2015-02-18,2.4482,2.7895
2015-02-19,2.4612,2.8029
2015-02-20,2.4418,2.7841
2015-02-23,2.4531,2.7794
2015-02-24,2.4772,2.8039
2015-02-25,2.4766,2.8031
2015-02-26,2.4598,2.7939
2015-02-27,2.4786,2.8137
2015-03-02,2.5077,2.8148
2015-03-03,2.5119,2.8155
2015-03-04,2.5187,2.8144
2015-03-05,2.5409,2.8298
2015-03-06,2.5816,2.8528
2015-03-09,2.598,2.8522
2015-03-10,2.6047,2.8326
2015-03-11,2.627,2.8263
2015-03-12,2.6191,2.7804
2015-03-13,2.5889,2.7501
2015-03-16,2.613,2.7685
2015-03-17,2.6208,2.7611
2015-03-18,2.615,2.7741
2015-03-19,2.6178,2.7767
2015-03-20,2.5926,2.7697
2015-03-23,2.5938,2.7747
2015-03-24,2.5699,2.7865
2015-03-25,2.5505,2.7995
2015-03-26,2.5555,2.8036
2015-03-27,2.5962,2.8589
2015-03-30,2.6107,2.8292
2015-03-31,2.6102,2.8309
2015-04-01,2.6134,2.8075
2015-04-02,2.6008,2.7956
2015-04-03,2.5938,2.8069
2015-04-06,2.5905,2.8198
2015-04-07,2.5674,2.8197
2015-04-08,2.5789,2.8054
2015-04-09,2.5877,2.8105
2015-04-10,2.5941,2.7902
2015-04-13,2.6243,2.7838
2015-04-14,2.6464,2.7935
2015-04-15,2.6725,2.8213
2015-04-16,2.6965,2.8583
2015-04-17,2.6969,2.8789
2015-04-20,2.6821,2.8975
2015-04-21,2.6907,2.8942
2015-04-22,2.6991,2.884
2015-04-24,2.6879,2.8949
2015-04-27,2.722,2.9553
2015-04-28,2.7243,2.9538
2015-04-29,2.6773,2.9202
2015-04-30,2.6644,2.9302
2015-05-04,2.6559,2.9709
2015-05-05,2.7109,3.0218
2015-05-06,2.7095,3.0091
2015-05-07,2.7072,3.0413
2015-05-08,2.7,3.0632
2015-05-11,2.686,3.0136
2015-05-12,2.6949,3.0082
2015-05-13,2.689,3.0212
2015-05-14,2.6531,2.9814
2015-05-15,2.6153,2.9849
2015-05-18,2.5871,2.9408
2015-05-20,2.5781,2.94
2015-05-21,2.6018,2.8888
2015-05-22,2.5669,2.8601
2015-05-25,2.5912,2.8945
2015-05-26,2.6063,2.8619
2015-05-27,2.6278,2.8659
2015-05-28,2.6423,2.8805
2015-05-29,2.6533,2.899
2015-06-01,2.6587,2.9146
2015-06-02,2.6762,2.9222
2015-06-03,2.6782,2.9425
2015-06-04,2.6813,2.9855
2015-06-05,2.6931,3.0472
2015-06-08,2.6636,2.9966
2015-06-09,2.7694,3.0848
2015-06-10,2.7477,3.0986
2015-06-11,2.7356,3.0948
2015-06-12,2.7388,3.0854
2015-06-15,2.7134,3.0382
2015-06-16,2.7324,3.0673
2015-06-17,2.7408,3.0877
2015-06-18,2.7344,3.0798
2015-06-19,2.7121,3.0887
2015-06-22,2.7144,3.0712
2015-06-23,2.6786,3.0401
2015-06-24,2.671,3.0017
2015-06-25,2.677,3.0003
2015-06-26,2.6638,2.9813
2015-06-29,2.6587,2.9777
2015-06-30,2.6863,2.9822
2015-07-01,2.685,2.9982
2015-07-02,2.6753,2.9749
2015-07-03,2.6992,2.9888
2015-07-06,2.6876,2.9845
2015-07-07,2.6899,2.9723
2015-07-08,2.6792,2.944
2015-07-09,2.6894,2.9666
2015-07-10,2.6751,2.9561
2015-07-13,2.6607,2.9654
2015-07-14,2.6556,2.9457
2015-07-15,2.6363,2.9043
2015-07-16,2.6376,2.905
2015-07-20,2.6376,2.905
2015-07-21,2.6757,2.9022
2015-07-22,2.6869,2.9156
2015-07-23,2.704,2.9572
2015-07-24,2.7194,2.9869
2015-07-27,2.7371,2.9966
2015-07-28,2.7567,3.0518
2015-07-29,2.7551,3.0443
2015-07-30,2.7634,3.0539
2015-07-31,2.7745,3.0423
2015-08-03,2.7839,3.0506
2015-08-04,2.7736,3.0421
2015-08-05,2.7688,3.0382
2015-08-06,2.7847,3.0259
2015-08-07,2.783,3.0331
2015-08-10,2.779,3.0366
2015-08-11,2.7859,3.0518
2015-08-12,2.7674,3.0505
2015-08-13,2.7775,3.0897
2015-08-14,2.783,3.094
2015-08-17,2.8316,3.1584
2015-08-18,2.8484,3.16
2015-08-19,2.873,3.1808
2015-08-20,2.9009,3.2053
2015-08-21,2.9677,3.3097
2015-08-24,2.9156,3.286
2015-08-25,2.9477,3.3849
2015-08-26,2.9258,3.3734
2015-08-27,2.9347,3.364
2015-08-28,2.9099,3.289
2015-08-31,2.9146,3.2876
2015-09-01,2.9179,3.2716
2015-09-02,2.9147,3.2865
2015-09-03,2.94,3.3132
2015-09-04,2.9561,3.3198
2015-09-07,2.9774,3.3168
2015-09-08,3.0285,3.3777
2015-09-09,3.0145,3.3682
2015-09-10,3.0039,3.3541
2015-09-11,3.0402,3.4035
2015-09-14,3.0341,3.4219
2015-09-15,3.0599,3.4684
2015-09-16,3.0435,3.4407
2015-09-17,3.0119,3.3872
2015-09-18,3.0143,3.4116
2015-09-21,2.9961,3.4248
2015-09-22,2.9978,3.3847
2015-09-23,3.0069,3.3602
2015-09-28,3.0069,3.3602
2015-09-29,3.0464,3.4057
2015-09-30,3.0433,3.4212
2015-10-01,3.0251,3.3941
2015-10-02,3.0174,3.3639
2015-10-05,3.0236,3.3756
2015-10-06,2.9924,3.3661
2015-10-07,2.9879,3.3498
2015-10-08,2.938,3.3049
2015-10-09,2.9357,3.3133
2015-10-12,2.896,3.2834
2015-10-13,2.9233,3.3254
2015-10-14,2.9421,3.3485
2015-10-15,2.9416,3.3554
2015-10-16,2.884,3.3011
2015-10-19,2.8926,3.2862
2015-10-20,2.8881,3.2753
2015-10-21,2.8954,3.2891
2015-10-22,2.9027,3.2973
2015-10-23,2.889,3.2702
2015-10-26,2.8667,3.1837
2015-10-27,2.8909,3.1894
2015-10-28,2.8943,3.199
2015-10-30,2.8943,3.199
2015-11-02,2.9149,3.2068
2015-11-03,2.8035,3.0898
2015-11-04,2.8285,3.1101
2015-11-05,2.8362,3.1
2015-11-06,2.8679,3.1159
2015-11-09,2.8724,3.1227
2015-11-10,2.9192,3.1445
2015-11-11,2.9104,3.1244
2015-11-12,2.8911,3.1035
2015-11-13,2.8768,3.0842
2015-11-16,2.8686,3.0895
2015-11-17,2.8775,3.0888
2015-11-18,2.8719,3.0613
2015-11-19,2.8648,3.056
2015-11-20,2.8491,3.0465
2015-11-23,2.8303,3.025
2015-11-24,2.8433,3.0217
2015-11-25,2.8689,3.0553
2015-11-26,2.8813,3.0602
2015-11-27,2.9009,3.0781
2015-11-30,2.9195,3.0938
2015-12-01,2.9109,3.0795
2015-12-02,2.8923,3.065
2015-12-03,2.8771,3.0517
2015-12-04,2.8814,3.0498
2015-12-07,2.8921,3.1464
2015-12-08,2.8897,3.1267
2015-12-09,2.9123,3.1628
2015-12-10,2.9107,3.1806
2015-12-11,2.9099,3.1904
2015-12-14,2.9456,3.2286
2015-12-15,2.9667,3.2521
2015-12-16,2.9701,3.2729
2015-12-17,2.9631,3.2384
2015-12-18,2.9311,3.1819
2015-12-21,2.9229,3.167
2015-12-22,2.9068,3.1575
2015-12-23,2.9248,3.1972
2015-12-24,2.9262,3.1969
2015-12-25,2.9187,3.1968
2015-12-28,2.9123,3.1904
2015-12-29,2.9157,3.2006
2015-12-30,2.9084,3.1921
2015-12-31,2.9076,3.1776
2016-01-04,2.9181,3.1838
2016-01-05,2.9422,3.2116
2016-01-06,2.975,3.2061
2016-01-07,3.004,3.2255
2016-01-08,3.0167,3.2688
2016-01-11,2.9876,3.2486
2016-01-12,3.0188,3.2893
2016-01-13,3.0322,3.2938
2016-01-14,3.0138,3.2604
2016-01-15,3.0273,3.3009
2016-01-18,3.0362,3.3098
2016-01-19,3.0367,3.3079
2016-01-20,3.0243,3.2879
