tarih,usdtry,eurtry
2009-06-10,1.5471,2.1553
2009-06-11,1.5323,2.1598
2009-06-12,1.5373,2.1528
2009-06-15,1.5281,2.1452
2009-06-16,1.5393,2.1351
2009-06-17,1.5388,2.1369
2009-06-18,1.5451,2.1438
2009-06-19,1.5566,2.1713
2009-06-22,1.5466,2.1537
2009-06-23,1.5507,2.1483
2009-06-24,1.5672,2.1827
2009-06-25,1.5543,2.1894
2009-06-26,1.5477,2.1588
2009-06-29,1.5335,2.1558
2009-06-30,1.5301,2.1469
2009-07-01,1.5247,2.1523
2009-07-02,1.5246,2.1463
2009-07-03,1.5206,2.1416
2009-07-06,1.5282,2.1394
2009-07-07,1.5415,2.1451
2009-07-08,1.5336,2.1417
2009-07-09,1.5464,2.1509
2009-07-10,1.5413,2.1516
2009-07-13,1.5464,2.1503
2009-07-14,1.5497,2.1631
2009-07-15,1.534,2.1459
2009-07-16,1.5286,2.1498
2009-07-17,1.5229,2.1476
2009-07-20,1.5198,2.142
2009-07-21,1.5032,2.137
2009-07-22,1.5018,2.135
2009-07-23,1.4947,2.121
2009-07-24,1.481,2.1071
2009-07-27,1.4779,2.1008
2009-07-28,1.4718,2.0987
2009-07-29,1.4654,2.0916
2009-07-30,1.4798,2.093
2009-07-31,1.477,2.0778
2009-08-03,1.4691,2.0735
2009-08-04,1.4616,2.086
2009-08-05,1.4557,2.0953
2009-08-06,1.4535,2.0924
2009-08-07,1.4617,2.1034
2009-08-10,1.4746,2.1183
2009-08-11,1.4656,2.0806
2009-08-12,1.4859,2.1052
2009-08-13,1.4996,2.1197
2009-08-14,1.4701,2.0973
2009-08-17,1.4746,2.1049
2009-08-18,1.5009,2.1159
2009-08-19,1.4894,2.1032
2009-08-20,1.4947,2.1081
2009-08-21,1.4845,2.1126
2009-08-24,1.4822,2.1199
2009-08-25,1.4766,2.1119
2009-08-26,1.4864,2.1251
2009-08-27,1.4915,2.1339
2009-08-28,1.4955,2.1319
2009-08-31,1.49,2.138
2009-09-01,1.4956,2.1358
2009-09-02,1.4972,2.1459
2009-09-03,1.5067,2.1428
2009-09-04,1.5005,2.1459
2009-09-07,1.495,2.133
2009-09-08,1.4827,2.1271
2009-09-09,1.4785,2.1351
2009-09-10,1.4827,2.15
2009-09-11,1.4978,2.1796
2009-09-14,1.4911,2.1764
2009-09-15,1.4959,2.1765
2009-09-16,1.4834,2.1667
2009-09-17,1.4706,2.1603
2009-09-18,1.4626,2.1548
2009-09-23,1.4683,2.1573
2009-09-24,1.4732,2.1786
2009-09-25,1.474,2.1768
2009-09-28,1.4809,2.174
2009-09-29,1.4859,2.1747
2009-09-30,1.482,2.1603
2009-10-01,1.477,2.1611
2009-10-02,1.4832,2.1616
2009-10-05,1.4933,2.1715
2009-10-06,1.4797,2.1633
2009-10-07,1.46,2.1505
2009-10-08,1.4614,2.1499
2009-10-09,1.4531,2.1459
2009-10-12,1.457,2.1471
2009-10-13,1.4572,2.1465
2009-10-14,1.4509,2.1486
2009-10-15,1.4395,2.1438
2009-10-16,1.4365,2.1428
2009-10-19,1.4515,2.1631
2009-10-20,1.4505,2.1661
2009-10-21,1.4456,2.1644
2009-10-22,1.4569,2.1772
2009-10-23,1.4625,2.1903
2009-10-26,1.457,2.1902
2009-10-27,1.4675,2.2057
2009-10-28,1.4823,2.2055
2009-10-30,1.4823,2.2055
2009-11-02,1.4826,2.1977
2009-11-03,1.4931,2.2055
2009-11-04,1.5025,2.2075
2009-11-05,1.4907,2.2007
2009-11-06,1.4845,2.2041
2009-11-09,1.4757,2.1961
2009-11-10,1.468,2.1992
2009-11-11,1.4678,2.2006
2009-11-12,1.4639,2.2009
2009-11-13,1.4705,2.1984
2009-11-16,1.4746,2.1949
2009-11-17,1.4698,2.2002
2009-11-18,1.4742,2.1988
2009-11-19,1.4725,2.1996
2009-11-20,1.4831,2.2046
2009-11-23,1.4877,2.2127
2009-11-24,1.4856,2.2252
2009-11-25,1.4911,2.2282
2009-11-26,1.4825,2.2297
2009-12-01,1.4825,2.2297
2009-12-02,1.5016,2.2627
2009-12-03,1.4908,2.2505
2009-12-04,1.4812,2.2395
2009-12-07,1.4767,2.2245
2009-12-08,1.4881,2.2038
2009-12-09,1.4913,2.2087
2009-12-10,1.4961,2.2065
2009-12-11,1.4932,2.1989
2009-12-14,1.487,2.1938
2009-12-15,1.4954,2.1906
2009-12-16,1.5031,2.1864
2009-12-17,1.5012,2.185
2009-12-18,1.5099,2.1702
2009-12-21,1.5111,2.173
2009-12-22,1.5159,2.1721
2009-12-23,1.5181,2.1722
2009-12-24,1.5186,2.1654
2009-12-25,1.507,2.168
2009-12-28,1.5052,2.1702
2009-12-29,1.5065,2.1686
2009-12-30,1.5026,2.168
2009-12-31,1.5057,2.1603
2010-01-04,1.4873,2.1427
2010-01-05,1.481,2.1274
2010-01-06,1.4661,2.1153
2010-01-07,1.4694,2.1087
2010-01-08,1.4698,2.1093
2010-01-11,1.4639,2.0961
2010-01-12,1.4492,2.1046
2010-01-13,1.4489,2.0991
2010-01-14,1.4434,2.0963
2010-01-15,1.4494,2.103
2010-01-18,1.4523,2.0904
2010-01-19,1.4473,2.081
2010-01-20,1.4521,2.0831
2010-01-21,1.4569,2.0652
2010-01-22,1.4715,2.0699
2010-01-25,1.4768,2.0883
2010-01-26,1.4787,2.0928
2010-01-27,1.4923,2.1025
2010-01-28,1.4851,2.0879
2010-01-29,1.485,2.0818
2010-02-01,1.4831,2.0717
2010-02-02,1.4832,2.0625
2010-02-03,1.4778,2.0596
2010-02-04,1.4747,2.0638
2010-02-05,1.4903,2.0637
2010-02-08,1.5137,2.0706
2010-02-09,1.5152,2.0737
2010-02-10,1.5055,2.0671
2010-02-11,1.502,2.0691
2010-02-12,1.5053,2.0688
2010-02-15,1.5099,2.0511
2010-02-16,1.5085,2.0534
2010-02-17,1.5038,2.0546
2010-02-18,1.4985,2.0597
2010-02-19,1.512,2.0513
2010-02-22,1.5174,2.0483
2010-02-23,1.5085,2.0536
2010-02-24,1.5242,2.076
2010-02-25,1.5376,2.0827
2010-02-26,1.54,2.0774
2010-03-01,1.5361,2.0861
2010-03-02,1.5353,2.0875
2010-03-03,1.5315,2.0707
2010-03-04,1.5323,2.0894
2010-03-05,1.538,2.102
2010-03-08,1.5383,2.0896
2010-03-09,1.5234,2.0803
2010-03-10,1.5325,2.0806
2010-03-11,1.531,2.0811
2010-03-12,1.5286,2.0873
2010-03-15,1.519,2.0896
2010-03-16,1.521,2.0869
2010-03-17,1.5198,2.0823
2010-03-18,1.509,2.0786
2010-03-19,1.5154,2.0723
2010-03-22,1.5244,2.0691
2010-03-23,1.5379,2.0786
2010-03-24,1.5368,2.0762
2010-03-25,1.5348,2.0525
2010-03-26,1.5344,2.0478
2010-03-29,1.5266,2.0423
2010-03-30,1.5236,2.0536
2010-03-31,1.5215,2.0523
2010-04-01,1.5157,2.0405
2010-04-02,1.5115,2.0395
2010-04-05,1.5106,2.0475
2010-04-06,1.5083,2.0331
2010-04-07,1.5042,2.0174
2010-04-08,1.4933,1.9964
2010-04-09,1.4975,1.9921
2010-04-12,1.4827,1.9863
2010-04-13,1.4789,2.012
2010-04-14,1.484,2.0168
2010-04-15,1.474,2.0086
2010-04-16,1.472,1.9958
2010-04-19,1.4685,1.9882
2010-04-20,1.4877,1.9992
2010-04-21,1.4815,1.9985
2010-04-22,1.4761,1.98
2010-04-26,1.475,1.9716
2010-04-27,1.4699,1.9599
2010-04-28,1.4751,1.966
2010-04-29,1.4984,1.9773
2010-04-30,1.4804,1.9601
2010-05-03,1.4739,1.9616
2010-05-04,1.4862,1.9669
2010-05-05,1.4911,1.9577
2010-05-06,1.5096,1.9548
2010-05-07,1.5291,1.9536
2010-05-10,1.5603,1.9882
2010-05-11,1.5117,1.9663
2010-05-12,1.5282,1.9411
2010-05-13,1.5213,1.9294
2010-05-14,1.5107,1.905
2010-05-17,1.5229,1.9023
2010-05-18,1.537,1.8939
2010-05-20,1.5291,1.8978
2010-05-21,1.5727,1.9439
2010-05-24,1.5756,1.9717
2010-05-25,1.5647,1.9426
2010-05-26,1.5871,1.9404
2010-05-27,1.5728,1.9359
2010-05-28,1.5607,1.9155
2010-05-31,1.5514,1.9216
2010-06-01,1.5665,1.9273
2010-06-02,1.5799,1.9208
2010-06-03,1.5732,1.9235
2010-06-04,1.5659,1.9214
2010-06-07,1.5772,1.917
2010-06-08,1.5936,1.9056
2010-06-09,1.5978,1.9071
2010-06-10,1.5928,1.9068
2010-06-11,1.5889,1.9142
2010-06-14,1.5727,1.9064
2010-06-15,1.5611,1.9084
2010-06-16,1.5697,1.9193
2010-06-17,1.56,1.9177
2010-06-18,1.5566,1.9216
2010-06-21,1.5499,1.9189
2010-06-22,1.5438,1.9155
2010-06-23,1.5539,1.9099
2010-06-24,1.558,1.9134
2010-06-25,1.5708,1.9307
2010-06-28,1.575,1.9373
2010-06-29,1.5643,1.9327
2010-06-30,1.5747,1.9217
2010-07-01,1.5737,1.9292
2010-07-02,1.577,1.94
2010-07-05,1.5675,1.9621
2010-07-06,1.5582,1.953
2010-07-07,1.5522,1.9533
2010-07-08,1.5536,1.954
2010-07-09,1.5447,1.9543
2010-07-12,1.5431,1.9554
2010-07-13,1.5506,1.949
2010-07-14,1.5501,1.9474
2010-07-15,1.5358,1.9523
2010-07-16,1.5316,1.9601
2010-07-19,1.5254,1.9779
2010-07-20,1.5331,1.9857
2010-07-21,1.5286,1.977
2010-07-22,1.5202,1.9524
2010-07-23,1.5177,1.9478
2010-07-26,1.5118,1.9528
2010-07-27,1.5126,1.9536
2010-07-28,1.5051,1.9576
2010-07-29,1.5031,1.955
2010-07-30,1.5032,1.9644
2010-08-02,1.5045,1.9596
2010-08-03,1.4918,1.9499
2010-08-04,1.4862,1.9657
2010-08-05,1.4933,1.9728
2010-08-06,1.4952,1.9713
2010-08-09,1.4904,1.9651
2010-08-10,1.4815,1.9662
2010-08-11,1.4902,1.9608
2010-08-12,1.5028,1.9587
2010-08-13,1.5145,1.947
2010-08-16,1.5065,1.9325
2010-08-17,1.5054,1.9291
2010-08-18,1.4912,1.9205
2010-08-19,1.4912,1.9196
2010-08-20,1.4943,1.9166
2010-08-23,1.5068,1.9212
2010-08-24,1.511,1.9194
2010-08-25,1.5253,1.9245
2010-08-26,1.52,1.9237
2010-08-27,1.5168,1.9275
2010-08-31,1.5153,1.9268
2010-09-01,1.5209,1.9278
2010-09-02,1.5155,1.9361
2010-09-03,1.5054,1.9298
2010-09-06,1.4994,1.9241
2010-09-07,1.4936,1.9252
2010-09-08,1.5033,1.9179
2010-09-13,1.5033,1.9179
2010-09-14,1.4884,1.9068
2010-09-15,1.4922,1.9194
2010-09-16,1.4861,1.9292
2010-09-17,1.4847,1.9387
2010-09-20,1.4887,1.9526
2010-09-21,1.4888,1.9489
2010-09-22,1.4845,1.9486
2010-09-23,1.4773,1.9717
2010-09-24,1.4809,1.9753
2010-09-27,1.4786,1.9803
2010-09-28,1.4686,1.9778
2010-09-29,1.4669,1.9724
2010-09-30,1.4512,1.9754
2010-10-01,1.4434,1.9693
2010-10-04,1.439,1.9751
2010-10-05,1.4389,1.9721
2010-10-06,1.4416,1.9843
2010-10-07,1.415,1.9596
2010-10-08,1.4112,1.9726
2010-10-11,1.4206,1.9746
2010-10-12,1.4042,1.9575
2010-10-13,1.4174,1.9583
2010-10-14,1.4052,1.9643
2010-10-15,1.3921,1.9604
2010-10-18,1.3989,1.9718
2010-10-19,1.4175,1.9689
2010-10-20,1.4159,1.9685
2010-10-21,1.4223,1.9662
2010-10-22,1.413,1.9807
2010-10-25,1.4216,1.9781
2010-10-26,1.4079,1.9767
2010-10-27,1.4134,1.9698
2010-10-28,1.4301,1.9746
2010-11-01,1.4301,1.9746
2010-11-02,1.4196,1.9805
2010-11-03,1.4101,1.973
2010-11-04,1.4019,1.968
2010-11-05,1.3884,1.976
2010-11-08,1.392,1.9673
2010-11-09,1.4032,1.954
2010-11-10,1.4031,1.9512
2010-11-11,1.407,1.9392
2010-11-12,1.4142,1.9416
2010-11-15,1.428,1.953
2010-11-22,1.428,1.953
2010-11-23,1.436,1.9686
2010-11-24,1.456,1.9743
2010-11-25,1.4763,1.9707
2010-11-26,1.4693,1.9578
2010-11-29,1.482,1.9624
2010-11-30,1.4863,1.9624
2010-12-01,1.4991,1.9535
2010-12-02,1.4888,1.9492
2010-12-03,1.4811,1.9504
2010-12-06,1.4733,1.9517
2010-12-07,1.4767,1.9629
2010-12-08,1.4682,1.9628
2010-12-09,1.4829,1.9609
2010-12-10,1.4904,1.9727
2010-12-13,1.494,1.9788
2010-12-14,1.4978,1.9829
2010-12-15,1.4937,2.0095
2010-12-16,1.5109,2.0138
2010-12-17,1.5157,2.0063
2010-12-20,1.52,2.0212
2010-12-21,1.5461,2.0343
2010-12-22,1.5497,2.039
2010-12-23,1.5456,2.0314
2010-12-24,1.5446,2.0225
2010-12-27,1.5392,2.0204
2010-12-28,1.5403,2.026
2010-12-29,1.5416,2.0406
2010-12-30,1.5567,2.0437
2010-12-31,1.546,2.0491
2011-01-03,1.5376,2.0551
2011-01-04,1.5476,2.0606
2011-01-05,1.5445,2.0677
2011-01-06,1.54,2.0383
2011-01-07,1.5402,2.0201
2011-01-10,1.5571,2.022
2011-01-11,1.5778,2.0365
2011-01-12,1.5702,2.0328
2011-01-13,1.5619,2.0301
2011-01-14,1.5514,2.0417
2011-01-17,1.5429,2.0643
2011-01-18,1.5426,2.0501
2011-01-19,1.5263,2.0446
2011-01-20,1.532,2.0637
2011-01-21,1.5533,2.0942
2011-01-24,1.5693,2.1241
2011-01-25,1.5636,2.1215
2011-01-26,1.5552,2.1185
2011-01-27,1.566,2.1452
2011-01-28,1.5674,2.1474
2011-01-31,1.5833,2.1716
2011-02-01,1.5991,2.1842
2011-02-02,1.5814,2.1729
2011-02-03,1.5707,2.1707
2011-02-04,1.576,2.1711
2011-02-07,1.5927,2.1716
2011-02-08,1.5694,2.13
2011-02-09,1.567,2.1371
2011-02-10,1.5797,2.1555
2011-02-11,1.5912,2.169
2011-02-14,1.5886,2.1494
2011-02-15,1.584,2.1325
2011-02-16,1.5883,2.1482
2011-02-17,1.5807,2.1384
2011-02-18,1.5702,2.1294
2011-02-21,1.5731,2.136
2011-02-22,1.5741,2.153
2011-02-23,1.5934,2.1692
2011-02-24,1.5857,2.176
2011-02-25,1.6008,2.204
2011-02-28,1.5905,2.1948
2011-03-01,1.5928,2.2026
2011-03-02,1.598,2.2097
2011-03-03,1.6092,2.2219
2011-03-04,1.6041,2.2224
2011-03-07,1.5919,2.2241
2011-03-08,1.5942,2.2339
2011-03-09,1.5855,2.2072
2011-03-10,1.58,2.1963
2011-03-11,1.5759,2.1793
2011-03-14,1.5786,2.1769
2011-03-15,1.5729,2.1939
2011-03-16,1.5754,2.189
2011-03-17,1.5762,2.1991
2011-03-18,1.5788,2.2109
2011-03-21,1.5757,2.2229
2011-03-22,1.5693,2.2238
2011-03-23,1.5626,2.2242
2011-03-24,1.5543,2.2022
2011-03-25,1.547,2.1843
2011-03-28,1.5433,2.1842
2011-03-29,1.5485,2.1763
2011-03-30,1.5549,2.1929
2011-03-31,1.5483,2.1816
2011-04-01,1.5363,2.1822
2011-04-04,1.536,2.1739
2011-04-05,1.5279,2.1733
2011-04-06,1.5273,2.166
2011-04-07,1.5157,2.1669
2011-04-08,1.5085,2.1548
2011-04-11,1.4955,2.155
2011-04-12,1.5053,2.1755
2011-04-13,1.5111,2.1834
2011-04-14,1.5075,2.1866
2011-04-15,1.5146,2.1871
2011-04-18,1.5119,2.1867
2011-04-19,1.5165,2.171
2011-04-20,1.5271,2.1791
2011-04-21,1.5124,2.191
2011-04-22,1.508,2.2051
2011-04-25,1.5097,2.1989
2011-04-26,1.5123,2.2073
2011-04-27,1.5206,2.2211
2011-04-28,1.5146,2.2221
2011-04-29,1.5092,2.238
2011-05-02,1.5141,2.2496
2011-05-03,1.5127,2.2429
2011-05-04,1.5227,2.2526
2011-05-05,1.5306,2.2763
2011-05-06,1.5367,2.2826
2011-05-09,1.5361,2.2316
2011-05-10,1.5338,2.2091
2011-05-11,1.5494,2.2249
2011-05-12,1.5667,2.2529
2011-05-13,1.5802,2.2402
2011-05-16,1.5748,2.2503
2011-05-17,1.5869,2.2422
2011-05-18,1.5782,2.2383
2011-05-20,1.5743,2.2439
2011-05-23,1.5736,2.2475
2011-05-24,1.6001,2.2406
2011-05-25,1.5934,2.2439
2011-05-26,1.5972,2.246
2011-05-27,1.5916,2.2556
2011-05-30,1.6003,2.2786
2011-05-31,1.5939,2.2769
2011-06-01,1.5859,2.2844
2011-06-02,1.5826,2.2818
2011-06-03,1.5841,2.2865
2011-06-06,1.5773,2.285
2011-06-07,1.5718,2.298
2011-06-08,1.5735,2.3068
2011-06-09,1.5791,2.3125
2011-06-10,1.5728,2.299
2011-06-13,1.5697,2.271
2011-06-14,1.5653,2.2479
2011-06-15,1.5695,2.2675
2011-06-16,1.5879,2.2755
2011-06-17,1.6075,2.2691
2011-06-20,1.5967,2.2713
2011-06-21,1.6026,2.2803
2011-06-22,1.5956,2.2907
2011-06-23,1.6068,2.3121
2011-06-24,1.6183,2.304
2011-06-27,1.6233,2.3109
2011-06-28,1.6354,2.3211
2011-06-29,1.6324,2.3303
2011-06-30,1.6302,2.3492
2011-07-01,1.6157,2.3397
2011-07-04,1.6073,2.3323
2011-07-05,1.6059,2.3321
2011-07-06,1.6181,2.3425
2011-07-07,1.6253,2.3318
2011-07-08,1.6278,2.3259
2011-07-11,1.615,2.3063
2011-07-12,1.6343,2.306
2011-07-13,1.6463,2.293
2011-07-14,1.6419,2.3102
2011-07-15,1.6379,2.3272
2011-07-18,1.6407,2.3196
2011-07-19,1.6564,2.3266
2011-07-20,1.6493,2.3378
2011-07-21,1.6497,2.3426
2011-07-22,1.665,2.3658
2011-07-25,1.6669,2.4013
2011-07-26,1.711,2.4586
2011-07-27,1.7094,2.4764
2011-07-28,1.6869,2.4412
2011-07-29,1.6702,2.3928
2011-08-01,1.6733,2.388
2011-08-02,1.6669,2.4029
2011-08-03,1.6917,2.3994
2011-08-04,1.6974,2.4265
2011-08-05,1.7074,2.4322
2011-08-08,1.729,2.4487
2011-08-09,1.7378,2.4844
2011-08-10,1.7641,2.5139
2011-08-11,1.7409,2.5013
2011-08-12,1.7669,2.5093
2011-08-15,1.7751,2.5265
2011-08-16,1.7631,2.5219
2011-08-17,1.7714,2.547
2011-08-18,1.7621,2.5434
2011-08-19,1.7676,2.5439
2011-08-22,1.7812,2.5525
2011-08-23,1.7814,2.5666
2011-08-24,1.775,2.5685
2011-08-25,1.7698,2.5565
2011-08-26,1.7615,2.5438
2011-08-29,1.7454,2.5186
2011-09-02,1.7454,2.5186
2011-09-05,1.7363,2.4726
2011-09-06,1.7545,2.4793
2011-09-07,1.7613,2.4921
2011-09-08,1.746,2.4547
2011-09-09,1.7592,2.4731
2011-09-12,1.7671,2.446
2011-09-13,1.7839,2.4279
2011-09-14,1.7745,2.4188
2011-09-15,1.7637,2.4128
2011-09-16,1.7734,2.444
2011-09-19,1.775,2.4481
2011-09-20,1.7872,2.4425
2011-09-21,1.7893,2.4484
2011-09-22,1.7893,2.445
2011-09-23,1.8183,2.4524
2011-09-26,1.8262,2.4646
2011-09-27,1.8425,2.4822
2011-09-28,1.841,2.4911
2011-09-29,1.8375,2.5058
2011-09-30,1.8453,2.5157
2011-10-03,1.8512,2.5007
2011-10-04,1.8568,2.4792
2011-10-05,1.887,2.4874
2011-10-06,1.8664,2.487
2011-10-07,1.8374,2.4501
2011-10-10,1.8343,2.4654
2011-10-11,1.8266,2.4785
2011-10-12,1.8304,2.4934
2011-10-13,1.8208,2.5043
2011-10-14,1.8229,2.5076
2011-10-17,1.8284,2.522
2011-10-18,1.8352,2.5399
2011-10-19,1.8578,2.5448
2011-10-20,1.8419,2.5475
2011-10-21,1.8582,2.5585
2011-10-24,1.8434,2.5388
2011-10-25,1.8173,2.5195
2011-10-26,1.7928,2.4961
2011-10-27,1.7567,2.4473
2011-10-28,1.7516,2.4555
2011-10-31,1.7516,2.4555
2011-11-01,1.7458,2.4451
2011-11-02,1.7862,2.4451
2011-11-03,1.7714,2.4423
2011-11-04,1.7681,2.4345
2011-11-10,1.7442,2.4103
2011-11-11,1.7787,2.4165
2011-11-14,1.7701,2.4159
2011-11-15,1.7715,2.4235
2011-11-16,1.7829,2.4163
2011-11-17,1.7935,2.4216
2011-11-18,1.802,2.4279
2011-11-21,1.8072,2.4469
2011-11-22,1.8336,2.4667
2011-11-23,1.8329,2.4817
2011-11-24,1.8551,2.4874
2011-11-25,1.8548,2.482
2011-11-28,1.8752,2.4857
2011-11-29,1.8548,2.4777
2011-11-30,1.8439,2.4634
2011-12-01,1.8409,2.4518
2011-12-02,1.8243,2.4584
2011-12-05,1.8142,2.448
2011-12-06,1.8214,2.448
2011-12-07,1.8297,2.4496
2011-12-08,1.8225,2.4429
2011-12-09,1.8224,2.4435
2011-12-12,1.8391,2.4587
2011-12-13,1.848,2.453
2011-12-14,1.8588,2.4528
2011-12-15,1.8726,2.4371
2011-12-16,1.8694,2.4315
2011-12-19,1.8695,2.4374
2011-12-20,1.8797,2.4482
2011-12-21,1.8893,2.4672
2011-12-22,1.8699,2.4522
2011-12-23,1.8779,2.4555
2011-12-26,1.8809,2.4583
2011-12-27,1.8833,2.4613
2011-12-28,1.8847,2.4633
2011-12-29,1.8897,2.4702
2011-12-30,1.9065,2.4592
2012-01-02,1.8889,2.4438
2012-01-03,1.8768,2.4302
2012-01-04,1.8777,2.4442
2012-01-05,1.8619,2.4227
2012-01-06,1.8736,2.4094
2012-01-09,1.8696,2.3916
2012-01-10,1.8628,2.3767
2012-01-11,1.8624,2.3816
2012-01-12,1.8538,2.3609
2012-01-13,1.838,2.342
2012-01-16,1.8427,2.3611
2012-01-17,1.8447,2.3372
2012-01-18,1.8313,2.3402
2012-01-19,1.8306,2.3431
2012-01-20,1.8226,2.3501
2012-01-23,1.8209,2.3523
2012-01-24,1.8203,2.36
2012-01-25,1.8152,2.3627
2012-01-26,1.8167,2.3596
2012-01-27,1.7885,2.3508
2012-01-30,1.7757,2.3314
2012-01-31,1.7819,2.3396
2012-02-01,1.764,2.326
2012-02-02,1.7596,2.3099
2012-02-03,1.7531,2.3015
2012-02-06,1.7457,2.2989
2012-02-07,1.7557,2.2922
2012-02-08,1.7485,2.2954
2012-02-09,1.7379,2.3062
2012-02-10,1.7447,2.3164
2012-02-13,1.7541,2.3216
2012-02-14,1.7476,2.3173
2012-02-15,1.7601,2.3205
2012-02-16,1.7519,2.3042
2012-02-17,1.7676,2.2977
2012-02-20,1.7505,2.3017
2012-02-21,1.734,2.2955
2012-02-22,1.7393,2.3018
2012-02-23,1.7424,2.3061
2012-02-24,1.7508,2.3289
2012-02-27,1.7533,2.3493
2012-02-28,1.7636,2.3653
2012-02-29,1.7485,2.3503
2012-03-01,1.7375,2.3378
2012-03-02,1.7438,2.3241
2012-03-05,1.7537,2.3228
2012-03-06,1.7635,2.327
2012-03-07,1.7762,2.3368
2012-03-08,1.7784,2.3363
2012-03-09,1.766,2.3349
2012-03-12,1.7735,2.3441
2012-03-13,1.7875,2.3446
2012-03-14,1.7829,2.3375
2012-03-15,1.7849,2.3309
2012-03-16,1.7954,2.3434
2012-03-19,1.79,2.3416
2012-03-20,1.7971,2.3647
2012-03-21,1.8075,2.3862
2012-03-22,1.8054,2.3918
2012-03-23,1.8018,2.371
2012-03-26,1.7918,2.3736
2012-03-27,1.7859,2.3651
2012-03-28,1.7762,2.3715
2012-03-29,1.7738,2.3685
2012-03-30,1.7717,2.3554
2012-04-02,1.7729,2.3664
2012-04-03,1.7723,2.3654
2012-04-04,1.7694,2.3591
2012-04-05,1.7816,2.3457
2012-04-06,1.7864,2.3393
2012-04-09,1.7837,2.3317
2012-04-10,1.7887,2.3387
2012-04-11,1.7921,2.3458
2012-04-12,1.7981,2.3602
2012-04-13,1.7916,2.3532
2012-04-16,1.7832,2.3467
2012-04-17,1.7925,2.3343
2012-04-18,1.7824,2.3426
2012-04-19,1.7827,2.3335
2012-04-20,1.78,2.3353
2012-04-24,1.7829,2.3486
2012-04-25,1.7798,2.3433
2012-04-26,1.7661,2.3338
2012-04-27,1.7569,2.3235
2012-04-30,1.7535,2.3173
2012-05-02,1.7489,2.3132
2012-05-03,1.7515,2.3055
2012-05-04,1.7511,2.3007
2012-05-07,1.7483,2.2961
2012-05-08,1.7567,2.288
2012-05-09,1.7555,2.2857
2012-05-10,1.78,2.3087
2012-05-11,1.7788,2.3036
2012-05-14,1.7797,2.3024
2012-05-15,1.7985,2.315
2012-05-16,1.797,2.3094
2012-05-17,1.8169,2.3117
2012-05-18,1.816,2.3062
2012-05-21,1.8236,2.3158
2012-05-22,1.8207,2.3249
2012-05-23,1.817,2.3205
2012-05-24,1.8387,2.3264
2012-05-25,1.839,2.3112
2012-05-28,1.8319,2.3028
2012-05-29,1.8256,2.2962
2012-05-30,1.8269,2.2918
2012-05-31,1.8307,2.2794
2012-06-01,1.8404,2.284
2012-06-04,1.8589,2.2926
2012-06-05,1.843,2.2904
2012-06-06,1.8419,2.2897
2012-06-07,1.8311,2.2894
2012-06-08,1.8193,2.288
2012-06-11,1.8269,2.2774
2012-06-12,1.8083,2.2746
2012-06-13,1.8198,2.2753
2012-06-14,1.8164,2.2767
2012-06-15,1.8141,2.2804
2012-06-18,1.8066,2.2805
2012-06-19,1.8015,2.2782
2012-06-20,1.7977,2.2672
2012-06-21,1.7845,2.2654
2012-06-22,1.7895,2.268
2012-06-25,1.7978,2.255
2012-06-26,1.8123,2.2633
2012-06-27,1.8111,2.2631
2012-06-28,1.8011,2.2496
2012-06-29,1.8153,2.259
2012-07-02,1.8065,2.2742
2012-07-03,1.7992,2.2713
2012-07-04,1.7925,2.2554
2012-07-05,1.7933,2.2552
2012-07-06,1.8008,2.2504
2012-07-09,1.8095,2.2401
2012-07-10,1.8134,2.2297
2012-07-11,1.8106,2.2276
2012-07-12,1.8012,2.2106
2012-07-13,1.8077,2.206
2012-07-16,1.8097,2.2069
2012-07-17,1.8048,2.2024
2012-07-18,1.8003,2.2126
2012-07-19,1.7997,2.2058
2012-07-20,1.7939,2.2057
2012-07-23,1.7967,2.1998
2012-07-24,1.8101,2.1916
2012-07-25,1.8162,2.198
2012-07-26,1.8161,2.2028
2012-07-27,1.8142,2.211
2012-07-30,1.81,2.2227
2012-07-31,1.8011,2.2087
2012-08-01,1.7864,2.1929
2012-08-02,1.7856,2.1988
2012-08-03,1.7896,2.1979
2012-08-06,1.7795,2.1778
2012-08-07,1.7708,2.1893
2012-08-08,1.7733,2.2022
2012-08-09,1.7808,2.2015
2012-08-10,1.7758,2.1892
2012-08-13,1.7812,2.1856
2012-08-14,1.782,2.1956
2012-08-15,1.786,2.2085
2012-08-16,1.7933,2.2075
2012-08-17,1.7896,2.1972
2012-08-22,1.79,2.2129
2012-08-23,1.7868,2.2265
2012-08-24,1.7844,2.2407
2012-08-27,1.7903,2.2423
2012-08-28,1.7916,2.2436
2012-08-29,1.7928,2.2473
2012-08-31,1.807,2.2683
2012-09-03,1.8111,2.275
2012-09-04,1.8119,2.278
2012-09-05,1.8092,2.2792
2012-09-06,1.8152,2.2763
2012-09-07,1.8097,2.2833
2012-09-10,1.7981,2.2826
2012-09-11,1.7921,2.2911
2012-09-12,1.7949,2.2968
2012-09-13,1.7932,2.3126
2012-09-14,1.8011,2.3256
2012-09-17,1.7862,2.3332
2012-09-18,1.7888,2.3442
2012-09-19,1.7933,2.344
2012-09-20,1.7838,2.3248
2012-09-21,1.7928,2.3229
2012-09-24,1.7866,2.3213
2012-09-25,1.7915,2.3145
2012-09-26,1.7859,2.3074
