tarih,tlref,politika,politika_ger,aofm,fon_top,koridor_alt,koridor_ust,bist_on
2021-01-07,16.7649,17.0,17.0,17.0,253000.0,15.5,18.5,16.8
2021-01-08,17.4841,17.0,17.0,17.0,269000.0,15.5,18.5,17.4
2021-01-11,17.182,17.0,17.0,17.0,262000.0,15.5,18.5,17.17
2021-01-12,17.168,17.0,17.0,17.0,256000.0,15.5,18.5,17.15
2021-01-13,16.9365,17.0,17.0,17.0,242000.0,15.5,18.5,16.93
2021-01-14,16.8163,17.0,17.0,17.0,238000.0,15.5,18.5,16.83
2021-01-15,16.7195,17.0,17.0,17.0,248000.0,15.5,18.5,16.72
2021-01-18,16.7308,17.0,17.0,17.0,242000.0,15.5,18.5,16.74
2021-01-19,16.799,17.0,17.0,17.0,241000.0,15.5,18.5,16.8
2021-01-20,16.7498,17.0,17.0,17.0,251000.0,15.5,18.5,16.76
2021-01-21,17.0698,17.0,17.0,17.0,251000.0,15.5,18.5,17.09
2021-01-22,17.2651,17.0,17.0,17.0,258000.0,15.5,18.5,17.25
2021-01-25,17.1919,17.0,17.0,17.0,245000.0,15.5,18.5,17.18
2021-01-26,16.9756,17.0,17.0,17.0,245000.0,15.5,18.5,16.98
2021-01-27,16.9241,17.0,17.0,17.0,248000.0,15.5,18.5,16.92
2021-01-28,16.9908,17.0,17.0,17.0,247000.0,15.5,18.5,17.01
2021-01-29,16.9814,17.0,17.0,17.0,282000.0,15.5,18.5,17.01
2021-02-01,17.3412,17.0,17.0,17.0,282000.0,15.5,18.5,17.34
2021-02-02,17.4594,17.0,17.0,17.0,281000.0,15.5,18.5,17.47
2021-02-03,17.3877,17.0,17.0,17.0,280000.0,15.5,18.5,17.39
2021-02-04,17.3764,17.0,17.0,17.0,281000.0,15.5,18.5,17.34
2021-02-05,17.1597,17.0,17.0,17.0,293000.0,15.5,18.5,17.07
2021-02-08,17.0474,17.0,17.0,17.0,283000.0,15.5,18.5,17.04
2021-02-09,16.9668,17.0,17.0,17.0,284000.0,15.5,18.5,16.95
2021-02-10,16.9988,17.0,17.0,17.0,281000.0,15.5,18.5,17.02
2021-02-11,17.1094,17.0,17.0,17.0,267000.0,15.5,18.5,17.12
2021-02-12,17.0358,17.0,17.0,17.0,284000.0,15.5,18.5,17.04
2021-02-15,16.929,17.0,17.0,17.0,285000.0,15.5,18.5,16.89
2021-02-16,17.0633,17.0,17.0,17.0,273000.0,15.5,18.5,17.07
2021-02-17,16.823,17.0,17.0,17.0,270000.0,15.5,18.5,16.81
2021-02-18,16.5596,17.0,17.0,17.0,270000.0,15.5,18.5,16.55
2021-02-19,16.9496,17.0,17.0,17.0,284000.0,15.5,18.5,16.93
2021-02-22,16.8069,17.0,17.0,17.0,307000.0,15.5,18.5,16.82
2021-02-23,16.962,17.0,17.0,17.0,304000.0,15.5,18.5,16.95
2021-02-24,17.2584,17.0,17.0,17.03,305510.0,15.5,18.5,17.4
2021-02-25,17.3394,17.0,17.0,17.0,313000.0,15.5,18.5,17.34
2021-02-26,17.0978,17.0,17.0,17.0,308000.0,15.5,18.5,17.1
2021-03-01,17.2687,17.0,17.0,17.0,333000.0,15.5,18.5,17.27
2021-03-02,17.1015,17.0,17.0,17.0,339000.0,15.5,18.5,17.07
2021-03-03,17.0098,17.0,17.0,17.0,334000.0,15.5,18.5,17.01
2021-03-04,17.1467,17.0,17.0,17.0,339000.0,15.5,18.5,17.17
2021-03-05,17.4068,17.0,17.0,17.0,370000.0,15.5,18.5,17.39
2021-03-08,17.4321,17.0,17.0,17.0,360000.0,15.5,18.5,17.39
2021-03-09,17.2253,17.0,17.0,17.0,362000.0,15.5,18.5,17.23
2021-03-10,17.2357,17.0,17.0,17.0,361000.0,15.5,18.5,17.23
2021-03-11,17.1688,17.0,17.0,17.0,343000.0,15.5,18.5,17.17
2021-03-12,17.1391,17.0,17.0,17.0,344000.0,15.5,18.5,17.13
2021-03-15,17.0519,17.0,17.0,17.0,338000.0,15.5,18.5,17.04
2021-03-16,16.9061,17.0,17.0,17.0,332000.0,15.5,18.5,16.86
2021-03-17,16.6719,17.0,17.0,17.0,325000.0,15.5,18.5,16.69
2021-03-18,17.0257,19.0,17.0,17.0,303000.0,17.5,20.5,17.02
2021-03-19,18.8224,19.0,19.0,17.64,327000.0,17.5,20.5,18.83
2021-03-22,18.9258,19.0,19.0,17.93,322000.0,17.5,20.5,19.0
2021-03-23,19.1488,19.0,19.0,18.32,333000.0,17.5,20.5,19.15
2021-03-24,19.1757,19.0,19.0,18.62,330000.0,17.5,20.5,19.18
2021-03-25,19.357,19.0,19.0,19.0,330000.0,17.5,20.5,19.34
2021-03-26,19.2942,19.0,19.0,19.0,340000.0,17.5,20.5,19.27
2021-03-29,19.0402,19.0,19.0,19.0,331000.0,17.5,20.5,19.04
2021-03-30,18.8629,19.0,19.0,19.0,330000.0,17.5,20.5,18.88
2021-03-31,18.9845,19.0,19.0,19.0,335000.0,17.5,20.5,18.98
2021-04-01,18.5855,19.0,19.0,19.0,342000.0,17.5,20.5,18.47
2021-04-02,18.7182,19.0,19.0,19.0,352000.0,17.5,20.5,18.72
2021-04-05,18.8886,19.0,19.0,19.0,346000.0,17.5,20.5,18.89
2021-04-06,19.1085,19.0,19.0,19.0,348000.0,17.5,20.5,19.13
2021-04-07,19.2647,19.0,19.0,19.0,350000.0,17.5,20.5,19.26
2021-04-08,19.4127,19.0,19.0,19.0,352000.0,17.5,20.5,19.4
2021-04-09,19.4197,19.0,19.0,19.0,355000.0,17.5,20.5,19.36
2021-04-12,19.1963,19.0,19.0,19.0,337000.0,17.5,20.5,19.17
2021-04-13,18.9436,19.0,19.0,19.0,317000.0,17.5,20.5,18.92
2021-04-14,18.8837,19.0,19.0,19.0,315000.0,17.5,20.5,18.88
2021-04-15,18.803,19.0,19.0,19.0,327000.0,17.5,20.5,18.81
2021-04-16,19.3328,19.0,,19.0,333000.0,17.5,20.5,19.28
2021-04-19,19.1011,19.0,19.0,19.0,327000.0,17.5,20.5,19.1
2021-04-20,19.0382,19.0,19.0,19.0,329000.0,17.5,20.5,19.04
2021-04-21,19.0087,19.0,19.0,19.0,328000.0,17.5,20.5,19.02
2021-04-22,19.1265,19.0,19.0,19.0,322000.0,17.5,20.5,19.15
2021-04-26,19.0,19.0,19.0,19.0,331000.0,17.5,20.5,19.01
2021-04-27,19.026,19.0,19.0,19.0,324000.0,17.5,20.5,19.03
2021-04-28,18.9613,19.0,19.0,19.0,325000.0,17.5,20.5,18.95
2021-04-29,18.9997,19.0,19.0,19.0,321699.0,17.5,20.5,19.11
2021-04-30,19.5216,19.0,19.0,19.0,346000.0,17.5,20.5,19.51
2021-05-03,19.252,19.0,19.0,19.0,344000.0,17.5,20.5,19.25
2021-05-04,19.2421,19.0,19.0,19.0,343000.0,17.5,20.5,19.23
2021-05-05,19.2367,19.0,19.0,19.0,346000.0,17.5,20.5,19.23
2021-05-06,19.233,19.0,,19.0,325000.0,17.5,20.5,19.22
2021-05-07,19.25,19.0,,19.0,322000.0,17.5,20.5,19.24
2021-05-10,19.2673,19.0,19.0,19.0,317000.0,17.5,20.5,19.25
2021-05-11,19.227,19.0,19.0,19.0,316000.0,17.5,20.5,19.11
2021-05-12,17.968,19.0,,19.0,319000.0,17.5,20.5,18.02
2021-05-17,18.7994,19.0,19.0,19.0,317000.0,17.5,20.5,18.78
2021-05-18,18.8481,19.0,19.0,19.0,307000.0,17.5,20.5,18.85
2021-05-20,18.9626,19.0,19.0,19.0,289000.0,17.5,20.5,18.96
2021-05-21,19.0107,19.0,19.0,19.0,300000.0,17.5,20.5,19.03
2021-05-24,19.0386,19.0,19.0,19.0,295000.0,17.5,20.5,19.04
2021-05-25,18.9741,19.0,19.0,19.0,293000.0,17.5,20.5,18.96
2021-05-26,18.7487,19.0,19.0,19.0,304000.0,17.5,20.5,18.75
2021-05-27,18.7625,19.0,19.0,19.0,304000.0,17.5,20.5,18.88
2021-05-28,18.9673,19.0,19.0,19.0,320000.0,17.5,20.5,18.98
2021-05-31,19.0726,19.0,19.0,19.0,328000.0,17.5,20.5,19.13
2021-06-01,18.9298,19.0,19.0,19.0,355000.0,17.5,20.5,18.91
2021-06-02,19.0212,19.0,19.0,19.0,341000.0,17.5,20.5,19.05
2021-06-03,19.0,19.0,19.0,19.0,338000.0,17.5,20.5,19.0
2021-06-04,19.1791,19.0,19.0,19.0,326000.0,17.5,20.5,19.18
2021-06-07,19.0721,19.0,19.0,19.0,331000.0,17.5,20.5,19.08
2021-06-08,18.9848,19.0,19.0,19.0,328000.0,17.5,20.5,18.99
2021-06-09,19.0571,19.0,19.0,19.0,309000.0,17.5,20.5,19.07
2021-06-10,18.8556,19.0,19.0,19.0,311000.0,17.5,20.5,18.71
2021-06-11,19.0817,19.0,19.0,19.0,295000.0,17.5,20.5,19.09
2021-06-14,19.0522,19.0,19.0,19.0,298000.0,17.5,20.5,19.07
2021-06-15,19.0744,19.0,19.0,19.0,297000.0,17.5,20.5,19.07
2021-06-16,19.1364,19.0,19.0,19.0,283000.01,17.5,20.5,19.13
2021-06-17,19.1374,19.0,19.0,19.0,275000.0,17.5,20.5,19.14
2021-06-18,19.2858,19.0,19.0,19.0,279000.0,17.5,20.5,19.28
2021-06-21,19.0803,19.0,19.0,19.0,280000.0,17.5,20.5,19.07
2021-06-22,19.1456,19.0,19.0,19.0,273000.0,17.5,20.5,19.14
2021-06-23,19.0426,19.0,19.0,19.0,276000.0,17.5,20.5,19.02
2021-06-24,18.8533,19.0,19.0,19.0,270000.0,17.5,20.5,18.86
2021-06-25,19.0834,19.0,19.0,19.0,282000.0,17.5,20.5,19.08
2021-06-28,19.0076,19.0,19.0,19.0,280000.0,17.5,20.5,18.99
2021-06-29,18.9878,19.0,19.0,19.0,278000.0,17.5,20.5,18.98
2021-06-30,19.0266,19.0,19.0,19.0,299000.0,17.5,20.5,19.06
2021-07-01,19.0027,19.0,19.0,19.0,301000.0,17.5,20.5,19.0
2021-07-02,18.9535,19.0,19.0,19.0,292000.0,17.5,20.5,18.96
2021-07-05,18.9269,19.0,19.0,19.0,292000.0,17.5,20.5,18.93
2021-07-06,19.2602,19.0,19.0,19.0,287000.0,17.5,20.5,19.27
2021-07-07,19.0769,19.0,19.0,19.0,295000.0,17.5,20.5,19.08
2021-07-08,18.8364,19.0,,19.0,291000.0,17.5,20.5,18.66
2021-07-09,18.9703,19.0,19.0,19.0,299000.0,17.5,20.5,18.95
2021-07-12,19.0,19.0,19.0,19.0,283000.0,17.5,20.5,18.98
2021-07-13,19.0356,19.0,,19.0,253000.0,17.5,20.5,19.04
2021-07-14,19.0374,19.0,,19.0,262000.0,17.5,20.5,19.03
2021-07-16,19.0,19.0,,19.0,271000.0,17.5,20.5,18.97
2021-07-19,18.9503,19.0,19.0,19.0,278000.0,17.5,20.5,18.85
2021-07-26,19.1341,19.0,19.0,19.0,253000.0,17.5,20.5,19.12
2021-07-27,18.9477,19.0,19.0,19.0,248000.0,17.5,20.5,18.92
2021-07-28,18.9846,19.0,19.0,19.0,254000.0,17.5,20.5,18.98
2021-07-29,19.0043,19.0,19.0,19.0,253000.0,17.5,20.5,19.0
2021-07-30,19.0615,19.0,19.0,19.0,257000.0,17.5,20.5,19.07
2021-08-02,19.0148,19.0,19.0,19.0,275000.0,17.5,20.5,19.02
2021-08-03,18.9791,19.0,19.0,19.0,272000.0,17.5,20.5,18.99
2021-08-04,18.9554,19.0,19.0,19.0,272000.0,17.5,20.5,18.96
2021-08-05,18.9379,19.0,19.0,19.0,269000.0,17.5,20.5,18.94
2021-08-06,19.0651,19.0,19.0,19.0,296000.0,17.5,20.5,19.07
2021-08-09,19.0621,19.0,19.0,19.0,292000.0,17.5,20.5,19.06
2021-08-10,19.0754,19.0,19.0,19.0,290000.0,17.5,20.5,19.07
2021-08-11,18.9726,19.0,19.0,19.0,285000.0,17.5,20.5,18.97
2021-08-12,18.9552,19.0,19.0,19.0,264000.0,17.5,20.5,18.95
2021-08-13,18.976,19.0,19.0,19.0,265000.0,17.5,20.5,18.98
2021-08-16,19.0,19.0,19.0,19.0,267000.0,17.5,20.5,19.0
2021-08-17,18.9767,19.0,19.0,19.0,263000.0,17.5,20.5,18.96
2021-08-18,18.7637,19.0,19.0,19.0,270000.0,17.5,20.5,18.71
2021-08-19,18.7987,19.0,19.0,19.0,283000.0,17.5,20.5,18.69
2021-08-20,19.0,19.0,19.0,19.0,328000.0,17.5,20.5,18.99
2021-08-23,18.9914,19.0,,19.0,323000.0,17.5,20.5,18.98
2021-08-24,19.0021,19.0,19.0,19.0,318000.0,17.5,20.5,19.0
2021-08-25,18.9901,19.0,19.0,19.0,315000.0,17.5,20.5,18.99
2021-08-26,18.9988,19.0,19.0,19.0,311000.0,17.5,20.5,18.99
2021-08-27,18.9933,19.0,19.0,19.0,321000.0,17.5,20.5,18.99
2021-08-31,18.9476,19.0,19.0,19.0,325000.0,17.5,20.5,18.94
2021-09-01,18.9741,19.0,19.0,19.0,323000.0,17.5,20.5,18.95
2021-09-02,18.6066,19.0,19.0,19.0,314000.0,17.5,20.5,18.48
2021-09-03,18.988,19.0,19.0,19.0,331000.0,17.5,20.5,18.99
2021-09-06,19.0029,19.0,19.0,19.0,325000.0,17.5,20.5,19.0
2021-09-07,19.0,19.0,19.0,19.0,325000.0,17.5,20.5,19.0
2021-09-08,19.0171,19.0,19.0,19.0,337000.0,17.5,20.5,19.03
2021-09-09,19.0769,19.0,19.0,19.0,332000.0,17.5,20.5,19.07
2021-09-10,19.0737,19.0,19.0,19.0,328000.0,17.5,20.5,19.07
2021-09-13,19.068,19.0,19.0,19.0,311000.0,17.5,20.5,19.06
2021-09-14,19.076,19.0,19.0,19.0,306000.0,17.5,20.5,19.07
2021-09-15,18.9009,19.0,19.0,19.0,304000.0,17.5,20.5,18.89
2021-09-16,18.8835,19.0,19.0,19.0,299000.0,17.5,20.5,18.87
2021-09-17,18.6074,19.0,19.0,19.0,303000.0,17.5,20.5,18.57
2021-09-20,19.048,19.0,19.0,19.0,293000.0,17.5,20.5,19.05
2021-09-21,19.0287,19.0,19.0,19.0,291000.0,17.5,20.5,18.98
2021-09-22,18.849,19.0,19.0,19.0,285000.0,17.5,20.5,18.85
2021-09-23,18.8519,18.0,19.0,19.0,287000.0,16.5,19.5,18.84
2021-09-24,18.3078,18.0,18.0,18.73,305000.0,16.5,19.5,18.29
2021-09-27,17.8621,18.0,18.0,18.6,299000.0,16.5,19.5,17.84
2021-09-28,17.9411,18.0,18.0,18.42,295000.0,16.5,19.5,17.93
2021-09-29,18.1156,18.0,18.0,18.22,290000.0,16.5,19.5,18.11
2021-09-30,18.3213,18.0,18.0,18.0,306000.0,16.5,19.5,18.34
2021-10-01,18.2778,18.0,18.0,18.0,336000.0,16.5,19.5,18.3
2021-10-04,18.237,18.0,18.0,18.0,342000.0,16.5,19.5,18.21
2021-10-05,18.0,18.0,18.0,18.0,340000.0,16.5,19.5,18.0
2021-10-06,18.0218,18.0,18.0,18.0,342000.0,16.5,19.5,18.03
2021-10-07,18.0254,18.0,18.0,18.0,339000.0,16.5,19.5,18.03
2021-10-08,18.1906,18.0,18.0,18.0,341000.0,16.5,19.5,18.19
2021-10-11,18.2113,18.0,18.0,18.0,336000.0,16.5,19.5,18.22
2021-10-12,18.0241,18.0,18.0,18.0,334000.0,16.5,19.5,18.03
2021-10-13,18.1527,18.0,18.0,18.0,300000.0,16.5,19.5,18.15
2021-10-14,17.7142,18.0,18.0,18.0,297000.0,16.5,19.5,17.7
2021-10-15,17.9054,18.0,18.0,18.0,305000.0,16.5,19.5,17.87
2021-10-18,17.9319,18.0,18.0,18.0,294000.0,16.5,19.5,17.92
2021-10-19,17.965,18.0,18.0,18.0,287000.0,16.5,19.5,17.95
2021-10-20,17.7967,18.0,18.0,18.0,284000.0,16.5,19.5,17.8
2021-10-21,18.3473,16.0,18.0,18.0,281600.0,14.5,17.5,18.32
2021-10-22,16.3201,16.0,,17.41,303600.0,14.5,17.5,16.32
2021-10-25,16.4234,16.0,16.0,17.1,296600.0,14.5,17.5,16.41
2021-10-26,16.3573,16.0,16.0,16.67,307600.0,14.5,17.5,16.34
2021-10-27,16.3251,16.0,16.0,16.36,310600.0,14.5,17.5,16.29
2021-10-28,16.5733,16.0,16.0,16.0,317427.0,14.5,17.5,16.61
2021-11-01,16.1294,16.0,16.0,16.0,340000.0,14.5,17.5,16.12
2021-11-02,16.2315,16.0,16.0,16.0,327000.0,14.5,17.5,16.21
2021-11-03,16.1473,16.0,16.0,16.0,337000.0,14.5,17.5,16.14
2021-11-04,16.2133,16.0,16.0,16.0,330000.0,14.5,17.5,16.21
2021-11-05,16.0915,16.0,16.0,16.0,340000.0,14.5,17.5,16.09
2021-11-08,15.9447,16.0,16.0,16.0,333000.0,14.5,17.5,15.91
2021-11-09,16.0173,16.0,16.0,16.0,324000.0,14.5,17.5,16.03
2021-11-10,16.1496,16.0,16.0,16.0,329000.0,14.5,17.5,16.15
2021-11-11,16.2285,16.0,16.0,16.0,309000.0,14.5,17.5,16.28
2021-11-12,15.948,16.0,16.0,16.0,329000.0,14.5,17.5,15.94
2021-11-15,16.0348,16.0,16.0,16.0,334000.0,14.5,17.5,16.01
2021-11-16,15.9124,16.0,16.0,16.0,316000.0,14.5,17.5,15.93
2021-11-17,15.515,16.0,16.0,16.0,310000.0,14.5,17.5,15.52
2021-11-18,16.7199,15.0,16.0,16.0,312600.0,13.5,16.5,16.71
2021-11-19,14.7663,15.0,15.0,15.56,379600.0,13.5,16.5,14.7
2021-11-22,15.0702,15.0,15.0,15.45,341600.0,13.5,16.5,15.07
2021-11-23,14.9669,15.0,15.0,15.36,348600.0,13.5,16.5,14.92
2021-11-24,15.264,15.0,15.0,15.21,318600.0,13.5,16.5,15.28
2021-11-25,15.5077,15.0,15.0,15.0,321000.0,13.5,16.5,15.49
2021-11-26,15.272,15.0,15.0,15.0,341000.0,13.5,16.5,15.25
2021-11-29,15.4073,15.0,15.0,15.0,369000.0,13.5,16.5,15.37
2021-11-30,15.3422,15.0,15.0,15.0,361000.0,13.5,16.5,15.34
2021-12-01,16.3341,15.0,15.0,15.0,365117.0,13.5,16.5,16.26
2021-12-02,15.4355,15.0,15.0,15.0,361000.0,13.5,16.5,15.48
2021-12-03,16.4218,15.0,15.0,15.03,361400.3,13.5,16.5,16.41
2021-12-06,16.3145,15.0,15.0,15.0,357001.5,13.5,16.5,16.28
2021-12-07,15.3043,15.0,15.0,15.0,368000.0,13.5,16.5,15.3
2021-12-08,15.124,15.0,15.0,15.0,353000.0,13.5,16.5,15.11
2021-12-09,15.1466,15.0,15.0,15.0,327000.0,13.5,16.5,15.22
2021-12-10,15.5889,15.0,15.0,15.0,354000.0,13.5,16.5,15.63
2021-12-13,16.3656,15.0,15.0,15.0,341300.0,13.5,16.5,16.35
2021-12-14,15.7864,15.0,15.0,15.0,373000.0,13.5,16.5,15.78
2021-12-15,15.9787,15.0,15.0,15.0,363000.0,13.5,16.5,15.99
2021-12-16,16.0314,14.0,15.0,15.0,377000.0,12.5,15.5,15.99
2021-12-17,14.3825,14.0,14.0,14.79,376325.0,12.5,15.5,14.43
2021-12-20,14.1645,14.0,14.0,14.53,419500.0,12.5,15.5,14.19
2021-12-21,14.0296,14.0,14.0,14.3,446500.0,12.5,15.5,13.96
2021-12-22,14.2708,14.0,14.0,14.2,432398.0,12.5,15.5,14.4
2021-12-23,15.2548,14.0,14.0,14.0,466168.0,12.5,15.5,15.22
2021-12-24,15.2995,14.0,14.0,14.0,459000.0,12.5,15.5,15.28
2021-12-27,15.3924,14.0,14.0,14.0,478000.0,12.5,15.5,15.35
2021-12-28,14.8391,14.0,14.0,14.0,488000.0,12.5,15.5,14.85
2021-12-29,14.793,14.0,14.0,14.0,493000.0,12.5,15.5,14.76
2021-12-30,15.418,14.0,14.0,14.0,499000.0,12.5,15.5,15.4
2021-12-31,14.2216,14.0,14.0,14.0,496000.0,12.5,15.5,14.16
2022-01-03,14.0991,14.0,14.0,14.0,427000.0,12.5,15.5,14.07
2022-01-04,13.9948,14.0,14.0,14.0,407000.0,12.5,15.5,14.02
2022-01-05,13.5643,14.0,14.0,14.0,387000.0,12.5,15.5,13.61
2022-01-06,13.914,14.0,14.0,14.0,377000.0,12.5,15.5,13.92
2022-01-07,13.9225,14.0,14.0,14.0,433000.0,12.5,15.5,13.94
2022-01-10,14.5094,14.0,14.0,14.0,424000.0,12.5,15.5,14.45
2022-01-11,14.7991,14.0,14.0,14.0,427000.0,12.5,15.5,14.78
2022-01-12,14.5011,14.0,14.0,14.0,423000.0,12.5,15.5,14.49
2022-01-13,13.9593,14.0,14.0,14.0,387000.0,12.5,15.5,13.95
2022-01-14,14.86,14.0,14.0,14.0,373000.0,12.5,15.5,14.84
2022-01-17,14.1628,14.0,14.0,14.0,374000.0,12.5,15.5,14.18
2022-01-18,13.763,14.0,14.0,14.0,373000.0,12.5,15.5,13.78
2022-01-19,15.0448,14.0,14.0,14.0,332000.0,12.5,15.5,15.01
2022-01-20,14.4464,14.0,14.0,14.0,388000.0,12.5,15.5,14.35
2022-01-21,14.2077,14.0,14.0,14.0,369000.0,12.5,15.5,14.22
2022-01-24,14.9211,14.0,14.0,14.0,369000.0,12.5,15.5,14.86
2022-01-25,14.7462,14.0,14.0,14.0,365000.0,12.5,15.5,14.72
2022-01-26,14.3104,14.0,14.0,14.0,376000.0,12.5,15.5,14.31
2022-01-27,14.2038,14.0,14.0,14.0,377000.0,12.5,15.5,14.2
2022-01-28,14.2313,14.0,14.0,14.0,377000.0,12.5,15.5,14.2
2022-01-31,13.9487,14.0,14.0,14.0,353000.0,12.5,15.5,13.94
2022-02-01,14.2727,14.0,14.0,14.0,355000.0,12.5,15.5,14.24
2022-02-02,14.3471,14.0,14.0,14.0,358000.0,12.5,15.5,14.32
2022-02-03,14.2532,14.0,14.0,14.0,349000.0,12.5,15.5,14.25
2022-02-04,13.9476,14.0,14.0,14.0,379000.0,12.5,15.5,13.97
2022-02-07,14.4464,14.0,14.0,14.0,358000.0,12.5,15.5,14.44
2022-02-08,14.5,14.0,14.0,14.0,350000.3,12.5,15.5,14.5
2022-02-09,13.9668,14.0,14.0,14.0,357000.0,12.5,15.5,13.97
2022-02-10,14.0506,14.0,14.0,14.0,355000.0,12.5,15.5,14.06
2022-02-11,14.0234,14.0,14.0,14.0,321000.0,12.5,15.5,14.01
2022-02-14,13.9469,14.0,14.0,14.0,294000.0,12.5,15.5,13.94
2022-02-15,14.0083,14.0,14.0,14.0,256000.0,12.5,15.5,14.01
2022-02-16,13.9937,14.0,14.0,14.0,253000.0,12.5,15.5,13.79
2022-02-17,12.7361,14.0,14.0,14.0,216647.06,12.5,15.5,12.76
2022-02-18,14.3879,14.0,14.0,14.0,269647.0,12.5,15.5,14.38
2022-02-21,14.2933,14.0,14.0,14.0,285647.06,12.5,15.5,14.27
2022-02-22,14.1724,14.0,14.0,14.0,310647.06,12.5,15.5,14.17
2022-02-23,14.2231,14.0,14.0,14.0,312647.0,12.5,15.5,14.2
2022-02-24,14.3318,14.0,14.0,14.0,321000.0,12.5,15.5,14.36
2022-02-25,13.9817,14.0,14.0,14.0,347000.0,12.5,15.5,13.87
2022-02-28,14.6626,14.0,14.0,14.0,384000.0,12.5,15.5,14.64
2022-03-01,14.4238,14.0,14.0,14.0,359000.0,12.5,15.5,14.44
2022-03-02,14.7448,14.0,14.0,14.0,348000.0,12.5,15.5,14.74
2022-03-03,14.3795,14.0,14.0,14.0,348000.0,12.5,15.5,14.37
2022-03-04,13.8998,14.0,14.0,14.0,342000.0,12.5,15.5,13.92
2022-03-07,14.5463,14.0,14.0,14.0,332000.0,12.5,15.5,14.55
2022-03-08,14.5198,14.0,14.0,14.0,336000.0,12.5,15.5,14.52
2022-03-09,14.3592,14.0,14.0,14.0,333000.0,12.5,15.5,14.35
2022-03-10,14.4696,14.0,14.0,14.0,340000.0,12.5,15.5,14.45
2022-03-11,14.1673,14.0,14.0,14.0,318000.0,12.5,15.5,14.16
2022-03-14,14.2559,14.0,14.0,14.0,305000.0,12.5,15.5,14.25
2022-03-15,14.2944,14.0,14.0,14.0,282000.0,12.5,15.5,14.3
2022-03-16,14.2987,14.0,14.0,14.0,267000.0,12.5,15.5,14.3
2022-03-17,13.3092,14.0,14.0,14.0,250000.0,12.5,15.5,13.31
2022-03-18,14.1234,14.0,14.0,14.0,272000.0,12.5,15.5,14.14
2022-03-21,14.382,14.0,14.0,14.0,265000.0,12.5,15.5,14.39
2022-03-22,14.3212,14.0,14.0,14.0,274000.0,12.5,15.5,14.31
2022-03-23,14.2657,14.0,14.0,14.0,297000.0,12.5,15.5,14.26
2022-03-24,14.1963,14.0,14.0,14.0,304000.0,12.5,15.5,14.21
2022-03-25,14.0575,14.0,14.0,14.0,305000.0,12.5,15.5,14.06
2022-03-28,13.8576,14.0,14.0,14.0,299000.0,12.5,15.5,13.84
2022-03-29,13.6499,14.0,14.0,14.0,278000.0,12.5,15.5,13.52
2022-03-30,12.9695,14.0,14.0,14.0,251000.0,12.5,15.5,12.99
2022-03-31,12.7469,14.0,14.0,14.0,332000.0,12.5,15.5,12.78
2022-04-01,14.0569,14.0,14.0,14.0,346000.0,12.5,15.5,14.01
2022-04-04,14.1366,14.0,14.0,14.0,325000.0,12.5,15.5,14.14
2022-04-05,14.0758,14.0,14.0,14.0,314000.0,12.5,15.5,14.07
2022-04-06,14.111,14.0,14.0,14.0,308000.0,12.5,15.5,14.11
2022-04-07,13.9237,14.0,14.0,14.0,303000.0,12.5,15.5,13.93
2022-04-08,14.0562,14.0,14.0,14.0,303000.0,12.5,15.5,14.07
2022-04-11,14.0525,14.0,14.0,14.0,307000.0,12.5,15.5,14.04
2022-04-12,14.101,14.0,14.0,14.0,297000.0,12.5,15.5,14.11
2022-04-13,13.6498,14.0,14.0,14.0,274000.0,12.5,15.5,13.61
2022-04-14,12.9748,14.0,14.0,14.0,269000.0,12.5,15.5,12.95
2022-04-15,14.0665,14.0,14.0,14.0,283000.0,12.5,15.5,14.05
2022-04-18,13.9997,14.0,14.0,14.0,271000.0,12.5,15.5,13.99
2022-04-19,14.152,14.0,14.0,14.0,278000.0,12.5,15.5,14.16
2022-04-20,14.1627,14.0,14.0,14.0,324000.0,12.5,15.5,14.17
2022-04-21,14.2439,14.0,14.0,14.0,315000.0,12.5,15.5,14.26
2022-04-22,14.058,14.0,14.0,14.0,315000.0,12.5,15.5,14.08
2022-04-25,14.0126,14.0,,14.0,311000.0,12.5,15.5,14.01
2022-04-26,13.9,14.0,,14.0,299000.0,12.5,15.5,13.91
2022-04-27,13.8001,14.0,,14.0,298000.0,12.5,15.5,13.8
2022-04-28,14.3164,14.0,14.0,14.02,306892.0,12.5,15.5,14.39
2022-04-29,14.6194,14.0,14.0,14.0,358000.0,12.5,15.5,14.63
2022-05-05,,14.0,14.0,14.0,348000.0,12.5,15.5,13.77
2022-05-06,13.7054,14.0,14.0,14.0,337000.0,12.5,15.5,13.73
2022-05-09,13.805,14.0,14.0,14.0,341000.0,12.5,15.5,13.81
2022-05-10,13.9726,14.0,14.0,14.0,351000.4,12.5,15.5,13.96
2022-05-11,13.9687,14.0,14.0,14.0,372000.4,12.5,15.5,13.97
2022-05-12,13.3882,14.0,,14.0,362000.4,12.5,15.5,13.39
2022-05-13,13.9121,14.0,14.0,14.0,413000.4,12.5,15.5,13.92
2022-05-16,14.3258,14.0,14.0,14.0,398000.7,12.5,15.5,14.45
2022-05-17,14.0546,14.0,14.0,14.0,407000.8,12.5,15.5,14.08
2022-05-18,13.9138,14.0,14.0,14.0,399217.8,12.5,15.5,13.99
2022-05-20,14.0903,14.0,14.0,14.0,409000.8,12.5,15.5,14.09
