kod,itfa,vade_yil,reel_getiri,endeks_orani,tarih
TP.TRT120128A12,2028-01-12,2.1232876712328768,7.142754957611408,10.361805117134054,2025-11-28
TP.TRT280628A19,2028-06-28,2.5835616438356164,4.583951513923901,9.741519671814997,2025-11-28
TP.TRT190728A27,2028-07-19,2.6410958904109587,6.831521809687335,2.5810777760469734,2025-11-28
TP.TRT181028A15,2028-10-18,2.8904109589041096,3.377301513733344,2.119182352279892,2025-11-28
TP.TRT140229A18,2029-02-14,3.2164383561643834,6.313941842395354,1.8213383202890385,2025-11-28
TP.TRT110429A19,2029-04-11,3.3698630136986303,5.674223666902178,1.1770768313637479,2025-11-28
TP.TRT020529A19,2029-05-02,3.4273972602739726,4.973821708033932,1.6070690064975106,2025-11-28
TP.TRT130629A15,2029-06-13,3.5424657534246577,6.3135367086865735,1.117079338512198,2025-11-28
TP.TRT280531A15,2031-05-28,5.498630136986302,3.458892823592663,6.383030916151016,2025-11-28
TP.TRT110232A16,2032-02-11,6.208219178082191,3.9694843276542047,5.014782888004123,2025-11-28
TP.TRT040832A19,2032-08-04,6.6876712328767125,4.378926689615792,3.5127256707671117,2025-11-28
TP.TRT120133A15,2033-01-12,7.1287671232876715,3.8264262315498065,3.0289352929944013,2025-11-28
TP.TRT070933A14,2033-09-07,7.780821917808219,4.051311465207075,2.342709980004397,2025-11-28
TP.TRT180827A10,2027-08-18,1.7123287671232876,7.475125513541148,1.460196415669329,2025-12-01
TP.TRT151227A17,2027-12-15,2.0383561643835617,8.767666840039446,1.3122165301804414,2025-12-01
TP.TRT120128A12,2028-01-12,2.115068493150685,7.246569171019024,10.394372227986704,2025-12-01
TP.TRT280628A19,2028-06-28,2.5753424657534247,4.583935764637892,9.772137228064985,2025-12-01
TP.TRT190728A27,2028-07-19,2.632876712328767,6.831606595737139,2.5891900928780283,2025-12-01
TP.TRT181028A15,2028-10-18,2.882191780821918,3.3772675105289585,2.125842933694375,2025-12-01
TP.TRT140229A18,2029-02-14,3.208219178082192,6.313863926610597,1.8270627791363634,2025-12-01
TP.TRT110429A19,2029-04-11,3.361643835616438,5.673791190868482,1.1807763790019987,2025-12-01
TP.TRT020529A19,2029-05-02,3.419178082191781,4.973857106541391,1.6121200177731347,2025-12-01
TP.TRT130629A15,2029-06-13,3.5342465753424657,6.314552776304994,1.120590314277258,2025-12-01
TP.TRT280531A15,2031-05-28,5.49041095890411,3.458875643715853,6.4030927560594355,2025-12-01
TP.TRT110232A16,2032-02-11,6.2,3.9694923958392136,5.0305443299893176,2025-12-01
TP.TRT040832A19,2032-08-04,6.67945205479452,4.378934261486944,3.5237661530982893,2025-12-01
TP.TRT120133A15,2033-01-12,7.120547945205479,3.826374722810977,3.038455224158648,2025-12-01
TP.TRT070933A14,2033-09-07,7.772602739726027,4.05130453479603,2.3500731078331816,2025-12-01
TP.TRT180827A10,2027-08-18,1.7095890410958905,7.475459349682323,1.461397627372575,2025-12-02
TP.TRT151227A17,2027-12-15,2.0356164383561643,8.767876356613158,1.3132960081440435,2025-12-02
TP.TRT120128A12,2028-01-12,2.1123287671232878,7.246594898345204,10.402923023916737,2025-12-02
TP.TRT280628A19,2028-06-28,2.5726027397260274,4.583948179577613,9.780176150416878,2025-12-02
TP.TRT190728A27,2028-07-19,2.6301369863013697,6.831496448593843,2.59132005663367,2025-12-02
TP.TRT181028A15,2028-10-18,2.8794520547945206,3.377361998799233,2.127591730899884,2025-12-02
TP.TRT140229A18,2029-02-14,3.2054794520547945,6.3140187270754655,1.8285657887104951,2025-12-02
TP.TRT110429A19,2029-04-11,3.3589041095890413,5.673640844524952,1.1817477294245538,2025-12-02
TP.TRT020529A19,2029-05-02,3.4164383561643836,4.97397278255951,1.6134462074635119,2025-12-02
TP.TRT130629A15,2029-06-13,3.5315068493150683,6.314352818128199,1.121512153411781,2025-12-02
TP.TRT280531A15,2031-05-28,5.487671232876712,3.4588250179262925,6.40836017753302,2025-12-02
TP.TRT110232A16,2032-02-11,6.197260273972603,3.9695040789722524,5.034682642245146,2025-12-02
TP.TRT040832A19,2032-08-04,6.676712328767123,4.378923617164321,3.5266649337672336,2025-12-02
TP.TRT120133A15,2033-01-12,7.117808219178082,3.8263908512112144,3.0409547700662274,2025-12-02
TP.TRT070933A14,2033-09-07,7.76986301369863,4.051287239590184,2.352006365092493,2025-12-02
TP.TRT180827A10,2027-08-18,1.7068493150684931,7.4753295671914355,1.4625988390758211,2025-12-03
TP.TRT151227A17,2027-12-15,2.032876712328767,8.768109063449447,1.3143754861076453,2025-12-03
TP.TRT120128A12,2028-01-12,2.1095890410958904,7.246581914596395,10.41147381984677,2025-12-03
TP.TRT280628A19,2028-06-28,2.56986301369863,4.583876113213758,9.78821507276877,2025-12-03
TP.TRT190728A27,2028-07-19,2.627397260273973,6.8315862235445834,2.593450020389312,2025-12-03
TP.TRT181028A15,2028-10-18,2.8767123287671232,3.3772764760075846,2.1293405281053928,2025-12-03
TP.TRT140229A18,2029-02-14,3.202739726027397,6.313962883585944,1.8300687982846267,2025-12-03
TP.TRT110429A19,2029-04-11,3.356164383561644,5.6738194732612435,1.1827190798471088,2025-12-03
TP.TRT020529A19,2029-05-02,3.4136986301369863,4.974095683758795,1.614772397153889,2025-12-03
TP.TRT130629A15,2029-06-13,3.5287671232876714,6.314162094386977,1.1224339925463036,2025-12-03
TP.TRT280531A15,2031-05-28,5.484931506849315,3.458919243531966,6.413627599006605,2025-12-03
TP.TRT110232A16,2032-02-11,6.1945205479452055,3.9695188814311555,5.038820954500975,2025-12-03
TP.TRT040832A19,2032-08-04,6.673972602739726,4.3789162155630335,3.5295637144361773,2025-12-03
TP.TRT120133A15,2033-01-12,7.115068493150685,3.8264095821425315,3.043454315973807,2025-12-03
TP.TRT070933A14,2033-09-07,7.767123287671233,4.051349990766662,2.353939622351804,2025-12-03
TP.TRT180827A10,2027-08-18,1.704109589041096,7.475222530644698,1.463800050779067,2025-12-04
TP.TRT151227A17,2027-12-15,2.03013698630137,8.768364990843281,1.3154549640712474,2025-12-04
TP.TRT120128A12,2028-01-12,2.106849315068493,7.246586801777921,10.4200246157768,2025-12-04
TP.TRT280628A19,2028-06-28,2.5671232876712327,4.5839061683603965,9.796253995120663,2025-12-04
TP.TRT190728A27,2028-07-19,2.6246575342465754,6.831502913949827,2.5955799841449534,2025-12-04
TP.TRT181028A15,2028-10-18,2.873972602739726,3.3773823101074685,2.1310893253109016,2025-12-04
TP.TRT140229A18,2029-02-14,3.2,6.313917133977176,1.8315718078587584,2025-12-04
TP.TRT110429A19,2029-04-11,3.3534246575342466,5.6736862436620905,1.1836904302696636,2025-12-04
TP.TRT020529A19,2029-05-02,3.410958904109589,5.035654805178336,1.616098586844266,2025-12-04
TP.TRT130629A15,2029-06-13,3.526027397260274,6.3139806004736565,1.1233558316808265,2025-12-04
TP.TRT280531A15,2031-05-28,5.482191780821918,3.458910164110751,6.41889502048019,2025-12-04
TP.TRT110232A16,2032-02-11,6.191780821917808,3.969494426769682,5.042959266756803,2025-12-04
TP.TRT040832A19,2032-08-04,6.671232876712328,4.378912052083117,3.5324624951051216,2025-12-04
TP.TRT120133A15,2033-01-12,7.112328767123287,3.8264309118334783,3.045953861881386,2025-12-04
TP.TRT070933A14,2033-09-07,7.764383561643836,4.05133779149458,2.3558728796111152,2025-12-04
TP.TRT180827A10,2027-08-18,1.7013698630136986,7.4751382856246495,1.465001262482313,2025-12-05
TP.TRT151227A17,2027-12-15,2.0273972602739727,8.76816095802564,1.3165344420348493,2025-12-05
TP.TRT120128A12,2028-01-12,2.1041095890410957,7.246609580283536,10.428575411706833,2025-12-05
TP.TRT280628A19,2028-06-28,2.5643835616438357,4.5839917206828895,9.804292917472555,2025-12-05
TP.TRT190728A27,2028-07-19,2.621917808219178,6.831619551915735,2.5977099479005954,2025-12-05
TP.TRT181028A15,2028-10-18,2.871232876712329,3.377308121107947,2.1328381225164104,2025-12-05
TP.TRT140229A18,2029-02-14,3.197260273972603,6.313881476437877,1.8330748174328901,2025-12-05
TP.TRT110429A19,2029-04-11,3.350684931506849,5.673881885678167,1.1846617806922186,2025-12-05
TP.TRT020529A19,2029-05-02,3.408219178082192,5.03555797751678,1.6174247765346432,2025-12-05
TP.TRT130629A15,2029-06-13,3.5232876712328767,6.314141339459156,1.1242776708153492,2025-12-05
TP.TRT280531A15,2031-05-28,5.47945205479452,3.4588687296279064,6.424162441953775,2025-12-05
TP.TRT110232A16,2032-02-11,6.189041095890411,3.96951547630664,5.047097579012631,2025-12-05
TP.TRT040832A19,2032-08-04,6.668493150684932,4.3789111221476995,3.535361275774066,2025-12-05
TP.TRT120133A15,2033-01-12,7.109589041095891,3.826392272277901,3.0484534077889656,2025-12-05
TP.TRT070933A14,2033-09-07,7.761643835616439,4.051328156579248,2.3578061368704266,2025-12-05
TP.TRT180827A10,2027-08-18,1.6931506849315068,7.475022763775296,1.4686048975920512,2025-12-08
TP.TRT151227A17,2027-12-15,2.0191780821917806,8.768654199502478,1.3197728759256553,2025-12-08
TP.TRT120128A12,2028-01-12,2.095890410958904,7.246558765401856,10.454227799496929,2025-12-08
TP.TRT280628A19,2028-06-28,2.5561643835616437,4.5838346808686925,9.828409684528234,2025-12-08
TP.TRT190728A27,2028-07-19,2.6136986301369864,6.83149049939773,2.6040998391675205,2025-12-08
TP.TRT181028A15,2028-10-18,2.863013698630137,3.3773052765398326,2.1380845141329368,2025-12-08
TP.TRT140229A18,2029-02-14,3.1890410958904107,6.3138350395886444,1.8375838461552851,2025-12-08
TP.TRT110429A19,2029-04-11,3.3424657534246576,5.673879390402159,1.1875758319598835,2025-12-08
TP.TRT020529A19,2029-05-02,3.4,5.03553698893171,1.6214033456057744,2025-12-08
TP.TRT130629A15,2029-06-13,3.515068493150685,6.314012424921844,1.1270431882189178,2025-12-08
TP.TRT280531A15,2031-05-28,5.471232876712329,3.4589043683001863,6.43996470637453,2025-12-08
TP.TRT110232A16,2032-02-11,6.1808219178082195,3.969512671327813,5.059512515780116,2025-12-08
TP.TRT040832A19,2032-08-04,6.66027397260274,4.378927688183265,3.5440576177808985,2025-12-08
TP.TRT120133A15,2033-01-12,7.101369863013699,3.826417215474165,3.0559520455117037,2025-12-08
TP.TRT070933A14,2033-09-07,7.7534246575342465,4.051314597655464,2.3636059086483603,2025-12-08
TP.TRT180827A10,2027-08-18,1.6904109589041096,7.475030151677697,1.4698061092952972,2025-12-09
TP.TRT151227A17,2027-12-15,2.0164383561643837,8.76805877810809,1.3208523538892574,2025-12-09
TP.TRT120128A12,2028-01-12,2.0931506849315067,7.246539863746038,10.462778595426963,2025-12-09
TP.TRT280628A19,2028-06-28,2.5534246575342467,4.5839089167121205,9.836448606880127,2025-12-09
TP.TRT190728A27,2028-07-19,2.610958904109589,6.8314743609866335,2.6062298029231625,2025-12-09
TP.TRT181028A15,2028-10-18,2.8602739726027395,3.3772537638816047,2.139833311338446,2025-12-09
TP.TRT140229A18,2029-02-14,3.186301369863014,6.313839734166771,1.839086855729417,2025-12-09
TP.TRT110429A19,2029-04-11,3.33972602739726,5.673788939293356,1.1885471823824387,2025-12-09
TP.TRT020529A19,2029-05-02,3.3972602739726026,5.035469670917814,1.6227295352961517,2025-12-09
TP.TRT130629A15,2029-06-13,3.5123287671232877,6.313876873291324,1.127965027353441,2025-12-09
TP.TRT280531A15,2031-05-28,5.468493150684932,3.458945885551379,6.445232127848116,2025-12-09
TP.TRT110232A16,2032-02-11,6.178082191780822,3.969503896507498,5.063650828035945,2025-12-09
TP.TRT040832A19,2032-08-04,6.657534246575342,4.378939647114755,3.546956398449843,2025-12-09
TP.TRT120133A15,2033-01-12,7.098630136986301,3.8263891191674615,3.058451591419283,2025-12-09
TP.TRT070933A14,2033-09-07,7.750684931506849,4.05131517993933,2.3655391659076717,2025-12-09
TP.TRT180827A10,2027-08-18,1.6876712328767123,7.475060567291458,1.4710073209985433,2025-12-10
TP.TRT151227A17,2027-12-15,2.0136986301369864,8.768454062699771,1.3219318318528592,2025-12-10
TP.TRT120128A12,2028-01-12,2.0904109589041098,7.246595601050965,10.471329391356996,2025-12-10
TP.TRT280628A19,2028-06-28,2.5506849315068494,4.583945317526328,9.844487529232019,2025-12-10
TP.TRT190728A27,2028-07-19,2.6082191780821917,6.831471671062572,2.6083597666788045,2025-12-10
TP.TRT181028A15,2028-10-18,2.8575342465753426,3.377207921605785,2.141582108543955,2025-12-10
TP.TRT140229A18,2029-02-14,3.1835616438356165,6.313854513221662,1.8405898653035488,2025-12-10
TP.TRT110429A19,2029-04-11,3.336986301369863,5.673707057008803,1.1895185328049935,2025-12-10
TP.TRT020529A19,2029-05-02,3.3945205479452056,5.035409733627727,1.6240557249865288,2025-12-10
TP.TRT130629A15,2029-06-13,3.5095890410958903,6.314083189216557,1.1288868664879637,2025-12-10
TP.TRT280531A15,2031-05-28,5.465753424657534,3.45888439860913,6.450499549321701,2025-12-10
TP.TRT110232A16,2032-02-11,6.175342465753425,3.9694982536609524,5.067789140291773,2025-12-10
TP.TRT040832A19,2032-08-04,6.654794520547945,4.378896050249592,3.5498551791187873,2025-12-10
TP.TRT120133A15,2033-01-12,7.095890410958904,3.826426062629329,3.0609511373268625,2025-12-10
TP.TRT070933A14,2033-09-07,7.747945205479452,4.051318306556229,2.367472423166983,2025-12-10
TP.TRT180827A10,2027-08-18,1.6849315068493151,7.475114059531518,1.4722085327017893,2025-12-11
TP.TRT151227A17,2027-12-15,2.010958904109589,8.767904571429398,1.3230113098164613,2025-12-11
TP.TRT120128A12,2028-01-12,2.0876712328767124,7.371239935877605,10.479880187287026,2025-12-11
TP.TRT280628A19,2028-06-28,2.547945205479452,4.5838971691327,9.852526451583913,2025-12-11
TP.TRT190728A27,2028-07-19,2.6054794520547944,6.831482435233482,2.610489730434446,2025-12-11
TP.TRT181028A15,2028-10-18,2.8547945205479452,3.3773535064659965,2.1433309057494636,2025-12-11
TP.TRT140229A18,2029-02-14,3.180821917808219,6.313879375527187,1.8420928748776804,2025-12-11
TP.TRT110429A19,2029-04-11,3.334246575342466,5.6736337412308435,1.1904898832275486,2025-12-11
TP.TRT020529A19,2029-05-02,3.3917808219178083,5.035357175016575,1.625381914676906,2025-12-11
TP.TRT130629A15,2029-06-13,3.506849315068493,6.313965974512881,1.1298087056224866,2025-12-11
TP.TRT280531A15,2031-05-28,5.463013698630137,3.4588260051366504,6.455766970795286,2025-12-11
TP.TRT110232A16,2032-02-11,6.1726027397260275,3.9694957387561125,5.071927452547602,2025-12-11
TP.TRT040832A19,2032-08-04,6.652054794520548,4.3789144573292305,3.5527539597877316,2025-12-11
TP.TRT120133A15,2033-01-12,7.093150684931507,3.8264032149149196,3.063450683234442,2025-12-11
TP.TRT070933A14,2033-09-07,7.745205479452054,4.051323973555321,2.369405680426294,2025-12-11
TP.TRT180827A10,2027-08-18,1.6821917808219178,7.475680206706081,1.4734097444050354,2025-12-12
TP.TRT151227A17,2027-12-15,2.0082191780821916,8.767862189815357,1.3240907877800632,2025-12-12
TP.TRT120128A12,2028-01-12,2.084931506849315,7.371256080511013,10.488430983217059,2025-12-12
TP.TRT280628A19,2028-06-28,2.5452054794520547,4.583857852624251,9.860565373935804,2025-12-12
TP.TRT190728A27,2028-07-19,2.6027397260273974,6.831506659270281,2.612619694190088,2025-12-12
TP.TRT181028A15,2028-10-18,2.852054794520548,3.3773190188379543,2.1450797029549724,2025-12-12
TP.TRT140229A18,2029-02-14,3.1780821917808217,6.313914319954539,1.843595884451812,2025-12-12
TP.TRT110429A19,2029-04-11,3.3315068493150686,5.6738889475487,1.1914612336501036,2025-12-12
TP.TRT020529A19,2029-05-02,3.389041095890411,5.035537031807968,1.626708104367283,2025-12-12
TP.TRT130629A15,2029-06-13,3.504109589041096,6.314190486829974,1.1307305447570093,2025-12-12
TP.TRT280531A15,2031-05-28,5.46027397260274,3.4588766287050765,6.46103439226887,2025-12-12
TP.TRT110232A16,2032-02-11,6.16986301369863,3.9694963477826306,5.07606576480343,2025-12-12
TP.TRT040832A19,2032-08-04,6.64931506849315,4.378936066474504,3.555652740456676,2025-12-12
TP.TRT120133A15,2033-01-12,7.090410958904109,3.826383002440137,3.0659502291420213,2025-12-12
TP.TRT070933A14,2033-09-07,7.742465753424658,4.05133217700353,2.3713389376856053,2025-12-12
TP.TRT180827A10,2027-08-18,1.673972602739726,7.475559792986619,1.4770133795147733,2025-12-15
TP.TRT151227A17,2027-12-15,2.0,8.76787428549135,1.3273292216708692,2025-12-15
TP.TRT120128A12,2028-01-12,2.0767123287671234,7.3712435954157,10.514083371007157,2025-12-15
TP.TRT280628A19,2028-06-28,2.536986301369863,4.583933125021966,9.884682140991483,2025-12-15
TP.TRT190728A27,2028-07-19,2.5945205479452054,6.831473526908671,2.6190095854570132,2025-12-15
TP.TRT181028A15,2028-10-18,2.8438356164383563,3.3772496122238316,2.150326094571499,2025-12-15
TP.TRT140229A18,2029-02-14,3.16986301369863,6.3138592872150845,1.848104913174207,2025-12-15
TP.TRT110429A19,2029-04-11,3.3232876712328765,5.6737459191937845,1.1943752849177685,2025-12-15
TP.TRT020529A19,2029-05-02,3.3808219178082193,5.035895526212619,1.6306866734384142,2025-12-15
TP.TRT130629A15,2029-06-13,3.495890410958904,6.313921381088905,1.1334960621605779,2025-12-15
TP.TRT280531A15,2031-05-28,5.4520547945205475,3.458905423610359,6.476836656689625,2025-12-15
TP.TRT110232A16,2032-02-11,6.161643835616438,3.969516878670709,5.088480701570915,2025-12-15
TP.TRT040832A19,2032-08-04,6.641095890410959,4.378902833878784,3.564349082463508,2025-12-15
TP.TRT120133A15,2033-01-12,7.082191780821918,3.8264003691873993,3.0734488668647595,2025-12-15
TP.TRT070933A14,2033-09-07,7.734246575342466,4.051295023343293,2.377138709463539,2025-12-15
TP.TRT180827A10,2027-08-18,1.6712328767123288,7.475238672109352,1.4782145912180193,2025-12-16
TP.TRT151227A17,2027-12-15,1.9972602739726026,8.76840971692172,1.328408699634471,2025-12-16
