tarih,g3_011,g3_012,g3_021,g3_023,g3_031,g3_032,g3_041,g3_043,g3_044,g3_045,g3_051,g3_052,g3_053,g3_054,g3_055,g3_056,g3_061,g3_062,g3_063,g3_064,g3_071,g3_072,g3_073,g3_074,g3_081,g3_083,g3_092,g3_093,g3_094,g3_095,g3_096,g3_097,g3_098,g3_101,g3_102,g3_104,g3_105,g3_111,g3_112,g3_121,g3_122,g3_131,g3_132,g3_133,g3_139
2008-05-01,3.49222371,4.14108357,2.62013178,4.11862745,17.96864949,18.44374467,4.16403871,4.04894422,4.82829684,5.60879704,4.71387096,5.5295705,4.23824633,7.2562293,7.16084449,6.18868117,7.75445365,7.1925778,3.7377564,5.23460646,4.83300971,5.18405048,4.26320876,2.56697496,39.99797031,15.63361238,8.70055785,,5.51110208,4.76730482,3.512225,4.4080753,8.18658303,4.25437517,4.40174288,4.47559117,5.39731628,2.66718392,6.88714646,3.44690613,49.30239201,5.62081515,2.90174522,3.38469757,3.10878597
2008-06-01,3.3622509,4.21793122,2.62204504,4.11865032,17.91790315,18.29273945,4.20975006,4.09461583,4.84084193,5.71127275,4.78479954,5.55188618,4.29857206,7.30491527,7.28193393,6.21538018,7.77255879,7.19622149,3.74055058,5.23467702,4.84708339,5.30008488,4.36403097,2.63826857,39.49698897,15.77664902,8.79308593,,5.51537553,4.78354444,3.52310696,4.46418321,8.93310383,4.43009379,4.63276571,4.47577854,5.5375488,2.69891372,6.91529056,3.43313391,49.30558275,5.68142972,2.88437491,3.3955443,3.10996375
2008-07-01,3.37543982,4.26639367,2.64497685,4.11869908,16.48469607,16.82670758,4.25555587,4.15280376,4.84895751,6.29678314,4.79631646,5.58119111,4.38734645,7.33549689,7.40706179,6.28164676,7.78970845,7.20276778,3.73665456,5.23184106,4.69909343,5.33634133,4.42972918,2.68841276,39.42096884,15.9044772,8.89026803,,5.53979448,4.78772249,3.46237667,4.53017268,9.42566528,4.4766675,4.70960771,4.50165199,5.5859668,2.72547816,6.94745679,3.39915593,50.13843871,5.7178344,2.94147437,3.41477916,3.11000531
2008-08-01,3.37284881,4.29388691,2.65048411,4.11856408,15.45155819,15.92511793,4.30187253,4.19860513,4.95279713,6.47676655,4.76762349,5.61104623,4.35176575,7.36128131,7.50322689,6.35204294,8.10587362,7.20540883,3.73985474,5.23290416,4.68401735,5.08722227,4.48122927,2.72180116,38.85269511,16.03488373,8.8821709,,5.64138921,4.81498609,3.47095478,4.52181018,9.41362578,4.51454655,4.74704548,4.53835539,5.60148332,2.7477366,6.97812743,3.31942876,50.97261993,5.77103262,2.76264444,3.44606016,3.11023557
2008-09-01,3.38019599,4.32848473,2.65466873,4.11857131,15.28537671,16.80820459,4.36044407,4.221518,4.70403766,6.61204094,4.73828743,5.63480964,4.4029027,7.38161611,7.62133757,6.38535654,8.10582114,7.21074827,3.74090886,5.23341726,4.67227688,5.05454418,4.55429338,2.73554578,38.56216277,16.28223212,8.90529759,,5.51872814,4.9025797,3.49129022,4.61793991,8.96001472,4.80547481,4.77029614,4.73015609,5.59724964,2.77460905,7.08364085,3.31557614,50.97232609,5.7993762,2.7540834,3.63501456,3.11293336
2008-10-01,3.51967403,4.35328356,2.65905456,4.1185569,16.58212323,18.22137413,4.41343992,4.24651458,4.74705716,7.03957648,4.73464758,5.6799572,4.43765229,7.43354306,7.82001323,6.39121247,8.110026,7.21471605,3.73964259,5.23474132,4.64585505,4.96373219,4.59132279,2.753353,40.06081531,16.2937901,8.94776916,,5.44551917,4.91848872,3.60348143,4.58596731,8.7293227,4.8064568,4.77252824,4.82118528,5.53574632,2.80512182,7.16598465,3.26049794,50.97209659,5.820882,3.05817836,3.64429741,3.11468521
2008-11-01,3.54520878,4.37130409,2.64835344,4.11856459,17.04391575,18.61938787,4.44086094,4.27982072,4.77415123,7.27958011,4.72492373,5.84054196,4.6033449,7.49394933,8.01628214,6.41235268,8.1164234,7.22054819,3.73822599,5.23463522,4.62357012,4.79149929,4.60150609,2.75252445,40.95612892,16.32999227,9.06090635,,5.49666731,4.97930833,3.67463095,4.67597521,8.93352362,4.81075028,4.77690458,4.82123918,5.55420614,2.83419196,7.208934,3.23315809,51.87341588,5.84177889,3.05001686,3.64755017,3.11991095
2008-12-01,3.56181938,4.39886345,2.64738808,4.1186684,16.34405313,17.99593886,4.4582745,4.31359412,4.77764161,7.18257958,4.71151165,5.93700034,4.66066563,7.53086645,8.10893309,6.44167869,8.12374427,7.22130994,3.61705602,5.23563593,4.56596672,4.48862386,4.62405769,2.77148222,40.58218029,16.43914598,9.1378827,,5.48058256,5.02461698,3.7212199,4.74164802,9.37020613,4.8107272,4.77714825,4.82104881,5.54636195,2.84123464,7.21212956,3.20638953,52.85802593,5.87621056,3.15492627,3.64213426,3.1214287
2009-01-01,3.61625893,4.42238002,2.65188673,4.11866362,14.96360929,16.6333359,4.49186512,4.32537442,5.09830928,7.12983296,4.64553413,5.86600721,4.66507482,7.56006373,8.18743301,6.48410064,8.13051775,7.23447147,3.62172055,5.24768537,4.70080727,4.50979825,4.58839442,2.76472269,41.62036989,16.57174744,9.18616755,,5.56878129,5.07768483,3.76012673,4.84090093,9.22579458,4.81050029,4.77708235,4.82098231,5.54593332,2.85703837,7.4465558,3.25219841,55.83729432,5.95433468,3.29050313,3.64487927,3.30040969
2009-02-01,3.61530074,4.45249968,2.69380354,4.11870222,14.12592967,15.71523648,4.51128302,4.34002657,5.09313854,6.97553367,4.64436394,5.84675071,4.51431896,7.57448746,8.17779336,6.46408198,8.13442168,7.24487793,3.62897069,5.25154005,4.80445243,4.60101384,4.5782839,2.76274983,41.40142461,16.36213088,9.19950339,,5.43017777,5.14408942,3.7749847,4.93770381,9.22794868,4.81116221,4.77808666,4.82112332,5.51410833,2.87525442,7.45223172,3.22523088,56.85153348,5.991802,3.57098429,3.65641089,3.3010639
2009-03-01,3.7654186,4.46825212,2.70094715,4.42108739,14.09288268,15.87152588,4.52587204,4.35417971,5.09936873,6.94184534,4.58384777,5.87492771,4.3212567,7.60004884,8.1937802,6.46899944,8.13382726,7.24786347,3.62962808,5.25199173,4.50749955,4.64082677,4.56427916,2.7411832,41.60157492,16.25245245,9.31753467,,5.15705983,5.18372117,3.78155336,5.02956801,9.03525109,4.81143159,4.77622828,4.82099289,5.52375289,2.88946561,7.49737128,3.22251242,61.06033062,6.01813155,3.64548275,3.66756436,3.38143613
2009-04-01,3.75036508,4.48531463,2.70972921,4.42109987,15.59317051,17.75484912,4.54066001,4.36467284,5.10309133,6.78499064,4.27655979,5.95101411,4.22940383,7.64364155,8.23219519,6.47306684,8.59702499,7.25321398,3.63439421,5.25301984,4.28906915,4.63496607,4.55986226,2.72654325,40.640122,16.27686316,9.3971931,,5.34911996,5.19127588,3.77353303,5.41023706,8.79717941,4.81587004,4.78416566,4.82964688,5.52772671,2.90333419,7.46975403,3.24906962,61.05549821,6.03377094,3.39657365,3.68321444,3.38152967
2009-05-01,3.75593578,4.5207102,2.72807778,4.42104451,17.69351662,18.71520046,4.55911157,4.36655768,5.12431184,6.50543831,4.2427598,5.94493368,4.25064684,7.66211962,8.25835847,6.44510545,8.63380116,7.25311185,3.63633497,5.2531084,4.33863136,4.6798223,4.57067346,2.72628896,39.98619071,16.30457023,9.47095318,,5.24995652,5.20405934,3.74093536,5.53036808,8.90282635,4.84668452,4.83286261,4.82949504,5.57933375,2.91583407,7.47649446,3.24132397,61.05706151,6.03999299,3.42493608,3.68829023,3.38345217
2009-06-01,3.691437,4.55582904,2.73370905,4.42115168,17.63847364,18.27651303,4.57717356,4.37397688,5.21752631,6.54592771,4.28737318,5.96222336,4.22365281,7.69263448,8.25495413,6.38279087,8.63379433,7.25140411,3.63896385,5.25354421,4.5069122,4.82569397,4.63042797,2.74106728,40.18263725,16.49364569,9.45634606,,5.23196791,5.20515415,3.72105689,5.47389366,9.39276189,4.97981051,5.02788172,4.82955455,5.61178933,2.92647896,7.51398509,3.28128835,64.66712339,6.06592057,3.48792125,3.68574546,3.54841167
2009-07-01,3.66531607,4.57314067,2.73772684,4.93261988,16.65767781,16.94818458,4.59872962,4.3806459,5.22351823,6.57019239,4.32161741,5.99958725,4.36588136,7.70409133,8.26867934,6.31039581,8.64087984,7.25413197,3.64101073,5.25463529,4.61695687,4.76754395,4.66283744,2.7860321,40.42186728,16.50158259,9.50830998,,5.23877484,5.20939145,3.72766148,5.99687268,9.41757802,5.03830452,5.13334108,4.82953794,5.67398738,2.94013611,7.50536286,3.39157015,64.67319687,6.08229206,3.45588829,3.68077786,3.78335892
2009-08-01,3.60365371,4.57394112,2.73771279,5.02287257,15.72742389,16.26910138,4.62223438,4.39328573,5.36884009,6.59197905,4.33514662,5.9908566,4.41631764,7.74006665,8.29789856,6.24237243,8.63807599,7.26247834,3.64082318,5.25535512,4.64321902,4.95704807,4.67133594,2.80990439,40.24739198,16.49069047,9.46364044,,5.69128537,5.21267564,3.71075636,5.98443482,9.08231302,5.05567062,5.15542911,4.82957699,5.68688881,2.95439322,7.50147371,3.37272845,64.66743747,6.10063021,3.41849152,3.6850992,4.01705833
2009-09-01,3.61102984,4.58942492,2.73876227,5.02299302,15.27916162,17.09694592,4.64292842,4.40353737,5.4637125,6.62407055,4.34562211,5.98430586,4.43218558,7.76510238,8.31259804,6.2470367,8.64111589,7.27206102,3.64298163,5.25580886,4.64965734,4.96736324,4.68280945,2.82008676,40.29113458,16.49566165,9.54318241,,6.65753163,5.27634184,3.72136352,5.98456273,9.07191967,5.21444867,5.18992846,5.14207115,5.74942885,2.97866044,7.59641355,3.43441403,64.672548,6.11666962,3.54123388,3.76941347,4.01829377
2009-10-01,3.72373166,4.61834551,2.8108821,5.02290208,16.6021458,18.38885468,4.66415448,4.41818543,5.46565514,6.888772,4.67363518,6.06299783,4.47208265,7.81350735,8.30703632,6.23288208,8.64298555,7.27687346,3.65011686,5.25930918,4.88856819,4.99584734,4.71064656,2.81727041,40.46396961,16.70855623,9.68564237,,6.73256985,5.30598947,3.80890596,6.00676418,9.24541189,5.22165948,5.19139145,5.14223574,5.76339468,3.01834025,7.61140404,3.44901548,64.66840933,6.13635449,3.61242185,3.78112734,4.01839778
2009-11-01,3.81127795,4.62581227,2.80349325,5.02297487,17.43046252,18.97336248,4.68203407,4.4299111,5.47063951,6.9668896,4.67774496,6.06162033,4.33998281,7.85833968,8.28491825,6.23612718,8.64516631,7.27802966,3.65071463,5.25849988,4.95293463,5.10901867,4.70934664,2.82495178,40.7292974,16.72128633,9.76345083,,6.4150696,5.29419485,3.80960475,6.05670274,8.89421648,5.22488813,5.19120849,5.14205451,5.77037613,3.03273134,7.61240519,3.44761002,64.67313572,6.14157665,3.77928953,3.7784147,4.01905264
2009-12-01,3.90060942,4.6435374,2.7784263,5.02303436,16.94041544,18.45735269,4.69407549,4.43744061,5.47440449,7.02283841,4.62742983,6.05215958,4.35005989,7.88699825,8.28737631,6.20448324,8.54229921,7.28288056,3.65194177,5.25835883,4.86708774,5.12887643,4.7423181,2.82017403,40.55555587,16.89404479,9.80066272,,6.27523929,5.33130516,3.8251688,6.08973148,8.29061625,5.22827091,5.19204337,5.14202512,5.76919644,3.05364419,7.60692173,3.49145748,64.67428238,6.1271296,3.8284867,3.76287224,4.02002686
2010-01-01,3.96561574,4.65870815,3.05508858,6.1566851,15.53823921,16.98765523,4.71264801,4.44392951,5.65393173,7.15987365,4.68618518,6.0539465,4.39589124,7.89833259,8.27526254,6.2174124,8.48241134,7.30235378,3.66170235,5.27606315,4.94964757,5.49927576,4.81392309,2.8365863,39.64113867,16.89727289,9.75045059,,6.29206697,5.33018444,3.90690235,6.16912338,8.09945446,5.2283937,5.19190507,5.14188816,5.7760478,3.08805779,7.67575472,3.59799249,67.62536434,6.13162407,3.76872,3.76207843,4.21187713
2010-02-01,4.17824396,4.65811313,3.06346502,6.39426953,14.69898295,16.18061306,4.72597025,4.45710553,5.65092133,7.20526014,4.69249401,6.05992129,4.42675872,7.93191678,8.27073519,6.12641571,8.42370577,7.31244654,3.66408878,5.28114344,4.94757667,5.54128098,4.8452473,2.83345379,39.70829986,16.9162465,9.7669635,,6.15919673,5.33646574,3.92656492,6.07339425,8.11380166,5.22857905,5.19338596,5.14207044,5.77749013,3.12750289,7.67379269,3.63750417,67.62777456,6.14870429,3.77308328,3.77151177,4.21155166
2010-03-01,4.20594981,4.65695095,3.07501724,6.3942506,14.73202753,16.5362802,4.7393547,4.4685615,5.70757232,7.19578455,4.68990459,6.04871689,4.40394798,7.9668679,8.27305464,6.04919232,8.42518428,7.31673411,3.66793154,5.28099141,4.97199843,5.61303188,4.85933022,2.88995665,39.99328917,17.46730149,9.79375636,,6.30885438,5.335339,3.93113874,6.02819122,8.44880241,5.22875557,5.18811719,5.14198972,5.81486707,3.1598929,7.70516836,3.65755601,67.62537129,6.15930645,3.82173549,3.78399771,4.24193404
2010-04-01,4.21080589,4.68267228,3.08881634,6.39427797,16.37225032,17.9995406,4.75122676,4.4766371,5.70794794,7.20044928,4.811992,6.20563623,4.40172284,7.98760649,8.24355853,5.96779222,8.4377001,7.32300872,3.99793292,5.21835552,4.9844344,5.59738318,4.86974187,2.88953531,39.48508591,16.57336139,9.86448566,,6.37088903,5.36193045,3.9443355,6.02247928,8.60823781,5.22842625,5.18141158,5.14219885,5.80632994,3.19679393,7.78597682,3.63880555,67.62982172,6.16914283,3.81302353,3.78690375,4.2422132
2010-05-01,4.0131737,4.69730247,3.08250704,6.3941047,18.55102555,18.7701406,4.76131327,4.48232974,5.77317791,7.221904,4.84611812,6.24060576,4.37735935,8.00132232,8.26517422,5.96844193,8.43287531,7.32188497,3.9983975,5.21960968,4.996239,5.55547619,4.89560802,2.91109399,39.65339321,16.29436425,9.89419937,,6.19922806,5.37192576,3.94069957,6.05871428,8.64509486,5.30416437,5.2907148,5.1421349,5.83140657,3.22686372,7.82195101,3.64512541,67.62587643,6.18902438,3.99296502,3.80395239,4.2424413
2010-06-01,3.90324855,4.72669559,3.07568429,6.39419749,18.68457355,18.59771088,4.77000518,4.49051479,5.87074017,7.24215955,4.8630484,6.29877434,4.41347122,8.03739775,8.3128649,5.9460552,8.43338177,7.32209874,4.00059509,5.21873098,4.96753015,5.50168209,4.92328789,2.92585167,39.38339364,16.42434789,9.93840434,,6.19497384,5.37418135,3.94434288,6.15384329,9.11278606,5.42580518,5.45393568,5.14196312,5.88084427,3.23386881,7.82387582,3.63593757,67.62477967,6.1622649,4.08648185,3.81817106,3.82089323
2010-07-01,3.87001541,4.76937993,3.08315767,6.39427809,17.72564859,17.59116564,4.79084818,4.49576931,5.8754672,7.26256246,4.951607,6.3523904,4.41485692,8.0904204,8.34848802,5.93089067,8.48402434,7.32645973,4.00211924,5.21744391,4.98192696,5.51258266,4.98132497,2.95356844,38.64284028,16.42665187,9.97802832,,6.21242356,5.37712278,3.94356008,6.15370949,9.68861973,5.49483638,5.54864857,5.14200578,5.94032296,3.2444331,7.86332481,3.71793516,67.6264169,6.17685584,3.96228589,3.82125249,3.50108283
2010-08-01,3.99021475,4.80987882,3.08726429,6.39417634,16.82145916,16.94460743,4.81097464,4.50420444,5.86837063,7.267528,4.95466762,6.36300653,4.41532168,8.11682883,8.35229468,5.91000719,8.32313432,7.34055732,4.00342519,5.2180178,4.96634442,5.49174811,4.99661742,2.97551595,38.4933474,16.25476961,10.01383443,,6.33629501,5.37171914,3.94836377,6.1830943,9.42761146,5.51480865,5.56776176,5.14209185,5.94595035,3.26093074,7.86220682,3.7015772,71.63288441,6.16580776,3.94836207,3.82672226,3.50386117
2010-09-01,4.19067281,4.83133018,3.08759672,6.32118823,16.23257922,17.33629151,4.8323145,4.51736896,5.86539411,7.29472241,4.95457207,6.38633173,4.47723371,8.13856798,8.41153891,5.91651975,8.35502425,7.34305582,4.00434406,5.21844978,4.93709722,5.53065885,5.01355225,2.98164137,37.90210577,15.97662013,10.11639984,,6.62941079,5.37947809,3.97458304,6.2974675,9.28062286,5.53868266,5.58875998,5.35536288,5.9692044,3.28574509,7.90313533,3.70829531,71.63013091,6.18429851,4.05143215,3.91989816,3.50612418
2010-10-01,4.39175438,4.85422074,3.09229908,6.24830261,17.46632246,18.67893287,4.85189639,4.53011549,5.87324915,7.29787764,4.92388827,6.50462491,4.42774272,8.16414513,8.50262557,5.94839088,8.3794052,7.34767341,4.00541792,5.21909315,4.95452795,5.55273062,5.03472059,2.97703311,37.26892648,15.90319201,10.09912018,,6.60152249,5.40858439,3.99944821,6.17982767,8.76703858,5.52243954,5.5829605,5.35560485,5.98543295,3.32308501,7.93797098,3.69893006,71.63087122,6.22312339,4.10757272,3.97141631,3.50687379
2010-11-01,4.3028054,4.86444303,3.59326636,6.24827821,18.18076288,19.26733786,4.87025285,4.54694831,5.92095738,7.34734124,4.93140159,6.64204918,4.44196213,8.18926741,8.55574084,6.00495631,8.37631734,7.34937748,4.00849947,5.22094023,4.91650682,5.6347313,5.07703818,2.97664214,37.68184531,15.90750471,10.11276124,,6.41018879,5.41516684,4.02838765,6.08776026,8.74391381,5.47915724,5.58291959,5.35556561,5.98716616,3.35439154,7.93988517,3.71572394,69.86109946,6.22688289,4.17939067,3.98073212,3.50760181
2010-12-01,4.1811312,4.85685912,3.62991349,6.24828813,17.82490545,19.04287712,4.8797032,4.55989667,6.01893225,7.4799616,4.91316291,6.75254861,4.45620433,8.20463669,8.56409614,6.0457028,8.37918386,7.35114901,4.01300957,5.22238807,4.85470436,5.87699493,5.07866885,2.98372003,38.14214429,16.31241334,10.12336675,,6.63703305,5.41456917,4.04381951,5.96684259,8.79364326,5.47481653,5.582733,5.35538661,5.99403439,3.36813898,7.89590659,3.72434389,71.92528885,6.25050617,4.36729685,3.98196563,3.50896471
2011-01-01,4.25178064,4.88372009,3.63012318,6.24826777,16.34054483,17.91230424,4.8981152,4.58043639,6.17080848,7.48921071,4.90614654,6.93668272,4.57698644,8.22300934,8.5246741,6.06678178,8.36964829,7.39246146,4.03252545,5.24317211,4.92728712,5.9777397,5.13519819,2.97922975,37.91361773,16.53066772,10.08290864,,6.77832214,5.41559057,4.05769789,5.92909718,8.51971649,5.47382201,5.58268595,5.35534148,5.998566,3.38985513,8.0725445,3.77817107,73.99722633,6.27125976,4.41495095,3.9896662,3.65307298
2011-02-01,4.36509158,4.92237707,3.63800911,6.24818416,15.51477248,16.93484387,4.91447033,4.60276057,6.04652244,7.4898451,4.93665212,7.0220902,4.66006485,8.24325671,8.58209798,6.08953445,8.37115664,7.40573834,4.03882301,5.24935406,5.10943186,6.02034114,5.1677087,2.96102685,37.49118515,16.60847834,10.10855608,,6.62045592,5.42406661,4.07640987,6.01306323,8.67170316,5.47371092,5.58273386,5.35538744,6.01390873,3.40514069,8.10456343,3.7879959,73.99140751,6.3192914,4.46729052,3.9983188,3.65305191
2011-03-01,4.34537924,4.93410807,3.66081868,6.24824306,15.60133636,17.18052137,4.9324223,4.62843587,6.07087576,7.51677063,4.96347355,7.10650801,4.72114668,8.28420563,8.63804789,6.15604082,8.38583062,7.41340376,4.04853311,5.25452103,5.15919671,6.18811381,5.19563009,2.98320382,37.62492248,16.63652309,10.27210208,,6.64202558,5.43295657,4.08532822,6.1084903,8.90610806,5.47389169,5.58453941,5.35546079,6.04663771,3.41894717,8.16675682,3.78663147,80.24462743,6.34107382,4.57426648,4.00961461,3.66788223
2011-04-01,4.32312442,4.93347308,3.65862724,6.24822848,17.38591733,18.76698735,4.94625597,4.65007676,6.08907322,7.55298711,5.13251799,7.39763528,4.73109819,8.29564636,8.74349051,6.22439655,8.40075398,7.42125104,4.04918596,5.2554965,5.23113744,6.25469555,5.21700189,3.03270392,37.14546472,16.31834313,10.34650018,,6.71167571,5.52232014,4.11807451,6.1159644,9.68520999,5.49593486,5.61464438,5.35531374,6.06361348,3.43520938,8.22870875,3.79345235,80.24271742,6.37239258,4.57960837,4.01981447,3.66811278
2011-05-01,4.54040229,4.95196548,3.65129627,6.2482582,19.81908677,19.56713401,4.96363885,4.67359227,6.11550989,7.60818617,5.16042239,7.46700837,4.68793574,8.30005376,8.79324368,6.28516019,8.41790937,7.42612005,4.05103925,5.25686765,5.24425146,6.32037093,5.24585565,3.05113802,36.84299414,16.24464228,10.41450537,,6.70978961,5.57553913,4.11348528,6.35282705,10.84118733,5.63034442,5.77896204,5.35536777,6.12396926,3.46126595,8.34483488,3.860488,80.24664568,6.4038963,4.71532087,4.03163555,3.66892807
2011-06-01,4.22781897,4.98183985,3.65302466,6.24831775,20.00156662,19.49929193,4.98157008,4.68691658,6.17924294,7.59952341,5.2058894,7.51443296,4.68396448,8.31570721,8.82422856,6.34259019,8.41752098,7.4304477,4.05398849,5.26062673,5.27779442,6.29086572,5.30363949,3.10148323,36.81779627,16.36077138,10.4421042,,6.67984589,5.61114299,4.10733798,6.29087223,12.4929082,5.78843514,6.01723937,5.35545574,6.20036527,3.47737318,8.40232135,3.87669864,84.9996957,6.43816121,4.80963157,4.0409295,3.87496593
2011-07-01,4.17146517,5.0293423,3.65878087,6.24821356,19.02007364,18.60122085,5.00195341,4.70272145,6.1554313,7.58916336,5.25917835,7.50801675,4.62052167,8.32211306,8.87326279,6.4220315,8.24489702,7.43415525,4.05526784,5.26454294,5.2785139,6.38285643,5.34379851,3.13031512,36.64310907,16.41407666,10.45793279,,6.67787649,5.60700772,4.11268371,6.14664341,13.73745437,5.8812674,6.13986925,5.35533743,6.23657549,3.49727668,8.49231004,3.9363426,84.99383386,6.47741001,4.94396747,4.04430391,4.08137624
2011-08-01,4.23161953,5.05714476,3.66425791,6.24836386,18.11891859,18.05000889,5.01836513,4.7251895,6.15414077,7.65631946,5.33454418,7.50444823,4.64434809,8.32543885,8.93202189,6.48989184,8.24324897,7.44514046,4.05806323,5.26675704,5.40859607,6.5210872,5.37427885,3.18952898,36.75368945,16.42539123,10.5105504,,6.69603427,5.62957543,4.12276332,6.25337524,13.61703487,5.86352839,6.15936169,5.35537273,6.27734538,3.51830132,8.58985934,3.98736423,84.99500897,6.50438798,5.45461446,4.06395395,4.08190944
2011-09-01,4.27360012,5.1061517,3.74067623,6.24821951,17.32358671,18.18628964,5.04834907,4.75780537,6.18359668,7.70846484,5.35614686,7.51857066,4.71925499,8.37395554,9.04667144,6.5678263,8.24770161,7.44626979,4.0587032,5.26834905,5.57526176,6.58519673,5.4655426,3.20444681,37.0750291,16.41461604,10.71223967,,6.86584708,5.69948918,4.15912978,6.28866426,12.823018,5.82261364,6.20654892,5.65875186,6.3532067,3.55779046,8.66159719,3.99283315,84.99650716,6.56192302,5.73874949,4.2161318,4.09599463
2011-10-01,4.45550757,5.16660168,4.06409594,7.14974356,18.68226831,19.72724498,5.07460555,4.79101058,6.21517378,8.2777055,5.49709641,7.68321502,4.7470874,8.4573764,9.2822171,6.65406539,8.25060897,7.44899778,4.05955903,5.26914535,5.63051339,6.58083331,5.52718862,3.21679457,38.33494159,16.41808387,10.93106901,,6.91052219,5.79407823,4.19593084,6.446013,11.91088768,5.82677712,6.21728944,5.65869155,6.37887827,3.59392653,8.72844594,4.03543645,87.51509265,6.6126032,5.57128703,4.24929961,4.09580811
2011-11-01,4.60772908,5.23520537,4.23913188,7.41082952,19.8073229,20.55124455,5.09611812,4.81544793,6.31053717,8.3163991,5.56484514,7.73308756,4.76974814,8.52154756,9.44641451,6.7882428,8.27003091,7.47010252,4.06698865,5.27346164,5.6103826,6.48804782,5.55740648,3.27421165,39.58124671,16.43253877,11.14669927,,6.81174182,5.83529686,4.2145911,6.39952107,12.49240373,5.83983008,6.21936529,5.65861377,6.38198663,3.62041681,8.65980672,4.08049506,95.35917953,6.72965392,5.6867575,4.26290597,4.09687123
2011-12-01,4.70137478,5.29238426,4.23177316,7.41086194,19.28952532,20.41328679,5.10946606,4.84813317,6.36118139,8.36546898,5.57525277,7.75639378,4.7709561,8.57007676,9.57115235,6.82119144,8.25711776,7.46770322,4.06537081,5.26864002,5.60422376,6.52163506,5.56133238,3.26547232,39.4934587,16.48921851,11.29739785,,6.89326601,5.88800712,4.24848313,6.61364245,11.69733797,5.82956579,6.22154647,5.65863185,6.37506315,3.64125156,8.63628219,4.10223669,95.3553629,6.77675838,5.68702477,4.26771674,4.09931615
2012-01-01,4.7556275,5.3321878,4.24847834,7.41089466,17.75344361,18.85865805,5.1270536,4.87642952,6.60105648,8.48367078,5.73976832,7.80540026,4.82689269,8.6349393,9.71009478,6.89483424,8.2189892,7.49848089,4.07979016,5.29068183,5.70580124,6.69355245,5.65914109,3.29658217,39.03450159,16.56495338,11.46867414,,7.05211132,5.92742113,4.29435527,6.62079722,11.51785238,5.80757177,6.1976602,5.66141341,6.38265821,3.666733,8.75034752,4.18852484,95.35628883,6.85409392,5.65875205,4.27572847,4.34898748
2012-02-01,4.86152788,5.34000791,4.24836173,7.4109072,17.00944046,18.16445401,5.14492769,4.92505438,6.61931753,8.55088693,5.76190231,7.80118475,4.90882817,8.65078205,9.82669847,7.01564019,8.33534646,7.52109015,4.08801871,5.29837096,5.69215708,6.75909631,5.67173731,3.32360416,38.40373823,16.56862471,11.5115392,,7.10407809,6.00606194,4.31151521,6.58884958,10.89839528,5.80750501,6.19779433,5.66153594,6.39686389,3.68590888,8.72947066,4.24010406,95.35513192,6.89042765,5.67222631,4.29792671,4.34882374
2012-03-01,4.84001315,5.40216974,4.2472252,7.41080077,17.1008232,18.65428626,5.1547778,4.95883532,6.63613568,8.64311165,5.74144066,7.77729779,4.97782961,8.69598538,9.96643368,7.17468631,8.38739409,7.52781233,4.0983613,5.30558277,5.66630175,6.98984368,5.68071531,3.29548348,37.91962786,16.58838971,11.7096457,,7.13396275,6.0790173,4.32281301,6.54212309,10.93333847,5.80720814,6.19379016,5.66143192,6.4202977,3.71487624,8.77702701,4.21255761,95.3530139,6.94658461,5.70865986,4.30480501,4.3641909
2012-04-01,4.83086837,5.44300926,4.2817248,7.41074908,19.44166932,20.84453027,5.17473221,5.01026479,6.66505535,9.18789339,5.84696458,7.80070137,4.96068779,8.71474107,10.06446197,7.25461888,8.49021821,7.53870416,4.10603355,5.30765592,5.68961256,6.97035424,5.73291854,3.31433624,37.89441403,16.59568537,11.8274136,,7.17584202,6.13995501,4.33846813,6.61956944,11.5676248,5.84570936,6.25363377,5.66160606,6.45943072,3.75725809,8.92988422,4.24483473,95.35348613,6.98795626,5.70999435,4.3101397,4.3647859
2012-05-01,4.70500386,5.46330431,4.38007229,7.41091933,21.43590325,21.57389027,5.19187936,5.04464856,6.70037217,9.14971331,5.84439427,7.79983524,4.84549009,8.74369366,10.11438052,7.2797946,8.5002399,7.5468606,4.1085809,5.31108344,5.68900385,6.67426998,5.79741786,3.36160127,37.04960588,16.60118299,11.90874398,,7.16882432,6.21867634,4.34331161,6.77897483,13.63379825,6.00546855,6.43798884,5.6614093,6.49079006,3.79618373,8.90072854,4.24834654,95.35363888,7.04861577,5.68136596,4.31545999,4.36639281
2012-06-01,4.53028248,5.48436602,4.37789353,7.41092498,21.1997542,21.59661565,5.22032642,5.06740592,6.85187847,9.07628633,5.85217644,7.84872176,4.86415523,8.77845602,10.15780307,7.34950522,8.50228712,7.55348276,4.11682996,5.33697037,5.69190629,6.43400464,5.77875972,3.42916837,37.1320427,16.91581432,12.06797588,,7.23218536,6.24743324,4.35897392,6.83988838,17.38309196,6.13358525,6.62622274,5.66158316,6.61707448,3.81498275,8.93484872,4.28752853,95.3563425,7.12447432,5.73579192,4.32355264,4.3598673
