tarih,g3_011,g3_012,g3_021,g3_023,g3_031,g3_032,g3_041,g3_043,g3_044,g3_045,g3_051,g3_052,g3_053,g3_054,g3_055,g3_056,g3_061,g3_062,g3_063,g3_064,g3_071,g3_072,g3_073,g3_074,g3_081,g3_083,g3_092,g3_093,g3_094,g3_095,g3_096,g3_097,g3_098,g3_101,g3_102,g3_104,g3_105,g3_111,g3_112,g3_121,g3_122,g3_131,g3_132,g3_133,g3_139
2012-07-01,4.54689375,5.50307486,4.37811223,7.41090146,20.29078558,20.58426459,5.24634756,5.08161095,6.54525976,9.04176378,5.73284269,7.80673027,4.87754611,8.79746478,10.18343818,7.37241345,8.50325738,7.55661643,4.11685117,5.33839444,5.68927879,6.42973248,5.87497497,3.47887894,36.80492683,16.96647973,12.10699381,,7.25244536,6.262561,4.33278994,6.80350221,18.90274348,6.26483067,6.77662118,5.66155766,6.67128201,3.83618243,8.97484664,4.43460816,103.41462677,7.20816222,5.70196934,4.34888543,4.35555584
2012-08-01,4.61713222,5.52446372,4.37669256,7.41082548,19.41050531,19.46555261,5.2776819,5.10013195,6.54460913,9.13193181,5.81719658,7.80854985,4.88043817,8.80560054,10.18042528,7.44310492,8.43297043,7.5623708,4.11895882,5.34235275,5.68529876,6.70992347,5.88371224,3.50501935,36.53778273,16.97900334,12.17701321,,7.30283781,6.32047496,4.3332508,6.90691473,19.22056572,6.30904659,6.82232143,5.6614582,6.77091204,3.86147453,8.99063041,4.54587211,103.41159158,7.24626654,5.72690464,4.39026941,4.35646381
2012-09-01,4.72307559,5.53879558,4.5874825,7.41079345,18.67439243,19.70165389,5.30329222,5.11510521,6.54244082,9.25968853,5.82607828,7.81569602,4.84860981,8.84553208,10.22816726,7.52590159,8.43524436,7.56983563,4.1195946,5.3444553,5.64564673,6.99482722,5.96544743,3.51752517,36.99230431,17.19428713,12.36982484,,7.52043227,6.53003216,4.35851875,6.84282543,16.69107593,6.41762829,6.89711271,5.0331299,6.82907972,3.91761036,9.14514995,4.86715123,103.41355704,7.30189606,5.99624255,4.5132296,4.35860902
2012-10-01,4.80546452,5.57437245,4.93714498,7.41091794,19.94746118,21.04287589,5.33796701,5.13562993,6.57679516,9.85236522,5.88351701,7.83817211,4.84680109,8.89030137,10.32360963,7.56263469,8.4382206,7.57350379,4.12150189,5.34485797,5.64742886,7.32904554,6.01595097,3.55953733,36.43526716,17.44350416,12.4479468,,7.73646954,6.6850844,4.38791567,6.84807978,13.87580989,6.45631715,6.91495954,5.03706535,6.84115994,3.94400862,9.20621242,5.04078967,103.40577958,7.36091105,6.04290441,4.5630334,4.35927998
2012-11-01,4.79542559,5.63223263,4.94523962,7.41096204,21.30300677,22.02371322,5.36860366,5.1548851,6.64324777,9.8981922,5.92466727,7.84432274,4.84851621,8.91082207,10.41903328,7.55200953,8.41876905,7.57968967,4.12296532,5.34519413,5.60019682,7.20783261,6.01337451,3.56119536,35.86839922,17.49708963,12.51863226,,7.54472909,6.75110981,4.42773085,6.99680322,12.50923364,6.45841619,6.91875648,5.03699731,6.8492253,3.97337939,9.19049539,5.35764113,103.41244053,7.39194644,5.99000994,4.59388013,4.36081856
2012-12-01,4.87482134,5.64480491,4.95043062,7.4108611,20.8890104,22.00687535,5.38876479,5.17500466,6.66187552,9.91149619,5.93252062,7.85218528,4.85135397,8.9404429,10.42395452,7.58684605,8.41905189,7.58126219,4.12727771,5.3513671,5.58595972,7.17680089,6.01219098,3.58733362,36.2035998,17.67722807,12.57828969,,7.64197804,6.78607305,4.43850014,6.86330527,12.38455842,6.45981651,6.91910488,5.03693627,6.85102963,3.98978837,9.20704073,5.47867672,103.41688593,7.43892336,5.94785007,4.59939137,4.36148696
2013-01-01,5.08266959,5.67545781,5.05466098,8.5326385,19.36810109,20.71262927,5.4113769,5.19863158,6.95016679,9.90641592,6.04773375,7.88585942,4.91967393,8.95276804,10.37981597,7.61886034,8.428983,7.63405702,4.12621396,5.44182872,5.61615123,7.20569251,6.06492979,3.61761829,35.81291324,17.70758766,12.61661981,,7.69323172,6.83513424,4.47970139,6.9623127,12.26340669,6.45711013,6.91635371,5.03682147,6.86858793,4.02422957,9.3694765,5.63938108,103.41481292,7.48500013,5.8805507,4.6119191,4.68440187
2013-02-01,5.12991623,5.69147103,5.06527755,8.6067521,18.17554611,19.26327928,5.43104207,5.24462974,7.00628193,9.89513497,6.15382457,7.88233685,4.97322294,9.01366428,10.44002351,7.6623662,8.42490273,7.69345381,4.15292276,5.46963398,5.74259109,7.31330382,6.09759301,3.62838679,35.76938207,17.731129,12.65895662,,7.59333286,6.86435318,4.49314245,6.8540969,12.08110614,6.45954515,6.93379983,5.03693502,6.91271146,4.04448645,9.40703737,5.6950981,103.41736133,7.51545547,5.81328603,4.63461633,4.68845385
2013-03-01,5.23989766,5.72317326,5.06194628,8.60665518,18.23987419,19.73460932,5.45603155,5.28650936,7.03592966,9.88530222,6.15763291,7.89203162,4.9781744,9.05610089,10.47038201,7.66141251,8.42393351,7.74799337,4.17214873,5.54003344,5.75498727,7.25924294,6.12488804,3.67732851,35.77423201,17.73548363,12.69270683,,7.66446733,6.9007452,4.53900405,6.89241874,11.97386942,6.42267572,6.93422348,5.03692877,6.9538639,4.0710485,9.43050863,5.77471556,103.41503267,7.55537766,5.8048177,4.65643084,4.70232576
2013-04-01,5.16671251,5.7252094,5.05737807,8.60669217,20.69487001,21.81453798,5.48345942,5.30189615,7.06655493,9.86829625,6.22325017,7.93276344,4.98782295,9.10198977,10.51805458,7.65628846,8.42009117,7.80914843,4.17621431,5.55024183,5.76133826,7.08844115,6.15317778,3.6985096,35.13191724,17.79608958,12.83342208,,7.69513867,6.92314008,4.58561707,7.09588197,12.55370441,6.47157928,6.99525119,5.03698627,6.99576974,4.10434824,9.47815893,5.78865622,103.41360859,7.60094067,5.61145288,4.65636672,4.7333529
2013-05-01,5.04355233,5.7597642,5.06028193,8.60660659,22.73027653,23.05934672,5.50855485,5.3181139,7.08080292,9.81928125,6.18836488,7.95603115,4.91745399,9.11888587,10.55630778,7.73038426,8.41986765,7.82135317,4.18740535,5.56970967,5.79167347,7.02768032,6.20356299,3.72719233,34.70980662,17.90541787,12.9289001,,7.77949966,6.91471809,4.61414644,7.04131024,14.42441444,6.59332183,7.23688583,5.03698747,7.12049495,4.13589119,9.52983913,5.7559459,103.4207917,7.63563795,5.51980951,4.6676502,4.74273261
2013-06-01,5.14108005,5.77826691,5.05390932,8.60661014,22.26300688,22.89708991,5.54254725,5.33242299,7.11344906,9.81861261,6.20429198,7.96854822,4.91505669,9.16575976,10.56596914,7.7555487,8.40644524,7.84606388,4.20649202,5.57776765,5.79794632,7.2860324,6.26786277,3.76557135,34.25080741,17.95957767,13.09246133,,7.80663404,6.89467846,4.61654791,7.18570534,19.02031523,6.77060275,7.49277115,5.03697927,7.24305431,4.16240261,9.57482367,5.68403633,103.41539791,7.68703707,5.48074512,4.68401202,4.7428921
2013-07-01,5.15322057,5.78179421,5.12648964,8.59097533,21.19775128,21.89946662,5.57074927,5.36169094,7.14587939,9.85537264,6.26972931,7.96750013,4.87311373,9.19624126,10.64938812,7.75226373,8.47644142,7.86159016,4.21231575,5.60444867,5.93816496,7.51459441,6.30957249,3.79898394,34.3722839,18.12732497,13.13163298,,7.81428183,6.88659119,4.63794426,7.13175722,20.20598364,6.86097776,7.5719515,5.0370305,7.28546587,4.19107564,9.53555105,5.78757847,103.41356657,7.67903909,5.42142036,4.7227847,4.74388567
2013-08-01,5.11017841,5.7885957,5.13935112,8.59095563,20.41476712,21.16353872,5.60203573,5.38849403,7.16997448,9.87034456,6.28222376,7.97511098,4.86514996,9.23624861,10.60901795,7.73548645,8.52582475,7.88232076,4.21657918,5.63097129,5.9848475,7.56925598,6.34070365,3.83482778,34.11726963,18.12417088,13.24358942,,7.87563799,6.89292354,4.63968467,7.02123056,23.55307508,6.9175798,7.64881243,5.03697657,7.41360599,4.22483026,9.56994462,5.86205952,103.41718741,7.69271899,5.60478913,4.73557027,4.74514037
2013-09-01,5.14790483,5.82987012,5.15182798,8.59097758,19.68479584,21.56955939,5.63735825,5.43065831,7.17120327,9.96046318,6.31198726,8.06215734,4.94335747,9.27173372,10.75170333,7.76109713,8.54562063,7.89244491,4.22812984,5.62403021,6.1184018,7.71865605,6.43332484,3.85790416,34.16130849,18.18369114,13.38545335,,8.13981077,7.00474425,4.6795241,6.9703488,20.57730272,7.12536813,7.69985911,5.36694275,7.52799607,4.28115169,9.84366255,5.78175718,103.42168242,7.71724941,5.72597819,4.90449581,4.7484586
2013-10-01,5.36223548,5.86325256,5.21034692,8.51761544,21.74786502,23.02628752,5.66976219,5.46591762,7.2011094,9.97190764,6.48627882,8.26001268,5.0073464,9.34028987,10.81429424,7.80270189,8.5770758,7.8971658,4.24211294,5.62413707,6.19905736,7.6251334,6.47727571,3.8375525,34.22670547,18.1905075,13.5404349,,8.15015763,7.02688476,4.72943251,7.32171063,17.43969717,7.16934459,7.70470664,5.36670621,7.53749109,4.32396988,9.88247453,5.79973496,103.41651449,7.73641561,5.63252307,4.92783046,4.7501126
2013-11-01,5.28276302,5.89924809,5.20902479,8.45919538,22.49936944,23.64663702,5.70840742,5.49450731,7.2629892,9.98495052,6.51237497,8.29107856,5.02480868,9.42310632,10.85728972,7.86253367,8.58158755,7.93030336,4.39530825,5.67555678,6.1676186,7.66985926,6.46195583,3.86037519,33.90457523,18.19067691,13.69568008,,8.1368747,7.03623179,4.7433037,7.64573243,14.33952417,7.16909074,7.70396724,5.36679334,7.53776425,4.35765715,9.81964743,5.78508952,103.41616145,7.7860184,5.61878723,4.94375481,4.75050323
2013-12-01,5.36202824,5.94928278,5.20648685,8.21949829,21.79772277,23.4445363,5.73889385,5.50340135,7.27465031,10.13474955,6.50498109,8.3383964,5.0195845,9.48711553,10.91857904,7.90366621,8.58520101,7.96301013,4.57305802,5.70304929,6.1589906,7.95128926,6.44348634,3.87945134,34.0780936,18.19025764,13.98823783,,8.33394289,7.07065068,4.75174315,7.374122,13.89682382,7.16898601,7.7038547,5.36671494,7.53925475,4.39700119,9.81462352,5.74978489,103.4124481,7.83138163,5.5737011,4.95984998,4.75209192
2014-01-01,5.6561593,5.98809178,5.61562915,8.82976194,20.12442152,21.72975564,5.76739661,5.5642697,7.33039086,10.16091026,6.63308151,8.40086042,5.13918631,9.53983602,10.93117674,7.97522421,8.59954452,8.09876736,4.79597978,5.87815851,6.52177783,8.08639322,6.44464911,3.90020993,33.80994505,18.16287161,14.07766826,,8.27634589,7.09901247,4.82388225,7.57819206,14.75798767,7.16883284,7.70224269,5.36679644,7.54993241,4.4670501,10.08979182,5.71028947,103.41608617,7.88959428,5.80900857,4.96998769,4.963895
2014-02-01,5.66154337,6.02191708,5.6363821,8.82986197,19.13591737,20.52752064,5.79184608,5.6768611,7.41305069,10.14998178,6.70587123,8.52437637,5.22582664,9.66093184,11.11899686,8.07054927,8.63043952,8.17242247,4.85752114,5.91557145,6.92620779,8.10309102,6.49696225,3.94299152,34.37514523,18.18412167,14.40120842,,8.20812696,7.2172269,4.87392045,7.53811954,14.79033845,7.17441226,7.70550075,5.36665719,7.58354485,4.53645997,10.12209742,5.68338282,103.41137327,7.97663658,5.9257725,4.98570163,4.9711691
2014-03-01,5.78618195,6.05851036,5.61929075,8.82983339,19.45777877,21.56020652,5.81379222,5.74879693,7.43830046,10.13342638,6.70818766,8.59948886,5.30486899,9.76434502,11.21179429,8.18022861,8.63112547,8.27978472,4.91173294,5.9919825,7.17735628,8.02167387,6.52275021,3.95850331,34.72137883,18.21242847,14.84265108,,8.27419192,7.3606272,4.90658331,7.45243416,15.06921714,7.16704479,7.67676055,5.3668108,7.6314217,4.59702952,10.25343123,5.82916694,103.41179912,8.02589281,6.07448382,4.99634916,4.99660775
2014-04-01,5.87146169,6.09664617,5.6407676,8.82985726,22.13834251,23.93636229,5.84008022,5.78352728,7.48779783,10.11782023,6.9284688,8.82879767,5.31661798,9.86409371,11.26821008,8.2313228,8.67282584,8.32078413,5.07222912,6.00585168,7.21561762,7.85233035,6.55517462,4.01798693,34.41323882,18.21911498,15.15376203,,8.46467843,7.40558244,4.92757863,7.54794693,14.51213865,7.31115174,7.8223243,5.3667391,7.64480569,4.63658791,10.24404178,5.84547871,103.41146712,8.1104162,5.94681886,5.01559449,4.99957531
2014-05-01,5.7846237,6.12907935,5.62164217,8.81771177,24.51843599,24.95953992,5.87480698,5.83246292,7.63138246,10.07164717,6.92284059,8.86224868,5.23972994,9.96658665,11.34793489,8.27002392,8.80226685,8.35164351,5.13961252,6.07278771,7.16571697,7.76264916,6.60354629,4.05045908,33.88589221,18.21787468,15.28195523,,8.40307187,7.39018358,4.94704213,7.756595,14.96787826,7.40926604,7.96199678,5.36677792,7.7088602,4.69126833,10.29676359,5.74917387,103.41234353,8.19368403,5.95361296,5.0368911,5.00014842
2014-06-01,5.80157889,6.20754295,5.61780257,8.81263533,24.13881858,24.89613066,5.91896819,5.86023539,7.65741255,10.0439185,6.97269057,8.90488955,5.2434671,10.04573625,11.37647774,8.3074303,9.00678565,8.37959925,5.15760461,6.09698614,7.09254029,7.8559701,6.69627112,4.08828041,33.32445749,18.20019686,15.43706678,,8.41360639,7.41538142,4.96800277,7.86748761,16.65915034,7.56394004,8.18117018,5.36679364,7.84377053,4.73869087,10.31873445,5.72064648,103.41090734,8.25748596,6.01979042,5.05209733,5.0020011
2014-07-01,5.8155833,6.27662939,5.7392864,8.9873294,23.32283358,24.16483485,5.95861777,5.88602488,7.78513123,10.05602756,6.92618312,8.92329677,5.30053408,10.135698,11.48970367,8.33615422,9.03285301,8.38661414,5.20024993,6.1148981,7.08858949,7.93635075,6.77456585,4.15546507,33.49120744,18.58570102,15.54661963,,8.42397986,7.43201661,4.98379772,8.03192908,18.10742987,7.62047762,8.25310411,5.36663004,7.89004821,4.79169933,10.36408449,5.62440326,103.41420137,8.29883692,6.10539327,5.07118803,5.33665674
2014-08-01,5.86574049,6.35310821,5.86596197,8.92992988,22.14087936,23.09425831,6.0002269,5.90900057,7.84127608,10.04176982,6.88821239,8.93497656,5.35102724,10.20853365,11.51534696,8.39828118,9.04602954,8.39942888,5.21308119,6.1229346,7.08542107,7.87119353,6.84735376,4.17700707,33.06588244,18.62842053,15.61683858,,8.49556316,7.46407042,5.00266072,8.12059981,19.0059781,7.67222957,8.30387123,5.39963925,7.95913081,4.87362183,10.47674185,5.54225052,103.41687467,8.3581185,6.1716169,5.11847874,5.35797035
2014-09-01,5.88195242,6.39953127,5.8649297,8.82339883,21.33433602,23.4361666,6.05226309,5.93304602,7.85342181,10.07482697,6.89722634,8.95993654,5.37708178,10.28260332,11.60894332,8.44686116,9.05783488,8.44331092,5.24870066,6.15188925,7.08681479,7.79642839,6.96971462,4.20680608,32.80306954,18.6382529,15.92411012,,8.73306603,7.62455617,5.04591127,8.09752921,18.17979768,7.7585132,8.38237672,5.80253798,8.0167663,4.93679039,10.52931178,5.47805514,103.41377702,8.41912367,6.22220669,5.29566683,5.34238786
2014-10-01,6.04434527,6.46975583,5.86302764,8.8233706,23.55686697,25.42942042,6.0985002,5.96215871,7.96897414,10.66194004,6.92949154,8.81554248,5.38021461,10.37888635,11.69437832,8.48001245,9.06756219,8.48277081,5.37340433,6.1918942,7.08292591,7.71261376,7.03782026,4.20093497,32.50537703,18.66890549,16.09312101,,8.90197886,7.75949592,5.12182445,8.123876,16.94850237,7.79027264,8.39626069,5.80257417,8.08642229,4.9821604,10.57102459,5.48463761,103.41377899,8.47208577,6.30919868,5.31658924,5.34714522
2014-11-01,6.05676756,6.51952904,5.86602516,8.82328357,24.59990567,26.21689983,6.12785122,5.98862617,8.06691091,10.61898578,6.98664101,8.8145143,5.44532789,10.44792513,11.77450077,8.55897642,9.06110207,8.50172341,5.41689392,6.20500674,7.04416274,7.46998738,6.94425684,4.18483831,32.31242457,18.66801862,16.19752266,,8.90940848,7.84880139,5.14267108,8.11121649,14.10023891,7.80088029,8.40535662,5.80258722,8.12353784,5.0223347,10.47823031,5.48412067,103.41133196,8.53049774,6.21508681,5.33539268,5.34808017
2014-12-01,6.05605545,6.53394295,5.85445152,8.82335951,23.56378111,25.66564387,6.16024237,6.01009234,8.0477908,10.60713692,7.00906774,8.79229067,5.43684486,10.51084052,11.86035857,8.56515636,9.06192462,8.51524593,5.43121477,6.2141854,7.00351352,7.16591349,6.94176872,4.22871784,32.17999611,18.67047663,16.3402022,,8.75804709,7.91312572,5.14330637,8.28399496,13.68980017,7.80604524,8.41479955,5.80254145,8.11843447,5.05864064,10.3425855,5.49248961,103.413107,8.57883739,6.31955313,5.34876818,5.34960642
2015-01-01,6.28333482,6.55559181,6.29382038,9.17141776,21.90329676,23.92677178,6.19471076,6.05053964,8.60920854,10.57274251,7.19044696,8.94411773,5.60775231,10.53899125,11.86477864,8.63699078,9.08290188,8.66753701,5.58179734,6.35029384,7.17070933,6.91999376,6.93512657,4.26257327,32.61546366,19.02401894,16.4294066,,8.84759783,7.93956432,5.21389955,8.32705555,13.02912583,7.80506846,8.41221916,5.80255044,8.12397272,5.10573969,10.41306305,5.58769874,104.21322829,8.64884284,6.47710584,5.37947168,5.68167568
2015-02-01,6.45232505,6.63071432,6.31854596,9.1251058,20.49573296,22.23645862,6.22462462,6.09687299,8.70781938,10.58497234,7.18359777,8.95820928,5.62863118,10.61316339,11.90865942,8.67075919,9.16606288,8.71959584,5.65725412,6.37802582,7.34070521,7.07109321,6.95769432,4.26980176,32.38546356,19.21645073,16.48912898,,8.8904453,8.02158193,5.27158969,8.45540619,13.64469943,7.80257749,8.39304113,5.80244013,8.11499264,5.16201609,10.4867111,5.63532351,105.06648715,8.663382,6.57616841,5.40207132,5.68309392
2015-03-01,6.61952448,6.68322651,6.31283815,9.12505442,20.57314607,22.95802044,6.25069441,6.15159788,8.75435726,10.68851119,7.24302511,9.04620406,5.61413602,10.72733957,11.97041747,8.74308005,9.25229556,8.77937744,5.77047093,6.41399345,7.36226565,7.23362577,6.94556799,4.30237761,32.79585161,19.19511027,16.62872002,,8.87396674,8.06536371,5.31671986,8.53386743,13.84874581,7.83557206,8.40822688,5.80247996,8.1209681,5.23091339,10.70927353,5.64352101,105.06921179,8.69563649,6.63288539,5.40453608,5.83923844
2015-04-01,6.73281771,6.71477959,6.32733764,9.1250426,23.21225387,25.40033759,6.28570315,6.20067468,8.82212615,10.69502604,7.33172909,9.24136331,5.71560095,10.86036605,11.94513889,8.82469765,9.27081765,8.81926594,5.77836627,6.43060832,7.37205294,7.28653066,6.96961311,4.32647022,32.68521612,19.17555825,16.61686073,,8.97959764,8.1280605,5.3488153,8.60907071,14.09639782,7.9678693,8.61967182,5.80253586,8.12903249,5.30023563,10.79422889,5.78527614,105.06808817,8.78771028,6.76923061,5.43071362,6.02684442
2015-05-01,6.53284503,6.81685088,6.33274726,9.12512722,25.85872757,26.86883716,6.32450277,6.245706,8.92044457,10.6982405,7.3968438,9.28861755,5.77248479,11.00044308,12.13639404,8.8645881,9.27051124,8.8403879,5.81048835,6.45906781,7.46602331,7.47890031,7.04760319,4.38544669,32.81811612,19.18352586,16.86330863,,9.00685875,8.15728576,5.39330221,8.73213427,14.53095127,8.0395212,8.73669124,5.80245827,8.12906544,5.36930959,10.83264115,5.97964043,105.07036028,8.83552482,6.76653809,5.44976076,6.02134833
2015-06-01,6.33491886,6.85770371,6.32645633,9.12514085,25.47168525,26.67184687,6.36170132,6.27975816,8.96877352,10.69146317,7.34788591,9.33568854,5.73970971,11.12806419,12.23408947,8.91266426,9.37602701,8.86558383,5.82029544,6.47278606,7.48771794,7.42540018,7.08705285,4.41972705,32.46362125,19.19066188,16.93252837,,9.17928913,8.17666202,5.42528186,8.75176908,18.96571284,8.15009785,8.86140648,5.80261059,8.14045516,5.4281698,10.94095178,5.97731695,105.07249483,8.93129143,6.8281851,5.46182731,6.08281568
2015-07-01,6.34944512,6.92074994,6.53096616,9.21627256,24.17817601,25.43999284,6.41094872,6.3190727,8.96485432,10.69633974,7.54443365,9.44479417,5.84761417,11.20141669,12.29850917,8.94911171,9.38845956,8.90850616,5.83550249,6.49589338,7.5786582,7.39513052,7.11253929,4.4838248,31.95096412,19.20424216,16.84219275,,9.21064612,8.24999354,5.44282841,8.77615045,19.53284959,8.20378932,8.92877646,5.85555119,8.15325565,5.50506223,10.88768423,6.37390649,105.06955548,8.98972261,6.72374105,5.47495842,6.05618784
2015-08-01,6.4304788,7.0401858,6.58247853,9.24583244,23.09380274,24.48311715,6.45830453,6.34953103,8.99409401,10.69833601,7.56982333,9.48116258,5.86061621,11.31723176,12.3718279,8.92730557,9.42751532,8.92960922,5.8677686,6.52359207,7.60575067,7.2704517,7.14088007,4.51277397,32.6849523,19.43438795,17.02632541,,9.24056377,8.30377677,5.47499395,8.82546793,19.95106164,8.30730878,9.02169087,6.12069183,8.19236402,5.61509684,11.16181404,6.71179362,105.06830929,9.02688405,6.89340814,5.52636798,6.16161709
2015-09-01,6.50755774,7.16511948,6.58777064,9.280316,22.1820844,24.76564554,6.51239718,6.41194334,9.0324509,10.73367374,7.5848487,9.54114681,6.06541987,11.4661844,12.50848593,8.9374612,9.66020526,8.96825117,5.89417483,6.54376847,7.90254671,7.32699182,7.18404036,4.56363373,33.12261128,19.54441674,17.12523456,,9.33279112,8.43762743,5.49284889,9.07318751,19.41233121,8.45079302,9.08143394,6.14928291,8.21336608,5.66711558,11.30837246,7.12252004,105.06645105,9.09378138,7.14241843,5.79326869,6.30641823
2015-10-01,6.55761602,7.20742918,6.58104125,9.28014928,24.86078446,27.10081515,6.55917387,6.47093432,9.09546667,10.83096535,7.71990287,9.71990779,6.17241227,11.5832248,12.6542484,8.9755044,9.66912122,9.01410526,5.94918308,6.55592739,8.05934846,7.38517275,7.27824452,4.58855701,33.47447866,19.60063767,17.50536282,,9.41096302,8.59758095,5.59382364,9.26700083,17.96491381,8.53550187,9.11301397,6.1844509,8.32671689,5.72289577,11.09170183,7.67063999,105.06873927,9.14610849,7.23022602,5.8747581,6.32067054
2015-11-01,6.626665,7.23367997,6.58449709,9.28022248,26.28403046,28.24394584,6.60674233,6.5088418,9.15480649,10.86761634,7.79734273,9.812897,6.18720283,11.66525186,12.83198423,9.01886659,9.67514962,9.02236347,6.00672789,6.57763195,8.03700262,7.28891221,7.22050987,4.63158451,33.73171176,19.63995959,17.41866619,,9.5080283,8.6408644,5.63177483,9.31101642,16.26146078,8.54789051,9.12311124,6.1842634,8.34994718,5.75445484,10.922834,8.16465894,105.07090863,9.21948312,7.01264938,5.87653991,6.32408142
2015-12-01,6.71285038,7.26397752,6.58854511,9.28022966,25.61295104,28.21146732,6.63603309,6.5526707,9.23797535,10.88465033,7.78040949,9.84768384,6.24235245,11.74061675,13.02608771,9.11829587,9.66969452,9.04354815,6.01366664,6.60491366,7.99160701,7.21579541,7.21957132,4.70234626,33.38058233,19.64691746,17.41821597,,9.40992382,8.67573658,5.66436907,9.3273307,16.31010041,8.55656865,9.12309241,6.18425064,8.35039746,5.77837391,10.87734957,8.42900141,105.06765662,9.27612302,7.01318111,5.88001103,6.32477501
2016-01-01,7.01831769,7.32187444,7.2943022,10.16332175,23.83667198,26.53266732,6.68712953,6.60380827,9.3942749,11.17621665,8.0570712,9.94428701,6.33014659,11.77329699,13.03361557,9.19200502,9.69899134,9.39766812,6.21240745,6.88834461,8.11561424,7.18507589,7.24998841,4.68227078,34.08016516,19.75037304,17.57838229,,9.421203,8.71613273,5.76079174,9.4510016,16.94083697,8.55741155,9.12356714,6.18428451,8.39793771,5.83459791,11.08814002,8.89366523,112.30380173,9.38533568,7.175908,5.9100717,6.73449416
2016-02-01,7.01021286,7.39609249,7.3655754,10.2647196,22.41166124,24.74319112,6.7231773,6.65289766,9.49246457,11.16185358,8.10820756,9.94666436,6.35822908,11.81051503,13.14034113,9.24163067,9.93011487,9.55115486,6.31503958,6.93026168,8.35293973,7.09902581,7.31920889,4.69792754,33.85599284,19.75580754,17.43799525,,9.39353128,8.79896666,5.8550543,9.66387002,15.81656424,8.56953739,9.17693644,6.18434654,8.32214801,5.88797245,11.0591784,9.22325783,120.15423445,9.45340659,7.35783729,5.93491976,6.75435766
2016-03-01,6.88773627,7.5023949,7.36841033,10.26464547,22.31709163,25.4520209,6.75509195,6.6939328,9.50318514,11.14256797,8.17215662,9.94761642,6.41876527,11.92141244,13.05132231,9.26074682,10.17791608,9.59801599,6.32149097,6.96307661,8.37471745,7.21859654,7.32852564,4.70402537,33.65910201,19.75719016,17.66246758,,9.46563236,8.8625844,5.89714661,9.69084216,15.2589121,8.62250829,9.28542346,6.18429393,8.27189037,5.93064921,11.06418197,9.4519641,120.15478009,9.49897885,7.46661905,5.96106706,6.73982547
2016-04-01,6.77192186,7.58880637,7.43014921,10.26468146,25.25687096,28.19393218,6.81296037,6.75068829,9.53492384,11.12976147,8.24855208,10.0504218,6.46660559,12.02883376,13.2059751,9.2700871,10.22997749,9.63114563,6.34051991,6.99831652,8.3764183,7.27857293,7.40310617,4.77386241,33.60884359,19.78346681,17.83611923,,9.7794201,8.92795475,5.89312224,9.92519638,15.17688916,8.71205005,9.45362693,6.18424307,8.27063618,5.96022251,11.07027882,9.75862856,120.15581801,9.55733126,7.40029173,5.96409446,6.69388568
2016-05-01,6.64892269,7.63475577,7.39771179,10.2647166,27.61380679,29.28778254,6.8653988,6.80118068,9.57511206,11.12598795,8.21674555,10.07959265,6.40215219,12.09713788,13.30293715,9.28580947,10.24891004,9.64620588,6.37182667,7.02255289,8.3876149,7.45819164,7.42066029,4.79798056,33.29488087,19.98485634,17.83596122,,9.68715141,8.97337942,5.92132018,9.80785665,17.41362692,8.80344462,9.64154991,6.18413977,8.33009821,5.99583682,11.04635353,9.82960382,120.15443639,9.5731411,7.61249736,5.94828152,6.80875363
2016-06-01,6.73062049,7.65921808,7.39567754,10.26470525,27.25034559,28.88544826,6.92279543,6.84344758,9.66237853,11.12433718,8.26142669,10.12186385,6.40419983,12.20386915,13.3582958,9.34290342,10.41006596,9.66960733,6.38018003,7.03300313,8.48863666,7.49180631,7.44343028,4.87288245,32.9004015,20.09377004,17.6480104,,9.51152697,8.99560625,5.89822397,9.95306222,18.01209495,8.89871608,9.84601963,6.1843438,8.29144003,6.04241223,10.84284327,9.72105977,120.16192034,9.64462088,7.61217197,6.00402421,6.76103814
2016-07-01,6.95627929,7.70653051,7.6014038,11.02155925,26.17484389,27.50440298,6.9732014,6.86691935,9.68413617,11.12916128,8.34800021,10.11499573,6.30677439,12.29173017,13.41808933,9.41415991,10.6378784,9.70568226,6.38889724,7.03771842,8.48520831,7.4387259,7.55137229,4.90765141,33.18169789,20.36909194,17.52676182,,9.61807517,9.01516153,5.91218478,9.91072878,19.32489339,8.97442429,9.92059638,6.18428672,8.35492827,6.12150347,10.89121543,9.86467098,124.70748869,9.71163022,7.83550019,6.04461179,6.75581406
2016-08-01,6.81138603,7.71722158,7.64742382,11.42319432,24.85990009,26.53267039,7.03410285,6.90190153,9.77999593,11.1240567,8.35435597,10.10718094,6.33728996,12.34693973,13.46038884,9.44758473,10.64494161,9.77533299,6.43700487,7.04241368,8.58654759,7.38348876,7.57256047,4.9518225,33.22019586,20.36953499,17.94794637,,9.78214273,9.03019204,5.93719186,10.0031307,18.98720342,9.06695018,9.9845193,6.61632239,8.5028392,6.17265937,10.96813374,9.82710339,124.71020188,9.7491283,7.90035807,6.12196437,6.75661334
