tarih,aofm,tlref
2024-01-09,42.5,41.974
2024-01-10,42.5,41.8475
2024-01-11,42.5,41.4827
2024-01-12,42.5,41.4439
2024-01-15,42.5,41.057
2024-01-16,42.5,41.2029
2024-01-17,42.5,41.4151
2024-01-18,42.5,41.655
2024-01-19,43.03,43.6904
2024-01-22,42.5,43.7008
2024-01-23,42.5,43.4678
2024-01-24,42.5,43.1517
2024-01-25,42.5,42.0257
2024-01-26,43.0,43.5041
2024-01-29,43.33,43.5065
2024-01-30,43.57,43.5124
2024-01-31,44.0,43.5044
2024-02-01,46.4,44.5056
2024-02-02,45.0,46.3234
2024-02-05,45.0,46.0331
2024-02-06,45.0,45.8854
2024-02-07,45.0,45.7147
2024-02-08,45.0,45.3618
2024-02-09,45.0,45.2185
2024-02-12,45.0,44.7522
2024-02-13,45.0,43.8545
2024-02-14,45.0,44.933
2024-02-15,45.0,46.0428
2024-02-16,45.0,45.885
2024-02-19,45.0,44.9613
2024-02-20,45.0,44.9375
2024-02-21,46.02,45.8854
2024-02-22,46.23,46.469
2024-02-23,46.36,46.49
2024-02-26,45.02,46.4824
2024-02-27,45.0,46.4314
2024-02-28,45.0,46.026
2024-02-29,45.0,44.4332
2024-03-01,46.16,46.3696
2024-03-04,46.31,46.4936
2024-03-05,46.27,46.494
2024-03-06,46.27,46.4955
2024-03-07,46.25,46.4954
2024-03-08,46.28,46.4962
2024-03-11,46.2,46.4938
2024-03-12,46.24,46.4941
2024-03-13,46.26,46.4942
2024-03-14,46.35,46.4969
2024-03-15,46.06,46.4474
2024-03-18,46.18,46.4727
2024-03-19,46.26,
2024-03-20,46.32,46.4949
2024-03-21,46.37,46.4953
2024-03-22,48.57,52.7545
2024-03-25,48.94,52.8268
2024-03-26,49.47,52.4189
2024-03-27,49.91,51.4817
2024-03-28,51.15,52.4171
2024-03-29,51.22,52.9904
2024-04-01,50.0,52.2231
2024-04-02,50.0,52.2007
2024-04-03,50.0,52.4856
2024-04-04,50.19,52.9525
2024-04-05,51.95,52.9919
2024-04-08,50.0,51.4758
2024-04-09,50.0,48.8128
2024-04-15,50.87,52.5104
2024-04-16,51.62,52.9671
2024-04-17,52.5,52.9907
2024-04-18,52.54,52.9941
2024-04-19,52.27,52.9924
2024-04-22,51.78,52.9906
2024-04-24,51.63,52.9902
2024-04-25,52.4,52.9914
2024-04-26,52.46,52.9918
2024-04-29,51.98,
2024-04-30,52.24,52.9914
2024-05-02,51.84,52.99
2024-05-03,52.45,52.9908
2024-05-06,50.87,52.9897
2024-05-07,50.0,49.1538
2024-05-08,50.0,47.948
2024-05-09,52.57,50.0002
2024-05-10,52.74,52.99
2024-05-13,50.0,52.1851
2024-05-14,50.0,51.3448
2024-05-15,50.0,50.6852
2024-05-16,50.0,50.1796
2024-05-17,50.0,48.3943
2024-05-20,50.0,48.1307
2024-05-21,50.0,47.1255
2024-05-22,50.0,47.1614
2024-05-23,50.0,51.0183
2024-05-24,51.51,52.99
2024-05-27,50.0,52.957
2024-05-28,50.0,52.2449
2024-05-29,50.0,52.134
2024-05-30,50.0,52.2091
2024-05-31,50.0,52.3423
2024-06-03,50.0,52.6713
2024-06-04,50.04,52.6798
2024-06-05,50.4,52.8312
2024-06-06,50.0,50.4913
2024-06-07,50.0,50.0566
2024-06-10,50.0,50.2325
2024-06-11,50.0,50.0964
2024-06-12,50.0,51.0793
2024-06-13,50.0,49.4028
2024-06-14,50.0,48.4213
2024-06-20,50.0,47.0247
2024-06-21,50.0,50.3459
2024-06-24,50.0,49.5783
2024-06-25,50.0,
2024-06-26,50.0,50.8764
2024-06-27,50.0,50.4467
2024-06-28,51.37,52.6454
2024-07-01,50.0,50.6073
2024-07-02,50.0,51.7992
2024-07-03,50.0,52.5316
2024-07-04,50.0,52.2586
2024-07-05,50.0,52.4118
2024-07-08,50.0,52.4476
2024-07-09,50.0,52.3546
2024-07-10,50.0,52.2632
2024-07-11,50.0,
2024-07-12,50.0,50.1163
2024-07-16,50.0,48.4364
2024-07-17,50.0,47.8724
2024-07-18,50.0,47.8833
2024-07-19,50.0,49.6362
2024-07-22,50.0,49.9972
2024-07-23,50.0,51.1162
2024-07-24,50.0,50.9549
2024-07-25,50.0,48.9177
2024-07-26,50.0,48.3286
2024-07-29,50.0,47.9803
2024-07-30,50.0,47.2575
2024-07-31,50.0,47.0161
2024-08-01,50.0,48.3066
2024-08-02,50.0,51.0963
2024-08-05,50.0,51.7523
2024-08-06,51.6,52.7846
2024-08-07,51.4,52.962
2024-08-08,51.3,52.9476
2024-08-09,50.0,52.3461
2024-08-12,50.0,51.2359
2024-08-13,50.0,49.9659
2024-08-14,50.0,
2024-08-15,50.0,50.3466
2024-08-16,50.0,49.814
2024-08-19,50.0,49.2389
2024-08-20,50.0,49.3515
2024-08-21,50.0,50.1215
2024-08-22,50.0,
2024-08-23,50.0,50.608
2024-08-26,50.0,49.854
2024-08-27,50.0,50.1145
2024-08-28,50.0,49.9654
2024-08-29,52.79,52.5273
2024-09-02,52.49,52.9439
2024-09-03,52.74,52.991
2024-09-04,52.64,
2024-09-05,52.59,52.9911
2024-09-06,52.51,52.9911
2024-09-09,52.09,52.99
2024-09-10,50.0,52.5283
2024-09-11,50.04,52.2072
2024-09-12,50.0,51.0595
2024-09-13,50.0,49.1845
2024-09-16,50.0,47.7959
2024-09-17,50.0,47.3626
2024-09-18,50.0,47.0385
2024-09-19,50.0,47.4179
2024-09-20,50.0,48.7372
2024-09-23,50.0,50.2547
2024-09-24,50.0,49.9075
2024-09-25,50.0,47.2726
2024-09-26,50.0,47.1152
2024-09-27,50.0,48.4031
2024-09-30,50.0,50.5749
2024-10-01,50.0,49.6145
2024-10-02,50.0,49.7813
2024-10-03,50.0,49.7344
2024-10-04,50.0,49.9949
2024-10-07,50.0,49.8229
2024-10-08,50.0,49.9565
2024-10-09,50.0,49.8138
2024-10-10,50.0,49.71
2024-10-11,50.0,48.9504
2024-10-14,50.0,48.4093
2024-10-15,50.0,48.4173
2024-10-16,50.0,48.5104
2024-10-17,50.0,48.9438
2024-10-18,50.0,49.103
2024-10-21,50.0,49.305
2024-10-22,50.0,49.2782
2024-10-23,50.0,49.1835
2024-10-24,50.0,48.5443
2024-10-25,50.0,48.7948
2024-10-28,50.0,48.6841
2024-10-30,50.0,48.6061
2024-10-31,50.0,48.6169
2024-11-01,50.0,49.381
2024-11-04,50.0,49.8167
2024-11-05,50.0,
2024-11-06,50.0,49.9215
2024-11-07,50.0,49.7506
2024-11-08,50.0,49.5388
2024-11-11,50.0,49.3882
2024-11-12,50.0,49.3224
2024-11-13,50.0,48.9834
2024-11-14,50.0,49.0536
2024-11-15,50.0,49.1647
2024-11-18,50.0,49.1519
2024-11-19,50.0,49.1692
2024-11-20,50.0,49.2678
2024-11-21,50.0,49.3296
2024-11-22,50.0,49.425
2024-11-25,50.0,49.379
2024-11-26,50.0,49.3205
2024-11-27,50.0,49.3514
2024-11-28,50.0,49.4125
2024-11-29,50.0,49.7151
2024-12-02,50.0,49.7118
2024-12-03,50.0,49.5828
2024-12-04,50.0,49.3714
2024-12-05,50.0,49.4838
2024-12-06,50.0,50.009
2024-12-09,50.0,50.0604
2024-12-10,50.0,49.9179
2024-12-11,50.0,49.5271
2024-12-12,50.0,49.3312
2024-12-13,50.0,49.3182
2024-12-16,50.0,49.2055
2024-12-17,50.0,49.2439
2024-12-18,50.0,49.3302
2024-12-19,50.0,49.2447
2024-12-20,50.0,49.3466
2024-12-23,50.0,49.296
2024-12-24,50.0,49.309
2024-12-25,50.0,49.4242
2024-12-26,50.0,48.7801
2024-12-27,49.38,47.0796
2024-12-30,48.75,47.0615
2024-12-31,48.13,48.7972
2025-01-02,48.0,46.6232
2025-01-03,48.0,46.7629
2025-01-06,48.0,46.9186
2025-01-07,48.0,46.8244
2025-01-08,47.5,46.6829
2025-01-09,47.5,46.636
2025-01-10,47.5,46.6822
2025-01-13,47.5,46.4987
2025-01-14,47.5,46.5284
2025-01-15,47.5,46.6073
2025-01-16,47.5,46.6784
2025-01-17,47.5,46.7211
2025-01-20,47.5,46.6422
2025-01-21,47.5,46.5125
2025-01-22,47.5,
2025-01-23,47.5,46.2088
2025-01-24,45.0,
2025-01-27,45.0,44.3334
2025-01-28,45.0,44.3578
2025-01-29,45.0,44.3841
2025-01-30,45.0,44.4767
2025-01-31,45.0,44.487
2025-02-03,45.0,44.4889
2025-02-04,45.0,44.5905
2025-02-05,45.0,44.6477
2025-02-06,45.0,44.6111
2025-02-07,45.0,44.6453
2025-02-10,45.0,44.5928
2025-02-11,45.0,44.6266
2025-02-12,45.0,44.6629
2025-02-13,45.0,44.5011
2025-02-14,45.0,44.5113
2025-02-17,45.0,44.5124
2025-02-18,45.0,44.5117
2025-02-19,45.0,44.6596
2025-02-20,45.0,44.7751
2025-02-21,45.0,44.5984
2025-02-24,45.0,44.6679
2025-02-25,45.0,44.7051
2025-02-26,45.0,44.7118
2025-02-27,45.0,44.7304
2025-02-28,45.0,44.6362
2025-03-03,45.0,44.6939
2025-03-04,45.0,44.7272
2025-03-05,45.0,44.7305
2025-03-06,45.0,44.5019
2025-03-07,42.5,42.8617
2025-03-10,42.5,42.6926
2025-03-11,42.5,42.3486
2025-03-12,42.5,42.2256
2025-03-13,42.5,42.1837
2025-03-14,42.5,42.1628
2025-03-17,42.5,42.0251
2025-03-18,42.5,42.0218
2025-03-19,42.5,42.235
2025-03-20,42.5,43.6399
2025-03-21,42.5,45.7246
2025-03-24,45.94,45.9784
2025-03-25,45.95,45.983
2025-03-26,45.97,45.99
2025-03-27,42.5,
2025-03-28,46.0,45.9937
2025-04-02,46.0,45.9939
2025-04-03,46.0,45.9941
2025-04-04,46.0,45.9947
2025-04-07,46.0,45.9952
2025-04-08,46.0,45.9956
2025-04-09,46.0,45.9964
2025-04-10,46.0,45.9965
2025-04-11,46.0,45.9962
2025-04-14,46.0,45.9969
2025-04-15,46.0,45.9967
2025-04-16,46.0,45.996
2025-04-17,46.0,45.9963
2025-04-18,47.97,48.9902
2025-04-21,48.18,48.9932
2025-04-22,48.06,48.9927
2025-04-24,48.11,48.9918
2025-04-25,48.55,48.993
2025-04-28,48.77,48.9936
2025-04-29,48.78,48.9937
2025-04-30,48.78,48.9941
2025-05-02,48.82,48.9943
2025-05-05,48.83,
2025-05-06,48.79,48.9935
2025-05-07,48.74,48.993
2025-05-08,48.79,48.9945
2025-05-09,48.81,48.9948
2025-05-12,48.77,48.994
2025-05-13,48.62,48.992
2025-05-14,48.62,48.9921
2025-05-15,48.35,48.9904
2025-05-16,47.79,48.9778
2025-05-20,47.34,48.8789
2025-05-21,46.0,48.6186
2025-05-22,46.0,45.795
2025-05-23,48.69,48.8996
2025-05-26,48.94,48.9883
2025-05-27,48.97,48.9932
2025-05-28,48.97,48.9934
2025-05-29,48.98,48.9946
2025-05-30,48.98,48.994
2025-06-02,48.98,48.9942
2025-06-03,48.98,48.9946
2025-06-04,48.98,48.997
2025-06-05,48.98,48.9962
2025-06-10,48.55,48.9928
2025-06-11,47.99,48.9922
2025-06-12,46.11,48.5428
2025-06-13,46.0,47.1258
2025-06-16,46.0,46.3382
2025-06-17,46.0,46.1156
2025-06-18,46.0,46.1835
2025-06-19,46.0,47.0344
2025-06-20,46.0,46.3988
2025-06-23,46.0,46.4464
2025-06-24,46.0,46.557
2025-06-25,46.0,48.3955
2025-06-26,46.0,46.7095
2025-06-27,46.0,46.6851
2025-06-30,46.0,46.9709
2025-07-01,46.0,45.8966
2025-07-02,46.0,45.946
2025-07-03,46.0,46.1572
2025-07-04,46.0,46.845
2025-07-07,46.0,46.57
2025-07-08,46.0,46.0152
2025-07-09,46.0,45.9481
2025-07-10,46.0,45.8741
2025-07-11,46.0,45.5643
2025-07-14,46.0,45.5165
2025-07-16,46.0,45.6042
2025-07-17,46.0,45.7049
2025-07-18,46.0,45.5817
2025-07-21,46.0,45.6088
2025-07-22,46.0,45.5746
2025-07-23,46.0,45.6598
2025-07-24,46.0,45.6951
2025-07-25,43.0,42.8411
2025-07-28,43.0,42.6501
2025-07-29,43.0,42.6454
2025-07-30,43.0,42.6627
2025-07-31,43.0,42.6511
2025-08-01,43.0,42.6848
2025-08-04,43.0,42.6886
2025-08-05,43.0,42.7141
2025-08-06,43.0,42.7983
2025-08-07,43.0,42.8025
2025-08-08,43.0,42.7902
2025-08-11,43.0,42.6777
2025-08-12,43.0,42.6699
2025-08-13,43.0,42.6374
2025-08-14,43.0,42.6497
2025-08-15,43.0,42.6563
2025-08-18,43.0,42.6618
2025-08-19,43.0,42.6854
2025-08-20,43.0,42.77
2025-08-21,43.0,42.7744
2025-08-22,43.0,42.7324
2025-08-25,43.0,
2025-08-26,43.0,42.6808
2025-08-27,43.0,42.7011
2025-08-28,43.0,42.6708
2025-08-29,43.0,42.7211
2025-09-01,43.0,42.6995
2025-09-02,43.0,42.7263
2025-09-03,43.0,42.9092
2025-09-04,43.0,42.9004
2025-09-05,43.0,42.8282
2025-09-08,43.0,42.675
2025-09-09,43.0,42.6634
2025-09-10,43.0,42.9906
2025-09-11,43.0,42.9084
2025-09-12,41.15,40.1457
2025-09-15,40.5,40.0015
2025-09-16,40.5,40.0336
2025-09-17,40.5,40.0329
2025-09-18,40.5,40.1268
2025-09-19,40.5,40.0746
2025-09-22,40.5,40.1567
2025-09-23,40.5,40.2158
2025-09-24,40.5,40.3603
2025-09-25,40.5,40.1803
2025-09-26,40.5,40.2043
2025-09-29,40.5,40.2307
2025-09-30,40.5,40.2292
2025-10-01,40.5,40.1748
2025-10-02,40.5,40.2388
2025-10-03,40.5,40.2784
2025-10-06,40.5,40.286
2025-10-07,40.5,40.318
2025-10-08,40.5,40.3534
2025-10-09,40.5,40.2762
2025-10-10,40.5,40.2313
2025-10-13,40.5,40.1382
2025-10-14,40.5,40.0918
2025-10-15,40.5,40.1468
2025-10-16,40.5,40.1531
2025-10-17,40.5,40.0921
2025-10-20,40.5,40.1905
2025-10-21,40.5,40.2552
2025-10-22,40.5,40.2468
2025-10-23,40.5,40.2128
2025-10-24,39.5,39.1854
2025-10-27,39.5,39.1919
2025-10-28,39.5,39.2384
2025-10-30,39.5,39.243
2025-10-31,39.5,39.2338
2025-11-03,39.5,39.2312
2025-11-04,39.5,39.24
2025-11-05,39.5,39.2816
2025-11-06,39.5,39.2715
2025-11-07,39.5,39.2828
2025-11-10,39.5,39.2184
2025-11-11,39.5,39.2874
2025-11-12,39.5,39.2774
2025-11-13,39.5,39.2918
2025-11-14,39.5,39.3252
2025-11-17,39.5,39.3413
2025-11-18,39.5,39.345
2025-11-19,39.5,39.3039
2025-11-20,39.5,39.2893
2025-11-21,39.5,39.3328
2025-11-24,39.5,39.3097
2025-11-25,39.5,39.3354
2025-11-26,39.5,39.3705
2025-11-27,39.5,39.3624
2025-11-28,39.5,39.3832
2025-12-01,39.5,39.414
2025-12-02,39.5,39.3994
2025-12-03,39.5,39.3847
2025-12-04,39.5,39.3461
2025-12-05,39.5,39.3702
2025-12-08,39.5,39.2329
2025-12-09,39.5,39.2683
2025-12-10,39.5,39.3589
2025-12-11,39.5,39.3703
2025-12-12,38.0,37.8497
2025-12-15,38.0,37.744
2025-12-16,38.0,37.7181
2025-12-17,38.0,37.7264
2025-12-18,38.0,37.7092
2025-12-19,38.0,37.7681
2025-12-22,38.0,37.7485
2025-12-23,38.0,37.7719
2025-12-24,38.0,37.7752
2025-12-25,38.0,37.8143
2025-12-26,38.0,37.8657
2025-12-29,38.0,37.838
2025-12-30,38.0,37.8739
2025-12-31,38.0,37.9629
2026-01-02,38.0,37.7455
2026-01-05,38.0,37.7951
2026-01-06,38.0,37.8222
2026-01-07,38.0,37.8456
2026-01-08,38.0,37.8857
2026-01-09,38.0,37.8932
2026-01-12,38.0,37.8034
2026-01-13,38.0,37.7354
2026-01-14,38.0,37.6511
2026-01-15,38.0,37.615
2026-01-16,38.0,37.6272
2026-01-19,38.0,37.5865
2026-01-20,38.0,37.6453
2026-01-21,38.0,37.6765
2026-01-22,38.0,37.6193
2026-01-23,37.3,36.7439
2026-01-26,37.01,36.6818
2026-01-27,37.01,36.6662
2026-01-28,37.0,36.687
2026-01-29,37.0,36.803
2026-01-30,37.0,36.818
2026-02-02,37.0,36.8472
2026-02-03,37.0,36.962
2026-02-04,37.0,36.961
2026-02-05,37.0,36.9538
2026-02-06,37.0,36.9498
2026-02-09,37.0,36.9435
2026-02-10,37.0,36.921
2026-02-11,37.0,36.8686
2026-02-12,37.0,36.7394
2026-02-13,37.0,36.7293
2026-02-16,37.0,36.6837
2026-02-17,37.0,36.7038
2026-02-18,37.0,36.7198
2026-02-19,37.0,36.7251
2026-02-20,37.0,36.8506
2026-02-23,37.0,36.8874
2026-02-24,37.0,36.8403
2026-02-25,37.0,36.7839
2026-02-26,37.0,36.7634
2026-02-27,37.0,36.8726
2026-03-02,37.0,39.8379
2026-03-03,39.35,39.9314
2026-03-04,39.98,39.991
2026-03-05,39.99,39.9923
2026-03-06,40.0,39.9924
2026-03-09,40.0,39.9938
2026-03-10,40.0,39.9945
2026-03-11,40.0,39.9939
2026-03-12,40.0,39.9904
2026-03-13,40.0,39.9912
2026-03-16,40.0,39.9926
2026-03-17,40.0,39.9922
2026-03-18,40.0,39.9944
2026-03-19,40.0,39.994
2026-03-23,40.0,39.9952
2026-03-24,40.0,39.9949
2026-03-25,40.0,39.9957
2026-03-26,40.0,39.9961
2026-03-27,40.0,39.997
2026-03-30,40.0,39.9978
2026-03-31,40.0,39.9978
2026-04-01,40.0,39.9964
2026-04-02,40.0,39.9956
2026-04-03,40.0,39.9948
2026-04-06,40.0,39.9944
2026-04-07,40.0,39.9948
2026-04-08,40.0,39.9944
2026-04-09,40.0,39.9927
2026-04-10,40.0,39.9932
2026-04-13,40.0,39.9895
2026-04-14,40.0,39.9804
2026-04-15,40.0,39.9447
2026-04-16,40.0,39.8729
2026-04-17,40.0,39.8118
2026-04-20,40.0,39.8807
2026-04-21,40.0,39.9549
2026-04-22,40.0,39.9436
2026-04-24,40.0,39.9889
2026-04-27,40.0,39.9846
2026-04-28,40.0,39.9729
2026-04-29,40.0,39.9882
2026-04-30,40.0,39.9913
2026-05-04,40.0,39.9917
2026-05-05,40.0,39.993
2026-05-06,40.0,39.9921
2026-05-07,40.0,39.9918
2026-05-08,40.0,39.9932
2026-05-11,40.0,39.9935
2026-05-12,40.0,39.9932
2026-05-13,40.0,39.9913
2026-05-14,40.0,39.9908
2026-05-15,40.0,39.9914
2026-05-18,40.0,39.9907
2026-05-20,40.0,39.9835
2026-05-21,40.0,39.9837
2026-05-22,40.0,39.9951
2026-05-25,40.0,39.9963
2026-05-26,40.0,39.9959
2026-06-01,40.0,39.9957
2026-06-02,40.0,39.9946
2026-06-03,40.0,39.9934
2026-06-04,40.0,39.9926
2026-06-05,40.0,39.9938
2026-06-08,40.0,39.9957
2026-06-09,40.0,39.9958
2026-06-10,40.0,39.9959
2026-06-11,40.0,39.9945
2026-06-12,40.0,39.9945
2026-06-15,40.0,39.9944
2026-06-16,40.0,39.9941
2026-06-17,40.0,39.993
2026-06-18,40.0,39.9917
2026-06-19,40.0,39.9913
2026-06-22,40.0,39.9929
2026-06-23,40.0,39.9921
2026-06-24,40.0,39.9929
2026-06-25,40.0,39.9927
2026-06-26,40.0,39.9925
2026-06-29,40.0,39.9931
2026-06-30,40.0,39.9929
2026-07-01,40.0,39.9929
2026-07-02,40.0,39.9924
2026-07-03,40.0,39.9937
2026-07-06,40.0,39.9938
2026-07-07,40.0,39.9931
2026-07-08,40.0,39.9942
2026-07-09,40.0,39.9938
2026-07-10,40.0,39.9935
2026-07-13,40.0,39.9908
2026-07-14,40.0,39.984
2026-07-16,40.0,39.9128
2026-07-17,40.0,39.9123
2026-07-20,40.0,39.8966
2026-07-21,40.0,39.8866
2026-07-22,40.0,39.8971
2026-07-23,40.0,39.936
2026-07-24,40.0,39.941
2026-07-27,40.0,39.9128
2026-07-28,40.0,39.891
2026-07-29,40.0,39.8372
2026-07-30,40.0,39.8201
2026-07-31,40.0,39.9543
2026-08-03,40.0,39.99
2026-08-04,40.0,39.99
2026-08-05,40.0,39.99
2026-08-06,40.0,39.99
2026-08-07,40.0,39.9219
2026-08-10,40.0,39.9113
2026-08-11,40.0,39.9022
2026-08-12,40.0,39.8893
2026-08-13,40.0,39.8133
2026-08-14,40.0,39.7965
2026-08-17,40.0,39.7916
2026-08-18,40.0,39.8271
2026-08-19,40.0,39.8297
2026-08-20,40.0,
