tarih,tufe,cekirdek_b,cekirdek_c,hizmet,temel_mal,kira,enerji,gida,islenmemis_gida,islenmis_gida,alkol_tutun_altin,yonetilen_haric,yi_ufe
2005-11-01,3.804018512373927,4.386953055587559,4.846847984808233,3.552049312141124,6.770477281869313,2.810438822451456,4.173944649001035,2.5861217948042454,2.184961660744276,3.0118,2.343634128122452,3.7737584594139624,121.40469410000004
2005-12-01,3.8390724058730132,4.418379586433659,4.881822594210205,3.57350552936186,6.828338947474506,2.8504815546995754,4.181339740094005,2.5951485605528655,2.1842321278361587,3.0281490000000004,2.4413983002567443,3.8062138988053014,121.13638272000004
2006-01-01,3.860593823967525,4.459232348604093,4.926408139298187,3.607040790948957,6.874013868744244,2.8894806165568894,4.205675379152184,2.583925014667175,2.145452939522844,3.0559159999999994,2.488260120880803,3.820418247578184,123.51354803999996
2006-02-01,3.8846265517541148,4.466745859735106,4.933307428193712,3.6402788052888724,6.814440699818139,2.9425745898283364,4.2587404048829836,2.6050115127657563,2.1753155657766956,3.068113,2.5356834812277143,3.84256514985445,123.83050342000003
2006-03-01,3.8996002734726893,4.472041498077609,4.939352889702747,3.667167397936779,6.770858870328739,2.9848939899951628,4.27582962780495,2.640337970201622,2.2231949929393013,3.086797,2.5209692086861946,3.8596408441359795,124.13755394000006
2006-04-01,3.9400170859155264,4.500893842117797,4.971543119143513,3.7065948996648275,6.774285323083914,3.0326747180104,4.3103960617429715,2.673679456510832,2.277094295537974,3.093284,2.5895119281070773,3.9020301353457763,126.54443381999997
2006-05-01,3.99584619409011,4.548498562713867,5.014256271952397,3.7508786216940466,6.815576968507015,3.0780876768959344,4.379393943325968,2.7179764021436883,2.3452704457285374,3.097956,2.7087716411583993,3.9620831677805755,130.05075266999998
2006-06-01,4.0387915336383395,4.58863288004747,5.05918817121506,3.7822692862607385,6.890350496073203,3.12147802724253,4.514560981523339,2.7304658415801697,2.357614554170405,3.1062600000000002,2.714125710373124,4.002223562593947,135.28051637000002
2006-07-01,4.109309208299084,4.643646659755345,5.121701179887235,3.820775277656189,6.991018920694113,3.171392953189235,4.679999877382704,2.797344707347259,2.4561599444123834,3.146223,2.682502390024178,4.089248777070555,136.44928931999993
2006-08-01,4.110934346978271,4.687791483073207,5.166614061137464,3.8582402968877862,7.036442759389158,3.2174250165886735,4.663094435400498,2.786925991960823,2.392282217350396,3.197345,2.669345235084313,4.0901460121181055,135.42908920000002
2006-09-01,4.152179774495918,4.744442932849644,5.2322850748742065,3.9002909375942885,7.121283820838163,3.2741949122465615,4.534769746866325,2.8435537244830464,2.4690786186881626,3.234973,2.680863792344108,4.126894814013937,135.11213382999998
2006-10-01,4.15755243169074,4.769038220583614,5.2664534710742394,3.936394647024271,7.166814463023239,3.320653495004982,4.536424572971882,2.8206375552226235,2.399082356677008,3.2674109999999996,2.692221226173979,4.122776482882357,135.72623487000004
2006-11-01,4.181868707980448,4.791295197103658,5.2826931952310945,3.97131818174303,7.160462985034488,3.3735097454843177,4.587347170030387,2.85533266518736,2.4303946291762353,3.3045200000000006,2.7138435547967,4.149490288150792,135.33004065000006
2006-12-01,4.2126095206519665,4.816182531968153,5.3086160178861554,4.010413017813062,7.151089393525461,3.4224921645694786,4.617368596716924,2.884907819884073,2.4664606386534977,3.3208689999999996,2.686098002350632,4.179818859004311,135.16165811
2007-01-01,4.244558649007695,4.8422265749855535,5.337945793871325,4.046603686207837,7.158179512168868,3.4786468368507575,4.584249946577474,2.960708856021333,2.589774712754908,3.336699,2.602235369519698,4.2253835944497355,135.09232412
2007-02-01,4.2780339395776545,4.879307027940067,5.374922806305014,4.080401195138151,7.200491808314322,3.5277627923729917,4.622438541881811,2.960532472456586,2.558817180231466,3.373548,2.7060858688188905,4.25052228932195,136.37005048
2007-03-01,4.319682632135999,4.913815007031514,5.419840624613372,4.109064622123042,7.275331588390679,3.5768627634047387,4.671976842077554,2.9791784546727316,2.572817951263999,3.396644,2.8441646753584573,4.282088758250068,137.69730111
2007-04-01,4.358253842838288,4.940063414280376,5.447199010074801,4.140365320080612,7.271910847879453,3.632133955811406,4.702570042848735,3.026759924312711,2.649999968442938,3.4062460000000003,2.8727083299579,4.321826971324587,138.79674007
2007-05-01,4.364020609940763,4.966447981077584,5.458392895909516,4.156944716912609,7.272929930296331,3.6846975377690927,4.765229166638406,3.0123634433918154,2.617030796750649,3.411696,2.887792665515957,4.324832544174151,139.34150712
2007-06-01,4.388541961575417,4.9868342381189015,5.478189386726254,4.193994745125978,7.263626563092786,3.722930933753501,4.760031969554158,3.0467162985055856,2.6722950403307553,3.416367,2.898532202642988,4.3470709613609095,139.19293429000007
2007-07-01,4.393444121644785,4.993083181712067,5.479353945197961,4.209243099318224,7.245416834400406,3.757969401000697,4.823334163505549,3.0558485773947686,2.6772233800728795,3.443614,2.838632247253107,4.355834056453941,139.28207798999995
2007-08-01,4.415258458856473,5.002415319464182,5.475040767743333,4.213026912817217,7.223632269772109,3.794610411636218,4.814419078794174,3.128361903941933,2.77157079074165,3.492401,2.8688519949479194,4.390984554524347,140.47066065000007
2007-09-01,4.449419204158105,5.03763105599136,5.4948488793245405,4.230078489785796,7.231716796103454,3.8378835077618603,4.777400432937706,3.178641516719567,2.807865167963007,3.561948,2.9153127977096527,4.423380851308996,141.89695983999997
2007-10-01,4.47527216034898,5.059321859711823,5.508226461355503,4.2740612106965745,7.198166222885953,3.8864479146769817,4.757081470499316,3.2321303029051656,2.8384528759772505,3.639021,2.936384879042535,4.4552027570952,141.70876758999995
2007-11-01,4.5364899143272615,5.100114662994459,5.53863533871912,4.319576049446141,7.2095913459707806,3.93097534507899,5.095039829426025,3.212118160889847,2.746293003481354,3.7041560000000002,3.125980094644755,4.494158966800773,142.97658909
2007-12-01,4.569333210705411,5.138909252933453,5.570172231090325,4.3578369818132785,7.224638388272958,3.972310373182663,5.133186312534929,3.23225525049014,2.7384596684954654,3.751126,3.1041162791876586,4.529387834918797,143.19449591
2008-01-01,4.592034450765304,5.1533651146068395,5.577774398319303,4.392065756940126,7.186212671018636,4.017199913141053,5.3228212551148335,3.232796794761689,2.718436636121203,3.7825260000000003,3.0321380861198834,4.530904648730039,143.79869209999998
2008-02-01,4.6662607069769,5.194099221176243,5.604696070424731,4.425213977487318,7.210640558493304,4.060589292179261,5.371797118902995,3.3423390717123023,2.8576303615559824,3.851554,3.1000759058394816,4.610046358706353,147.48329833999995
2008-03-01,4.711403269979868,5.270900287484118,5.672007299257272,4.4750087033024135,7.3070161146895565,4.102958714207112,5.424043015896851,3.375611169011106,2.82894314446546,3.961584,3.117828141684726,4.659004720615645,152.15839014
