tarih,tufe,cekirdek_b,cekirdek_c,hizmet,temel_mal,kira,enerji,gida,islenmemis_gida,islenmis_gida,alkol_tutun_altin,yonetilen_haric,mallar,yi_ufe,ykke,ito_ist,ana_01,ana_02,ana_03,ana_04,ana_05,ana_06,ana_07,ana_08,ana_09,ana_10,ana_11,ana_12,ana_13,oktg01,oktg02,oktg03,oktg04,oktg05,oktg06,oktg07,oktg08,oktg09,oktg10,oktg11,oktg12,oktg13,oktg14,oktg15,oktg16,oktg17,oktg18,oktg19,oktg20,oktg21,oktg22,oktg23,oktg24,oktg25,oktg26,oktg27,oktg28,pka_ay_cari,pka_ay_1,pka_ay_2,pka_yilsonu,pka_12a,pka_24a,pka_5y,pka_12a_medyan,pka_12a_std,pka_12a_n,pka_faiz_12a,reel_kesim_12a,hanehalki_12a
2023-10-01,54.9476619,55.671629,55.540532,44.814586,69.540888,32.400155,50.501588,55.430846,54.464326,56.431162,55.949649,56.349222,60.144365,2803.29,126.15,,55.43084647,56.27454046,78.44066248,39.04705234,58.88875611,51.53830933,66.81907613,65.43225425,54.12293649,36.86215152,49.64851597,48.29197147,56.58829747,54.947662,53.901434,55.671629,55.540532,54.981262,54.898871,56.349222,60.144365,50.501588,55.430846,54.464326,49.713813,57.877232,56.431162,53.904749,57.717512,67.698487,69.540888,79.443286,69.666159,63.169042,55.949649,44.814586,32.400155,49.648516,53.284364,56.638786,45.041692,4.3,3.92,3.42,68.01,45.28,25.82,11.76,45.0,5.57,65.0,37.0,58.7,80.63
2023-11-01,56.75054812,57.078976,56.629289,46.050901,70.298066,34.335315,55.541754,56.96929,54.634544,59.222125,60.785096,57.538047,62.258792,2882.04,128.95,,56.96929027,61.4298008,78.19668761,43.39919922,60.24626798,52.30326848,66.95463891,66.96233461,55.98481714,37.0900676,50.89276248,48.82952186,57.98793083,56.750548,55.952956,57.078976,56.629289,56.884469,56.579297,57.538047,62.258792,55.541754,56.96929,54.634544,48.39166,59.038107,59.222125,55.449551,61.180115,69.076703,70.298066,79.140529,70.125787,64.849244,60.785096,46.050901,34.335315,50.892762,53.359195,59.586104,45.821322,4.07,3.57,4.96,67.23,43.94,25.09,12.25,44.15,4.49,66.0,37.01,59.2,78.74
2023-12-01,58.41175431,58.445717,57.934842,47.139396,71.872824,35.874023,57.062625,59.710055,58.590211,60.859593,61.049682,59.129807,64.236872,2915.02,132.24,,59.71005479,61.43810201,77.15773844,45.55402773,62.44434164,54.6236947,66.86378042,69.9218276,57.20386351,37.27839673,52.32366919,49.52453797,59.67251839,58.411754,57.518507,58.445717,57.934842,58.277485,58.3006,59.129807,64.236872,57.062625,59.710055,58.590211,53.903781,61.980438,60.859593,57.023129,62.849699,70.457821,71.872824,77.996304,72.065704,67.283399,61.049682,47.139396,35.874023,52.323669,52.277102,61.398191,46.843932,3.26,4.86,3.25,65.39,41.23,24.82,12.59,42.0,3.36,68.0,36.65,57.9,76.77
2024-01-01,62.32727511,62.448262,62.324081,52.863019,74.435152,39.986397,60.568139,62.808592,62.69775,63.040722,64.001268,63.109206,67.194398,3035.59,138.17,136.89,62.80859175,64.46015833,75.91867504,48.93926675,67.01890113,64.28161718,71.5640299,73.33045306,62.16544402,38.4590195,58.69162967,58.03719489,64.29388769,62.327275,61.709568,62.448262,62.324081,62.205091,62.249168,63.109206,67.194398,60.568139,62.808592,62.69775,58.027221,66.079154,63.040722,59.817885,64.71689,73.074931,74.435152,76.54648,75.52614,70.968172,64.001268,52.863019,39.986397,58.69163,58.27866,62.850431,53.866665,5.41,3.51,3.1,42.04,39.09,23.69,12.01,39.0,3.5,59.0,36.54,55.5,75.29
2024-02-01,65.15019471,65.089188,64.550125,55.857105,75.612639,42.811211,62.358797,67.990378,68.531484,67.636274,64.349278,66.373249,69.922393,3149.03,144.47,142.35,67.99037757,64.77643452,76.07081668,50.60851924,69.02681026,66.62107971,73.57361914,75.70892285,65.10989782,43.36751104,61.8783185,61.14662815,66.65183459,65.150195,64.407222,65.089188,64.550125,64.72018,65.165212,66.373249,69.922393,62.358797,67.990378,68.531484,66.001276,70.384611,67.636274,63.253721,69.908975,74.140641,75.612639,76.6076,76.662535,72.909799,64.349278,55.857105,42.811211,61.878319,59.589966,66.791614,57.141112,3.8,3.17,3.28,42.96,37.78,23.05,12.33,38.0,3.41,63.0,36.62,55.5,79.1
2024-03-01,67.21068098,67.130519,66.825098,58.203522,77.770848,45.519453,63.227423,70.304404,72.34814,68.578791,65.069651,68.768067,71.82853,3252.79,147.68,146.2,70.30440416,64.76668059,78.08018275,52.33967503,71.25730761,67.56888765,74.82647876,79.32364839,68.34163345,49.03979799,64.32316462,63.58141287,68.76572687,67.210681,66.558882,67.130519,66.825098,66.626521,67.302034,68.768067,71.82853,63.227423,70.304404,72.34814,66.380083,76.664076,68.578791,63.856887,71.026043,76.10565,77.770848,78.603241,78.992088,74.890939,65.069651,58.203522,45.519453,64.323165,59.488461,71.219732,59.488268,3.43,3.42,2.82,44.19,36.7,22.67,12.84,37.8,3.98,65.0,36.96,55.8,80.01
2024-04-01,69.34781897,69.304646,69.205486,60.624244,80.076008,47.61974,63.226044,72.259989,75.132332,69.779515,70.772902,71.097653,73.812776,3369.98,152.22,152.29,72.25998874,70.9571021,81.65619646,53.06665166,74.19202031,68.26772068,76.89576415,81.59969631,70.42770977,50.49869378,67.3417664,66.74631261,71.24414986,69.347819,68.695823,69.304646,69.205486,68.504305,69.289193,71.097653,73.812776,63.226044,72.259989,75.132332,66.816184,81.130651,69.779515,65.143613,72.182857,78.873208,80.076008,82.219274,80.791471,77.144531,70.772902,60.624244,47.61974,67.341766,63.320639,74.389813,61.115023,3.25,3.0,2.54,44.16,35.17,22.05,12.32,35.0,3.94,64.0,38.18,56.2,76.68
2024-05-01,71.6834975,71.915574,71.807843,63.069735,82.865614,50.221959,66.330839,73.481727,74.79568,72.431124,73.676112,73.149463,76.086847,3435.96,160.11,155.66,73.48172693,74.32386626,89.49354654,56.81675758,75.57276287,69.50007139,77.77297662,81.97563977,72.76466741,53.34109548,71.05794489,69.29073686,72.39100175,71.683497,70.952526,71.915574,71.807843,71.165661,71.586945,73.149463,76.086847,66.330839,73.481727,74.79568,64.699689,82.067541,72.431124,67.788777,74.838517,81.679465,82.865614,90.189046,82.315849,78.612008,73.676112,63.069735,50.221959,71.057945,63.25407,76.077667,63.316721,3.04,2.56,2.34,43.64,33.21,21.33,11.78,33.19,3.92,61.0,37.11,56.0,76.09
2024-06-01,72.85966164,73.282314,73.048158,65.156347,82.960884,52.780349,67.279058,74.786045,75.38312,74.394529,73.761345,74.267127,76.78195,3483.25,166.09,159.88,74.78604516,74.37844673,88.97681325,58.96890658,76.79825091,70.67330934,77.67578569,82.75694322,74.49752314,55.19353219,73.25669672,67.96264267,73.68096566,72.859662,72.083475,73.282314,73.048158,72.470219,72.804538,74.267127,76.78195,67.279058,74.786045,75.38312,68.623757,80.267404,74.394529,70.936389,76.196016,81.774281,82.960884,89.57216,81.903617,79.951299,73.761345,65.156347,52.780349,73.256697,66.116755,79.273452,64.551732,2.52,2.41,2.16,43.52,31.79,20.33,11.56,31.8,4.34,62.0,35.9,56.2,71.49
2024-07-01,75.2097909,75.092441,74.84061,68.015523,83.30834,56.494634,74.00686,76.15799,76.18806,76.288647,77.817349,76.165066,78.860064,3550.88,171.64,166.26,76.15798975,78.7203958,86.67824101,63.72634362,78.07312504,73.31885572,80.60145047,85.15788044,76.16276746,55.95616327,75.69906642,72.37699501,75.75523647,75.209791,74.706676,75.092441,74.84061,74.950134,75.080726,76.165066,78.860064,74.00686,76.15799,76.18806,70.780336,80.105388,76.288647,73.448176,77.774074,82.624237,83.30834,87.121672,82.408987,81.821711,77.817349,68.015523,56.494634,75.699066,69.314407,83.598756,66.762521,2.77,2.17,2.25,42.95,30.02,19.32,11.5,29.73,4.5,60.0,34.57,55.0,71.98
2024-08-01,77.0707942,77.25669,77.080179,71.14689,84.333271,60.662839,79.067356,75.320584,72.460106,78.096869,81.241834,77.264941,80.0502,3610.51,182.96,171.29,75.32058352,82.23388389,86.98252427,69.14339648,78.91790217,74.54419305,82.94411566,85.75608327,78.91156181,62.30171956,77.23212547,74.85315137,77.28050864,77.070794,77.136527,77.25669,77.080179,77.511889,76.880884,77.264941,80.0502,79.067356,75.320584,72.460106,63.705556,78.770283,78.096869,74.881297,79.775056,83.975362,84.333271,87.383209,83.641826,82.999736,81.241834,71.14689,60.662839,77.232125,75.688701,84.109968,69.925396,2.55,2.22,2.39,43.31,28.71,19.3,11.66,27.8,3.97,64.0,33.3,53.8,73.14
2024-09-01,79.35840832,79.745797,79.834492,74.63371,86.081133,65.287146,79.413979,77.192026,75.024339,79.337297,84.632751,79.647899,81.702824,3659.84,189.53,176.86,77.19202574,85.65626617,90.14323244,71.80957348,80.47546592,75.66833735,84.94584634,85.57996645,81.11633197,71.15639031,79.33522556,76.81082646,79.86946517,79.358408,79.385438,79.745797,79.834492,79.714246,79.126496,79.647899,81.702824,79.413979,77.192026,75.024339,65.722784,81.727883,79.337297,75.932556,81.113243,85.947144,86.081133,90.555766,85.162897,84.189706,84.632751,74.63371,65.287146,79.335226,80.902295,84.389849,73.749165,2.22,2.24,1.86,43.14,27.49,18.38,11.22,26.86,3.55,60.0,31.66,51.1,71.56
2024-10-01,81.64382342,81.892853,82.062526,76.087935,89.326541,68.87995,80.483137,80.530714,80.090014,81.101403,84.839254,82.166624,84.420885,3707.1,198.0,182.61,80.53071438,85.62202367,103.04785837,73.91273404,81.93510627,77.84699314,84.50162204,88.08285495,81.21911536,71.3886726,80.47670062,78.97720257,81.55835936,81.643823,80.48724,81.892853,82.062526,81.714964,81.497632,82.166624,84.420885,80.483137,80.530714,80.090014,78.340117,81.391996,81.101403,78.247474,82.595576,88.782427,89.326541,103.776177,85.759753,85.236788,84.839254,76.087935,68.87995,80.476701,79.250828,85.655025,74.87288,2.39,1.96,1.68,44.11,27.44,18.08,11.27,27.2,3.53,67.0,31.64,49.5,67.23
2024-11-01,83.47592526,83.154966,83.32114,77.315292,90.615488,71.759139,81.135037,84.640745,87.300997,82.380497,84.766361,84.218433,86.567858,3731.43,204.4,188.21,84.64074521,85.58570587,102.78606511,75.68672881,84.23836432,79.93948457,84.74273373,89.82578537,83.31066939,71.39536745,81.11468845,81.43928626,82.86028462,83.475925,81.766808,83.154966,83.32114,82.885793,83.399176,84.218433,86.567858,81.135037,84.640745,87.300997,92.506257,83.629864,82.380497,79.726729,83.772542,89.887805,90.615488,103.449256,86.845445,87.858858,84.766361,77.315292,71.759139,81.114688,79.514506,87.268625,75.602647,2.01,1.67,3.74,44.81,27.2,18.33,11.13,27.23,2.84,63.0,30.84,47.8,64.05
2024-12-01,84.33417324,84.127342,84.201852,78.124219,91.584378,73.83433,81.662208,85.73415,88.054683,83.787267,84.8098,85.18254,87.451039,3746.52,208.5,191.35,85.73414956,85.56910344,102.09525985,76.98010448,86.58042206,80.64082237,84.38873243,91.37598179,84.5597924,71.44194034,82.21375481,84.56173397,84.06360099,84.334173,82.846966,84.127342,84.201852,83.795432,84.28976,85.18254,87.451039,81.662208,85.73415,88.054683,90.977806,86.017354,83.787267,80.897663,85.300498,90.731956,91.584378,102.695916,88.249129,89.233066,84.8098,78.124219,73.83433,82.213755,77.111428,88.52809,76.143154,1.72,4.0,2.58,45.28,27.07,18.47,11.34,27.0,2.64,66.0,30.88,47.6,63.14
2025-01-01,88.57829117,88.725092,88.90455,86.138135,92.264967,80.229033,86.644833,89.040253,90.392905,87.905591,85.842477,88.717494,89.802877,3861.33,218.73,202.33,89.04025256,86.44363615,96.81690463,82.62500384,90.64727821,99.64908062,88.31549757,93.78816858,90.15296196,76.89125958,87.55508423,91.97209504,88.94355121,88.578291,87.766117,88.725092,88.90455,88.426859,88.654814,88.717494,89.802877,86.644833,89.040253,90.392905,94.084027,87.820185,87.905591,87.436119,88.151527,91.457104,92.264967,97.087084,90.671269,91.47747,85.842477,86.138135,80.229033,87.555084,83.195134,91.027028,88.874543,4.07,2.65,2.15,27.05,25.38,17.72,11.04,25.5,2.7,62.0,29.14,43.8,58.82
2025-02-01,90.59196963,90.779227,90.50447,89.247105,92.031462,84.429245,89.745494,91.863374,91.660458,92.033517,86.313237,90.872612,91.267081,3943.01,222.34,207.47,91.86337393,86.43305211,91.92095945,86.40495173,92.17697834,95.27974612,90.96554316,95.48226419,90.26812738,84.52193656,90.2834805,95.30350523,91.75104282,90.59197,90.395955,90.779227,90.50447,90.621206,90.741749,90.872612,91.267081,89.745494,91.863374,91.660458,92.942148,90.767366,92.033517,91.826378,92.142015,91.311977,92.031462,91.981427,91.679254,92.626549,86.313237,89.247105,84.429245,90.28348,89.272467,94.355613,90.668519,3.23,2.26,2.2,28.3,25.26,17.26,10.95,25.56,2.99,62.0,28.92,41.9,59.18
2025-03-01,92.82052423,91.960857,91.830311,90.993545,92.847173,87.29334,89.769957,96.398357,100.97779,92.556157,93.997595,93.044895,93.737453,4017.3,226.3,213.95,96.39835718,95.03746614,89.64568818,88.22327572,94.30011453,95.95453327,91.19230625,95.61424759,93.59031953,88.47772142,92.22360116,94.62337017,93.65716327,92.820524,92.265382,91.960857,91.830311,91.659351,92.740816,93.044895,93.737453,89.769957,96.398357,100.97779,107.843449,96.192745,92.556157,91.98739,92.854072,92.991572,92.847173,89.599166,93.17277,94.56542,93.997595,90.993545,87.29334,92.223601,89.017996,94.87682,92.323374,2.27,2.25,1.87,28.04,24.55,17.06,10.95,25.0,2.77,62.0,27.6,41.1,59.25
2025-04-01,95.6019765,94.815794,94.897288,93.726508,96.319236,90.090693,93.64518,98.336756,102.977468,94.443268,94.696577,95.796142,96.543215,4128.19,234.88,223.33,98.33675619,94.97811247,95.4709309,92.32472827,96.79154562,96.93540428,94.60253445,96.42205733,95.30291668,90.49258108,95.53457534,97.63071232,96.22530005,95.601977,95.069811,94.815794,94.897288,94.658861,95.624352,95.796142,96.543215,93.64518,98.336756,102.977468,106.237557,100.705302,94.443268,94.390237,94.470756,96.115172,96.319236,95.488013,96.369223,96.813039,94.696577,93.726508,90.090693,95.534575,94.135041,95.236667,94.414601,3.07,2.2,1.7,29.98,25.56,17.69,11.06,25.99,2.82,65.0,29.37,41.7,59.3
2025-05-01,97.06307144,96.946021,97.206074,95.354639,99.455051,92.882954,95.653942,97.637281,99.875725,95.759471,95.053143,97.218738,97.920402,4230.69,241.66,226.83,97.63728094,95.03891885,102.12678469,95.08667241,97.95759357,97.38676525,97.0839304,95.93357721,98.0465164,91.56841485,97.28432119,99.62412725,97.8107235,97.063071,96.521085,96.946021,97.206074,96.775895,97.135802,97.218738,97.920402,95.653942,97.637281,99.875725,101.276543,98.899417,95.759471,95.496537,95.89711,98.901112,99.455051,102.256704,98.996929,98.254327,95.053143,95.354639,92.882954,97.284321,95.064641,95.102439,95.723443,2.36,1.77,1.94,30.35,25.06,17.77,11.17,25.26,3.1,60.0,30.08,41.0,59.86
2025-06-01,98.39599463,98.653715,99.084448,97.954011,100.457566,96.573416,97.822233,97.37481,98.194165,96.687457,95.661626,98.6585,98.61756,4334.94,249.53,230.83,97.37481034,95.17422861,101.85265563,97.57339769,99.92801035,98.02498265,99.35794867,97.73340045,99.41090462,95.66770243,99.32674898,100.85853595,99.51009498,98.395995,98.126749,98.653715,99.084448,98.553383,98.51175,98.6585,98.61756,97.822233,97.37481,98.194165,99.311361,97.415409,96.687457,96.893345,96.579498,99.854592,100.457566,101.925519,100.228666,99.811856,95.661626,97.954011,96.573416,99.326749,98.875809,96.510412,97.909714,1.61,1.86,1.64,29.86,24.56,17.35,11.02,24.7,2.53,63.0,29.31,39.8,52.99
2025-07-01,100.4219248,100.449209,100.812059,101.028199,100.549723,101.095154,105.007606,97.447793,95.843649,98.793329,100.64615,100.089523,100.117735,4409.73,255.88,236.89,97.44779323,100.59367503,95.92324386,103.19786716,101.55474713,100.80528608,102.18417497,101.00995663,102.30593563,98.2230987,101.55661084,103.84045866,101.42199033,100.421925,101.014578,100.449209,100.812059,101.016234,100.415869,100.089523,100.117735,105.007606,97.447793,95.843649,94.562941,96.73645,98.793329,98.275535,99.064702,100.56184,100.549723,95.79077,101.804297,101.832508,100.64615,101.028199,101.095154,101.556611,100.14557,101.9838,100.64145,2.11,1.63,1.93,29.66,23.39,17.08,11.19,23.9,2.66,61.0,28.25,39.0,54.53
2025-08-01,102.46576131,102.52822,102.516996,103.707936,101.070283,105.756378,105.679146,100.388759,97.777321,102.579748,105.999416,102.133842,101.842644,4518.89,265.94,241.24,100.38875855,106.66891722,95.23929183,105.94202756,102.35776672,101.82172494,103.74867328,102.24036184,104.15695634,100.25222131,103.46314506,104.36611997,102.24278103,102.465761,103.230014,102.52822,102.516996,102.910386,102.314838,102.133842,101.842644,105.679146,100.388759,97.777321,96.694336,98.532097,102.579748,103.947952,101.863109,101.690438,101.070283,95.053065,102.54885,102.863969,105.999416,103.707936,105.756378,103.463145,103.515072,103.670226,102.573446,1.69,1.97,2.05,29.69,22.84,16.92,11.11,23.0,2.72,63.0,27.78,37.7,54.07
2025-09-01,105.78000589,105.95129,105.813898,107.96495,103.201093,110.401053,106.994661,105.028194,103.181351,106.577663,106.683095,105.55831,104.68335,4632.89,270.85,248.94,105.02819439,106.63758014,98.9743004,108.65417777,104.04227584,102.31466522,106.62156898,103.7519762,104.97320601,118.19268078,106.23812898,102.34655911,104.84628737,105.780006,106.465295,105.95129,105.813898,106.086112,105.749075,105.55831,104.68335,106.994661,105.028194,103.181351,100.878008,104.786416,106.577663,107.034586,106.338379,103.639,103.201093,98.798446,104.703701,103.843971,106.683095,107.96495,110.401053,106.238129,110.018019,104.502729,107.743524,2.04,2.05,1.57,29.86,22.25,16.78,11.15,22.47,2.51,64.0,27.32,36.8,52.99
2025-10-01,108.47758107,108.525635,108.366927,109.898735,106.506278,114.533978,108.361515,108.610829,107.847771,109.25107,109.664628,108.40319,107.764206,4708.2,275.88,257.18,108.61082892,109.21552161,111.26898915,111.53707272,105.58643019,102.80309691,107.74609431,104.27270741,105.44432365,118.28582656,107.66036822,103.31982351,106.07411111,108.477581,108.394747,108.525635,108.366927,108.530157,108.451082,108.40319,107.764206,108.361515,108.610829,107.847771,106.416572,108.845436,109.25107,109.983731,108.867246,106.903373,106.506278,111.322373,105.658779,104.535441,109.664628,109.898735,114.533978,107.660368,112.004218,105.223851,108.810212,2.34,1.55,1.14,31.77,23.26,17.36,11.4,23.5,2.32,63.0,28.26,36.3,54.39
2025-11-01,109.41593639,109.904448,109.688393,111.498409,107.48949,117.390071,110.382337,107.864707,104.257126,110.891393,112.272811,109.24651,108.370922,4747.63,280.75,260.25,107.86470711,111.85738241,112.02969732,113.4285993,106.49706314,103.49191082,109.65002862,105.48704515,107.77428244,118.6386162,108.61812384,103.9685647,108.04507447,109.415936,109.723085,109.904448,109.688393,109.994216,109.328149,109.24651,108.370922,110.382337,107.864707,104.257126,99.931514,107.271977,110.891393,110.686931,110.99866,108.091473,107.48949,112.060078,106.700383,105.595847,112.272811,111.498409,117.390071,108.618124,113.894812,106.816032,109.961475,1.59,1.16,3.34,32.2,23.49,17.69,11.32,23.33,2.13,64.0,29.32,35.7,52.24
2025-12-01,110.38696292,110.76049,110.374584,112.48783,107.807679,119.324685,110.293097,110.008887,107.014272,112.521336,113.169246,110.260242,109.332555,4783.04,283.65,263.45,110.00888665,111.92150927,108.73055397,115.00222582,108.16019635,105.53280382,108.53169934,108.26423742,108.57354937,118.78794053,110.25581166,102.14612809,109.47187986,110.386963,111.027182,110.76049,110.374584,110.767339,110.331705,110.260242,109.332555,110.293097,110.008887,107.014272,99.821544,112.027199,112.521336,112.041259,112.772926,108.482346,107.807679,108.637354,107.465878,107.779603,113.169246,112.48783,119.324685,110.255812,110.861221,110.694383,110.355698,1.08,3.44,2.01,31.17,23.35,17.45,11.36,23.02,2.06,62.0,28.15,34.8,50.9
2026-01-01,115.73,115.439181,115.398862,120.795601,108.361645,125.596181,112.821647,117.256168,119.636381,115.551574,116.424485,115.555879,112.885345,4910.53,293.67,275.47,117.26,113.63,103.66,120.1,111.61,121.2,114.27,112.63,114.39,126.64,116.72,113.2,115.37,115.73,116.475546,115.439181,115.398862,115.312321,115.771658,115.555879,112.885345,112.821647,117.256168,119.636381,121.809143,118.509262,115.551574,114.428816,116.062393,109.312299,108.361645,103.385179,110.592699,110.362768,116.424485,120.795601,125.596181,116.717798,119.788763,116.6118,121.109364,3.76,2.05,1.84,23.23,22.2,16.94,11.07,22.4,1.74,65.0,26.96,32.9,48.81
2026-02-01,119.16,117.934647,117.164933,124.649542,107.281049,129.943019,115.04637,125.344217,130.436944,121.517737,120.807315,119.086686,116.067437,5029.76,298.31,286.07,125.34,118.02,98.16,122.98,112.62,123.16,117.22,116.88,114.86,131.67,120.01,122.28,117.46,119.16,119.84424,117.934647,117.164933,117.794234,119.175688,119.086686,116.067437,115.04637,125.344217,130.436944,143.188666,122.365416,121.517737,117.461725,123.207568,108.787281,107.281049,97.7691,111.744655,110.539812,120.807315,124.649542,129.943019,120.007222,121.503378,126.78908,125.442938,2.54,1.89,1.89,24.11,22.1,17.11,11.35,22.1,2.03,65.0,27.67,32.0,48.81
2026-03-01,121.47,119.650363,119.083273,127.630193,107.753953,133.078546,120.50932,127.589837,134.588337,122.26764,124.832197,121.072395,117.983862,5145.36,304.25,294.57,127.59,123.16,96.1,125.33,113.65,124.72,122.52,118.68,119.23,134.46,121.42,125.78,117.64,121.47,122.507757,119.650363,119.083273,119.791449,121.411455,121.072395,117.983862,120.50932,127.589837,134.588337,147.592942,126.360727,122.26764,117.46984,124.25523,109.622785,107.753953,95.649339,112.644501,112.967161,124.832197,127.630193,133.078546,121.417143,128.883635,130.634319,127.471893,2.18,2.11,1.5,25.38,22.17,17.3,11.59,22.45,2.26,62.0,28.48,32.9,49.89
2026-04-01,126.55,123.744782,123.201781,131.494874,112.231082,136.184093,137.864128,132.312787,140.268392,126.244557,125.093134,125.617801,123.810655,5308.46,309.39,305.58,132.31,123.43,104.69,135.35,117.52,128.94,127.77,119.93,121.99,136.28,125.67,127.2,120.24,126.55,127.028347,123.744782,123.201781,124.948935,126.625991,125.617801,123.810655,137.864128,132.312787,140.268392,156.349162,130.027947,126.244557,124.491709,127.013584,113.6755,112.231082,104.287769,113.935507,117.951238,125.093134,131.494874,136.184093,125.67424,136.838887,132.77817,129.558701,2.93,1.82,1.52,27.53,23.39,18.02,11.86,23.6,2.63,64.0,29.56,33.7,51.56
2026-05-01,128.72,127.291802,126.795123,134.515953,116.616469,139.114644,137.624385,131.673667,134.589227,129.568606,124.996207,127.6991,125.469987,5454.58,315.21,310.24,131.67,123.41,116.51,138.44,119.86,129.47,130.37,120.47,123.42,137.41,128.02,127.82,120.85,128.72,129.103236,127.291802,126.795123,128.167174,128.856928,127.6991,125.469987,137.624385,131.673667,134.589227,141.751392,130.212005,129.568606,127.771742,130.357026,117.609239,116.616469,116.180705,115.434077,119.088444,124.996207,134.515953,139.114644,128.020438,144.519075,135.026227,131.035242,1.89,1.52,1.62,28.94,23.82,18.43,11.86,24.0,2.99,63.0,30.22,33.1,49.51
2026-06-01,129.99,129.410633,128.650305,136.785783,117.910662,142.807401,136.373941,131.88569,130.783294,132.941125,127.974849,128.703057,126.134911,5552.52,322.45,313.79,131.89,127.68,116.3,141.62,122.23,130.98,130.31,122.72,124.65,139.77,130.72,129.17,122.11,129.99,131.012496,129.410633,128.650305,129.974555,130.041467,128.703057,126.134911,136.373941,131.88569,130.783294,127.264649,133.435424,132.941125,129.815648,134.263929,119.076659,117.910662,115.928954,117.032965,121.478096,127.974849,136.785783,142.807401,130.724782,145.360291,137.190407,132.8927,1.36,1.57,1.49,29.14,23.81,18.29,11.85,24.0,2.78,63.0,30.14,33.1,46.13
2026-07-01,132.31,131.564559,130.96817,141.135285,117.460267,146.879873,139.515957,134.015042,133.879447,134.313112,129.767561,130.490284,127.221076,5637.14,328.5,320.26,134.02,130.15,111.73,144.81,124.31,145.05,133.69,125.22,126.2,141.62,133.7,130.47,123.47,132.31,133.543893,131.564559,130.96817,132.185924,132.350572,130.490284,127.221076,139.515957,134.015042,133.879447,134.124491,134.059055,134.313112,131.090443,135.675598,118.854358,117.460267,111.285789,118.14145,122.924669,129.767561,141.135285,146.879873,133.70176,150.306917,142.798769,138.07175,1.68,1.44,2.03,29.21,23.95,17.83,11.5,24.0,2.44,59.0,29.44,32.5,44.94
2026-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,2.08,1.97,29.43,23.69,18.03,11.14,23.95,2.69,63.0,29.59,,
