Dönem,CPI_REER,PPI_REER,Composite_REER,MA_10Y,MA_5Y,Deviation_10Y_Pct,Deviation_5Y_Pct,PPI_MA_10Y,PPI_Deviation_10Y_Pct,CPI_MA_10Y,CPI_Deviation_10Y_Pct
2013-03-01,160.49,108.98,145.037,143.03396666666666,144.27984999999998,1.4003899772991093,0.5247787546216774,111.86716666666668,-2.5808883452547193,156.39116666666666,2.62088545069149
2013-04-01,161.96,109.7,146.28199999999998,143.23474166666668,144.34763333333333,2.1274575552520827,1.3400750826303685,111.93033333333332,-1.99260849754757,156.65091666666666,3.3891173101976833
2013-05-01,159.71,109.52,144.653,143.36693333333332,144.25338333333332,0.8970455297920885,0.27702412063588144,111.95525,-2.1751994658580194,156.82908333333336,1.8369785791219524
2013-06-01,153.73,106.45,139.546,143.42009166666668,144.0636,-2.70121962804957,-3.135837227446777,111.93800000000002,-4.902714002394195,156.91241666666667,-2.0281483991334968
2013-07-01,151.74,106.05,138.03300000000002,143.42989166666666,143.8448,-3.7627384389365006,-4.040326796658604,111.89425,-5.2230119063312035,156.94516666666667,-3.316551109676303
2013-08-01,148.13,103.46,134.72899999999998,143.39900833333334,143.41951666666665,-6.046072726793048,-6.059507707633005,111.82066666666667,-7.4768528179048666,156.93258333333333,-5.609149576437014
2013-09-01,144.01,100.76,131.035,143.31086666666667,142.97155,-8.565900794682706,-8.348898784408513,111.71158333333332,-9.803444733797361,156.85341666666667,-8.188165064941217
2013-10-01,146.26,101.48,132.826,143.30735,142.8019666666667,-7.313895623636903,-6.985874844394084,111.66816666666666,-9.123608787344642,156.86700000000002,-6.76177908674229
2013-11-01,144.47,101.26,131.507,143.31905833333332,142.657,-8.241791755190487,-7.8159501461547665,111.64225,-9.299570727032105,156.89483333333334,-7.919211276343287
2013-12-01,141.34,99.46,128.776,143.31018333333333,142.46128333333334,-10.14176592010034,-9.606317599506859,111.6045,-10.881729679358815,156.89833333333334,-9.91618776490084
2014-01-01,134.13,95.79,122.62799999999999,143.195925,142.17985,-14.363484854754075,-13.751491508817884,111.48166666666665,-14.075558014023217,156.78775,-14.451224665192273
2014-02-01,135.36,97.87,124.11300000000001,143.07474999999997,141.94541666666663,-13.253037310916117,-12.562868943167677,111.35483333333333,-12.10978718181668,156.66899999999998,-13.601286789345673
2014-03-01,136.28,98.33,124.895,142.9191,141.78191666666666,-12.611400435631062,-11.910486939154792,111.19125000000001,-11.566782458152067,156.51675000000003,-12.929446848340529
2014-04-01,144.39,102.94,131.95499999999998,142.83109166666665,141.62563333333335,-7.614652762053269,-6.828307210865102,111.05966666666667,-7.311085032369993,156.4474166666667,-7.707009117546977
2014-05-01,147.45,104.26,134.493,142.88044166666666,141.48639999999997,-5.870251777520514,-4.9428072238745075,111.04158333333334,-6.107246609565933,156.5256666666667,-5.798197100794995
2014-06-01,146.44,103.45,133.543,142.93018333333333,141.35703333333333,-6.567670392922601,-5.527870208557005,111.03083333333332,-6.827683000968185,156.60133333333334,-6.488663357485256
2014-07-01,146.52,103.89,133.731,142.96317499999998,141.19991666666664,-6.457729411787326,-5.2896041605312405,111.02375,-6.425426991972444,156.6515,-6.467541006629358
2014-08-01,145.49,103.91,133.016,142.99430833333332,141.01061666666664,-6.978115737357145,-5.669514009406132,111.02233333333334,-6.406218568636346,156.69658333333334,-7.151772613633882
2014-09-01,144.96,104.83,132.921,143.0392083333333,140.84768333333332,-7.073730658348033,-5.627840760840816,111.03666666666668,-5.589745129236598,156.75458333333336,-7.524235070213267
2014-10-01,145.92,105.16,133.69199999999998,143.07635833333333,140.65723333333335,-6.558986014635672,-4.951919761443746,111.04091666666666,-5.296170855938237,156.80583333333334,-6.942237480535919
2014-11-01,150.08,107.85,137.411,143.13950000000003,140.5524166666667,-4.002039968003259,-2.235049913170011,111.069,-2.8981984172001263,156.88400000000001,-4.336962341602714
2014-12-01,148.34,107.3,136.028,143.17859166666668,140.4233833333333,-4.994176561894071,-3.130093599083615,111.08283333333334,-3.4054166785446984,156.93391666666668,-5.476137248852626
2015-01-01,152.37,111.13,139.998,143.2046583333333,140.25410000000002,-2.239213703418267,-0.1825971575875728,111.104,0.02340149769584916,156.96208333333334,-2.92560039712351
2015-02-01,148.26,108.79,136.41899999999998,143.16319166666665,140.00225,-4.710841933707006,-2.5594231521279274,111.07641666666667,-2.058417740939609,156.91466666666665,-5.515524361436359
2015-03-01,146.61,106.45,134.562,143.11119166666666,139.73695,-5.973810690207477,-3.7033511895028446,111.02266666666668,-4.118678468060585,156.86341666666667,-6.536525140501732
2015-04-01,144.48,105.03,132.64499999999998,143.06193333333334,139.3418333333333,-7.281415181956179,-4.8060465210854355,110.96308333333333,-5.346898405400591,156.81858333333332,-7.868061980324398
2015-05-01,142.22,103.74,130.676,142.98724166666665,138.92258333333334,-8.610028085839124,-5.936099902163745,110.89124999999999,-6.448885732643459,156.74266666666665,-9.265292581471108
2015-06-01,138.7,102.19,127.74699999999999,142.845025,138.47944999999999,-10.569514059030062,-7.750211312942101,110.7705,-7.746195963726805,156.59125,-11.425446824136095
2015-07-01,140.44,103.73,129.427,142.69489166666665,138.08724999999998,-9.298084543671173,-6.271578295606576,110.64358333333332,-6.248517198240887,156.43116666666666,-10.222494025593786
2015-08-01,134.11,100.62,124.06300000000002,142.51651666666666,137.57153333333332,-12.948335461936503,-9.819279473030495,110.49991666666666,-8.941107798723824,156.23791666666665,-14.162961935723011
2015-09-01,128.52,97.51,119.217,142.28744999999998,136.95298333333332,-16.213973895800354,-12.950417655499527,110.32125,-11.612676614886071,155.98725000000002,-17.608650707028943
2015-10-01,133.09,99.52,123.01899999999999,142.07136666666668,136.33695,-13.410419786675302,-9.76840834417963,110.15533333333333,-9.654851028547567,155.74966666666666,-14.548773780147195
2015-11-01,140.12,103.41,129.107,141.88385000000002,135.84543333333332,-9.005147520313287,-4.960367947591407,110.03116666666668,-6.01753745529677,155.535,-9.910952518725685
2015-12-01,138.74,102.16,127.76599999999999,141.68465833333332,135.4392,-9.823687685781548,-5.665420350976681,109.9025,-7.044880689702242,155.30558333333335,-10.666444166259318
2016-01-01,140.2,101.89,128.707,141.48844166666666,135.13354999999999,-9.03355886608641,-4.755702784393655,109.76333333333334,-7.173008594248233,155.08491666666666,-9.597913831078566
2016-02-01,142.05,103.32,130.43099999999998,141.2942,134.92093333333332,-7.688355219110202,-3.3278255808093093,109.62725,-5.753359680189014,154.86575000000002,-8.275393364898312
2016-03-01,143.47,104.46,131.767,141.12188333333333,134.75131666666667,-6.62893883809421,-2.2146846060502354,109.50941666666668,-4.610942894560836,154.67008333333334,-7.2412732261841235
2016-04-01,144.66,104.79,132.69899999999998,140.96336666666667,134.54701666666668,-5.862776168087185,-1.3735099539553977,109.39675000000001,-4.211048317248918,154.49191666666667,-6.364033069691352
2016-05-01,140.81,102.57,129.338,140.86670833333332,134.32481666666666,-8.184125596271413,-3.712505842492001,109.33200000000001,-6.184831522335651,154.38158333333334,-8.790934151795957
2016-06-01,142.44,103.26,130.686,140.89464166666667,134.19875,-7.245585457265732,-2.6175728164382925,109.33916666666666,-5.559916772733149,154.41841666666667,-7.757116621991876
2016-07-01,143.5,102.98,131.344,140.8955333333333,134.16891666666666,-6.779159784104804,-2.105492640806645,109.31841666666666,-5.798123372014926,154.42858333333334,-7.076787921925076
2016-08-01,141.69,101.89,129.75,140.83572499999997,134.22836666666666,-7.871387036208299,-3.3363787237223272,109.254,-6.740256649642122,154.37075000000002,-8.214477159695095
2016-09-01,141.91,102.16,129.98499999999999,140.77245,134.27213333333333,-7.663040602049626,-3.192869009305488,109.19533333333334,-6.44288827971892,154.3055,-8.033090200932564
2016-10-01,139.9,99.88,127.89399999999999,140.67806666666667,134.25658333333334,-9.087462580046836,-4.73912204181174,109.11016666666666,-8.459492775650295,154.20716666666664,-9.277886998334472
2016-11-01,135.28,97.71,124.00899999999999,140.54180833333334,134.10016666666667,-11.763622888728792,-7.525096289962365,109.01083333333334,-10.366706672884202,154.05508333333333,-12.187253368789623
2016-12-01,131.08,95.15,120.301,140.3811,133.90021666666667,-14.303991064324187,-10.15623201008014,108.89941666666667,-12.625794597920247,153.87325,-14.81300355974804
2017-01-01,124.62,90.91,114.50699999999999,140.14839999999998,133.54738333333333,-18.295892068692897,-14.257399028035373,108.73916666666668,-16.39626936016616,153.6095,-18.872205169602136
2017-02-01,126.44,92.45,116.243,139.90633333333332,133.14516666666665,-16.913697021102212,-12.694540169814648,108.56908333333334,-14.846844827678845,153.33658333333332,-17.54087820964664
2017-03-01,127.21,93.42,117.073,139.684875,132.79041666666666,-16.18777623561607,-11.83625826411921,108.41791666666668,-13.833430052689643,153.085,-16.902374497828013
2017-04-01,128.31,94.1,118.047,139.43904999999998,132.42479999999998,-15.341505840723949,-10.857331859289184,108.25183333333332,-13.073065737146866,152.805,-16.03023461274173
2017-05-01,130.12,95.67,119.785,139.18839166666666,132.0725,-13.940380684284792,-9.303602188192087,108.08733333333333,-11.488240990310302,152.51741666666666,-14.685153444224126
2017-06-01,129.98,96.1,119.81599999999999,138.9234083333333,131.7225,-13.75391560181631,-9.039078365503242,107.91241666666666,-10.946299815668414,152.21383333333333,-14.606972866022911
2017-07-01,126.9,94.26,117.108,138.63087499999997,131.30498333333333,-15.525311370933764,-10.812219744388978,107.71216666666668,-12.488994588974013,151.88175,-16.448157859650685
2017-08-01,127.12,94.02,117.19,138.36685833333334,130.8747,-15.304863164788443,-10.4563372447081,107.52375,-12.558853276601688,151.58533333333335,-16.139644116845083
2017-09-01,128.26,93.89,117.94899999999998,138.072275,130.49538333333334,-14.574450229055765,-9.614426972703901,107.30733333333333,-12.503649952472959,151.25725,-15.204064598556439
2017-10-01,125.05,91.01,114.838,137.69830000000002,130.03973333333332,-16.60173001409605,-11.690068061248965,107.04483333333334,-14.97954906744682,150.83550000000002,-17.095113550855086
2017-11-01,119.71,87.26,109.975,137.29041666666666,129.46826666666666,-19.896084031114093,-15.056405070174215,106.77216666666666,-18.27458154668897,150.36966666666666,-20.389528916514635
2017-12-01,120.84,88.13,111.02699999999999,136.8760833333333,128.9361,-18.88502556752974,-13.88990360341287,106.49841666666666,-17.24759601277327,149.89508333333333,-19.38361331620283
2018-01-01,121.8,88.19,111.71699999999998,136.47305,128.37403333333333,-18.139881830148894,-12.975391440792421,106.23491666666668,-16.985862306727476,149.43224999999998,-18.49149029075048
2018-02-01,121.23,89.15,111.60600000000001,136.08233333333334,127.82146666666667,-17.98641508694491,-12.686027699051063,105.98116666666667,-15.881280793600116,148.98283333333333,-18.628208842853255
2018-03-01,119.37,88.28,110.04299999999999,135.75904166666666,127.23823333333333,-18.942415437645806,-13.51420314701006,105.769,-16.535090622015904,148.61191666666664,-19.67669707958591
2018-04-01,116.98,86.69,107.893,135.47302499999998,126.59841666666667,-20.358314874861605,-14.775395426878033,105.56966666666668,-17.88360924381689,148.28875000000002,-21.113368343856166
2018-05-01,111.79,84.46,103.591,135.08371666666667,125.91405,-23.313481035155615,-17.728799923439844,105.3,-19.79107312440646,147.84816666666666,-24.388646460501697
2018-06-01,110.58,83.44,102.43799999999999,134.67959166666665,125.29558333333333,-23.939478333484207,-18.242928222396777,105.01925000000001,-20.54789955174886,147.3911666666667,-24.97515115672922
2018-07-01,109.34,83.32,101.53399999999999,134.26603333333333,124.68726666666666,-24.378491358325675,-18.569070672279288,104.73933333333333,-20.450133346912025,146.92033333333336,-25.57871499520149
2018-08-01,93.75,74.28,87.90899999999999,133.66322499999998,123.90693333333333,-34.23097489979013,-29.052396314653368,104.33608333333333,-28.80698831420578,146.232,-35.889545379944195
2018-09-01,90.01,73.59,85.084,133.05631666666667,123.14108333333333,-36.05414449195009,-30.905269227099264,103.94425,-29.202433035016362,145.53291666666667,-38.151449128060946
2018-10-01,100.67,80.99,94.76599999999999,132.65435833333333,122.50675,-28.561713922830663,-22.644262459007365,103.71058333333333,-21.90768058868952,145.05883333333335,-30.600572411423876
2018-11-01,108.65,87.09,102.18199999999999,132.33749999999998,122.018,-22.78681401719089,-16.256617876051084,103.5325,-15.88148648974959,144.68249999999998,-24.90453233805054
2018-12-01,108.95,86.97,102.356,132.019475,121.57766666666666,-22.469014514714594,-15.81019540321276,103.36200000000001,-15.858826261101767,144.30124999999998,-24.49822853232386
2019-01-01,108.39,86.08,101.69699999999999,131.70433333333332,121.22881666666666,-22.783861831931628,-16.111529588193353,103.18458333333334,-16.576684986048466,143.92708333333334,-24.691032785698784
2019-02-01,110.79,87.79,103.89,131.41859166666666,120.89176666666665,-20.94725816001046,-14.063626610359176,103.01066666666665,-14.775816096714884,143.59341666666666,-22.84465223277993
2019-03-01,107.97,85.91,101.35199999999999,131.14065,120.49938333333333,-22.71503915833878,-15.890025993217396,102.84758333333333,-16.468625498411487,143.26625,-24.63682130299356
2019-04-01,104.24,83.91,98.14099999999999,130.780725,119.93581666666665,-24.957596006598067,-18.17206675403747,102.61791666666667,-18.230653354068295,142.85049999999998,-27.0286068302176
2019-05-01,100.36,82.33,94.951,130.38159166666665,119.27678333333333,-27.174535311126164,-20.394399189448297,102.36916666666667,-19.575392981285063,142.38691666666668,-29.515996027256726
2019-06-01,103.62,85.78,98.26799999999999,130.02294999999998,118.68886666666666,-24.42257309190416,-17.205376746934427,102.15641666666667,-16.030727389452615,141.96574999999999,-27.010564167765803
2019-07-01,107.26,87.28,101.26599999999999,129.67385,118.14778333333332,-21.90715398671359,-14.288700860095133,101.94766666666666,-14.387447154258881,141.5565,-24.228135055613834
2019-08-01,109.91,88.91,103.61,129.33415,117.65768333333334,-19.889681108972376,-11.939452601268005,101.74225,-12.61250856944878,141.15925000000001,-22.137585740927367
2019-09-01,109.79,88.33,103.35199999999999,129.006275,117.16486666666667,-19.886067557566484,-11.789256506358855,101.54416666666665,-13.013220848071027,140.77575,-22.010715623962213
2019-10-01,110.03,87.24,103.193,128.65689166666667,116.65655,-19.792093013283978,-11.541186500029358,101.33933333333333,-13.9129919938951,140.36441666666667,-21.611187070797268
2019-11-01,110.87,87.46,103.847,128.32478333333333,116.09715,-19.074868234727848,-10.55163714182476,101.14891666666668,-13.533428847071209,139.97158333333334,-20.79106532933173
2019-12-01,109.16,85.97,102.20299999999999,127.97839166666667,115.53339999999999,-20.14042474748505,-11.538135292478191,100.94725,-14.836709271426413,139.56316666666666,-21.78452050982888
2020-01-01,108.69,85.92,101.859,127.575925,114.89775,-20.158133284160005,-11.348133449088435,100.71558333333334,-14.690460843944214,139.0875,-21.854947425181994
2020-02-01,108.22,86.31,101.64699999999999,127.16023333333332,114.31821666666666,-20.063845956033948,-11.084162293760997,100.47366666666667,-14.096894376967766,138.59733333333332,-21.917689614037783
2020-03-01,105.25,85.04,99.187,126.73279166666666,113.72863333333333,-21.735330930859444,-12.786255235049282,100.21766666666667,-15.144701699301189,138.09641666666667,-23.785133213087235
2020-04-01,99.93,82.59,94.728,126.21925833333333,113.09668333333333,-24.949646154763364,-16.24157560765487,99.89441666666667,-17.32270655767381,137.50133333333332,-27.324341097298436
2020-05-01,99.34,82.49,94.285,125.706375,112.49016666666667,-24.995848460350558,-16.18378495305516,99.57916666666667,-17.161387505753385,136.90375,-27.438072368360984
2020-06-01,100.31,81.96,94.80499999999999,125.21029166666666,111.94113333333333,-24.283380592716192,-15.308164946218758,99.26508333333332,-17.433202846586703,136.32966666666667,-26.42100398788231
2020-07-01,99.62,81.0,94.03399999999999,124.71925,111.35124999999998,-24.603459369744453,-15.55191342710566,98.94991666666667,-18.14040604716696,135.76325,-26.622263388656354
2020-08-01,93.01,76.19,87.964,124.16056666666665,110.7496,-29.153029531383684,-20.573979499700226,98.57708333333333,-22.710230995202572,135.12491666666668,-31.167395107860074
2020-09-01,91.01,75.44,86.339,123.57730833333332,110.20163333333332,-30.133613391940816,-21.653611304611626,98.19700000000002,-23.174842408627573,134.45458333333332,-32.311716161900996
2020-10-01,88.73,74.39,84.428,122.94769999999998,109.55845,-31.33015095036344,-22.93793860720008,97.79658333333333,-23.933947931037125,133.72674999999998,-33.648279046638
2020-11-01,88.28,75.17,84.347,122.32894166666665,108.81244999999998,-31.049023353903777,-22.48405398463135,97.41716666666666,-22.83700853545661,133.00541666666666,-33.62676332104269
2020-12-01,90.48,77.21,86.499,121.78193333333334,108.12466666666666,-28.972223028155803,-20.000678229451186,97.08733333333333,-20.473662887709352,132.36533333333333,-31.643733505248093
2021-01-01,95.3,81.89,91.27699999999999,121.31719166666666,107.50083333333332,-24.761693914911625,-15.09182099363571,96.82016666666667,-15.420513288381724,131.81591666666668,-27.70220591721663
2021-02-01,100.6,86.18,96.27399999999999,120.92624166666666,106.93155,-20.386180308671634,-9.966702998319967,96.61133333333333,-10.797214957527407,131.34691666666666,-23.408936766057824
2021-03-01,95.01,83.22,91.473,120.50565,106.25998333333334,-24.092355835597754,-13.915853239828921,96.38341666666666,-13.657345964597987,130.84375,-27.386673035586334
2021-04-01,90.05,80.15,87.08,120.02334166666667,105.49966666666666,-27.44744581279711,-17.459454848198565,96.11525,-16.61052746572474,130.26966666666667,-30.87416103518599
2021-05-01,87.25,78.98,84.76899999999999,119.54083333333332,104.75684999999999,-29.087829123939517,-19.08023198482963,95.86625,-17.614384624411606,129.68708333333333,-32.7226754142182
2021-06-01,86.38,79.16,84.214,119.09053333333333,103.98231666666668,-29.285731079660398,-19.011229313189318,95.63574999999999,-17.227605785493388,129.14258333333333,-33.11269004349844
2021-07-01,88.59,81.2,86.37299999999999,118.70085833333333,103.2328,-27.23473004934042,-16.33182476887192,95.45158333333333,-14.930693484218436,128.66483333333335,-31.146687323264977
2021-08-01,91.05,84.29,89.02199999999999,118.39118333333333,102.554,-24.80690073908939,-13.194999707471197,95.32933333333334,-11.580206162496326,128.27483333333333,-29.01959204780361
2021-09-01,91.28,83.88,89.05999999999999,118.072025,101.87191666666666,-24.571463900953685,-12.576495157726663,95.1885,-11.880111568099098,127.87925,-28.62016316173265
2021-10-01,87.11,80.86,85.235,117.70875833333331,101.16093333333333,-27.588226053130693,-15.743165675287035,95.02158333333334,-14.903543843986327,127.43183333333334,-31.64188435385717
2021-11-01,78.26,76.79,77.819,117.24563333333334,100.3911,-33.627378873243046,-22.484164432902908,94.80258333333333,-19.000097571180806,126.86408333333334,-38.311933571952665
2021-12-01,70.0,70.82,70.246,116.72853333333333,99.55684999999998,-39.8210548920344,-29.441319206061657,94.53666666666666,-25.087267726807944,126.23933333333335,-44.54977054166954
2022-01-01,76.29,76.15,76.248,116.23329166666666,98.9192,-34.400894178697364,-22.918907552830994,94.29500000000002,-19.242801845272822,125.63541666666667,-39.27667689246331
2022-02-01,78.79,79.86,79.11099999999999,115.72274999999999,98.30033333333333,-31.63746972829457,-19.52112742920506,94.06241666666666,-15.09892810536266,125.00575,-36.97089933863042
2022-03-01,78.48,80.93,79.215,115.22989166666666,97.66936666666668,-31.25481691057159,-18.89473362681783,93.85125,-13.767797445425595,124.39216666666667,-36.90921052102691
2022-04-01,83.41,85.24,83.95899999999999,114.76301666666664,97.10123333333333,-26.84141421285399,-13.53456890523533,93.67341666666667,-9.002998894207808,123.80141666666667,-32.625972912264736
2022-05-01,81.86,88.54,83.86399999999999,114.287525,96.50254999999999,-26.62016261179863,-13.096596929303939,93.50633333333333,-5.311226690527191,123.19375,-33.551823854700416
2022-06-01,78.45,86.19,80.77199999999999,113.78715833333332,95.85181666666666,-29.014836838281184,-15.732426563294148,93.31991666666666,-7.640294720937556,122.55883333333333,-35.98992592673178
2022-07-01,79.6,89.99,82.71699999999998,113.29180833333334,95.27863333333333,-26.987660258166667,-13.18410318647869,93.15450000000001,-3.397044694566572,121.92208333333333,-34.712401704640605
2022-08-01,78.02,88.36,81.122,112.7761,94.6775,-28.068092441572283,-14.317551688627178,92.97683333333333,-4.965573861589176,121.26150000000001,-35.659710625383994
2022-09-01,80.16,92.92,83.988,112.30343333333333,94.11148333333333,-25.213328295394945,-10.756905506926264,92.8565,0.06838508881985082,120.63783333333335,-33.55318328827193
2022-10-01,82.25,100.98,87.869,111.85086666666666,93.662,-21.44093057243484,-6.185005658644921,92.80958333333334,8.803419187134951,120.01141666666668,-31.464853691003015
2022-11-01,82.78,99.91,87.919,111.38133333333332,93.2944,-21.064870235587044,-5.761760620144402,92.72691666666668,7.746492163817928,119.37608333333333,-30.656126680874795
2022-12-01,81.52,96.51,86.017,110.90683333333331,92.87756666666665,-22.44210981890204,-7.386677873774318,92.62633333333333,4.192832131971114,118.74133333333333,-31.346568451311533
2023-01-01,84.99,98.99,89.19,110.438075,92.50211666666665,-19.239809277733247,-3.5805847325655655,92.5445,6.964757495042921,118.10674999999999,-28.03967597110241
2023-02-01,87.64,100.88,91.612,109.995175,92.16888333333333,-16.712710352976853,-0.6041988501904005,92.48566666666667,9.076361382124064,117.49925,-25.412289865679995
2023-03-01,89.02,101.82,92.85999999999999,109.56036666666665,91.8825,-15.24307299689578,1.0638587326204576,92.42599999999999,10.163806721052525,116.90366666666665,-23.85183242042593
2023-04-01,88.13,100.13,91.72999999999999,109.10576666666667,91.61311666666666,-15.925617130533592,0.12758362294191194,92.34625000000001,8.428875021996001,116.28841666666668,-24.214291907835488
2023-05-01,86.66,100.21,90.725,108.65636666666666,91.39868333333334,-16.5028218932408,-0.7370820987392163,92.26866666666666,8.606749853688141,115.67966666666666,-25.086229501583396
2023-06-01,77.02,92.32,81.60999999999999,108.17356666666666,91.05154999999999,-24.556430452664507,-10.369455544688703,92.15091666666666,0.1834852429574309,115.04041666666667,-33.04961662024579
2023-07-01,72.79,86.55,76.918,107.664275,90.64128333333332,-28.557546131249197,-15.140212967711344,91.98841666666667,-5.912066827254521,114.3825,-36.36264288680523
2023-08-01,78.3,90.52,81.966,107.22458333333333,90.54223333333333,-23.556709243449305,-9.472080616522604,91.88058333333333,-1.4808170387831356,113.80058333333335,-31.195431775027526
2023-09-01,82.97,94.57,86.44999999999999,106.85304166666667,90.565,-19.09448841925808,-4.543697896538408,91.82900000000001,2.9848958390050915,113.29191666666667,-26.764413171578145
2023-10-01,83.8,94.63,87.04899999999999,106.47156666666666,90.43638333333332,-18.242022048453002,-3.745597964536027,91.77191666666666,3.1143332700726427,112.77141666666667,-25.690389925934248
2023-11-01,82.75,93.31,85.91799999999999,106.09165833333331,90.16531666666667,-19.015310581675475,-4.71058808828747,91.70566666666667,1.7494375120403274,112.25708333333333,-26.285275242467993
2023-12-01,82.84,92.19,85.645,105.73223333333333,89.8868,-18.99821151985503,-4.719046623085924,91.64508333333333,0.5945945454429714,111.76958333333333,-25.8832344816531
2024-01-01,85.56,93.69,87.999,105.44365833333333,89.65849999999999,-16.544056426974947,-1.8509120719173247,91.62758333333335,2.25086877950688,111.36483333333334,-23.171438021278412
2024-02-01,87.69,95.96,90.17099999999999,105.16080833333332,89.42984999999999,-14.254177550461009,0.828750132086775,91.61166666666666,4.746484254188873,110.96758333333332,-20.97692193891459
2024-03-01,87.24,95.14,89.60999999999999,104.86676666666668,89.23414999999999,-14.54871467064719,0.42119524868001756,91.58508333333333,3.8815454845721833,110.55891666666666,-21.0918462026657
2024-04-01,89.97,98.35,92.48399999999998,104.53784166666667,89.13986666666666,-11.530601239216342,3.7515574774623675,91.54683333333332,7.431351166342914,110.10541666666667,-18.287398818556465
2024-05-01,92.34,99.6,94.518,104.20471666666666,89.13265,-9.295852411031289,6.041949835441898,91.508,8.84294269353499,109.64616666666667,-15.783649527191255
2024-06-01,93.02,100.29,95.201,103.8852,89.08153333333333,-8.35941982111023,6.869512050009618,91.48166666666667,9.628523019184176,109.201,-14.817629875184291
2024-07-01,94.38,100.7,96.27599999999998,103.57307499999999,88.99836666666667,-7.045339727530546,8.17726617454775,91.45508333333332,10.108696345473799,108.7665,-13.226958668339975
2024-08-01,93.33,98.96,95.01899999999998,103.25643333333332,88.85518333333333,-7.977646590543359,6.936924144924182,91.41383333333333,8.254950472485016,108.33183333333334,-13.848037895909332
2024-09-01,94.09,98.63,95.452,102.94419166666665,88.72351666666665,-7.277915873997415,7.583652661798998,91.36216666666665,7.954970419922189,107.90791666666668,-12.805285370628514
2024-10-01,97.11,100.69,98.18399999999998,102.64829166666667,88.64003333333332,-4.349114431600801,10.767106360143513,91.32491666666667,10.254685878899423,107.50116666666668,-9.666096647013141
2024-11-01,100.41,102.37,100.99799999999999,102.34485,88.59255,-1.315991962468071,14.002814006369595,91.27924999999999,12.150351805037854,107.08725000000001,-6.2353361394563915
2024-12-01,100.76,101.9,101.102,102.05379999999998,88.5742,-0.9326453302081622,14.143847757021794,91.23425,11.690510964906274,106.69075000000001,-5.558823046983926
2025-01-01,104.77,103.95,104.524,101.75818333333333,88.61861666666665,2.7180287383930293,17.94812865693948,91.17441666666667,14.012245759729744,106.29408333333332,-1.4338364709857538
2025-02-01,104.54,102.96,104.066,101.488575,88.65893333333334,2.539620839094455,17.37790664448929,91.12583333333333,12.986621064279241,105.92975,-1.3119543848635462
2025-03-01,102.57,100.86,102.05699999999999,101.2177,88.70676666666667,0.829202797534418,15.049847756822746,91.07924999999999,10.738724791870832,105.56275000000001,-2.8350436115012303
2025-04-01,100.53,99.21,100.13399999999999,100.94677499999999,88.79686666666666,-0.8051520219442396,12.767492546658923,91.03075,8.985150622179864,105.1965,-4.435984086923043
2025-05-01,99.13,99.08,99.11499999999998,100.68376666666667,88.87736666666666,-1.558112810638481,11.518830628420195,90.99191666666667,8.888793235296538,104.83741666666667,-5.444064579360589
2025-06-01,97.44,98.46,97.746,100.43375833333332,88.92638333333333,-2.6761503083582916,9.917885262022907,90.96083333333333,8.244390900845604,104.49358333333335,-6.750254999708928
2025-07-01,96.46,97.17,96.67299999999999,100.16080833333332,88.97036666666666,-3.4822086516374466,8.65752679450198,90.90616666666666,6.890438309098948,104.12708333333333,-7.363198015245798
2025-08-01,97.23,98.88,97.725,99.94132499999999,89.13305,-2.2176261921682525,9.639465944450457,90.89166666666667,8.788851196479323,103.81974999999998,-6.34729904473858
2025-09-01,98.54,99.46,98.81599999999999,99.77131666666666,89.341,-0.9575063240453799,10.605433115814682,90.90791666666665,9.407413179086909,103.56991666666666,-4.856542158718854
2025-10-01,99.99,100.35,100.09799999999998,99.58030833333332,89.60216666666665,0.5198735325600243,11.713816444170813,90.91483333333333,10.378027787911389,103.29408333333332,-3.198714995776613
2025-11-01,99.86,100.51,100.055,99.33820833333333,89.86396666666666,0.7215669365220044,11.340511343256255,90.89066666666666,10.583411571411819,102.95858333333334,-3.009543481480826
2025-12-01,98.94,99.11,98.99099999999999,99.09841666666667,90.07216666666666,-0.10839392825820104,9.90187497802687,90.86525,9.07360074395877,102.62691666666666,-3.5925435416147273
2026-01-01,102.09,99.63,101.35199999999999,98.87045833333333,90.24008333333333,2.50989194193917,12.313726069623524,90.84641666666667,9.668607365728047,102.30933333333333,-0.21438252619505974
2026-02-01,102.79,99.79,101.89,98.63261666666666,90.33368333333331,3.302541738643931,12.792920913037081,90.81700000000001,9.88030875276655,101.98216666666667,0.7921319577115621
2026-03-01,104.46,100.39,103.23899999999998,98.39488333333333,90.52978333333333,4.923138787873947,14.038713226420679,90.78308333333332,10.5822762500723,101.65708333333332,2.7572271156707484
2026-04-01,106.07,99.66,104.14699999999999,98.15695,90.81423333333332,6.102522541704889,14.681362356194539,90.74033333333334,9.82988086885287,101.3355,4.672104050406814
2026-05-01,105.7,100.28,104.074,97.94641666666666,91.13598333333333,6.2560566704414065,14.1963867546646,90.72125000000001,10.536395827879343,101.04291666666667,4.609015146204376
2026-06-01,104.9,100.98,103.72399999999999,97.72173333333333,91.46115,6.142202416930785,13.407714641681178,90.70225,11.331306555239806,100.73008333333333,4.139693454702804
