Tarih,TP.FE25.OKTG10
2005-01-01,2.498604
2005-02-01,2.520253
2005-03-01,2.522709
2005-04-01,2.498381
2005-05-01,2.498604
2005-06-01,2.45776
2005-07-01,2.429415
2005-08-01,2.42763
2005-09-01,2.460216
2005-10-01,2.515567
2005-11-01,2.5977
2005-12-01,2.590781
2006-01-01,2.624929
2006-02-01,2.688092
2006-03-01,2.722909
2006-04-01,2.739649
2006-05-01,2.759289
2006-06-01,2.684298
2006-07-01,2.72224
2006-08-01,2.689431
2006-09-01,2.766431
2006-10-01,2.787411
2006-11-01,2.863072
2006-12-01,2.880258
2007-01-01,3.008145
2007-02-01,3.056354
2007-03-01,3.075325
2007-04-01,3.10434
2007-05-01,3.052783
2007-06-01,2.993638
2007-07-01,2.972435
2007-08-01,3.022653
2007-09-01,3.091841
2007-10-01,3.19741
2007-11-01,3.215042
2007-12-01,3.226648
2008-01-01,3.28557
2008-02-01,3.451622
2008-03-01,3.487556
2008-04-01,3.52282
2008-05-01,3.531747
2008-06-01,3.411672
2008-07-01,3.426625
2008-08-01,3.425509
2008-09-01,3.434214
2008-10-01,3.56835
2008-11-01,3.593571
2008-12-01,3.610756
2009-01-01,3.663652
2009-02-01,3.664322
2009-03-01,3.807609
2009-04-01,3.794218
2009-05-01,3.80136
2009-06-01,3.741992
2009-07-01,3.71811
2009-08-01,3.659635
2009-09-01,3.667446
2009-10-01,3.775916
2009-11-01,3.859389
2009-12-01,3.945094
2010-01-01,4.007364
2010-02-01,4.208234
2010-03-01,4.234347
2010-04-01,4.240373
2010-05-01,4.054457
2010-06-01,3.952236
2010-07-01,3.923221
2010-08-01,4.039057
2010-09-01,4.22966
2010-10-01,4.420934
2010-11-01,4.337461
2010-12-01,4.222072
2011-01-01,4.290145
2011-02-01,4.399061
2011-03-01,4.381206
2011-04-01,4.360226
2011-05-01,4.565783
2011-06-01,4.273405
2011-07-01,4.223188
2011-08-01,4.28144
2011-09-01,4.323846
2011-10-01,4.498603
2011-11-01,4.645908
2011-12-01,4.737416
2012-01-01,4.790758
2012-02-01,4.890524
2012-03-01,4.874231
2012-04-01,4.868205
2012-05-01,4.751477
2012-06-01,4.588995
2012-07-01,4.605734
2012-08-01,4.672914
2012-09-01,4.773126
2012-10-01,4.852582
2012-11-01,4.846779
2012-12-01,4.921993
2013-01-01,5.118846
2013-02-01,5.164154
2013-03-01,5.269276
2013-04-01,5.200757
2013-05-01,5.087377
2013-06-01,5.18
2013-07-01,5.191606
2013-08-01,5.151655
2013-09-01,5.189597
2013-10-01,5.3927
2013-11-01,5.320386
2013-12-01,5.397833
2014-01-01,5.67615
2014-02-01,5.683292
2014-03-01,5.802475
2014-04-01,5.884832
2014-05-01,5.805377
2014-06-01,5.826133
2014-07-01,5.843542
2014-08-01,5.895322
2014-09-01,5.9134
2014-10-01,6.070079
2014-11-01,6.08481
2014-12-01,6.085033
2015-01-01,6.299071
2015-02-01,6.462
2015-03-01,6.621803
2015-04-01,6.729827
2015-05-01,6.549267
2015-06-01,6.366698
2015-07-01,6.38433
2015-08-01,6.467803
2015-09-01,6.547927
2015-10-01,6.597476
2015-11-01,6.663763
2015-12-01,6.746343
2016-01-01,7.035373
2016-02-01,7.032695
2016-03-01,6.925341
2016-04-01,6.822897
2016-05-01,6.711079
2016-06-01,6.788972
2016-07-01,7.002787
2016-08-01,6.868204
2016-09-01,6.820218
2016-10-01,6.940294
2016-11-01,6.900343
2016-12-01,7.12755
2017-01-01,7.58174
2017-02-01,7.645796
2017-03-01,7.793324
2017-04-01,7.889072
2017-05-01,7.845773
2017-06-01,7.762747
2017-07-01,7.707619
2017-08-01,7.690433
2017-09-01,7.673025
2017-10-01,7.824347
2017-11-01,7.989061
2017-12-01,8.110253
2018-01-01,8.245728
2018-02-01,8.430752
2018-03-01,8.601715
2018-04-01,8.58386
2018-05-01,8.708623
2018-06-01,9.2291
2018-07-01,9.203211
2018-08-01,9.209013
2018-09-01,9.798233
2018-10-01,10.114046
2018-11-01,10.039054
2018-12-01,10.147078
2019-01-01,10.79946
2019-02-01,10.896994
2019-03-01,11.162589
2019-04-01,11.318375
2019-05-01,11.185355
2019-06-01,11.001
2019-07-01,10.879139
2019-08-01,10.79522
2019-09-01,10.730718
2019-10-01,10.90793
2019-11-01,10.931812
2019-12-01,11.251865
2020-01-01,11.775244
2020-02-01,12.049544
2020-03-01,12.284785
2020-04-01,12.595018
2020-05-01,12.625372
2020-06-01,12.422939
2020-07-01,12.263805
2020-08-01,12.253985
2020-09-01,12.334779
2020-10-01,12.708398
2020-11-01,13.236687
2020-12-01,13.571248
2021-01-01,13.908264
2021-02-01,14.26626
2021-03-01,14.427179
2021-04-01,14.734064
2021-05-01,14.776917
2021-06-01,14.906367
2021-07-01,15.319936
2021-08-01,15.807382
2021-09-01,15.885721
2021-10-01,16.191267
2021-11-01,16.825794
2021-12-01,19.516118
2022-01-01,21.642889
2022-02-01,23.463667
2022-03-01,24.573141
2022-04-01,27.861389
2022-05-01,28.316918
2022-06-01,28.908593
2022-07-01,29.819652
2022-08-01,30.074311
2022-09-01,30.667325
2022-10-01,32.228311
2022-11-01,34.080559
2022-12-01,34.712854
2023-01-01,37.009918
2023-02-01,39.732158
2023-03-01,41.256764
2023-04-01,42.88493
2023-05-01,43.18936
2023-06-01,44.495017
2023-07-01,47.924767
2023-08-01,51.986812
2023-09-01,53.710503
2023-10-01,55.430846
2023-11-01,56.96929
2023-12-01,59.710055
2024-01-01,62.808592
2024-02-01,67.990378
2024-03-01,70.304404
2024-04-01,72.259989
2024-05-01,73.481727
2024-06-01,74.786045
2024-07-01,76.15799
2024-08-01,75.320584
2024-09-01,77.192026
2024-10-01,80.530714
2024-11-01,84.640745
2024-12-01,85.73415
2025-01-01,89.040253
2025-02-01,91.863374
2025-03-01,96.398357
2025-04-01,98.336756
2025-05-01,97.637281
2025-06-01,97.37481
2025-07-01,97.447793
2025-08-01,100.388759
2025-09-01,105.028194
2025-10-01,108.610829
2025-11-01,107.864707
2025-12-01,110.008887
2026-01-01,117.256168
2026-02-01,125.344217
2026-03-01,127.589837
2026-04-01,132.312787
2026-05-01,131.673667
2026-06-01,131.88569
2026-07-01,134.015042
