Tarih,TP.FE25.OKTG07
2005-01-01,3.56835
2005-02-01,3.563044
2005-03-01,3.568038
2005-04-01,3.604867
2005-05-01,3.64669
2005-06-01,3.650123
2005-07-01,3.618912
2005-08-01,3.617976
2005-09-01,3.662607
2005-10-01,3.74875
2005-11-01,3.813044
2005-12-01,3.821471
2006-01-01,3.835204
2006-02-01,3.844255
2006-03-01,3.853931
2006-04-01,3.92041
2006-05-01,4.008425
2006-06-01,4.018725
2006-07-01,4.055866
2006-08-01,4.019037
2006-09-01,4.073344
2006-10-01,4.129836
2006-11-01,4.189449
2006-12-01,4.194754
2007-01-01,4.239698
2007-02-01,4.254055
2007-03-01,4.280897
2007-04-01,4.346128
2007-05-01,4.374217
2007-06-01,4.360173
2007-07-01,4.318038
2007-08-01,4.316477
2007-09-01,4.367039
2007-10-01,4.465041
2007-11-01,4.533706
2007-12-01,4.543381
2008-01-01,4.544317
2008-02-01,4.615478
2008-03-01,4.662919
2008-04-01,4.754679
2008-05-01,4.841446
2008-06-01,4.808674
2008-07-01,4.795566
2008-08-01,4.756552
2008-09-01,4.777775
2008-10-01,4.89825
2008-11-01,4.923218
2008-12-01,4.899186
2009-01-01,4.905428
2009-02-01,4.901995
2009-03-01,4.954117
2009-04-01,4.957863
2009-05-01,5.018724
2009-06-01,5.019348
2009-07-01,4.996564
2009-08-01,4.962856
2009-09-01,4.981583
2009-10-01,5.111421
2009-11-01,5.193193
2009-12-01,5.226901
2010-01-01,5.259361
2010-02-01,5.344567
2010-03-01,5.383268
2010-04-01,5.42197
2010-05-01,5.390135
2010-06-01,5.346127
2010-07-01,5.30961
2010-08-01,5.334579
2010-09-01,5.427588
2010-10-01,5.566789
2010-11-01,5.560859
2010-12-01,5.533081
2011-01-01,5.548686
2011-02-01,5.60393
2011-03-01,5.629835
2011-04-01,5.692569
2011-05-01,5.87328
2011-06-01,5.754991
2011-07-01,5.719098
2011-08-01,5.768724
2011-09-01,5.817413
2011-10-01,5.965665
2011-11-01,6.077088
2011-12-01,6.118599
2012-01-01,6.13951
2012-02-01,6.180396
2012-03-01,6.210359
2012-04-01,6.289323
2012-05-01,6.265914
2012-06-01,6.186638
2012-07-01,6.170721
2012-08-01,6.21348
2012-09-01,6.296189
2012-10-01,6.412294
2012-11-01,6.437263
2012-12-01,6.466601
2013-01-01,6.522156
2013-02-01,6.539635
2013-03-01,6.590196
2013-04-01,6.621719
2013-05-01,6.632643
2013-06-01,6.693505
2013-07-01,6.718161
2013-08-01,6.707237
2013-09-01,6.76529
2013-10-01,6.916039
2013-11-01,6.915415
2013-12-01,6.965976
2014-01-01,7.093317
2014-02-01,7.127025
2014-03-01,7.223155
2014-04-01,7.338011
2014-05-01,7.368598
2014-06-01,7.388885
2014-07-01,7.406363
2014-08-01,7.412605
2014-09-01,7.42509
2014-10-01,7.5568
2014-11-01,7.569284
2014-12-01,7.527462
2015-01-01,7.587699
2015-02-01,7.650121
2015-03-01,7.756238
2015-04-01,7.905427
2015-05-01,7.955676
2015-06-01,7.902306
2015-07-01,7.90293
2015-08-01,7.933829
2015-09-01,8.008423
2015-10-01,8.15449
2015-11-01,8.216912
2015-12-01,8.235014
2016-01-01,8.339571
2016-02-01,8.321469
2016-03-01,8.311481
2016-04-01,8.389821
2016-05-01,8.446625
2016-06-01,8.491257
2016-07-01,8.56866
2016-08-01,8.511856
2016-09-01,8.520907
2016-10-01,8.683828
2016-11-01,8.733142
2016-12-01,8.86017
2017-01-01,9.082704
2017-02-01,9.161356
2017-03-01,9.260607
2017-04-01,9.40605
2017-05-01,9.453803
2017-06-01,9.421968
2017-07-01,9.42977
2017-08-01,9.484077
2017-09-01,9.547748
2017-10-01,9.777148
2017-11-01,9.950057
2017-12-01,10.029645
2018-01-01,10.109857
2018-02-01,10.185076
2018-03-01,10.294314
2018-04-01,10.512167
2018-05-01,10.709732
2018-06-01,11.035575
2018-07-01,11.093939
2018-08-01,11.346436
2018-09-01,12.139819
2018-10-01,12.461916
2018-11-01,12.244064
2018-12-01,12.185075
2019-01-01,12.387322
2019-02-01,12.410418
2019-03-01,12.548058
2019-04-01,12.752802
2019-05-01,12.83832
2019-06-01,12.84425
2019-07-01,12.973464
2019-08-01,12.923526
2019-09-01,12.980642
2019-10-01,13.221903
2019-11-01,13.28058
2019-12-01,13.397621
2020-01-01,13.574587
2020-02-01,13.634824
2020-03-01,13.717846
2020-04-01,13.861104
2020-05-01,14.08239
2020-06-01,14.257795
2020-07-01,14.348931
2020-08-01,14.484075
2020-09-01,14.643563
2020-10-01,14.986571
2020-11-01,15.393875
2020-12-01,15.610791
2021-01-01,15.830828
2021-02-01,15.982201
2021-03-01,16.161977
2021-04-01,16.469405
2021-05-01,16.634823
2021-06-01,17.008106
2021-07-01,17.251552
2021-08-01,17.468468
2021-09-01,17.688505
2021-10-01,18.121089
2021-11-01,18.854859
2021-12-01,21.720962
2022-01-01,23.641061
2022-02-01,24.955355
2022-03-01,26.499674
2022-04-01,28.358912
2022-05-01,29.134192
2022-06-01,30.417899
2022-07-01,31.032755
2022-08-01,31.460658
2022-09-01,32.173204
2022-10-01,33.398235
2022-11-01,34.445051
2022-12-01,34.757785
2023-01-01,37.079569
2023-02-01,38.455973
2023-03-01,39.422264
2023-04-01,40.704723
2023-05-01,41.84486
2023-06-01,43.48562
2023-07-01,47.746854
2023-08-01,52.129811
2023-09-01,54.521195
2023-10-01,56.349222
2023-11-01,57.538047
2023-12-01,59.129807
2024-01-01,63.109206
2024-02-01,66.373249
2024-03-01,68.768067
2024-04-01,71.097653
2024-05-01,73.149463
2024-06-01,74.267127
2024-07-01,76.165066
2024-08-01,77.264941
2024-09-01,79.647899
2024-10-01,82.166624
2024-11-01,84.218433
2024-12-01,85.18254
2025-01-01,88.717494
2025-02-01,90.872612
2025-03-01,93.044895
2025-04-01,95.796142
2025-05-01,97.218738
2025-06-01,98.6585
2025-07-01,100.089523
2025-08-01,102.133842
2025-09-01,105.55831
2025-10-01,108.40319
2025-11-01,109.24651
2025-12-01,110.260242
2026-01-01,115.555879
2026-02-01,119.086686
2026-03-01,121.072395
2026-04-01,125.617801
2026-05-01,127.6991
2026-06-01,128.703057
2026-07-01,130.490284
