Tarih,TP.FE25.OKTG24
2005-01-01,2.421269
2005-02-01,2.451275
2005-03-01,2.477463
2005-04-01,2.495467
2005-05-01,2.526383
2005-06-01,2.570029
2005-07-01,2.619495
2005-08-01,2.688419
2005-09-01,2.751524
2005-10-01,2.800626
2005-11-01,2.833361
2005-12-01,2.862822
2006-01-01,2.900467
2006-02-01,2.950842
2006-03-01,2.979575
2006-04-01,3.010128
2006-05-01,3.046136
2006-06-01,3.089418
2006-07-01,3.156342
2006-08-01,3.218902
2006-09-01,3.295464
2006-10-01,3.350204
2006-11-01,3.397851
2006-12-01,3.435677
2007-01-01,3.490235
2007-02-01,3.536245
2007-03-01,3.571162
2007-04-01,3.608989
2007-05-01,3.651726
2007-06-01,3.690098
2007-07-01,3.742837
2007-08-01,3.795576
2007-09-01,3.858499
2007-10-01,3.915967
2007-11-01,3.955794
2007-12-01,3.9858
2008-01-01,4.028719
2008-02-01,4.068728
2008-03-01,4.097098
2008-04-01,4.12856
2008-05-01,4.16384
2008-06-01,4.209305
2008-07-01,4.255497
2008-08-01,4.301326
2008-09-01,4.360066
2008-10-01,4.412987
2008-11-01,4.440629
2008-12-01,4.458088
2009-01-01,4.49155
2009-02-01,4.511009
2009-03-01,4.525376
2009-04-01,4.540652
2009-05-01,4.558838
2009-06-01,4.577024
2009-07-01,4.598483
2009-08-01,4.622125
2009-09-01,4.642675
2009-10-01,4.664316
2009-11-01,4.681592
2009-12-01,4.693595
2010-01-01,4.712145
2010-02-01,4.72542
2010-03-01,4.738878
2010-04-01,4.750517
2010-05-01,4.761065
2010-06-01,4.769794
2010-07-01,4.790526
2010-08-01,4.810167
2010-09-01,4.83199
2010-10-01,4.851449
2010-11-01,4.869816
2010-12-01,4.879455
2011-01-01,4.897641
2011-02-01,4.914372
2011-03-01,4.932012
2011-04-01,4.946015
2011-05-01,4.962928
2011-06-01,4.980932
2011-07-01,5.002028
2011-08-01,5.018031
2011-09-01,5.04822
2011-10-01,5.074408
2011-11-01,5.095867
2011-12-01,5.109506
2012-01-01,5.127147
2012-02-01,5.144969
2012-03-01,5.154971
2012-04-01,5.174794
2012-05-01,5.19207
2012-06-01,5.220258
2012-07-01,5.246264
2012-08-01,5.277726
2012-09-01,5.303004
2012-10-01,5.338285
2012-11-01,5.368655
2012-12-01,5.388296
2013-01-01,5.411028
2013-02-01,5.430669
2013-03-01,5.455584
2013-04-01,5.483044
