Tarih,TP.FE25.OKTG12
2005-01-01,2.263611
2005-02-01,2.292153
2005-03-01,2.257105
2005-04-01,2.086904
2005-05-01,2.039264
2005-06-01,1.768328
2005-07-01,1.598337
2005-08-01,1.525933
2005-09-01,1.669061
2005-10-01,2.009673
2005-11-01,2.488587
2005-12-01,2.349026
2006-01-01,2.43612
2006-02-01,2.613037
2006-03-01,2.612827
2006-04-01,2.607581
2006-05-01,2.729303
2006-06-01,2.449342
2006-07-01,2.445564
2006-08-01,2.144827
2006-09-01,2.346508
2006-10-01,2.338113
2006-11-01,2.669911
2006-12-01,2.698662
2007-01-01,3.129307
2007-02-01,3.234659
2007-03-01,3.255016
2007-04-01,3.272015
2007-05-01,2.99898
2007-06-01,2.76477
2007-07-01,2.630246
2007-08-01,2.665084
2007-09-01,2.741055
2007-10-01,3.039484
2007-11-01,3.115665
2007-12-01,3.150083
2008-01-01,3.294891
2008-02-01,3.785556
2008-03-01,3.679574
2008-04-01,3.481671
2008-05-01,3.088383
2008-06-01,2.418282
2008-07-01,2.385333
2008-08-01,2.184701
2008-09-01,2.221428
2008-10-01,2.867604
2008-11-01,3.011572
2008-12-01,3.068446
2009-01-01,3.284397
2009-02-01,3.269917
2009-03-01,3.825431
2009-04-01,3.681463
2009-05-01,3.615985
2009-06-01,3.418082
2009-07-01,3.160157
2009-08-01,2.64011
2009-09-01,2.589112
2009-10-01,2.879147
2009-11-01,3.232561
2009-12-01,3.509163
2010-01-01,3.635503
2010-02-01,4.291543
2010-03-01,4.256075
2010-04-01,4.161636
2010-05-01,3.534137
2010-06-01,3.320284
2010-07-01,3.012202
2010-08-01,3.378627
2010-09-01,4.016619
2010-10-01,4.699102
2010-11-01,4.323022
2010-12-01,3.807802
2011-01-01,4.041802
2011-02-01,4.417042
2011-03-01,4.242854
2011-04-01,4.06153
2011-05-01,4.957656
2011-06-01,3.705808
2011-07-01,3.294471
2011-08-01,3.329728
2011-09-01,3.199402
2011-10-01,3.777372
2011-11-01,4.38892
2011-12-01,4.776752
2012-01-01,4.914214
2012-02-01,5.242024
2012-03-01,5.017888
2012-04-01,4.963113
2012-05-01,4.429634
2012-06-01,3.575691
2012-07-01,3.582197
2012-08-01,3.736448
2012-09-01,3.986398
2012-10-01,4.256075
2012-11-01,4.142748
2012-12-01,4.4523
2013-01-01,5.329118
2013-02-01,5.3883
2013-03-01,5.716111
2013-04-01,5.264899
2013-05-01,4.532888
