Tarih,TP.FE25.OKTG14
2005-01-01,2.94926
2005-02-01,2.960938
2005-03-01,2.968723
2005-04-01,2.967685
2005-05-01,2.97028
2005-06-01,2.971577
2005-07-01,2.974172
2005-08-01,2.98066
2005-09-01,2.991818
2005-10-01,3.001161
2005-11-01,3.0118
2005-12-01,3.028149
2006-01-01,3.055916
2006-02-01,3.068113
2006-03-01,3.086797
2006-04-01,3.093284
2006-05-01,3.097956
2006-06-01,3.10626
2006-07-01,3.146223
2006-08-01,3.197345
2006-09-01,3.234973
2006-10-01,3.267411
2006-11-01,3.30452
2006-12-01,3.320869
2007-01-01,3.336699
2007-02-01,3.373548
2007-03-01,3.396644
2007-04-01,3.406246
2007-05-01,3.411696
2007-06-01,3.416367
2007-07-01,3.443614
2007-08-01,3.492401
2007-09-01,3.561948
2007-10-01,3.639021
2007-11-01,3.704156
2007-12-01,3.751126
2008-01-01,3.782526
2008-02-01,3.851554
2008-03-01,3.961584
2008-04-01,4.095228
2008-05-01,4.190466
2008-06-01,4.280774
2008-07-01,4.322035
2008-08-01,4.352137
2008-09-01,4.339421
2008-10-01,4.342276
2008-11-01,4.329041
2008-12-01,4.330858
2009-01-01,4.323851
2009-02-01,4.294268
2009-03-01,4.290635
2009-04-01,4.299458
2009-05-01,4.302831
2009-06-01,4.294527
2009-07-01,4.3088
2009-08-01,4.322035
2009-09-01,4.320997
2009-10-01,4.342276
2009-11-01,4.350321
2009-12-01,4.376011
2010-01-01,4.408449
2010-02-01,4.447894
2010-03-01,4.46035
2010-04-01,4.461129
2010-05-01,4.453084
2010-06-01,4.432843
2010-07-01,4.449191
2010-08-01,4.468914
2010-09-01,4.50758
2010-10-01,4.561297
2010-11-01,4.60697
2010-12-01,4.624616
2011-01-01,4.680409
2011-02-01,4.724006
2011-03-01,4.745285
2011-04-01,4.750216
2011-05-01,4.75852
2011-06-01,4.772014
2011-07-01,4.816649
2011-08-01,4.852979
2011-09-01,4.916817
2011-10-01,4.974167
2011-11-01,5.041898
2011-12-01,5.078747
2012-01-01,5.132724
2012-02-01,5.172169
2012-03-01,5.192929
2012-04-01,5.215765
2012-05-01,5.247944
2012-06-01,5.273635
2012-07-01,5.300883
2012-08-01,5.326055
2012-09-01,5.374841
2012-10-01,5.442312
2012-11-01,5.501998
2012-12-01,5.554677
2013-01-01,5.586856
2013-02-01,5.606059
2013-03-01,5.645244
2013-04-01,5.646801
2013-05-01,5.677942
2013-06-01,5.701297
2013-07-01,5.719462
2013-08-01,5.768768
2013-09-01,5.830789
2013-10-01,5.8775
2013-11-01,5.906564
2013-12-01,5.949642
2014-01-01,6.0345
2014-02-01,6.134149
2014-03-01,6.221602
2014-04-01,6.285699
2014-05-01,6.334746
2014-06-01,6.397286
2014-07-01,6.460345
2014-08-01,6.527297
2014-09-01,6.577641
2014-10-01,6.646929
2014-11-01,6.710247
2014-12-01,6.732565
2015-01-01,6.79251
2015-02-01,6.842075
2015-03-01,6.887488
2015-04-01,6.931604
2015-05-01,6.959371
2015-06-01,6.987397
2015-07-01,7.039298
2015-08-01,7.097946
2015-09-01,7.142321
2015-10-01,7.18462
2015-11-01,7.234964
2015-12-01,7.293093
2016-01-01,7.363678
2016-02-01,7.443605
2016-03-01,7.497322
2016-04-01,7.532874
2016-05-01,7.565312
2016-06-01,7.572578
2016-07-01,7.626036
2016-08-01,7.646018
2016-09-01,7.667297
2016-10-01,7.700514
2016-11-01,7.721793
2016-12-01,7.779403
2017-01-01,7.86478
2017-02-01,7.96936
2017-03-01,8.043318
2017-04-01,8.120391
2017-05-01,8.190976
2017-06-01,8.218224
2017-07-01,8.302822
2017-08-01,8.406883
2017-09-01,8.471499
2017-10-01,8.600213
2017-11-01,8.700901
2017-12-01,8.728667
2018-01-01,8.882034
2018-02-01,9.065763
2018-03-01,9.20304
2018-04-01,9.255979
2018-05-01,9.289974
2018-06-01,9.407529
2018-07-01,9.514185
2018-08-01,9.71582
2018-09-01,10.339407
2018-10-01,10.705567
2018-11-01,10.754613
2018-12-01,10.755132
2019-01-01,10.849591
2019-02-01,10.895524
2019-03-01,10.923031
2019-04-01,11.029428
2019-05-01,11.333047
2019-06-01,11.609418
2019-07-01,11.811831
2019-08-01,11.884233
2019-09-01,11.961305
2019-10-01,12.040714
2019-11-01,12.160604
2019-12-01,12.410247
2020-01-01,12.593975
2020-02-01,12.705562
2020-03-01,12.810661
2020-04-01,12.990497
2020-05-01,13.089368
2020-06-01,13.165922
2020-07-01,13.186682
2020-08-01,13.293857
2020-09-01,13.49082
2020-10-01,13.784838
2020-11-01,14.096762
2020-12-01,14.336543
2021-01-01,14.874235
2021-02-01,15.21159
2021-03-01,15.356133
2021-04-01,15.505348
2021-05-01,15.64003
2021-06-01,15.956625
2021-07-01,16.368198
2021-08-01,16.726313
2021-09-01,16.970246
2021-10-01,17.32914
2021-11-01,18.165521
2021-12-01,21.15708
2022-01-01,23.233888
2022-02-01,24.249845
2022-03-01,25.129044
2022-04-01,27.613273
2022-05-01,29.092185
2022-06-01,31.282137
2022-07-01,32.411497
2022-08-01,33.516723
2022-09-01,34.432252
2022-10-01,35.579518
2022-11-01,37.665669
2022-12-01,38.505682
2023-01-01,40.324544
2023-02-01,42.162349
2023-03-01,43.140419
2023-04-01,43.560296
2023-05-01,44.030517
2023-06-01,44.846916
2023-07-01,47.575078
2023-08-01,52.889974
2023-09-01,55.075255
2023-10-01,56.431162
2023-11-01,59.222125
2023-12-01,60.859593
2024-01-01,63.040722
2024-02-01,67.636274
2024-03-01,68.578791
2024-04-01,69.779515
2024-05-01,72.431124
2024-06-01,74.394529
2024-07-01,76.288647
2024-08-01,78.096869
2024-09-01,79.337297
2024-10-01,81.101403
2024-11-01,82.380497
2024-12-01,83.787267
2025-01-01,87.905591
2025-02-01,92.033517
2025-03-01,92.556157
2025-04-01,94.443268
2025-05-01,95.759471
2025-06-01,96.687457
2025-07-01,98.793329
2025-08-01,102.579748
2025-09-01,106.577663
2025-10-01,109.25107
2025-11-01,110.891393
2025-12-01,112.521336
2026-01-01,115.551574
2026-02-01,121.517737
2026-03-01,122.26764
2026-04-01,126.244557
2026-05-01,129.568606
2026-06-01,132.941125
2026-07-01,134.313112
