Tarih,TP.FE25.OKTG26
2005-01-01,2.922407
2005-02-01,2.932322
2005-03-01,2.948138
2005-04-01,2.957344
2005-05-01,2.986379
2005-06-01,3.008097
2005-07-01,3.063807
2005-08-01,3.135569
2005-09-01,3.188682
2005-10-01,3.20615
2005-11-01,3.220786
2005-12-01,3.224327
2006-01-01,3.250765
2006-02-01,3.262804
2006-03-01,3.265165
2006-04-01,3.273427
2006-05-01,3.28641
2006-06-01,3.309544
2006-07-01,3.384374
2006-08-01,3.464398
2006-09-01,3.516803
2006-10-01,3.551504
2006-11-01,3.558822
2006-12-01,3.63979
2007-01-01,3.651829
2007-02-01,3.645928
2007-03-01,3.643567
2007-04-01,3.663396
2007-05-01,3.66434
2007-06-01,3.70565
2007-07-01,3.738935
2007-08-01,3.752862
2007-09-01,3.78355
2007-10-01,3.820375
2007-11-01,3.811641
2007-12-01,3.855784
2008-01-01,3.939821
2008-02-01,3.955637
2008-03-01,4.013707
2008-04-01,4.0824
2008-05-01,4.155815
2008-06-01,4.253779
2008-07-01,4.317987
2008-08-01,4.368267
2008-09-01,4.438613
2008-10-01,4.47473
2008-11-01,4.484644
2008-12-01,4.506834
2009-01-01,4.472369
2009-02-01,4.462691
2009-03-01,4.448527
2009-04-01,4.444042
2009-05-01,4.454429
2009-06-01,4.512263
2009-07-01,4.543659
2009-08-01,4.553101
2009-09-01,4.563724
2009-10-01,4.590871
2009-11-01,4.589454
2009-12-01,4.62085
2010-01-01,4.690016
2010-02-01,4.719523
2010-03-01,4.73345
2010-04-01,4.743365
2010-05-01,4.769095
2010-06-01,4.796006
2010-07-01,4.851952
2010-08-01,4.86706
2010-09-01,4.883584
2010-10-01,4.903649
2010-11-01,4.944015
2010-12-01,4.946139
2011-01-01,4.999961
2011-02-01,5.031829
2011-03-01,5.058975
2011-04-01,5.079985
2011-05-01,5.108076
2011-06-01,5.164966
2011-07-01,5.20486
2011-08-01,5.235783
2011-09-01,5.323361
2011-10-01,5.382848
2011-11-01,5.411647
2011-12-01,5.415424
2012-01-01,5.509848
2012-02-01,5.522831
2012-03-01,5.530385
2012-04-01,5.580665
2012-05-01,5.644637
2012-06-01,5.629529
2012-07-01,5.7223
2012-08-01,5.731979
2012-09-01,5.810114
2012-10-01,5.860395
2012-11-01,5.857562
2012-12-01,5.857326
2013-01-01,5.908079
2013-02-01,5.939238
2013-03-01,5.967329
2013-04-01,5.995184
2013-05-01,6.044049
2013-06-01,6.107076
2013-07-01,6.14815
2013-08-01,6.179074
2013-09-01,6.267832
2013-10-01,6.309851
2013-11-01,6.295215
2013-12-01,6.279163
2014-01-01,6.280579
2014-02-01,6.332748
2014-03-01,6.357535
2014-04-01,6.390583
2014-05-01,6.437795
2014-06-01,6.527733
2014-07-01,6.604216
2014-08-01,6.674089
2014-09-01,6.791883
2014-10-01,6.856563
2014-11-01,6.767097
2014-12-01,6.766388
2015-01-01,6.761667
2015-02-01,6.783385
2015-03-01,6.772762
2015-04-01,6.79684
2015-05-01,6.873087
2015-06-01,6.912273
2015-07-01,6.938711
2015-08-01,6.96633
2015-09-01,7.009529
2015-10-01,7.100648
2015-11-01,7.046826
2015-12-01,7.048715
2016-01-01,7.076806
2016-02-01,7.143374
2016-03-01,7.152581
2016-04-01,7.225995
2016-05-01,7.243935
2016-06-01,7.267541
2016-07-01,7.371879
2016-08-01,7.393833
2016-09-01,7.59283
2016-10-01,7.628947
2016-11-01,7.555061
2016-12-01,7.516347
2017-01-01,7.677103
2017-02-01,7.766569
2017-03-01,7.810476
2017-04-01,7.977606
2017-05-01,8.012779
2017-06-01,8.076987
2017-07-01,8.223343
2017-08-01,8.249073
