Tarih,TP.FE25.OKTG28
2005-01-01,3.502
2005-02-01,3.505306
2005-03-01,3.517978
2005-04-01,3.527069
2005-05-01,3.573627
2005-06-01,3.650212
2005-07-01,3.698147
2005-08-01,3.747184
2005-09-01,3.734236
2005-10-01,3.730104
2005-11-01,3.728726
2005-12-01,3.742501
2006-01-01,3.779141
2006-02-01,3.779141
2006-03-01,3.800353
2006-04-01,3.847462
2006-05-01,3.911375
2006-06-01,3.986583
2006-07-01,4.021845
2006-08-01,4.059036
2006-09-01,4.119092
2006-10-01,4.147192
2006-11-01,4.13204
2006-12-01,4.162619
2007-01-01,4.201463
2007-02-01,4.217442
2007-03-01,4.232318
2007-04-01,4.262346
2007-05-01,4.271713
2007-06-01,4.330667
2007-07-01,4.359593
2007-08-01,4.380255
2007-09-01,4.402018
2007-10-01,4.42571
2007-11-01,4.425986
2007-12-01,4.430945
2008-01-01,4.460146
2008-02-01,4.464554
2008-03-01,4.503673
2008-04-01,4.517172
2008-05-01,4.55574
2008-06-01,4.599818
2008-07-01,4.624061
2008-08-01,4.64858
2008-09-01,4.680261
2008-10-01,4.680812
2008-11-01,4.69128
2008-12-01,4.694862
2009-01-01,4.73894
2009-02-01,4.736185
2009-03-01,4.73646
2009-04-01,4.750786
2009-05-01,4.75602
2009-06-01,4.787977
2009-07-01,4.842248
2009-08-01,4.887979
2009-09-01,4.980818
2009-10-01,4.998725
2009-11-01,4.98743
2009-12-01,4.978063
2010-01-01,5.025447
2010-02-01,5.041425
2010-03-01,5.065944
2010-04-01,5.090187
2010-05-01,5.096798
2010-06-01,5.079718
2010-07-01,5.089636
2010-08-01,5.101206
2010-09-01,5.140325
2010-10-01,5.141703
2010-11-01,5.135918
2010-12-01,5.155753
2011-01-01,5.205891
2011-02-01,5.214983
2011-03-01,5.238675
2011-04-01,5.265948
2011-05-01,5.293772
2011-06-01,5.350798
2011-07-01,5.417191
2011-08-01,5.435097
2011-09-01,5.48744
2011-10-01,5.50149
2011-11-01,5.514438
2011-12-01,5.522978
2012-01-01,5.608379
2012-02-01,5.630969
2012-03-01,5.646672
2012-04-01,5.670364
