Tarih,TP.FE25.OKTG19
2005-01-01,15.720648
2005-02-01,14.620487
2005-03-01,14.122998
2005-04-01,15.353928
2005-05-01,16.724154
2005-06-01,16.859187
2005-07-01,15.588458
2005-08-01,14.788212
2005-09-01,14.955937
2005-10-01,16.053255
2005-11-01,16.626078
2005-12-01,16.52658
2006-01-01,15.481854
2006-02-01,14.192647
2006-03-01,13.770492
2006-04-01,15.052592
2006-05-01,16.70994
2006-06-01,16.849237
2006-07-01,15.666635
2006-08-01,14.567895
2006-09-01,14.924666
2006-10-01,16.383019
2006-11-01,17.17758
2006-12-01,16.829338
2007-01-01,15.395148
2007-02-01,14.384535
2007-03-01,14.343315
2007-04-01,15.985028
2007-05-01,17.81863
2007-06-01,18.051739
2007-07-01,16.643135
2007-08-01,15.443476
2007-09-01,15.696484
2007-10-01,16.998484
2007-11-01,17.736189
2007-12-01,17.511608
2008-01-01,15.700749
2008-02-01,14.597745
2008-03-01,14.862125
2008-04-01,16.623235
2008-05-01,18.637354
2008-06-01,18.559177
2008-07-01,17.056761
2008-08-01,16.012034
2008-09-01,16.093054
2008-10-01,17.470388
2008-11-01,17.935184
2008-12-01,17.224486
2009-01-01,15.788875
2009-02-01,14.896238
2009-03-01,14.906188
2009-04-01,16.560694
2009-05-01,18.483843
2009-06-01,18.334597
2009-07-01,17.22875
2009-08-01,16.317635
2009-09-01,16.14991
2009-10-01,17.520136
2009-11-01,18.32749
2009-12-01,17.80868
2010-01-01,16.324742
2010-02-01,15.453426
2010-03-01,15.561452
2010-04-01,17.235857
2010-05-01,19.187435
2010-06-01,19.255662
2010-07-01,18.240785
2010-08-01,17.355254
2010-09-01,16.96437
2010-10-01,18.27632
2010-11-01,18.994125
2010-12-01,18.650147
2011-01-01,17.179001
2011-02-01,16.277836
2011-03-01,16.40434
2011-04-01,18.225149
2011-05-01,20.387094
2011-06-01,20.519284
2011-07-01,19.508671
2011-08-01,18.645883
2011-09-01,18.030418
2011-10-01,19.494457
2011-11-01,20.600303
2011-12-01,20.144035
2012-01-01,18.526485
2012-02-01,17.756088
2012-03-01,17.947977
2012-04-01,20.364351
2012-05-01,22.14394
2012-06-01,21.957737
2012-07-01,20.978395
2012-08-01,19.994788
2012-09-01,19.460343
2012-10-01,20.807827
2012-11-01,22.13399
2012-12-01,21.795698
2013-01-01,20.253482
2013-02-01,18.93869
2013-03-01,19.103572
2013-04-01,21.582488
2013-05-01,23.525538
2013-06-01,23.106226
2013-07-01,22.003222
2013-08-01,21.191604
2013-09-01,20.696958
2013-10-01,22.709656
2013-11-01,23.464418
2013-12-01,22.84611
2014-01-01,21.076471
2014-02-01,19.984838
2014-03-01,20.488013
2014-04-01,23.225623
2014-05-01,25.394675
2014-06-01,25.069175
2014-07-01,24.229129
2014-08-01,23.012414
2014-09-01,22.436748
2014-10-01,24.709561
2014-11-01,25.738653
2014-12-01,24.764996
2015-01-01,23.001042
2015-02-01,21.457405
2015-03-01,21.68625
2015-04-01,24.406804
2015-05-01,26.901355
2015-06-01,26.537477
2015-07-01,25.192836
2015-08-01,24.082725
2015-09-01,23.403298
2015-10-01,26.125272
2015-11-01,27.550933
2015-12-01,26.992324
2016-01-01,25.144509
2016-02-01,23.559651
2016-03-01,23.640671
2016-04-01,26.678196
2016-05-01,28.864304
2016-06-01,28.47342
2016-07-01,27.27234
2016-08-01,25.966076
2016-09-01,25.039325
2016-10-01,27.704444
2016-11-01,28.800341
2016-12-01,28.049844
2017-01-01,26.047096
2017-02-01,25.154458
2017-03-01,25.660476
2017-04-01,28.048422
2017-05-01,29.751256
2017-06-01,29.371743
2017-07-01,28.314223
2017-08-01,27.418743
2017-09-01,27.637639
2017-10-01,30.879845
2017-11-01,32.062447
2017-12-01,31.277836
2018-01-01,29.349
2018-02-01,28.118071
2018-03-01,28.415143
2018-04-01,31.425661
2018-05-01,33.084431
2018-06-01,32.689283
2018-07-01,31.657349
2018-08-01,31.135696
2018-09-01,32.377997
2018-10-01,36.575381
2018-11-01,37.452383
2018-12-01,35.89169
2019-01-01,32.973562
2019-02-01,31.347484
2019-03-01,31.489624
2019-04-01,33.208092
2019-05-01,34.588269
2019-06-01,34.028238
2019-07-01,32.906756
2019-08-01,32.525822
2019-09-01,33.220885
2019-10-01,37.182318
2019-11-01,38.195774
2019-12-01,37.443855
2020-01-01,34.893869
2020-02-01,33.166872
2020-03-01,33.382924
2020-04-01,34.774472
2020-05-01,37.203639
2020-06-01,37.630058
2020-07-01,36.288259
2020-08-01,35.49512
2020-09-01,35.478063
2020-10-01,37.932815
2020-11-01,38.48716
2020-12-01,37.232067
2021-01-01,35.561926
2021-02-01,35.217948
2021-03-01,35.829148
2021-04-01,38.585236
2021-05-01,39.273192
2021-06-01,40.211314
2021-07-01,39.324363
2021-08-01,38.082062
2021-09-01,37.999621
2021-10-01,40.906377
2021-11-01,41.581541
2021-12-01,44.650336
2022-01-01,44.468398
2022-02-01,44.569317
2022-03-01,45.339714
2022-04-01,48.5208
2022-05-01,50.766607
2022-06-01,50.807827
2022-07-01,51.691936
2022-08-01,52.317351
2022-09-01,53.056477
2022-10-01,57.52677
2022-11-01,56.641239
2022-12-01,55.815408
2023-01-01,54.837487
2023-02-01,53.799867
2023-03-01,52.711077
2023-04-01,54.715247
2023-05-01,60.164882
2023-06-01,60.989292
2023-07-01,62.80868
2023-08-01,67.991093
2023-09-01,69.696769
2023-10-01,79.443286
2023-11-01,79.140529
2023-12-01,77.996304
2024-01-01,76.54648
2024-02-01,76.6076
2024-03-01,78.603241
2024-04-01,82.219274
2024-05-01,90.189046
2024-06-01,89.57216
2024-07-01,87.121672
2024-08-01,87.383209
2024-09-01,90.555766
2024-10-01,103.776177
2024-11-01,103.449256
2024-12-01,102.695916
2025-01-01,97.087084
2025-02-01,91.981427
2025-03-01,89.599166
2025-04-01,95.488013
2025-05-01,102.256704
2025-06-01,101.925519
2025-07-01,95.79077
2025-08-01,95.053065
2025-09-01,98.798446
2025-10-01,111.322373
2025-11-01,112.060078
2025-12-01,108.637354
2026-01-01,103.385179
2026-02-01,97.7691
2026-03-01,95.649339
2026-04-01,104.287769
2026-05-01,116.180705
2026-06-01,115.928954
2026-07-01,111.285789
