Tarih,TP.TUKFIY2025.093
2018-12-01,18.22939255
2019-01-01,17.75633786
2019-02-01,17.61506089
2019-03-01,18.93022023
2019-04-01,19.57183681
2019-05-01,19.09354781
2019-06-01,19.61105579
2019-07-01,19.56074717
2019-08-01,19.18976123
2019-09-01,19.68837285
2019-10-01,18.65173016
2019-11-01,20.11354747
2019-12-01,20.18198848
2020-01-01,20.30434724
2020-02-01,18.09554116
2020-03-01,20.68988437
2020-04-01,20.82992948
2020-05-01,19.68049856
2020-06-01,20.9053461
2020-07-01,21.58328924
2020-08-01,20.74763067
2020-09-01,21.29600674
2020-10-01,19.14791623
2020-11-01,21.36059509
2020-12-01,21.69668884
2021-01-01,22.61830336
2021-02-01,18.2749694
2021-03-01,23.24436826
2021-04-01,24.51233028
2021-05-01,22.43209008
2021-06-01,24.33870738
2021-07-01,23.81093122
2021-08-01,25.21769205
2021-09-01,25.44020111
2021-10-01,22.80486802
2021-11-01,25.49748484
2021-12-01,27.56881504
2022-01-01,31.12482801
2022-02-01,30.33478015
2022-03-01,32.57050037
2022-04-01,38.50961363
2022-05-01,42.5741548
2022-06-01,44.55733975
2022-07-01,46.11422023
2022-08-01,46.75846169
2022-09-01,45.46129929
2022-10-01,36.63042854
2022-11-01,41.19173268
2022-12-01,44.2225915
2023-01-01,54.0379551
2023-02-01,49.84918067
2023-03-01,55.580224
2023-04-01,56.61482803
2023-05-01,57.84414517
2023-06-01,57.12638334
2023-07-01,58.96054812
2023-08-01,62.44209935
2023-09-01,66.20651758
2023-10-01,56.43131881
2023-11-01,62.2142457
2023-12-01,67.95857612
2024-01-01,73.38036446
2024-02-01,66.50686016
2024-03-01,75.29471909
2024-04-01,80.48171488
2024-05-01,76.91940629
2024-06-01,84.0471149
2024-07-01,83.75642195
2024-08-01,83.49023127
2024-09-01,88.14881907
2024-10-01,71.35055363
2024-11-01,87.89360452
2024-12-01,91.67994681
2025-01-01,98.19557053
2025-02-01,80.17737806
2025-03-01,99.29706824
2025-04-01,94.25668349
2025-05-01,103.46134337
2025-06-01,102.09768886
2025-07-01,106.376109
2025-08-01,105.9907678
2025-09-01,100.3846871
2025-10-01,91.6092555
2025-11-01,107.15359047
2025-12-01,110.99985759
2026-01-01,108.97
2026-02-01,90.84
2026-03-01,113.57
2026-04-01,120.5
2026-05-01,118.66
2026-06-01,115.77
2026-07-01,112.42
