Tarih,TP.FE25.OKTG18
2005-01-01,6.729301
2005-02-01,6.599784
2005-03-01,6.530044
2005-04-01,6.723697
2005-05-01,6.956579
2005-06-01,7.008262
2005-07-01,6.792192
2005-08-01,6.658316
2005-09-01,6.66392
2005-10-01,6.860687
2005-11-01,6.958448
2005-12-01,6.959693
2006-01-01,6.820213
2006-02-01,6.601652
2006-03-01,6.505137
2006-04-01,6.706262
2006-05-01,6.987091
2006-06-01,7.097305
2006-07-01,7.023206
2006-08-01,6.929182
2006-09-01,7.028188
2006-10-01,7.264183
2006-11-01,7.347
2006-12-01,7.271656
2007-01-01,7.09606
2007-02-01,6.983977
2007-03-01,7.008262
2007-04-01,7.214992
2007-05-01,7.458459
2007-06-01,7.472158
2007-07-01,7.280373
2007-08-01,7.12159
2007-09-01,7.134043
2007-10-01,7.287223
2007-11-01,7.384983
2007-12-01,7.329565
2008-01-01,7.117854
2008-02-01,7.002035
2008-03-01,7.057454
2008-04-01,7.322715
2008-05-01,7.649622
2008-06-01,7.676397
2008-07-01,7.473404
2008-08-01,7.348868
2008-09-01,7.366926
2008-10-01,7.563692
2008-11-01,7.669548
2008-12-01,7.584863
2009-01-01,7.457214
2009-02-01,7.355717
2009-03-01,7.249239
2009-04-01,7.367548
2009-05-01,7.619111
2009-06-01,7.652113
2009-07-01,7.59109
2009-08-01,7.485857
2009-09-01,7.474026
2009-10-01,7.773535
2009-11-01,7.881259
2009-12-01,7.77914
2010-01-01,7.628451
2010-02-01,7.515123
2010-03-01,7.524464
2010-04-01,7.740533
2010-05-01,7.98836
2010-06-01,7.987737
2010-07-01,7.875032
2010-08-01,7.755478
2010-09-01,7.71189
2010-10-01,7.871296
2010-11-01,7.964076
2010-12-01,7.91177
2011-01-01,7.781008
2011-02-01,7.764195
2011-03-01,7.826463
2011-04-01,8.10916
2011-05-01,8.391234
2011-06-01,8.431708
2011-07-01,8.308417
2011-08-01,8.280397
2011-09-01,8.301568
2011-10-01,8.561848
2011-11-01,8.744293
2011-12-01,8.710046
2012-01-01,8.612908
2012-02-01,8.551885
2012-03-01,8.59485
2012-04-01,8.907436
2012-05-01,9.097976
2012-06-01,9.100466
2012-07-01,8.982157
2012-08-01,8.893737
2012-09-01,8.833337
2012-10-01,8.997101
2012-11-01,9.133468
2012-12-01,9.101712
2013-01-01,8.985271
2013-02-01,8.933588
2013-03-01,8.963477
2013-04-01,9.229361
2013-05-01,9.431109
2013-06-01,9.399353
2013-07-01,9.362615
2013-08-01,9.301592
2013-09-01,9.340821
2013-10-01,9.636594
2013-11-01,9.725014
2013-12-01,9.66586
