Tarih,TP.FE25.OKTG21
2005-01-01,5.00201
2005-02-01,5.012577
2005-03-01,4.996956
2005-04-01,5.004307
2005-05-01,5.015334
2005-06-01,5.034171
2005-07-01,5.005226
2005-08-01,4.952849
2005-09-01,4.957444
2005-10-01,4.987308
2005-11-01,4.999253
2005-12-01,5.030496
2006-01-01,5.05209
2006-02-01,5.075522
2006-03-01,5.051171
2006-04-01,5.061279
2006-05-01,5.067252
2006-06-01,5.121007
2006-07-01,5.219788
2006-08-01,5.333272
2006-09-01,5.427918
2006-10-01,5.468809
2006-11-01,5.454566
2006-12-01,5.466053
2007-01-01,5.477079
2007-02-01,5.503268
2007-03-01,5.554726
2007-04-01,5.570347
2007-05-01,5.562537
2007-06-01,5.564374
2007-07-01,5.570807
2007-08-01,5.586428
2007-09-01,5.603887
2007-10-01,5.629616
2007-11-01,5.641102
2007-12-01,5.63421
2008-01-01,5.619049
2008-02-01,5.656264
2008-03-01,5.698074
2008-04-01,5.744937
2008-05-01,5.806963
2008-06-01,5.852448
2008-07-01,5.897934
2008-08-01,5.966391
2008-09-01,5.993958
2008-10-01,6.019687
2008-11-01,6.078956
2008-12-01,6.124441
2009-01-01,6.1589
2009-02-01,6.16717
2009-03-01,6.190143
2009-04-01,6.280194
2009-05-01,6.290302
2009-06-01,6.281573
2009-07-01,6.328436
2009-08-01,6.313734
2009-09-01,6.322464
2009-10-01,6.339004
2009-11-01,6.349112
2009-12-01,6.333031
2010-01-01,6.327058
2010-02-01,6.30087
2010-03-01,6.273303
2010-04-01,6.272384
2010-05-01,6.285248
2010-06-01,6.280194
2010-07-01,6.285708
2010-08-01,6.287546
2010-09-01,6.316031
2010-10-01,6.340382
2010-11-01,6.371165
2010-12-01,6.390462
2011-01-01,6.417569
2011-02-01,6.45846
2011-03-01,6.506702
2011-04-01,6.565512
2011-05-01,6.622483
2011-06-01,6.642699
2011-07-01,6.644077
2011-08-01,6.68313
2011-09-01,6.745156
2011-10-01,6.830154
2011-11-01,6.919286
2011-12-01,6.977636
2012-01-01,7.030932
2012-02-01,7.091579
2012-03-01,7.170145
2012-04-01,7.240441
2012-05-01,7.292358
2012-06-01,7.343816
2012-07-01,7.364951
2012-08-01,7.400329
2012-09-01,7.437544
2012-10-01,7.4743
2012-11-01,7.499569
2012-12-01,7.51519
2013-01-01,7.547352
2013-02-01,7.566649
2013-03-01,7.585486
2013-04-01,7.613512
2013-05-01,7.641998
2013-06-01,7.672322
2013-07-01,7.686565
2013-08-01,7.692997
2013-09-01,7.729753
2013-10-01,7.80694
2013-11-01,7.874938
2013-12-01,7.894695
2014-01-01,7.97326
2014-02-01,8.066069
2014-03-01,8.14785
2014-04-01,8.229173
2014-05-01,8.311414
2014-06-01,8.380331
2014-07-01,8.429492
2014-08-01,8.477275
2014-09-01,8.532868
2014-10-01,8.570083
2014-11-01,8.608677
2014-12-01,8.650027
2015-01-01,8.701945
2015-02-01,8.741457
2015-03-01,8.803942
2015-04-01,8.879292
2015-05-01,8.93075
2015-06-01,8.994613
2015-07-01,9.045152
2015-08-01,9.089259
2015-09-01,9.19677
2015-10-01,9.297389
2015-11-01,9.35528
2015-12-01,9.410873
2016-01-01,9.472439
2016-02-01,9.540897
2016-03-01,9.60476
2016-04-01,9.662191
2016-05-01,9.678731
2016-06-01,9.746729
2016-07-01,9.801404
2016-08-01,9.841376
2016-09-01,9.88732
2016-10-01,9.934644
2016-11-01,9.992075
2016-12-01,10.133584
2017-01-01,10.332525
2017-02-01,10.597168
2017-03-01,10.775893
2017-04-01,10.901322
2017-05-01,11.00286
2017-06-01,11.084182
2017-07-01,11.155856
2017-08-01,11.210071
2017-09-01,11.316204
2017-10-01,11.408093
2017-11-01,11.52755
2017-12-01,11.667222
2018-01-01,11.832623
2018-02-01,12.024672
2018-03-01,12.173993
2018-04-01,12.357772
2018-05-01,12.498363
2018-06-01,12.75106
2018-07-01,13.006513
2018-08-01,13.447583
2018-09-01,14.95641
2018-10-01,15.781119
2018-11-01,15.995222
2018-12-01,16.057247
2019-01-01,16.129381
2019-02-01,16.16338
2019-03-01,16.285593
2019-04-01,16.396779
2019-05-01,16.455129
2019-06-01,16.626503
2019-07-01,16.742744
2019-08-01,16.721609
2019-09-01,16.865416
2019-10-01,16.900334
2019-11-01,17.006926
2019-12-01,16.993143
2020-01-01,17.062979
2020-02-01,17.031277
2020-03-01,17.23711
2020-04-01,17.31154
2020-05-01,17.379998
2020-06-01,17.719071
2020-07-01,17.815555
2020-08-01,17.95293
2020-09-01,18.229058
2020-10-01,18.489105
2020-11-01,18.955445
2020-12-01,19.221925
2021-01-01,19.611996
2021-02-01,19.5757
2021-03-01,20.132091
2021-04-01,20.567189
2021-05-01,20.610836
2021-06-01,21.370304
2021-07-01,21.680431
2021-08-01,22.13069
2021-09-01,22.468844
2021-10-01,22.805619
2021-11-01,23.780108
2021-12-01,26.960867
2022-01-01,29.658745
2022-02-01,31.690424
2022-03-01,33.389922
2022-04-01,34.025798
2022-05-01,35.365089
2022-06-01,36.466386
2022-07-01,38.094669
2022-08-01,39.862166
2022-09-01,41.060406
2022-10-01,42.277024
2022-11-01,43.193623
2022-12-01,44.729557
2023-01-01,46.523242
2023-02-01,47.053445
2023-03-01,48.240199
2023-04-01,48.768105
2023-05-01,49.268903
2023-06-01,50.230987
2023-07-01,54.617337
2023-08-01,60.033769
2023-09-01,61.630351
2023-10-01,63.169042
2023-11-01,64.849244
2023-12-01,67.283399
2024-01-01,70.968172
2024-02-01,72.909799
2024-03-01,74.890939
2024-04-01,77.144531
2024-05-01,78.612008
2024-06-01,79.951299
2024-07-01,81.821711
2024-08-01,82.999736
2024-09-01,84.189706
2024-10-01,85.236788
2024-11-01,87.858858
2024-12-01,89.233066
2025-01-01,91.47747
2025-02-01,92.626549
2025-03-01,94.56542
2025-04-01,96.813039
2025-05-01,98.254327
2025-06-01,99.811856
2025-07-01,101.832508
2025-08-01,102.863969
2025-09-01,103.843971
2025-10-01,104.535441
2025-11-01,105.595847
2025-12-01,107.779603
2026-01-01,110.362768
2026-02-01,110.539812
2026-03-01,112.967161
2026-04-01,117.951238
2026-05-01,119.088444
2026-06-01,121.478096
2026-07-01,122.924669
