tarih,TP.TUKFIY2025.01151
2005-01-01,3.25024337
2005-02-01,3.26630704
2005-03-01,3.25824073
2005-04-01,3.23575276
2005-05-01,3.24263255
2005-06-01,3.22631153
2005-07-01,3.21727596
2005-08-01,3.20975599
2005-09-01,3.21191242
2005-10-01,3.23934754
2005-11-01,3.27652029
2005-12-01,3.32625668
2006-01-01,3.3645337
2006-02-01,3.4042075
2006-03-01,3.40000203
2006-04-01,3.40963725
2006-05-01,3.43357781
2006-06-01,3.4530668
2006-07-01,3.56202607
2006-08-01,3.69725962
2006-09-01,3.69649879
2006-10-01,3.69882791
2006-11-01,3.69563448
2006-12-01,3.62948567
2007-01-01,3.63882415
2007-02-01,3.685491
2007-03-01,3.66522051
2007-04-01,3.65826336
2007-05-01,3.65882924
2007-06-01,3.64580133
2007-07-01,3.67331814
2007-08-01,3.71991103
2007-09-01,3.96980869
2007-10-01,4.23328578
2007-11-01,4.40552647
2007-12-01,4.44754183
2008-01-01,4.51472831
2008-02-01,4.96720798
2008-03-01,5.14109412
2008-04-01,5.52760547
2008-05-01,6.09208137
2008-06-01,6.15263474
2008-07-01,6.23190141
2008-08-01,6.10690702
2008-09-01,5.64645604
2008-10-01,5.51572745
2008-11-01,5.39256897
2008-12-01,5.42294117
2009-01-01,5.35554849
2009-02-01,5.11962609
2009-03-01,5.08315681
2009-04-01,5.11799653
2009-05-01,5.08871294
2009-06-01,5.05853614
2009-07-01,5.00201822
2009-08-01,4.91134518
2009-09-01,4.8877036
2009-10-01,4.8546943
2009-11-01,4.80766153
2009-12-01,4.81995638
2010-01-01,4.81345429
2010-02-01,4.76683802
2010-03-01,4.74572675
2010-04-01,4.71997833
2010-05-01,4.69917015
2010-06-01,4.4533932
2010-07-01,4.43738193
2010-08-01,4.41372278
2010-09-01,4.44506967
2010-10-01,4.47403794
2010-11-01,4.61076975
2010-12-01,4.76749545
2011-01-01,4.90467132
2011-02-01,5.10239328
2011-03-01,5.21075136
2011-04-01,5.25810274
2011-05-01,5.24858935
2011-06-01,5.37119853
2011-07-01,5.53522849
2011-08-01,5.68280463
2011-09-01,5.68360713
2011-10-01,5.70670835
2011-11-01,5.74337739
2011-12-01,5.78412149
2012-01-01,5.82335429
2012-02-01,5.8872947
2012-03-01,5.92473615
2012-04-01,5.95360459
2012-05-01,6.11508946
2012-06-01,6.22408354
2012-07-01,6.21403778
2012-08-01,6.16504628
2012-09-01,6.16736828
2012-10-01,6.23610585
2012-11-01,6.32968984
2012-12-01,6.37802931
2013-01-01,6.39371776
2013-02-01,6.29867659
2013-03-01,6.26428518
2013-04-01,6.30662574
2013-05-01,6.28329971
2013-06-01,6.26948648
2013-07-01,6.25354307
2013-08-01,6.20896585
2013-09-01,6.16230027
2013-10-01,6.11995779
2013-11-01,6.12475009
2013-12-01,6.16746982
2014-01-01,6.27849131
2014-02-01,6.43094308
2014-03-01,6.50300238
2014-04-01,6.57638084
2014-05-01,6.60644069
2014-06-01,6.61945552
2014-07-01,6.61111319
2014-08-01,6.6110153
2014-09-01,6.61801128
2014-10-01,6.6636458
2014-11-01,6.67894571
2014-12-01,6.69608993
2015-01-01,6.92551802
2015-02-01,7.18910738
2015-03-01,7.34403081
2015-04-01,7.5313939
2015-05-01,7.59242303
2015-06-01,7.75625484
2015-07-01,8.01617496
2015-08-01,8.2290121
2015-09-01,8.35334631
2015-10-01,8.50053101
2015-11-01,8.68185875
2015-12-01,8.82688742
2016-01-01,8.85607781
2016-02-01,8.92709944
2016-03-01,8.94830188
2016-04-01,8.94988
2016-05-01,8.97113161
2016-06-01,9.00179155
2016-07-01,9.09030166
2016-08-01,9.07252324
2016-09-01,9.08419642
2016-10-01,9.12275143
2016-11-01,9.126756
2016-12-01,9.2093097
2017-01-01,9.32591165
2017-02-01,9.44826691
2017-03-01,9.62797414
2017-04-01,9.74986427
2017-05-01,9.7726497
2017-06-01,9.77518486
2017-07-01,9.76856693
2017-08-01,9.80016939
2017-09-01,9.83149082
2017-10-01,9.85986773
2017-11-01,9.94384387
2017-12-01,10.05101446
2018-01-01,10.04619726
2018-02-01,10.03351946
2018-03-01,10.09156354
2018-04-01,10.02313551
2018-05-01,10.06737424
2018-06-01,10.33218126
2018-07-01,10.40114031
2018-08-01,10.7236129
2018-09-01,11.53108963
2018-10-01,12.06476869
2018-11-01,11.9913286
2018-12-01,11.91162994
2019-01-01,11.92235026
2019-02-01,11.87047612
2019-03-01,11.83466767
2019-04-01,12.00413392
2019-05-01,12.33810041
2019-06-01,12.4921435
2019-07-01,12.56556161
2019-08-01,12.61950727
2019-09-01,12.77090138
2019-10-01,12.8511073
2019-11-01,12.92090268
2019-12-01,12.91992444
2020-01-01,12.97477982
2020-02-01,13.07509049
2020-03-01,13.17810644
2020-04-01,13.75759883
2020-05-01,14.07780075
2020-06-01,14.11938636
2020-07-01,14.10011236
2020-08-01,14.14995995
2020-09-01,14.82370596
2020-10-01,16.04855768
2020-11-01,17.11568874
2020-12-01,18.21442778
2021-01-01,19.06044
2021-02-01,19.55379642
2021-03-01,20.0068152
2021-04-01,20.54808549
2021-05-01,20.61416254
2021-06-01,21.60727097
2021-07-01,21.94681588
2021-08-01,22.0538981
2021-09-01,22.01314537
2021-10-01,22.53218012
2021-11-01,24.51141638
2021-12-01,29.98814285
2022-01-01,32.1528667
2022-02-01,33.71952286
2022-03-01,36.73390415
2022-04-01,41.40041844
2022-05-01,42.18020779
2022-06-01,43.34578398
2022-07-01,43.60548173
2022-08-01,43.15748382
2022-09-01,43.61257828
2022-10-01,44.21031491
2022-11-01,45.20112192
2022-12-01,47.27156929
2023-01-01,47.05360142
2023-02-01,47.07671681
2023-03-01,46.17882939
2023-04-01,45.56774667
2023-05-01,45.51080466
2023-06-01,46.93719493
2023-07-01,48.74790955
2023-08-01,54.32785285
2023-09-01,57.56377021
2023-10-01,59.53705398
2023-11-01,60.09469836
2023-12-01,63.96652941
2024-01-01,66.39300371
2024-02-01,70.01287129
2024-03-01,71.07834918
2024-04-01,72.2432509
2024-05-01,72.50009443
2024-06-01,73.09601829
2024-07-01,74.8562583
2024-08-01,75.71844186
2024-09-01,78.93386425
2024-10-01,85.39541983
2024-11-01,86.82984035
2024-12-01,88.20090288
2025-01-01,89.50097374
2025-02-01,89.29660548
2025-03-01,90.32291566
2025-04-01,92.77627953
2025-05-01,94.12414925
2025-06-01,95.14589865
2025-07-01,96.86911464
2025-08-01,99.39579508
2025-09-01,108.96774794
2025-10-01,111.80920053
2025-11-01,115.89354135
2025-12-01,115.89777813
2026-01-01,117.11
2026-02-01,122.32
2026-03-01,120.93
2026-04-01,123.86
2026-05-01,125.13
2026-06-01,127.85
2026-07-01,123.93
