tarih,TP.TUKFIY2025.01179
2005-01-01,3.58958676
2005-02-01,3.67548947
2005-03-01,3.7167879
2005-04-01,3.73663446
2005-05-01,3.74147539
2005-06-01,3.74680835
2005-07-01,3.7685156
2005-08-01,3.78189646
2005-09-01,3.8197263
2005-10-01,3.81772923
2005-11-01,3.84254567
2005-12-01,3.86991971
2006-01-01,3.89894633
2006-02-01,3.91748478
2006-03-01,3.9419039
2006-04-01,3.95915362
2006-05-01,3.97469948
2006-06-01,3.94281046
2006-07-01,3.95931016
2006-08-01,3.99902405
2006-09-01,4.07996977
2006-10-01,4.11038544
2006-11-01,4.18251434
2006-12-01,4.18814912
2007-01-01,4.19323853
2007-02-01,4.23083113
2007-03-01,4.26020988
2007-04-01,4.29440095
2007-05-01,4.33971518
2007-06-01,4.30510025
2007-07-01,4.33037189
2007-08-01,4.30786151
2007-09-01,4.32176532
2007-10-01,4.35964478
2007-11-01,4.38211006
2007-12-01,4.41691267
2008-01-01,4.47032016
2008-02-01,4.52586003
2008-03-01,4.57356387
2008-04-01,4.59189108
2008-05-01,4.68978865
2008-06-01,4.87250205
2008-07-01,4.96782327
2008-08-01,4.97644372
2008-09-01,4.81412269
2008-10-01,4.78413417
2008-11-01,4.8116727
2008-12-01,4.81095006
2009-01-01,4.90725451
2009-02-01,4.86727872
2009-03-01,4.74382697
2009-04-01,4.7092591
2009-05-01,4.61994406
2009-06-01,4.66182781
2009-07-01,4.7137576
2009-08-01,4.71378606
2009-09-01,4.71472007
2009-10-01,4.74249022
2009-11-01,4.7164885
2009-12-01,4.76518706
2010-01-01,4.72418387
2010-02-01,4.70510943
2010-03-01,4.72168406
2010-04-01,4.73047886
2010-05-01,4.72874206
2010-06-01,4.76121586
2010-07-01,4.7887498
2010-08-01,4.96939038
2010-09-01,5.27879361
2010-10-01,5.93015804
2010-11-01,6.43513659
2010-12-01,6.54729132
2011-01-01,6.61406825
2011-02-01,6.71450369
2011-03-01,6.81663815
2011-04-01,6.86364856
2011-05-01,6.82494538
2011-06-01,6.69164148
2011-07-01,6.66352091
2011-08-01,6.58664786
2011-09-01,6.46945864
2011-10-01,6.25786468
2011-11-01,6.31131282
2011-12-01,6.28515667
2012-01-01,6.2555468
2012-02-01,6.28357241
2012-03-01,6.2628026
2012-04-01,6.29710094
2012-05-01,6.36459033
2012-06-01,6.3491261
2012-07-01,6.4943866
2012-08-01,6.49445932
2012-09-01,6.39750236
2012-10-01,6.41847946
2012-11-01,6.52871386
2012-12-01,6.60511338
2013-01-01,6.68369517
2013-02-01,6.6860765
2013-03-01,6.65221694
2013-04-01,6.61211111
2013-05-01,6.61724823
2013-06-01,6.65169348
2013-07-01,6.59768177
2013-08-01,6.71013411
2013-09-01,6.75949977
2013-10-01,6.88071979
2013-11-01,6.98611068
2013-12-01,6.97849202
2014-01-01,6.99144858
2014-02-01,7.02844087
2014-03-01,6.95583187
2014-04-01,6.99091199
2014-05-01,7.06585443
2014-06-01,7.03098353
2014-07-01,7.09115161
2014-08-01,7.24059147
2014-09-01,7.42046702
2014-10-01,7.65590019
2014-11-01,7.88357368
2014-12-01,8.0337538
2015-01-01,8.18763497
2015-02-01,8.29628158
2015-03-01,8.31363062
2015-04-01,8.44687032
2015-05-01,8.41959188
2015-06-01,8.30157015
2015-07-01,8.3900928
