tarih,TP.TUKFIY2025.01162
2005-01-01,2.15821687
2005-02-01,2.25121237
2005-03-01,2.28728242
2005-04-01,2.31976729
2005-05-01,2.80881212
2005-06-01,2.56749618
2005-07-01,2.2476897
2005-08-01,1.95344675
2005-09-01,1.98722558
2005-10-01,2.22756404
2005-11-01,2.52559445
2005-12-01,2.29829354
2006-01-01,2.26350951
2006-02-01,2.31024116
2006-03-01,2.31142079
2006-04-01,2.3963307
2006-05-01,3.32847798
2006-06-01,3.65917666
2006-07-01,3.4947353
2006-08-01,2.93353933
2006-09-01,3.10711625
2006-10-01,2.88793066
2006-11-01,3.00381331
2006-12-01,2.68091912
2007-01-01,2.79966071
2007-02-01,3.03590378
2007-03-01,3.44598162
2007-04-01,3.82092655
2007-05-01,4.47588251
2007-06-01,3.99382688
2007-07-01,3.38585201
2007-08-01,3.08664427
2007-09-01,3.07544951
2007-10-01,3.36610763
2007-11-01,3.61062075
2007-12-01,3.60938538
2008-01-01,3.53651942
2008-02-01,3.91136855
2008-03-01,4.37455947
2008-04-01,4.55198101
2008-05-01,4.87147445
2008-06-01,6.05407125
2008-07-01,5.9737854
2008-08-01,6.18846143
2008-09-01,5.92355217
2008-10-01,4.37750808
2008-11-01,3.40571613
2008-12-01,3.11680252
2009-01-01,3.01746968
2009-02-01,3.14867116
2009-03-01,3.47161709
2009-04-01,3.60191137
2009-05-01,3.92279307
2009-06-01,3.11122659
2009-07-01,3.33118525
2009-08-01,3.72726985
2009-09-01,4.48735322
2009-10-01,4.40415662
2009-11-01,4.04928772
2009-12-01,3.79104294
2010-01-01,3.55256784
2010-02-01,3.66460581
2010-03-01,3.76590556
2010-04-01,3.6730216
2010-05-01,3.87651018
2010-06-01,5.37890794
2010-07-01,6.71865583
2010-08-01,6.92281398
2010-09-01,6.39501624
2010-10-01,4.53379942
2010-11-01,3.63354427
2010-12-01,3.24557666
2011-01-01,3.2789747
2011-02-01,3.34702876
2011-03-01,3.37802391
2011-04-01,3.63549633
2011-05-01,4.212511
2011-06-01,3.98576788
2011-07-01,4.54353971
2011-08-01,5.41150317
2011-09-01,5.59787457
2011-10-01,4.71495379
2011-11-01,4.3686786
2011-12-01,3.81850743
2012-01-01,3.83412924
2012-02-01,3.88627319
2012-03-01,3.94513829
2012-04-01,4.13336601
2012-05-01,4.87531194
2012-06-01,7.44052775
2012-07-01,9.6318285
2012-08-01,10.50373402
2012-09-01,9.52551167
2012-10-01,5.54010718
2012-11-01,4.63859212
2012-12-01,4.25129372
2013-01-01,4.47763864
2013-02-01,4.5934855
2013-03-01,5.00707041
2013-04-01,4.85467452
2013-05-01,5.27338835
2013-06-01,5.74721212
2013-07-01,5.78640429
2013-08-01,5.88367908
2013-09-01,5.27084924
2013-10-01,5.79817127
2013-11-01,4.36518571
2013-12-01,3.9450253
2014-01-01,4.17080691
2014-02-01,4.28737539
2014-03-01,4.41031887
2014-04-01,4.40395027
2014-05-01,4.97079981
2014-06-01,8.08901349
2014-07-01,10.53380988
2014-08-01,14.18748678
2014-09-01,9.58883119
2014-10-01,5.6477141
2014-11-01,4.45124135
2014-12-01,4.01593611
2015-01-01,4.32783952
2015-02-01,4.51585855
2015-03-01,5.32872425
2015-04-01,5.8844083
2015-05-01,6.51599322
2015-06-01,8.66755123
2015-07-01,12.17758425
2015-08-01,11.86111726
2015-09-01,8.87059577
2015-10-01,6.24778206
2015-11-01,5.27809612
2015-12-01,4.6681418
2016-01-01,5.0732273
2016-02-01,5.24265254
2016-03-01,5.409686
2016-04-01,5.74899759
2016-05-01,6.71807068
2016-06-01,8.67893323
2016-07-01,9.91445593
2016-08-01,10.48095637
2016-09-01,8.33503331
2016-10-01,5.53355507
2016-11-01,4.80049878
2016-12-01,4.67370039
2017-01-01,5.44288002
2017-02-01,6.33335678
2017-03-01,7.61656095
2017-04-01,6.97804931
2017-05-01,7.43165348
2017-06-01,7.98266525
2017-07-01,6.98959047
2017-08-01,6.94383808
2017-09-01,6.91565463
2017-10-01,7.77002571
2017-11-01,7.07146348
2017-12-01,6.75172302
2018-01-01,7.00260198
2018-02-01,7.38598948
2018-03-01,8.15314472
2018-04-01,7.38131276
2018-05-01,8.10764836
2018-06-01,9.62204157
2018-07-01,9.29721352
2018-08-01,9.45969958
2018-09-01,9.49463093
2018-10-01,9.42509121
2018-11-01,7.35234871
2018-12-01,6.7289769
2019-01-01,7.41299142
2019-02-01,8.30707892
2019-03-01,9.87105062
2019-04-01,9.48115036
2019-05-01,10.99215645
2019-06-01,12.96208508
2019-07-01,11.72434721
2019-08-01,11.74993255
2019-09-01,10.28170849
2019-10-01,11.44043905
2019-11-01,9.23598689
2019-12-01,8.58601089
2020-01-01,9.8665668
2020-02-01,11.2828986
2020-03-01,11.086517
2020-04-01,13.30814597
2020-05-01,14.10120085
2020-06-01,12.43273485
2020-07-01,12.38471025
2020-08-01,13.11573132
2020-09-01,11.9587302
2020-10-01,10.48613855
2020-11-01,12.62255408
2020-12-01,11.8642878
2021-01-01,12.78718109
2021-02-01,14.03360406
2021-03-01,13.04466255
2021-04-01,14.04226433
2021-05-01,15.31744928
2021-06-01,15.01022242
2021-07-01,16.58637532
2021-08-01,19.37123557
2021-09-01,16.44621649
2021-10-01,12.59349312
2021-11-01,12.78845863
2021-12-01,12.82634733
2022-01-01,14.39241727
2022-02-01,16.65568271
2022-03-01,15.88832407
2022-04-01,18.41008498
2022-05-01,22.40456962
2022-06-01,20.46441275
2022-07-01,22.21380423
2022-08-01,21.95179395
2022-09-01,21.16748733
2022-10-01,23.10777853
2022-11-01,31.38195627
2022-12-01,27.8921874
2023-01-01,28.2926746
2023-02-01,31.89886441
2023-03-01,29.37941995
2023-04-01,30.02571738
2023-05-01,32.43706432
2023-06-01,32.51683946
2023-07-01,36.4977434
2023-08-01,39.71512551
2023-09-01,41.31582501
2023-10-01,35.25325491
2023-11-01,35.65442816
2023-12-01,32.0096121
2024-01-01,33.06373013
2024-02-01,36.62595446
2024-03-01,34.6523573
2024-04-01,40.89434593
2024-05-01,47.15497106
2024-06-01,55.45907869
2024-07-01,68.71980831
2024-08-01,59.11688014
2024-09-01,46.77238906
2024-10-01,58.72749012
2024-11-01,69.14639634
2024-12-01,65.13719302
2025-01-01,66.52658333
2025-02-01,69.53408443
2025-03-01,79.27512396
2025-04-01,101.68987782
2025-05-01,111.93548969
2025-06-01,118.38836724
2025-07-01,120.27783952
2025-08-01,134.61312858
2025-09-01,111.07089515
2025-10-01,98.02820525
2025-11-01,101.41108882
2025-12-01,87.24931621
2026-01-01,96.87
2026-02-01,109.24
2026-03-01,107.95
2026-04-01,116.0
