tarih,TP.TUKFIY2025.01152
2005-01-01,1.96456831
2005-02-01,1.97090439
2005-03-01,1.9730594
2005-04-01,1.98784395
2005-05-01,1.9923125
2005-06-01,1.97212429
2005-07-01,1.99315596
2005-08-01,1.97320995
2005-09-01,1.97458806
2005-10-01,1.98245939
2005-11-01,1.9909644
2005-12-01,1.97714609
2006-01-01,1.96805199
2006-02-01,1.9719325
2006-03-01,1.97438639
2006-04-01,1.95705213
2006-05-01,1.95059618
2006-06-01,1.94964435
2006-07-01,1.95114076
2006-08-01,1.9584213
2006-09-01,1.98151669
2006-10-01,2.00691474
2006-11-01,2.04083611
2006-12-01,2.03946781
2007-01-01,2.04896435
2007-02-01,2.0627019
2007-03-01,2.07505107
2007-04-01,2.08626397
2007-05-01,2.08993371
2007-06-01,2.09477045
2007-07-01,2.13632722
2007-08-01,2.2130359
2007-09-01,2.30366657
2007-10-01,2.40003621
2007-11-01,2.49221313
2007-12-01,2.52480034
2008-01-01,2.53295193
2008-02-01,2.56159772
2008-03-01,2.57805776
2008-04-01,2.56795542
2008-05-01,2.5510988
2008-06-01,2.53458907
2008-07-01,2.5707029
2008-08-01,2.66102484
2008-09-01,2.7069189
2008-10-01,2.72848698
2008-11-01,2.75826037
2008-12-01,2.7751202
2009-01-01,2.78373806
2009-02-01,2.78535694
2009-03-01,2.78305254
2009-04-01,2.77260439
2009-05-01,2.76922723
2009-06-01,2.76336585
2009-07-01,2.77598605
2009-08-01,2.77328215
2009-09-01,2.82093
2009-10-01,2.87227727
2009-11-01,2.9206008
2009-12-01,3.02558377
2010-01-01,3.13706916
2010-02-01,3.17124686
2010-03-01,3.16642698
2010-04-01,3.17288734
2010-05-01,3.19050572
2010-06-01,3.21755006
2010-07-01,3.25124927
2010-08-01,3.25784539
2010-09-01,3.25431249
2010-10-01,3.32136191
2010-11-01,3.3570011
2010-12-01,3.35661157
2011-01-01,3.39085702
2011-02-01,3.38406587
2011-03-01,3.4105538
2011-04-01,3.41714021
2011-05-01,3.42441133
2011-06-01,3.41526683
2011-07-01,3.42092521
2011-08-01,3.41998185
2011-09-01,3.54602141
2011-10-01,3.72007652
2011-11-01,3.91912548
2011-12-01,3.98237516
2012-01-01,3.94773359
2012-02-01,3.94785214
2012-03-01,3.97307242
2012-04-01,3.96143807
2012-05-01,3.98238242
2012-06-01,3.93756106
2012-07-01,3.90433825
2012-08-01,3.98160068
2012-09-01,3.9272113
2012-10-01,4.03447381
2012-11-01,4.09010909
2012-12-01,4.10567397
2013-01-01,4.12720365
2013-02-01,4.08576901
2013-03-01,4.04617965
2013-04-01,4.02015597
2013-05-01,4.10130625
2013-06-01,4.0790948
2013-07-01,4.12868331
2013-08-01,4.2316567
2013-09-01,4.35125717
2013-10-01,4.42428962
2013-11-01,4.53807647
2013-12-01,4.71673501
2014-01-01,4.79968079
2014-02-01,4.95676383
2014-03-01,5.08294232
2014-04-01,5.11619964
2014-05-01,5.1101741
2014-06-01,5.08372293
2014-07-01,5.25226022
2014-08-01,5.39393505
2014-09-01,5.56240797
2014-10-01,5.62866063
2014-11-01,5.72754387
2014-12-01,5.80361453
2015-01-01,5.89381906
2015-02-01,5.96885332
2015-03-01,5.9632858
2015-04-01,5.93925295
2015-05-01,5.90464424
2015-06-01,5.92908476
2015-07-01,5.96340161
2015-08-01,5.96002725
2015-09-01,5.93906064
2015-10-01,5.94436822
2015-11-01,5.98570995
2015-12-01,6.04790857
2016-01-01,6.12769821
2016-02-01,6.1227414
2016-03-01,6.17901592
2016-04-01,6.190492
2016-05-01,6.1314528
2016-06-01,6.1188425
2016-07-01,6.14892248
2016-08-01,6.17235913
2016-09-01,6.12788875
2016-10-01,6.227293
2016-11-01,6.19020232
2016-12-01,6.3271123
2017-01-01,6.53972257
2017-02-01,7.00814358
2017-03-01,7.13265363
2017-04-01,7.14222175
2017-05-01,7.07997569
2017-06-01,7.00597542
2017-07-01,7.24638395
2017-08-01,7.61627443
2017-09-01,7.98272377
2017-10-01,8.63663761
2017-11-01,9.02114253
2017-12-01,9.05780768
2018-01-01,9.21372266
2018-02-01,9.66765252
2018-03-01,9.86066081
2018-04-01,9.83023768
2018-05-01,9.82793966
2018-06-01,9.80946386
2018-07-01,9.86427876
2018-08-01,9.96037704
2018-09-01,10.8736604
2018-10-01,11.26618156
2018-11-01,11.27924686
2018-12-01,11.25203835
2019-01-01,11.1790272
2019-02-01,11.19460797
2019-03-01,11.15849493
2019-04-01,11.19535046
2019-05-01,11.73186567
2019-06-01,12.31573934
2019-07-01,12.38382654
2019-08-01,12.39693529
2019-09-01,12.43499856
2019-10-01,12.45029305
2019-11-01,12.52936483
2019-12-01,13.19201332
2020-01-01,13.37151614
2020-02-01,13.4884926
2020-03-01,13.48219578
2020-04-01,13.47051804
2020-05-01,13.48262673
2020-06-01,13.41779213
2020-07-01,13.47081327
2020-08-01,13.68684884
2020-09-01,13.75591273
2020-10-01,13.72761005
2020-11-01,13.82837879
2020-12-01,13.89137108
2021-01-01,15.08625863
2021-02-01,16.09661431
2021-03-01,15.93862333
2021-04-01,16.00200775
2021-05-01,16.04634226
2021-06-01,16.03245193
2021-07-01,16.32876771
2021-08-01,16.68559142
2021-09-01,16.71797183
2021-10-01,16.64560689
2021-11-01,16.83425228
2021-12-01,19.62077555
2022-01-01,23.87118182
2022-02-01,23.23268654
2022-03-01,22.55841667
2022-04-01,24.89860004
2022-05-01,28.42360899
2022-06-01,31.96386538
2022-07-01,32.1535236
2022-08-01,32.44761542
2022-09-01,32.42469198
2022-10-01,33.95818122
2022-11-01,39.92773054
2022-12-01,41.04917403
2023-01-01,43.27033668
2023-02-01,46.83756674
2023-03-01,47.15302881
2023-04-01,46.95473562
2023-05-01,46.65139267
2023-06-01,47.3581807
2023-07-01,46.75899265
2023-08-01,54.16276258
2023-09-01,55.09116684
2023-10-01,56.82178817
2023-11-01,64.56392263
2023-12-01,64.8490564
2024-01-01,65.83509637
2024-02-01,77.02308865
2024-03-01,76.24427734
2024-04-01,76.35528761
2024-05-01,80.43712591
2024-06-01,80.22390867
2024-07-01,81.52603971
2024-08-01,80.50225859
2024-09-01,81.03813871
2024-10-01,81.67037061
2024-11-01,81.84339151
2024-12-01,83.46426947
2025-01-01,86.06089594
2025-02-01,97.87224421
2025-03-01,95.19161107
2025-04-01,96.90968401
2025-05-01,95.59336089
2025-06-01,96.10141384
2025-07-01,97.17732909
2025-08-01,97.52325879
2025-09-01,105.76775245
2025-10-01,106.20801764
2025-11-01,112.46717621
2025-12-01,113.12725585
2026-01-01,116.18
2026-02-01,135.26
2026-03-01,139.34
2026-04-01,142.82
2026-05-01,149.05
2026-06-01,153.29
2026-07-01,154.19
