tarih,TP.TUKFIY2025.01176
2005-01-01,2.48596724
2005-02-01,2.54420998
2005-03-01,2.57776292
2005-04-01,2.57754315
2005-05-01,2.5731811
2005-06-01,2.52496231
2005-07-01,2.45445163
2005-08-01,2.43862076
2005-09-01,2.42318822
2005-10-01,2.45058185
2005-11-01,2.45187359
2005-12-01,2.45667708
2006-01-01,2.45107845
2006-02-01,2.45378135
2006-03-01,2.50230162
2006-04-01,2.50870785
2006-05-01,2.47949116
2006-06-01,2.47234485
2006-07-01,2.49371251
2006-08-01,2.51225529
2006-09-01,2.49231265
2006-10-01,2.51359398
2006-11-01,2.52323388
2006-12-01,2.54411761
2007-01-01,2.56814846
2007-02-01,2.59223655
2007-03-01,2.62616568
2007-04-01,2.6255763
2007-05-01,2.61884593
2007-06-01,2.63165132
2007-07-01,2.69732755
2007-08-01,2.77920873
2007-09-01,2.83688263
2007-10-01,2.90999799
2007-11-01,2.99335021
2007-12-01,3.06667167
2008-01-01,3.13090858
2008-02-01,3.3038609
2008-03-01,3.55879628
2008-04-01,4.02302407
2008-05-01,4.3524904
2008-06-01,4.60556585
2008-07-01,4.91792368
2008-08-01,5.11852527
2008-09-01,5.00901517
2008-10-01,4.84206607
2008-11-01,4.8566694
2008-12-01,4.76407453
2009-01-01,4.52320875
2009-02-01,4.45168336
2009-03-01,4.51084409
2009-04-01,4.48319348
2009-05-01,4.45621338
2009-06-01,4.51282785
2009-07-01,4.55520091
2009-08-01,4.4897455
2009-09-01,4.44645167
2009-10-01,4.51267571
2009-11-01,4.47131376
2009-12-01,4.40892138
2010-01-01,4.49485569
2010-02-01,4.52063022
2010-03-01,4.53919419
2010-04-01,4.48057563
2010-05-01,4.35041195
2010-06-01,4.22155295
2010-07-01,4.22135426
2010-08-01,4.09835904
2010-09-01,4.12496866
2010-10-01,4.3204515
2010-11-01,4.36702499
2010-12-01,4.40181468
2011-01-01,4.37768198
2011-02-01,4.50652489
2011-03-01,4.51143356
2011-04-01,4.50643932
2011-05-01,4.42981575
2011-06-01,4.38433665
2011-07-01,4.44406
2011-08-01,4.45957263
2011-09-01,4.49330999
2011-10-01,4.67016952
2011-11-01,4.78395896
2011-12-01,4.83316517
2012-01-01,4.9138665
2012-02-01,4.89985645
2012-03-01,4.92738828
2012-04-01,4.97775407
2012-05-01,5.0258227
2012-06-01,5.00177143
2012-07-01,4.98293938
2012-08-01,4.95005297
2012-09-01,4.95453774
2012-10-01,4.96013964
2012-11-01,4.94775408
2012-12-01,5.03603024
2013-01-01,5.09563183
2013-02-01,5.19117099
2013-03-01,5.23366875
2013-04-01,5.24734784
2013-05-01,5.30083717
2013-06-01,5.36850556
2013-07-01,5.39977844
2013-08-01,5.48850848
2013-09-01,5.60189396
2013-10-01,5.67679715
2013-11-01,5.93361444
2013-12-01,6.47118246
2014-01-01,6.86005926
2014-02-01,7.23059085
2014-03-01,7.39929305
2014-04-01,7.42767673
2014-05-01,7.4372765
2014-06-01,7.39461966
2014-07-01,7.35230419
2014-08-01,7.51188077
2014-09-01,7.54639623
2014-10-01,7.52530446
2014-11-01,7.62367792
2014-12-01,7.6370681
2015-01-01,7.554435
2015-02-01,7.7125098
2015-03-01,7.78208684
2015-04-01,8.03763421
