tarih,TP.TUKFIY2025.01148
2005-01-01,2.25995564
2005-02-01,2.19872154
2005-03-01,2.14545944
2005-04-01,2.00734414
2005-05-01,1.80972306
2005-06-01,1.7277715
2005-07-01,1.68159105
2005-08-01,1.70780529
2005-09-01,2.29912443
2005-10-01,2.08914628
2005-11-01,1.70781246
2005-12-01,1.70007441
2006-01-01,1.52814252
2006-02-01,1.8126823
2006-03-01,1.82668601
2006-04-01,1.86590975
2006-05-01,2.04108036
2006-06-01,1.91753303
2006-07-01,2.29601969
2006-08-01,2.48379469
2006-09-01,3.19991891
2006-10-01,3.07160385
2006-11-01,2.61038535
2006-12-01,2.91055489
2007-01-01,3.56479572
2007-02-01,3.17195484
2007-03-01,2.88131778
2007-04-01,2.92920062
2007-05-01,2.63207777
2007-06-01,2.6785967
2007-07-01,2.57799293
2007-08-01,3.1037851
2007-09-01,3.32440716
2007-10-01,3.06193163
2007-11-01,3.00647695
2007-12-01,3.24807657
2008-01-01,3.15772211
2008-02-01,3.06753195
2008-03-01,3.00052561
2008-04-01,2.79110554
2008-05-01,2.62765297
2008-06-01,2.56697575
2008-07-01,2.70072669
2008-08-01,3.31650876
2008-09-01,3.15638963
2008-10-01,3.15936923
2008-11-01,3.58066506
2008-12-01,3.91035571
2009-01-01,3.78696205
2009-02-01,3.76525901
2009-03-01,3.84533427
2009-04-01,3.80082598
2009-05-01,3.54797785
2009-06-01,3.09350781
2009-07-01,2.92365016
2009-08-01,3.27116114
2009-09-01,3.53291093
2009-10-01,3.55620783
2009-11-01,3.66802448
2009-12-01,3.87302928
2010-01-01,3.55786586
2010-02-01,3.72852376
2010-03-01,3.6255671
2010-04-01,3.40114617
2010-05-01,3.03532436
2010-06-01,2.83942685
2010-07-01,2.90519313
2010-08-01,3.03501959
2010-09-01,2.95539924
2010-10-01,3.44260646
2010-11-01,3.49226922
2010-12-01,3.30890097
2011-01-01,3.38319898
2011-02-01,3.46491216
2011-03-01,3.71203316
2011-04-01,3.43127009
2011-05-01,3.34912277
2011-06-01,3.5361872
2011-07-01,3.70121808
2011-08-01,3.95147191
2011-09-01,4.60271546
2011-10-01,5.55442047
2011-11-01,5.09712207
2011-12-01,4.90184371
2012-01-01,5.07361829
2012-02-01,5.20402559
2012-03-01,5.27614756
2012-04-01,4.9921223
2012-05-01,4.12033668
2012-06-01,4.12030499
2012-07-01,4.15314873
2012-08-01,4.20741253
2012-09-01,5.44213872
2012-10-01,5.46159621
